es,tr,en,de,title,speaker,duration,tags
"
","
","
","
",Can technology solve our big problems?,Jason Pontin,10:03,"NASA,astronomy,space,technology"
"
											Desde 1970, ningún ser humano
											ha vuelto a la Luna.
											Nadie ha viajado más rápido que la tripulación
											del Apolo 10,
											y el alegre optimismo sobre el poder de la tecnología
											se ha evaporado
											al ver que problemas que imaginamos 
que la tecnología resolvería
											como ir a Marte,
											crear una energía limpia, curar el cáncer,
											o alimentar a la población mundial
parecen haber resultado
											intratables.
									","
											1970 yılından beri, hiçbir insan
											tekrar aya gidemedi.
											Apollo 10'un mürettebatından hızlı
											kimse seyahat edemedi,
											ve teknolojinin gücü hakkındaki gamsız iyimserlik
											buharlaştı
											teknolojinin çözebileceğini hayal ettiğimiz büyük sorunlar,
											Mars'a gitmek,
											temiz enerji yaratmak, kanseri tedavi etmek
											ya da dünyayı doyurmak gibi,
											inatçı derecede zor gelmeye başladı.
									","
											Since 1970, no human beings
											have been back to the moon.
											No one has traveled faster than the crew
											of Apollo 10,
											and blithe optimism about technology's powers
											has evaporated
											as big problems we had imagined technology would solve,
											such as going to Mars,
											creating clean energy, curing cancer,
											or feeding the world have come to seem
											intractably hard.
									","
											Seit 1970 waren keine menschlichen Wesen
											mehr auf dem Mond.
											Niemand hat sich je schneller bewegt 
als die Besatzung
											der Apollo 10,
											und der unbekümmerte Optimismus 
über die Macht der Technologie
											ist verdampft.
											Denn die großen Probleme, die wir 
mit Technologie zu lösen gehofft hatten,
											zum Beispiel zum Mars zu fliegen,
											saubere Energie zu produzieren, 
Krebs zu heilen,
											oder die Welt vom Hunger zu befreien, 
scheinen mittlerweile
											unlösbar schwierig.
									",Can technology solve our big problems?,Jason Pontin,10:03,"NASA,astronomy,space,technology"
"
","
","
","
",Can technology solve our big problems?,Jason Pontin,10:03,"NASA,astronomy,space,technology"
"
											Recuerdo ver el despegue del Apolo 17.
											Tenía 5 años,
											y mi madre me dijo que no mirase
											al tubo de escape llameante del cohete Saturno V.
											Sabía vagamente que esta sería la última
											misión lunar,
											pero estaba completamente seguro de que
											yo llegaría a ver las colonias en Marte.
									","
											Apollo 17'nin kalkışını izlediğimi hatırlıyorum.
											Beş yaşındaydım,
											ve annem Saturn V roketinin ateşli egzozuna
											gözlerimi dikerek bakmamamı söyledi.
											Hayal meyal bir şekilde bunun ay görevlerinin
											sonuncusu olduğunu biliyordum,
											ama hayatım boyunca Mars kolonilerinin
											olacağından kesinlikle emindim.
									","
											I remember watching the liftoff of Apollo 17.
											I was five years old,
											and my mother told me not to stare
											at the fiery exhaust of a Saturn V rocket.
											I vaguely knew this was to be the last
											of the moon missions,
											but I was absolutely certain there would be
											Mars colonies in my lifetime.
									","
											Ich erinnere mich noch daran, 
wie ich als Fünfjähriger
											das Abheben der Apollo 17 sah
											und meine Mutter mich warnte, nicht zu sehr
											in den feurigen Auspuff 
der Saturn-V-Rakete zu schauen.
											Ich hatte eine Ahnung, dass dies die letzte
											Mondmission sein würde,
											aber ich war mir 
hundertprozentig sicher, dass es
											noch in meinem Leben Kolonien 
auf dem Mars geben würde.
									",Can technology solve our big problems?,Jason Pontin,10:03,"NASA,astronomy,space,technology"
"
","
","
","
",Can technology solve our big problems?,Jason Pontin,10:03,"NASA,astronomy,space,technology"
"
											Así que eso de ""Algo le ocurrió
											a nuestra capacidad para resolver 
problemas con la tecnología""
											se ha convertido en un lugar común.
											Lo oímos todo el tiempo.
											Lo hemos oído durante
los dos últimos días aquí, en TED.
											Parece como si los tecnólogos nos hubiesen distraído
											y se hubiesen enriquecido con juguetes triviales,
											cosas como iPhones, aplicaciones y redes sociales,
											o algoritmos que aceleran la venta automatizada.
											No hay nada malo en la mayoría de estas cosas.
											Han ampliado y enriquecido nuestras vidas.
											Pero no solucionan los grandes problemas de la humanidad.
									","
											Ve ""Büyük problemleri teknoloji ile çözme kapasitemize birşey oldu""
											cümlesi
											sıradan hale geldi.
											Her zaman duyuyorsunuz.
											Burada TED'de de son iki gün içinde duyduk.
											Sanki teknoloji uzmanları bizi başka yöne çevirdiler gibi geliyor
											ve kendilerini önemsiz oyuncaklar ile zenginleştirdiler,
											IPhone'lar ve uygulamalar ve sosyal medya gibi,
											veya otomatik ticareti hızlandıran algoritmalar gibi.
											Bunların çoğu yanlış değil.
											Hayatlarımızı geliştirdi ve zenginleştirdi.
											Ama insanlığın büyük problemlerini çözmüyorlar.
									","
											So ""Something happened
											to our capacity to solve big problems with technology""
											has become a commonplace.
											You hear it all the time.
											We've heard it over the last two days here at TED.
											It feels as if technologists have diverted us
											and enriched themselves with trivial toys,
											with things like iPhones and apps and social media,
											or algorithms that speed automated trading.
											There's nothing wrong with most of these things.
											They've expanded and enriched our lives.
											But they don't solve humanity's big problems.
									","
											Der Ausspruch ""etwas geschah
											mit unserer Fähigkeit, große Probleme 
mit Technologie zu lösen"",
											ist zu einer Plattitüde geworden.
											Man hört es überall.
											Wir haben es hier in den letzten 
zwei Tagen bei TED gehört.
											Es kommt einem vor, als hätten 
uns Technologen abgelenkt
											und sich selbst mit 
belanglosen Spielzeugen bereichert.
											Mit Dingen wie iPhones und Apps 
und sozialen Medien,
											oder Algorithmen, die automatischen 
Geschäftsverkehr beschleunigen.
											Es ist ja nichts falsch 
mit den meisten dieser Dinge.
											Sie haben unser Leben 
verlängert und bereichert.
											Doch sie lösen nicht 
die großen Probleme der Menschheit.
									",Can technology solve our big problems?,Jason Pontin,10:03,"NASA,astronomy,space,technology"
"
","
","
","
",Can technology solve our big problems?,Jason Pontin,10:03,"NASA,astronomy,space,technology"
"
											¿Qué ocurrió?
											Hay una explicación parroquial en Silicon Valley,
											que confiesa que se han creado
empresas menos ambiciosas
											que aquéllas de los años en que se financiaban
											Intel, Microsoft, Apple y Genetech.
											Silicon Valley dice que los mercados son los culpables,
											en concreto, los incentivos que los capitalistas de riesgo
											ofrecen a los empresarios.
											Silicon Valley dice que la inversión de riesgo
											provocó que se cambiase
la creación de ideas transformacionales
											por la financiación de problemas incrementales
											o incluso falsos problemas.
											Pero no creo que esta explicación sea suficientemente buena.
											Explica mayormente lo que va mal en SIlicon Valley.
											Incluso cuando los capitalistas
de riesgo estaban en su punto álgido
											sin preocuparse por el riesgo, preferían 
pequeñas inversiones,
											inversiones minúsculas de las que pudiesen
salir en 10 años.
											Los C.R. siempre han tenido problemas
											para invertir con beneficio en tecnologías como energía,
											que necesitan un capital enorme
											y cuyo desarrollo es a largo plazo.
											Tampoco han invertido nunca en el desarrollo
											de tecnologías destinadas a resolver grandes problemas
											porque no tienen un valor comercial inmediato.
											No, las razones por las que
no podemos resolver los grandes problemas
											son más complicadas y profundas.
									","
											Ne oldu?
											Silikon Vadisi'nde dar görüşlü bir açıklama var,
											Intel, Microsoft, Apple ve Genentech'i
											finanse ettiği yıllara göre
											şimdi daha az arzulu şirketleri finanse ettiğini kabul ediyorlar.
											Silikon Vadisi piyasalar suçlanmalı diyor,
											özellikle girişim sermayedarlarının
											girişimcilere sundukları teşvikler.
											Silikon Vadisi girişim yatırımlarının
											dönüşümsel fikirleri finanse etmekten
											değişen problemleri hatta sahte problemleri
											finanse etmeye kaydığını söylüyor.
											Ama ben bu açıklamanın yeteri kadar iyi olduğunu düşünmüyorum.
											Bu çoğunlukla Silikon Vadisi'nde neyin yanlış olduğunu açıklıyor.
											Girişim sermayedarları risk açısından en rahat
											dönemlerinde bile küçük yatırımları tercih ettiler,
											10 yıl içinde çıkış sunan ufacık yatırımlar.
											Girişim sermayedarları her zaman
											enerji gibi sermaye gereksinimleri büyük olan
											ve geliştirmesi uzun ve ayrıntılı olan
											karlı teknolojilere yatırım yapmak için mücadele ettiler,
											ve girişim sermayedarları hiçbir zaman,
											hiçbir zaman ani ticari değer sağlamayan
											büyük problemleri çözecek teknolojilere yatırım yapmadılar.
											Hayır, büyük sorunları çözemememizin sebepleri
											daha karmaşık ve daha derin.
									","
											What happened?
											So there is a parochial explanation in Silicon Valley,
											which admits that it has been funding less ambitious companies
											than it did in the years when it financed
											Intel, Microsoft, Apple and Genentech.
											Silicon Valley says the markets are to blame,
											in particular the incentives that venture capitalists
											offer to entrepreneurs.
											Silicon Valley says that venture investing
											shifted away from funding transformational ideas
											and towards funding incremental problems
											or even fake problems.
											But I don't think that explanation is good enough.
											It mostly explains what's wrong with Silicon Valley.
											Even when venture capitalists were at their most
											risk-happy, they preferred small investments,
											tiny investments that offered an exit within 10 years.
											V.C.s have always struggled
											to invest profitably in technologies such as energy
											whose capital requirements are huge
											and whose development is long and lengthy,
											and V.C.s have never, never funded the development
											of technologies meant to solve big problems
											that possess no immediate commercial value.
											No, the reasons we can't solve big problems
											are more complicated and more profound.
									","
											Was ist passiert?
											Es gibt da eine biedere Erklärung 
aus dem Silicon Valley,
											wo man zugibt, dass in letzter Zeit weniger 
ehrgeizige Unternehmen gefördert wurden
											als in den Jahren, in denen
											Intel, Microsoft, Apple und 
Genentech finanziert wurden.
											In Silicon Valley sagt man, 
die Märkte wären Schuld,
											im Besonderen die Prämien, 
welche Risikoanleger
											den Unternehmen bieten.
											Silicon Valley sagt, dass Risikoinvestoren
											sich davon weg bewegt haben, 
weltverändernde Ideen zu unterstützen,
											und stattdessen wachsende Probleme
											oder sogar erfundene Probleme fördern.
											Aber diese Erklärung ist mir nicht gut genug.
											Es erklärt hauptsächlich, 
was mit Silicon Valley nicht stimmt.
											Selbst zu ihren risikofreundlichen Zeiten
											zogen Risikoinvestoren kleine Anlagen vor.
											Winzige Investitionen mit einer 
Ausstiegsmöglichkeit innerhalb von 10 Jahren.
											Investoren hatte schon immer Mühe,
											rentabel in Technologien 
wie Energie zu investieren,
											welche ein enormes Eigenkapital erfordern
											und deren Entwicklung lang und langwierig ist,
											und Risikoinvestoren haben nie, 
niemals die Entwicklung von
											Technologien finanziert, 
die große Probleme ohne unmittelbaren
											kommerziellen Wert lösen.
											Nein, die Gründe, warum wir 
keine großen Problem lösen können,
											sind komplizierter und tiefgründiger.
									",Can technology solve our big problems?,Jason Pontin,10:03,"NASA,astronomy,space,technology"
"
","
","
","
",Can technology solve our big problems?,Jason Pontin,10:03,"NASA,astronomy,space,technology"
"
											A veces, elegimos no
solucionar los grandes problemas.
											Podríamos ir a Marte si quisiéramos.
											La NASA incluso ha diseñado un plan.
											Pero ir a Marte requeriría una decisión política
											que fuese popular, y eso nunca ocurrirá.
											No iremos a Marte porque todo el mundo piensa
											que hay cosas más importantes
											que hacer en la Tierra.
									","
											Bazen büyük sorunları çözmeyi seçmiyoruz.
											Eğer istesek Mars'a gidebilirdik.
											Hatta NASA'da bir plan taslağı vardır.
											Ama Mars'a gitmek genel katılımlı bir politik kararı
											takip etmeli ve bu asla olmayacak.
											Mars'a gitmeyeceğiz çünkü herkes
											dünyada yapılacak daha önemli
											şeyler olduğunu düşünüyor.
									","
											Sometimes we choose not to solve big problems.
											We could go to Mars if we want.
											NASA even has the outline of a plan.
											But going to Mars would follow a political decision
											with popular appeal, and that will never happen.
											We won't go to Mars, because everyone thinks
											there are more important things
											to do here on Earth.
									","
											Manchmal entscheiden wir bewusst, 
nicht die großen Probleme zu beheben.
											Wir könnten zum Mars fliegen, 
wenn wir wollen.
											NASA hat sogar schon einen Plan entworfen.
											Aber zum Mars zu fliegen 
wäre eine politische Entscheidung
											von öffentlicher Beliebtheit und 
deshalb wird es nie passieren,
											Wir werden nicht zum Mars fliegen, 
weil jeder denkt,
											dass es hier auf der Erde 
wichtigere Dinge gibt,
											die getan werden müssen.
									",Can technology solve our big problems?,Jason Pontin,10:03,"NASA,astronomy,space,technology"
"
","
","
","
",Can technology solve our big problems?,Jason Pontin,10:03,"NASA,astronomy,space,technology"
"
											A veces, no podemos solucionar los grandes problemas
											porque los sistemas políticos fallan.
											Hoy, menos del 2 %
											del consumo mundial de energía
											procede de fuentes de energía renovables
											como la solar, la eólica y el biocarburante.
											Menos del 2 %,
											y la razón es completamente económica.
											El carbón y el gas natural son más baratos
											que la energía solar y eólica,
											y el petróleo es más barato
que el biocarburante.
											Queremos fuentes de energía alternativas
											que puedan competir en precio. No existen.
											Ahora, los tecnólogos, los empresarios
											y los economistas están de acuerdo
											sobre qué políticas y tratados internacionales
											incentivarían el desarrollo de una energía alternativa:
											mayormente, un aumento significativo en la investigación
											y desarrollo de energía,
											y algún tipo de control del precio del carbón.
											Pero no existe esperanza en el clima político actual
											de que veremos una política energética de EE.UU
											o tratados internacionales que reflejen ese consenso.
									","
											Bazen, büyük sorunları politik sistemlerimiz
											başarısız olduğu için çözemeyiz.
											Bugün dünya enerji tüketiminin %2'den azı
											rüzgar, güneş ve biyoyakıt gibi
											gelişmiş, yenilenebilir kaynaklardan
											elde ediliyor,
											yüzde ikiden daha az,
											ve sebep tamamen ekonomik.
											Kömür ve doğal gaz
											rüzgar ve güneşten daha ucuz,
											ve petrol biyoyakıtlardan daha ucuz.
											Fiyatta rekabet edebilecek
											alternatif enerji kaynakları istiyoruz. Hiç yok.
											Şimdi, teknoloji uzmanları, iş liderleri
											ve ekonomistler hepsi bir konuda hemfikir
											milli politikalar ve uluslarası anlaşmalar alternatif enerjinin
											geliştirilmesini teşvik etmeli:
											çoğunlukla, enerji araştırma ve geliştirmesinde
											önemli bir artış
											ve karbon üzerinde bir çeşit fiyatlandırma.
											Ama mevcut siyasi iklimde umut yok
											ABD enerji politikası
											ya da uluslarası anlaşmalar bu uzlaşmayı yansıtmıyor.
									","
											Sometimes, we can't solve big problems
											because our political systems fail.
											Today, less than two percent
											of the world's energy consumption
											derives from advanced, renewable sources
											such as solar, wind and biofuels,
											less than two percent,
											and the reason is purely economic.
											Coal and natural gas are cheaper
											than solar and wind,
											and petroleum is cheaper than biofuels.
											We want alternative energy sources
											that can compete on price. None exist.
											Now, technologists, business leaders
											and economists all basically agree
											on what national policies and international treaties
											would spur the development of alternative energy:
											mostly, a significant increase in energy
											research and development,
											and some kind of price on carbon.
											But there's no hope in the present political climate
											that we will see U.S. energy policy
											or international treaties that reflect that consensus.
									","
											Ein anderes Mal können wir 
die großen Probleme nicht lösen,
											weil unsere politischen Systeme scheitern.
											Heute kommen weniger als zwei Prozent
											des Energieverbrauchs der Erde
											von fortgeschrittenen, erneuerbaren Quellen,
											wie Solarenergie, Wind und Biokraftstoff,
											weniger als zwei Prozent,
											und der Grund dafür ist rein wirtschaftlich.
											Kohle und Erdgas sind günstiger
											als Solarenergie und Wind
											und Erdöl ist billiger als Biokraftstoff.
											Wir alle wollen alternative Energiequellen,
											die preislich mithalten können. 
Aber es existieren keine.
											Nun ist es so, dass Entwickler, 
Unternehmensführer
											und Wirtschaftswissenschaftler im Prinzip 
alle der gleichen Meinung darüber sind,
											welche nationalen Praktiken 
und internationalen Abkommen
											die Entwicklung von alternativen Energien 
vorantreiben würden:
											Hauptsächlich ein erheblicher Zuwachs in der
											Forschung und Entwicklung 
von Energietechnologien
											und ein erhöhter Preis für Kohlenstoff.
											Aber in dem derzeitigen politischen Klima 
gibt es keine Hoffnung,
											dass die Energiepolitik der USA 
oder die internationalen Abkommen
											diese Meinungen aufnehmen 
und wiedergeben werden.
									",Can technology solve our big problems?,Jason Pontin,10:03,"NASA,astronomy,space,technology"
"
","
","
","
",Can technology solve our big problems?,Jason Pontin,10:03,"NASA,astronomy,space,technology"
