en,pt,tr,es,title,speaker,duration,tags
"
											Over the last two years,
											in my lab,
											we built 50,000 Foldscopes
											and shipped them
to 130 countries in the world,
											at no cost to the kids we sent them to.
											This year alone,
											with the support of our community,
											we are planning to ship
a million microscopes
											to kids around the world.
											What does that do?
											It creates an inspiring community
of people around the world,
											learning and teaching each other,
											from Kenya to Kampala
to Kathmandu to Kansas.
									","
											Nos últimos dois anos,
no meu laboratório
											construímos 50 000 Foldscopes
											e enviámo-los 
para 130 países de todo o mundo,
											sem qualquer custo
para os miúdos a quem os enviámos.
											Só este ano,
											com o apoio da nossa comunidade,
											estamos a planear
enviar um milhão de microscópios
											para miúdos do mundo inteiro.
											O que é que isso faz?
											Cria uma comunidade inspirada
de pessoas em todo o mundo,
											que aprendem e se ensinam
uns aos outros,
											desde o Quénia a Kampala,
a Katmandu e ao Kansas.
									","
											Son iki yılda,
											laboratuvarımda 50.000 Foldskop
(kağıt mikroskop) yaptık
											ve bunları dünyanın
130 ülkesindeki çocuklara
											ücretsiz olarak gönderdik.
											Yalnızca bu yıl,
											topluluğumuzun desteğiyle,
											dünyanın çeşitli yerlerindeki çocuklara,
											1 milyon mikroskop yollamayı planlıyoruz.
											Peki bunların hepsi ne için?
											Bu, dünyanın her yanında, ilham verici
insan toplulukları yaratacak;
											birbirine öğreten
ve birbirinden öğrenen.
											Kenya'dan Kampala'ya, Katmandu'dan
Kansas'a kadar pek çok yerde.
									","
											En los últimos dos años
											construimos 50 000 pliegoscopios, 
microscopios plegables, en mi laboratorio
											y se enviaron a 130 países
											sin costo alguno para los niños
a los que les enviamos.
											Solo este año, con el apoyo 
de nuestra comunidad,
											planeamos enviar un millón de microscopios
a los niños de todo el mundo.
											¿Qué genera eso?
											Crea una comunidad inspiradora 
de personas alrededor del mundo,
											aprendiendo y enseñándose unos a otros,
											de Kenia a Kampala a Katmandú a Kansas.
									",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
","
","
","
",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
											And one of the phenomenal things
that I love about this
											is the sense of community.
											There's a kid in Nicaragua
											teaching others how to identify
mosquito species that carry dengue
											by looking at the larva
under a microscope.
											There's a pharmacologist
who came up with a new way
											to detect fake drugs anywhere.
											There is a girl who wondered:
											""How does glitter actually work?""
											and discovered the physics
of crystalline formation in glitter.
											There is an Argentinian doctor
											who's trying to do field cervical cancer
screening with this tool.
											And yours very truly found
a species of flea
											that was dug inside my heel in my foot
one centimeter deep.
									","
											Uma das coisas fantásticas
que eu adoro
											é o sentido de comunidade.
											Há um miúdo na Nicarágua
											que ensina outros a identificar espécies
de mosquitos que transmitem o dengue,
											observando as larvas ao microscópio.
											Há um farmacologista
que descobriu uma nova forma
											de detetar drogas falsas
em qualquer parte.
											Há uma rapariga
que se pôs a pensar:
											""Como é que funciona o brilho?""
											e descobriu a física
da formação cristalina no brilho.
											Há um médico argentino
											que está a tentar observar
o cancro cervical com este instrumento.
											e o vosso dedicado amigo
descobriu uma espécie de pulga
											que estava enterrada no meu calcanhar
a um centímetro de profundidade.
									","
											Bu konuda en hoşuma giden
harikulade şeylerden birisi,
											topluluk hissiyatı.
											Nikaragua'da bir çocuk diğerlerine,
											mikroskopla larvalara bakarak,
											dang mikrobu taşıyan sivrisineklerin
tespit edilmesini öğretiyor.
											Bir eczacı, sahte ilaçları
herhangi bir yerde
											tespit etmek için yeni bir yöntem buluyor.
											Şunu merak eden bir kız vardı:
											""Bir parıldama gerçekte nasıl oluşur?""
											Sonrasında, parıltıdaki kristal
oluşumunun fiziğini keşfetti.
											Bu aletle rahim ağzı kanseri
taraması yapmaya çalışan
											Arjantinli bir doktor vardı.
											Bendeniz de bir pire türü keşfettim;
											topuğumdan 1 cm içeriye girmişti.
									","
											Y una de las cosas fenomenales 
que me encanta de esto
											es el sentido de la comunidad.
											Hay un niño en Nicaragua
											que enseña a otros a identificar 
especies de mosquitos que provocan dengue
											al observar la larva bajo un microscopio.
											Hay un farmacólogo 
que se le ocurrió una nueva forma
											de detectar fármacos falsos 
en cualquier lugar.
											Hay una chica que se preguntaba:
											""¿Cómo funciona el brillo?""
											Y descubrió la física de 
la formación cristalina en brillo.
											Hay un médico argentino
											que intenta hacer el cribado en el ámbito 
del cáncer cervical con esta herramienta.
											Y uno encontró de verdad 
una especie de pulga
											que se metió un centímetro de profundidad
dentro del talón de mi pie,
									",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
","
","
","
",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
											Now, you might think
of these as anomalies.
											But there is a method to this madness.
											I call this ""frugal science"" —
											the idea of sharing
the experience of science,
											and not just the information.
											To remind you:
											there are a billion people on this planet
											who live with absolutely
no infrastructure:
											no roads,
											no electricity
											and thus, no health care.
											Also, there a billion kids
on this planet that live in poverty.
											How are we supposed to inspire them
											for the next generation
of solution makers?
											There are health care workers
that we put on the line
											to fight infectious diseases,
											to protect us with absolutely
bare-minimum tools and resources.
									","
											Podem pensar nisto como anomalias.
											Mas há um método nesta loucura.
											Chamo-lhe ""ciência frugal"",
											a ideia de partilhar
a experiência da ciência
											e não apenas das informações.
											Não se esqueçam,
											há mil milhões de pessoas neste planeta
											que vivem sem nenhumas infraestruturas:
											sem estradas,
											sem eletricidade
											e, portanto, sem cuidados de saúde.
											Também há mil milhões de miúdos
neste planeta que vivem na pobreza.
											Como é que havemos de os inspirar
											para serem a próxima geração
de criadores de soluções?
											Há trabalhadores da saúde
que colocamos na linha
											para lutar contra doenças infeciosas,
											para nos protegerem com o mínimo
dos mínimos dos utensílios e recursos.
									","
											Şimdi, bunların normal dışı
olduklarını düşünebilirsiniz.
											Ama bu çılgınlığın da bir metodu var.
											Ben buna ""basit bilim"" diyorum;
											yalnızca bilgiyi değil,
bilimsel deneyimleri de paylaşma fikri.
											Hatırlatmak isterim ki,
											gezegenimizde 1 milyar insan
											hiçbir altyapı olmadan yaşıyor;
											yol yok,
											elektrik yok
											ve tabii, sağlık hizmeti de yok.
											Ayrıca, gezegenimizde yoksulluk içinde
yaşayan 1 milyar çocuk var.
											Çözüm üreten
yeni nesil olabilmeleri için
											onlara nasıl ilham verebiliriz?
											Bulaşıcı hastalıklarla savaşırken
kendilerini tehlikeye atan
											sağlık çalışanlarımız var;
											çok az araç ve kaynakla
bizi korumaya çalışıyorlar.
									","
											Uds. podrían pensar 
en estos como anomalías.
											Pero hay un método para esta locura.
											Yo llamo a esto ""ciencia frugal""...
											La idea de compartir 
la experiencia de la ciencia,
											y no solo la información.
											Recuerden,
											hay mil millones de personas 
en este planeta
											que viven sin infraestructura alguna:
											sin carreteras,
											sin electricidad
											y además, sin asistencia sanitaria.
											Además, hay mil millones de niños 
en este planeta que viven en la pobreza.
											¿Cómo debemos inspirarles
											para ser la próxima generación 
de fabricantes de soluciones?
											Hay trabajadores de la salud 
que ponemos en el frente
											para combatir enfermedades infecciosas,
											para protegernos con el mínimo esencial 
de herramientas y recursos.
									",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
","
","
","
",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
											So as a lab at Stanford,
											I think of this from a context
of frugal science
											and building solutions
for these communities.
											Often we think about being able to do
diagnosis under a tree, off-grid.
											I'll tell you two examples
today of new tools.
											One of them starts in Uganda.
											In 2013,
											on a field trip to detect
schistosomiasis with Foldscopes,
											I made a minor observation.
											In a clinic,
											in a far, remote area,
											I saw a centrifuge
being used as a doorstop.
											I mean — quite literally, the doorstop.
											And I asked them and they said,
											""Oh, we don't actually have electricity,
											so this piece of junk
is good as a doorstop.""
											Centrifuges, for some of you
who don't know,
											are the pinnacle tool to be able
to do sample processing.
											You separate components
of blood or body fluids
											to be able to detect
and identify pathogens.
											But centrifuges are bulky, expensive —
											cost around 1,000 dollars —
											and really hard to carry out in the field.
											And of course,
											they don't work without power.
											Sound familiar?
											So we started thinking
about solving this problem,
											and I came back —
											kept thinking about toys.
									","
											No meu laboratório em Stanford,
											penso nisto num contexto de ciência frugal
											e de criar soluções
para estas comunidades.
											Pensamos sobretudo em podermos diagnosticar
debaixo de uma árvore, fora da rede.
											Vou dar dois exemplos
de novos instrumentos.
											Um deles começa no Uganda.
											Em 2013,
											numa viagem para detetar
parasitas Schistosoma com Foldscopes,

											fiz uma observação secundária.
											Numa clínica,
											numa área muito afastada,
											vi uma centrifugadora
a ser usada como batente duma porta.
											É verdade, o batente duma porta.
											Perguntei-lhes porquê e disseram-me;
											""Oh, não temos eletricidade,
											""por isso esta sucata
serve bem de batente"".
											As centrifugadoras
— se não sabem —
											são o utensílio indispensável
para processar amostras.
											Separamos os componentes
do sangue ou dos fluidos corporais
											para detetarmos e identificarmos
agentes patogénicos.
											Mas as centrifugadoras
são volumosas, caras
											— custam cerca de 1000 dólares —
											e difíceis de transportar
para o terreno.
											E, claro, não funcionam sem energia.
											Parece familiar?
											Ficámos a pensar
como resolver este problema.
											e regressei, a pensar em brinquedos.
									","
											Bu yüzden Stanford'da laboratuvarda,
											bunu ""basit bilim"" bağlamında düşünüyorum
											ve bu toplumlara çözüm üretmek bağlamında.
											Çoğu zaman, bir ağaç altında tanı
koyabilmeyi hayal ederiz, bağımsız olarak.
											Bugün sizlere yeni aletlerden
iki örnek vereceğim.
											Biri Uganda'da başladı.
											2013'te,
											Foldskoplarımızla şistozomiyaz
parazitlerini tespit için arazideydik;
											ufak bir gözlemim oldu.
											Bir klinikte,
											uzak, ayrı bir bölgede,
											kapı tamponu olarak kullanılan
bir santrifüj görmüştüm.
											Yani basbayağı kapıyı tutmak için konmuş.
											Sorduğumda dediler ki,
											""Bizim normalde elektriğimiz yok,
											bu yüzden bu işe yaramaz parça,
kapı tamponu olarak iyi iş görüyor.""
											Bilmeyenler için söyleyeyim:
Santrifüjler, numuneler üzerinde
											çalışılmasını sağlayan
son model aletlerdir.
											Kan veya vücut sıvılarını
bileşenlerine ayırır;
											böylece patojenik bakterileri
tespit edebilirsiniz.
											Ama santrifüjler, büyük ve pahalıdırlar;
											fiyatı 1.000 dolar civarındadır
											ve arazide kullanması gerçekten zordur.
											Tabii ki,
											güç kaynağı olmadan da çalışamazlar.
											Bu size tanıdık geliyor mu?
											Böylece, bu sorunu çözmek için
düşünmeye başladık
											ve sonunda
											oyuncaklar üzerine düşünmeden edemedim.
									","
											Así como un laboratorio en Stanford,
											pienso en esto desde 
un contexto de ciencia frugal
											y de la construcción de soluciones 
para estas comunidades.
											Pensamos en poder hacer el diagnóstico 
bajo un árbol, fuera de la red.
											Hoy les contaré dos ejemplos 
de nuevas herramientas.
											Uno de ellos comienza en Uganda.
											En 2013,
											en un viaje de campo para detectar 
la esquistosomiasis con pliegoscopios.
											Hice una pequeña observación.
											En una clínica,
											en una zona lejana, remota,
											vi una centrífuga utilizada 
como un tope de la puerta.
											Es decir, literalmente, 
el tope de la puerta.
											Y pregunté y me dijeron:
											""Oh, en realidad no tenemos electricidad,
											Así que esta chatarra es buena 
como tope de puerta"".
											Las centrífugas, 
para algunos de Uds. que no lo saben,
											son la herramienta cúspide para poder 
realizar el procesamiento de muestras.
											Separa componentes 
de sangre o fluidos corporales
											para detectar e identificar patógenos.
											Pero las centrifugadoras 
son voluminosas, caras.
											Cuestan alrededor de USD 1000.
											Y es realmente difícil 
de llevar a cabo en el campo.
											Y, por supuesto,
											no funcionan sin energía.
											¿Suena familiar?
											Así que empezamos a pensar 
en resolver este problema.
											Y volví,
											siguiendo pensando en juguetes.
									",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
","
","
","
",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
											Now ...
											I have a few with me here.
											I first started with yo-yos ...
											and I'm a terrible yo-yo thrower.
											Because these objects spin,
											we wondered,
											could we actually use
the physics of these objects
											to be able to build centrifuges?
											This was possibly the worst
throw I could make.
											But you might start realizing,
											if you start exploring
the space of toys —
											we tried these spinning tops,
											and then in the lab,
											we stumbled upon this wonder.
									","
											Ora bem...
											Tenho alguns aqui comigo.
											Comecei pelos iô-iôs.
											Eu sou um lançador de iô-iôs terrível.
											Como estes objetos giram, pensámos:
											""Será possível usar
a física destes objetos
											""para construir centrifugadoras?""
											Este deve ter sido
o pior lançamento que eu já fiz,
											mas podem começar a perceber
											que, se começarmos a explorar
o espaço seguro dos brinquedos
											— tentámos estes piões
											e depois, no laboratório,
											deparámos com esta maravilha.
									","
											Şu anda,
											burada yanımda birkaç tane var.
											Önce yo-yo'larla başladım;
											yo-yo çevirmede çok kötüyümdür.
											Bu nesneler çok hızlı döndükleri için,
											düşündük ki acaba,
											bu nesnelerin fiziğinden
faydalanarak
											santrifüj yapabilir miyiz?
											Bu belki de yaptığım
en kötü döndürmeydi.
											Yine de, oyuncakların güvenli
alanında keşfe başladığınızda,
											bir şeyler fark etmeye başlarsınız.
											Bu dönen oyuncakları denedik;
											sonra laboratuvarda,
											bu mucizeye rastladık.
									","
											Ahora...
											tengo unos cuantos conmigo aquí.
											Empecé con yo-yos...
											Y soy un jugador de yo-yo terrible.
											Debido a que estos objetos giran,
											nos preguntamos,
											si podríamos utilizar 
la física de estos objetos
											para poder construir centrífugas.
											Este fue posiblemente 
el peor enfoque que pude tener.
											Pero ya pueden darse cuenta,
											si se explora el espacio 
seguro de los juguetes...
											Probamos estos trompos,
											luego en el laboratorio,
											tropezamos con esta maravilla.
									",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
","
","
","
",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
											It's the whirligig,
or a buzzer, or a rundle.
											A couple of strings and a little disk,
											and if I push, it spins.
											How many of you have played
with this as a kid?
											This is called a button-on-a-string.
											OK, maybe 50 percent of you.
											What you didn't realize —
											that this little object
											is the oldest toy
in the history of mankind ...
											5,000 years ago.
											We have found relics of this object
hidden around on our planet.
											Now the irony is,
											we actually don't understand
how this little thing works.
											That's when I get excited.
									","
											É um pião.
											Um pedaço de cordel e um pequeno disco.
											Se eu esticar, ele gira.
											Quantos aqui já brincaram
com isto, em miúdos?
											Isto chama-se um botão num cordel.
											Ok, talvez uns 50%.
											O que vocês não pensaram
											é que este pequeno objeto
											é o brinquedo mais antigo
da história da humanidade.
											Tem 5000 anos.
											Encontrámos relíquias deste objeto
escondido por todo o planeta.
											A ironia é que não percebemos
											como funciona esta coisa.
											Foi por isso que fiquei entusiasmado.
									","
											Işıklı, sesli bir topaç
veya fırıldak, ne derseniz.
											Bir çift sağlam iplik ve küçük bir disk
											ve çektiğimde dönüveriyor.
											Kaçınız çocukluğunda bununla oynadı?
											İpte düğme oyuncağı.
											Tamam, sanırım %50'niz.
											Farkına varmadığınız şey ise şu:
											Bu minik nesne,
											insanlık tarihinin en eski oyuncağıdır,
											5.000 yıl öncesine dayanıyor.
											Gezegenimizin çeşitli yerlerinde
bu nesnenin kalıntılarını bulduk.
											İroniye bakın ki,
											normalde bu küçük şeyin
nasıl çalıştığını anlamıyoruz.
											Beni heyecanlandıran da buydu.
									","
											Es un molinete, zumbador.
											Un par de cuerdas y un pequeño disco.
											Y si estiro, gira.
											¿Cuántos de Uds. han jugado 
con esto de niños?
											Esto se llama botón en una secuencia.
											Bien, tal vez el 50 % de Uds.
											no saben que
											este pequeño objeto
											es el juguete más antiguo 
en la historia de la humanidad...
											Data de 5000 años atrás.
											Hemos encontrado reliquias de este objeto 
escondidas alrededor de nuestro planeta.
											Pero lo irónico es que,
											en realidad, no entendemos 
cómo funciona esta cosa.
											Ahí es cuando me emociono.
									",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
","
","
","
",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
											So we got back to work,
											wrote down a couple of equations.
											If you take the input torque
that you put in,
											you take the drag on this disc,
											and the twist drag on these strings,
											you should be able
to mathematically solve this.
											This is not the only equation in my talk.
											Ten pages of math later,
											we could actually write down
the complete analytical solution
											for this dynamic system.
											And out comes what we call ""Paperfuge.""
											That's my postdoc Saad Bhamla,
											who's the co-inventor of Paperfuge.
											And to the left, you see
all the centrifuges
											that we're trying to replace.
									","
											Voltámos ao trabalho
											e escrevemos umas quantas equações.
											Se medirmos a torção inicial
que lhe damos,
											medirmos a resistência ao disco
											e a resistência da torção no cordel,
											podemos resolver isto
matematicamente.
											Esta não é a única equação
da minha palestra.
											Dez páginas de matemática depois,
											podíamos escrever
a solução analítica completa
											deste sistema dinâmico.
											E daí resulta aquilo 
a que chamo ""Paperfuge"".
											Este é Saad Bhamia, pós-doutoramento,

											que é coinventor do Paperfuge.
											À esquerda, vemos todas as centrifugadoras
que estamos a tentar substituir.
									","
											Böylece işe koyulduk;
											birkaç denklem yazdık.
											Başta verdiğiniz torku,
diskteki sürtünmeyi
											ve ipliklerdeki eğilme direncini
											hesaba kattığınızda,
											bunu matematiksel olarak çözebilirsiniz.
											Tabii ki konuşmamdaki
tek denklem bu değil.
											On sayfa daha matematikten sonra,
											bu dinamik sistem için
											tam bir analitik çözüm yazabildik.
											Sonuç ise ""Kağıtfüj"" dediğimiz şey.
											Bu doktora sonrası öğrencim Saad Bhamla.
											Kağıtfüj'ü onunla birlikte icat ettik.
											Solda, ""Kağıtfüj"" ile
değiştirmeye çalıştığımız
											santrifüjleri görebilirsiniz.
									","
											Así que volvimos al trabajo,
											y escribimos un par de ecuaciones.
											Si se toma el par de entrada 
que se pone adentro,
											se adquiere la fricción en este disco,
											y el giro de arrastre en estas cuerdas,
											Uds. deben ser capaces de 
resolver matemáticamente esto.
											Esta no es la única ecuación en mi charla.
											Diez páginas de matemáticas más tarde,
											pudimos escribir 
la solución analítica completa
											de este sistema dinámico.
											Y sale lo que llamamos ""Papelfuga"".
											Ese es mi posdoctorante Saad Bhamla,
											coinventor de papelfuga.
											Y a la izquierda, 
ven todas las centrifugadoras
											que estamos tratando de reemplazar.
									",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
","
","
","
",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
											This little object that you see right here
											is a disc, a couple
of strings and a handle.
											And when I spin
											and I push,
											it starts to spin.
											Now, when you realize,
											when you do the math,
											when we calculate the rpm for this object,
											mathematically, we should be able
to go all the way to a million rpm.
											Now, there is a little twist
in human anatomy,
											because the resonant frequency
of this object is about 10 hertz,
											and if you've ever played the piano,
											you can't go higher
than two or three hertz.
											The maximum speed we've been able
to achieve with this object
											is not 10,000 rpm,
											not 50,000 rpm —
											120,000 rpm.
											That's equal to 30,000 g-forces.
											If I was to stick you right here
and have it spin,
											you would think about the types
of forces you would experience.
									","
											Este pequeno objeto que veem aqui,
											é um disco, um conjunto
de cordéis e uma pega.
											Quando o ponho a girar e estico,
											ele começa a girar.
											Quando percebemos,
											quando fazemos os cálculos,
											quando calculamos o rpm para este objeto,
											matematicamente, devemos conseguir
chegar até a um milhão de rpm.
											Há um pequeno inconveniente
na anatomia humana,
											porque a frequência sonora
deste objeto é de cerca de 10 hertz
											e, se já tocaram piano,
											sabem que não podemos ultrapassar
dois ou três hertz.
											A velocidade máxima que conseguimos
alcançar com este objeto
											não é de 10 000 rpm,
											nem de 50 000 rpm.
											é de 120 000 rpm.
											Isto é igual a 30 000 força-g.
											Se eu vos prendesse aqui
e pusesse isto a girar,
											vocês perceberiam o tipo
de forças que experimentariam.
									","
											Tam burada gördüğünüz minik nesne
											bir disk, bir çift iplik
ve tutma kolları.
											Gerdirip
											bıraktığımda
											dönmeye başlıyor.
											Şimdi düşünün:
											Matematiğe girip,
											bu nesnenin devrini hesapladığımızda,
											dakikada 1 milyon devire
ulaşabileceğimizi görürüz.
											Şimdi, insan anatomisinde
çok az titreşim vardır.
											Bu nesneninse, çınlama anında
frekansı 10 hertz civarındadır.
											Oysa siz piyano çalarken dahi,
											iki ya da üç hertz'i aşamazsınız.
											Bu nesneyle çıkabileceğimiz
dakikadaki maksimum devir
											10.000 değil,
											50.000 değil,
											120.000 devir/dakika.
											Bu da 30.000 gram-kuvvet'e eşit.
											Sizi buraya tutturup,
bunu döndürseydim,
											deneyimleyeceğiniz kuvvet türlerini
düşünsenize...
									","
											Este pequeño objeto que ven justo aquí
											es un disco, un par de cuerdas y un mango.
											Y cuando lo hago girar
											y estiro,
											empieza a girar.
											Ahora, cuando uno se da cuenta,
											cuando hace la matemática,
											cuando calculamos 
las rpm para este objeto,
											deberíamos matemáticamente poder ir 
todo el camino a un millón de rpm.
											Hay un pequeño giro en la anatomía humana,
											porque la frecuencia de resonancia 
de este objeto es de unos 10 hercios,
											y si alguna vez han tocado el piano,
											no se puede ir más alto 
que dos o tres hercios.
											La velocidad máxima que 
hemos alcanzado con este objeto
											no es de 10 000 rpm,
											tampoco de 50 000 rpm,
											sino de 120 000 rpm.
											Eso es igual a 30 000 fuerzas-g.
											Si yo fuera a dar aquí y hacerlo girar,
											pensarían en los tipos 
de fuerzas que experimentaría.
									",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
"
","
","
","
",Lifesaving scientific tools made of paper,Manu Prakash,13:58,"disease,innovation,health care,invention,product design,TED Fellows,medicine"
