pt,tr,es,en,fr,title,speaker,duration,tags
"
","
","
","
","
",Your company's data could help end world hunger,Mallory Freeman,11:15,"big problems,humanity,data,collaboration,decision-making,society,communication,innovation,technology"
"
											(Risos)
									","
											(Kahkahalar)
									","
											(Risas)
									","
											(Laughter)
									","
											(Rires)
									",Your company's data could help end world hunger,Mallory Freeman,11:15,"big problems,humanity,data,collaboration,decision-making,society,communication,innovation,technology"
"
","
","
","
","
",Your company's data could help end world hunger,Mallory Freeman,11:15,"big problems,humanity,data,collaboration,decision-making,society,communication,innovation,technology"
"
											Digam-me que comida compraram,
											para onde a vão enviar
e quando tem de chegar lá,
											e eu mostrar-vos-ei o caminho
mais curto, rápido e barato,
											a rota ideal para fazer chegar a comida.
											Iremos poupar dinheiro,
											iremos evitar atrasos e perturbações,
											e, acima de tudo,
iremos salvar vidas.
											Não precisam de agradecer.
									","
											Satın aldığınız gıda miktarını söyleyin,
											nereye gideceğini, ne zaman 
orada olması gerektiğini,
											ben de size en kısa, en hızlı
en ucuz, en iyi
											rotaları sıralayayım.
											Paradan tasarruf edeceğiz,
											gecikmeleri ve bozulmaları önleyeceğiz
											ve asıl önemli olan, hayat kurtaracağız.
											Bir şey değil.
									","
											Díganme qué comida han comprado,
											hacia dónde va
y cuándo necesita estar allí,
											y yo les diré las mejores rutas,
las más cortas,
											rápidas y baratas para llevar la comida.
											Vamos a ahorrar dinero,
											vamos a evitar retrasos e interrupciones,
											y, en definitiva, vamos a salvar vidas.
											De nada.
									","
											Tell me the food that you've purchased,
											tell me where it's going
and when it needs to be there,
											and I'm going to tell you
the shortest, fastest, cheapest,
											best set of routes to take for the food.
											We're going to save money,
											we're going to avoid
delays and disruptions,
											and bottom line,
we're going to save lives.
											You're welcome.
									","
											Dites-moi quelle nourriture
que vous avez achetée,
											où elle va, quand elle a besoin d'y être
											et je vous dirai la plus courte,
la plus rapide, la moins chère
											des routes à prendre.
											Nous allons économiser,
											éviter les retards et les perturbations
											et le but ultime, nous allons
sauver des vies.
											De rien.
									",Your company's data could help end world hunger,Mallory Freeman,11:15,"big problems,humanity,data,collaboration,decision-making,society,communication,innovation,technology"
"
","
","
","
","
",Your company's data could help end world hunger,Mallory Freeman,11:15,"big problems,humanity,data,collaboration,decision-making,society,communication,innovation,technology"
"
											(Risos)
									","
											(Kahkahalar)
									","
											(Risas)
									","
											(Laughter)
									","
											(Rires)
									",Your company's data could help end world hunger,Mallory Freeman,11:15,"big problems,humanity,data,collaboration,decision-making,society,communication,innovation,technology"
"
","
","
","
","
",Your company's data could help end world hunger,Mallory Freeman,11:15,"big problems,humanity,data,collaboration,decision-making,society,communication,innovation,technology"
"
											Eu pensava que iria demorar 12 meses,
											bem, talvez uns 13 meses.
											Não foi bem assim que aconteceu.
											Alguns meses após o início do projeto,
o meu chefe francês disse-me:
											""Sabes, Mallory,
											""é uma ideia boa,
											""mas os dados que precisas
para os teus algoritmos não existem.
											""É a ideia certa mas na altura errada,
											""e a ideia certa na altura errada
											""é a ideia errada.""
									","
											12 ay süreceğini düşündüm,
											tamam, belki 13.
											Tam olarak böyle sonuçlanmadı.
											Projeye başladıktan sadece 
birkaç ay sonra Fransız patronum
											bana dedi ki,
											""Mallory, bu iyi bir fikir,
											ancak senin algoritmaların için
ihtiyacın olan veri burada yok.
											Bu doğru bir fikir ancak 
yanlış bir zamanda
											ve yanlış bir zamanda gelen
doğru bir fikir,
											yanlış bir fikirdir.""
									","
											Pensé que eso llevaría unos 12 meses.
											Bueno, tal vez incluso 13 meses.
											No salió así precisamente.
											Apenas un par de meses desde el inicio
del proyecto, mi jefe francés me dijo:
											""Sabes, Mallory,
											es una buena idea,
											pero la información que necesitas
para tus algoritmos no existe.
											Es la idea correcta
en el momento incorrecto,
											y la idea correcta
en el momento incorrecto
											es la idea incorrecta"".
									","
											I thought it was going to take 12 months,
											OK, maybe even 13.
											This is not quite how it panned out.
											Just a couple of months into the project,
my French boss, he told me,
											""You know, Mallory,
											it's a good idea,
											but the data you need
for your algorithms is not there.
											It's the right idea but at the wrong time,
											and the right idea at the wrong time
											is the wrong idea.""
									","
											Je pensais que ça prendrait 12 mois,
											OK, peut-être 13.
											Ça n'a pas vraiment marché
comme prévu.
											Deux mois après le début du projet,
mon patron français m'a dit :
											« Tu sais, Mallory,
											c'est une bonne idée,
											mais les données dont tu as besoin
pour tes algorithmes ne sont pas là.
											C'est la bonne idée,
mais au mauvais moment ;
											et la bonne idée au mauvais moment
											est la mauvaise idée. »
									",Your company's data could help end world hunger,Mallory Freeman,11:15,"big problems,humanity,data,collaboration,decision-making,society,communication,innovation,technology"
"
","
","
","
","
",Your company's data could help end world hunger,Mallory Freeman,11:15,"big problems,humanity,data,collaboration,decision-making,society,communication,innovation,technology"
"
											(Risos)
									","
											(Kahkahalar)
									","
											(Risas)
									","
											(Laughter)
									","
											(Rires)
									",Your company's data could help end world hunger,Mallory Freeman,11:15,"big problems,humanity,data,collaboration,decision-making,society,communication,innovation,technology"
"
","
","
","
","
",Your company's data could help end world hunger,Mallory Freeman,11:15,"big problems,humanity,data,collaboration,decision-making,society,communication,innovation,technology"
"
											Fim do projeto.
											Fiquei arrasada.
									","
											Projenin sonu.
											İçim ezilmişti.
									","
											Se acabó el proyecto.
											Estaba destrozada.
									","
											Project over.
											I was crushed.
									","
											Fin du projet.
											J'étais effondrée.
									",Your company's data could help end world hunger,Mallory Freeman,11:15,"big problems,humanity,data,collaboration,decision-making,society,communication,innovation,technology"
"
","
","
","
","
",Your company's data could help end world hunger,Mallory Freeman,11:15,"big problems,humanity,data,collaboration,decision-making,society,communication,innovation,technology"
"
											Agora, quando olho para trás,
											para esse primeiro verão em Roma,
											e vejo o quanto mudou
nos últimos seis anos,
											percebo que foi uma grande mudança.
											A utilização de dados no mundo humanitário
está agora a amadurecer.
											É entusiasmante. É inspirador.
											Mas ainda não chegámos lá.
											Executivos, preparem-se,
											porque eu vou pôr empresas na berlinda,
											para que avancem e desempenhem o papel
que eu sei que podem desempenhar.
									","
											Geriye dönüp baktığımda
											Roma'daki bu ilk yazıma
											ve son 6 yıl içerisinde 
ne kadar çok şeyin değiştiğine,
											bunun acayip bir dönüşüm
olduğunu görüyorum.
											İnsani çalışmalarda veri 
kullanma çağının başlangıcı.
											Çok heyecanlı. Çok ilham verici.
											Ancak henüz orada değiliz.
											Kendinizi hazırlayın, yöneticiler,
											çünkü şirketleri sorumluluk almaya
											ve yapabileceklerine inandığım 
rolü oynamaya çağıracağım.
									","
											En retrospectiva,
											en relación a ese primer verano en Roma,
											veo los cambios que se han dado
en estos últimos seis años,
											es una transformación absoluta.
											Es un mundo nuevo para la transición
de datos al mundo humanitario.
											Es emocionante. Es inspirador.
											Pero aún no estamos allí.
											Y agárrense bien, ejecutivos,
											porque voy a estar poniendo a compañías
											en el banquillo de los acusados
para que cumplan con su papel.
									","
											When I look back now
											on that first summer in Rome
											and I see how much has changed
over the past six years,
											it is an absolute transformation.
											It's a coming of age for bringing data
into the humanitarian world.
											It's exciting. It's inspiring.
											But we're not there yet.
											And brace yourself, executives,
											because I'm going to be putting companies
											on the hot seat to step up
and play the role that I know they can.
									","
											Quand j'y repense,
											à ce premier été à Rome,
											et que je vois les changements
des six dernières années,
											c'est une transformation totale.
											C'est le début des données
dans le monde humanitaire.
											C'est excitant, c'est motivant,
											mais on n'y est pas encore.
											Tenez-vous prêts, dirigeants,
											parce que je vais mettre des sociétés
											sur la sellette pour qu'elles fassent
ce que je sais qu'elles peuvent faire.
									",Your company's data could help end world hunger,Mallory Freeman,11:15,"big problems,humanity,data,collaboration,decision-making,society,communication,innovation,technology"
"
","
","
","
","
",Your company's data could help end world hunger,Mallory Freeman,11:15,"big problems,humanity,data,collaboration,decision-making,society,communication,innovation,technology"
"
											As minhas experiências em Roma
											provam que podemos salvar
vidas usando dados.
											Está bem, não nessa primeira tentativa,
											mas acabámos por chegar lá.
											Deixem-me explicar-vos melhor.
											Imaginem que têm de planear
pequeno-almoço, almoço e jantar
											para 500 mil pessoas,
											e só têm um dado orçamento para o fazer,
											por exemplo 6,5 milhões
de dólares por mês.
											Bem, o que deveriam fazer?
Qual a melhor forma de lidar com isto?
											Deviam comprar arroz, cereais,
grão-de-bico, azeite?
											Quanto?
											Parece simples, mas não é.
											Têm 30 alimentos possíveis,
e só podem escolher cinco.
											Já temos mais de 140 mil
combinações diferentes.
											Depois, por cada alimento escolhido,
											terão de decidir
que quantidade irão comprar,
											onde o vão comprar,
											onde o vão armazenar
											e quanto tempo demorará
a chegar ao destino.
											Também precisam de analisar
as rotas de transporte possíveis.
											Já são mais de 900 milhões de opções.
											Se considerassem cada opção
por um mero segundo,
											levariam mais de 28 anos
para todas as opções.
											900 milhões de opções!
									","
											Roma'daki tecrübelerim kanıtlıyor ki,
											verileri kullanarak hayat kurtarabiliriz.
											Tamam, bunu öyle hemen anlayamadık
											ancak zamanla kavrayabildik.
											Size anlatmama izin verin.
											Düşünün ki, bir kahvaltı, bir öğle 
ve bir de akşam yemeği
											planlamak durumundasınız
500.000 kişi için
											ve bunun için belirli bir bütçeniz var,
											diyelim ki ayda 6,5 milyon dolar.
											Ne yapmanız gerekir?
Bunu planlamanın en iyi yolu nedir?
											Pirinç, buğday, bezelye, yağ,
ne almalısınız?
											Ne kadar?
											Kolay gibi görünüyor ama değil.
											30 adet alabileceğiniz gıda ürünü var ve
siz 5 tanesini seçmek durumundasınız.
											Bu, 140.000 farklı kombinasyon eder.
											Sonra, her gıda maddesi için,
											ne kadar alacağınıza 
karar vermeniz lazım,
											nereden alacağınıza,
											bunları nerede depolayacağınıza,
											getirmenin ne kadar süreceğine.
											Tüm farklı nakliyat güzergâhlarına
bir bakmak lazım.
											Bu da 900 milyondan fazla
opsiyon demektir.
											Her bir opsiyonu incelemek için
bir saniye ayırsanız,
											bitirmeniz 28 yılınızı alacaktır.
											900 milyon opsiyon.
									","
											Mis experiencias en Roma prueban
											que aprovechando los datos
se pueden salvar vidas.
											Bueno, no ese primer intento,
											pero eventualmente lo logramos.
											Les describiré la imagen.
											Imaginen que tienen que planificar
desayuno, almuerzo y cena
											para 500 000 personas,
											y que solo cuentan con
cierto presupuesto para hacerlo,
											digamos USD 6,5 millones al mes.
											Bueno, ¿qué deberían hacer?
¿Cuál es la mejor manera de manejarlo?
											¿Se debería comprar arroz,
trigo, garbanzos, aceite?
											¿Cuánto?
											Suena simple. No lo es.
											Tienen 30 alimentos diferentes,
y tiene que elegir cinco de ellos.
											Ya serían más de 140 000
combinaciones diferentes.
											Luego, para cada tipo
de comida que se elija,
											necesitan decidir cuánto comprar,
											de dónde se obtendrá,
											dónde se almacenará,
											cuánto tiempo tomará llevarla hasta allí.
											Necesitarán analizar todas las rutas
de transporte distintas también.
											Ya esas serían más de
900 millones de opciones.
											Si consideraran cada opción
por un segundo nada más,
											les llevaría más de 28 años
estudiarlas todas.
											900 millones de opciones.
									","
											My experiences back in Rome prove
											using data you can save lives.
											OK, not that first attempt,
											but eventually we got there.
											Let me paint the picture for you.
											Imagine that you have to plan
breakfast, lunch and dinner
											for 500,000 people,
											and you only have
a certain budget to do it,
											say 6.5 million dollars per month.
											Well, what should you do?
What's the best way to handle it?
											Should you buy rice, wheat, chickpea, oil?
											How much?
											It sounds simple. It's not.
											You have 30 possible foods,
and you have to pick five of them.
											That's already over 140,000
different combinations.
											Then for each food that you pick,
											you need to decide how much you'll buy,
											where you're going to get it from,
											where you're going to store it,
											how long it's going to take to get there.
											You need to look at all of the different
transportation routes as well.
											And that's already
over 900 million options.
											If you considered each option
for a single second,
											that would take you
over 28 years to get through.
											900 million options.
									","
											Mes expériences à Rome prouvent
qu'en utilisant des données,
											on peut sauver des vies.
											D'accord, peut-être pas à ce premier essai
											mais on y est arrivé.
											Laissez-moi vous brosser le tableau.
											Imaginez que vous devez prévoir
petit-déjeuner, déjeuner, dîner
											pour 500 000 personnes
											et vous avez un budget limité,
											disons 6,5 millions de dollars par mois.
											Que faites-vous ?
Quel est le meilleur moyen de procéder ?
											Achetez-vous du riz, du blé,
des pois chiches, de l'huile ?
											Quelle quantité ?
											Ça a l'air simple, ça ne l'est pas.
											Vous avez 30 aliments possibles
et vous devez en choisir 5.
											C'est déjà plus de 140 000
combinaisons différentes.
											Puis, pour chaque aliment choisi,
											vous devez choisir la quantité à acheter,
											où vous allez l'acheter,
											où vous allez le stocker,
											combien de temps ça prendra à arriver.
											Vous devez aussi étudier toutes
les différentes voies de transport.
											C'est déjà plus de 900 millions d'options.
											Si vous examinez chaque option
pendant une seconde,
											ça vous prendra
plus de 28 ans à parcourir.
											900 millions d'options.
									",Your company's data could help end world hunger,Mallory Freeman,11:15,"big problems,humanity,data,collaboration,decision-making,society,communication,innovation,technology"
"
","
","
","
","
",Your company's data could help end world hunger,Mallory Freeman,11:15,"big problems,humanity,data,collaboration,decision-making,society,communication,innovation,technology"
"
											Então criámos uma ferramenta
que permitia aos executivos
											analisar os 900 milhões de opções
											em apenas alguns dias.
											Foi incrivelmente bem-sucedida.
											Numa operação no Iraque,
											conseguimos poupar 17% da despesa,
											o que permitiu alimentar
mais 80 mil pessoas.
											Tudo graças à utilização de dados
e modelação de sistemas complexos.
									","
											Biz de bu kararları verecek olan kişilerin
											bu 900 milyon opsiyonun üzerinden
sadece birkaç gün içerisinde
											geçebilmesini sağlayan bir araç yarattık.
											İnanılmaz derecede başarılı oldu.
											Irak'ta bir operasyonda,
											masraflardan %17 tasarruf ettik,
											bu da fazladan 80.000 kişiyi
besleyebilmemiz anlamına geliyordu.
											Bunların hepsi veri kullanımı ve 
kompleks sistemleri modelleme
									","
											Por lo tanto, creamos una herramienta que
permite a los que toman las decisiones
											procesar las 900 millones de opciones
											en cuestión de días.
											Resultó ser increíblemente exitosa.
											En una operación en Irak,
											nos ahorramos 17 % de los costos,
											lo cual significa que hubo la capacidad
de alimentar a otras 80 000 personas.
											Todo es gracias al uso de complejos
sistemas de datos y modelado.
									","
											So we created a tool
that allowed decisionmakers
											to weed through all 900 million options
											in just a matter of days.
											It turned out to be incredibly successful.
											In an operation in Iraq,
											we saved 17 percent of the costs,
											and this meant that you had the ability
to feed an additional 80,000 people.
											It's all thanks to the use of data
and modeling complex systems.
									","
											Nous avons crée un outil
qui a permis aux décideurs
											de trier ces 900 millions d'options
											en seulement quelques jours.
											Ça s'est avéré très efficace.
											Lors d'une action en Irak,
											nous avons économisé 17% des coûts,
											ça voulait dire qu'on était capables
de nourrir 80 000 personnes en plus.
											C'était grâce à l'usage de données
et la modélisation des systèmes complexes.
									",Your company's data could help end world hunger,Mallory Freeman,11:15,"big problems,humanity,data,collaboration,decision-making,society,communication,innovation,technology"
"
","
","
","
","
",Your company's data could help end world hunger,Mallory Freeman,11:15,"big problems,humanity,data,collaboration,decision-making,society,communication,innovation,technology"
"
											Mas não estávamos sozinhos.
											As pessoas com que trabalhei
em Roma eram únicas.
											Acreditavam na colaboração.
											Chamaram o mundo académico,
chamaram empresas.
											E se queremos grandes mudanças
em grandes problemas, como a fome mundial,
											então precisamos da ajuda de todos.
											Precisamos das pessoas com os dados
nas organizações humanitárias
											para indicar o caminho
											e coordenar o envolvimento e colaboração
											com universidades e com governos.
											Há um grupo que não participa tanto
quanto deveria participar.
											Adivinharam qual é? As empresas.
									","
											sayesinde oldu.
											Ancak bunların hiçbirini 
tek başımıza yapmadık.
											Roma'da çalıştığım birimdeki insanlar,
eşi bulunmaz türdendi.
											İşbirliğine inanıyorlardı.
											Akademi dünyasını işin içine kattılar.
											Şirketleri getirdiler.
											Dünyadaki büyük sorunlarlara 
çözüm üretmek istiyorsak, açlık gibi,
											herkesin masaya oturmasına 
ihtiyacımız var.
											İnsani kuruluşların veri uzmanlarının
yolu göstermeleri gerekiyor
											ve uygun türde katılımı
organize etmeleri gerekli,
											akademisyenlerle, devletlerle.
											Uygun şekilde kullanamadığımız
sadece bir grup var.
											Hangisi olduğunu 
tahmin edebildiniz mi? Şirketler.
									","
											Pero no lo hicimos solos.
											El equipo con el que trabajé en Roma,
ellos eran únicos.
											Creyeron en la colaboración.
											Incluyeron al mundo académico.
											Incluyeron a compañías.
											Y si de verdad queremos hacer un gran cambio 
en grandes problemas como el hambre mundial,
											necesitaremos que todos sean parte.
											Necesitamos que la gente que maneja
los datos en organizaciones humanitarias
											sean los líderes del proceso,
											y que organicen los compromisos
correctos y precisos
											con académicos, con gobiernos.
											Y aquí resalta un grupo que no ha sido
aprovechado de la manera que debería.
											¿Lo han adivinado? Las compañías.
									","
											But we didn't do it alone.
											The unit that I worked with in Rome,
they were unique.
											They believed in collaboration.
											They brought in the academic world.
											They brought in companies.
											And if we really want to make big changes
in big problems like world hunger,
											we need everybody to the table.
											We need the data people
from humanitarian organizations
											leading the way,
											and orchestrating
just the right types of engagements
											with academics, with governments.
											And there's one group that's not being
leveraged in the way that it should be.
											Did you guess it? Companies.
									","
											Mais on n'était pas seuls.
											L'unité avec laquelle j'ai travaillé
à Rome était unique.
											Ils croyaient en la collaboration.
											Ils font appel aux universitaires
											et aux sociétés.
											Si nous voulons changer les choses
											pour les problèmes
comme la faim dans le monde,
											nous avons besoin de tout le monde.
											Nous avons besoin
des gérants de données des ONG
											pour nous montrer la voie
											et pour orchestrer
les bons types d'engagements
											avec universitaires et gouvernements.
											Et il y a un groupe qui n'est pas
mobilisé autant qu'il le devrait.
											Vous avez deviné ? Les sociétés.
									",Your company's data could help end world hunger,Mallory Freeman,11:15,"big problems,humanity,data,collaboration,decision-making,society,communication,innovation,technology"
"
","
","
","
","
",Your company's data could help end world hunger,Mallory Freeman,11:15,"big problems,humanity,data,collaboration,decision-making,society,communication,innovation,technology"
"
											As empresas têm um papel fundamental
na solução de grandes problemas mundiais.
											Estou no setor privado há dois anos.
											Tenho visto o que as empresas podem fazer,
e o que não estão a fazer,
											e acho que há três modos fundamentais
de preencher esta lacuna:
											doando dados, doando cientistas
											e doando a tecnologia necessária
para recolher novas fontes de dados.
											Chama-se filantropia de dados,
											e é o futuro da responsabilidade
social das empresas.
											E ainda por cima é bom para o negócio.
									","
											Dünya sorunlarını çözmede şirketlere
önemli bir rol düşüyor.
											2 senedir özel sektörde çalışıyorum.
											Şirketlerin neler yapabileceklerini gördüm
ve neleri yapmadıklarını
											ve bence bu aradaki boşluğu 
doldurabilmek için 3 yol var:
											Veri bağışı yapmak, 
veri bilimcileri bağışlamak
											ve yeni veri kaynakları
toplayacak teknoloji bağışı yapmak.
											Buna veri filantropisi deniyor,
											kurumsal sosyal sorumluluğun 
geleceği bu şekilde olacak.
											Ayrıca, iş bakımından da mantıklı.
									","
											Las compañías tienen un gran papel para
arreglar los grandes problemas del mundo.
											Yo he estado en el sector privado
durante dos años hasta ahora.
											He visto lo que las compañías pueden hacer,
y lo que las compañías no están haciendo.
											y creo que hay tres formas principales
para poder cubrir ese vacío:
											Donando información,
donando científicos de decisión
											y donando tecnología para recolectar
nuevas fuentes de información.
											Esto se llama filantropía de datos,
											y es el futuro de la responsabilidad
social corporativa.
											Además, tiene sentido desde
una perspectiva de negocios.
									","
											Companies have a major role to play
in fixing the big problems in our world.
											I've been in the private sector
for two years now.
											I've seen what companies can do,
and I've seen what companies aren't doing,
											and I think there's three main ways
that we can fill that gap:
											by donating data,
by donating decision scientists
											and by donating technology
to gather new sources of data.
											This is data philanthropy,
											and it's the future of corporate
social responsibility.
											Bonus, it also makes good business sense.
									","
											Elles ont un rôle à jouer
dans la résolution des problèmes du monde.
											Je travaille dans le privé
depuis deux ans.
											J'ai vu ce que les sociétés
peuvent faire et ce qu'elles ne font pas,
											je pense il y a trois façons
dont on peut combler cette lacune :
											en donnant des données,
des scientifiques décisionnels
											et de la technologie afin d'acquérir
de nouvelles sources de données.
											C'est la philanthropie des données,
											c'est le futur de la responsabilité
sociale des entreprises.
											En plus, c'est du bon sens commercial.
									",Your company's data could help end world hunger,Mallory Freeman,11:15,"big problems,humanity,data,collaboration,decision-making,society,communication,innovation,technology"
"
","
","
","
","
",Your company's data could help end world hunger,Mallory Freeman,11:15,"big problems,humanity,data,collaboration,decision-making,society,communication,innovation,technology"
