en,es,pt,fr,tr,de,title,speaker,duration,tags
"
","
","
","
","
","
",The surprising thing I learned sailing solo around the world,Dame Ellen MacArthur,16:47,"economics,environment,oceans"
"
											It was Christmas Day.
											I was forging into the Southern Ocean
underneath Australia.
											The conditions were horrendous.
											I was approaching a part in the ocean
											which was 2,000 miles away
from the nearest town.
											The nearest land was Antarctica,
and the nearest people
											would be those manning
the European Space Station above me.
											(Laughter)
											You really are in the middle of nowhere.
											If you need help,
											and you're still alive,
											it takes four days
for a ship to get to you
											and then four days for that ship
to get you back to port.
											No helicopter can reach you out there,
											and no plane can land.
											We are forging ahead of a huge storm.
											Within it, there was 80 knots of wind,
											which was far too much wind
for the boat and I to cope with.
											The waves were already 40 to 50 feet high,
											and the spray from the breaking crests
											was blown horizontally
like snow in a blizzard.
											If we didn't sail fast enough,
we'd be engulfed by that storm,
											and either capsized or smashed to pieces.
											We were quite literally
hanging on for our lives
											and doing so on a knife edge.
									","
											Era el día de Navidad.
											Yo avanzaba hacia el Océano Austral
debajo de Australia.
											Las condiciones eran terribles.
											Yo me acercaba a una parte del océano
											que estaba a 3.200 kilómetros
del pueblo más cercano.
											La tierra más cercana era la Antártida,
y las personas más cercanas
											eran los tripulantes de la
Estación Espacial Europea por encima.
											(Risas)
											Uno está en el mismo centro de la nada.
											Si uno necesita ayuda,
											y todavía está vivo,
											un barco tarda cuatro días 
en llegar,
											y cuatro días más para que el barco
lo lleve de vuelta al puerto.
											Ningún helicóptero puede llegar allí,
											y ningún avión puede aterrizar.
											Avanzábamos
hacia una enorme borrasca.
											En su interior, vientos de 50 nudos,
											que eran demasiado fuertes
para el barco o para mí.
											Las olas ya tenían
12 a 15 metros de altura,
											Y el chapoteo de las crestas rompientes
											azotaba horizontalmente
tal y como nieve en una ventisca.
											Si no navegáramos suficientemente rápido,
seríamos engullidos por la borrasca,
											y volcaríamos o seríamos destrozados.
											Nos aferrábamos literalmente
a la vida.
											Estábamos sobre el filo de la navaja.
									","
											Era Dia de Natal.
											Eu avançava para o Oceano Austral
a sul da Austrália.
											As condições eram horríveis.
											Eu estava a aproximar-se 
duma parte do oceano
											que estava a mais de 3000 km
da cidade mais próxima.
											A terra mais próxima era a Antártida,
											e as pessoas mais próximas
eram os tripulantes
											da Estação Espacial Europeia lá em cima.
											(Risos)
											Estava, de facto, no meio de nenhures.
											Se precisasse de auxílio,
e ainda estivesse viva,
											seriam precisos quatro dias
para um barco lá chegar
											e mais quatro dias para esse barco
me levar para um porto.
											Nenhum helicóptero pode lá chegar,
											nenhum avião pode aterrar.
											Eu seguia na frente
duma tempestade tremenda.
											No centro dela, o vento
atingia 80 nós de velocidade,
											o que era vento a mais
para o barco e para mim.
											As vagas já atingiam
os 12 a 15 metros de altura,
											e a espuma das cristas a rebentar
											era projetada horizontalmente
como a neve num nevão.
											Se eu não avançasse depressa,
seria engolida por aquela tempestade,
											o barco virar-se-ia
ou seria reduzido a pedaços.
											Estava literalmente a lutar pela vida,
											no fio da navalha.
									","
											C'était le jour de Noël.
											J'avançais dans l'océan Austral, 
au-dessous de l'Australie.
											Les conditions étaient atroces.
											J'approchais un endroit dans l'océan
											qui était à plus de 3 000 kilomètres
de la ville la plus proche.
											La terre la plus proche 
était l'Antarctique
											et les gens les plus proches étaient 
de service à l'European Space Station
											au-dessus de moi. (Rires)
											Vous êtes vraiment 
au milieu de nulle part.
											Si vous avez besoin d'aide,
											et si vous êtes toujours en vie,
											il faut quatre jours pour 
qu'un bateau arrive jusqu'à vous,
											puis quatre jours pour 
que ce bateau vous ramène au port.
											Aucun hélicoptère ne peut 
vous atteindre là-bas,
											et aucun avion ne peut atterrir.
											Nous allions au devant
d'une énorme tempête.
											En son centre le vent
atteignait 80 nœuds,
											bien plus que ce que le bateau 
et moi-même pouvions supporter.
											Les vagues atteignaient déjà 
12 à 15 mètres de haut,
											et l'écume des crêtes déferlantes
											était projetée horizontalement
comme la neige durant un blizzard.
											Si nous ne naviguions pas assez vite,
nous serions engloutis par cette tempête,
											nous allions chavirer 
ou être réduits en pièces.
											Nous nous accrochions 
littéralement à la vie,
											et nous étions 
au bord du gouffre.
									","
											Noel günüydü.
											Avustralya'nın altında
Güney Okyanusu'na doğru ilerliyordum.
											Şartlar korkunçtu.
											Okyanusun en yakın kasabadan 3200 km
											uzakta bulunan bir bölümüne 
doğru yaklaşıyordum.

											En yakın kara Antarktika’ydı ve 
bana en yakın insanlar da
											muhtemelen üzerimdeki Avrupa Uzay 
İstasyonunda çalışanlardı.
											(Gülüşmeler)
											Gerçekten hiçbir yerin 
tam ortasındasınız.
											Eğer yardıma ihtiyacınız olsa
											ve hâlâ hayattaysanız,
											bir geminin sizi alması dört günü alıyor
											ve bir de o geminin seni limana 
geri götürmesi de dört gün.
											Hiçbir helikopter sana orada ulaşamaz
											ve hiçbir uçak inemez.
											Çok büyük bir fırtınaya doğru ilerliyoruz.
											Fırtınanın hızı saatte 148 km/h idi ki
											bununla ne ben ne de
teknem başa çıkabilirdi.
											Dalgaların boyu zaten 
12-15 metreyi bulmuştu
											ve dalga tepesinden gelen su, 

											tipideki kar gibi yatay 
bir şekilde esiyordu.

											Eğer yeterince hızlı yol almasaydık,
fırtınada batardık,
											ya alabora olurduk ya da 
teknemiz parçalara ayrılırdı.
											Tabiri caizse hayata
pamuk ipiyle bağlıydık
											ve bıçağın sırtında 
devam ediyorduk yola.
									","
											Es war Weihnachten.
											Ich kämpfte mich gerade unter Australien
zum Südlichen Ozean vor.
											Es waren entsetzliche Bedingungen.
											Ich näherte mich einem Teil des Ozeans,
											der von der nächsten Stadt
über 3200 km entfernt ist.
											Das mir nächste Land war die Antarktis
und die nächsten Leute
											die Besatzung der europäischen
Raumstation über mir.
											(Lachen)
											Man ist da wirklich am Ende der Welt.
											Falls man Hilfe braucht
											und noch am Leben ist,
											benötigt ein Schiff vier Tage,
um zu einem zu kommen,
											und dann vier Tage, um einen
zurück zum Hafen zu bringen.
											Da draussen erreicht einen
kein Hubschrauber,
											und kein Flugzeug kann da landen.
											Wir kämpften uns voran
vor einem riesigen Sturm.
											Darin waren über 80 Knoten Wind.
											Das war mehr Wind, als das Boot
und ich aushalten konnten.
											Die Wellen waren schon
12 bis 15 Meter hoch
											und die Gischt der sich brechenden Wellen
											wurde seitwärts geblasen,
wie Schnee in einem Blizzard.
											Segelten wir nicht schnell genug,
der Sturm würde uns verschlingen
											und wir würden kentern oder zerschmettert.
											Wir kämpften wortwörtlich um unser Leben
											und dabei stand es auf Messers Schneide.
									",The surprising thing I learned sailing solo around the world,Dame Ellen MacArthur,16:47,"economics,environment,oceans"
"
","
","
","
","
","
",The surprising thing I learned sailing solo around the world,Dame Ellen MacArthur,16:47,"economics,environment,oceans"
"
											The speed I so desperately needed
brought with it danger.
											We all know what it's like driving a car
20 miles an hour, 30, 40.
											It's not too stressful.
We can concentrate.
											We can turn on the radio.
											Take that 50, 60, 70, accelerate through
to 80, 90, 100 miles an hour.
											Now you have white knuckles
and you're gripping the steering wheel.
											Now take that car off road at night
											and remove the windscreen wipers,
the windscreen,
											the headlights and the brakes.
											That's what it's like
in the Southern Ocean.
											(Laughter) (Applause)
											You could imagine
											it would be quite difficult
to sleep in that situation,
											even as a passenger.
											But you're not a passenger.
											You're alone on a boat
you can barely stand up in,
											and you have to make
every single decision on board.
											I was absolutely exhausted,
physically and mentally.
											Eight sail changes in 12 hours.
											The mainsail weighed
three times my body weight,
											and after each change,
											I would collapse on the floor
soaked with sweat
											with this freezing Southern Ocean air
burning the back of my throat.
									","
											La velocidad que yo tanto necesitaba
vino acompañada de peligro.
											Todos sabemos cómo es conducir
un carro a 40 kilómetros por hora, 50, 60.
											No es muy estresante.
Logramos concentrarnos.
											Podemos encender la radio.
											Ahora pasen de esos 50, 60, 70, hasta
140, 150, 160 km. por hora.
											Ahora están tensos
y agarran con fuerza el volante.
											Ahora conduzcan ese carro
fuera de la ruta por la noche
											y quiten los limpiaparabrisas,
los parabrisas,
											los faros y los frenos.
											Es exactamente así en el Océano Austral.
											(Risas) (Aplausos)
											Imagínenselo
											sería bastante difícil
dormir en esa situación,
											incluso como pasajero.
											Pero uno no es pasajero.
											Está solo en un bote,
apenas logra ponerse de pie,
											y tiene que tomar
todas las decisiones a bordo.
											Yo estaba totalmente agotada,
física y mentalmente.
											Ocho cambios de navegación en 12 horas.
											La vela mayor pesaba tres veces mi peso,
											y después de cada cambio,
											yo me derrumbaba en el suelo
empapada de sudor
											con el aire helado del Océano Austral
quemando mi garganta.
									","
											A velocidade de que eu precisava
desesperadamente, tinha um perigo.
											Todos sabemos o que é guiar um carro
a 40, 50 ou 60 km à hora.
											Não é complicado. 
Podemos concentrar-nos.
											Podemos ligar o rádio.
											Aumentem isso para 80, 90, 110,
acelerem para 130, 140, 160 km à hora.
											Ficamos tensos,
agarrados ao volante com toda a força.
											Agora conduzam o carro
estrada fora, à noite,
											retirem os limpa-vidros,
o para-brisas,
											os faróis e os travões.
											Era assim no Oceano Austral.
											(Aplausos)
											Podem imaginar
											como seria muito difícil
dormir numa situação dessas,
											mesmo como passageiro.
											Mas eu não era uma passageira.
											Estava sozinha num barco,
mal me aguentava de pé,
											e tinha que tomar
todas as decisões a bordo.
											Estava completamente exausta,
física e mentalmente.
											Oito mudanças de vela em 12 horas.
											A vela mestra tinha o triplo do meu peso.
											Depois de cada mudança,
											eu caía prostrada no chão
encharcada em suor,
											com o ar gelado do Oceano Austral
a queimar-me a garganta.
									","
											La vitesse dont j'avais 
désespérément besoin
											s'accompagnait de son lot de dangers.
											On sait tous ce que ça fait de conduire 
une voiture à 40, 50, 60 km à l'heure.
											Ça n'est pas trop stressant.
On peut se concentrer.
											On peut écouter la radio.
											Roulez à 80, 90, 100,
											accélérez jusqu'à 120, 
130, 140 km par heure.
											Maintenant l'adrénaline monte,
et on serre le volant.
											Maintenant conduisez 
cette voiture hors route, de nuit,
											et enlevez les essuie-glaces, 
le pare-brise,
											les phares et les freins.
											C'est comme ça dans l'océan Austral.
											(Rires) (Applaudissements)
											Vous imaginez combien il peut être
difficile de dormir dans cette situation,
											même en tant que passager.
											Mais vous n'êtes pas passager.
											Vous êtes seul sur un bateau
dans lequel vous tenez à peine debout,
											et vous devez prendre 
toutes les décisions à bord.
											J'étais absolument exténuée, 
physiquement et mentalement.
											Huit changements de voile 
en douze heures.
											La grand-voile faisait 
trois fois mon poids,
											et après chaque changement,
											je m'effondrais sur le sol, 
trempée par la sueur,
											alors que l'air glacial de l'océan 
Austral brûlait le fond de ma gorge.
									","
											Çok ihtiyacım olan hız tehlikeyi 
de beraberinde getirdi.

											Biz arabayla saatte 30, 50, 60 km/h 
gitmenin nasıl bir şey olduğunu biliyoruz.
											Çok zor değil.
Konsantre olabiliriz.

											Radyoyu açabiliriz.
											Hızlanın ve bu 80, 95, 110 km/h’i 
130, 145, 160 km/h’e çıkarın.
											Şimdi biraz gerildiniz, direksiyona
sıkıca yapıştınız.
											Şimdi geceleyin bu arabayı
araziye çıkarın
											ve ön cam sileceklerini,
ön camı çıkarın,
											farları ve frenleri de.
											İşte Güney Okyanusu aynen böyle.
											(Gülüşmeler) (Alkışlar)
											Böyle bir durumda
											uyumanın yolcu olarak bile
ne kadar zor olacağını
											hayal edebilirsiniz.
											Fakat sen bir yolcu değilsin.
											Üzerinde güç bela ayakta 
durabildiğin botta yalnızsın
											ve güvertedeki her kararı 
sen vermek zorundasın.

											Fiziksel ve ruhsal olarak 
tamamen tükenmiştim.

											12 saatte sekiz defa yelken değişimi.
											Ana yelken benim ağırlığımdan 
üç kat fazlaydı
											ve her değişimden sonra
											genzimi yakan Güney Okyanusu’nun
dondurucu havası ile
											kan ter içinde neredeyse
yere yığılıyordum.
									","
											Die dringend nötige Geschwindigkeit
brachte uns auch in Gefahr.
											Wir wissen alle, wie es ist, wenn man
mit dem Auto 30, 50, 65 km/h fährt.
											Das ist nicht so stressig.
Wir können uns konzentrieren.
											Wir können das Radio anmachen.
											Nehmen Sie 80, 95, 110 km/h
und beschleunigen Sie auf 130, 145, 160.
											Jetzt bekommen Sie weiße Knöchel
und krallen sich ans Lenkrad.
											Fahren Sie dann nachts durchs Gelände
											und entfernen Scheibenwischer,
Windschutzscheibe,
											Scheinwerfer und Bremsen.
											So ist das im Südlichen Ozean.
											(Lachen) (Applaus)
											Sie können sich denken,
											wie schwierig es wäre,
in der Situation zu schlafen,
											selbst als Passagier.
											Aber Sie sind kein Passagier.
											Sie sind da allein,
schaffen es kaum zu stehen
											und müssen an Bord
jede Entscheidung allein treffen.
											Ich war komplett erschöpft,
körperlich und mental.
											8 Segelwechsel innerhalb von 12 Stunden.
											Das Großsegel wog dreimal so viel wie ich
											und nach jedem Wechsel
											brach ich schweißgebadet
auf dem Boden zusammen
											und die eisige Luft des Südlichen Ozeans
brannte mir hinten im Hals.
									",The surprising thing I learned sailing solo around the world,Dame Ellen MacArthur,16:47,"economics,environment,oceans"
"
","
","
","
","
","
",The surprising thing I learned sailing solo around the world,Dame Ellen MacArthur,16:47,"economics,environment,oceans"
"
											But out there, those lowest of the lows
											are so often contrasted
with the highest of the highs.
											A few days later, we came out
of the back of the low.
											Against all odds, we'd been able
to drive ahead of the record
											within that depression.
											The sky cleared, the rain stopped,
											and our heartbeat, the monstrous
seas around us were transformed
											into the most beautiful moonlit mountains.
									","
											Pero allá, lo peor de lo peor
											a menudo contrasta
con lo mejor de lo mejor.
											Pocos días más tarde, salimos de lo peor.
											Contra todo pronóstico,
logramos batir el récord
											dentro de aquel ciclón.
											El cielo se despejó, la lluvia cesó,
											y nuestros latidos, el mar atroz
a nuestro alrededor se transformaron
											en las montañas más bellas
bajo la luz de la luna.
									","
											Mas ali, os piores momentos
											contrastam frequentemente
com os momentos mais fortes. 

											Dias depois, saí do abismo.
											Contra todos os prognósticos,
consegui bater o recorde

											no centro daquela depressão.

											O céu clareou, a chuva parou.
											Num piscar de olhos, 
o mar monstruoso transformou-se

									","
											Mais là-bas, les pires moments
											contrastent si souvent 
avec les moments les plus forts.
											Quelques jours plus tard, 
nous sommes sortis du gouffre.
											Contre tout attente, nous
avions battu tous les pronostics
											au cœur de cette dépression.
											Le ciel s'est éclairci, 
la pluie s'est arrêtée,
											et en un clin d’œil,
											la mer monstrueuse s'était transformée
											en la plus belle des montagnes 
au clair de lune.
									","
											Fakat orada, sıklıkla
											ifrat ve tefrit birbirine karışıyor.
											Birkaç gün sonra en kötü 
durumu atlatmıştık.
											Bütün tuhaflıklara karşın
bu kadar depresyonunun içinde
											rekoru egale edebilmeyi 
başardık.

											Hava açıldı, yağmur durdu
											ve kalp atışlarımız, etrafımızdaki 
korkunç denizler

											en güzel mehtaplı dağlara dönüştü.
									","
											Doch da draußen kommen
nach den tiefsten Tiefs
											oft die höchsten Hochs.
											Ein paar Tage später
kamen wir aus dem Tief heraus.
											Allen Widrigkeiten zum Trotz
gelang es uns im Tiefdruckgebiet
											vor dem Rekord zu liegen.
											Der Himmel klärte auf, der Regen hörte auf
											und unser Herzschlag, 
dieser ungeheure Seegang um uns herum,
											wurde in schöne Berge
im Mondlicht verwandelt.
									",The surprising thing I learned sailing solo around the world,Dame Ellen MacArthur,16:47,"economics,environment,oceans"
"
","
","
","
","
","
",The surprising thing I learned sailing solo around the world,Dame Ellen MacArthur,16:47,"economics,environment,oceans"
"
											It's hard to explain, but you enter
a different mode when you head out there.
											Your boat is your entire world,
											and what you take with you
when you leave is all you have.
											If I said to you all now,
""Go off into Vancouver
											and find everything you will need for
your survival for the next three months,""
											that's quite a task.
											That's food, fuel, clothes,
											even toilet roll and toothpaste.
											That's what we do,
											and when we leave we manage it
											down to the last drop of diesel
and the last packet of food.
											No experience in my life
											could have given me a better understanding
of the definition of the word ""finite.""
											What we have out there is all we have.
											There is no more.
									","
											Es difícil explicar, pero uno entra
en un estado diferente al salir ahí fuera.
											Su barco es su mundo entero,
											y lo que lleva consigo cuando se va
es todo que tiene.
											Si yo dijera ahora: ""Salgan a Vancouver
											y encuentren todo que van a necesitar
											para sobrevivir en
los próximos 3 meses"",
											eso es toda una tarea.
											Es comida, combustible, ropas,
											hasta papel higiénico y pasta de dientes.
											Eso es lo que hacemos,
											y cuando partimos, controlamos
											hasta la última gota de gasóleo
y el último paquete de comida.
											Ninguna experiencia en mi vida
											podría haberme dado una mejor comprensión
de la definición de la palabra ""finito"".
											Lo que allá tenemos
es todo lo que tenemos.
											No hay nada más.
									","
											na mais bela das montanhas
à luz do luar.

											É difícil de explicar, quando partimos,
funcionamos de modo diferente.
											O barco é todo o nosso mundo
											e só temos aquilo 
que levámos connosco à partida.
											Se eu agora vos dissesse:

											“Vão para Vancouver
e procurem tudo aquilo de que precisam
											""para sobreviverem durante três meses”,

											é uma coisa difícil.
											São os alimentos, o combustível, a roupa,
											até o papel higiénico e a pasta de dentes.
											É o que fazemos.
											Depois de partimos,
controlamos até à última gota de gasóleo
											e o último pacote de comida.
											Nenhuma experiência da minha vida
									","
											C'est dur à expliquer,
											mais vous fonctionnez différemment 
lorsque vous partez là-bas.
											Votre bateau est votre monde entier,
											et ce que vous prenez avec vous 
au départ est tout ce que vous avez.
											Si je vous disais maintenant :
« Allez à Vancouver
											et trouvez ce dont vous avez besoin 
pour survivre durant trois mois »,
											ce n'est pas une mince affaire.
											Il s'agit de la nourriture, 
l'essence, les vêtements,
											même le papier toilette et le dentifrice.
											C'est ce que nous faisons,
											et lorsque nous partons, nous gérons
											jusqu'à la dernière goutte d'essence
et le dernier sachet de nourriture.
											Aucune expérience dans ma vie n'aurait pu 
m'apporter une meilleure compréhension
											de la définition du mot « limité ».
											Ce que nous avons là-bas 
est tout ce que nous avons.
											Ni plus ni moins.
									","
											Açıklaması zor, ama yola çıkınca
bambaşka bir moda giriyorsun.

											Teknen senin tüm dünyan
											ve ayrılırken yanına aldığıkların
sahip olduğun her şeydir.
											Şimdi hepinize: “Vancouver’a gidin
											ve gelecek üç ayda yaşamınızı sürdürmek 
için ihtiyacınız olan her şeyi bulun.”
											desem bu epey bir iş yani.
											Bu, yiyecek, yakıt, elbise,
											hatta tuvalet kağıdı 
ve diş macunu demek.
											İşte bizim yaptığımız bu
											ve ayrıldığımızda yakıtın
son damlasından


											son paket yiyeceğe kadar
her şeyi idare ediyoruz.
											Hayatımdaki hiçbir tecrübe bana
											“sonlu” kelimesinin tarifini 
daha güzel anlatamazdı.
											Sahip olduğumuz her şey 
sadece orada olan şeyler.
											Dahası yok.
									","
											Es ist schwer zu erklären, doch man kommt
da draußen in einen anderen Modus.
											Das Boot ist die ganze Welt
											und man hat nur, was man
bei der Abreise mitnimmt.
											Wenn ich Ihnen jetzt sage:
""Gehen Sie nach Vancouver
											und finden Sie alles zum Überleben nötige
für die nächsten 3 Monate"",
											so ist das eine ziemliche Aufgabe.
											Da sind Nahrung, Treibstoff, Kleidung,
											auch Toilettenpapier und Zahnpasta.
											Das machen wir
											und dann teilen wir uns das ein,
											bis hin zum letzten Tropfen Diesel
und dem letzten Paket Essen.
											Keine andere Erfahrung im Leben
											hätte mich die Definition von ""endlich""
besser verstehen lassen können.
											Was wir haben, ist alles, was wir haben.
											Es gibt nicht mehr.
									",The surprising thing I learned sailing solo around the world,Dame Ellen MacArthur,16:47,"economics,environment,oceans"
"
","
","
","
","
","
",The surprising thing I learned sailing solo around the world,Dame Ellen MacArthur,16:47,"economics,environment,oceans"
"
											And never in my life had I ever
translated that definition of finite
											that I'd felt on board
to anything outside of sailing
											until I stepped off the boat at
the finish line having broken that record.
									","
											Y nunca en mi vida había yo aplicado
esa definición de finito
											que yo sentía a bordo
a cualquier cosa aparte de la navegación
											hasta que me bajé del barco en la línea
de llegada con el récord batido.
									","
											me podia ter dado uma melhor compreensão
da definição da palavra “finito”.
											Aquilo que temos
é só o que temos.

											Não há mais nada.
									","
											Et jamais dans ma vie je n'ai pu
étendre cette définition du limité
											que j'ai pu ressentir à bord
à quoi que ce soit en dehors de la voile,
											jusqu'à ma descente du bateau à la ligne 
d'arrivée, après avoir battu le record.
									","
											Bitiş çizgisinde rekoru kırmış olarak 
bottan aşağı inene kadar 

											güvertede yelkenin dışındaki 
her şeye karşı hissetmiş olduğum 

											sonlu olmak kavramını hayatımda 
hiç tercüme etmemiştim. 

									","
											Nie im Leben hatte ich
diese Definition von endlich,
											die ich an Bord spürte,
auf etwas außer das Segeln übertragen
											bis ich am Ziel von Bord ging
als ich den Rekord gebrochen hatte.
									",The surprising thing I learned sailing solo around the world,Dame Ellen MacArthur,16:47,"economics,environment,oceans"
"
","
","
","
","
","
",The surprising thing I learned sailing solo around the world,Dame Ellen MacArthur,16:47,"economics,environment,oceans"
"
											(Applause)
									","
											(Aplausos)
									","
											Nunca na minha vida
tinha alargado aquela definição de finito

									","
											(Applaudissements)
									","
											(Alkışlar)
									","
											(Applaus)
									",The surprising thing I learned sailing solo around the world,Dame Ellen MacArthur,16:47,"economics,environment,oceans"
"
","
","
","
","
","
",The surprising thing I learned sailing solo around the world,Dame Ellen MacArthur,16:47,"economics,environment,oceans"
"
											Suddenly I connected the dots.
											Our global economy is no different.
											It's entirely dependent
on finite materials
											we only have once
in the history of humanity.
											And it was a bit like seeing something
you weren't expecting under a stone
											and having two choices:
											I either put that stone to one side
											and learn more about it,
or I put that stone back
											and I carry on with my dream job
of sailing around the world.
									","
											De repente, até cabos.
											La economía mundial no es diferente.
											Es totalmente dependiente
de materiales finitos
											que solo tenemos una vez
en la historia de la humanidad.
											Y fue como ver una cosa 
inesperada bajo una piedra
											y tener dos opciones:
											o bien aparto esta piedra
											y la estudio mejor, o bien la dejo allá
											y sigo con el trabajo de mis sueños
navegando alrededor del mundo.
									","
											que senti a bordo,
para qualquer coisa fora da vela,

											até desembarcar, na linha de chegada,
depois de ter batido o recorde.
											(Aplausos)
											Subitamente, estabeleci a ligação.
											A nossa economia mundial não é diferente.
											Está totalmente dependente
de materiais finitos
											que só possuímos uma vez
na história da humanidade.
											Foi como encontrar uma coisa
que não esperávamos, debaixo duma pedra
											e termos duas opções:
									","
											Tout à coup, j'ai fait le lien.
											Notre économie mondiale 
n'est pas différente.
											Elle est entièrement 
dépendante de matières limitées
											que nous ne possédons qu'une fois 
dans l'histoire de l'humanité.
											C'était un peu comme voir quelque 
chose d'inattendu sous un rocher
											et avoir deux choix :
											soit je mets ce rocher de côté
											et j'en apprends plus à son sujet,

											soit je le remets en place
											et je poursuis le métier de mes
rêves : naviguer autour du monde.
									","
											Birden noktaları birleştirdim.
											Küresel ekonomimiz 
bundan pek de farklı değil.
											O, insanlık tarihinde yalnızca
bir kez sahip olduğumuz 


											sonlu olan maddelere 
tamamen bağımlı durumda.
											Ve bu biraz bir taşın altında
ummadığın bir şeyi görmek 

											ve iki seçeneğin olmak 
gibi bir şey:
											Ya bu taşı bir tarafa koyarım 
ve onun hakkında

											daha fazla şeyler öğrenirim ya da 
taşı geri koyar hayalimdeki iş olan
											dünyanın etrafında yelkenliyle 
dolaşmaya devam ederim.
									","
											Plötzlich setze ich es in Beziehung.
											Unsere globale Wirtschaft
ist nicht anders.
											Sie ist komplett abhängig
von endlichen Rohstoffen,
											die es für die Menschheit nur einmal gibt.
											Es war, als ob man unter einem Stein
etwas Unerwartetes sieht
											und zwei Möglichkeiten hat:
											Entweder lege ich den Stein zur Seite
											und lerne mehr darüber,
oder ich lege ihn wieder zurück
											und mache mit meinem Traumjob,
dem Segeln um die Welt, weiter.
									",The surprising thing I learned sailing solo around the world,Dame Ellen MacArthur,16:47,"economics,environment,oceans"
"
","
","
","
","
","
",The surprising thing I learned sailing solo around the world,Dame Ellen MacArthur,16:47,"economics,environment,oceans"
"
											I chose the first.
											I put it to one side and I began
a new journey of learning,
											speaking to chief executives,
experts, scientists, economists
											to try to understand just how
our global economy works.
											And my curiosity took me
to some extraordinary places.
									","
											Yo elegí la primera.
											La aparté y empecé
un nuevo trayecto de aprendizaje,
											hablando con directores ejecutivos,
expertos, científicos, economistas
											para intentar comprender cómo funciona
la economía mundial.
											Y mi curiosidad me llevó
hacia lugares extraordinarios.
									","
											Ou ponho a pedra de lado
e aprendo alguma coisa com aquilo
											ou volto a pô-la onde ela estava
											e continuo com o meu sonho
de velejar à volta do mundo.

											Eu optei pela primeira.
											Pus a pedra de lado e dediquei-me
à aventura duma nova aprendizagem.
									","
											J'ai choisi le premier.
											Je l'ai mis de côté et j'ai entrepris
l'aventure d'un nouvel apprentissage,
											parlant à des PDG, des experts, 
des scientifiques, des économistes,
											pour essayer de simplement comprendre 
comment marche notre économie mondiale.
											Ma curiosité m'a conduite 
dans des endroits extraordinaires.
									","
											Ben ilkini seçtim.
											Taşı bir tarafıma koydum 
ve küresel ekonomimizin 


											nasıl işlediğini anlamak için 
yöneticiler, uzmanlar, bilim adamları,
											ekonomistlerle konuşarak yeni
bir öğrenme macerasına çıktım.

											Ve merakım beni sıra dışı 
yerlere götürdü.
									","
											Ich entschied mich fürs erste.
											Ich legte ihn zur Seite
und begann eine neue Fahrt des Lernens,
											sprach mit Firmenchef, Experten,
Wissenschaftlern und Volkswirten,
											um zu verstehen, wie unsere
globale Wirtschaft funktioniert.
											Meine Neugierde führte mich
zu außergewöhnlichen Orten.
									",The surprising thing I learned sailing solo around the world,Dame Ellen MacArthur,16:47,"economics,environment,oceans"
"
","
","
","
","
","
",The surprising thing I learned sailing solo around the world,Dame Ellen MacArthur,16:47,"economics,environment,oceans"
