tr,fr,de,title,speaker,duration,tags
"
","
","
",DJ decks made of ... paper,Kate Stone,11:45,"design,entertainment,materials,technology"
"
											Birkaç yıl sonra,
											Cambridge Üniversitesi'ne girmiştim
											İngiltere'de Cavendish Laboratory'de
											fizikte doktora yapıyordum.
											Doktoram elektronları teker teker hareket ettirmekti.
											Ve tekrar fark ettim ki
											-yine geçmişi düşünerek-
											Fark ettim ki hemen hemen aynı şeyi yapıyordum,
											koyunları hareket ettirmek
											gibiydi gerçekten.
											Sadece ortamı değiştirerek aynı şeyi yapıyordum.
											Bu, bana büyük bir ders oldu,
											hiçbir nesneyi etkileyemezsin.
											Onun ortamını değiştirirsin, ve nesneyi akışına bırakırsın.
											Çok küçük ebatlarda çalıştık,
											yaklaşık 30 nanometre civarında;
											Sıvı helyum derecesinde - ki çok soğuk-
											Voltajı değiştirerek ortamı değiştirdik.
											Böylece elektronlar bir döngüde akacaklardı
											Tek tek, düğüm düğüm.
									","
											Encore quelques années plus tard,
											je me suis retrouvé 
à l'Université de Cambridge
											au laboratoire Cavendish au Royaume-Uni.
											à faire un doctorat en physique.
											Mon doctorat consistait 
à déplacer les électrons, un à la fois.
											Et je me rends compte, encore une fois, 
c'est le genre de découverte que j'ai fait
											avec du recul quant à ce que j'ai fait :
											Je me rends compte maintenant que 
c'était à peu près la même chose
											que de déplacer des moutons.
											ça l'est vraiment.
											Vous le faites juste en changeant le contexte
											Et c'est plutôt une grande leçon pour moi,
											le fait qu'on ne puisse pas agir 
sur n'importe quel objet.
											Vous changez son environnement, 
et l'objet s'écoule.
											Donc nous l'avons fait 
à une très petite échelle,
											à une taille d'environ 30 nanomètres;
											en le faisait à des températures très basses, 
celle de l'hélium liquide;
											et en changeant l'environnement 
grâce au voltage
											et les électrons ont pu se déplacer en boucle
											un à la fois, par intermittence, 
un petit nœud de mémoire.
									","
											Einige Jahre später,
											ging ich schließlich auf die Cambridge University
											im Cavendish-Laboratorium in Großbritannien,
											und machte meinen Doktor in Physik.
											Meine Doktorarbeit bestand darin, 
Elektronen einzeln zu bewegen.
											Ich begreife – wieder eine 
von diesen Erkenntnissen,
											rückblickend auf das, 
was ich damals gemacht habe –
											dass es so ziemlich das gleiche war,
											wie die Schafe zu bewegen.
											Das ist es wirklich.
											Man macht es, 
indem man die Umgebung verändert.
											Und das war wirklich 
eine wichtige Lektion für mich,
											dass man auf kein Objekt 
wirklich einwirken kann.
											Man verändert die Umgebung 
und das Objekt ""fließt"".
											Also machten wir es sehr klein,
											die Sachen waren ungefähr 30 Nanometer groß;
											wir machten es sehr kalt, brachten es 
auf Temperaturen von flüssigem Helium
											und veränderten die Umgebung 
durch die Veränderung der Spannung.
											Die Elektronen konnten 
in einem Kreislauf fließen,
											immer nur eins, an und aus, 
ein kleiner Speicher.
									",DJ decks made of ... paper,Kate Stone,11:45,"design,entertainment,materials,technology"
"
","
","
",DJ decks made of ... paper,Kate Stone,11:45,"design,entertainment,materials,technology"
"
											Bir adım ileri gitmek istedim,
											Bir elektronu taşımak
											diğerini bırakmak istedim.
											Yapamayacağım söylendi,
											ki bilirsiniz bu sizi
											gaza getiren şeydir.
											Azimliydim ve bunu yapabileceğimi göstermek istedim.
											Ki bence bunda o çiflikte
											öğrendiklerim etkili oldu,
											çünkü orada çalışırken
											elimizde ne varsa onu kullanmak zorundaydık,
											çevreyi kullanmak zorundaydık,
											Yapılamaz diye bir şey
											de yoktu
											Çünkü öyle bir çevredesiniz ki,
											gereken şeyi yapmazsanız,
											ölebilirsiniz.
											Bunu gördüm.
									","
											Et j'ai voulu aller un peu plus loin,
											je voulais déplacer un électron en haut
											et un électron en bas.
											Et on m'a dit que 
je n'en serais pas capable,
											ce qui, vous le savez, comme 
nous l'avons entendu d'autres personnes,
											C'est la chose qui vous encourage 
à le faire.
											J'étais déterminé, et j'ai réussi 
à montrer que je pouvais le faire.
											Et beaucoup de ce que j'ai appris, 
je pense,
											est venu de cette ferme,
											parce que quand j'y travaillais,
											il fallait utiliser 
ce qui était autour de nous,
											il fallait utiliser l'environnement,
											et il n'y avait rien
											qui ne puisse être fait,
											parce que c'est 
un environnement dans lequel,
											Si vous ne pouvez pas faire 
ce que vous devez faire,
											vous pouvez mourir, 
et, vous savez,
											J'ai vu ce genre de chose se produire.
									","
											Und ich wollte einen Schritt weitergehen
											und wollte ein Elektron in die An-Richtung schicken,
											und das andere in die Aus-Richtung.
											Man sagte mir, 
dass ich es nicht schaffen würde,
											was – wie wir es von anderen hören –
											mich dazu brachte, 
es erst recht zu versuchen.
											Ich war wild entschlossen, 
und ich zeigte ihnen, dass ich es konnte.
											Und viel von dem Gelernten, glaube ich,
											kam von meiner Zeit auf dem Bauernhof,
											weil wir beim Arbeiten auf dem Bauerhof
											nur das benutzen konnten, 
was um uns herum war.
											Wir mussten die Umgebung nutzen,
											und es gab sowas wie
											""es funktioniert nicht"" nicht,
											weil wir in einer Umgebung waren, wo,
											wenn du nicht machen kannst, 
was du musstest,
											du sterben könntest, 
und, wissen Sie,
											ich habe so etwas gesehen.
									",DJ decks made of ... paper,Kate Stone,11:45,"design,entertainment,materials,technology"
"
","
","
",DJ decks made of ... paper,Kate Stone,11:45,"design,entertainment,materials,technology"
"
											Yani benim takıntım 'basım' yapmak,
											ve geleneksel baskı sürecini kullanma
											fikrinden çok etkilendim.
											Etrafımızdaki çoğu şeyi yaratmak için kullanılan
											aynı tip yazıcıları
											kağıdı ve kartı interaktifleştirmek için kullanmak.
											Bu işe başladığımda, bazı matbaacılarla konuştuğumda,
											onlara ne yapmak istediğimi söylediğimde
											ki bu; kağıda iletken mürekkep basmak istediğimdi,
											bana imkansız olduğunu söylediler.
											Bunu hep yapıyorlar.
											Böylece 10 kredi kartı ve biraz da kredi aldım.
											Neredeyse iflas ediyordum, cidden,
											Kocaman bir matbaa makinesi aldım,
											Kullanmayı da bilmiyordum.
											Aşağı yukarı 5 metre uzunluğundaydı,
											Elime yüzüme mürekkep bulaştıra bulaştıra
											Etrafı dağıta dağıta, basmayı öğrendim.
											Sonra da matbaacılara giderek onlara yaptığımı gösterdim,
											ve bana ""Tabi ki bunu yapabilirsin"" dediler.
											""Neden en baştan bize gelmedin?""
											Hep böyle olur.
									","
											Donc maintenant 
mon obsession c'est l'impression
											et je suis vraiment fascinée par l'idée
											de l'utilisation des procédés 
d'impression classiques,
											ainsi les types d'impression 
qui sont utilisées pour créer
											beaucoup de choses qui nous entourent
											pour rendre le papier 
et la carte interactifs.
											Quand j'ai parlé à certains imprimeurs 
lorsque j'ai commencé à faire ça
											et leur ai dit ce que je voulais faire,
											qui consistait à imprimer 
de l'encre conductrice sur du papier,
											ils m'ont dit que c'était impossible
											encore une fois, 
ce genre de réponse préférée.
											Donc j'ai obtenu environ 
10 cartes de crédit et prêts
											je me suis approché 
de très près de la faillite, vraiment,
											et me suis acheté cette énorme imprimante,
											que je ne savais absolument pas utiliser.
											Elle était d'environ cinq mètres de long
											je me suis couvert, 
et le sol avec moi, d'encre
											et ai fait un gâchis énorme, 
mais j'ai appris à imprimer.
											Et je suis retournée auprès des imprimeurs 
et leur ai montré ce que j'avais fait
											et il m'ont dit : « Bien sûr vous pouvez faire ça.
											Pourquoi n'êtes-vous pas 
venu ici dès le début ? »
											C'est toujours la même chose
									","
											Jetzt bin ich vom Drucken besessen
											und ich bin wirklich fasziniert von der Idee,
											die konventionellen Druckvorgänge zu nutzen,
											dass das Gedruckte, das benutzt wird,
											um so viele Sachen des Alltags zu erschaffen –
											Papier und Karton – interaktiv wird.
											Als ich anfing, 
mit einigen Druckereien sprach
											und ihnen erzählte, was ich machen wollte,
											nämlich leitende Tinte auf Papier zu drucken,
											sagten sie mir, dass das nicht möglich wäre,
											wieder, diese Lieblingssache.
											Also holte ich mir 10 Kreditkarten und Darlehen
											und brachte mich 
an den Rande des Ruins, wirklich,
											und kaufte mir eine riesige Druckmaschine,
											von der ich keine Ahnung hatte, 
wie man sie bedient.
											Sie war ungefähr 5 Meter lang,
											und ich überzog mich und den Boden mit Tinte,
											machte eine riesige Sauerei, 
aber ich lernte zu drucken.
											Dann brachte ich das Gedruckte zu den Druckereien 
und zeigte ihnen, was ich gemacht hatte,
											und die meinten dann: 
""Klar kannst du das machen.
											Warum bist du nicht 
erst einmal zu uns gekommen?""
											So läuft das immer.
									",DJ decks made of ... paper,Kate Stone,11:45,"design,entertainment,materials,technology"
"
","
","
",DJ decks made of ... paper,Kate Stone,11:45,"design,entertainment,materials,technology"
"
											Biz geleneksel matbaa makinelerini alıyoruz,
											geleneksel mürekkepler yapıyoruz,
											bunları baskıdan geçiriyoruz, ve
											yüzbinlerce elektronun kağıt parçalarından
											akmasını sağlıyoruz
											Böylece kağıdı interaktif hale getiriyoruz.
											Cidden oldukça basit.
											Zaten daha önce yapılmış şeylerin farklı bir biçimde
											bir araya getirilmesinden ibaret.
											Geleneksel mürekkepli kağıt parçamız var
											ve buna birkaç çentikli bir akım tahtası ekliyoruz:
											Bu da kapasiteli bir dokunmatik yazılım çalıştırıyor.
											Böylece nerden dokunduğumuzu biliyoruz
											diğerini de çalıştırmak için, sıklıkla,
											kağıt parçasının bağlanması için kablosuz yazılım da ekliyoruz
									","
											Donc ce que nous faisons, c'est prendre des presses d'imprimerie classiques,
											créer des encres conductrices,
											et les faire couler à travers l'imprimante, 
et tout simplement
											laisser des centaines 
de milliers d'électrons couler
											à travers les feuilles de papier
											afin de rendre le papier interactif.
											Et c'est très simple, vraiment.
											C'est juste un ensemble de choses 
qui ont été faites auparavant,
											mais réunies d'une manière différente.
											Nous avons donc un morceau de papier 
avec de l'encre conductrice dessus,
											puis on y ajoute un petit circuit imprimé 
avec quelques puces,
											l'une gère l'écran tactile,
											donc, nous savons 
où nous l'avons touché
											et l'autre gère, assez souvent,
											certains logiciels sans fil permettant 
de connecter le morceau de papier.
									","
											Wir nehmen also 
konventionelle Druckermaschinen,
											stellen leitende Tinte her
											und schicken sie durch die Druckpresse. 
Im Prinzip
											lassen wir hunderttausende Elektronen
											durch ein Blatt Papier fließen,
											um das Papier interaktiv zu machen.
											Und das ist ziemlich einfach, wirklich.
											Es ist nur ein Zusammenbringen von Sachen, 
die vorher schon gemacht worden sind,
											nur auf eine andere Weise zusammengesetzt.
											Wir haben also ein Blatt Papier 
mit leitender Tinte darauf,
											heften eine kleine Leiterplatte 
mit ein paar Chips an,
											um eine kapazitive 
Touch-Software laufen zu lassen,
											damit wir wissen, wo wir es berührt haben,
											und auf dem anderen läuft dann – sehr häufig –
											Funk-Software, um das Blatt Papier zu verbinden.
									",DJ decks made of ... paper,Kate Stone,11:45,"design,entertainment,materials,technology"
"
","
","
",DJ decks made of ... paper,Kate Stone,11:45,"design,entertainment,materials,technology"
"
											Size yarattığımız birkaç şeyden bahsedeceğim,
											Yarattığımız bir dolu şey var.
											Pastayı çok sevdiğim için,
											büyük bir poster yaptık
											Dokunuyorsun, arkasında küçük bir hoparlör var,
											poster sen dokununca konuşuyor
											birkaç soru soruyor
											ve senin için mükemmel pastayı buluyor.
											Ama pastayı öyle hemen söylemiyor,
											bir resim yüklüyor
											niçin o pastayı sana seçtiğini de
											Facebook'umuza ve Twitter'a yüklüyor.
											Yani fiziksel ve sanal olan arasında
											bir bağ kurmaya çalışıyoruz,
											ama ekrana bakarak değil de,
											basit bir postere bakarak.
									","
											Donc, je décrirai juste 
quelques objets que nous avons créé.
											Il y a beaucoup de choses différentes, 
que nous avons créé.
											Voici l'une d'entre elle, 
parce que j'adore les gâteaux.
											Voici donc un grand poster,
											et si vous le touchez 
et il y a un petit haut-parleur derrière,
											et l'affiche parle avec vous 
quand vous la touchez
											et elle vous pose une série de questions,
											et ça détermine votre gâteau idéal.
											Mais ça ne vous dit pas 
seulement quel gâteau.
											Ça télécharge une photo,
											et la raison pourquoi 
elle a choisi ce gâteau pour vous,
											notre page Facebook et de Twitter.
											Nous essayons 
donc de créer cette connexion
											entre le physique et le numérique,
											en l'ayant non pas 
en regardant sur un écran,
											mais en regardant un banal poster.
									","
											Ich beschreibe erstmal ein paar Dinge, 
die wir hergestellt haben.
											Wir haben sehr viele 
unterschiedliche Sachen hergestellt.
											Das hier ist eine davon, weil ich Kuchen liebe.
											Es ist ein großes Poster,
											man berührt es und es hat einen 
kleiner Lautsprecher hinter sich,
											und das Poster spricht, wenn man es berührt,
											und fragt dich eine Reihe von Fragen,
											und bestimmt deinen perfekten Kuchen.
											Aber es sagt dir dann nicht einfach den Kuchen .
											Es lädt ein Bild hoch,
											und auch den Grund, warum es 
den Kuchen für dich ausgewählt hat,
											auf unsere Facebookseite und auf Twitter.
											Wir versuchen also die Verbindung
											zwischen der physikalischen 
und der digitalen Welt aufzubauen,
											nicht durch einen Bildschirm,
											sondern durch ein normales Poster.
									",DJ decks made of ... paper,Kate Stone,11:45,"design,entertainment,materials,technology"
"
","
","
",DJ decks made of ... paper,Kate Stone,11:45,"design,entertainment,materials,technology"
"
											Birkaç fakülteyle, interaktif haber printing ile
											ilgili bir projede çalıştık.
											Mesela, bir gazete yarattık,
											sıradan bir gazete.
											Ona kablosuz bağlı kulaklıklar takıyorsun
											ve gazeteye dokunduğunda, yazıda bahsedilen
											müziği dinleyebiliyorsun. Onu okuyamazsın.
											Basın toplantısını dinleyebilirsin,
											ama editörün bu toplantıyla ilgili yazdıklarını
											da dinleyebilirsin.
											Facebook'ta bir şeyi beğenebilirsin buradan,
											veya oylayabilirsin.
									","
											Nous avons travaillé avec 
un groupe d'universités sur un projet
											de journal en papier interactif.
											Ainsi, par exemple, 
nous avons créé un journal,
											un banal journal.
											Vous pouvez porter une paire d'écouteurs 
qui y est branchée sans fil,
											et quand vous touchez le papier, 
vous pouvez entendre la musique
											qui est décrite sur la couverture, ce qui est 
quelque chose que vous ne pouvez pas lire.
											Vous pouvez entendre 
une conférence de presse
											ainsi que lire ce que l'éditeur a déterminé
											à propos du sujet 
de la conférence de presse.
											Et vous pouvez appuyer 
sur un bouton « j'aime » de Facebook
											ou vous pouvez voter pour quelque chose.
									","
											Wir haben mit einigen Universitäten 
an einem Projekt gearbeitet,
											wo es um interaktive Zeitschriften geht.
											Wir haben zum Beispiel eine Zeitung erstellt,
											eine normale Zeitung.
											Man kann Kopfhörer tragen, 
die per Funk mit der Zeitung verbunden sind,
											und wenn man sie berührt, 
hört man die Musik,
											die oben auf der Zeitung beschrieben ist, 
das ist etwas, was man nicht lesen kann.
											Man kann eine Pressekonferenz hören,
											und ebenfalls, was der Redakteur festgelegt hat,
											worum es in der Konferenz wirklich ging.
											Man kann auch einen 
Facebook -""Gefällt mir""-Knopf drücken,
											oder über etwas abstimmen.
									",DJ decks made of ... paper,Kate Stone,11:45,"design,entertainment,materials,technology"
"
","
","
",DJ decks made of ... paper,Kate Stone,11:45,"design,entertainment,materials,technology"
