en,tr,es,fr,de,title,speaker,duration,tags
"
","
","
","
","
","The story of 'Oumuamua, the first visitor from another star system",Karen J. Meech,13:24,"astronomy,extraterrestrial life,exploration,NASA,nature,science,universe,space,asteroid,astrobiology"
"
											Now this discovery
was important for many reasons,
											but to me the most significant
is for what 'Oumuamua can tell us
											about the past of our solar system.
											The process of the birth of a new solar
system and the growth of planets
											can be a violent and messy business.
											Leftover icy and rocky debris
gets ejected from the new solar system
											as the giant planets migrate
through the dusty disk
											out of which they're formed.
									","
											Bu keşif pek çok nedenle önemliydi,
											ama benim için en önemli kısmı,
											'Oumuamua'nın güneş sistemimizin
geçmişi hakkında vereceği bilgiler.
											Yeni bir güneş sisteminin ortaya çıkışı
ve gezegenlerin gelişmesi
											çalkantılı bir süreç olabilir.
											Dev gezegenler oluştukları
tozlu disk içinde göç ederlerken
											Artık buz ve taşlı enkaz

											yeni güneş sisteminden dışarı atılıyor.
									","
											Este descubrimiento
fue importante por muchas razones,
											pero la más significativa es
que 'Oumuamua puede contarnos
											acerca del pasado
de nuestro sistema solar.
											El nacimiento de un nuevo sistema solar
y la formación de los planetas
											puede ser un proceso violento y caótico,
											en el que restos de roca y hielo
son expulsados del nuevo sistema solar
											mientras los planetas gigantes
atraviesan el disco de polvo
											donde se originan.
									","
											Cette découverte est importante
pour beaucoup de raisons,
											mais pour moi, le plus important
est ce que 'Oumuamua peut nous dire
											sur le passé de notre système solaire.
											La naissance d'un nouveau système solaire
et la croissance des planètes
											peuvent être des affaires
violentes et désordonnées.
											Des restes de débris glaciaux et rocheux
sont éjectés du nouveau système solaire
											pendant que les planètes géantes
migrent à travers le disque de poussière
											duquel elles sont formées.
									","
											Diese Entdeckung war
aus mehreren Gründen bedeutend,
											doch für mich sind die Informationen,
die uns ’Oumuamua über
											die Vergangenheit unseres Sonnensystem
erzählen kann, am wichtigsten.
											Die Geburt eines neuen Sonnensystems
und das Planetenwachstum
											kann eine rabiate und chaotische
Angelegenheit sein.
											Eisreste und Gestein werden aus dem
neuen Sonnensystem herausgeschleudert,
											während riesige Planeten
aus dem staubigen Ring entstehen.
									","The story of 'Oumuamua, the first visitor from another star system",Karen J. Meech,13:24,"astronomy,extraterrestrial life,exploration,NASA,nature,science,universe,space,asteroid,astrobiology"
"
","
","
","
","
","The story of 'Oumuamua, the first visitor from another star system",Karen J. Meech,13:24,"astronomy,extraterrestrial life,exploration,NASA,nature,science,universe,space,asteroid,astrobiology"
"
											Now have you ever felt an emotional chill,
											something that's so exciting
that a shiver runs up and down your spine?
											Or something that's
very emotionally moving?
											Well this was it for me.
											This was my wow moment.
											We actually had a piece of material
from another solar system
											coming close enough for us to observe.
									","
											Duygusal bir irkilme
hissettiğiniz oldu mu?
											Öylesine heyecanlı bir şey ki
baştan aşağı bir titreme hissedersiniz.
											Veya duygusal olarak sizi
çok etkileyen bir şey?
											İşte ben bu olayda bunu hissettim.
											Benim vay canına dediğim andı.
											Gözlemleyebileceğimiz kadar yakında
											başka bir güneş sisteminden
bir materyal vardı.
									","
											¿Han sentido alguna vez
ese escalofrío emocional,
											una sensación tan intensa
que recorre todo el cuerpo?
											¿O algo realmente emotivo
que te toca la fibra?
											Pues bien, esto lo fue para mí.
											Fue un momento espectacular.
											Teníamos restos de materia
de otro sistema solar
											lo suficientemente cerca
para poder observarla.
									","
											Avez-vous déjà ressenti
des frissons d'émotion,
											quelque chose de si excitant qu'un frisson
parcourt votre colonne vertébrale ?
											Ou quelque chose
d'émotionnellement très touchant ?
											C'est ce que ça m'a fait.
											C'était mon moment révélateur.
											Un bout de matériau
venu d'un autre système solaire
											s'était suffisamment approché de nous
pour que nous l'observions.
									","
											Haben Sie jemals
eine emotionale Kühle gefühlt,
											die Ihnen kalt über den Rücken läuft?
											Oder etwas extrem Emotionales?
											Das war es für mich.
											Dieser Moment hat mich überwältigt.
											Wir hatten ein Stück Material
aus einem anderen Sonnensystem
											in Beobachtungsnähe.
									","The story of 'Oumuamua, the first visitor from another star system",Karen J. Meech,13:24,"astronomy,extraterrestrial life,exploration,NASA,nature,science,universe,space,asteroid,astrobiology"
"
","
","
","
","
","The story of 'Oumuamua, the first visitor from another star system",Karen J. Meech,13:24,"astronomy,extraterrestrial life,exploration,NASA,nature,science,universe,space,asteroid,astrobiology"
"
											So what would you like to know
about 'Oumuamua,
											the very first visitor
from another star system?
											Well, I could think of a million things,
											but there's what you want
and what you can have,
											and 'Oumuamua was moving away
and fading very rapidly.
											In the span of about a week,
											it had dropped in brightness
by a factor of [10].
											So this is about all the time
we were going to have
											to study it easily.
											So we had to distill the process
of getting telescope time —
											normally a very competitive,
peer-reviewed proposal process
											that can take up to months —
											down to less than a few days.
											So began a ""polite""
competition for resources.
											OK, let me not mince words.
It was a fierce battle.
											We dropped everything,
											working around the clock,
											trying to craft
perfectly crafted proposal words
											to send to the observatory directors.
											Well, good news. We got the time.
									","
											Başka bir yıldız sisteminden
gelen ilk misafirimiz
											'Oumuamua hakkında ne bilmek istersiniz?
											Benim aklıma milyonlarca şey geliyor,
											ama isteyebileceğiniz ve elde
edebileceğinz şeyler farklı,
											diğer yandan 'Oumuamua
hızlı bir şekilde uzaklaşıyor.
											Bir haftalık bir zaman diliminde,
											parlaklığı onda bir azaldı.
											Yani onu kolayca incelemek için
											var olan zamanımız bu kadardı.
											O yüzden teleskop zamanı sürecini
ayrıştırmamız gerekiyordu,
											normalde oldukça zor,
ikili değerlendirmeye tabi teklif süreci
											aylar da sürebiliyor,
											birkaç günden daha kısa da.
											Böylelikle ''nazik'' bir
kaynak yarışına girdik.
											Pekâlâ sözcüklerle oynamayacağım,
çok sert bir savaştı.
											Her şeyi bir yana bıraktık,
											gece gündüz demeden
											gözlem direktörlerine göndermek için
											teklif edilen en iyi sözcükleri
tasarlamaya çalışıyorduk.
											İyi haber şu ki biz kazandık.
									","
											Ahora bien, ¿qué les gustaría 
saber sobre 'Oumuamua,
											el primer visitante proveniente
de otro sistema estelar?
											Podríamos pensar en un millón de cosas,
											pero una cosa es lo que quieres
y otra cosa lo que puedes tener,
											y 'Oumuamua se alejaba y
se desvanecía rápidamente.
											En el curso de una semana
											su luminosidad disminuyó
a un factor de [10].
											Era todo el tiempo que nos quedaba
para estudiarlo con facilidad.
											Teníamos que acelerar el proceso

											para solicitar el permiso 
de uso de los telescopios,
											que suele ser un proceso de propuestas,
revisado por pares, muy competitivo,
											y puede tardar hasta meses,
pero solo teníamos unos pocos días.
											Comenzamos a competir 
""cordialmente"" por recursos.
											No, mejor dicho, 
comenzamos una feroz batalla.
											Nos dedicamos de lleno,
											trabajamos día y noche,
											redactamos propuestas 
cuidadosamente pensadas
											para enviar a los directores
de los observatorios.
											Buena noticia. Nos concedieron el permiso.
									","
											Que voudriez-vous savoir sur ‘Oumuamua,
											le tout premier visiteur venu
d'un autre système stellaire ?
											Je pourrais penser à un million de choses,
											mais entre ce que l'on veut
et que l'on peut avoir...
											et ‘Oumuamua se déplaçait
et disparaissait très rapidement.
											En l'espace d'une semaine,
											sa luminosité avait diminué
par un facteur de 100.
											C'était tout le temps dont nous disposions
											pour l'étudier facilement.
											Nous avons dû distiller le temps
de la procédure d'obtention d'un télescope
											- une demande généralement
très compétitive, évaluée par des pairs,
											qui peut prendre plusieurs mois -
											en moins de quelques jours.
											Ainsi commença une compétition « polie »
pour des ressources.
											Je ne vais pas mâcher mes mots.
Ce fut une bataille féroce.
											Nous avons tout laissé tomber,
											en travaillant jour et nuit,
											essayant de rédiger des mots
pour une demande parfaitement rédigée
											destinée aux directeurs des observatoires.
											Bonne nouvelle. Nous avons reçu le temps.
									","
											Was wollen Sie über ’Oumuamua,
											den ersten Besucher aus einem
anderen Sternensystem, wissen?
											Ich könnte Ihnen ganze Romane erzählen,
											doch hier kommt, was sie wollen
und auch bekommen:
											’Oumuamua flog weiter
und verblasste sehr schnell.
											Innerhalb einer Woche
											sank seine Helligkeit auf ein Zehntel.
											Unsere Beobachtungszeit war also begrenzt.
											Wir mussten den Antrag auf Teleskopzeit,
											ein sehr umkämpftes
und überprüftes Unterfangen
											von mehreren Monaten,
											innerhalb von Tagen durchbekommen.
											Also begann ein „freundlicher“
Wettbewerb um Ressourcen.
											Ich werde es nicht beschönigen,
es war ein harter Kampf.
											Wir nutzten alle Mittel,
											wir arbeiteten Tag und Nacht,
											um einen perfekt ausformulierten Antrag
											an die Direktoren
der Observatorien zu stellen.
											Gute Nachrichten: Wir erhielten die Zeit.
									","The story of 'Oumuamua, the first visitor from another star system",Karen J. Meech,13:24,"astronomy,extraterrestrial life,exploration,NASA,nature,science,universe,space,asteroid,astrobiology"
"
","
","
","
","
","The story of 'Oumuamua, the first visitor from another star system",Karen J. Meech,13:24,"astronomy,extraterrestrial life,exploration,NASA,nature,science,universe,space,asteroid,astrobiology"
"
											Now, from a perfectly
selfish point of view,
											the first thing we might like to know
is how massive 'Oumuamua is.
											Because after all,
it passed very close to the Earth,
											and we didn't know about it
until afterwards.
											How bad would this have been
had it not missed the Earth?
											Well, the impact energy
											depends on the square
of the velocity times its mass,
											and the mass depends
on how big it is and what it's made of.
											So how big is 'Oumuamua,
and what's its shape?
											Well, we can get this from its brightness.
											Now, if you don't believe me,
think of comparing the brightness
											of a firefly in your backyard
											to the navigation lights
on a distant airplane.
											You know the airplane is much brighter —
											it just appears faint
because it's so far away.
											We're also going to need to know
											how reflective
the surface of 'Oumuamua is,
											and we don't have any clue,
											but it's reasonable to assume
it's very similar to small asteroids
											and comets in our solar system,
											or in technical terms,
											something between the reflectivity
of charcoal and wet sand.
									","
											Tamamen bencil bir bakış açısıyla
bilmek isteyeceğimiz ilk şeyin
											'Oumuamua'nın büyüklüğü
olduğunu söyleyebilirim.
											Çünkü Dünya'nın çok yakınından geçti
											ve geçip gidene kadar bunu fark etmedik.
											Eğer Dünya'yı ıskalamasaydı
bu ne kadar kötü olurdu?
											Darbenin enerjisi
											hızın karesinin kütleyle çarpımına bağlı,
											kütle de cismin büyüklüğüne
ve neden yapıldığına bağlı.
											O hâlde Oumuamua
ne kadar büyük ve şekli nasıl?
											Parlaklığından bunu anlayabiliyoruz.
											Bana inanmıyorsanız
											bahçenizdeki ateşböceğinin parlaklığını
											uzaktaki bir uçağın navigasyon
ışıklarıyla karşılaştırın.
											Uçak çok daha parlaktır,
											ama çok uzakta olduğu için soluk görünür.
											Oumuamua'nın yüzeyinin
											ne kadar yansıtıcı olduğunu da
bilmemiz gerekecekti
											ve bu konuda hiçbir fikrimiz yok,
											ama güneş sistemimizdeki
asteroit ve gök cisimleriyle
											mantıksal olarak çok benzer
olduğunu düşündük
											veya teknik terimlerle
											kömür yansıtabilirliği
ve ıslak kum arasında bir şey.
									","
											Ahora bien, desde una perspectiva
absolutamente egoísta,
											lo primero que quisimos saber
era cuán grande era 'Oumuamua.
											Porque, en definitiva, pasó
muy cerca de la Tierra,
											y solo lo supimos después de que pasó.
											¿Cuán terrible habría sido
si hubiera impactado en la Tierra?
											La energía del impacto
											depende del cuadrado de su velocidad
multiplicado por su masa,
											y la masa depende de su tamaño 
y de su composición.
											¿Cuán grande es 'Oumuamua
y cuál es su forma?
											Eso se puede determinar 
a partir de su luminosidad.
											Imaginen si comparan la luminosidad
de una luciérnaga en su jardín
											con las luces de navegación
de un aeroplano distante.
											Un aeroplano es mucho más luminoso,
											pero sus luces se ven 
tenues porque están lejos.
											También queríamos saber
											cuán reflectante era
la superficie del 'Oumuamua.
											No teníamos ni una pista,
											pero era razonable asumir que era 
muy similar a la de asteroides pequeños
											y cometas de nuestro sistema solar
											o, en términos técnicos,
											algo así como la reflectancia entre
el carbón y la arena húmeda.
									","
											D'un point de vue tout à fait égoïste,
											la première chose que nous voulions
connaître est la taille d'‘Oumuamua.
											Parce qu'après tout,
elle est passée très près de la Terre
											et nous ne l'avons su qu'après coup.
											Quelle aurait été l'étendue des dégâts
si elle avait percuté la Terre ?
											La force de l'impact
											dépend de la racine carrée
de la vélocité multipliée par sa masse,
											et la masse dépend
de sa taille et de sa composition.
											Quelles sont donc la taille
et la forme d'‘Oumuamua ?
											Nous pouvons les obtenir
par sa luminosité.
											Si vous ne me croyez pas,
essayez de comparer la luminosité
											d'une luciole de votre jardin
											aux lumières de navigation
d'un avion au loin.
											Vous savez que l'avion est plus lumineux —
											sa lumière est faible
simplement parce qu'elle est loin.
											Nous allons aussi devoir connaître
											la réflectivité de la surface d'‘Oumuamua,
											et nous n'en avons aucune idée,
											mais on peut raisonnablement supposer
qu'il est similaire aux petits astéroïdes
											et aux comètes de notre système solaire,
											ou, en termes techniques,
											quelque chose entre la réflectivité
du charbon et du sable humide.
									","
											Aus einer egoistischen Sichtweise heraus
											wäre unsere erste Frage nach der Masse.
											Denn es passierte die Erde sehr nah
											und wir entdeckten es erst danach.
											Doch wie schlimm wäre
ein Zusammenstoß gewesen?
											Die auftreffende Energie ist abhängig
											vom Quadrat der Geschwindigkeit
mal seiner Masse,
											und die Masse ist von
der Größe und Dichte abhängig.
											Wie groß ist ’Oumuamua also
und wie ist es geformt?
											Nun, das kann man
aus der Helligkeit schliessen.
											Wenn Sie mir nicht glauben,
vergleichen Sie die Helligkeit
											eines Glühwürmchens im Garten
											mit den Navigationslichtern
eines entfernten Flugzeugs.
											Das Flugzeug ist viel heller —
											die Entfernung lässt es
nur blass erscheinen.
											Wir müssen also in Erfahrung bringen,
											wie stark die Oberfläche
von ’Oumuamua reflektiert,
											und wir haben keine Ahnung,
											doch vernünftigerweise kann man
Ähnlichkeiten zu kleinen Asteroiden
											und Kometen im Sonnensystem annehmen.
											Technisch ausgedrückt
											muss der Reflexionsgrad zwischen
Holzkohle und nassem Sand liegen.
									","The story of 'Oumuamua, the first visitor from another star system",Karen J. Meech,13:24,"astronomy,extraterrestrial life,exploration,NASA,nature,science,universe,space,asteroid,astrobiology"
"
","
","
","
","
","The story of 'Oumuamua, the first visitor from another star system",Karen J. Meech,13:24,"astronomy,extraterrestrial life,exploration,NASA,nature,science,universe,space,asteroid,astrobiology"
"
											Nowadays, most of the big telescopes
are used in what's called a service mode,
											meaning we have to carefully develop
all the instructions
											and send them to the telescope operator,
											and then anxiously wait
for the data to come back,
											praying to the weather gods.
											Now I bet most of you don't have careers
											that critically depend on whether or not
it's cloudy last night.
											Well, we weren't going to get
any second chances here.
											Because the weather was great,
'Oumuamua decided not to be.
											Its brightness wasn't constant.
											Now here we see 'Oumuamua
racing between the stars.
											It's centered in the middle.
											The stars are trailed out because
the telescope is following its motion.
											It started faint and then it got brighter,
fainter, brighter, and fainter again,
											as sunlight is reflected off
of four sides of an oblong object.
									","
											Şimdilerde büyük teleskopların çoğu,
servis modu için kullanılıyor,
											yani önce tüm talimatları
dikkatli bir şekilde yerine getirmek,
											teleskop operatörüne göndermek,
											sonra da endişeyle
hava tanrılarına dua ederek
											verilerin geri gelmesini
beklemek zorundayız.
											Eminim çoğunuzun kariyeri
											geçen gece havanın bulutlu
olmasından etkilenmiyordur.
											Bu olayda ikinci bir şansımız olmayacaktı.
											Çünkü hava harikaydı,
ama 'Oumuamua gidecekti.
											Parlaklığı sabit değildi.
											Burada 'Oumuamua'nın yıldızların
arasında hareket ettiğini görüyoruz.
											Tam ortada konumlanmış.
											Yıldızlar sönük görünüyor çünkü
teleskop onun hareketine odaklanmış.
											Tekrar tekrar soluklaşmaya
ve sonra yeniden parlamaya başlıyor,
											güneş ışığı oblong bir cismin dört
yanından yansıdığı sürece olduğu gibi.
									","
											Hoy en día, la mayoría de los grandes
telescopios funcionan en modo de servicio,
											es decir que tenemos que preparar
cuidadosamente todas las instrucciones,
											enviarlas al operador del telescopio
											y luego esperar ansiosamente
que nos lleguen los datos,
											mientras rezamos a los dioses del clima.
											Apuesto a que la mayoría 
de Uds. no tienen profesiones
											que dependan estrechamente
de una noche nublada o despejada.
											Aquí no tendríamos
una segunda oportunidad.
											El tiempo estuvo a nuestro favor,
pero 'Oumuamua decidió no estarlo.
											Su luminosidad no era constante.
											Aquí vemos a 'Oumuamua
desplazándose entre las estrellas.
											Está ubicado en el medio.
											Las estrellas dejan un trazo 
porque el telescopio sigue su movimiento.
											Se desvanecía y se iluminaba
de forma intermitente,
											como cuando la luz solar se refleja
en los cuatro lados de un objeto oblongo.
									","
											De nos jours, les gros télescopes
sont utilisés en mode service,
											ce qui signifie que nous devons formuler
soigneusement toutes les instructions
											et les envoyer à l'opérateur du télescope,
											et attendre avec impatience
le retour des données,
											tout en priant
les dieux de la météorologie.
											Je parie que vous n'avez pas de carrière
											qui dépende fondamentalement du fait
qu'il faisait nuageux la nuit dernière.
											Nous n'allions pas avoir
de deuxième chance.
											Comme le temps était parfait,
‘Oumuamua a décidé de ne pas l'être.
											Sa luminosité n'était pas constante.
											Ici, nous voyons ‘Oumuamua
filer entre les étoiles.
											Elle est au milieu.
											Les étoiles n'apparaissent pas parce que
le télescope suit son déplacement.
											Elle était faible puis lumineuse,
faible, lumineuse, et faible encore,
											comme la lumière du soleil réfléchie
sur quatre faces d'un objet oblong.
									","
											Heutzutage werden viele große Teleskope
im sogenannten „service mode“ betrieben,
											worin wir zuerst die Anweisungen
ausarbeiten müssen
											und sie dem Operator des Teleskops senden,
											dann angstvoll auf die Daten warten
											und die Wettergötter anflehen.
											Vermutlich haben Sie keine Karriere,
											bei der Sie fundamental
auf das Wetter angewiesen sind.
											Doch hier würden wir
keine zweite Chance bekommen.
											Doch weil schon das Wetter mitspielte,
sträubte sich ’Oumuamua.
											Seine Helligkeit war nicht konstant.
											Hier sehen wir ’Oumuamua
in Bewegung zwischen den Sternen.
											Es ist in der Mitte zentriert.
											Die Sterne hinterlassen Streifen,
weil das Teleskop der Bewegung folgt.
											Es war zuerst blass und wurde heller,
blasser, heller und wieder blasser;
											als wenn das Sonnenlicht
von vier Seiten reflektiert würde.
									","The story of 'Oumuamua, the first visitor from another star system",Karen J. Meech,13:24,"astronomy,extraterrestrial life,exploration,NASA,nature,science,universe,space,asteroid,astrobiology"
"
","
","
","
","
","The story of 'Oumuamua, the first visitor from another star system",Karen J. Meech,13:24,"astronomy,extraterrestrial life,exploration,NASA,nature,science,universe,space,asteroid,astrobiology"
"
											The extreme brightness change
											led us to an unbelievable
conclusion about its shape.
											As shown in this artist's impression,
											'Oumuamua is apparently
very long and narrow,
											with an axis ratio of about 10 to one.
											Assuming it's dark,
this means it's about half a mile long.
											Nothing else in our
solar system looks like this.
											We only have a handful of objects
that even have an axis ratio
											bigger than five to one.
											So we don't know how this forms,
											but it may be part of its birth process
in its home solar system.
									","
											Bu aşırı parlaklık değişikliği
											şekliyle ilgili olarak bizi
akıl almaz bir sonuca ulaştırdı.
											Ekranda ressamın çalışmasında olduğu gibi
											'Oumuamua belli ki
dar ve uzun bir şekle sahip
											ve kendi eksen oranı yaklaşık 10'a bir.
											Karanlık olduğunu varsayarsak
800 metre kadar demektir.
											Güneş sistemimizde buna
benzeyen başka hiçbir şey yok.
											kendi eksen oranı beşe birden büyük olan
											sadece birkaç cismimiz var.
											Bunun nasıl oluştuğunu bilmiyoruz,
											ama kendi güneş sistemindeki ortaya
çıkış sürecinin bir parçası olabilir.
									","
											Los notables cambios en su luminosidad
											nos llevaron a una conclusión 
increíble sobre su forma.
											Tal como se muestra
en esta impresión artística,
											'Oumuamua es aparentemente
muy largo y estrecho,
											con una relación axial 
aproximada de 10 a 1.
											Asumiendo que es oscuro, significa 
que tiene unos 800 m de longitud.
											No hay nada en nuestro 
sistema solar que se le asemeje.
											Incluso son muy pocos los objetos 
con una relación axial mayor de 5 a 1.
											No sabemos cómo se formó,
											pero pudo ser parte del proceso
de origen de su propio sistema solar.
									","
											L'extrême variation de luminosité
											nous a menés à une conclusion inévitable
à propos de sa forme.
											Comme ce rendu d'artiste le montre ici,
											‘Oumuamua est apparemment
très long et étroit,
											avec un rapport axe d'environ 10 pour 1.
											En supposant qu'il est sombre, il devrait
donc faire environ 800 mètres de long.
											Rien d'autre dans notre système
solaire ne ressemble à ça.
											Seule une poignée d'objets
possèdent un rapport d'axe
											plus grand que 5 pour 1.
											Nous ne savons pas comment il a été formé,
											mais cela pourrait provenir de sa création
dans son système solaire natal.
									","
											Die extremen Helligkeitsschwankungen
											ließen nur eine unglaubliche
Schlussfolgerung zur Form zu.
											Wir in diesem künstlerischen Bild,
											ist ’Oumuamua sehr lang und schmal,
											mit einem Achsenverhältnis von 10:1.
											Bei einer dunklen Oberfläche
ist es 800 Meter lang.
											Nichts in unserem Sonnensystem
											sieht so aus.
											Wir haben nur eine Handvoll Objekte
mit Achsenverhältnissen größer als 5:1.
											Wir wissen nicht,
wie diese Form zustande kommt,
											möglicherweise aufgrund seiner Geburt
im ursprünglichen Sonnensystem.
									","The story of 'Oumuamua, the first visitor from another star system",Karen J. Meech,13:24,"astronomy,extraterrestrial life,exploration,NASA,nature,science,universe,space,asteroid,astrobiology"
"
","
","
","
","
","The story of 'Oumuamua, the first visitor from another star system",Karen J. Meech,13:24,"astronomy,extraterrestrial life,exploration,NASA,nature,science,universe,space,asteroid,astrobiology"
"
											'Oumuamua was varying in brightness
every 7.34 hours,
											or so we thought.
											As more data started
to come in from other teams,
											they were reporting different numbers.
											Why is it the more
we learn about something,
											the harder it gets to interpret?
											Well, it turns out that 'Oumuamua
is not rotating in a simple way.
											It's wobbling like a top.
											So while it is rotating
around its short axis,
											it's also rolling around the long axis
											and nodding up and down.
											This very energetic, excited motion
											is almost certainly the result
of it being violently tossed
											out of its home solar system.
											Now how we interpret the shape
from its brightness
											depends very critically
on how it's spinning,
											so now we have to rethink
what it may look like,
											and as shown in this beautiful painting
by space artist Bill Hartmann,
											we think that 'Oumuamua
may be more of a flattened oval.
									","
											'Oumuamua'nın parlaklığı
her 7,34 saatte bir değişiyordu
											ya da biz öyle sandık.
											Diğer ekiplerden daha fazla veri geldikçe
											farklı rakamlar bildiriyorlardı.
											Nasıl oluyor da daha çok bilgi edindikçe
											yorumlaması daha zor oluyor?
											Görünüşe bakılırsa 'Oumumua
basit bir şekilde dönmüyormuş.
											Bir top gibi yuvarlanıyormuş.
											Yani kendi kısa ekseni etrafında dönerken
											ayrıca uzun eksen
etrafında da yuvarlanıyor
											ve aşağı yukarı sekiyor.
											Bu enerjik hareket
											neredeyse kesinlikle
kendi güneş sisteminden
											şiddetli bir şekilde fırlatılmış
olmasının sonucu.
											Parlaklığından şeklini yorumlayışımız
											kendi ekseni etrafındaki dönüşüne
ciddi anlamda bağlı,
											yani görüntüsünü yeniden
düşünmemiz gerekebilir
											ve ressam Bill Hartmann'ın
bu harika resminde gördüğünüz gibi
											biz 'Oumuamua'nın düzleşmiş bir oval
şeklinde olduğu kanısındayız.
									","
											'Oumuamua variaba 
su luminosidad cada 7,34 horas,
											o al menos eso creíamos.
											A medida que recibíamos 
más datos de diferentes equipos,
											obteníamos números diferentes.
											¿Por qué será que mientras
más conocemos algo,
											más difícil se nos hace interpretarlo?
											Pues bien, resulta que 'Oumuamua
no rota de una manera simple.
											Se tambalea como una tapa.
											Así que mientras rota
sobre su eje más corto,
											también rota sobre su eje más largo
y se balancea de un lado a otro.
											Este movimiento tan energético y dinámico
											es casi seguro el resultado
de haber sido expulsado violentamente
											de su sistema solar.
											Interpretar su forma
a partir de su luminosidad
											depende fundamentalmente
de la forma en que rota,
											así que debemos
replantearnos su apariencia,
											y tal como se ve en esta bella pintura
del artista espacial Bill Hartmann,
											pensamos que 'Oumuamua
puede ser más como un óvalo plano.
									","
											La luminosité d'‘Oumuamua
variait toutes les 7,34 heures,
											du moins c'est ce que nous croyions,
											car les données fournies
par les autres équipes
											rapportaient des chiffres différents.
											Comment expliquer
que plus on en apprend,
											plus il est difficile d'interpréter ?
											Il s'avèra que la rotation de ‘Oumuamua
n'était pas ordinaire.
											La comète oscillait comme une toupie.
											Pendant qu'elle tourne
autour de son petit axe,
											elle tourne aussi autour de son long axe
											et oscille de haut en bas.
											Ce mouvement très dynamique et rapide
											est presque certainement le résultat
d'un choc qui l'a violemment éjecté
											hors de son système solaire d'origine.
											Notre interprétation de sa forme
grâce à sa luminosité
											dépend très sérieusement
de la façon dont elle tourne,
											nous devons donc repenser
ce à quoi elle pourrait ressembler,
											et comme le montre cette belle toile
de l'artiste spatial Bill Hartmann,
											la forme de ‘Oumuamua serait plutôt,
à notre avis, celle d'un ovale aplati.
									","
											’Oumuamua variierte in
seiner Helligkeit alle 7,34 Stunden,
											das dachten wir zumindest.
											Je mehr Daten wir von
anderen Teams empfingen,
											umso mehr Unterschiede kamen ans Licht.
											Weshalb werden die Dinge
schwerer zu verstehen,
											je mehr wir über sie wissen?
											’Oumuamua rotiert nicht einfach.
											Es eiert wie ein Kreisel.
											Während es um die kurze Achse rotiert,
											rollt es um die lange Achse
											und kippt nach oben und unten.
											Diese energiereiche, angeregte Bewegung
											kommt höchstwahrscheinlich vom Auswurf
											aus seinem ursprünglichen Sonnensystem.
											Die Berechnung seiner Form
aus der Helligkeit
											ist fundamental von
seiner Drehrichtung abhängig;
											sodass wir nun eine andere
Gestalt annehmen müssen,
											wie dieses wunderschöne Gemälde des
Weltraumkünstlers Bill Hartmann zeigt,
											gehen wir bei ’Oumuamua nun
von einem abgeflachten Oval aus.
									","The story of 'Oumuamua, the first visitor from another star system",Karen J. Meech,13:24,"astronomy,extraterrestrial life,exploration,NASA,nature,science,universe,space,asteroid,astrobiology"
"
","
","
","
","
","The story of 'Oumuamua, the first visitor from another star system",Karen J. Meech,13:24,"astronomy,extraterrestrial life,exploration,NASA,nature,science,universe,space,asteroid,astrobiology"
