es,pt,en,fr,de,tr,title,speaker,duration,tags
"
											Aprendí una lección muy importante con esto.
											Pietro desconfiaba de la educación artística formal
											de la educación de la historia del arte, porque temía
											que atiborrara a la gente con jerga, 
y después simplemente
											se dedicaran a clasificar cosas 
en lugar de observarlas,
											y quería recordarnos que todo arte 
había sido contemporáneo alguna vez.
											y quería que usáramos los ojos,
											y era especialmente evangélico 
en cuanto a este mensaje,
											porque él estaba perdiendo la vista.
											Quería que miráramos e 
hiciéramos preguntas básicas sobre los objetos.
											¿Qué es? ¿Cómo está hecho? ¿Por qué se hizo?
											¿Cómo se utiliza?
											Y estas fueron lecciones importantes para mí cuando
											después me convertí en 
un profesional de la historia del arte.
									","
											Houve nisso uma importante 
lição para mim.
											Pietro desconfiava 
da formação artística formal,
											da formação em História da Arte, 

											porque receava que fosse encher 
as pessoas de jargão
											e que elas apenas classificassem as coisas
											em vez de olharem para elas.
											E ele queria lembrar-nos de que
											toda a arte foi em tempos contemporânea.
											Queria que usássemos os nossos olhos.
											Ele era especialmente evangélico 
em relação a esta mensagem,
											porque estava a perder a visão.
											Ele queria que olhássemos e fizéssemos 
perguntas básicas sobre os objetos:
											""O que é?"" ""Como é que é feito?""
""Porque é que foi feito?""
											""Como é que era usado?""
											Para mim foram importantes lições
											quando, mais tarde, me tornei 
historiador de arte profissional.
									","
											There was an important lesson for me in that.
											Pietro was suspicious of formal art training,
											art history training, because he feared
											that it filled people up with jargon, and then they just
											classified things rather than looking at them,
											and he wanted to remind us that all art was once contemporary,
											and he wanted us to use our eyes,
											and he was especially evangelical about this message,
											because he was losing his sight.
											He wanted us to look and ask basic questions of objects.
											What is it? How is it made? Why was it made?
											How is it used?
											And these were important lessons to me when
											I subsequently became a professional art historian.
									","
											Ce fut une grande leçon pour moi.
											Pietro se méfiait des formations classiques en Art,
											et en Histoire de l'Art, parce qu'il craignait
											qu'elles ne saturent les élèves avec du jargon, et qu'elles se
											contentent de classer les choses plutôt que de les observer,
											il voulait nous rappeler que tout art fut un jour contemporain,
											et il voulait que nous utilisions nos yeux,
											il insistait surtout sur ce message,
											parce qu'il était en train de perdre la vue.
											Il voulait que nous regardions et posions des questions simples sur les objets.
											Qu'est-ce que c'est? Comment est-ce fabriqué? Pourquoi?
											Comment est-ce utilisé?
											Ce furent pour moi des leçons importantes quand
											je suis devenu par la suite un historien de l'art.
									","
											Aber das war eine wichtige Lektion 
für mich.
											Pietro war misstrauisch gegenüber 
formeller Kunsterziehung und
											kunstgeschichtlicher Ausbildung, 
weil er fürchtete,
											dass es einen mit Fachjargon 
zuschüttet und dann
											beginnt man Dinge eher zu 
beurteilen, als sie zu betrachten
											und er wollte uns daran erinnern, 
dass Kunst einst zeitgenössisch war,
											er wollte, dass wir unsere Augen 
benutzten
											und war besonders missionarisch 
in Bezug auf diese Botschaft,
											weil er anfing, blind zu werden.
											Er wollte, dass wir schauten und 
wichtige Fragen zu den Objekten stellten.
											Was ist es? Wie ist es gemacht? 
Warum wurde es gemacht?
											Wie wurde es verwendet?
											Das waren wichtige Lektionen 
für mich,
											als ich anschließend berufsmäßig 
Kunsthistoriker wurde.
									","
											Burada benim için önemli bir ders vardı.
											Pietro, resmi sanat eğitiminden,
											sanat tarihi eğitiminden kuşku duyardı.
											Bunun, insanları jargonla 
dolduracağından ve
											eserlere bakmaktansa, onları
sınıflandırmaya iteceğinden korkardı.
											Bize hatırlatmak istediği, eserlerin
bir zamanlar çağdaş olduğu idi.
											Bizden gözlerimizi
kullanmamızı isterdi
											ve özellikle bu öğretisinde 
çok ısrarcıydı,
											çünkü gözleri kör oluyordu.
											Bizden objeye bakmamızı
ve basit sorular sormamızı isterdi.
											Bu ne? Nasıl yapılmış? Neden yapılmış?
											Nasıl kullanılıyormuş?
											Sonunda, bir sanat tarihi
profesörü olduğumda,
											bunlar benim için önemli derslerdi.
									",Weaving narratives in museum galleries,Thomas P. Campbell,16:36,"art,museums"
"
","
","
","
","
","
",Weaving narratives in museum galleries,Thomas P. Campbell,16:36,"art,museums"
"
											Mi momento de iluminación llegó 
algunos años después,
											cuando estaba estudiando el arte 
de las cortes del Europa del norte.
											Por supuesto, la discusión se centraba en
											las pinturas, las esculturas
											y la arquitectura de la época.
											Pero conforme empecé a leer documentos históricos
											y descripciones contemporáneas,
											descubrí que había una especie de 
componente que faltaba,
											pues en todas partes me encontraba 
con descripciones de tapices.
											Los tapices eran omnipresentes entre la Edad Media,
											incluso hasta bien entrado el Siglo XVIII;
											y era bastante obvio por qué.
											Los tapices eran portátiles. Se pueden enrollar,
											enviar por adelantado, y conforme
											se iban colgando, se podía transformar un frío
											y húmedo interior en un ambiente vivo, colorido.
											Los tapices representaban un amplio lienzo
											en el que los señores de la época 
podían representar a los héroes
											con los que querían que se les asociara,
											o incluso a ellos mismos,
											y además de eso, los tapices eran carísimos.
											Se requerían decenas de tejedores altamente calificados
											trabajando por largos períodos de tiempo
											con materiales muy caros — las lanas, las sedas,
											incluso hilos de oro y plata.
											Así que, en términos generales, en una etapa 
en que la imagen visual
											de cualquier tipo era rara, la tapicería era una increíble y poderosa
											forma de propaganda.
									","
											A minha espécie de momento ""eureka"" 
surgiu alguns anos depois,
											quando estava a estudar a arte 
das cortes do Norte da Europa.
											Claro que era muito discutida
											em termos de pinturas e esculturas
											e da arquitetura da época.
											Mas assim que comecei a ler 
os documentos históricos
											e as descrições contemporâneas,
											descobri que havia como que 
a falta de um componente,
											onde quer que me deparasse com 
descrições de tapeçarias.
											As tapeçarias eram omnipresentes 
por toda a Idade Média
											e até bem dentro do século XVIII,
											e era bem óbvio porquê.
											As tapeçarias eram portáteis. 
Podiam-se enrolar,
											podiam ser enviadas à frente,
											e durante o tempo 
que levava a pendurá-las,
											podia-se transformar 
um interior frio e húmido,
											numas instalações ricamente coloridas.
											As tapeçarias proporcionavam, 
efetivamente, uma vasta tela
											na qual os patronos da época 
podiam representar os heróis
											com os quais queriam ser associados,
											ou até eles próprios.
											Além disso, as tapeçarias eram 
tremendamente caras.
											Exigiam dezenas de tecelões 
altamente qualificados,
											a trabalhar longos períodos de tempo,
											com materiais muito caros 
— as lãs, as sedas,
											até fios de ouro e de prata.
											Portanto, considerando que, numa época

											em que a imagem visual 
de qualquer tipo era rara, 

											as tapeçarias eram uma forma 
de propaganda incrivelmente eficaz.
									","
											My kind of eureka moment came a few years later,
											when I was studying the art of the courts of Northern Europe,
											and of course it was very much discussed in terms of
											the paintings and the sculptures
											and the architecture of the day.
											But as I began to read historical documents
											and contemporary descriptions,
											I found there was a kind of a missing component,
											for everywhere I came across descriptions of tapestries.
											Tapestries were ubiquitous between the Middle Ages
											and, really, well into the 18th century,
											and it was pretty apparent why.
											Tapestries were portable. You could roll them up,
											send them ahead of you, and in the time
											it took to hang them up, you could transform a cold,
											dank interior into a richly colored setting.
											Tapestries effectively provided a vast canvas
											on which the patrons of the day could depict the heroes
											with whom they wanted to be associated,
											or even themselves,
											and in addition to that, tapestries were hugely expensive.
											They required scores of highly skilled weavers
											working over extended periods of time
											with very expensive materials — the wools, the silks,
											even gold and silver thread.
											So, all in all, in an age when the visual image
											of any kind was rare, tapestries were an incredibly potent
											form of propaganda.
									","
											J'ai eu ma révélation personnelle quelques années plus tard,
											alors que j'étudiais l'art dans les cours d'Europe du Nord,
											et bien sûr, on discutait beaucoup
											des peintures et des sculptures
											et de l'architecture de l'époque.
											Mais lorsque j'ai commencé à lire des documents historiques
											et les descriptions contemporaines,
											j'ai trouvé qu'il manquait une composante,
											jusqu'au jour où je suis tombé sur des descriptions de tapisseries.
											Les tapisseries étaient omniprésentes du Moyen-Âge
											jusqu'à une bonne part du 18ème siècle,
											la raison en était plutôt évidente.
											Les tapisseries étaient transportables. On pouvait les rouler,
											les envoyer en avance, et en un rien de temps,
											celui qu'il fallait pour les accrocher, on transformait une pièce
											froide et humide en un intérieur richement coloré.
											Les tapisseries fournissaient efficacement une grande toile
											sur laquelle les mécènes de l'époque représentaient les héros
											auxquels ils voulaient être associés,
											ou bien eux-mêmes,
											de plus, les tapisseries étaient extrêmement coûteuses.
											Cela nécessitait que de nombreux tisserands hautement qualifiés
											travaillent sur de longues périodes
											avec des matériaux très coûteux — la laine, la soie,
											et même des fils d'or et d'argent.
											Globalement, à une époque où l'image sous toutes ses formes
											était rare, les tapisseries étaient une forme de propagande
											incroyablement puissante.
									","
											Mein Aha-Erlebnis kam ein paar 
Jahre später,
											als ich die Kunst der Fürstenhöfe 
Nordeuropas studierte
											und natürlich wurde viel über
											die Bilder und Skulpturen
											und die damalige Architektur 
diskutiert.
											Aber als ich begann, historische 
Dokumente
											und zeitgenössische Beschreibungen 
zu lesen,
											bemerkte ich, dass es eine fehlende 
Komponente gab,
											immer wenn ich auf Beschreibungen 
von Wandteppichen stieß.
											Wandteppiche waren 
vom Mittelalter bis
											weit ins 18. Jahrhundert 
allgegenwärtig
											und es ist ziemlich 
offensichtlich, warum.
											Wandteppiche waren transportabel. 
Man konnte sie aufrollen,
											vorausschicken und in der Zeit,
											die man zum Aufhängen braucht, 
verwandelt sich ein kalter,
											dunkler Innenraum in eine 
farbenprächtige Umgebung.
											Wandteppiche boten eine 
große Leinwand,
											auf der die damaligen 
Mäzenen die Helden,
											mit denen sie in Verbindung 
gebracht werden wollten
											oder sich selbst, 
darstellen konnten.
											Darüber hinaus waren 
Wandteppiche unglaublich teuer.
											Sie benötigten Hunderte 
hoch qualifizierter Weber,
											die über lange Zeiträume
											mit sehr teueren Materialien — 
Wolle, Seide
											und sogar Gold- und Silberfäden — 
arbeiteten.
											Also insgesamt waren Wandteppiche 
in einer Zeit,
											in der Bilder jeder Art selten waren, 
unglaublich starke
											Formen von Propaganda.
									","
											Benim evreka anım birkaç yıl sonra geldi.
											Kuzey Avrupa saraylarındaki sanat
eserlerini inceliyordum.
											Tabii, tablolar, heykeller 
ve zamanın mimarisi
											bakımından
											çok fazla tartışılmışlardı.
											Tarihi belgeleri ve o çağdaki
											betimlemeleri okuyarak işe
başladığımda,
											eksik bir unsur olduğunu gördüm.
											Her yerde karşıma goblenler
ile ilgili tasvirler çıkıyordu.
											Goblen (dokuma resim)
Orta Çağ'da çok yaygındı,
											hatta 18. yüzyıla kadar geldiler.
											Bunun nedeni oldukça açıktı:
											Goblenler taşınabiliyordu,
halı gibi sarabilirdiniz,
											onları bir yerlere gönderebilir
											veya duvara asarak soğuk ve karanlık
											bir mekânı zengin renklerle
dolu bir yere çevirebilirdiniz.
											Goblenler fiilen büyük afiş
görevi yapıyordu.
											Zamanın sanat hamileri kendilerini
											bazı kahramanlarla
ilşikilendiren sahneler veya
											kendi resimlerini yaptırıyordu.
											Bunun yanında,
goblenler çok çok pahalıydı.
											Çok sayıda usta dokumacı,
											çok pahalı malzemelerle,
											uzun süre çalışıyordu - yün, ipek,
											hatta altın ve gümüş sırmalarla.
											Yani özet olarak, görsel imajların
											nadir bulunduğu bir çağda,
goblenler olağanüstü güçlü
											propoganda araçlarıydı.
									",Weaving narratives in museum galleries,Thomas P. Campbell,16:36,"art,museums"
"
","
","
","
","
","
",Weaving narratives in museum galleries,Thomas P. Campbell,16:36,"art,museums"
"
											Así que me convertí en historiador de tapicería.
											Tiempo después, me convertí en curador
											del Museo Metropolitano, porque vi en ""El Met""
											uno de los pocos lugares donde podría organizar
											exhibiciones realmente grandes sobre el tema
											que tanto me apasionaba.
											Y cerca de 1997, el entonces director 
Phillippe de Montebello
											me dio luz verde para organizar una exhibición
											para el 2002. Generalmente,
contamos con bastante tiempo de anticipación.
									","
											Bom, tornei-me 
um historiador de tapeçarias.
											Na devida altura, acabei como curador
											no Museu Metropolitano de Arte,
											porque via o Met como 
um dos poucos lugares
											onde podia organizar 
grandes exposições sobre o tema
											pelo qual me interessava 
tão apaixonadamente.
											Por volta de 1997, o então diretor 
Philippe de Montebello
											deu-me autorização para 
organizar uma exposição para 2002.
											Nós normalmente temos 
estes longos prazos.
									","
											Well, I became a tapestry historian.
											In due course, I ended up as a curator
											at the Metropolitan Museum, because I saw the Met
											as one of the few places where I could organize
											really big exhibitions about the subject
											I cared so passionately about.
											And in about 1997, the then-director Philippe de Montebello
											gave me the go-ahead to organize an exhibition
											for 2002. We normally have these very long lead-in times.
									","
											Eh bien, je suis devenu un historien de la tapisserie.
											En temps voulu, j'ai fini par devenir conservateur
											au Metropolitan Museum, parce que je voyais le Met
											comme l'un des rares endroits où je pouvais organiser
											de très grandes expositions sur le sujet
											qui m'occupait si passionnément.
											En 1997, le directeur de l'époque, Philippe de Montebello,
											m'a donné le feu vert pour organiser une exposition
											en 2002. Ces longues anticipations sont normales.
									","
											Nun, ich wurde ein Historiker 
für Wandteppiche.
											Zu gegebener Zeit wurde ich Kurator
											am Metropolitan Museum, 
weil ich die Met
											als einen der wenigen Orte ansah, 
wo ich
											wirklich große Ausstellungen 
zu diesem Thema,
											das mich leidenschaftlich 
interessierte, organisieren konnte.
											Und um 1997 gab mir der damalige 
Direktor Philippe de Montebello
											die Erlaubnis, eine Ausstellung 
für 2002 zu organisieren.
											Wir haben gewöhnlich diese 
sehr langen Vorlaufzeiten.
									","
											Bir goblen tarihçisi oldum.
											Zamanı gelince de Metropolitan Müzesi'nde
											bir küratör oldum,
											çünkü bu müze tutkuyla 
sevdiğim bu eserlerin
											sergilenebileceği büyüklükteki
											az sayıdaki müzeden biriydi.
											1997 yılında müdür Philippe Montebello
											2002 yılında
bir sergi düzenlemem için izin verdi.
											Hazırlık için genellikle 
böyle uzun bir zaman harcarız.
									",Weaving narratives in museum galleries,Thomas P. Campbell,16:36,"art,museums"
"
","
","
","
","
","
",Weaving narratives in museum galleries,Thomas P. Campbell,16:36,"art,museums"
"
											No fue sencillo. Ya no era cuestión de
											poner un tapiz en la parte trasera de un auto.
											Hay que enrollarlos en enormes carretes,
											y embarcarlos en transportes de gran tamaño.
											Algunos son tan grandes que tuvimos,
para meterlos al museo,
											que subirlos por las grandes escaleras del frente.
									","
											Não foi fácil.
											Já não era uma questão 
de enfiar uma tapeçaria na mala do carro.
											Elas têm de ser enroladas 
em enormes rolos,
											expedidas em cargueiros enormes.
											Algumas delas são tão grandes que, 
para as conseguirmos meter no museu,
											tivemos de as levar pela grande 
escadaria da frente.
									","
											It wasn't straightforward. It's no longer a question
											of chucking a tapestry in the back of a car.
											They have to be wound on huge rollers,
											shipped in oversized freighters.
											Some of them are so big we had, to get them into the museum,
											we had to take them up the great steps at the front.
									","
											Cela n'a pas été simple. Il n'est donc plus question
											de caser une tapisserie à l'arrière d'une voiture.
											Elles doivent être enroulées sur des rouleaux énormes,
											expédiées dans les camions géants.
											Certaines sont si grandes que, pour les faire rentrer dans le Musée,
											nous avons dû leur faire prendre l'entrée principale.
									","
											Das war nicht einfach. 
Es ging nicht länger darum,
											einen Teppich in den Fond 
eines Wagens zu werfen.
											Sie mussten auf riesige 
Rollen gewickelt
											und in überdimensionalen 
Frachtschiffen verschifft werden.
											Einige sind so groß, dass wir 
sie über die großen Stufen
											auf der Vorderseite hinein 
tragen mussten.
									","
											Kolay yapılacak iş değildir.
											Bir gobleni arabanın arkasına 
atıveremezsiniz.
											Devasa rulolar hâlinde sarılmaları,
											geniş araçlarla taşınmaları gerekir.
											Bazıları öyle büyük ki 
onları müzeye sokmak için
											ön taraftaki geniş merdivenlerden
taşımak zorunda kaldık.
									",Weaving narratives in museum galleries,Thomas P. Campbell,16:36,"art,museums"
"
","
","
","
","
","
",Weaving narratives in museum galleries,Thomas P. Campbell,16:36,"art,museums"
"
											Tuvimos que pensar mucho sobre cómo presentar este
											tema tan desconocido a una audiencia moderna:
											usar los colores oscuros 
para resaltar los colores que quedaban
											en objetos que estaban a menudo desteñidos;
											la distribución de luces 
para resaltar la seda y el hilo de oro;
											el etiquetado.
											Saben, vivimos en una época 
en la que estamos tan acostumbrados
											a las imágenes de televisión y a las fotografías,
											a imágenes efímeras. 
Estos eran objetos grandes, complejos,
											casi como dibujos animados con múltiples narrativas.
											Teníamos que atraer a nuestro público, 
lograr que se tomaran su tiempo,
											para explorar los objetos.
									","
											Pensámos muito sobre como apresentar
											este tema desconhecido 
a uma audiência moderna:
											as cores escuras, para destacar 
as cores que restaram
											em objetos que estão 
frequentemente esbatidos;
											a colocação de luzes para destacar 
os fios de seda e de ouro;
											a legendagem.
											Sabem, vivemos numa época 
em que estamos tão habituados
											às imagens televisivas e às fotografias 
— imagens simplificadas.
											Estas eram coisas grandes, complexas,
											quase como desenhos 
com múltiplas narrativas.
											Tínhamos que atrair a nossa audiência, 
conseguir que eles desacelerassem,
											que explorassem os objetos.
									","
											We thought very hard about how to present this
											unknown subject to a modern audience:
											the dark colors to set off the colors that remained
											in objects that were often faded;
											the placing of lights to bring out the silk and the gold thread;
											the labeling.
											You know, we live in an age where we are so used
											to television images and photographs,
											a one-hit image. These were big, complex things,
											almost like cartoons with multiple narratives.
											We had to draw our audience in, get them to slow down,
											to explore the objects.
									","
											Nous avons intensément réfléchi à la façon de présenter
											ce sujet inconnu à un public moderne :
											les couleurs sombres pour faire ressortir les couleurs qui subsistaient
											dans des objets qui étaient souvent décolorés ;
											le placement des lumières pour mettre en évidence la soie et le fil d'or ;
											l'étiquetage.
											Nous vivons à une époque où nous sommes tellement habitués
											à la télévision, aux images et aux photographies,
											une image simple. Il s'agissait d'objets énormes et complexes,
											presque comme des dessins animés avec des récits multiples.
											Nous avons dû attirer notre public, le faire ralentir,
											pour explorer les objets.
									","
											Wir überlegten angestrengt, 
wie wir diese
											unbekannten Gegenstände einem 
modernen Publikum präsentieren:
											Die dunklen Farben, die sich von 
den übrigen Farben absetzten,
											bei Objekten, die oft 
verblasst waren;
											die Platzierung des Lichts, um die 
Seiden- und Goldfäden hervorzuheben;
											die Kennzeichnung.
											Wir leben in einer Zeit, 
in der wir so
											an Fernsehbilder und Fotos 
gewöhnt sind,
											an Schnappschüsse. Das hier 
waren große, komplexe Sachen,
											fast wie Comics mit mehreren 
Geschichten.
											Das Publikum musste hineingezogen,
langsamer werden,
											um Objekte zu entdecken.
									","
											Bunları nasıl sergileyeceğimizi
çok düşündük,
											modern sanatsevere yabancı şeylerdi:
											Eserlerde diğer renklerin 
güzelliğini ortaya çıkaracak
											koyu bölümler genellikle solmuştu;
											ışığı, ipek ve altın sırmaları 
vurgulayacak şekilde yerleştirmek,
											etiketleme.
											Biliyorsunuz televizyon ve fotoğraf çağı.

											Görüntüleri bir kez görüp
unutmaya alıştığımız
											bir çağda yaşıyoruz.
											Bunlar büyük karmaşık
											resimler, neredeyse çizgi roman gibi
birden çok hikâye anlatıyorlar.
											Bu eserleri inceleyebilmesi için
ziyaretçinin dikkatini çekmeli,
											onları yavaşlatmalıydık.
									",Weaving narratives in museum galleries,Thomas P. Campbell,16:36,"art,museums"
"
","
","
","
","
","
",Weaving narratives in museum galleries,Thomas P. Campbell,16:36,"art,museums"
