en,tr,pt,es,fr,title,speaker,duration,tags
"
","
","
","
","
",A rare galaxy that's challenging our understanding of the universe,Burçin Mutlu-Pakdil,4:39,"TED Fellows,astronomy,physics,space,science,discovery,universe"
"
											We will not be visiting
this galaxy anytime soon.
											It is approximately 359 million
light years away from Earth.
											You may think this is far.
											Well, actually, this is one
of the nearby galaxies.
											I study this object in different light —
											in ultraviolet, optical and near-infrared.
											Small details on our body,
like a scar or wrinkles,
											tell the story of our lives.
											Similarly, a galaxy's structure
in different light
											can help us trace back
their origin and evolution.
									","
											Bu galaksiyi yakın bir zamanda
ziyaret etmemiz söz konusu değil.
											Dünya'dan yaklaşık 359 milyon
ışık yılı uzaklıkta.
											Uzak olduğunu düşünebilirsiniz.
											Ama aslında yakın galaksilerden biri.
											Bu cismi farklı ışıkla inceliyorum:
											ultra-viyole, optik
ve yakın kızılötesi ışıkla.
											Yara izi veya kırışıklık gibi
vücudumuzdaki küçük ayrıntılar
											hayatımız hakkında bilgi verir.
											Benzer şekilde bir galaksinin
farklı ışık altındaki yapısı da
											oluşumu ve evrimi hakkında
bize yardım edebilir.
									","
											Não vamos visitar essa galáxia tão cedo.
											Ela está a cerca de 359 milhões
de anos-luz da Terra.
											Podem pensar que isto é muito longe.

											Bem, na verdade, é uma galáxia próxima.
											Eu estudo este objeto
com diferentes luzes
											— com ultravioleta, ótico e infravermelho.
											Pequenos detalhes no nosso corpo,
como as cicatrizes e as rugas,
											contam a história da nossa vida.
											Do mesmo modo, a estrutura
de uma galáxia sob diferentes luzes
											pode ajudar-nos a rastrear
a sua origem e evolução.
									","
											No podremos visitar
esta galaxia en el corto plazo.
											Se encuentra a unos 359 millones
de años luz de la Tierra.
											Parece muy lejos
											pero, de hecho, es una galaxia cercana.
											Estudio este objeto con diferentes luces:
											ultravioleta, óptica y casi infrarroja.
											Los pequeños detalles en nuestro cuerpo,
como las cicatrices o las arrugas,
											cuentan nuestra historia de vida.
											De forma similar, la estructura 
de una galaxia vista con luces diferentes
											puede ayudarnos a rastrear 
su origen y evolución.
									","
											Nous ne visiterons pas cette galaxie
de sitôt.
											Elle est située à environ
359 millions d'années-lumière de la Terre.
											Vous pourriez penser que c'est loin.
											Bien, en réalité, c'est l'une
des galaxies les plus proches.
											J'étudie cet objet
dans différentes lumières,
											dans l'ultraviolet, le visible
et le proche infrarouge.
											Les détails minimes sur notre corps,
comme une cicatrice ou des rides,
											révèlent le récit de notre vie.
											Similairement, la structure d'une galaxie
dans différentes lumières
											peut nous aider à remonter à son origine
et à étudier son évolution.
									",A rare galaxy that's challenging our understanding of the universe,Burçin Mutlu-Pakdil,4:39,"TED Fellows,astronomy,physics,space,science,discovery,universe"
"
","
","
","
","
",A rare galaxy that's challenging our understanding of the universe,Burçin Mutlu-Pakdil,4:39,"TED Fellows,astronomy,physics,space,science,discovery,universe"
"
											How do I look for these details?
											I model the bright central body
											and remove my model from the image
											to check for any hidden features,
											because a bright structure in a galaxy
may blind our views of faint features,
											just like using sunglasses
when you are blinded by the intense light.
									","
											Bu ayrıntıları nasıl mı arıyorum?
											Parlak merkezin modelini çıkarıyorum
											ve kendi modelimi görselden ayırıp
											gizli özellikleri var mı diye
kontrol ediyorum,
											çünkü bir galaksideki parlak yapı
belirsiz özellikleri görmemizi engeller,
											tıpkı yoğun ışık gözlerimiz aldığında
güneş gözlüğü kullanmak gibi.
									","
											Como é que procuramos esses detalhes?
											Eu modelo o corpo central brilhante
											e removo o meu modelo da imagem
											para verificar quaisquer
características escondidas,
											porque a estrutura brilhante numa galáxia
											pode cegar a nossa visão
quanto a características fracas,
											tal como usar óculos de sol
quando estamos cegos pela luz intensa.
									","
											¿Cómo busco estos detalles?
											Modelo un cuerpo central brillante
											y retiro mi modelo de la imagen
											para comprobar si hay 
alguna característica oculta,
											porque la estructura 
brillante de una galaxia
											puede impedirnos ver
sus rasgos más débiles.
											Es como usar gafas de sol 
cuando la luz intensa no nos permite ver.
									","
											Comment cherché-je ces détails ?
											Je modèle le corps central brillant
											et je retire mon modèle de l'image
											pour chercher des particularités cachées
											car une structure lumineuse d'une galaxie
peut nous cacher des objets plus faibles,
											C'est comme mettre des lunettes
de soleil si la lumière est trop intense.
									",A rare galaxy that's challenging our understanding of the universe,Burçin Mutlu-Pakdil,4:39,"TED Fellows,astronomy,physics,space,science,discovery,universe"
"
","
","
","
","
",A rare galaxy that's challenging our understanding of the universe,Burçin Mutlu-Pakdil,4:39,"TED Fellows,astronomy,physics,space,science,discovery,universe"
"
											The result was a big surprise.
											This galaxy doesn't just
have an outer ring,
											it has an additional, diffused inner ring.
											We were having a hard time
explaining the origin of the outer ring
											in Hoag-type galaxies.
											Now we also need to explain
this mysterious second ring.
									","
											Sonuç, büyük bir sürpriz oldu.
											Galaksinin yalnızca dış bir halkası yok,
											bir de yayılmış iç bir halkası var.
											Hoag türü galaksilerde dış halkanın
oluşumunu açıklarken
											bir hayli zorlanıyorduk.
											Şimdi bir de bu gizemli
ikinci halkayı açıklamamız gerek.
									","
											O resultado foi muito surpreendente.
											Esta galáxia não tem só um anel exterior,
											tem um outro anel interior difuso.
											Estamos a ter dificuldade em explicar
a origem do anel exterior
											nas galáxias do tipo Hoag.
											Agora também precisamos de explicar
este misterioso segundo anel.
									","
											El resultado fue una gran sorpresa.
											Esta galaxia no solo 
tiene un anillo exterior,
											también tiene uno difuso en su interior.
											Ya nos resultaba difícil explicar
el origen del anillo exterior
											en las galaxias tipo Hoag.
											Ahora también necesitábamos 
explicar este segundo y misterioso anillo.
									","
											Le résultat fut une grande surprise.
											Cette galaxie n'a pas uniquement
un anneau externe,
											elle a un anneau supplémentaire,
interne et diffus.
											Nous avons du mal à expliquer
l'origine de l'anneau externe
											dans les galaxies de Hoag.
											Maintenant nous devons également
expliquer ce mystérieux second anneau.
									",A rare galaxy that's challenging our understanding of the universe,Burçin Mutlu-Pakdil,4:39,"TED Fellows,astronomy,physics,space,science,discovery,universe"
"
","
","
","
","
",A rare galaxy that's challenging our understanding of the universe,Burçin Mutlu-Pakdil,4:39,"TED Fellows,astronomy,physics,space,science,discovery,universe"
"
											There is currently no known mechanism
											that can explain the existence of an inner
ring in such a peculiar galaxy.
											So the discovery of Burçin's Galaxy
clearly highlights the gap
											in our knowledge of galaxy evolution.
											Further research into how
this extremely rare galaxy was formed
											can provide us with new clues
on how the universe works.
											This discovery tells us
that we still have a lot to learn,
											and we should keep looking
deeper and deeper in space
											and keep searching for the unknown.
									","
											Böyle tuhaf bir galaksideki
iç bir halkanın varlığını açıklayacak
											şu an bilinen hiçbir mekanizma yok.
											Dolayısıyla Burçin'in Galaksisi
											galaksi evrimi konusundaki
o boşluğa açıkça dikkat çekiyor.
											Bu inanılmaz derecede nadir galaksinin
oluşumuna ilişkin yapılacak araştırmalar
											evrenin nasıl işlediğine dair
bize yeni ipuçları sağlayabilir.
											Bu keşif bize öğrenecek
hâlâ çok şeyimiz olduğunu,
											uzayda giderek daha derinlere bakmamızı
											ve bilinmeyeni aramamızı söylüyor.
									","
											Atualmente não há 
nenhum mecanismo conhecido
											que possa explicar a existência de um anel
interior numa galáxia tão peculiar.
											A descoberta da Galáxia de Burçin
ilustra claramente a lacuna
											nos nossos conhecimentos
sobre a evolução da galáxia.
											Uma investigação maior sobre como
esta galáxia extremamente rara se formou
											pode fornecer novas pistas sobre
como funciona o universo.
											Esta descoberta diz-nos
que ainda temos muito a aprender
											e devemos continuar a observar
cada vez mais o espaço
											e continuar a procurar o desconhecido.
									","
											Actualmente, no hay un mecanismo conocido
que pueda explicar la existencia
											de un anillo interior
en esta peculiar galaxia.
											El descubrimiento de la galaxia Burçin
claramente resalta la brecha
											que hay en el conocimiento 
de la evolución de las galaxias.
											Hace falta realizar otras investigaciones
sobre cómo se formó esta galaxia tan rara
											para obtener nuevas pistas
sobre el funcionamiento del universo.
											Este descubrimiento nos dice
que aún tenemos mucho que aprender,
											y deberíamos seguir explorando
más y más profundo en el espacio
											e investigando lo desconocido.
									","
											Il n'y a actuellement
aucun mécanisme connu
											expliquant l'existence d'un anneau
interne dans une galaxie aussi étrange.
											La découverte de la Galaxie de Burçin
met ainsi bien en valeur les manques
											dans notre savoir en évolution de galaxie.
											Des recherches approfondies sur comment
cette galaxie aussi rare s'est formée
											peut nous fournir de nouveaux indices
sur le fonctionnement de l'univers.
											Cette découverte nous annonce
qu'il y a encore beaucoup à apprendre,
											que nous devons continuer de chercher
de plus en plus profondément dans l'espace
											et continuer de traquer
ce qui nous est inconnu.
									",A rare galaxy that's challenging our understanding of the universe,Burçin Mutlu-Pakdil,4:39,"TED Fellows,astronomy,physics,space,science,discovery,universe"
"
","
","
","
","
",A rare galaxy that's challenging our understanding of the universe,Burçin Mutlu-Pakdil,4:39,"TED Fellows,astronomy,physics,space,science,discovery,universe"
"
											Thank you.
									","
											Teşekkürler.
									","
											Obrigada.
									","
											Gracias.
									","
											Merci.
									",A rare galaxy that's challenging our understanding of the universe,Burçin Mutlu-Pakdil,4:39,"TED Fellows,astronomy,physics,space,science,discovery,universe"
"
","
","
","
","
",A rare galaxy that's challenging our understanding of the universe,Burçin Mutlu-Pakdil,4:39,"TED Fellows,astronomy,physics,space,science,discovery,universe"
"
											(Applause)
									","
											(Alkışlar)
									","
											(Aplausos)
									","
											(Aplausos)
									","
											(Applaudissements)
									",A rare galaxy that's challenging our understanding of the universe,Burçin Mutlu-Pakdil,4:39,"TED Fellows,astronomy,physics,space,science,discovery,universe"
"
","
","
","
","
",A rare galaxy that's challenging our understanding of the universe,Burçin Mutlu-Pakdil,4:39,"TED Fellows,astronomy,physics,space,science,discovery,universe"
