en,es,fr,tr,de,title,speaker,duration,tags
"
","
","
","
","
",To learn is to be free,Shameem Akhtar,12:35,"activism,education,gender equality,gender,children,motivation,inequality,personal growth,potential,social change,society,women"
"
											Throughout centuries, people
have been fighting for their identity.
											People have been loved, privileged,
because of their identity,
											their nationality, their ethnicity.
											Again, people have been hated, denied,
											because of their nationality,
their identity,
											their race, their gender, their religion.
											Identity determines your position
in society, wherever you live.
											So if you ask me, I would say
I hate this question of identity.
											Millions of girls in this world
are being denied their basic rights
											because of being female.
											I would have faced the same,
if I hadn't been raised as a boy.
											I was determined to continue my studies,
to learn, to be free.
											After my schooling, even enrolling
in college was not easy for me.
											I went on a three-day hunger strike.
									","
											A través de los siglos, las personas
han estado luchando por su identidad
											las personas han sido amadas, 
privilegiadas por su identidad,
											su nacionalidad, su origen racial.
											Y también, las personas 
han sido odiadas, se las ha negado
											por culpa de su nacionalidad, su identidad
											su raza, su género, su religión.
											La identidad determina tu posición
en la sociedad, donde sea que vivas;
											entonces si me preguntan a mí, 
yo diría que odio esto de la identidad.
											A millones de niñas en este mundo
se les niega sus derechos básicos
											solo por haber nacido mujer.
											Y yo hubiera enfrentado lo mismo
si no me hubiesen criado como niño.
											Yo estaba decidida a continuar 
mis estudios, a aprender, a ser libre.
											Luego de mi aprendizaje escolar, incluso
inscribirme en la universidad fue difícil,
											tuve que hacer una huelga de hambre
de tres días.
									","
											À travers les siècles, les gens
se sont battus pour leur identité.
											Les gens ont été aimés et privilégiés
grâce à leur identité,
											à leur nationalité,
à leur groupe ethnique.
											Encore, les gens ont été haïs et reniés
											à cause de leur nationalité,
de leur identité,
											de leur race, de leur sexe
ou leur religion.
											L'identité détermine votre place
dans la société, où que vous viviez.
											Si vous voulez mon avis,
je déteste cette question d'identité.
											Des millions de filles dans ce monde
sont privées de leurs droits fondamentaux
											parce qu'elles sont des filles.
											J'aurais été confrontée au même sort

											si je n'avais pas été élevée
comme un garçon.
											J'étais déterminée à continuer mes études,
à apprendre et à être libre.
											Après l'école, même m'inscrire
à l'université a été difficile pour moi.
											J'ai fait une grève de la faim
pendant trois jours.
									","
											Yüzyıllardır insanlar
kimlikleri için savaşıyor.
											İnsanlar; kimlikleri, milliyetleri,
etnik kökenleri sayesinde seviliyor,
											onlara ayrıcalık tanınıyor.
											Ya da milliyetleri, kimlikleri,
											ırkları, cinsiyetleri,
dinleri nedeniyle
											yok sayılıyor veya nefret ediliyor.
											Nerede yaşarsanız yaşayın
kimlik toplumdaki konumunuzu belirler.
											Bu yüzden, bana sorarsanız
kimlik sorularından nefret ediyorum.
											Dünyadaki milyonlarca kız
temel haklarından mahrum bırakılıyor,
									","
											Seit Jahrzehnten schon
kämpfen Menschen für ihre Identität.
											Menschen wurden geliebt und begünstigt,
aufgrund ihrer Identität,
											ihrer Nationalität, 
ihrer Volkszugehörigkeit.
											Ebenso wurden Menschen
gehasst, abgewiesen,
											aufgrund ihrer Nationalität,
ihrer Identität,
											ihrer Rasse, ihres
Geschlechts, ihrer Religion.
											Ihre Identität bestimmt Ihre Position 
in der Gesellschaft, egal, wo Sie leben.
											Wenn Sie mich fragen, sage ich:
Ich hasse diese Frage der Identität.
											Millionen von Mädchen auf dieser Welt
werden grundlegende Rechte vorenthalten
											aufgrund ihres Geschlechts.
											Ich wäre ebenso betroffen gewesen,
wäre ich nicht als Junge erzogen worden.
											Ich war entschlossen,
meine Studien weiter zu betreiben,
											zu lernen und frei zu sein.
											Auch nach der Schulzeit
											war es nicht leicht,
mich an einer Hochschule einzuschreiben.
											Ich trat drei Tage lang
in den Hungerstreik.
									",To learn is to be free,Shameem Akhtar,12:35,"activism,education,gender equality,gender,children,motivation,inequality,personal growth,potential,social change,society,women"
"
","
","
","
","
",To learn is to be free,Shameem Akhtar,12:35,"activism,education,gender equality,gender,children,motivation,inequality,personal growth,potential,social change,society,women"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											sadece kadın oldukları için.
											Eğer erkek gibi yetiştirilmeseydim
ben de aynı sorunlarla karşılaşacaktım.
											Öğrenimime devam etmeye, öğrenmeye,
özgür olmaya kararlıydım.
											Evde öğrenimimden sonra, koleje
kaydolmak bile benim için kolay değildi.
											Üç gün açlık grevine girdim.
									","
											(Lachen)
									",To learn is to be free,Shameem Akhtar,12:35,"activism,education,gender equality,gender,children,motivation,inequality,personal growth,potential,social change,society,women"
"
","
","
","
","
",To learn is to be free,Shameem Akhtar,12:35,"activism,education,gender equality,gender,children,motivation,inequality,personal growth,potential,social change,society,women"
"
											Then, I got permission for college.
									","
											Luego, obtuve el permiso para ir 
a la universidad.
									","
											Puis, on m'a autorisée
à aller à l'université.
									","
											(Kahkaha)
									","
											Dann wurde ich zur Hochschule zugelassen.
									",To learn is to be free,Shameem Akhtar,12:35,"activism,education,gender equality,gender,children,motivation,inequality,personal growth,potential,social change,society,women"
"
","
","
","
","
",To learn is to be free,Shameem Akhtar,12:35,"activism,education,gender equality,gender,children,motivation,inequality,personal growth,potential,social change,society,women"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											Ondan sonra koleje
gitmek için izin aldım.
									","
											(Lachen)
									",To learn is to be free,Shameem Akhtar,12:35,"activism,education,gender equality,gender,children,motivation,inequality,personal growth,potential,social change,society,women"
"
","
","
","
","
",To learn is to be free,Shameem Akhtar,12:35,"activism,education,gender equality,gender,children,motivation,inequality,personal growth,potential,social change,society,women"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Kahkaha)
									","
											(Beifall)
									",To learn is to be free,Shameem Akhtar,12:35,"activism,education,gender equality,gender,children,motivation,inequality,personal growth,potential,social change,society,women"
"
","
","
","
","
",To learn is to be free,Shameem Akhtar,12:35,"activism,education,gender equality,gender,children,motivation,inequality,personal growth,potential,social change,society,women"
"
											In that way, I completed my college.
											Two years later, when the time came
for me to go to university,
											my father turned his eyes,
his attention, to my younger brothers.
											They need to be in school,
secure jobs and support the family.
											And as a woman, my place was to be home.
											But, I don't give up.
											I sign up for a two-year program
to become a lady health visitor.
											Then I hear about Thardeep
Rural Development Program,
											a non-profit organization
working to empower rural communities.
											I sneak away.
											I travel five hours
to interview for a position.
											It is the first time I am the farthest
from my home I have ever been.
											I am closest to my freedom
I have ever been.
											Luckily, I got the job,
											but the hardest part is facing my father.
									","
											De esa manera
terminé mi educación superior.
											Dos años después, llegó la hora 
de ir a la universidad,
											mi padre tornó su atención 
hacia mis hermanos más jóvenes.
											Ellos necesitaban estudiar, para 
tener trabajo y ayudar a su familia.
											Y yo que soy mujer, mi lugar está en casa.
											Pero no me rendí.
											Me inscribí en un programa de dos años 
para ser visitadora de salud.
											Después escuché sobre el programa 
de desarrollo rural de Thardeep,
											una organización no lucrativa que trabaja
para empoderar a comunidades rurales,
											me escabullí.
											Viaje durante cinco horas
a una entrevista por un puesto.
											Era la primera vez y lo más lejos
de mi casa que estuve
											y lo más cerca de mi libertad que estuve.
											Afortunadamente, me dieron el trabajo,
											pero la parte más difícil 
fue encarar a mi padre.
									","
											De cette façon, j'ai obtenu mon diplôme.
											Deux ans plus tard, il est temps
pour moi de faire mon master,
											mais mon père a tourné son attention
envers mes jeunes frères.
											Ils doivent aller à l'école,
trouver du travail et aider la famille.
											En tant que femme,
ma place est à la maison.
											Mais je n'abandonne pas.
											Je m'inscris dans un programme de deux ans
pour devenir infirmière à domicile.
											Puis j'entends parler du Programme
de Développement Rural de Thardeep (TRDP),
											une ONG dont le but est
d'émanciper les communautés rurales.
											Je pars de chez moi en cachette.
											Je fais cinq heures de trajet
pour un entretien d'embauche.
											C'est la première fois
que je suis aussi loin de chez moi.
											Je suis plus près de ma liberté
que je ne l'ai jamais été.
											Heureusement, j'ai décroché ce travail,
											mais le plus difficile,
c'est de faire face à mon père.
									","
											(Alkış)
									","
											So absolvierte ich mein Studium 
an einer Hochschule.
											Zwei Jahre später, als ich
zur Universität gehen wollte,
											richtete mein Vater seine Aufmerksamkeit
auf meine jüngeren Brüder.
											Sie müssen zur Schule gehen, 
einen sicheren Arbeitsplatz bekommen
											und die Familie unterstützen.
											Mein Platz, als Frau, war zuhause.
											Aber ich gebe nicht auf.
											Ich besuche ein zweijähriges Programm,
											um Gesundheitsberaterin zu werden.
											Dann höre ich vom Thardeep-Programm 
für ländliche Entwicklung,
											eine Non-Profit-Organisation 
zur Stärkung der Landbevölkerung.
											Ich schleiche mich davon.
											Ich reise fünf Stunden lang
für ein Bewerbungsgespräch.
											Ich bin weiter von Zuhause
entfernt, als je zuvor.
											Ich komme meiner Freiheit
näher, als je zuvor.
											Glücklicherweise bekomme ich den Job,
											aber das Schwierigste am Ganzen ist es,
meinen Vater zu konfrontieren.
									",To learn is to be free,Shameem Akhtar,12:35,"activism,education,gender equality,gender,children,motivation,inequality,personal growth,potential,social change,society,women"
"
","
","
","
","
",To learn is to be free,Shameem Akhtar,12:35,"activism,education,gender equality,gender,children,motivation,inequality,personal growth,potential,social change,society,women"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											Böylece, kolejden mezun oldum.
											İki yıl sonra, üniversiteye
gitme vaktim geldiğinde,
											babam dikkatini kardeşlerime verdi.
											Onların okula gitmesi, güzel işleri olması
ve aileyi desteklemesi gerekiyordu.
											Ve bir kadın olarak, benim yerim evdi.
											Yine de pes etmedim.
											Kadın sağlık görevlisi olmak için
iki yıllık bir programa kaydoldum.
											Daha sonra, kırsal toplulukları
güçlendirmeyi amaçlayan kâr amacı gütmeyen
											""Thardeep Kırsal Gelişim Programı""dan
haberim oldu.
											Kaçtım.
											Bir iş mülakatı için beş saat
yolculuk yaptım.
											Hayatımda ilk defa evimden
hiç olmadığım kadar uzaktım.
											Hiç olmadığım kadar özgürlüğüme yakındım.
											Şanslıydım, işi aldım,
											fakat babamla yüzleşme en zor kısımdı.
									","
											(Lachen)
									",To learn is to be free,Shameem Akhtar,12:35,"activism,education,gender equality,gender,children,motivation,inequality,personal growth,potential,social change,society,women"
"
","
","
","
","
",To learn is to be free,Shameem Akhtar,12:35,"activism,education,gender equality,gender,children,motivation,inequality,personal growth,potential,social change,society,women"
"
											Relatives are already scaring him
											about his daughter wandering off,
											teasing him with talk
of his daughter crossing the border.
											When I return home,
											I want nothing more than just
to accept the position in Thardeep.
											So that night, I packed
all my things in a bag,
											and I walked into
my father's room and told him,
											""Tomorrow morning,
the bus is going to come in.
											If you believe in me,
											if you believe in me,
											you will wake me up
and take me to the bus station.
											If you don't, I'll understand.""
											Then I went to sleep.
											The next morning, my father
was standing beside me
											to take me to the bus stop.
									","
											Mis parientes ya lo estaban alarmando
											acerca de su hija, que vagueaba,
											burlándose de él, hablando de su hija
que cruzó la frontera.
											Cuando volví a casa,
											lo único que quería era aceptar
esa posición en Thardeep.
											Entonces esa noche empaqué
todas mis cosas en una maleta
											y entré al cuarto de mi papá
a decirle lo siguiente:
											""Mañana por la mañana, 
va a llegar un autobús.
											Si crees en mí,
											si confías en mí,
											me despertarás y me acompañarás 
a la estación de bus;
											si no lo haces, yo entenderé"".
											Y me fui a dormir.
											A la mañana siguiente, mi padre
estaba parado a mi lado
											para llevarme a la estación de autobús.
									","
											Ma famille lui fait déjà peur
											à propos de sa fille qui disparaît,
											elle le taquine en parlant
de sa fille qui traverse la frontière.
											Lorsque je rentre chez moi,
											je ne veux rien de plus
que d'accepter ce travail à Thardeep.
											Cette nuit-là, j'ai fait mes bagages.
											Je suis entrée dans la chambre
de mon père et je lui ai dit :
											« Demain matin, le bus va passer.
											Si tu crois en moi,
											si tu crois en moi,
											tu vas me réveiller
et m'amener à l'arrêt de bus.
											Si tu ne peux pas, je comprendrai. »
											Puis je suis allée dormir.
											Le lendemain matin, mon père
se tenait à côté de moi
											pour m'amener à l'arrêt de bus.
									","
											(Kahkaha)
									","
											Verwandte sticheln 
und jagen ihm schon Angst ein,
											dass seine Tochter davonläuft
											und Grenzen überschreitet.
											Zuhause angekommen,
											will ich nichts weiter,
als die Stelle in Thardeep annehmen.
											In der Nacht packte ich
all meine Sachen in eine Tasche,
											betrat das Zimmer meines Vaters
und sagte zu ihm:
											""Morgen früh kommt der Bus.

											Wenn du an mich glaubst,
											wenn du an mich glaubst,
											wirst du mich wecken
und zur Bushaltestelle bringen.
											Wenn du das nicht tust,
werde ich es verstehen.""

											Dann ging ich schlafen.
											Am nächsten Morgen 
stand mein Vater neben mir,
											bereit, mich zur Haltestelle zu bringen.
									",To learn is to be free,Shameem Akhtar,12:35,"activism,education,gender equality,gender,children,motivation,inequality,personal growth,potential,social change,society,women"
"
","
","
","
","
",To learn is to be free,Shameem Akhtar,12:35,"activism,education,gender equality,gender,children,motivation,inequality,personal growth,potential,social change,society,women"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											Akrabalarım şimdiden kızının,
											etrafta gezinmesi hakkında
babamı korkutmaya;
											çizgiyi aşması hakkında babamla
dalga geçmeye başlamıştı.
											Eve döndüğümde,
											Thardeep'teki işi kabul etmek dışında
bir şey istemiyordum.
											O gece, bütün eşyalarımı çantama koydum,
											babamın odasına girdim ve dedim ki:
											""Yarın sabah bir otobüs gelecek,
											bana inanıyorsan,
											bana inanıyorsan,
											beni uyandırır ve otogara bırakırsın.
											İnanmıyorsan, anlarım.""
											Sonra yatağıma gittim.
											Sonraki sabah, babam yatağım yanında
											beni durağa bırakmak için bekliyordu.
									","
											(Beifall)
									",To learn is to be free,Shameem Akhtar,12:35,"activism,education,gender equality,gender,children,motivation,inequality,personal growth,potential,social change,society,women"
"
","
","
","
","
",To learn is to be free,Shameem Akhtar,12:35,"activism,education,gender equality,gender,children,motivation,inequality,personal growth,potential,social change,society,women"
