en,de,tr,title,speaker,duration,tags
"
","
","
",The NSA responds to Edward Snowden's TED Talk,Richard Ledgett,33:30,"culture,global issues,government,law,surveillance,encryption"
"
											CA: Now, you had said that
											Ed Snowden had other avenues
											for raising his concerns.
											The comeback on that is a couple of things:
											one, that he certainly believes that as a contractor,
											the avenues that would have been available
to him as an employee weren't available,
											two, there's a track record of other whistleblowers,
											like [Thomas Andrews Drake] being treated
											pretty harshly, by some views,
											and thirdly, what he was taking on
											was not one specific flaw that he'd discovered,
											but programs that had been approved
											by all three branches of government.
											I mean, in that circumstance,
											couldn't you argue that what he did
											was reasonable?
									","
											CA: Sie sagten,
											dass Ed Snowden andere Möglichkeiten
											zum Äußern seiner Bedenken gehabt hätte.
											Die Erwiderung darauf 
besteht aus mehreren Punkten:
											Zuerst einmal dachte er sicher, 
dass er als Dienstleister
											nicht dieselben Möglichkeiten 
wie ein Festangestellter hätte.
											Zweitens gibt es auch Erfahrungen 
mit anderen Whistleblowern,
											etwa [Thomas] Andrews Drake,
											mit dem recht hart umgegangen wurde, 
wie manche meinen.
											Drittens, woran er Anstoß nahm,
											war nicht ein bestimmtes Problem, 
das er entdeckt hatte,
											sondern Programme,
											die von allen drei Staatsgewalten 
bewilligt wurden.
											Könnte man unter
diesen Umständen nicht sagen,
											dass seine Taten nachvollziehbar waren?
									","
											CA: Söylediğiniz şey şu:
											Ed Snowden'ın endişelerini dile
getirebileceği,
											birçok yer vardı.
											Buraya gelmeden önce birkaç şey var:
											birincisi, sözleşmeli bir çalışan olarak,
											çalışanların başvurabileceği yerlerin,
onun için mümkün olmadığını düşünüyor,
											ikincisi, muhbirler için bir fişleme
sistemi var,
											tıpkı Thomas A. Drake olayındaki gibi,
											-kimilerine göre oldukça sertti bu-
											üçüncü olarak, üzerinde çalıştığı

											şeyde keşfettiği yalnızca tek bir şey
değildi,
											ancak, bu programlar hükümetin üç erki
											tarafından da onaylandı.
											Yani, bu şartlar içerisinde,
											yaptıklarının kabul edilebilir
											olmadığını mı söylüyorsunuz?
									",The NSA responds to Edward Snowden's TED Talk,Richard Ledgett,33:30,"culture,global issues,government,law,surveillance,encryption"
"
","
","
",The NSA responds to Edward Snowden's TED Talk,Richard Ledgett,33:30,"culture,global issues,government,law,surveillance,encryption"
"
											RL: No, I don't agree with that.
											I think that the —
											sorry, I'm getting feedback
											through the microphone there —
											the actions that he took were inappropriate
											because of the fact that 
he put people's lives at risk,
											basically, in the long run,
											and I know there's been a lot of talk
											in public by Mr. Snowden
and some of the journalists
											that say that the things that have been disclosed
											have not put national security and people at risk,
											and that is categorically not true.
											They actually do.
											I think there's also an amazing arrogance
											to the idea that he knows better than
											the framers of the Constitution
											in how the government should 
be designed and work
											for separation of powers
											and the fact that the executive 
and the legislative branch
											have to work together and they have
checks and balances on each other,
											and then the judicial branch,
											which oversees the entire process.
											I think that's extremely arrogant on his part.
									","
											RL: Nein, das sehe ich nicht so.
											Ich denke, dass —
											Entschuldigung, ich bekomme
											eine Rückkopplung durch das Mikrofon —
											seine Handlungen unangemessen waren,
											denn er hat auf lange Sicht
											Menschenleben aufs Spiel gesetzt.
											Ich weiß, dass Herr Snowden
											und einige Journalisten 
in der Öffentlichkeit oft sagen,
											dass die veröffentlichten Unterlagen
											nicht die nationale Sicherheit 
und Menschenleben gefährdet haben,
											aber das ist einfach nicht wahr.
											Tatsächlich sind sie gefährlich.
											In meinen Augen gehört auch 
eine unglaubliche Arroganz dazu,
											dass er es besser wissen will
											als die Autoren der Verfassung,
											wie die Gewaltenteilung des Staates
											aufgebaut sein muss,
											nämlich, dass die Exekutive 
und die Legislative
											zusammenarbeiten müssen, 
sich gegenseitig kontrollieren,
											und die Judikative 
den gesamten Prozess überwacht.
											Ich denke, dass das 
sehr arrogant von ihm ist.
									","
											RL: Hayır, buna katılmıyorum.
											Sanırım —
											pardon, sesim mikrofondan
											tekrar bana yankılanıyor —
											gerçekleştirdiği eylemler uygunsuzdu,
											işin aslı bu eylemlerle,
uzun vadede insanların
											hayatlarını riske attı
											ve basında, Snowden tarafından
											pek çok şey anlatıldı
ve bazı gazeteciler
											ifşa edilen bu şeylerin
											insanların ve ulusun güvenliğini tehdit 
etmediğini söylüyor
											ve bu kesinlikle doğru değil.
											Aslında riske attı.
											Hükümetin kuvvetler ayrılığına göre,
											nasıl tasarlanması ve çalışması
gerektiğini,
											yasama ve yürütme organlarının

											birbirlerinin denge ve denetleme
											mekanizmaları olarak birlikte çalışma

											zorunluluğunu
ve yargının bütün bu işleyişi
											izleme durumunu, onun,
anayasa kurucularından
											daha iyi bildiğini savunan
											küstahça bir fikir var.
											Bence işin bu kısmı oldukça küstahça.
									",The NSA responds to Edward Snowden's TED Talk,Richard Ledgett,33:30,"culture,global issues,government,law,surveillance,encryption"
"
","
","
",The NSA responds to Edward Snowden's TED Talk,Richard Ledgett,33:30,"culture,global issues,government,law,surveillance,encryption"
"
											CA: Can you give a specific example
											of how he put people's lives at risk?
									","
											CA: Können Sie ein 
konkretes Beispiel geben,
											wie er Menschenleben gefährdet hat?
									","
											CA: İnsanların hayatlarını nasıl riske
											attıklarına bir örnek verebilir misiniz?
									",The NSA responds to Edward Snowden's TED Talk,Richard Ledgett,33:30,"culture,global issues,government,law,surveillance,encryption"
"
","
","
",The NSA responds to Edward Snowden's TED Talk,Richard Ledgett,33:30,"culture,global issues,government,law,surveillance,encryption"
"
											RL: Yeah, sure.
											So the things that he's disclosed,
											the capabilities,
											and the NSA is a capabilities-based organization,
											so when we have foreign intelligence targets,
											legitimate things of interest —
											like, terrorists is the iconic example,
											but it includes things like human traffickers,
											drug traffickers,
											people who are trying to build
advanced weaponry, nuclear weapons,
											and build delivery systems for those,
											and nation-states who might be executing aggression against their immediate neighbors,
											which you may have some visibility
											into some of that that's going on right now,
											the capabilities are applied
											in very discrete and measured and controlled ways.
											So the unconstrained disclosure 
of those capabilities
											means that as adversaries see them
											and recognize, ""Hey, I might be vulnerable to this,""
											they move away from that,
											and we have seen targets in terrorism,
											in the nation-state area,
											in smugglers of various types, and other folks
											who have, because of the disclosures,
											moved away from our ability
											to have insight into what they're doing.
											The net effect of that is that our people
											who are overseas in dangerous places,
											whether they're diplomats or military,
											and our allies who are in similar situations,
											are at greater risk because we don't see
											the threats that are coming their way.
									","
											RL: Sicher.
											Er hat Dinge veröffentlicht,
											die Möglichkeiten —
											und die NSA basiert auf Möglichkeiten.
											Wenn wir ausländische 
Geheimdienst-Ziele haben,
											rechtmäßige Interessen —
											Terroristen sind das bekannteste Beispiel,
											aber auch Menschenhändler,
											Drogendealer,
											Leute, die hochentwickelte Waffen, 
Nuklearwaffen,
											und Liefersysteme dafür bauen wollen,
											und Staaten, die womöglich Angriffe 
auf ihre direkten Nachbarn durchführen,
											wovon Sie vielleicht
											einiges in jüngster Zeit gehört haben —
											wenden wir Möglichkeiten
											auf sehr diskrete und
kontrollierte Art und Weise an.
											Die Aufdeckung
dieser Möglichkeiten bedeutet,
											dass die Gegner sie sehen
											und erkennen: 
""Ich bin dadurch verwundbar"";
											sie ändern ihre Strategien,
											und wir haben bereits Ziele im Bereich 
des Terrorismus
											und der Nationalstaaten beobachtet,
											auch verschiedene Arten von Schmugglern 
und anderen Leuten,
											die sich wegen dieser Veröffentlichungen
											aus unserem Einflussbereich
zurückgezogen haben,
											so dass wir nicht mehr wissen,
was sie tun.
											Das Endergebnis ist, dass unsere Leute
											im Ausland in gefährlichen Situationen,
											egal ob Diplomaten oder Soldaten,
											und unsere Verbündeten 
in ähnlichen Situationen
											in größerer Gefahr sind, 
weil wir die Bedrohungen,
											die auf sie zukommen, nicht sehen.
									","
											RL: Elbette.
											Yani, bu ifşa ettikleri,
											bizim taktiksel yeteneklerimiz,
											UGA taktik-yetenek tabanlı bir kurum,
											yabancı istihbarat hedeflerimiz olduğunda,
											bunlar meşru şeyler —
											teröristler sembolik bir örnektir buna,
											insan kaçakçılarına
											uyuşturucu kaçakçılarına
											gelişmiş ya da nükleer silahlar
üretmeyi deneyen insanlara,
											bunların dağıtım yollarını
inşa edenlere,
											komşu devletlerine karşı savaş sürdüren
ulusal devletlere-
											-şu an gerçekleşmekte olan bazılarını
											görebilirsiniz-
											karşı taktik yeteneklerimizi,
											gayet ölçülü ve kontrollü şekilde
uygularız.
											dolayısıyla taktiksel yeteneklerimizin
ifşa edilmesi,
											bunların düşmanlarımızın da görmesine,
											""Hey, buna karşı savunmasız kalabiliriz.""
diyerek,
											yöntem değişikliği yapmasına sebep olur,
											ulusal sahada,
											çeşitli türde kaçakçılar ve diğer
gruplardan
											oluşan terörist hedefler tanımladık,
											bu ifşalar yüzünden
											onların ne yaptıklarını bilebileceğimiz
											sistemden uzaklaştılar.
											Bunun en net etkisini tehlikeli yerlerde
											görev yapan insanlarımız görecektir;
											diplomatlar ya da askerler,
											benzer durumlardaki müttefiklerimiz,
											büyük bir risk altında, çünkü tehdidin
											nereden geldiğini görmüyoruz.
									",The NSA responds to Edward Snowden's TED Talk,Richard Ledgett,33:30,"culture,global issues,government,law,surveillance,encryption"
"
","
","
",The NSA responds to Edward Snowden's TED Talk,Richard Ledgett,33:30,"culture,global issues,government,law,surveillance,encryption"
"
											CA: So that's a general response saying that
											because of his revelations,
											access that you had to certain types of information
											has been shut down, has been closed down.
											But the concern is that the nature of that access
											was not necessarily legitimate in the first place.
											I mean, describe to us this Bullrun program
											where it's alleged that the NSA
											specifically weakened security
											in order to get the type of 
access that you've spoken of.
									","
											CA: Das ist eine allgemeine Antwort.
											Sie sagen, dass aufgrund 
dieser Enthüllungen
											der Zugang zu bestimmten Informationen 
versperrt wurde,
											den Sie früher hatten.
											Aber die Bedenken sind, 
dass die Art dieses Zugriffs
											von Anfang an
eigentlich nicht rechtens war.
											Könnten Sie uns etwa 
das Bullrun-Programm beschreiben,
											laut dem angeblich die NSA
											gezielt Sicherheitsmaßnahmen 
geschwächt hat,
											um die Art Zugang zu erhalten, 
von dem Sie gesprochen haben.
									","
											CA: Bu açıklamaların geneli için bir
											cevap oldu,
											erişmeniz gereken belirli bilgi tiplerinin
											önü kesildi.
											Endişe verici olan şey şu,
											ilk aşamadan erişimin doğası gereği bu
yasal değil.
											Bize UGA'daki Bullrun programından bahset,
											konuştuğumuz erişim türünü elde
											edebilmek için
											güvenliği zayıflattığı öne sürülüyor
bu programın.
									",The NSA responds to Edward Snowden's TED Talk,Richard Ledgett,33:30,"culture,global issues,government,law,surveillance,encryption"
"
","
","
",The NSA responds to Edward Snowden's TED Talk,Richard Ledgett,33:30,"culture,global issues,government,law,surveillance,encryption"
"
											RL: So there are, when our
											legitimate foreign intelligence targets
of the type that I described before,
											use the global telecommunications system
											as their communications methodology,
											and they do, because it's a great system,
											it's the most complex system ever devised by man,
											and it is a wonder,
											and lots of folks in the room there
											are responsible for the creation
											and enhancement of that,
											and it's just a wonderful thing.
											But it's also used by people who are
											working against us and our allies.
											And so if I'm going to pursue them,
											I need to have the capability
											to go after them,
											and again, the controls are in
											how I apply that capability,
											not that I have the capability itself.
											Otherwise, if we could make it so that
											all the bad guys used one corner of the Internet,
											we could have a domain, badguy.com.
											That would be awesome,
											and we could just concentrate all our efforts there.
											That's not how it works.
											They're trying to hide
											from the government's ability
											to isolate and interdict their actions,
											and so we have to swim in that same space.
											But I will tell you this.
											So NSA has two missions.
											One is the Signals Intelligence mission
											that we've unfortunately read so
much about in the press.
											The other one is the Information Assurance mission,
											which is to protect the national security
systems of the United States,
											and by that, that's things like
											the communications that the president uses,
											the communications that
control our nuclear weapons,
											the communications that our
military uses around the world,
											and the communications that we use with our allies,
											and that some of our allies themselves use.
											And so we make recommendations
on standards to use,
											and we use those same standards,
											and so we are invested
											in making sure that those communications
											are secure for their intended purposes.
									","
											RL: Das passiert, wenn unsere 
legitimen Auslandsgeheimdienst-Ziele,
											wie ich sie bereits beschrieben habe,
											das globale Telekommunikationssystem
											als ihre Kommunikationsmethode verwenden;
											und das tun sie, 
weil es ein tolles System ist.
											Es ist das komplizierteste System, 
dass je erfunden wurde,
											es ist ein Wunder.
											Viele Leute hier im Raum
											sind für die Entstehung
											und Verbesserung verantwortlich,
											und das ist eine tolle Sache.
											Aber es wird auch von Menschen verwendet,
											die gegen uns
und unsere Verbündeten arbeiten.
											Wenn ich sie also verfolgen will,
											muss ich die Möglichkeiten
											zum Verfolgen haben,
											und die Kontrolle besteht darin,
											wie ich die Möglichkeit anwende,
											und nicht, dass ich sie generell habe.
											Wenn wir dafür sorgen könnten,
											dass alle Bösen eine Ecke 
des Internets verwenden,
											könnten wir die Domain 
badguy.com einrichten.
											Das wäre toll,
											dann könnten wir 
unseren Einsatz dorthin verlagern.
											Aber so funktioniert es nicht.
											Sie versuchen,
											sich vor der Fähigkeit der Regierung,
											ihre Handlungen einzugrenzen 
und zu unterbinden, zu verstecken.
											Also müssen wir uns 
im gleichen Raum bewegen.
											Ich sage Ihnen Folgendes:
											Die NSA hat zwei Aufgaben:
											Die Fernmelde- und 
elektronische Aufklärung,
											über die wir leider 
so viel in der Presse hören,
											und die Informationssicherung,
											die die nationalen Sicherheitssysteme 
der USA schützen soll.
											Das sind z. B. Dinge wie
											die Kommunikationswege, 
die der Präsident benutzt,
											die Systeme, die unsere 
Atombomben kontrollieren,
											die Systeme, 
die unser Militär weltweit nutzt,
											und die Systeme, 
die wir mit unseren Verbündeten nutzen
											und die einige unserer 
Verbündeten selbst nutzen.
											Daher empfehlen wir gewisse Standards,
											und diese Standards nutzen wir selbst,
											und daher sind wir verpflichtet
											sicher zu gehen, dass diese Verbindungen
											für die beabsichtigten Zwecke sicher sind.
									","
											RL: Yasal istihbarat örgütümüz, daha önce
											tanımladığım tipteki suç unsurlarını
belirlediğinde,
											iletişim yöntemi olarak,
											ulusal telekomünikasyon sistemini
kullanıyor,
											gerçekten harika bir sistem,
											şimdiye kadar tasarlanmış 
en karmaşık sistem,
											ve en müthişi
											ve o salondaki herkes
											bu harika şeyin
											bunun yaratılmasında
											ve geliştirilmesinde pay sahibi.
											Bu program ayrıca, bize ve
müttefiklerimize
											karşı da kullanılıyor.
											Eğer onların izlerini süreceksek,
											peşlerinden gidebilme
											yetkinliğine ihtiyacımız var
											ve önemli olan, bu gücü
											nasıl kullandığımızla ilgili,
											bu güce sahip olmakla değil.
											Öte yandan, kötü adamlar internette
											bir yerde diyerek, kotuadamlar.com adında
											bir web sitesi alabilirdik.
											Bu harika olurdu
											ve buraya doluşmalarını beklerdik.
											İşler böyle yürümüyor tabii.
											Hükûmetin kontrol alanlarından,
											eylemlerini izole ederek, gizleyerek
											saklanmaya çalışıyorlar
											ve biz onlarla aynı nehirde 
balık tutmak zorundayız.
											Gelmek istediğim konu şu;
											UGA'nın iki görevi var.
											maalesef, basında hakkında
											çok fazla şey okuduğumuz, sinyal
istihbarat görevi.
											Diğeri ise ABD'nin ulusal güvenlik
											sistemlerinin korunduğu, ulusal güvenlik
görevi,
											bunun yanı sıra, bu tarz
											iletişim sistemlerini başkan kullanıyor,
											nükleer silahlarımızın kontrolü bunlarda,
											tüm dünya genelinde ordumuz
bunu kullanıyor,
											müttefiklerimizle haberleşme için
biz kullanıyoruz,
											bazı müttefiklerimiz kullanıyor.
											Elbette, kullanım standartları üzerine 
tavsiyelerde bulunacağız,
											aynı standartları biz de kullanıyoruz
											ve istenilen amaçlar çerçevesinde
											sistemin güvenli olduğundan emin olmak
											için yatırım aldık.
									",The NSA responds to Edward Snowden's TED Talk,Richard Ledgett,33:30,"culture,global issues,government,law,surveillance,encryption"
"
","
","
",The NSA responds to Edward Snowden's TED Talk,Richard Ledgett,33:30,"culture,global issues,government,law,surveillance,encryption"
