en,de,tr,pt,title,speaker,duration,tags
"
","
","
","
",Why doesn't the Leaning Tower of Pisa fall over?,Alex Gendler,4:49,"animation,TED-Ed,architecture,education,engineering,history,world cultures,culture"
"
											For centuries, engineers tried numerous 
strategies to address the lean.
											In 1838, they dug a walkway around the 
base to examine the sunken foundation.
											But removing the supporting sand only 
worsened the tilt.
											In 1935, the Italian Corps of Engineers 
injected mortar to strengthen the base.
											However, the mortar wasn’t evenly 
distributed throughout the foundation,
											resulting in another sudden drop.
									","
											Jahrhundertelang versuchten sich
Ingenieure an Gegenstrategien.
											1838 gruben sie einen Gang um die Basis,
um das versunkene Fundament zu prüfen.
											Doch als sie den Sand abtrugen,
verschlimmerte sich die Neigung.
											1935 spritzte Italiens Ingenieurscorps
die Basis zur Verstärkung mit Mörtel aus.
											Doch der Mörtel verteilte sich
nicht gleichmäßig im Fundament
											und der Turm sackte weiter ab.
									","
											Mühendisler eğimi irdelemek için
yüzyıllar boyunca birçok strateji denedi.
											1838'de, çökük temeli incelemek için
temelin çevresine kaldırım döşediler.
											Ama destek kumunu kaldırmak
eğimi daha kötü hale getirdi.
											1935'de, İtalyan Mühendisler Birliği
güçlendirmek için temele harç kattılar.
											Ama, harç temel boyunca
eşit miktarda dağıtılmamıştı,
											bu da ani bir başka düşüşe neden oldu.
									","
											Durante séculos, os engenheiros
tentaram inúmeras estratégias
											para corrigir a inclinação.
											Em 1838, escavaram uma vala
em volta da torre
											para examinarem as fundações afundadas.
											Mas a remoção da areia de suporte
só agravou a inclinação
											Em 1935, o Corpo Italiano de Engenheiros
injetou cimento para reforçar a base,
											Mas o cimento não foi distribuído
uniformemente pelas fundações
											o que resultou em mais
mais uma inclinação repentina.
									",Why doesn't the Leaning Tower of Pisa fall over?,Alex Gendler,4:49,"animation,TED-Ed,architecture,education,engineering,history,world cultures,culture"
"
","
","
","
",Why doesn't the Leaning Tower of Pisa fall over?,Alex Gendler,4:49,"animation,TED-Ed,architecture,education,engineering,history,world cultures,culture"
"
											All these failed attempts, along with 
the ever-sinking foundation,
											moved the tower closer to 
its tipping point.
											And without definitive knowledge 
of the soil composition,
											engineers couldn’t pinpoint 
the tower’s fatal angle
											or devise a way to stop its fall.
									","
											All diese Fehlversuche
und das weiter sinkende Fundament
											brachten den Turm näher zum Kipppunkt.
											Ohne gesichertes Wissen
über die Beschaffenheit des Bodens
											konnten Ingenieure weder
den kritischen Winkel feststellen
											noch Maßnahmen gegen
den Einsturz des Turms ergreifen.
									","
											Sürekli çöken temelin yanında
bütün bu başarısız denemeler,
											kuleyi devrilme noktasına
daha da yaklaştırdı.
											Toprak niteliği tam olarak bilinmeksizin
											mühendisler, kulenin çok önemli olan
açısını tam olarak saptayamadılar
											veya çöküşünü engellemek için
bir yol düşünemediler.
									","
											Todas estas tentativas fracassadas,
											juntamente com uma fundação
sempre a afundar-se,
											levaram a torre a quase atingir
o ponto de equilíbrio.
											Sem um conhecimento completo
da composição do solo,
											os engenheiros não conseguiam
corrigir o ângulo fatal da torre
											nem conceber uma forma
de impedir a sua queda.
									",Why doesn't the Leaning Tower of Pisa fall over?,Alex Gendler,4:49,"animation,TED-Ed,architecture,education,engineering,history,world cultures,culture"
"
","
","
","
",Why doesn't the Leaning Tower of Pisa fall over?,Alex Gendler,4:49,"animation,TED-Ed,architecture,education,engineering,history,world cultures,culture"
"
											In the years following WWII,
											researchers developed tests to 
identify those missing variables.
											And in the 1970’s, engineers calculated 
the curved tower’s center of gravity.
											With this data and new 
computing technology,
											engineers could model how stiff 
the soil was, the tower’s trajectory,
											and the exact amount of excavation 
needed for the tower to remain standing.
									","
											Nach dem Zweiten Weltkrieg
wurden Tests entwickelt,
											um diese fehlenden Variablen zu ermitteln.
											In den 1970ern berechnete man
den Schwerpunkt des geneigten Turms.
											Dank dieser Daten
und neuer Computertechnologie
											konnte man die Stabilität des Bodens,
den Entwicklungsverlauf der Neigung
											und die exakte Menge
der Bodenentnahme festlegen,
											die den Turm am Einsturz hindern sollte.
									","
											İkinci Dünya Savaşını takip eden yıllarda,
											araştırmacılar, böyle eksik değişkenleri
saptamak için testler geliştirdiler.
											1970'lerde, mühendisler kavisli kulenin
ağırlık merkezini hesapladılar.
											Bu veriyle ve yeni
bilgisayar teknolojisiyle,
											mühendisler toprağın ne kadar çok
sert olduğunun, ayakta durabilmesi için
											gerekli olan kule eğrisinin ve kazının
modelleyebildiler.
									","
											Nos anos a seguir à II Guerra Mundial,
											os investigadores realizaram testes
											para identificar
as variáveis desconhecidas.
											E nos anos 70, os engenheiros calcularam
o centro de gravidade da torre encurvada.
											Com esses dados
e nova tecnologia informática,
											os engenheiros conseguiram 
deduzir a dureza do solo,
											a trajetória da torre
											e a quantidade exata de escavação
necessária para a torre se manter de pé.
									",Why doesn't the Leaning Tower of Pisa fall over?,Alex Gendler,4:49,"animation,TED-Ed,architecture,education,engineering,history,world cultures,culture"
"
","
","
","
",Why doesn't the Leaning Tower of Pisa fall over?,Alex Gendler,4:49,"animation,TED-Ed,architecture,education,engineering,history,world cultures,culture"
"
											In 1992, the team drilled diagonal tunnels
											to remove 38 cubic meters of soil 
from under the tower’s north end.
											Then, they temporarily counterbalanced 
the structure with 600 tons of lead ingots
											before anchoring the base 
with steel cables.
											More than six centuries 
after its construction,
											the tower was finally straightened… 
to a tilt of about four degrees.
											No one wanted the tower to fall,
											but they also didn’t want to lose the 
landmark’s most famous feature.
									","
											1992 bohrte das Ingenieursteam
diagonale Tunnel,
											um unter der Nordseite des Turms
38 Kubikmeter Erde zu entfernen.
											Dann wurde der Turm vorübergehend
mit 600 Tonnen Bleibarren beschwert
											und seine Basis mit Stahlseilen gesichert.
											Mehr als 600 Jahre nach seiner Erbauung
											wurde der Turm nun endlich aufgerichtet —
zu einer Neigung von etwa vier Grad.
											Keiner wollte den Einsturz des Turms,
											doch man wollte auch das berühmte
Merkmal des Wahrzeichens bewahren.
									","
											Ekip, 1992'de kulenin kuzey ucundan
											38 metreküp toprağı çıkarmak için
çapraz tüneller yaptılar.
											Daha sonra, temeli çelik
halatlarla örmeden önce
											yapıyı geçici olarak 600 ton kurşun
külçeyle karşılıklı dengelediler.
											İnşaattan altı yüz yıldan
fazla bir süre sonra,
											kule nihayet dört derecelik
eğimle doğrultuldu.
											Hiç kimse kulenin yıkılmasını istemiyordu,
											ama aynı zamanda görkemli binanın
en meşhur özelliğini kaybetmek istemediler
									","
											Em 1992, a equipa escavou
túneis em diagonal
											para remover 38 metros cúbicos de solo
por baixo do lado norte da torre.
											Depois, equilibraram
temporariamente a estrutura
											com 600 toneladas
de lingotes de chumbo,
											antes de amarrarem a base
com canos de aço.
											Mais de seis séculos
depois da construção,
											a torre estava finalmente endireitada...
											com uma inclinação de cerca de 4 graus.
											Ninguém queria que a torre caísse,
											mas também não queria perder
a sua característica mais famosa.
									",Why doesn't the Leaning Tower of Pisa fall over?,Alex Gendler,4:49,"animation,TED-Ed,architecture,education,engineering,history,world cultures,culture"
"
","
","
","
",Why doesn't the Leaning Tower of Pisa fall over?,Alex Gendler,4:49,"animation,TED-Ed,architecture,education,engineering,history,world cultures,culture"
"
											Today the tower stands at 
55– or 56– meters tall,
											and it should remain stable 
for at least 300 years
											as a monument to the 
beauty of imperfection.
									","
											Heute ist der Turm 55 oder 56 Meter hoch
											und sollte zumindest
für die nächsten 300 Jahre
											als Monument der Schönheit
des Unvollkommenen erhalten bleiben.
									","
											Kule bugün 55, 56 metre
uzunluğunda duruyor
											ve kusurluluğun güzelliğine
bir anıt olarak
											en azından üç yüz yıl daha
sabit kalmalı.
									","
											Hoje a torre mantém-se de pé
com 55 a 56 metros de altura
											e deve manter-se estável
pelo menos durante 300 anos
											como um monumento
à beleza da imperfeição.
									",Why doesn't the Leaning Tower of Pisa fall over?,Alex Gendler,4:49,"animation,TED-Ed,architecture,education,engineering,history,world cultures,culture"
"
","
","
","
",Why doesn't the Leaning Tower of Pisa fall over?,Alex Gendler,4:49,"animation,TED-Ed,architecture,education,engineering,history,world cultures,culture"
