es,pt,en,fr,title,speaker,duration,tags
"
","
","
","
",Can the damaged brain repair itself?,Siddharthan Chandran,15:57,"brain,health,neuroscience,science,synthetic biology,cognitive science,molecular biology,biotech,aging,health care,medicine,medical research,disability,future,innovation"
"
											No sé si captaron todo, 
pero lo que John nos estaba diciendo
											era que la dificultad para respirar
											condujo finalmente al diagnóstico
											de enfermedad de 
la neurona motora.
									","
											- Não sei se perceberam. 
O que John esteve a dizer
											foi que a dificuldade em respirar
											acabou por levar ao diagnóstico
											da doença do neurónio motor.
									","
											Siddharthan Chandran: I don't know if you
caught all of that, but what John was telling us
											was that difficulty with breathing
											led eventually to the diagnosis
											of motor neuron disease.
									","
											Siddhartan Chandran : Je ne sais pas 
si vous avez tout compris,
											mais ce que John nous disait,
c'est que sa difficulté a respirer
											a fini par conduire au diagnostic
											d'une maladie motoneurone.
									",Can the damaged brain repair itself?,Siddharthan Chandran,15:57,"brain,health,neuroscience,science,synthetic biology,cognitive science,molecular biology,biotech,aging,health care,medicine,medical research,disability,future,innovation"
"
","
","
","
",Can the damaged brain repair itself?,Siddharthan Chandran,15:57,"brain,health,neuroscience,science,synthetic biology,cognitive science,molecular biology,biotech,aging,health care,medicine,medical research,disability,future,innovation"
"
											Así está John 18 meses 
después del diagnóstico,
											y le he pedido que nos hable de
											su situación actual.
									","
											John tem hoje mais 18 meses 
do que naquele dia
											e agora vou pedir-lhe 
que nos diga qualquer coisa
											sobre a sua situação atual.
									","
											So John's now 18 months
further down in that journey,
											and I've now asked him to tell us something about
											his current predicament.
									","
											Cela fait maintenant 18 mois
que John a entamé ce voyage,
											et je lui ai demandé 
de nous parler un peu
											de son problème actuel.
									",Can the damaged brain repair itself?,Siddharthan Chandran,15:57,"brain,health,neuroscience,science,synthetic biology,cognitive science,molecular biology,biotech,aging,health care,medicine,medical research,disability,future,innovation"
"
","
","
","
",Can the damaged brain repair itself?,Siddharthan Chandran,15:57,"brain,health,neuroscience,science,synthetic biology,cognitive science,molecular biology,biotech,aging,health care,medicine,medical research,disability,future,innovation"
"
											Lo que tengo ahora es que 
mi respiración ha empeorado.
											Tengo debilidad en las manos, 
los brazos y las piernas.
											Básicamente, estoy en una silla de 
ruedas la mayor parte del tiempo.
									","
											- A minha respiração agora
está muito pior.
											Não tenho força nas mãos, 
nos braços e nas pernas.
											Portanto, ando na cadeira de rodas 
a maior parte do tempo.
									","
											John: What I've got now is 
the breathing's gotten worse.
											I've got weakness in my hands, 
my arms and my legs.
											So basically I'm in a wheelchair most of the time.
									","
											John : ce qui se passe en ce moment, c'est
que mon problème respiratoire a empiré,
											j'ai des faiblesses dans les mains, 
les bras et les jambes.
											Je suis donc en fauteuil roulant 
la plupart du temps.
									",Can the damaged brain repair itself?,Siddharthan Chandran,15:57,"brain,health,neuroscience,science,synthetic biology,cognitive science,molecular biology,biotech,aging,health care,medicine,medical research,disability,future,innovation"
"
","
","
","
",Can the damaged brain repair itself?,Siddharthan Chandran,15:57,"brain,health,neuroscience,science,synthetic biology,cognitive science,molecular biology,biotech,aging,health care,medicine,medical research,disability,future,innovation"
"
											John acaba de decirnos 
que está en una silla de ruedas
											la mayor parte del tiempo.
									","
											- John disse-nos que está
numa cadeira de rodas
											a maior parte do tempo.
									","
											SC: John's just told us he's in a wheelchair
											most of the time.
									","
											SC : John vient de nous dire 
qu'il est en fauteuil roulant
											la plupart du temps.
									",Can the damaged brain repair itself?,Siddharthan Chandran,15:57,"brain,health,neuroscience,science,synthetic biology,cognitive science,molecular biology,biotech,aging,health care,medicine,medical research,disability,future,innovation"
"
","
","
","
",Can the damaged brain repair itself?,Siddharthan Chandran,15:57,"brain,health,neuroscience,science,synthetic biology,cognitive science,molecular biology,biotech,aging,health care,medicine,medical research,disability,future,innovation"
"
											Lo que estos dos cortos muestran
											no es solo la consecuencia 
devastadora de la enfermedad,
											también nos dicen algo sobre
											el ritmo impactante de la enfermedad,
											porque en solo 18 meses
											un hombre adulto en forma 
ha sido conducido
											a una silla de ruedas 
con un respirador artificial.
											Y vamos a ser realistas, 
John podría ser el padre,
											el hermano o el amigo 
de cualquiera de nosotros.
									","
											O que estes dois ""clips"" mostram
											não é só a consequência 
devastadora da doença,
											mas também nos diz qualquer coisa
											sobre a progressão 
impressionante da doença
											porque, em apenas 18 meses
— 18 meses —
											um homem adulto são passou a andar
											numa cadeira de rodas 
e está dependente de um respirador.
											E a verdade é que John podia ser pai,
											irmão ou amigo de qualquer de nós.
									","
											So what these two clips show
											is not just the devastating
consequence of the disease,
											but they also tell us something about
											the shocking pace of the disease,
											because in just 18 months,
											a fit adult man has been rendered
											wheelchair- and respirator-dependent.
											And let's face it, John could be anybody's father,
											brother or friend.
									","
											Ce que ces deux vidéos montrent,
											ce ne sont pas seulement les conséquences 
dramatiques de cette maladie,
											elles nous montrent aussi
											la vitesse fulgurante de cette maladie,
											parce qu'en tout juste 18 mois,
											un homme adulte en bonne santé
											est devenu dépendant d'un fauteuil roulant
et d'un appareil respiratoire.
											Et soyons honnêtes, 
John pourrait être le père,
											le frère ou l'ami de n'importe qui.
									",Can the damaged brain repair itself?,Siddharthan Chandran,15:57,"brain,health,neuroscience,science,synthetic biology,cognitive science,molecular biology,biotech,aging,health care,medicine,medical research,disability,future,innovation"
"
","
","
","
",Can the damaged brain repair itself?,Siddharthan Chandran,15:57,"brain,health,neuroscience,science,synthetic biology,cognitive science,molecular biology,biotech,aging,health care,medicine,medical research,disability,future,innovation"
"
											Eso es lo que sucede 
cuando muere el nervio motor.
											Pero, ¿qué pasa cuando 
muere la célula de la mielina?
											Se desarrolla la esclerosis múltiple.
											La tomografía a su izquierda
											es una imagen del cerebro,
											y un mapa de 
las conexiones cerebrales,
											sobre las cuales 
están superpuestas
											áreas de daños.
											Nosotros las llamamos 
lesiones de desmielinización.
											Son lesiones y son blancas.
									","
											Isto é o que acontece 
quando o nervo motor morre.
											E o que acontece quando 
morre a célula mielina?
											Ficamos com esclerose múltipla [E.M.].
											Assim, a digitalização à esquerda
											é uma ilustração do cérebro,
											é um mapa das conexões do cérebro
											e, sobrepostas sobre ele,
											estão áreas de danos.
											Chamamos-lhes lesões de desmielinização.
											Mas são danos, e são brancos.
									","
											So that's what happens when the motor nerve dies.
											But what happens when that myelin cell dies?
											You get multiple sclerosis.
											So the scan on your left
											is an illustration of the brain,
											and it's a map of the connections of the brain,
											and superimposed upon which
											are areas of damage.
											We call them lesions of demyelination.
											But they're damage, and they're white.
									","
											Voilà ce qui arrive 
quand le nerf moteur meurt.
											Mais que se passe-t-il quand 
la cellule productrice de myéline meurt ?
											Ça donne la sclérose en plaques.
											La radio à votre gauche
											est une illustration du cerveau,
											c'est une carte 
des connexions du cerveau,
											à laquelle on a superposé
											des zones de lésions.
											On les appelle 
les lésions de démyélinisation.
											Mais ce sont des lésions et
elles sont blanches.
									",Can the damaged brain repair itself?,Siddharthan Chandran,15:57,"brain,health,neuroscience,science,synthetic biology,cognitive science,molecular biology,biotech,aging,health care,medicine,medical research,disability,future,innovation"
"
","
","
","
",Can the damaged brain repair itself?,Siddharthan Chandran,15:57,"brain,health,neuroscience,science,synthetic biology,cognitive science,molecular biology,biotech,aging,health care,medicine,medical research,disability,future,innovation"
"
											Yo sé lo que ustedes 
están pensando ahora.
											Están pensando: 
""Dios mío, este tipo apareció
											y dijo que hablaría 
de esperanza,
											y todo lo que ha hecho es 
dar una historia bastante
											sombría y deprimente"".
											Yo les he dicho que 
estas enfermedades son terribles.
											Son devastadoras, 
las cifras están aumentando,
											los costos son ridículos, 
y lo peor de todo,
											no hay tratamientos. 
¿Dónde está la esperanza?
									","
											Sei o que devem estar a pensar:
											""Meu Deus, este sujeito aparece aqui,
											""diz que vai falar de esperanças
											""e só está a contar uma história sombria
											""e deprimente"".
											Eu disse que estas doenças 
são terríveis.
											São devastadoras. O seu número aumenta.
											Os custos são terríveis e, pior ainda,
											não há tratamento.
											Onde está a esperança?
									","
											So I know what you're thinking here.
											You're thinking, ""My God, this bloke came up
											and said he's going to talk about hope,
											and all he's done is give a really rather bleak
											and depressing tale.""
											I've told you these diseases are terrible.
											They're devastating, numbers are rising,
											the costs are ridiculous, and worst of all,
											we have no treatment. Where's the hope?
									","
											Je sais ce que vous êtes 
en train de penser.
											Vous être en train de penser : 
« Mon Dieu, ce type a débarqué,
											nous a dit qu'il allait 
nous parler d'espoir,
											et tout ce qu'il a fait, 
c'est nous raconter
											une histoire franchement 
sombre et déprimante. »
											Je vous l'ai dit, 
ces maladies sont terribles.
											Elles sont dévastatrices, 
les chiffres montent,
											les coûts sont exorbitants, et pire,
											nous n'avons pas de traitement. 
Où est l'espoir ?
									",Can the damaged brain repair itself?,Siddharthan Chandran,15:57,"brain,health,neuroscience,science,synthetic biology,cognitive science,molecular biology,biotech,aging,health care,medicine,medical research,disability,future,innovation"
"
","
","
","
",Can the damaged brain repair itself?,Siddharthan Chandran,15:57,"brain,health,neuroscience,science,synthetic biology,cognitive science,molecular biology,biotech,aging,health care,medicine,medical research,disability,future,innovation"
