es,pt,en,fr,title,speaker,duration,tags
"
											El único problema es que cuando
se lidia con tanta información
											se debe hallar el material bueno,
lo cual puede ser
											increíblemente difícil, sobre todo 
cuando se manejan tales volúmenes.
											En ningún lado se evidenció
mejor esto como durante
											el huracán Sandy.
Básicamente lo que vieron allí
											fue una súpertormenta cuya magnitud
no habíamos visto en mucho tiempo,
											que golpeó la capital universal
del iPhone. (Risas)
											También obtuvimos volúmenes 
de información como nunca antes.
											Significaba, pues, que los periodistas 
debían lidiar con fotos falsas
											o fotos viejas que estaban
siendo publicadas nuevamente.
											Asimismo, debíamos lidiar con fotomontajes
											que eran imágenes fusionadas
de tormentas anteriores.
											Tuvimos que lidiar con imágenes de películas
como ""El día después de mañana"". (Risas)
											Incluso debimos enfrentar
imágenes tan realistas
											que era apenas posible afirmar 
si eran reales en absoluto.
											(Risas)
									","
											O único problema é que, quando temos tanta informação,
											temos de encontrar as coisas boas, 
e isso pode ser
											muito difícil quando estamos a lidar com 
estas quantidades.
											E em nenhuma outra ocasião nos apercebemos 
mais disso do que durante
											o Furacão Sandy. O Furacão Sandy foi
											uma super tempestade como não se via 
há muito tempo
											que atingiu a capital universal do iPhone...
(Risos)
											e tivemos uma quantidade de notícias 
nunca antes vista.
											Isso significa que os jornalistas 
tiveram de lidar com falsificações,
											por isso tivemos de lidar com fotos antigas 
que estavam a ser publicadas.
											Tivemos de lidar com imagens compostas
											que eram montagens de fotos de 
tempestades anteriores.
											Tivemos de lidar com imagens de filmes 
como ""O dia depois de amanhã"". (Risos)
											E tivemos de lidar com imagens 
que eram tão realistas
											que quase foi difícil perceber se eram reais.
											(Risos)
									","
											The only problem is, when you have that much information,
											you have to find the good stuff, and that can be
											incredibly difficult when you're dealing with those volumes.
											And nowhere was this brought home more than during
											Hurricane Sandy. So what you had in Hurricane Sandy was
											a superstorm, the likes of which we hadn't seen for a long time,
											hitting the iPhone capital of the universe — (Laughter) —
											and you got volumes of media like we'd never seen before.
											And that meant that journalists had to deal with fakes,
											so we had to deal with old photos that were being reposted.
											We had to deal with composite images
											that were merging photos from previous storms.
											We had to deal with images from films like ""The Day After Tomorrow."" (Laughter)
											And we had to deal with images that were so realistic
											it was nearly difficult to tell if they were real at all.
											(Laughter)
									","
											Le seul problème est que 
quand vous avez autant d'informations,
											il faut trouver les bonnes et ça peut être
											incroyablement difficile quand 
vous avez à faire à une telle quantité.
											Et cela est vrai plus que jamais dans le cas
											de l'ouragan Sandy. 
Dans le cas de l'ouragan Sandy
											vous aviez une super tempête comme 
nous n'en avions pas vu depuis très longtemps,
											qui a frappé la capitale iPhone de l'univers
— (Rires) —
											et nous avons vu des quantités de médias jamais vues auparavant.
											Ça voulait dire que les journalistes 
ont eu à faire à des faux,
											nous avons eu à faire à 
des vielles photos republiées.
											Nous avons eu à faire 
à des images recomposées
											qui mélangeaient des photos 
de tempêtes précédentes.
											Nous avons eu à faire à des images 
de films comme « Le Jour d'Après » 
(Rires)
											Nous avons eu à faire à 
des images tellement réalistes
											qu'il était plutôt difficile de dire 
si elles étaient vraies,
											(Rires)
									",How to separate fact and fiction online,Markham Nolan,13:29,"Internet,culture,journalism,online video"
"
","
","
","
",How to separate fact and fiction online,Markham Nolan,13:29,"Internet,culture,journalism,online video"
"
											Bromas aparte, hubo imágenes 
como ésta, procedente de Instagram,
											que fue sometida a escrutinio
por parte de los periodistas.
											No estaban realmente seguros de si 
había sido manipulada por Instagram.
											Cuestionaron la iluminación. 
Todo fue puesto en duda.
											Resultó ser verdadera.
Provenía de la Avenida C
											en el centro de Manhattan,
que se había inundado.
											La razón por la que pudieron
afirmar que era real
											fue que lograron llegar a la fuente,
en este caso,
											unos chicos que llevaban
un blog de comida en Nueva York.
											Eran bien conocidos y respetados.
											En este caso no fue una desacreditación, 
sino una constatación.
											Ese fue el trabajo del periodista;
filtrar todo ese material.
											Lo que pasó fue que, en lugar 
de ir a por la información
											y la posterior divulgación al lector, 
se estaba reteniendo
											el material potencialmente perjudicial.
									","
											Brincadeiras à parte, eram imagens 
como esta do Instagram
											que foram sujeitas a verificação 
pelos jornalistas.
											Eles não tinham a certeza. 
Foi filtrada no Instagram.
											A luz foi questionada. 
Tudo nela foi questionado.
											E revelou-se verdadeira. Era na Avenida C
											na baixa de Manhattan, que estava inundada.
											A razão pela qual puderam dizer que era real
											foi porque puderam chegar à fonte que, 
neste caso,
											eram <i>bloggers</i> de culinária, de Nova Iorque.
											Eles eram respeitados. Eram conhecidos.
											Portanto, não foi uma desmistificação, 
foi mesmo algo que eles puderam comprovar.
											E foi esse o papel do jornalista. 
Foi filtrar tudo.
											E, em vez de ir procurar a informação
											e levá-la para o leitor, estava-se a reter
											as coisas que eram potencialmente prejudiciais.
									","
											But joking aside, there were images like this one from Instagram
											which was subjected to a grilling by journalists.
											They weren't really sure. It was filtered in Instagram.
											The lighting was questioned. Everything was questioned about it.
											And it turned out to be true. It was from Avenue C
											in downtown Manhattan, which was flooded.
											And the reason that they could tell that it was real
											was because they could get to the source, and in this case,
											these guys were New York food bloggers.
											They were well respected. They were known.
											So this one wasn't a debunk, it was actually something that they could prove.
											And that was the job of the journalist. It was filtering all this stuff.
											And you were, instead of going and finding the information
											and bringing it back to the reader, you were holding back
											the stuff that was potentially damaging.
									","
											Blague à part, il y avait des images 
comme celle-ci sur Instagram
											qui ont déclenché plein de questions 
de la part des journalistes.
											Ils n'étaient pas vraiment sûrs. 
Elle était filtrée sur Instagram.
											L'éclairage a été mis en question. 
Tout a été mis en question.
											Elle s'est avérée vraie.
Elle avait été prise sur l'Avenue C
											dans le centre de Manhattan, qui était inondé.
											Ils ont compris qu'elle était vraie
											parce qu'ils sont parvenus à remonter à la source, 
et dans ce cas-là,
											c'était des food bloggers de New York.
											Ils étaient très respectés. Ils étaient connus.
											Donc ils n’avaient rien à démonter, 
c'est quelque chose qu'ils pouvaient prouver.
											Et c'était le boulot du journaliste. 
C’est-à-dire filtrer tout ça.
											Au lieu d'aller chercher les informations
											et les proposer au lecteur, vous reteniez
											tout ce qui était potentiellement nuisible.
									",How to separate fact and fiction online,Markham Nolan,13:29,"Internet,culture,journalism,online video"
"
","
","
","
",How to separate fact and fiction online,Markham Nolan,13:29,"Internet,culture,journalism,online video"
"
											Por eso descubrir la fuente es 
cada vez más importante;
											descubrir la fuente confiable, y Twitter
es a donde la mayoría de los periodistas va.
											Es como el despacho de noticias 
en tiempo real por definición,
											si sabes cómo usarlo,
porque hay tanto en Twitter.
									","
											Encontrar as fontes tornou-se 
cada vez mais importante
											— encontrar as boas fontes — e a maioria 
dos jornalistas agora vão ao Twitter.
											É como a transmissão em tempo real
											se se souber como a usar, 
porque há tanta coisa no Twitter.
									","
											And finding the source becomes more and more important —
											finding the good source — and Twitter is where most journalists now go.
											It's like the de facto real-time newswire,
											if you know how to use it, because there is so much on Twitter.
									","
											Trouver la source devient de plus en plus important —
											trouver la bonne source — et beaucoup 
de journalistes vont sur Twitter désormais.
											C'est de fait les actualités en temps réel,
											si vous savez comment l'utiliser, 
parce qu'il y a tellement de choses sur Twitter.
									",How to separate fact and fiction online,Markham Nolan,13:29,"Internet,culture,journalism,online video"
"
","
","
","
",How to separate fact and fiction online,Markham Nolan,13:29,"Internet,culture,journalism,online video"
"
											Y un buen ejemplo de lo útil
que puede ser,
											al mismo tiempo que difícil,
fue la revolución egipcia de 2011.
											Como persona que no habla árabe,
solo como
											alguien que observa desde afuera,
desde Dublín,
											las listas de Twitter,
y las buenas fuentes,
											de personas que pudimos comprobar que eran 
confiables, fueron muy importantes.
											¿Cómo hace uno para construir una lista 
como esa desde cero?
											Bien, puede ser bastante complicado, 
pero debes saber qué es lo que buscas.
											Esta visualización la hizo un profesor italiano.
											Se llama André Pannison, básicamente
											tomó la conversación de Twitter
en la plaza Tahrir
											justo el día en que
Hosni Mubarak fue derrocado,
											Los puntos que ven son retuiteos,
y cuando alguien
											retuitea un mensaje se produce
una conexión entre dos puntos.
											cuantas más veces otras personas
retuiteen ese mensaje,
											más nodos se ven.
Más conexiones se hacen.
											Es un modo fascinante
de visualizar la conversación,
											pero lo que en verdad consigues 
son pistas sobre quién es más interesante
											y a quién vale la pena seguir.
											Bien, a medida que
la conversación crecía y se hacía
											más vívida, uno se quedaba
											con estos enormes y rítmicos indicadores 
de la conversación.
											Podías localizar los nodos, 
y pensar:
											""Bien, tengo que investigar
a estas personas.
											Son quienes obviamente tienen sentido.
											Veamos quiénes son"".
									","
											Um bom exemplo de como pode ser útil
											mas também difícil, foi a 
Revolução Egípcia em 2011.
											Como orador não árabe, 
como alguém a observar
											de fora, a partir de Dublin,
											listas de utilizadores do Twitter, 
e listas de boas fontes,
											de pessoas que podemos considerar como credíveis, 
foram realmente importantes.
											E como se constrói uma lista dessas do nada?
											Bem, pode ser difícil, mas temos de 
saber o que procurar.
											Esta visualização foi feita por 
um académico italiano.
											O seu nome é André Pannison 
e ele limitou-se a
											pegar nas conversas no Twitter 
na Praça Tahir,
											no dia em que Hosni Mubarak iria, 
eventualmente, demitir-se.
											Os pontos que podem ver são reencaminhamentos, 
por isso, quando alguém
											reencaminha uma mensagem, 
é feita uma ligação entre dois pontos,
											e quantas mais vezes essa mensagem 
for reencaminhada por outras pessoas
											mais se vêem estes nós, estas 
ligações a serem feitas.
											É uma forma magnífica de 
visualizar a conversa
											mas o que obtemos são pistas 
sobre quem é mais interessante
											e quem vale a pena investigar.
											E à medida que a conversa 
crescia e crescia, tornou-se
											mais e mais animada e, 
eventualmente, ficámos
											com este enorme, grande, rítmico 
indicador da conversa.
											Podíamos encontrar os nós e depois
											decidir: ""Certo, tenho de investigar estas pessoas.
											""Estas são as que fazem sentido.
											""Vamos ver quem são elas.""
									","
											And a good example of how useful it can be
											but also how difficult was the Egyptian revolution in 2011.
											As a non-Arabic speaker, as someone who was looking
											from the outside, from Dublin,
											Twitter lists, and lists of good sources,
											people we could establish were credible, were really important.
											And how do you build a list like that from scratch?
											Well, it can be quite difficult, but you have to know what to look for.
											This visualization was done by an Italian academic.
											He's called André Pannison, and he basically
											took the Twitter conversation in Tahrir Square
											on the day that Hosni Mubarak would eventually resign,
											and the dots you can see are retweets, so when someone
											retweets a message, a connection is made between two dots,
											and the more times that message is retweeted by other people,
											the more you get to see these nodes, these connections being made.
											And it's an amazing way of visualizing the conversation,
											but what you get is hints at who is more interesting
											and who is worth investigating.
											And as the conversation grew and grew, it became
											more and more lively, and eventually you were left
											with this huge, big, rhythmic pointer of this conversation.
											You could find the nodes, though, and then you went,
											and you go, ""Right, I've got to investigate these people.
											These are the ones that are obviously making sense.
											Let's see who they are.""
									","
											Un exemple de son utilité 
mais aussi de ses difficulutés,
											c'est la révolution égyptienne en 2011.
											Pour moi qui suis non arabophone, qui cherchait
											de l'extérieur, de Dublin,
											les listes Twitter, et les listes de bonnes sources,
											des gens qu'on pouvait définir crédibles, 
étaient très importantes.
											Comment créer de toutes pièces une liste comme ça ?
											C'est assez difficile, mais il faut savoir quoi chercher.
											Cette visualisation a été faite par un professeur italien.
											Il s'appelle André Pannison, et il a simplement
											pris les conversations Twitter sur la Place Tahrir
											le jour où Hosni Mubarak a fini par démissionner
											et les points que vous voyez sont les retweets, 
donc quand quelqu'un
											retweete un message, on crée une connexion 
entre deux points,
											et plus le message est retweeté par d'autres,
											plus on voit de nœuds, de connexions se créer.
											C'est un moyen formidable 
de visualiser une conversation,
											mais ce que vous obtenez ce sont des indices 
sur qui est plus intéressant
											et vaut la peine d'être étudié.
											Plus la conversation s'agrandit, plus elle devient
											animée, pour terminer
											avec cet énorme pointeur rythmique
sur cette conversation.
											Vous pouviez trouver ces noeuds et ensuite vous y alliez,
											et vous dites, «  Très bien, il faut que 
j'enquête sur ces personnes.
											Ce sont celles qui sont manifestement sensées.
											Voyons voir qui elles sont. »
									",How to separate fact and fiction online,Markham Nolan,13:29,"Internet,culture,journalism,online video"
"
","
","
","
",How to separate fact and fiction online,Markham Nolan,13:29,"Internet,culture,journalism,online video"
"
											Ahora en la ingente cantidad 
de información, es donde
											la red en tiempo real se torna realmente 
interesante para un periodista como yo,
											porque tenemos más herramientas que nunca
											para realizar este tipo de investigación.
											Y cuando te adentras en las fuentes, 
puedes ahondar
											cada vez más y más adentro, 
como nunca antes.
									","
											É actualmente, com o dilúvio de informação,
											que a rede em tempo real se torna 
verdadeiramente interessante para um jornalista como eu,
											porque temos mais ferramentas do que nunca
											para fazer esse tipo de investigação.
											E quando começamos a aprofundar 
as fontes, podemos ir
											mais e mais longe do que 
alguma vez pudemos.
									","
											Now in the deluge of information, this is where
											the real-time web gets really interesting for a journalist like myself,
											because we have more tools than ever
											to do that kind of investigation.
											And when you start digging into the sources, you can go
											further and further than you ever could before.
									","
											Dans le déluge d'informations, c'est là
											que le web en temps réel devient intéressant 
pour un journaliste comme moi,
											parce que nous avons plus d'instruments que jamais
											pour faire ce genre d'enquête.
											Et quand vous commencez à fouiller dans les sources,
											vous pouvez aller plus loin que jamais.
									",How to separate fact and fiction online,Markham Nolan,13:29,"Internet,culture,journalism,online video"
"
","
","
","
",How to separate fact and fiction online,Markham Nolan,13:29,"Internet,culture,journalism,online video"
