tr,en,fr,de,title,speaker,duration,tags
"
","
","
","
","How I named, shamed and jailed",Anas Aremeyaw Anas,12:46,"Africa,corruption,crime,global issues,journalism"
"
											Kılık değiştirdiğim işlerden
											aklıma gelen
											""Ruhların Çocuğu""dur.
											Şekil bozukluklarıyla doğan çocuklar hakkındadır,
											ve aileleri, çocuklar bu şekil bozukluklarıyla doğduğunda
											çocuklarının
											toplum içerisinde yaşayacak kadar iyi olmadığını düşünür.
											bu yüzden içmeleri için bir karışım verilir
											ve sonuç olarak çocuklar ölür.
											Protez bir bebek yaptım
											ve o köye gittim
											bebek şekil bozukluğuyla doğmuş gibi davranıyordum
											ve işte katliamı yapanlar da geldi.
											Hazırdılar.
											Öldürme teklifleriyle, polisi beklemeye aldım,
											ve o kaçınılmaz sabah
											çocuğu öldürmeye geldiler.
											Karışımı ne kadar ciddi bir şekilde hazırladıklarını hatırlıyorum
											Ateşe koyuyorlar, kaynıyor,
											çocuklara vermek için hazır oluyor.
											Bunlar olurken, alarma geçirdiğim polis
											beklemedeydi,
											ve karışım hazır olduğunda
											tam çocuklara verecekleri sırada
											polisi aradım
											şükür ki geldiler ve onları tutukladılar.
											Şimdi ben konuşurken, onlar hakim önündeler.
											Anahtar esasları unutmayın:
											açığa çıkarma ve tutuklatma.
											Mahkeme süreci devam ediyor,
											ve eminim ki eninde sonunda
											onları bulacağız
											ait oldukları yere koyacağız.
									","
											One story that comes to mind
											in my undercover pieces
											is ""Spirit Child.""
											It was about children who were born with deformities,
											and their parents felt that once they were born
											with those deformities,
											they were not good enough to live in the society,
											so they were given some concoction to take
											and as a result they died.
											So I built a prosthetic baby,
											and I went into the village,
											pretended as though this baby had been born
											with a deformity, and here was the guys who do the killing.
											They got themselves ready.
											In their bids to kill, I got the police on standby,
											and they came that fateful morning
											to come and kill the child.
											I recall how they were seriously boiling the concoction.
											They put it on fire. It was boiling hot,
											getting ready to give to the kids.
											Whilst this was going on, the police I had alerted,
											they were on standby,
											and just as the concoction was ready,
											and they were about to give it to the kids,
											I phoned the police,
											and fortunately they came and busted them.
											As I speak now, they are before the courts.
											Don't forget the key principles:
											naming, shaming and jailing.
											The court process is taking place,
											and I'm very sure at the end of the day
											we will find them, and we will put them
											where they belong too.
									","
											Une histoire qui me vient
											parmi mes enquêtes
											est le cas ""Spirit Child"" [enfant esprit].
											Il s'agissait d'enfants avec des malformations congénitales,
											leurs parents pensaient qu'une fois nés
											avec ces malformations,
											ces derniers ne méritaient pas de vivre au sein de notre société,
											donc on leur a fait boire je-ne-sais quel mélange
											qui les a fait mourir.
											J'ai donc fabriqué un faux bébé,
											Et je me suis rendu dans un village,
											racontant que le bébé était né
											avec une malformation, et j'ai trouvé les hommes qui tuent les bébés.
											Ils se sont préparés.
											Quand ils ont proposé de tuer, j'ai fait en sorte que la police se tienne prête,
											puis ils sont venus un jour fatidique
											pour tuer l'enfant.
											J'ai en mémoire la manière dont ils faisaient bouillir leur mixture.
											Ils l'ont mise sur le feu, ça bouillait beaucoup,
											ils se préparaient à donner ça aux enfants.
											Pendant ce temps-là, la police que j'avais prévenue
											était prête,
											et au moment où la mixture était prête
											et où ils étaient sur le point de la donner aux enfants,
											j'ai téléphoné à la police,
											et heureusement ils sont venus et les ont arrêtés.
											A l'heure où je vous parle, ils sont devant les tribunaux.
											N'oubliez pas les principes clés :
											donner des noms, faire honte et mettre en prison.
											Le processus judiciaire est en cours,
											et je suis certain qu'un jour ou l'autre
											on va finalement les condamner et les mettre
											là où ils méritent d'être.
									","
											Eine der Geschichten
											meiner Undercover-Stücke ist
											»Spirit Child« – »Wechselbalg«.
											Es ging um Kinder, 
die mit Fehlbildungen geboren wurden,
											und deren Eltern glaubten, dass sie wegen
											dieser Fehlbildungen nicht
											in die Gesellschaft passten.
											Ihnen wurde ein Gepansche
zu trinken gegeben,
											an dem sie in Folge starben.
											Ich baute ein Prothesen-Baby,
											ging in das Dorf und
											gab vor, dass dieser Säugling
mit einer Fehlbildung
											geboren wurde. Hier waren die Kerle,
die das Töten besorgten.
											Sie machten sich fertig.
											Nach ihrem Angebot sorgte ich dafür,
dass die Polizei
											da war, als sie an diesem
											verhängnisvollen Morgen kamen,
um das Kind zu töten.
											Ich erinnere mich, wie beflissen
sie ihr Gebräu kochten.
											Sie setzten es aufs Feuer.
Es war kochend heiß,
											fast fertig für die Kinder.
											Während das passierte –
											die Polizei stand auf Abruf bereit –
											gerade, als das Gebräu fertig war
											und den Kindern verabreicht werden sollte,
											rief ich die Polizei hinzu,
											die zum Glück sofort kam und sie hochnahm.
											Während ich hier spreche,
stehen sie vor Gericht.
											Wieder die Schlüsselprinzipien:
											Namen nennen, anprangern, einsperren lassen.
											Die Verhandlung findet gerade statt,
											und ich bin ziemlich sicher, dass sie
											am Ende des Tages dahin gesteckt werden,
											wo sie hingehören.
									","How I named, shamed and jailed",Anas Aremeyaw Anas,12:46,"Africa,corruption,crime,global issues,journalism"
"
","
","
","
","How I named, shamed and jailed",Anas Aremeyaw Anas,12:46,"Africa,corruption,crime,global issues,journalism"
"
											Aklıma gelen diğer bir hikaye ise
											bu ruhların çocuğu hadisesiyle de alakalı olan
											""Albinoların Büyüsü""dür.
											Eminim ki çoğunuz duymuşsunuzdur,
											Tanzanya'da, albinizmli doğan çocuklar
											toplum içinde yaşamaya
											elverişsiz olarak düşünülürler.
											Vücudları palalarla doğranır
											ve insanlara para kazandıran
											bazı karışımlar ya da iksirler de kullanılır.
											İnsanlar bunu hakkında bir çok hikaye anlatabilir.
											Yeniden kılık değiştirme zamanıydı.
											Bu yüzden bu tarz işlerle ilgilenen bir adam
											kılığına büründüm tabi ki.
											Yine, protez bir kol yapıldı.
											İlk kez, bu işi yapan adamaları
											gizli kamerayla kaydettim, ve kolu satın almaya
											insanlar için yaptıkları
											şu iksirlerde kullanmaya hazırdılar.
									","
											Another key story that comes to mind,
											which relates to this spirit child phenomenon,
											is ""The Spell of the Albinos.""
											I'm sure most of you may have heard, in Tanzania,
											children who are born with albinism
											are sometimes considered as being unfit
											to live in society.
											Their bodies are chopped up with machetes
											and are supposed to be used for some concoctions
											or some potions for people to get money —
											or so many, many stories people would tell about it.
											It was time to go undercover again.
											So I went undercover as a man who was interested
											in this particular business, of course.
											Again, a prosthetic arm was built.
											For the first time, I filmed on hidden camera
											the guys who do this, and they were ready to buy the arm
											and they were ready to use it to prepare
											those potions for people.
									","
											Une autre histoire essentielle qui me vient à l'esprit,
											qui a un lien avec ce phénomène ""Spirit Child"",
											c'est l'affaire ""The Spell of Albinos"" [le sortilège des albinos].
											Je suis sûr que la plupart d'entre vous a entendu dire qu'en Tanzanie,
											des enfants nés albinos
											sont parfois considérés inaptes
											à vivre au sein de la société.
											Leurs corps sont hachés à la machette
											et seraient utilisé pour créer des concoctions
											et autres potions qui permettent de gagner de l'argent —
											ou beaucoup d'autres histoires qu'on peut vous raconter.
											Il était donc temps de m'infiltrer à nouveau.
											Donc je me suis fait passer pour un homme interessé
											par ce genre d'activité, bien sûr.
											Encore une fois, un bras en prothèse fut construit.
											Pour la première fois, je filmais en caméra cachée
											les gens qui s'adonnaient à ça et qui étaient prêts à acheter le bras,
											qui étaient près à l'utiliser pour préparer
											ces potions pour les gens.
									","
											Eine andere Schlüsselgeschichte,
											die mir einfällt, und die so ähnlich
											wie das Wechselbalg-Phänomen ist,
ist der »Zauber der Albinos«.
											Die meisten von Ihnen
dürften schon davon gehört haben,
											dass in Tansania Kinder,
											die mit Albinismus geboren werden,
manchmal als ungeeignet
											für das Leben in der Gesellschaft gelten.
											Ihre Körper werden mit Macheten zerlegt
und sind dazu bestimmt,
											für irgendeinen Zaubertrank
benutzt zu werden,
											um Geld zu machen –
											die Leute erzählen sich
viele solcher Geschichten.
											Ein Fall für eine Undercover-Aktion.
											Ich gab mich als Mann aus,
der sich für speziell
											dieses Geschäft interessierte.
											Wieder bauten wir eine Armprothese.
											Zum ersten Mal filmte ich die Kerle,
die so etwas tun,
											mit versteckter Kamera.
Sie wollten diesen Arm kaufen,
											um daraus diesen Zaubertrank
											für irgendwelche Leute
zusammen zu panschen.
									","How I named, shamed and jailed",Anas Aremeyaw Anas,12:46,"Africa,corruption,crime,global issues,journalism"
"
","
","
","
","How I named, shamed and jailed",Anas Aremeyaw Anas,12:46,"Africa,corruption,crime,global issues,journalism"
"
											Ne mutlu ki Tanzanya hükümeti harekete geçti,
											fakat ana konu şu ki,
											Tanzanya hükümeti ancak deliller ortaya çıkınca harekete geçebildi.
											Benim gazeteciiliğim açık delillerle ilgilidir.
											Eğer çaldığınızı söylüyorsam,
											çaldığınızın delilini size gösteririm.
											Nasıl çaldığınızı
											ne zaman çaldığınızı, ne kullandığınızı
											ne yapmak için çaldığınızı gösteririm.
											Eğer topluma faydası olmayacaksa, gazeteciliğin mahiyeti nedir ki?
									","
											I am glad today the Tanzanian government has taken action,
											but the key issue is that the Tanzanian government
											could only take action because the evidence was available.
											My journalism is about hard core evidence.
											If I say you have stolen, I show you the evidence
											that you have stolen.
											I show you how you stole it
											and when, or what you used
											what you had stolen to do.
											What is the essence of journalism if it doesn't benefit society?
									","
											Je suis aujourd'hui content que le gouvernement de Tanzanie ait décidé d'agir
											mais la chose la plus importante est que le gouvernement de Tanzanie
											a pu agir seulement parce qu'il y avait des preuves.
											Le journalisme que je pratique s'intéresse aux preuves irréfutables.
											Si je dis que vous avez volé, je vous montre la preuve
											que vous avez volé.
											Je montre comment vous l'avez volé
											et quand, ou ce que vous avez fait
											de ce que vous avez volé.
											Quelle est l'essence du journalisme s'il ne sert pas la société ?
									","
											Ich bin heute froh, dass 
die tansanische Regierung
											etwas dagagen unternommen hat,
aber das Wichtigste
											daran ist, dass sie das nur konnte,
weil es Beweise gab.
											Mein Journalismus handelt 
von Beweisen. Wenn ich sage:
											»Der hat gestohlen«, habe ich Beweise,
											dass er gestohlen hat.
											Ich kann zeigen, wie er gestohlen hat,
											wann, und was er mit dem
											Diebesgut gemacht hat.
											Wozu ist Journalismus gut,
wenn die Gesellschaft davon nichts hat?
									","How I named, shamed and jailed",Anas Aremeyaw Anas,12:46,"Africa,corruption,crime,global issues,journalism"
"
","
","
","
","How I named, shamed and jailed",Anas Aremeyaw Anas,12:46,"Africa,corruption,crime,global issues,journalism"
"
											Benim tarzımda gazetecilik
											toplulumumun bir ürünü.
											İnsanların
											kılık değiştirme gazeteciliği hakkında
											bazen eleştiri yaptıklarını biliyorum.
									","
											My kind of journalism is a product
											of my society.
											I know that sometimes
											people have their own criticisms
											about undercover journalism.
									","
											Le journaliste que je pratique est un produit
											de la société dans laquelle je vis.
											Je sais que parfois
											les gens ont leurs propres critiques
											concernant le journalisme infiltré.
									","
											Meine Art des Journalismus ist ein Produkt
											der Gesellschaft, in der ich lebe.
											Mir ist bewusst, dass manche
											Leute dem Undercover-Journalismus
											kritisch gegenüber eingestellt sind.
									","How I named, shamed and jailed",Anas Aremeyaw Anas,12:46,"Africa,corruption,crime,global issues,journalism"
"
","
","
","
","How I named, shamed and jailed",Anas Aremeyaw Anas,12:46,"Africa,corruption,crime,global issues,journalism"
"
											(video) Memur: Cebinden bir miktar para çıkardı
											ve masaya koydu,
											korkmayalım diye.
											Kakao getirmek ve Fil Dişi Sahillerine göndermek istyiyordu.
											Niyetim belli olmasın diye, sessiz kaldım.
											Tek bir kelime etmedim.
											Fakat arkadaşlarım bilmiyordu.
											Parayı topladıktan sonra,
											gitti ve malları getirmesini bekliyorduk.
											o gider gitmez,
											grubun lideri olduğum için,
											arkadaşlarıma eğer gelirseler
											onları tutuklayacağımızı söyledim.
									","
											(Video) Official: He brought out some money from his pockets
											and put it on the table,
											so that we should not be afraid.
											He wants to bring the cocoa and send it to Cote d'Ivoire.
											So with my hidden intention, I kept quiet.
											I didn't utter a word.
											But my colleagues didn't know.
											So after collecting the money,
											when he left, we were waiting for him to bring the goods.
											Immediately after he left, I told my colleagues that
											since I was the leader of the group,
											I told my colleagues that if they come,
											we will arrest them.
									","
											(Vidéo) Policier : « Il a sorti de l'argent de ses poches
											et l'a posé sur la table,
											pour qu'on n'ait pas peur.
											Il veut envoyer du cacao en Cote d'Ivoire.
											Donc avec mes arrières pensées, je n'ai rien dit.
											Pas le moindre mot.
											Mais mes collègues ne savaient pas.
											Donc après avoir récupéré l'argent,
											quand il est parti, on s'attendait à ce qu'il apporte les marchandises.
											Immédiatement après son départ, j'ai dit a mes collègues
											qu'étant donné que j'étais le leader du groupe,
											j'ai dit à mes collègues que s'ils venaient,
											on les arrêterait. »
									","
											(Video) Beamter: Er holte Geld
aus seinen Taschen
											und legte es auf den Tisch,
											damit wir uns nicht fürchteten.
											Er wollte den Kakao
zur Elfenbeinküste verschiffen.
											Mit meinem Vorhaben im Hinterkopf 
blieb ich ruhig
											und sagte kein Wort.
											Meine Kollegen ahnten nichts.
											Nachdem wir das Geld genommen hatten,
warteten wir,
											dass er mit der Ware käme.
											Gleich nachdem er gegangen war,
sagte ich meinen Kollegen,
											weil ich der Chef war,
											dass wir ihn, wenn er käme,
											festnehmen würden.
									","How I named, shamed and jailed",Anas Aremeyaw Anas,12:46,"Africa,corruption,crime,global issues,journalism"
"
","
","
","
","How I named, shamed and jailed",Anas Aremeyaw Anas,12:46,"Africa,corruption,crime,global issues,journalism"
"
											Diğer memur: (....) denen yeri bilmiyorum bile.
											Daha önce oraya hiç gitmedim.
											Bu yüzden şaşkınım.
											Benim önümde para sayan bir el görüyorsunuz,
											Daha sonra, parayı benim elimde görüyorsunuz,
											sayıyorum, kimseyle bağlantı kurmadığım için
											kimseyle herhangi bir iş çevirmedim.
											Muhabir: Metro News bu tepki için araştırmacı gazeteci
									","
											Second official: I don't even know the place called [unclear].
											I've never stepped there before.
											So I'm surprised.
											You see a hand counting money just in front of me.
											The next moment, you see the money in my hands,
											counting, whereas I have not come into contact with anybody.
											I have not done any business with anybody.
											Reporter: When Metro News contacted investigative reporter
									","
											Deuxième policier : « Je ne connais même pas cet endroit.
											Je n'y suis jamais allé avant.
											Donc je suis surpris.
											Vous voyez une main qui compte de l'argent juste en face de moi.
											Juste après, vous voyez l'argent dans mes mains,
											et je le compte, alors que je ne suis rentré en contact avec personne.
											Je n'ai fait affaire avec personne. »
											Reporter : « Quand Metro News a contacté le reporter qui investiguait l'affaire,
									","
											Zweiter Beamter: Ich hatte von
[unklar] noch nie gehört.
											Ich bin da noch nie gewesen.
											Ich bin überrascht.
											Man sieht direkt vor mir eine Hand,
die Geld zählt. Im nächsten Augenblick
											sieht man das Geld
in meinen Händen, zählend,
											obwohl ich zu niemandem
Kontakt hatte. Ich habe
											keine Geschäfte mit niemandem gemacht.
											Reporter: ›Metro News‹ fragte nach
									","How I named, shamed and jailed",Anas Aremeyaw Anas,12:46,"Africa,corruption,crime,global issues,journalism"
"
","
","
","
","How I named, shamed and jailed",Anas Aremeyaw Anas,12:46,"Africa,corruption,crime,global issues,journalism"
"
											Anas Aremeyaw Anas ile iletişime geçtiğinde
											Anas sadece güldü
											ve son zamanlarda ekranlarda olan belgeselde kullanmadığı bu video kaydını verdi.
											Olaya karıştığını inkar eden memur
											paranın miktarını hesaplamak için hesap makinesi kullanıyor.
											Kakao kaçakçılığından yargılanacaklar.
									","
											Anas Aremeyaw Anas for his reaction,
											he just smiled and gave this video extract
											he did not use in the documentary recently shown onscreen.
											The officer who earlier denied involvement
											pecks a calculator to compute the amount of money
											they will charge on the cocoa to be smuggled.
									","
											Anas Aremeyaw Anas, pour avoir sa réaction,
											il a juste souri et donné cet extrait vidéo
											qu'il n'a pas utilisé pour le documentaire récemment montré sur les écrans.
											Le policier qui précédemment niait toute implication
											s'empare d'une calculatrice pour calculer la somme d'argent
											qui va devoir être payée du fait de la contrebande de cacao. »
									","
											der Reaktion Anas Aremeyaw Anas'.
											Er lächelte nur und
zeigte uns ein Stück Video
											dass er in der neulich ausgestrahlten
Dokumentation nicht benutzt hatte.
											Darin rechnet der Beamte, der vorher
											alles abgestritten hatte,
mit einem Taschenrechner,
											wie viel sie für den
zu schmuggelnden Kakao nehmen können.
									","How I named, shamed and jailed",Anas Aremeyaw Anas,12:46,"Africa,corruption,crime,global issues,journalism"
"
","
","
","
","How I named, shamed and jailed",Anas Aremeyaw Anas,12:46,"Africa,corruption,crime,global issues,journalism"
"
											Anas Aremeyaw Anas: Bu da bir diğer yolsuzlukla mücadele hikayesi.
											İnkar ediyordu.
											Fakat gördüğünüz gibi açık deliliniz olduğunda,
											toplumu etkileyebilirsiniz.
											Bunlar çıkan başlıklardan bazıları (müzik)
									","
											Anas Aremeyaw Anas: This was another story on anticorruption.
											And here was him, denying.
											But you see, when you have the hard core evidence,
											you are able to affect society.
											Sometimes these are some of the headlines that come. (Music)
									","
											Anas Aremeyaw Anas : C'était une autre histoire sur la lutte contre la corruption.
											Et vous pouviez le voir, nier.
											Mais lorsque vous avez des preuves irréfutables,
											vous êtes en mesure de changer la société.
											Parfois cela fait la une des journaux. (Musique)
									","
											Anas Aremeyaw Anas:
Das ging wieder gegen Korruption.
											Hier streitet er alles ab.
											Eins ist klar: Mit Beweisen
											kann man die Gesellschaft bewegen.
											Und dann gibt's Schlagzeilen: (Musik)
									","How I named, shamed and jailed",Anas Aremeyaw Anas,12:46,"Africa,corruption,crime,global issues,journalism"
"
","
","
","
","How I named, shamed and jailed",Anas Aremeyaw Anas,12:46,"Africa,corruption,crime,global issues,journalism"
"
											[Anas'i Lanetleyeceğim]
									","
											[I will curse Anas to death]
									","
											[Je pourchasserai Anas à mort]
									","
											[Ich werde Anas verfluchen]
									","How I named, shamed and jailed",Anas Aremeyaw Anas,12:46,"Africa,corruption,crime,global issues,journalism"
"
","
","
","
","How I named, shamed and jailed",Anas Aremeyaw Anas,12:46,"Africa,corruption,crime,global issues,journalism"
"
											[Anas Yalan Söylüyor]
									","
											[Anas Lies]
									","
											[Anas ment]
									","
											[Anas lügt]
									","How I named, shamed and jailed",Anas Aremeyaw Anas,12:46,"Africa,corruption,crime,global issues,journalism"
"
","
","
","
","How I named, shamed and jailed",Anas Aremeyaw Anas,12:46,"Africa,corruption,crime,global issues,journalism"
"
											[Anas'in Para Videosu için Alarm Çalıyor]
									","
											[Alarm Blows Over Anas' News for Cash Video]
									","
											[Alarme après la vidéo d'Anas sur l'argent.]
									","
											[Alarmglocken nach Anas' 
Video über Schmiergeld]
									","How I named, shamed and jailed",Anas Aremeyaw Anas,12:46,"Africa,corruption,crime,global issues,journalism"
"
","
","
","
","How I named, shamed and jailed",Anas Aremeyaw Anas,12:46,"Africa,corruption,crime,global issues,journalism"
"
											[Agenda Against Top CEPS Officials Exposed]
									","
											[Agenda Against Top CEPS Officials Exposed]
									","
											[Le plan contre les hautes figures du CEPS mis au jour]
									","
											[Agenda gegen Spitzen-Beamten
von CEPS enthüllt]
									","How I named, shamed and jailed",Anas Aremeyaw Anas,12:46,"Africa,corruption,crime,global issues,journalism"
"
","
","
","
","How I named, shamed and jailed",Anas Aremeyaw Anas,12:46,"Africa,corruption,crime,global issues,journalism"
"
											[Anas Görünmez Güçler'le mi çalışıyor?]
									","
											[Anas Operates with Invisible Powers?]
									","
											[Anas agit pour des pouvoirs invisibles ?]
									","
											[Arbeitet Anas mit übernatürlichen Kräften?]
									","How I named, shamed and jailed",Anas Aremeyaw Anas,12:46,"Africa,corruption,crime,global issues,journalism"
"
","
","
","
","How I named, shamed and jailed",Anas Aremeyaw Anas,12:46,"Africa,corruption,crime,global issues,journalism"
"
											[Hükümet Anas'in Videosuyla Sallandı]
									","
											[Gov't Wobbles Over Anas Video]
									","
											[Le gouvernement vacille avec la vidéo d'Anas]
									","
											[Regierung schwankt nach Anas' Video]
									","How I named, shamed and jailed",Anas Aremeyaw Anas,12:46,"Africa,corruption,crime,global issues,journalism"
"
","
","
","
","How I named, shamed and jailed",Anas Aremeyaw Anas,12:46,"Africa,corruption,crime,global issues,journalism"
"
											[Ava Giderken Avlandı]
									","
											[Hunting the Hunter]
									","
											[Chasse au chasseur]
									","
											[Jagd auf den Jäger]
									","How I named, shamed and jailed",Anas Aremeyaw Anas,12:46,"Africa,corruption,crime,global issues,journalism"
"
","
","
","
","How I named, shamed and jailed",Anas Aremeyaw Anas,12:46,"Africa,corruption,crime,global issues,journalism"
"
											[Anas'in Rüşvetçileri Mahkemede]
									","
											[Anas 'Bribe' Men in Court]
									","
											[Anas ""soudoie"" les inculpés]
									","
											[Anas ›schmiert‹ im Gerichtssaal]
									","How I named, shamed and jailed",Anas Aremeyaw Anas,12:46,"Africa,corruption,crime,global issues,journalism"
"
","
","
","
","How I named, shamed and jailed",Anas Aremeyaw Anas,12:46,"Africa,corruption,crime,global issues,journalism"
"
											[Anas'in Videosu 15 Kelle Aldı]
									","
											[15 Heads Roll Over Anas Tape]
									","
											[15 têtes tombent après la cassette d'Anas]
									","
											[15 Köpfe rollen nach Anas' Video]
									","How I named, shamed and jailed",Anas Aremeyaw Anas,12:46,"Africa,corruption,crime,global issues,journalism"
"
","
","
","
","How I named, shamed and jailed",Anas Aremeyaw Anas,12:46,"Africa,corruption,crime,global issues,journalism"
"
											[Maliye Bakanı Anas'i Destekliyor]
									","
											[Finance Minister Backs Anas]
									","
											[Le ministère des finances soutient Anas]
									","
											[Finanzminister gibt Anas Rückhalt]
									","How I named, shamed and jailed",Anas Aremeyaw Anas,12:46,"Africa,corruption,crime,global issues,journalism"
"
","
","
","
","How I named, shamed and jailed",Anas Aremeyaw Anas,12:46,"Africa,corruption,crime,global issues,journalism"
"
											[Anas'in Hikayesinde 11 Kişi İfade Verdi]
									","
											[11 Given Queries Over Anas' Story]
									","
											[11 requêtes au sujet de l'histoire d'Anas]
									","
											[Anas' Geschichte wirf elf Fragen auf]
									","How I named, shamed and jailed",Anas Aremeyaw Anas,12:46,"Africa,corruption,crime,global issues,journalism"
"
","
","
","
","How I named, shamed and jailed",Anas Aremeyaw Anas,12:46,"Africa,corruption,crime,global issues,journalism"
