en,pt,es,fr,tr,title,speaker,duration,tags
"
","
","
","
","
",Help discover ancient ruins — before it's too late,Sarah Parcak,21:48,"adventure,ancient world,archaeology,big problems,collaboration,communication,community,algorithm,Egypt,global issues,humanity,human origins,Middle East,potential,science,society,South America,technology,TED Prize,terrorism,violence,war,world cultures"
"
											On my first day in Egypt,
I worked at a site
											in the Northeast Egyptian Delta
called Mendes, dating to 4,200 years ago,
											in a cemetery.
											That's a picture of me —
											I'm just in my bliss.
											On the dig, surrounded
by emerald green rice paddies,
											I discovered an intact pot.
											Flipping it over,
											I discovered a human thumbprint
left by whoever made the vessel.
											For a moment, time stood still.
											I didn't know where I was.
											It was because at that moment I realized,
											when we dig,
											we're digging for people,
											not things.
									","
											No meu primeiro dia no Egito,
trabalhei num sítio
											no Delta egípcio nordeste,
chamado Mendes, com 4200 anos,
											num cemitério.
											Esta é uma fotografia minha
											— estou no sétimo céu.
											Na escavação, rodeada
de arrozais verde-esmeralda,
											descobri um pote intacto.
											Quando o virei,
											descobri uma impressão digital
humana deixada por quem fez o vaso.
											Por momentos, o tempo parou.
											Não sabia onde estava.
											Porque, naquele momento, percebi
											que, quando escavamos,
											estamos a procurar pessoas,
											em vez de coisas.
									","
											En mi primer día en Egipto,
trabajé un sitio
											en el Delta de Egipto nororiental
llamado Mendes, de hace 4200 años,
											en un cementerio.
											Esa es una foto mía...
											estoy en la gloria.
											En la excavación, rodeada por
arrozales verde esmeralda,
											descubrí una vasija intacta.
											Al girarla,
											descubrí una huella humana
que alguien dejó en ella.
											Por un momento el tiempo se detuvo.
											No sabía dónde estaba.
											Fue porque en ese momento
me di cuenta de que
											cuando cavamos,
											lo hacemos en busca de personas,
											no de cosas.
									","
											Un de mes premiers jours
en Égypte, je travaillais
											au nord-est du delta égyptien,
à Mendès, un site vieux de 4 200 ans,
											dans un cimetière.
											C'est une photo de moi —
											je suis heureuse.
											Sur le site entouré
de rizières couleur émeraude,
											j'ai découvert un pot intact.
											En le retournant,
											j'ai découvert l'empreinte d'un pouce
laissé par celui qui l'avait fabriqué.
											Pendant un instant,
je suis restée immobile.
											Je ne savais pas où j'étais.
											Car à ce moment-là, j'ai réalisé
											que quand nous fouillons,
											nous cherchons des gens,
											pas des choses.
									","
											Mısır'daki ilk günümde
											Mendes adında Kuzeydoğu Mısır Deltasında

											4.200 yıl öncesinden kalma
bir mezarlıkta çalıştım.
											Bu benim resmim
											Neşe içindeyim.
											Zümrüt yeşili pirinç tarlalarının
arasında kazı yaparken
											sapasağlam bir kap buldum.
											Kabı ters çevirince
											onu yapan kişinin parmak izini gördüm.
											Bir an zaman durdu sanki.
											Nerede olduğumu unuttum.
											Çünkü o an anladım ki
											kazı yaparken
											insanı bulmak için çalışıyoruz,
											eşyaları değil.
									",Help discover ancient ruins — before it's too late,Sarah Parcak,21:48,"adventure,ancient world,archaeology,big problems,collaboration,communication,community,algorithm,Egypt,global issues,humanity,human origins,Middle East,potential,science,society,South America,technology,TED Prize,terrorism,violence,war,world cultures"
"
","
","
","
","
",Help discover ancient ruins — before it's too late,Sarah Parcak,21:48,"adventure,ancient world,archaeology,big problems,collaboration,communication,community,algorithm,Egypt,global issues,humanity,human origins,Middle East,potential,science,society,South America,technology,TED Prize,terrorism,violence,war,world cultures"
"
											Never are we so present as when
we are in the midst of the great past.
											I can't tell you how many times I've stood
in front of the Pyramids of Giza,
											and they leave me speechless.
											I feel like the luckiest
person in the world.
											They're a monument to our human brilliance
and everything that is possible.
											Many cannot process
their brilliance as human —
											they think aliens built them.
											But this is ridiculous.
											All you need to do
is get up close and personal,
											and see the hidden hand of man
											in the chisel marks left
by the tools that built them.
											The Great Pyramid of Giza
was built one stone at a time
											with 2.3 million blocks,
											with incredible bureaucratic efficiency.
											It is not the pyramids
that stand the test of time;
											it is human ingenuity.
											That is our shared human brilliance.
											History may be cyclical,
											but we are singular.
									","
											Nunca estamos tão presentes como
quando estamos no meio do grande passado.
											Não sei dizer quantas vezes
estive em frente das Pirâmides de Gizé,
											e fiquei de respiração suspensa.
											Sinto-me a pessoa
mais afortunada do mundo.
											São um monumento ao esplendor humano
e a tudo o que é possível.
											Muita gente não acredita
que esse esplendor é humano,
											pensa que foram extraterrestres
que as construíram.
											Mas isso é ridículo.
											Basta aproximarmo-nos pessoalmente
											e vermos a mão oculta do homem
											nas marcas do cinzel deixadas
pelas ferramentas que as construíram.
											A Grande Pirâmide de Gizé
foi construída, uma pedra de cada vez,
											com 2,3 milhões de blocos,
											com uma incrível eficácia burocrática.
											Não são as pirâmides
que resistiram ao teste do tempo,
											foi o engenho humano.
											É o esplendor humano que partilhamos.
											A História pode ser cíclica,
											mas nós somos únicos.
									","
											Nunca estamos tan presentes
como en medio del gran pasado.
											No sé cuántas veces he estado
frente a las pirámides de Giza,
											y me dejan sin palabras.
											Me siento la persona
más afortunada del mundo.
											Son un monumento al esplendor humano
y a su mundo de posibilidades.
											Muchas personas no pueden procesar
el esplendor humano...
											y piensan que fueron construidas
por extraterrestres.
											Pero eso es ridículo.
											Basta con acercarse en persona
											y ver la mano oculta del hombre
											en las marcas de cincel que dejaron
las herramientas de construcción.
											La Gran Pirámide de Giza fue construida
de a una piedra a la vez
											con 2,3 millones de bloques,
											con una increíble eficiencia burocrática.
											No son las pirámides las que
resistieron el paso del tiempo
											sino el ingenio humano.
											Nuestro esplendor humano compartido.
											Puede que la historia sea cíclica,
											pero nosotros somos únicos.
									","
											Nous ne sommes jamais aussi présents
qu'au milieu du passé.
											Je ne peux pas dire combien de fois
											je me suis tenue face
aux pyramides de Gizeh
											et cela m'a laissée sans voix.
											J'étais la personne
la plus heureuse du monde.
											C'est un monument au génie de l'homme
et tout ce qui est possible.
											Beaucoup ne peuvent pas attribuer
leur génie à l'homme —
											des aliens les auraient bâties.
											Mais c'est ridicule.
											Il suffit de s'approcher
											pour voir la main cachée de l'homme
											dans les marques de burin laissées
par les outils qui les ont construites.
											La grande pyramide de Gizeh
a été bâtie pierre après pierre
											avec 2,3 millions de blocs
											et une incroyable efficacité
administrative.
											Ce ne sont pas les pyramides
qui résistent au temps ;
											c'est l'ingéniosité humaine.
											C'est notre génie humain partagé.
											L'histoire peut être cyclique,
											mais nous sommes uniques.
									","
											Şu anda ne kadar varsak
muhteşem geçmişte de o kadar vardık.
											Giza piramidlerinin önünde
kaç defa durdum
											ve nutkum tutuldu size anlatamam.
											Kendimi dünyanın en şanslı insanı
gibi hissediyorum.
											O piramitler insan zekâsının
ve her şeyin mümkün olduğunun anıtı.
											Pek çok kişi bunu insan zekâsı
olarak kabullenemiyor —
											uzaylıların inşa ettiğine inanıyor.
											Ama bu çok saçma.
											Yapmanız gereken tek şey
ayağa kalkıp yaklaşmak
											ve yapımda kullanılan araçların bıraktığı
											izlerde gizlenmiş insan elini görmek.
											Büyük Giza Piramidi
her defasında bir taş eklenerek
											inanılmaz bir bürokratik başarıyla
											2,3 milyon taş kullanılarak inşa edildi.
											Zamana karşı koyan piramitler değil,
											insanın ustalığı.
											Bu bizim ortak insani zekâmız.
											Tarih tekerrür ediyor olabilir
											ama biz tekiz.
									",Help discover ancient ruins — before it's too late,Sarah Parcak,21:48,"adventure,ancient world,archaeology,big problems,collaboration,communication,community,algorithm,Egypt,global issues,humanity,human origins,Middle East,potential,science,society,South America,technology,TED Prize,terrorism,violence,war,world cultures"
"
","
","
","
","
",Help discover ancient ruins — before it's too late,Sarah Parcak,21:48,"adventure,ancient world,archaeology,big problems,collaboration,communication,community,algorithm,Egypt,global issues,humanity,human origins,Middle East,potential,science,society,South America,technology,TED Prize,terrorism,violence,war,world cultures"
"
											I love what I do,
											because I learn that we haven't changed.
											I get to read about mother-in-law
jokes from Mesopotamia
											from 3,500 years ago.
									","
											Eu adoro o que faço
											porque aprendo que não mudámos.
											Leio anedotas sobre sogras
da Mesopotâmia
											de há 3500 anos.
									","
											Me encanta lo que hago,
											porque aprendo que no cambiamos.
											Leo chistes sobre suegras 
de la Mesopotamia
											de hace 3500 años.
									","
											J'adore ce que je fais
											car j'apprends
que nous n'avons pas changé.
											Je peux lire des blagues
sur les belles-mères en Mésopotamie,
											il y a 3 500 ans.
									","
											İşimi çok seviyorum,
											Çünkü hiç değişmediğimizi görüyorum.
											Mezopotamya'dan 3.500 yıl öncesine dayanan
											kayınvalide fıkraları okuyorum.
									",Help discover ancient ruins — before it's too late,Sarah Parcak,21:48,"adventure,ancient world,archaeology,big problems,collaboration,communication,community,algorithm,Egypt,global issues,humanity,human origins,Middle East,potential,science,society,South America,technology,TED Prize,terrorism,violence,war,world cultures"
"
","
","
","
","
",Help discover ancient ruins — before it's too late,Sarah Parcak,21:48,"adventure,ancient world,archaeology,big problems,collaboration,communication,community,algorithm,Egypt,global issues,humanity,human origins,Middle East,potential,science,society,South America,technology,TED Prize,terrorism,violence,war,world cultures"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									","
											(Rires)
									","
											(Kahkahalar)
									",Help discover ancient ruins — before it's too late,Sarah Parcak,21:48,"adventure,ancient world,archaeology,big problems,collaboration,communication,community,algorithm,Egypt,global issues,humanity,human origins,Middle East,potential,science,society,South America,technology,TED Prize,terrorism,violence,war,world cultures"
"
","
","
","
","
",Help discover ancient ruins — before it's too late,Sarah Parcak,21:48,"adventure,ancient world,archaeology,big problems,collaboration,communication,community,algorithm,Egypt,global issues,humanity,human origins,Middle East,potential,science,society,South America,technology,TED Prize,terrorism,violence,war,world cultures"
"
											I get to hear about neighbors
cursing each other
											from 4,600 years ago in Egypt.
											And my absolute favorite,
from 3,300 years ago in Luxor:
											an inscription that describes schoolboys
who cut class to go drinking.
									","
											Oiço vizinhos a praguejar
uns com os outros
											há 4600 anos, no Egito.
											E o que mais me agrada,
de há 3300 anos, em Luxor
											é uma inscrição que descreve estudantes
que fazem gazeta para irem beber.
									","
											Oigo vecinos que maldicen
a otros vecinos
											de hace 4600 años en Egipto.
											Y mi favorito absoluto,
de hace 3300 años en Luxor,
											una inscripción que describe estudiantes
que escapan de clase para ir a beber.
									","
											Je peux entendre des voisins s'insulter
											en Égypte, il y 4 600 ans.
											Et mon préféré, à Louxor
il y a 3 300 ans :
											une inscription qui décrit les écoliers
qui sèchent les cours et vont boire.
									","
											Mısır'da 4.600 yıl öncesinden
											birbirine küfreden komşuları duyuyorum.
											Ama en çok sevdiğim,
3.300 yıl önce Luksor'dan:
											Dersi asıp içmeye giden
öğrencileri anlatan bir yazı.
									",Help discover ancient ruins — before it's too late,Sarah Parcak,21:48,"adventure,ancient world,archaeology,big problems,collaboration,communication,community,algorithm,Egypt,global issues,humanity,human origins,Middle East,potential,science,society,South America,technology,TED Prize,terrorism,violence,war,world cultures"
"
","
","
","
","
",Help discover ancient ruins — before it's too late,Sarah Parcak,21:48,"adventure,ancient world,archaeology,big problems,collaboration,communication,community,algorithm,Egypt,global issues,humanity,human origins,Middle East,potential,science,society,South America,technology,TED Prize,terrorism,violence,war,world cultures"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									","
											(Rires)
									","
											(Kahkahalar)
									",Help discover ancient ruins — before it's too late,Sarah Parcak,21:48,"adventure,ancient world,archaeology,big problems,collaboration,communication,community,algorithm,Egypt,global issues,humanity,human origins,Middle East,potential,science,society,South America,technology,TED Prize,terrorism,violence,war,world cultures"
"
","
","
","
","
",Help discover ancient ruins — before it's too late,Sarah Parcak,21:48,"adventure,ancient world,archaeology,big problems,collaboration,communication,community,algorithm,Egypt,global issues,humanity,human origins,Middle East,potential,science,society,South America,technology,TED Prize,terrorism,violence,war,world cultures"
"
											Kids these days.
									","
											Rapazes de hoje.
									","
											Chicos de hoy.
									","
											Les enfants de cette époque...
									","
											Sanki şimdiki çocuklar.
									",Help discover ancient ruins — before it's too late,Sarah Parcak,21:48,"adventure,ancient world,archaeology,big problems,collaboration,communication,community,algorithm,Egypt,global issues,humanity,human origins,Middle East,potential,science,society,South America,technology,TED Prize,terrorism,violence,war,world cultures"
"
","
","
","
","
",Help discover ancient ruins — before it's too late,Sarah Parcak,21:48,"adventure,ancient world,archaeology,big problems,collaboration,communication,community,algorithm,Egypt,global issues,humanity,human origins,Middle East,potential,science,society,South America,technology,TED Prize,terrorism,violence,war,world cultures"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									","
											(Rires)
									","
											(Kahkaka)
									",Help discover ancient ruins — before it's too late,Sarah Parcak,21:48,"adventure,ancient world,archaeology,big problems,collaboration,communication,community,algorithm,Egypt,global issues,humanity,human origins,Middle East,potential,science,society,South America,technology,TED Prize,terrorism,violence,war,world cultures"
"
","
","
","
","
",Help discover ancient ruins — before it's too late,Sarah Parcak,21:48,"adventure,ancient world,archaeology,big problems,collaboration,communication,community,algorithm,Egypt,global issues,humanity,human origins,Middle East,potential,science,society,South America,technology,TED Prize,terrorism,violence,war,world cultures"
"
											I get to see the most
incredible architecture,
											see stunning sculptures —
											I mean, this is basically
a selfie in stone —
											and see that we've always
rocked serious bling.
											And also, we've been posting on walls
											and obsessing about cats —
									","
											Vejo a arquitetura mais incrível,
											vejo esculturas espantosas
											— esta é basicamente
uma ""selfie"" de pedra —
											e vejo que sempre gostámos
de exibir joias.
											Também sempre escrevemos nas paredes
											e tivemos obsessão por gatos...
									","
											Veo la arquitectura más increíble,
											veo esculturas estupendas,
											digo, esta es en esencia
una selfie en piedra,
											y veo que siempre nos gustó exhibir joyas.
											También siempre escribimos en muros
											y nos obsesionaron los gatos,
									","
											Je peux voir une architecture incroyable,
											des sculptures spectaculaires —
											en gros, c'est un selfie dans la pierre —
											et que nous avons toujours eu
un sacré style.
											Nous avons aussi posté sur des murs
											et avons été obsédés par les chats —
									","
											En harika mimariye tanık oluyorum,
											göz kamaştıran heykellere —
											Yani bu resmen taş üzerinde bir selfi
											ve hep mücevher tutkunu
olduğumuzu görüyorum.
											Ayrıca duvarlara her zaman yazı yazıp
											kedilere aşırı ilgi duyuyormuşuz.
									",Help discover ancient ruins — before it's too late,Sarah Parcak,21:48,"adventure,ancient world,archaeology,big problems,collaboration,communication,community,algorithm,Egypt,global issues,humanity,human origins,Middle East,potential,science,society,South America,technology,TED Prize,terrorism,violence,war,world cultures"
"
","
","
","
","
",Help discover ancient ruins — before it's too late,Sarah Parcak,21:48,"adventure,ancient world,archaeology,big problems,collaboration,communication,community,algorithm,Egypt,global issues,humanity,human origins,Middle East,potential,science,society,South America,technology,TED Prize,terrorism,violence,war,world cultures"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									","
											(Rires)
									","
											(Kahkaha)
									",Help discover ancient ruins — before it's too late,Sarah Parcak,21:48,"adventure,ancient world,archaeology,big problems,collaboration,communication,community,algorithm,Egypt,global issues,humanity,human origins,Middle East,potential,science,society,South America,technology,TED Prize,terrorism,violence,war,world cultures"
"
","
","
","
","
",Help discover ancient ruins — before it's too late,Sarah Parcak,21:48,"adventure,ancient world,archaeology,big problems,collaboration,communication,community,algorithm,Egypt,global issues,humanity,human origins,Middle East,potential,science,society,South America,technology,TED Prize,terrorism,violence,war,world cultures"
"
											for thousands of years.
									","
											... durante milhares de anos.
									","
											durante miles de años.
									","
											depuis des milliers d'années.
									","
											binlerce yıldır.
									",Help discover ancient ruins — before it's too late,Sarah Parcak,21:48,"adventure,ancient world,archaeology,big problems,collaboration,communication,community,algorithm,Egypt,global issues,humanity,human origins,Middle East,potential,science,society,South America,technology,TED Prize,terrorism,violence,war,world cultures"
"
","
","
","
","
",Help discover ancient ruins — before it's too late,Sarah Parcak,21:48,"adventure,ancient world,archaeology,big problems,collaboration,communication,community,algorithm,Egypt,global issues,humanity,human origins,Middle East,potential,science,society,South America,technology,TED Prize,terrorism,violence,war,world cultures"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									","
											(Rires)
									","
											(Kahkahalar)
									",Help discover ancient ruins — before it's too late,Sarah Parcak,21:48,"adventure,ancient world,archaeology,big problems,collaboration,communication,community,algorithm,Egypt,global issues,humanity,human origins,Middle East,potential,science,society,South America,technology,TED Prize,terrorism,violence,war,world cultures"
"
","
","
","
","
",Help discover ancient ruins — before it's too late,Sarah Parcak,21:48,"adventure,ancient world,archaeology,big problems,collaboration,communication,community,algorithm,Egypt,global issues,humanity,human origins,Middle East,potential,science,society,South America,technology,TED Prize,terrorism,violence,war,world cultures"
"
											(Applause)
									","
											(Aplausos)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Alkış)
									",Help discover ancient ruins — before it's too late,Sarah Parcak,21:48,"adventure,ancient world,archaeology,big problems,collaboration,communication,community,algorithm,Egypt,global issues,humanity,human origins,Middle East,potential,science,society,South America,technology,TED Prize,terrorism,violence,war,world cultures"
"
","
","
","
","
",Help discover ancient ruins — before it's too late,Sarah Parcak,21:48,"adventure,ancient world,archaeology,big problems,collaboration,communication,community,algorithm,Egypt,global issues,humanity,human origins,Middle East,potential,science,society,South America,technology,TED Prize,terrorism,violence,war,world cultures"
"
											Archaeologists are the cultural
memory preservers
											and the spokespeople
											for the billions of people
and the thousands of cultures
											that came before us.
									","
											Os arqueólogos preservam
a memória cultural
											e são os porta-vozes
											de milhares de milhões de pessoas
e de milhares de culturas
											que existiram antes de nós.
									","
											Los arqueólogos preservan
la memoria cultural
											y son voceros
											de los miles de millones de personas
y de las miles de culturas
											que nos precedieron.
									","
											Les archéologues sont les conservateurs
de la mémoire culturelle
											et les porte-parole
											des milliards de personnes
et des milliers de cultures
											qui nous ont précédés.
									","
											Arkeologlar, bizden önce gelen
											milyarlarca insan ve kültürün
											kültürel anı koruyucuları
											ve sözcüleridir.
									",Help discover ancient ruins — before it's too late,Sarah Parcak,21:48,"adventure,ancient world,archaeology,big problems,collaboration,communication,community,algorithm,Egypt,global issues,humanity,human origins,Middle East,potential,science,society,South America,technology,TED Prize,terrorism,violence,war,world cultures"
"
","
","
","
","
",Help discover ancient ruins — before it's too late,Sarah Parcak,21:48,"adventure,ancient world,archaeology,big problems,collaboration,communication,community,algorithm,Egypt,global issues,humanity,human origins,Middle East,potential,science,society,South America,technology,TED Prize,terrorism,violence,war,world cultures"
