pt,fr,title,speaker,duration,tags
"
											Então, os investigadores estimaram que
durante os 8 anos
											em que estiveram a seguir os óbitos,
											182 000 norte-americanos morreram 
prematuramente,
											não de ""stress"", mas da crença
											que o ""stress"" é mau para nós. (Risos)
											Isso é mais de 20 000 mortes por ano.
											Agora, se a estimativa está correcta,
											isso faria da crença de que o stress
é mau para as pessoas
											a 15.ª maior causa de morte
											nos Estados Unidos, ano passado,
											matando mais pessoas do que o cancro da pele,
											o VIH/SIDA e o homicídio.
									","
											Les chercheurs ont estimé
que sur les huit années
											pendant lesquelles ils ont suivi les décès,
											182 000 Américains étaient morts prématurément,
											non pas de stress, mais de la croyance
											que le stress est mauvais pour eux.
(Rires)
											C'est plus de 20 000 décès par an.
											Si cette estimation est exacte,
											elle ferait de la croyance
que le stress est mauvais pour vous
											la quinzième principale cause de décès
											aux États-Unis l'an dernier,
											tuant plus de personnes
que le cancer de la peau,
											le SIDA et les meurtres.
									",How to make stress your friend,Kelly McGonigal,14:28,"body language,health,psychology,mindfulness"
"
","
",How to make stress your friend,Kelly McGonigal,14:28,"body language,health,psychology,mindfulness"
"
											(Risos)
									","
											(Rires)
									",How to make stress your friend,Kelly McGonigal,14:28,"body language,health,psychology,mindfulness"
"
","
",How to make stress your friend,Kelly McGonigal,14:28,"body language,health,psychology,mindfulness"
"
											Vocês conseguem ver porque é que
este estudo me assustou.
											Eu tenho estado a gastar tanta
energia a dizer às pessoas
											que o ""stress"" é mau para a sua saúde.
									","
											Vous voyez pourquoi cette étude m'a fait flipper.
											J'ai dépensé tellement d'énergie à dire aux gens
											que le stress était mauvais pour leur santé.
									",How to make stress your friend,Kelly McGonigal,14:28,"body language,health,psychology,mindfulness"
"
","
",How to make stress your friend,Kelly McGonigal,14:28,"body language,health,psychology,mindfulness"
"
											Por isso, este estudo fez-me pensar:
											""Será que, ao mudarmos a maneira 
como pensamos sobre o 'stress',
											""nos tornamos mais saudáveis?""
E aqui a ciência diz que sim.
											Quando mudamos a nossa maneira,
de pensar sobre o ""stress""
											conseguimos mudar a resposta 
do nosso corpo ao ""stress"".
									","
											Cette étude m'a donc poussée à me demander :
											Est-ce que changer notre façon
de percevoir le stress
											pourrait nous donner une meilleure santé ?
Et là, la science répond oui.
											Lorsque vous changez d'avis à propos du stress,
											vous pouvez modifier la réponse
de votre corps au stress.
									",How to make stress your friend,Kelly McGonigal,14:28,"body language,health,psychology,mindfulness"
"
","
",How to make stress your friend,Kelly McGonigal,14:28,"body language,health,psychology,mindfulness"
"
											Agora, para explicar como isto funciona,
											quero que todos imaginem que são participantes
											num estudo concebido para vos ""stressar"".
											Chama-se teste de ""stress"" social.
											Vocês chegam ao laboratório
											e dizem-vos que têm de fazer um discurso
											improvisado, de 5 minutos,
sobre as vossas fraquezas pessoais
											a um painel de avaliadores especialistas, 
sentado à vossa frente
											e para ter certeza de que sentem a pressão,
											há luzes brilhantes e uma câmara à vossa frente,
											parecido com isto.
											E os avaliadores foram treinados
											para vos dar um ""feedback"" não-verbal, 
desencorajador, assim.
									","
											Maintenant, pour expliquer
comment cela fonctionne,
											je veux que vous vous fassiez tous
semblant d'être des participants
											à une étude conçue pour vous stresser.
											C'est ce qu'on appelle le test de stress social.
											Vous entrez dans le laboratoire,
											on vous dit que vous allez devoir inventer
											un exposé de cinq minutes
sur vos faiblesses personnelles
											devant un panel d'experts évaluateurs
assis juste en face de vous,
											et pour bien vous mettre la pression,
											il y a des lumières vives,
et une caméra braquée sur votre visage,
											un peu comme ici.
											Les évaluateurs ont été formés
											à vous adresser des signes non verbaux décourageants, comme ceci...
									",How to make stress your friend,Kelly McGonigal,14:28,"body language,health,psychology,mindfulness"
"
","
",How to make stress your friend,Kelly McGonigal,14:28,"body language,health,psychology,mindfulness"
"
											(Risos)
									","
											(Rires)
									",How to make stress your friend,Kelly McGonigal,14:28,"body language,health,psychology,mindfulness"
"
","
",How to make stress your friend,Kelly McGonigal,14:28,"body language,health,psychology,mindfulness"
"
											Agora que vocês estão suficientemente 
desmoralizados,
											é hora da segunda parte: 
um teste de matemática.
											E, sem vocês saberem,
											o experimentador foi treinado para vos 
incomodar enquanto o fazem.
											Agora nós vamos fazer tudo isto juntos.
											Vai ser divertido.
											Para mim.
									","
											Maintenant que vous êtes
suffisamment démoralisé,
											il est temps de passer à la deuxième partie :
un contrôle de maths.
											Et à votre insu,
											l'expérimentateur a été formé à vous harceler
pendant ce temps-là.
											Maintenant, nous allons faire tout ça ensemble.
											Ça va être amusant.
											Pour moi.
									",How to make stress your friend,Kelly McGonigal,14:28,"body language,health,psychology,mindfulness"
"
","
",How to make stress your friend,Kelly McGonigal,14:28,"body language,health,psychology,mindfulness"
"
											Ok. Quero que todos contem para trás
											a partir de 996, de 7 em 7.
											Vão fazer isto em voz alta
											o mais rápido que puderem, começando em 996.
											Comecem!
											Audiência: (A contar)
											Mais rápido. Mais rápido por favor.
											Vocês estão a contar muito devagar.
											Parem. Parem, parem, parem.
											Aquele homem cometeu um erro.
											Vamos ter de começar tudo outra vez.
(Risos)
											Vocês não são muito bons nisto, pois não?
											Ok. Pronto, já percebem a ideia.
											Agora, se estivessem mesmo neste estudo
											provavelmente estariam um pouco ""stressados"".
											O vosso coração poderia estar 
a bater com mais força
											vocês poderiam estar a respirar depressa, 
e talvez encharcados de suor.
											E, normalmente, nós interpretamos estas 
alterações físicas
											como ansiedade
											ou sinais de que não estamos a 
lidar muito bem com a pressão.
									","
											Ok. Je veux que vous comptiez tous à rebours,
											à partir de 996, de sept en sept.
											Vous allez le faire à voix haute
											aussi vite que vous le pouvez, à partir de 996.
											Allez-y !
											(L'assistance compte)
											Plus vite. Plus vite, s'il vous plaît.
											Vous allez trop lentement.
											Stop. Stop, stop, stop.
											Ce gars a fait une erreur.
											Nous allons devoir tout recommencer
depuis le début. (Rires)
											Vous n'êtes pas très doués pour ça,
n'est-ce pas ?
											Bon, vous voyez l'idée.
											Maintenant, si vous étiez vraiment
dans cette étude,
											vous seriez probablement un peu stressés.
											Votre cœur pourrait battre la chamade,
											vous pourriez respirer plus vite,
et être en sueur.
											Et normalement,
nous interprétons ces changements physiques
											comme de l'anxiété
											ou comme des signes qui montrent
que vous ne supportez pas très bien la pression.
									",How to make stress your friend,Kelly McGonigal,14:28,"body language,health,psychology,mindfulness"
"
","
",How to make stress your friend,Kelly McGonigal,14:28,"body language,health,psychology,mindfulness"
"
											Mas se os virem, em vez disso,
											como sinais de que o vosso corpo 
estava energizado
											e que estava a preparar-vos para 
enfrentar este desafio?
											Agora, foi exactamente isso que disseram 
aos participantes
											de um estudo conduzido 
na Universidade de Harvard.
											Antes de eles passarem pelo teste 
de stress social,
											foram ensinados a considerar a sua 
resposta ao ""stress"" como útil.
											Aquele coração a bater fortemente está a 
preparar-vos para a acção.
											Se vocês estão a respirar mais depressa, 
não há problema.
											Está a chegar mais oxigénio ao vosso cérebro.
											E os participantes que aprenderam a ver 
a resposta ao ""stress""
											como útil para o seu desempenho,
											bem, esses ficaram menos ""stressados"",
											menos ansiosos, mais confiantes,
											mas a descoberta mais fascinante para mim
											foi como a sua resposta física ao ""stress"" mudou.
											Então, numa resposta ao ""stress"" típica,
											a vossa frequência cardíaca aumenta,
											e os vossos vasos sanguíneos contraem-se assim.
											E este é um dos motivos porque o ""stress"" crónico
											é, por vezes, associado às doenças 
cardiovasculares.
											Não é realmente saudável estar neste estado
o tempo todo.
											Mas neste estudo, quando os participantes viram
											a sua resposta ao ""stress"" como sendo útil
											os seus vasos sanguíneos 
permaneceram relaxados, assim.
											O coração ainda estava a bater depressa
											mas este é um perfil cardiovascular 
muito mais saudável.
											Efectivamente, parece-se muito com 
o que acontece
											em momentos de alegria e de coragem.
											Ao longo de uma vida com experiências ""stressantes""
											esta alteração biológica
											pode ser a diferença
											entre um ataque cardíaco induzido 
pelo stress, aos 50 anos,
											e viver bem até aos 90 anos.
											E isto é realmente o que 
a nova ciência do ""stress"" revela
											que a maneira como pensamos 
sobre o ""stress"" importa.
									","
											Mais qu'en serait-il si vous les voyiez
											comme des signes que votre corps a été stimulé,
											pour vous préparer à relever ce défi ?
											C'est exactement ce dont
ont été informés les participants
											à une étude menée à Harvard.
											Avant qu'ils ne passent le test de stress social,
											ils ont appris à penser
leur réponse au stress comme utile.
											Ce cœur qui bat la chamade
vous prépare à l'action.
											Si vous respirez plus vite,
il n'y a aucun problème.
											Ça apporte plus d'oxygène à votre cerveau.
											Les participants qui ont appris
à voir la réponse au stress
											comme utile à leur performance,
											eh bien, ils étaient moins stressés,
											moins anxieux, plus confiants,
											mais la découverte qui m'a le plus fascinée,
											c'est la façon dont leur réponse physique
au stress avait changé.
											Dans une réponse typique au stress,
											votre rythme cardiaque augmente,
											et vos vaisseaux sanguins se contractent comme ça.
											C'est l'une des raisons
pour laquelle le stress chronique
											est parfois associé
aux maladies cardiovasculaires.
											Il n'est pas vraiment sain
d'être dans cet état tout le temps.
											Mais dans l'étude,
lorsque les participants ont perçu
											leur réponse au stress comme utile,
											leurs vaisseaux sanguins sont restés
détendus comme ça.
											Leur cœur battait toujours la chamade,
											mais c'est un profil cardiovasculaire
beaucoup plus sain.
											Ça ressemble en fait beaucoup à se qui passe
											dans les moments de joie et de courage.
											Tout au long d'une vie d'expériences stressantes,
											cette seule modification biologique
											pourrait faire la différence
											entre une crise cardiaque
provoquée par le stress à 50 ans
											et vivre en bonne santé jusqu'à vos 90 ans.
											C'est vraiment
ce que la nouvelle science du stress révèle :
											la manière dont vous percevez
le stress a son importance.
									",How to make stress your friend,Kelly McGonigal,14:28,"body language,health,psychology,mindfulness"
"
","
",How to make stress your friend,Kelly McGonigal,14:28,"body language,health,psychology,mindfulness"
"
											Por isso, o meu objectivo 
como psicóloga clínica mudou.
											Já não quero que vocês se livrem do ""stress"".
											Quero que vocês fiquem melhor com o ""stress"".
											E nós apenas fizemos uma pequena intervenção.
											Se vocês levantarem a mão e disserem
											que tiveram muito ""stress"" no ano passado
											nós podemos ter salvo a vossa vida
											porque há esperança de que da próxima vez
											que o vosso coração bata mais depressa
por causa do ""stress""
											vocês se lembrem desta apresentação
											e pensem para vocês próprios:
											""Isto é o meu corpo a ajudar-me a
pôr-me à altura deste desafio.""
											E quando vocês virem o ""stress"" deste modo
											o vosso corpo acredita em vocês
											e a vossa resposta ao ""stress""
torna-se mais saudável.
									","
											Mon objectif en tant que
psychologue de la santé a donc changé.
											Je ne veux plus vous débarrasser de votre stress.
											Je veux vous rendre plus doués pour le stress.
											Nous venons juste de faire une petite intervention.
											Si vous avez levé la main et dit
											que vous aviez eu beaucoup de stress
durant l'année dernière,
											il se pourrait que nous vous ayons sauvé la vie,
											parce que j'espère que la prochaine fois
											que votre cœur battra la chamade à cause du stress,
											vous vous souviendrez de cette conversation,
											et vous vous direz à vous-même,
											c'est mon corps qui m'aide à relever ce défi.
											Lorsque vous percevez le stress de cette façon,
											votre corps vous croit,
											et votre réponse au stress devient plus saine.
									",How to make stress your friend,Kelly McGonigal,14:28,"body language,health,psychology,mindfulness"
"
","
",How to make stress your friend,Kelly McGonigal,14:28,"body language,health,psychology,mindfulness"
"
											Há pouco, eu disse que tenho mais de uma década de demonização do ""stress""
											da qual me redimir
											por isso, vamos fazer mais uma intervenção.
											Quero falar-vos sobre um dos mais
											sub-apreciados aspectos da resposta ao ""stress""
											e a ideia é esta:
											O ""stress"" torna-vos sociais.
									","
											Maintenant, j'ai dit que je devais me racheter
de plus de dix ans
											de diabolisation du stress,
											nous allons donc faire une intervention de plus.
											Je veux vous parler de l'un des aspects
											les plus sous-estimés de la réponse au stress.
											L'idée est la suivante :
											le stress vous rend sociable.
									",How to make stress your friend,Kelly McGonigal,14:28,"body language,health,psychology,mindfulness"
"
","
",How to make stress your friend,Kelly McGonigal,14:28,"body language,health,psychology,mindfulness"
"
											Para compreender este aspecto do ""stress""
											precisamos de falar de uma hormona, a oxitocina
											e sei que a oxitocina já foi
											tão publicitada como uma hormona pode ser.
											Até tem a sua própria alcunha, 
""a hormona das carícias""
											porque é libertada quando abraçam alguém.
											Mas isso é uma pequena parte 
daquilo em que a oxitocina está envolvida.
											A oxitocina é também um neurotransmissor.
											Ela afina com precisão os instintos sociais
do vosso cérebro.
											Leva-vos a fazer coisas
											que reforçam as relações próximas.
											A oxitocina faz-vos desejar contacto físico
											com a vossa família e amigos.
											Aumenta a vossa empatia.
											Até vos torna mais prontos a ajudar e apoiar
											as pessoas com quem se preocupam.
											Algumas pessoas até sugeriram
											que devíamos inalar oxitocina
											para nos tornar mais compassivos e carinhosos.
											Mas eis o que a maioria das pessoas 
não compreende
											sobre a oxitocina.
											Ela é uma hormona de ""stress"".
											A vossa glândula pituitária bombeia-a 
para o exterior
											como parte da resposta ao ""stress"".
											Faz parte da vossa resposta ao ""stress""
											como a adrenalina que faz o vosso coração 
bater mais depressa
											E quando a oxitocina é libertada 
na resposta ao ""stress""
											está a motivá-los para procurar apoio.
											A vossa resposta biológica ao ""stress""
											está a fazer-vos sinal para 
dizerem a alguém como se sentem
											em vez de o guardarem e acumularem para vocês.
											A vossa resposta ao ""stress"" quer ter a certeza 
de que vocês reparam
											quando alguém na vossa vida está a 
passar por uma situação difícil
											para que se possam apoiar mutuamente.
											Quando a vida está difícil, a vossa resposta 
ao ""stress"" quer que vocês
											estejam rodeados por pessoas que 
se preocupam com vocês.
									","
											Pour comprendre cette partie du stress,
											nous devons parler d'une hormone, l’ocytocine,
											et je sais que l'ocytocine est déjà aussi tendance
											qu'une hormone puisse l'être.
											Elle a même son propre petit nom,
l'hormone du câlin,
											parce qu'elle est libérée
lorsque vous embrassez quelqu'un.
											Mais ce n'est qu'une infime partie
du rôle de l'ocytocine.
											L'ocytocine est une neurohormone.
											Elle ajuste avec précision
les instincts sociaux de votre cerveau.
											Elle vous incite à faire des choses
											qui renforcent vos relations intimes.
											L'ocytocine vous donne l'envie de contact physique
											avec vos amis et votre famille.
											Elle accroît votre empathie.
											Elle vous rend même
plus disposé à aider et soutenir
											les gens que vous aimez.
											Certaines personnes ont même suggéré
											que nous devrions sniffer de l'ocytocine
											pour devenir plus compatissants et bienveillants.
											Mais ce que la plupart des gens
ne comprennent pas
											à propos de l'ocytocine,
											c'est qu'il s'agit d'une hormone du stress.
											Votre glande pituitaire la produit
											en réponse au stress.
											Elle fait tout autant partie
de votre réponse au stress
											que l'adrénaline qui fait battre votre cœur.
											Quand l'ocytocine est libérée
durant la réponse au stress,
											cela vous incite à chercher de l'aide.
											Votre réponse biologique au stress
											vous pousse à exprimer
vos sentiments à quelqu'un
											au lieu de refermer le couvercle dessus.
											Votre réponse au stress veut s'assurer
que vous remarquerez
											si quelqu'un d'autre dans votre vie
est en difficulté,
											pour que vous puissiez
vous soutenir mutuellement.
											Quand la vie est difficile,
votre réponse au stress
											veut que vous soyez entouré
par des gens qui se soucient de vous.
									",How to make stress your friend,Kelly McGonigal,14:28,"body language,health,psychology,mindfulness"
"
","
",How to make stress your friend,Kelly McGonigal,14:28,"body language,health,psychology,mindfulness"
"
											Ok. Então, como é que conhecer
o outro lado do ""stress""
											vos vai tornar mais saudáveis?
											Bem, a oxitocina não actua apenas 
no vosso cérebro.
											Também actua no vosso corpo
											e um dos seus principais papéis no corpo
											é proteger o vosso sistema cardiovascular
											dos efeitos do ""stress"".
											É um anti-inflamatório natural.
											Também ajuda a manter os vossos vasos sanguíneos relaxados durante o ""stress"".
											Mas o meu efeito favorito no corpo
é o que ela exerce no coração.
											O vosso coração tem receptores para esta hormona
											e a oxitocina ajuda as células do coração 
a regenerar-se
											e a recuperar de qualquer dano induzido 
pelo ""stress"".
											Esta hormona de ""stress"" reforça o vosso coração
											e a coisa boa é que todos estes benefícios físicos
											da oxitocina aumentam com o contacto social
											e o apoio social
											e por isso quando vocês, ao estarem sob ""stress"",
se aproximam de outras pessoas
											para procurarem apoio ou para ajudarem alguém
											libertam mais desta hormona,
											a vossa resposta ao ""stress"" 
torna-se mais saudável
											e vocês realmente recuperam 
mais rapidamente do ""stress"".
											Acho fantástico
											que a nossa resposta ao ""stress"" tenha 
um mecanismo incorporado
											para a resiliência ao ""stress""
											e que esse mecanismo sejam as ligações humanas.
									","
											Bon, alors, de quelle façon cette connaissance
du bon côté du stress
											va-t-elle vous donner une meilleure santé ?
											Eh bien, l'ocytocine n'agit pas
seulement sur ​​votre cerveau.
											Elle agit aussi sur votre corps,
											et l'un de ses rôles principaux dans votre corps
											est de protéger votre système cardio-vasculaire
											des effets du stress.
											C'est un anti-inflammatoire naturel.
											Elle aide également les vaisseaux sanguins
à rester détendus pendant le stress.
											Mais mon effet préféré sur ​​le corps
agit en fait sur le cœur.
											Votre cœur possède des récepteurs
pour cette hormone,
											et l'ocytocine aide les cellules cardiaques
à se régénerer
											et à guérir de tout dommage provoqué par le stress.
											Cette hormone du stress renforce votre cœur,
											et le truc cool, c'est que
tous ces bénéfices physiques de l'ocytocine
											sont renforcés par des contacts sociaux
											et le soutien social.
											Ainsi, lorsque vous tendez la main aux autres
en situation de stress,
											soit pour demander de l'aide,
soit pour aider quelqu'un d'autre,
											vous libérez plus de cette hormone,
											votre réponse au stress devient plus saine,
											et en fait vous récupérez plus rapidement du stress.
											Je trouve cela extraordinaire,
											que notre réponse au stress
ait un mécanisme intégré
											de résistance au stress,
											et que ce mécanisme soit les relations humaines.
									",How to make stress your friend,Kelly McGonigal,14:28,"body language,health,psychology,mindfulness"
"
","
",How to make stress your friend,Kelly McGonigal,14:28,"body language,health,psychology,mindfulness"
"
											Quero terminar, referindo mais um estudo.
											E ouçam, porque este estudo também 
pode salvar uma vida.
											Este estudo seguiu cerca de 1000 adultos nos EUA
											com idades compreendidas entre os 34 e os 93
											e começaram por perguntar:
											""Quanto 'stress' sentiu no último ano?""
											Eles também perguntaram: ""Quanto tempo passou
											""a ajudar amigos, vizinhos
											""pessoas na sua comunidade?""
											E então usaram os registos de óbitos
durante os 5 anos seguintes
											para saber quem tinha morrido.
									","
											Je veux terminer
en vous citant une autre étude.
											Et écoutez bien, parce que cette étude
pourrait aussi sauver une vie.
											Cette étude a suivi
près de 1 000 adultes aux États-Unis,
											âgés de 34 à 93 ans.
											Ils ont commencé l'étude en demandant :
											« Quelle quantité de stress avez-vous connue
l'année dernière ? »
											Ils ont également demandé :
« Combien de temps avez-vous passé
											à aider vos amis, vos voisins,
											et les personnes autour de vous ? »
											Puis ils ont utilisé les archives publiques
durant les cinq années suivantes
											pour savoir qui était mort.
									",How to make stress your friend,Kelly McGonigal,14:28,"body language,health,psychology,mindfulness"
"
","
",How to make stress your friend,Kelly McGonigal,14:28,"body language,health,psychology,mindfulness"
"
											Ok, começando pelas más notícias.
											Para todas as experiências 
mais ""stressantes"" na vida.
											como dificuldades financeiras ou crises familiares
											houve um aumento de 30% no risco de morrer.
											Mas — e espero que estivessem à espera 
de um ""mas"", agora —
											mas isso não se verificou para todos.
											aqueles que passaram tempo a cuidar de outros
											não tiveram aumento do risco de morte
relacionado com o ""stress"". Zero.
											Cuidar de alguém cria resiliência.
											Então, vemos uma vez mais
											que os efeitos prejudiciais do ""stress"" na saúde
											não são inevitáveis.
											A maneira como pensam e como agem
											podem transformar as vossas 
experiências de ""stress"".
											Quando escolherem ver 
a vossa resposta ao ""stress""
											como sendo útil,
											vocês criam a biologia da coragem.
											E quando escolherem ligar-se a outros, 
quando vocês estiverem sob ""stress"",
											vocês criam resiliência.
											Agora, eu não procuraria necessariamente
											mais experiências ""stressantes"" na minha vida
											mas esta ciência deu-me
											toda uma nova apreciação pelo ""stress"".
											O ""stress"" dá-nos acesso aos nossos corações.
											O coração compassivo encontra alegria e significado
											na ligação com os outros
											e, sim, o vosso coração bate mais depressa
											trabalha tanto para vos dar força e energia
											e quando vocês escolhem ver o ""stress""
desta maneira
											não estão apenas a tornar-se melhores no ""stress""
											estão, na verdade, a fazer uma 
afirmação muito profunda.
											Estão a dizer que podem confiar em vocês próprios
											para enfrentar os desafios da vida
											e estão a lembrar-se de que
											não têm de os enfrentar sozinhos.
									","
											Ok, les mauvaises nouvelles d'abord :
											pour ceux qui ont vécu un stress majeur,
											comme des difficultés financières
ou des crises familiales,
											le risque de décès a augmenté de 30 %.
											Mais — et j'espère que vous vous attendiez
à un  désormais —
											mais ce n'était pas vrai pour tout le monde.
											Les gens qui ont passé du temps
à s'occuper des autres
											n'ont montré absolument aucune augmentation
du risque de mortalité liée au stress. Zéro.
											Prendre soin des autres a créé une résilience.
											Et ainsi, nous voyons une fois de plus
											que les effets néfastes du stress sur notre santé
											ne sont pas inévitables.
											La manière dont vous pensez et dont vous agissez
											peut transformer la façon dont vous vivez le stress.
											Lorsque vous choisissez
de voir votre réponse au stress
											comme utile,
											vous créez la biologie du courage.
											Et quand vous choisissez de communiquer
avec les autres en situation de stress,
											vous pouvez créer la résilience.
											Maintenant, je ne demanderais pas nécessairement
											à éprouver plus d'expériences stressantes
dans ma vie,
											mais cette connaissance m'a donné
											une toute nouvelle appréciation du stress.
											Le stress nous donne accès à nos cœurs.
											Ce cœur compatissant
qui trouve sa joie et son sens
											en se connectant avec les autres,
											et oui, votre cœur physique, qui bat
											et travaille si dur pour vous donner
de la force et de l'énergie,
											quand vous choisissez de percevoir le stress
de cette façon,
											vous arrivez non seulement
à mieux faire face au stress,
											mais vous faites en réalité
une déclaration assez profonde.
											Vous dites que vous pouvez faire
confiance à vous-même
											pour affronter les défis de la vie,
											et vous vous rappelez que
											vous n'avez pas à y faire face seul.
									",How to make stress your friend,Kelly McGonigal,14:28,"body language,health,psychology,mindfulness"
"
","
",How to make stress your friend,Kelly McGonigal,14:28,"body language,health,psychology,mindfulness"
"
											Obrigada.
									","
											Je vous remercie.
									",How to make stress your friend,Kelly McGonigal,14:28,"body language,health,psychology,mindfulness"
"
","
",How to make stress your friend,Kelly McGonigal,14:28,"body language,health,psychology,mindfulness"
"
											[Aplausos]
									","
											(Applaudissements)
									",How to make stress your friend,Kelly McGonigal,14:28,"body language,health,psychology,mindfulness"
"
","
",How to make stress your friend,Kelly McGonigal,14:28,"body language,health,psychology,mindfulness"
