en,tr,pt,de,title,speaker,duration,tags
"
											As I was finishing
my interview with the midwife,
											I noticed an area in her house
											that was decorated
with elaborate homemade flags.
											And each flag has a picture
of a baby on it.
											These were flags
that were sent by families
											whom she helped treat
their infertility problems.
											She explained that she had had enough
											of performing abortions
and sterilizations —
											that the only work she did now
was to help families have babies.
											She said she was full of guilt
											for carrying out the one-child policy,
											and she hoped that by helping
families have babies,
											she could counteract
what she did in the past.
											It became clear to me
she, too, was a victim of the policy.
											Every voice was telling her
											that what she did was right
and necessary for China's survival.
											And she did what she thought
was right for her country.
									","
											Ebemle röportajımı bitirdikten sonra
											evindeki bir bölümü fark ettim,
											özenle elde hazırlanmış 
bayraklarla süslenmişti.
											Her bayrağın üzerinde de 
bir bebeğin fotoğrafı vardı.
											Bu bayraklar kısırlık problemlerine yardım
ettiği aileler tarafından gönderilmişti.
											O, yeterince kürtaj ve kısırlaştırma 
operasyonu yaptığını,
											şimdi yaptığı tek işin de
											ailelerin bebek yapmalarına 
yardım etmek olduğunu açıkladı.
											Tek çocuk politikasını 
uyguladığı için suçlulukla doluydu
											ve ailelere çocuk sahibi 
olmalarında yardımcı olarak
											geçmişte yaptıklarına karşı 
koyabileceğini düşünmüştü.
											Anladım ki o da 
politikanın kurbanı olmuştu.
											Her ses ona yaptığı şeyin 
Çin'in kurtuluşu için
											doğru ve gerekli olduğunu söylüyordu.
											Ülkesi için doğru olduğunu 
düşündüğü şeyi yapmıştı.
									","
											Quando estava a terminar
a entrevista com a parteira,
											reparei numa área da casa dela,
											decorada com elaboradas
bandeiras artesanais.
											Cada bandeira tinha
uma fotografia de um bebé.
											Eram bandeiras enviadas por famílias
											a quem ela ajudara a tratar
problemas de infertilidade.
											Ela explicou que ficara farta
											de realizar abortos e esterilizações
											e o único trabalho que passara a fazer
era ajudar famílias a terem bebés.
											Disse-me que se sentia cheia de culpa
											por ter concretizado
a política de filho único
											e esperava que, ao ajudar
famílias a terem bebés,
											pudesse compensar
o que tinha feito no passado.
											Tornou-se claro para mim
											que ela também tinha sido vítima
dessa política.
											Todas as vozes lhe diziam
que o que ela fazia estava certo,
											e era necessário
para a sobrevivência da China.
											E ela fizera o que julgava
ser certo para o seu país.
									","
											Als ich mit dem Interview
der Hebamme fertig war,
											fiel mir eine Ecke im Haus auf,
											die mit aufwendig verzierten
handgemachten Wimpeln geschmückt war.
											Jeder dieser Wimpel,
trug das Foto eines Barbies.
											Diese Wimpel stammten von Familien,
											deren Unfruchtbarkeit sie behandelt hatte.
											Sie sagte, sie habe genug von
Abtreibungen und Sterilisationen,
											dass Ihre einzige Arbeit
jetzt darin besteht,
											Familien dabei zu helfen,
Kinder zu bekommen.
											Sie sagte, sie sei voller Schuldgefühle,
											weil sie sich an der Durchführung
der Ein-Kind-Politik beteiligt hat.
											Und sie hofft, dass
ihre Hilfe für die Familien,
											ihren Taten aus der Vergangenheit,
etwas entgegensetzt.
											Mir wurde klar, dass auch Sie
ein Opfer der Ein-Kind-Politik war.
											Jede Stimme sagte ihr,
dass sie das Richtige tut.
											Dass es notwendig
für das Überleben von China ist.
											Und Sie tat, was Sie
für richtig hielt, für ihr Land.
									",What it was like to grow up under China's one-child policy,Nanfu Wang,5:56,"TED Fellows,storytelling,movies,china,film,social change,culture,society"
"
","
","
","
",What it was like to grow up under China's one-child policy,Nanfu Wang,5:56,"TED Fellows,storytelling,movies,china,film,social change,culture,society"
"
											I know how strong that message was.
											It was everywhere
around myself when I grew up.
											It was printed on matches,
											playing cards,
											textbooks, posters.
											The propaganda praising
the one-child policy
											was everywhere around us.
									","
											Bu mesajın ne kadar 
kuvvetli olduğunu biliyordum.
											Ben büyürken etrafımızda her yerdeydi.
											Kibrit kutularında,
											oyun kartlarında,
											ders kitaplarına, posterlere basılmıştı.
											Tek çocuk politikasını yücelten 
propaganda her tarafımızdaydı.
									","
											Eu sei como essa mensagem era forte.
											Estava por todo o lado,
à minha volta, quando eu era miúda.
											Estava impressa nas caixas de fósforos,
											nas cartas de jogar,
											nos manuais escolares, em pósteres.
											A propaganda que elogiava
a política de filho único
											estava por todo o lado, à nossa volta.
									","
											Ich weiß, wie stark diese Botschaft war.
											Als ich aufwuchs,
war sie über all um mich herum.
											Sie war auf Streichholzschachteln,
											Spielkarten,
											Lehrbüchern, Postern.
											Die Propaganda für die Ein-Kind-Politik,
											war überall um uns herum.
									",What it was like to grow up under China's one-child policy,Nanfu Wang,5:56,"TED Fellows,storytelling,movies,china,film,social change,culture,society"
"
","
","
","
",What it was like to grow up under China's one-child policy,Nanfu Wang,5:56,"TED Fellows,storytelling,movies,china,film,social change,culture,society"
"
											[Anyone who refuses to sterilize
will be arrested.]
									","
											[Kısırlaştırmaya karşı çıkan 
herkes tutuklanacaktır.]
									","
											[Quem se recusar a ser esterilizada,
será presa.]
									","
											[Jeder, der sich der Sterilisation
widersetzt, wird verhaftet.]
									",What it was like to grow up under China's one-child policy,Nanfu Wang,5:56,"TED Fellows,storytelling,movies,china,film,social change,culture,society"
"
","
","
","
",What it was like to grow up under China's one-child policy,Nanfu Wang,5:56,"TED Fellows,storytelling,movies,china,film,social change,culture,society"
"
											And so were the threats
against disobeying it.
											The message seeped into our minds
											so much so that I grew up
feeling embarrassed
											for having a younger brother.
									","
											Buna uymayanlar için de tehditler vardı.
											Bu mesaj zihnimizde kök salmıştı.
											O kadar ki büyüdüğümde
kardeşimin olmasından utanmıştım.
									","
											Estas eram as ameaças
contra a desobediência.
											A mensagem introduzia-se na nossa mente
											de tal modo que, em miúda,
eu sentia-me envergonhada
											por ter um irmão mais novo.
									","
											Unser Ungehorsam war eine Bedrohung.
											Die Botschaft brannte sich
so sehr in unsere Hirne,
											dass ich mich dafür schämte,
einen kleinen Bruder zu haben.
									",What it was like to grow up under China's one-child policy,Nanfu Wang,5:56,"TED Fellows,storytelling,movies,china,film,social change,culture,society"
"
","
","
","
",What it was like to grow up under China's one-child policy,Nanfu Wang,5:56,"TED Fellows,storytelling,movies,china,film,social change,culture,society"
"
											With each person I filmed,
											I saw how their minds and hearts
can be influenced by the propaganda,
											and how their willingness
to make sacrifices for the greater good
											can be twisted into something
very dark and tragic.
									","
											Filme aldığım her insanla birlikte
											zihinlerinin ve kalplerinin 
propagandadan nasıl etkilendiğini
											ve diğerlerinin iyiliği için 
fedakarlık yapma istekliliğinin
											nasıl çok karanlık ve trajik bir şeye 
dönüştürülebileceğini gördüm.
									","
											Em cada pessoa que filmei,
											vi como os espíritos e os corações
podem ser influenciados pela propaganda
											e como a sua disposição em fazer
sacrifícios por um bem maior
											pode ser distorcida numa coisa
muito sombria e trágica.
									","
											Mit jeder Person, die ich filmte,
											verstand ich, wie sehr ihre Ansichten
											und Ihre Herzen von Propaganda
beeinflusst werden können.
											Ich sah, wie die Bereitschaft, Opfer
zum Wohl der Allgemeinheit zu machen,
											zu etwas sehr Dunklem und Tragischen
verdreht werden kann.
									",What it was like to grow up under China's one-child policy,Nanfu Wang,5:56,"TED Fellows,storytelling,movies,china,film,social change,culture,society"
"
","
","
","
",What it was like to grow up under China's one-child policy,Nanfu Wang,5:56,"TED Fellows,storytelling,movies,china,film,social change,culture,society"
"
											China is not the only place
where this happens.
											There is no country on earth
where propaganda isn't present.
											And in societies that are supposed to be
more open and free than China,
											it can be even harder to recognize
what propaganda looks like.
											It hides in plain sight as news reports,
											TV commercials, political campaigning
											and in our social media feeds.
											It works to change our minds
without our knowledge.
											Every society is vulnerable
to accepting propaganda as truth,
											and no society where propaganda
replaces the truth
											can be truly free.
									","
											Bunun yaşandığı tek yer Çin değil.
											Yeryüzünde propagandanın 
bulunmadığı ülke yoktur.
											Çin'den daha açık ve özgür 
olması gereken toplumlarda
											propagandanın neye benzediğini 
bilmek daha da zor olabilir.
											Haberlerde, TV reklamlarında, 
siyasi kampanyalarda
											ve sosyal medyalarımızda gizlenir.
											Bilgimiz olmadan düşüncelerimizi 
değiştirmek için çalışır.
											Her topluluk propagandaları 
gerçek olarak kabul etmeye açıktır
											ve propagandanın gerçeği 
değiştirdiği hiçbir toplum
											gerçek anlamda özgür olamaz.
									","
											A China não é o único local
onde isto acontece.
											Não há nenhum país no planeta
onde não esteja presente a propaganda.
											Em sociedades supostamente
mais abertas e mais livres do que a China,
											ainda pode ser mais difícil reconhecer
o que é propaganda.
											Ela esconde-se à vista de todos,
nos noticiários,
											nos anúncios da TV,
nas campanhas políticas
											e nas redes sociais.
											Destina-se a mudar a nossa mentalidade
sem nos apercebermos disso.
											Todas as sociedades são vulneráveis
a aceitar a propaganda como uma verdade,
											mas nenhuma sociedade 
em que a propaganda substitua a verdade
											pode ser realmente livre.
									","
											China ist nicht der einzige Ort,
an dem das geschieht.
											Auf der Welt, gibt es
kein einziges Land ohne Propaganda.
											In Gesellschaften, die als offener
und freier gelten als China,
											kann es sehr schwer sein,
Propaganda als solche zu erkennen.
											Sie versteckt sich ganz offen
in Nachrichtenbeiträgen,
											Fernsehwerbung, politischen Kampagnen
											und in Einträgen sozialer Netzwerke.
											Sei verändert unser Denken,
ohne dass wir dies bemerken.
											Jede Gesellschaft ist anfällig dafür,
Propaganda als wahr zu akzeptieren.
											Keine Gesellschaft, in der die Wahrheit
durch Propaganda ersetzt wird,
											kann wirklich frei sein.
									",What it was like to grow up under China's one-child policy,Nanfu Wang,5:56,"TED Fellows,storytelling,movies,china,film,social change,culture,society"
"
","
","
","
",What it was like to grow up under China's one-child policy,Nanfu Wang,5:56,"TED Fellows,storytelling,movies,china,film,social change,culture,society"
"
											Thank you.
									","
											Teşekkür ederim.
									","
											Obrigada.
									","
											Danke Ihnen.
									",What it was like to grow up under China's one-child policy,Nanfu Wang,5:56,"TED Fellows,storytelling,movies,china,film,social change,culture,society"
"
","
","
","
",What it was like to grow up under China's one-child policy,Nanfu Wang,5:56,"TED Fellows,storytelling,movies,china,film,social change,culture,society"
"
											(Applause)
									","
											(Alkışlar)
									","
											(Aplausos)
									","
											(Applaus)
									",What it was like to grow up under China's one-child policy,Nanfu Wang,5:56,"TED Fellows,storytelling,movies,china,film,social change,culture,society"
"
","
","
","
",What it was like to grow up under China's one-child policy,Nanfu Wang,5:56,"TED Fellows,storytelling,movies,china,film,social change,culture,society"
