en,es,de,tr,fr,title,speaker,duration,tags
"
											ndicela iyeza
									","
											ndicela iyeza
									","
											ndicela iyeza
									","
											ndicela iyeza
									","
											Ndicela Iyeza
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											iyeza lokughabha
									","
											iyeza lokughabha
									","
											iyeza lokughabha
									","
											iyeza lokughabha
									","
											Iyeza Lokughabha
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											ndisuse iinkathazo
									","
											ndisuse iinkathazo
									","
											ndisuse iinkathazo
									","
											ndisuse iinkathazo
									","
											Ndisuse iinkathazo
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											ndicela iyeza
									","
											ndicela iyeza
									","
											ndicela iyeza
									","
											ndicela iyeza
									","
											Ndicela Iyeza
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											lokuhlamba
									","
											lokuhlamba
									","
											lokuhlamba
									","
											lokuhlamba
									","
											Lokuhlamba
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											ndisuse iinkathazo.
									","
											ndisuse iinkathazo.
									","
											ndisuse iinkathazo.
									","
											ndisuse iinkathazo.
									","
											Ndisuse Iinkathazo
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											(Vocalizing)
									","
											(Vocalización)
									","
											(Lautgesang)
									","
											(Vokal)
									","
											(Vocalisation)
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											Thongo lam vuma,
									","
											Thongo lam vuma
									","
											Thongo lam vuma,
									","
											Thongo lam vuma,
									","
											Thongo lam vuma
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											Thongo lam vuma,
									","
											Thongo lam vuma
									","
											Thongo lam vuma,
									","
											Thongo lam vuma,
									","
											Thongo lam vuma
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											Thongo lam vuma,
									","
											Thongo lam vuma
									","
											Thongo lam vuma,
									","
											Thongo lam vuma,
									","
											Thongo lam vum
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											Thongo lam vuma,
									","
											Thongo lam vuma
									","
											Thongo lam vuma,
									","
											Thongo lam vuma,
									","
											Thongo lam vuma
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											Thongo lam vuma,
									","
											Thongo lam vuma
									","
											Thongo lam vuma,
									","
											Thongo lam vuma,
									","
											Thongo lam vuma
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											Lam vuma,
									","
											Lam vuma,
									","
											Lam vuma,
									","
											Lam vuma,
									","
											Lam vuma
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											Thongo lam vuma,
									","
											Thongo lam vuma,
									","
											Thongo lam vuma,
									","
											Thongo lam vuma,
									","
											Thongo lam vuma
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											Lam vuma,
									","
											Lam vuma,
									","
											Lam vuma,
									","
											Lam vuma,
									","
											Lam vuma
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											Thongo lam vuma,
									","
											Thongo lam vuma,
									","
											Thongo lam vuma,
									","
											Thongo lam vuma,
									","
											Thongo lam vuma
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											Lam vuma,
									","
											Lam vuma,
									","
											Lam vuma,
									","
											Lam vuma,
									","
											Lam vuma
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											Thongo lam vuma,
									","
											Thongo lam vuma,
									","
											Thongo lam vuma,
									","
											Thongo lam vuma,
									","
											Thongo lam vuma
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											Lam vuma, lam vuma.
									","
											Lam vuma, lam vuma,
									","
											Lam vuma, lam vuma,
									","
											Lam vuma, lam vuma.
									","
											Lam vuma, lam vuma
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											(Improvising)
									","
											(Improvisación)
									","
											(Improvisation)
									","
											(Doğaçlama)
									","
											(Improvisation)
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											(Music ends)
									","
											(Fin de la música)
									","
											(Musik endet)
									","
											(Müzik sona erer)
									","
											(Fin de la chanson)
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaus)
									","
											(Alkışlar)
									","
											(Applaudissements)
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											Thandiswa Mazwai: Hello everybody.
											Thank you so much for having us here.
											My name is Thandiswa Mazwai.
											I am a wild woman,
a rebel singer, a conduit.
											My music is about memory
											and struggling between
oppresion and freedom.
											After over 20 years in South Africa
											we find ourselves as the black masses
											still suffering and fighting
for our freedom and humanity.
											This first song was called ""Iyeza""
which means ""medicine.""
											Medicine for our madness,
medicine for our rage.
											This song we're doing now
is called ""Zabalaza,""
											and it means ""rebel.""
											I'd like to dedicate this to the valiant
student movement in South Africa
											who came up with the #FeesMustFall.
									","
											Thandiswa Mazwai: Hola a todos.
											Gracias por la invitación.
											Me llamo Thandiswa Mazwai.
											Soy una mujer salvaje, cantante
rebelde, una intermediaria.
											Mi música es sobre la memoria
											y la lucha entre
la opresión y la libertad.
											En Sudáfrica, después de 20 años,
											nosotros, la inmensa la población negra,
											aún seguimos sufriendo y luchando
por nuestra libertad y humanidad.
											La primera canción fue ""Iyeza"",
que significa ""medicina"".
											Medicina para nuestra locura,
medicina para nuestra ira.
											La canción que interpretaremos
ahora se llama ""Zabalaza"",
											que significa ""rebeldía"".
											Quisiera dedicarla al valiente
movimiento estudiantil de Sudáfrica
											que protestó contra
el alza de colegiaturas
									","
											Thandiswa Mazwai:
Hallo alle zusammen.
											Danke, dass wir hier 
für euch spielen dürfen.
											Ich heiße Thandiswa Mazwai.
											Ich bin eine wilde Frau,
eine rebellische Sängerin.
											Meine Musik erzählt von Erinnerung
											und dem Kampf zwischen 
Unterdrückung und Freiheit.
											Nach 20 Jahren sind wir in Südafrika
											noch immer in den Massen der Schwarzen,
											im Kampf für Freiheit und Humanität.
											Das erste Lied heißt „Iyeza“,
das bedeutet „Medizin“.
											Medizin für unseren Wahnsinn,
Medizine für unsere Wut.
											Das nächste Lied heißt „Zabalaza“,
											das bedeutet „Rebell“.
											Ich möchte es der tapferen 
Studentenbewegung in Südafrika widmen,
											die #FeesMustFall initiierten.
									","
											Thandiswa Mazwai: Herkese merhaba.
											Bizi ağırladığınız için çok teşekkürler.
											Adım Thandiswa Mazwai.
											Vahşi bir kadın,
asi bir şarkıcı ve bir elçiyim.
											Yaptığım müzik
baskı ve özgürlük arasında
											hatırlamak ve mücadele etmek hakkında.
											Güney Afrika'da 20 yıl sonra
											hâlâ kendimizi
özgürlük ve insanlık için
											acı çeken ve savaşan
siyahi kitleler olarak görüyoruz.
											İlk şarkının adı ""Iyeza""
anlamı ""ilaç"".
											Kızgınlığımız ve öfkemiz için ilaç.
											Sıradaki şarkının adı ise ""Zabalaza,""
											anlamı ""asi.""
											Bu şarkıyı #FeesMustFall 
etiketinin öncüleri olan
											Güney Afrika'daki cesur
öğrenci hareketine adıyorum.
									","
											Bonjour à tous !
											Merci beaucoup de nous recevoir ici.
											Je m'appelle Thandiswa Mazwai.
											Je suis une femme sauvage, 
une chanteuse rebelle, une messagère.
											Ma musique traite des mémoires
											et du combat entre l'oppression 
et la liberté.
											Après plus de 20 ans 
en Afrique du Sud,
											nous, toute la communauté noire,
											souffrons et combattons encore
pour notre liberté et humanité.
											La première chanson s’appelait « Iyeza »
qui signifie « remède ».
											Remède contre notre folie,
Remède contre notre colère

											Celle que nous allons chanter
maintenant s'appelle « Zabalaza »
											qui signifie « Révolté ».
											J'aimerais la dédier au brave
mouvement étudiant d'Afrique du Sud
											qui est à l'origine de #FeesMustFall
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaus)
									","
											(Alkışlar)
									","
											(Applaudissements)
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											Rhodes Must Fall.
									","
											y la remoción de la estatua de Rhodes.
									","
											#RhodesMustFall.
									","
											#RhodesMustFall
									","
											#RhodesMustFall
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaus)
									","
											(Alkışlar)
									","
											(Applaudissements)
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											But more importantly,
											the new vigor that has been brought
into the feminist movement
											so patriarchy must fall.
									","
											Pero lo más importante
											es la nueva fuerza que cobró
el movimiento feminista.
											Por eso, abajo el patriarcado.
									","
											Aber vor allem
											muss diese Kraft auch 
der feministischen Bewegung zufließen,
											das Patriarchat muss stürzen.
									","
											Daha da önemlisi,
											buradaki güç feminist hareketini
hayata geçirdi
											o yüzden patriyarki (ataerkillik)
de yıkılmalı.
									","
											Mais plus important,
											la nouvelle détermination 
dans le mouvement féministe,
											donc la patriarchie doit tomber.
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaus)
									","
											(Alkışlar)
									","
											(Applaudissements)
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											(Music)
									","
											(Música)
									","
											(Musik)
									","
											(Müzik)
									","
											(Musique)
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											Gogo bek' umthwalo
									","
											Gogo bek' umthwalo
									","
											Gogo bek' umthwalo
									","
											Gogo bek' umthwalo
									","
											Gogo bek' umthwalo
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											Kunin' uhlupheka?
									","
											Kunin' uhlupheka?
									","
											Kunin' uhlupheka?
									","
											Kunin' uhlupheka?
									","
											Kunin' uhlupheka ?
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											Little ghetto child
									","
											Niñito del gueto
									","
											Kleines Ghettokind,
									","
											Little ghetto child
									","
											Little ghetto child
(Petit enfant du ghetto)
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											Ungazibulali sana
									","
											Ungazibulali sana
									","
											ungazibulali sana.
									","
											Ungazibulali sana
									","
											Ungazibulali sana
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											Oh ...
									","
											Oh...
									","
											Oh ...
									","
											Oh ...
									","
											Oh ...
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											If you take my hand,
									","
											Si tomas mi mano,
									","
											wenn Du meine Hand nimmst,
									","
											Elimi tut,
									","
											Si tu prends ma main,
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											I'll show you
									","
											te mostraré
									","
											werde ich Dir zeigen,
									","
											Sana göstereyim
									","
											Je te montrerais
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											how to be free.
									","
											cómo ser libre.
									","
											wie man frei ist.
									","
											nasıl özgür olunduğunu.
									","
											comment être libre.
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											Ayifanelang' ub' iyenzeka lento
									","
											Ayifanelang' ub' iyenzeka lento
									","
											Ayifanelang' ub' iyenzeka lento
									","
											Ayifanelang' ub' iyenzeka lento
									","
											Ayifanelang' ub' iyenzeka lento
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											Emzini kabawo
									","
											Emzini kabawo
									","
											Emzini kabawo
									","
											Emzini kabawo
									","
											Emzini kabawo
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											kunge kudala
									","
											kunge kudala
									","
											kunge kudala
									","
											kunge kudala
									","
											kunge kudala
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											Sizozabalaza.
									","
											Sizozabalaza.
									","
											Sizozabalaza.
									","
											Sizozabalaza.
									","
											Sizozabalaza.
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											Zabalaza, zabalaza.
									","
											Zabalaza, zabalaza.
									","
											Zabalaza, zabalaza.
									","
											Zabalaza, zabalaza.
									","
											Zabalaza, zabalaza.
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											Zabalaza.
									","
											Zabalaza.
									","
											Zabalaza.
									","
											Zabalaza.
									","
											Zabalaza.
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
											Sizozabalaza.
									","
											Sizozabalaza.
									","
											Sizozabalaza.
									","
											Sizozabalaza.
									","
											Sizozabalaza.
									","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
"
","
","
","
","
","""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,10:47,"live music,music,performance,singer,vocals,entertainment"
