fr,en,tr,es,title,speaker,duration,tags
"
","
","
","
","Great design is serious, not solemn",Paula Scher,21:56,"art,design,entertainment,happiness,typography,Best of the Web"
"
											(Rires)
									","
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risas)
									","Great design is serious, not solemn",Paula Scher,21:56,"art,design,entertainment,happiness,typography,Best of the Web"
"
","
","
","
","Great design is serious, not solemn",Paula Scher,21:56,"art,design,entertainment,happiness,typography,Best of the Web"
"
											En fait, je trouve que c'est très difficile d'être sérieux.
											Etre solennel, ça fait parti de mon emploi: mais je trouve, de plus en plus,
											que je deviens solennelle là où je ne suis pas obligée de l'être.
											Et au cours de mes 35 ans d'expérience professionnelle,
											je crois avoir été vraiment sérieuse 4 fois.
											Maintenant, j'aimerais vous montrer ce que j'ai fait à ces moments-là,
											sous des conditions très particulières.
											C'est génial d'être un enfant.
											Alors, quand j'avais un peu plus de 20 ans,
											je travaillais dans l'industrie de la musique, en dessinant des pochettes de disque pour CBS Records,
											et j'avais aucune idée à quel point ce poste était génial.
											Je pensais que tout le monde avait un travail de ce type.
											Et puis -
											Selon ma façon de regarder le design et puis aussi le monde,
											tout ce qui se passait autour de moi
											et les choses qui se sont produites au moment où je suis entrée dans l'univers du design,
											c'étaient l'ennemi.
											Je détéstais vraiment
											la police Helvetica - carrément!
											Je la trouvais
											la plus propre, la plus ennuyeuse, la plus fasciste
											et, à vrai dire, la plus répressive, de toutes les polices de caractères
											et puis je détestais toute conception faite avec cette police là.
											A l'époque où je faisais
											mes études supérieures
											c'était ce genre de design là
											qui était en vogue.
											Voici une couverture de livre faite par Rudi de Harra, qui est - je l'avoue - assez jolie,
											mais je la détestais tout bonnement, parce qu'elle était conçue en Helvetica.
											J'en faisais même des parodies.
											A mon avis, c'était - vous voyez - complétement ennuyeux.
									","
											I find it's actually getting really hard to be serious.
											I'm hired to be solemn, but I find more and more
											that I'm solemn when I don't have to be.
											And in my 35 years of working experience,
											I think I was really serious four times.
											And I'm going to show them to you now,
											because they came out of very specific conditions.
											It's great to be a kid.
											Now, when I was in my early 20s,
											I worked in the record business, designing record covers for CBS Records,
											and I had no idea what a great job I had.
											I thought everybody had a job like that.
											And what —
											the way I looked at design and the way I looked at the world was,
											what was going on around me
											and the things that came at the time I walked into design
											were the enemy.
											I really, really, really hated
											the typeface Helvetica.
											I thought the typeface Helvetica
											was the cleanest, most boring, most fascistic,
											really repressive typeface,
											and I hated everything that was designed in Helvetica.
											And when I was in
											my college days,
											this was the sort of design
											that was fashionable and popular.
											This is actually quite a lovely book jacket by Rudy de Harak,
											but I just hated it, because it was designed with Helvetica,
											and I made parodies about it.
											I just thought it was, you know, completely boring.
									","
											Ciddi olmanın gittikçe zorlaştığını
düşünüyorum.
											Resmi olmak için işe alındım
ama fark ediyorum ki,
											zorunda olmadığım zamanlarda
bile resmiyim.
											35 yıllık çalışma deneyimimde,
											sanırım 4 kez gerçekten de ciddiydim.
											Şimdi size o anları göstermek istiyorum,
											çünkü çok özel anlarda ortaya çıktılar.
											Çocuk olmak harikadır.
											20'li yaşlarımdayken,
											kayıt işinde çalıştım, CBS Records için
albüm kapakları tasarlıyordum,
											harika bir işim olduğu hakkında
hiçbir fikrim yoktu.
											Herkesin böyle bir işi var zannediyordum.
											Ve —
											Tasarıma ve dünyaya bakış açım sadece
											etrafımda dönen şeylerden ibaretti
											ve tasarım piyasasında gördüğüm her şey
											benim için bir düşmandı.
											Gerçekten ve gerçekten de Helvetica
											yazı tipinden nefret ediyordum.
											Bana göre Helvetica,
											en temiz, en sıkıcı, en faşist,
											en baskıcı yazı tipiydi
											ve Helvetica ile ilgili tasarlanmış
her şeyden nefret ettim.
											Ben üniversitedeyken,
											bu tarz tasarımlar
											popüler ve modaydı.
											Bu modaya uygun ve popüler.
											Bu aslında Rudy Harak'ın tasarladığı
çok hoş bir kitap kapağı,
											ama nefret ettim çünkü Helvetica ile
tasarlanmıştı
											ve bu konuda parodiler hazırladım.
											Bilirsiniz, bana göre sadece sıkıcıydı.
									","
											Creo que en realidad se esta volviendo más difícil el ser serio
											Me contratan para ser solemne, pero descubro más y más
											que soy solemne cuando no tengo que.
											Y en mis 35 años de experiencia laboral
											considero que cuatro veces fui realmente seria
											Y se las enseñare ahorita
											porque provienen de condiciones muy específicas.
											Es fantástico ser un niño
											Cuando estaba en mis 20s
											trabaje en la industria discográfica diseñando las cubiertas para CBS Records.
											pero no tenia ni idea del trabajo tan estupendo que tenia.
											Pensaba que todo mundo tenia un trabajo asi.
											Y.
											que la manera en que consideraba al diseño y al mundo era
											lo que sucedia alrededor mio.
											y que las cosas que sucedieron cuando entré al mundo del diseño
											eran el enemigo.
											Yo, real, realmente odiaba
											el tipo de letra Helvética
											Pensaba que el tipo de letra Helvética
											era la más limpia, más aburrida, más fascista,
											y realmente deprimente tipo de letra,
											y odiaba todo lo que era diseñado con ella.
											Y cuando estaba en
											mis dias de universidad
											este era el tipo de diseño
											que era popular y de moda.
											Este es, de hecho, una preciosa cubierta de libro de Rudi de Harra*,
											pero a mi no me gustaba simplemente por estar diseñada con Helvética.
											e hice parodias de ella.
											Yo pensaba que era, tu sabes, aburrida.
									","Great design is serious, not solemn",Paula Scher,21:56,"art,design,entertainment,happiness,typography,Best of the Web"
"
","
","
","
","Great design is serious, not solemn",Paula Scher,21:56,"art,design,entertainment,happiness,typography,Best of the Web"
"
											(Rires)
									","
											(Laughter)
									","
											(Kahkahalar)
									","
											(Risas)
									","Great design is serious, not solemn",Paula Scher,21:56,"art,design,entertainment,happiness,typography,Best of the Web"
"
","
","
","
","Great design is serious, not solemn",Paula Scher,21:56,"art,design,entertainment,happiness,typography,Best of the Web"
"
											Et — et donc, mon but dans la vie
											c'était de faire des choses qui n'étaient pas faites en Helvetica.
											Et pour faire des choses qui n'étaient pas faites en Helvetica
											c'était, effectivement, assez compliqué, parce qu'on avait à chercher.
											Et il n'y avait pas beaucoup de livres sur l'histoire du design
											au début des années 70. Il n'y avait pas —
											Il n'y avait pas toute cette pléthore d'éditions de design que l'on trouve aujourd'hui.
											On devait aller aux magasins d'antiquités. On devait aller en Europe.
											On était obligé de se déplacer pour trouver des trucs.
											Et ce à quoi j'étais sensible c'était, vous savez,
											l'Art Nouveau, ou déco,
											ou la typographie victorienne,
											ou tout ce qui n'était manifestement pas de l'Helvetica.
											Et je me suis enseignée moi-même cette façon de créer
											et cela était plus ou moins mon début
											et j'utilisais ces trus
											d'une manière plutôt loufoque
											sur des pochettes de disque et dans mon design.
											Je n'étais pas instruite. Tout ce que je faisais
											c'était de rassembler ces éléments.
											Je mélangeais le Victorien avec le pop,
											et l'Art Nouveau avec quelque chose d'autre.
											Et je dessinais des couvertures d'album
											très décadentes et élaborées
											et ce n'était pas que je me voyais comme une post-moderniste ou une historicienne -
											en fait, j'étais inconsciente de ces termes-là.
											Je détestais Helvetica - et c'est tout.
									","
											So — so, my goal in life
											was to do stuff that wasn't made out of Helvetica.
											And to do stuff that wasn't made out of Helvetica
											was actually kind of hard because you had to find it.
											And there weren't a lot of books about the history of design
											in the early 70s. There weren't —
											there wasn't a plethora of design publishing.
											You actually had to go to antique stores. You had to go to Europe.
											You had to go places and find the stuff.
											And what I responded to was, you know,
											Art Nouveau, or deco,
											or Victorian typography,
											or things that were just completely not Helvetica.
											And I taught myself design this way,
											and this was sort of my early years,
											and I used these things
											in really goofy ways
											on record covers and in my design.
											I wasn't educated. I just sort of
											put these things together.
											I mixed up Victorian designs with pop,
											and I mixed up Art Nouveau with something else.
											And I made these very lush,
											very elaborate record covers,
											not because I was being a post-modernist or a historicist —
											because I didn't know what those things were.
											I just hated Helvetica.
									","
											Yani hayattaki amacım,
											Helvetica ile tasarlanmamış
şeyler tasarlamaktı.
											Helvetica kullanmadan
bir şeyler tasarlamak
											oldukça zordu, çünkü yeni bir şeyler
bulmak zorundaydınız.
											70'lerde tasarım tarihiyle ilgili
çok fazla kitap yoktu.
											— Tasarım ile ilgili yayınlar
											şimdiki gibi bol değildi.
											Bulmak için antikacılara veya
Avrupa'ya gitmeniz lazımdı.
											Materyale ulaşmak için bir yerlere
gitmek zorundaydınız. —
											Benim cevabım da
											Art Nouveau veya deco
											veya Victorian yazı tipi
											veya tamamen Helvetica'yla
alakasız şeyler oldu.
											Bu şekilde kendi başıma tasarımı öğrendim.
											Tasarımda ilk yıllarımdı
											ve bu şeyleri kendi tasarımlarımda
											ve albüm kapaklarında
											gerçekten saçma şekillerde kullandım.
											Tasarım eğitimim yoktu.
											Sadece bir şeyleri bir araya getiriyordum.
											Victorian tasarımları pop ile karıştırdım
											ve Art Nouveau'yu başka
bir şeyle karıştırdım.
											Bu çok cafcaflı
											ve çok süslü albüm kapaklarını tasarladım.
											Bir ileri (post) modernist veya tarihselci
olduğum için değildi —
											bu şeylerin ne olduğunu bile bilmiyordum.
											Sadece Helvetica'dan nefret ediyordum.
									","
											Asi que... mi meta en la vida
											se volvio hacer cosas que no tuvieran Helvética.
											Y hacer cosas que no tuvieran Helvética
											era difícil pues tenias que encontrarla tu mismo.
											Y no habian muchos libros acerca de la historia del diseño
											a principios de los 70s. No habia...
											no habia una abundancia de publicaciones de diseño.
											De hecho, tenias que ir a tiendas de antiguedades o ir a Europa.
											Tenias que ir a varios lugares para poder encontrar tus cosas
											Y a lo que yo reaccionaba era, tu sabes,
											Art Nouveau o deco,
											o tipografía victoriana,
											o cosas que simplemente no eran Helvetica
											Y asi me enseñe a diseñar yo misma
											y estos fueron de cierta manera mis años de principiante,
											y usaba estas cosas
											en formas realmente tontas
											en cubiertas de discos y en mi diseño
											No me enseñaron. mas bien
											organicé yo misma estas cosas.
											Mezclaba diseños victorianos con pop,
											y mezclaba también Arte Nouveau con algo más.
											E hice estas exhuberantes
											y muy elaboradas cubiertas de discos
											no porque estuviera siendo posmodernista o una historicista
											pues no sabia lo que esas cosas eran.
											Yo simplemente, odiaba la Helvética
									","Great design is serious, not solemn",Paula Scher,21:56,"art,design,entertainment,happiness,typography,Best of the Web"
"
","
","
","
","Great design is serious, not solemn",Paula Scher,21:56,"art,design,entertainment,happiness,typography,Best of the Web"
"
											(Rires)
									","
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risas)
									","Great design is serious, not solemn",Paula Scher,21:56,"art,design,entertainment,happiness,typography,Best of the Web"
"
","
","
","
","Great design is serious, not solemn",Paula Scher,21:56,"art,design,entertainment,happiness,typography,Best of the Web"
