en,pt,tr,es,fr,title,speaker,duration,tags
"
											You see, in Mississippi,
											the death penalty is like a part
of our unspoken culture.
											The basic logic is, if you murder someone,
											then you're going to receive
the death penalty.
											So when the jury selection
process took place,
											they asked me,
											""Could you,
											if the evidence presented
justified the death penalty,
											could you deliver,
											rationally and without reservations,
											a penalty of death?""
											My answer was an astounding ""yes,""
											and I was selected as Juror Number 2.
									","
											Estão a ver, no Mississippi,
											a pena de morte faz parte
da nossa cultura tácita.
											A lógica de base é que,
se alguém mata alguém,
											também tem de sofrer a pena de morte.
											Assim, quando se fez
a seleção dos jurados,
											perguntaram-me:
											""Sente-se capaz,
											""se se apresentarem provas
que justifiquem a pena de morte,
											""sente-se capaz de proferir
											""racionalmente e sem reservas
											""uma pena de morte?""
											A minha resposta foi
um rotundo ""sim""
											e fui escolhida como jurada número 2.
									","
											Yani, Mississippi'de
											idam cezası dile getirilmeyen
kültürümüzün bir parçası.
											Basit mantık şu,
											eğer birini öldürürseniz,
o zaman idam cezası alırsınız.
											Jüri seçme süreci gerçekleştiğinde
											bana şunu sordular,
											""Gösterilen kanıt
											eğer idam cezasını meşru kılarsa,
											mantıkla ve tereddüt etmeksizin
											bir idam cezası
											verebilir miydiniz?""
											Cevabım şaşırtıcı bir ""evet"" idi
											ve 2 Numaralı Jüri olarak seçildim.
									","
											Ahora bien,
											en Misisipi
											la pena de muerte forma parte
de una cultura de la que no se habla.
											La lógica básica es
que, si matas a alguien,
											pues entonces te darán la pena de muerte.
											Así fue que, durante el proceso
de selección de los jurados,
											me preguntaron:
											""Dado el caso,
											ante la presentación de pruebas
que justifiquen la pena de muerte,
											¿estaría dispuesta,
											de manera racional y sin reservas,
a dictaminar la pena de muerte?"".
											Mi respuesta fue un rotundo ""sí"",
											y me seleccionaron jurado número 2.
									","
											Au Mississippi,
											la peine de mort fait partie
de notre culture.
											La logique est : si vous tuez quelqu'un,
											c'est la peine de mort.
											Quand on a sélectionné
les membres du jury,
											on m'a posé la question suivante :
											« Serez-vous capable,
											si les preuves viennent
justifier la peine de mort,
											de réclamer,
											rationnellement et sans réserve,
											la peine de mort ? »
											J'ai répondu sans hésiter : « Oui »,
											ce qui m'a valu d'être sélectionnée
comme le deuxième membre du jury.
									",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
","
","
","
","
",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
											The trial started.
											From the evidence being presented
											and from the pictures of the victim,
											my first response was,
""Yes, this man is a monster,
											and he deserves the death penalty.""
											For days, I sat and looked at his hands,
											the ones that yielded the knife,
											and against his pasty white skin,
											his eyes ...
											Well, he spent endless days in his cell,
											no sunlight,
											so his eyes were as black
as his hair and his mustache.
											He was very intimidating,
											and there was absolutely
no doubt in his guilt.
									","
											O julgamento começou.
											Segundo as provas que foram apresentadas
											e as fotografias da vítima,
											a minha primeira reação foi:
											""Sim, este homem é um monstro
e merece a pena de morte"".
											Durante dias, estive ali sentada
a olhar para as mãos dele,
											as mãos que tinham empunhado a faca
											e para aquela pele pálida e doentia,
											para aqueles olhos...
											Ele passara dias sem conta numa cela,
											sem luz do sol,
											por isso, os olhos estavam tão escuros
como o cabelo e o bigode.
											Metia muito medo.
											Não havia qualquer dúvida
quanto à sua culpa.
									","
											Duruşma başladı.
											Gösterilen kanıtlara
											ve kurbanın resimlerine
											verdiğim ilk karşılık şuydu,
""Evet, bu adam bir canavar
											ve idam cezasını hak ediyor.""
											Günlerce oturdum ve ellerine baktım,
											bıçağı tutan o ellere
											ve solgun beyaz tenine,
											gözlerine...
											Hücresinde sonsuz günler geçirdi,
											güneş ışığı yoktu,
											bu yüzden gözleri de
saçları ve sakalı kadar siyahtı.
											Göz korkutucuydu
											ve suçunda kesinlikle şüphe yoktu.
									","
											El juicio comenzó.
											A partir de las pruebas presentadas
											y de las fotografías de la víctima,
											mi primera reacción fue:
											""Sí, este hombre es un monstruo,
y merece la pena de muerte"".
											Me pasé días observando sus manos,
											las mismas que entregaron el cuchillo,
											la enfermiza palidez de su piel,
											sus ojos...
											En realidad, había pasado
días interminables en su celda,
											sin luz natural,
											y por eso tenía los ojos tan oscuros
como su cabello y su bigote.
											Su presencia causaba terror,
											y no había el menor resquicio
de duda sobre su culpabilidad.
									","
											Le procès a commencé.
											Devant les preuves,
											et les photos de la victime,
											ma première réaction fut de dire :
« Oui, cet homme est un monstre
											et il mérite la peine de mort. »
											Pendant des jours, je suis restée assise
à observer ses mains,
											ces mains qui avaient tenu un couteau,
											et sa peau blanche
comme un cachet d'aspirine,
											d'où ressortaient ses yeux...
											Enfermé dans sa cellule
durant des journées interminables,
											sans lumière,
											ses yeux étaient devenus aussi noirs
que ses cheveux et sa moustache.
											Il était très intimidant.
											Il n'y avait aucun
doute de sa culpabilité.
									",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
","
","
","
","
",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
											But regardless of his guilt,
											as the days passed,
											I began to see this monster
											as a human being.
											Something inside of me was changing
that I just didn't understand.
											I was beginning to question myself
											as to whether or not I wanted
to give this man the death penalty.
									","
											Mas, para além da sua culpa,
											à medida que os dias passavam,
											comecei a ver aquele monstro
											como um ser humano.
											Alguma coisa estava a mudar
dentro de mim e eu não percebia porquê.
											Começava a questionar-me
											se eu queria ou não dar
a pena de morte àquele homem.
									","
											Fakat suçuna bakmaksızın,
											günler geçtikçe
											bu canavarı
											bir insan olarak görmeye başladım.
											İçimde bir şeyler değişiyordu
ve ben anlayamıyordum.
											O adama idam cezası vermeyi
											isteyip istemediğim konusunda
kendimi sorgulamaya başlıyordum.
									","
											Pero independientemente
de su culpabilidad,
											con el transcurso de los días,
											empecé a ver a ese monstruo
											como a un ser humano.
											Algo en mí estaba cambiando,
y no sabía qué era.
											Empezaba a cuestionarme
											si en verdad quería darle
la pena de muerte.
									","
											Mais en dépit de sa culpabilité,
											au fil des jours,
											j'ai commencé à voir ce monstre
											comme un être humain.
											Quelque chose changeait en moi
mais je ne comprenais pas quoi exactement.
											Je commençais à me remettre en question.
											Voulais-je vraiment réclamer
la peine de mort pour cet homme ?
									",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
","
","
","
","
",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
											Jury deliberations began,
											and the judge gave us jury instructions
											and it was to be used as a tool
											in how to reach a verdict.
											Well, using this tool
only led to one decision,
											and that was the death penalty.
											I felt backed into a corner.
											My head and my heart
were in conflict with each other,
											and the thought of the death penalty
											made me sick.
											However, following
the judge's instructions,
											being a law-abiding person,
											I gave up.
											I gave up and voted along
with the other 11 jurors.
											And there it was:
											our broken judicial system at work.
									","
											Começaram as deliberações dos jurados
											e o juiz deu-nos instruções rigorosas
											que deviam ser usadas
como uma ferramenta
											para chegarmos a um veredicto.
											Usando aquela ferramenta
só podíamos chegar a uma decisão
											que era a pena de morte.
											Senti-me encurralada a um canto.
											A minha cabeça e o meu coração
entraram em conflito
											e o pensamento da pena de morte
repugnava-me.
											Mas, de acordo com as instruções do juiz,
											como sou uma pessoa respeitadora da lei,
											cedi.
											Cedi e votei em conjunto
com os outros 11 jurados.
											E aí estava:
											o nosso sistema judicial
defeituoso em funcionamento.
									","
											Jüri düşünmeleri başladı
											ve hakim bize jüri talimatlarını verdi
											ve bu, bir karara varma biçimi için
											bir araç olarak kullanılacaktı.
											Bu aracı kullanmanın sonu
tek bir karara çıkıyordu
											ve o da idam cezasıydı.
											Bir köşeye çekildim.
											Kafam ve kalbim birbiriyle çelişiyordu
											ve idam cezası düşüncesi
											beni hasta ediyordu.
											Ancak, jüri talimatlarını takip ederek,
											yasaya saygı gösteren bir insan olarak
											pes ettim.
											Pes ettim ve diğer
11 jüriyle birlikte oy verdim.
											İşte buydu:
											Çökmüş yargı sistemimiz iş üzerindeydi.
									","
											Las deliberaciones
del jurado dieron comienzo,
											y el juez nos dio
las instrucciones de rigor
											que debían usarse como herramienta
											para llegar al veredicto.
											Ahora bien, esa herramienta
llevaba a una sola decisión:
											la pena de muerte.
											Me sentí acorralada.
											Mi cabeza se contradecía con mi corazón,
											y el solo pensar en la pena 
de muerte me repugnaba.
											Aun así, en línea con
las instrucciones del juez,
											como persona respetuosa de la ley,
											cedí.
											Cedí y voté junto a los otros 11 jurados.
											Y allí estaba:
											nuestro defectuoso sistema 
judicial en pleno funcionamiento.
									","
											Quand les délibérations ont commencé,
											le juge nous a remis ses instructions.
											Mais c'était un simple outil
											avec pour objectif d'atteindre un verdict.
											Utiliser cet outil nous a conduits
à la seule décision possible,
											la peine de mort.
											Je me suis sentie piégée.
											Mon esprit et mon cœur
entraient en contradiction
											et la pensée de la peine de mort
											m'écœurait.
											Mais j'ai suivi les instructions du juge -
											car je respecte la loi -
											et je n'ai pas résisté.
											Je me suis résignée à aligner mon vote
sur celui des 11 autres jurés.
											J'étais au cœur
											du fonctionnement
de notre système judiciaire défaillant.
									",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
","
","
","
","
",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
											So here I am in my car,
											and I'm wondering:
											How is my life ever going to be the same?
											My life was kids, work,
church, ball games —
											just your average, normal, everyday life.
											Now everything felt trivial.
											I was going down this rabbit hole.
											The anger, the anxiety,
											the guilt, the depression ...
											it just clung to me.
											I knew that my life had to resume,
											so I sought counseling.
											The counselor diagnosed me with PTSD
											and told me that the best way
to overcome the PTSD
											was to talk about the trauma.
											However, if I talked or tried
to talk about the trauma
											outside her office,
											I was shut down.
											No one wanted to hear about it.
											He was just a murderer. Get over it.
											It was then that I decided
to become a silent survivor.
									","
											Agora, estou ali no meu carro
											a pensar:
											Como é que a minha vida
vai continuar a ser a mesma?
											A minha vida era os filhos,
o trabalho, a igreja, os jogos da bola,
											uma vida vulgar, normal, de todos os dias.
											Agora, tudo parecia tão banal.
											Sentia-me a afundar num abismo.
											A raiva, a ansiedade,
											a culpa, a depressão,
											não me abandonavam.
											Eu sabia que tinha
de retomar a minha vida,
											por isso procurei aconselhamento.
											O conselheiro diagnosticou-me
perturbação de stresse pós-traumático
											e disse-me que a melhor forma
de ultrapassar isso
											era falar sobre o trauma.
											Mas, se eu tentasse falar do trauma
											fora do consultório,
											era rechaçada.
											Ninguém queria ouvir falar disso.
											""Ele não passa de um assassino. Esquece"".
											Foi então que decidi ser
uma sobrevivente silenciosa.
									","
											Orada arabadayım
											ve merak ediyorum:
											Hayatım aynı olmaya nasıl devam edecek?
											Hayatım; çocuklarım,
işim, kilise, top oyunlarıydı —
											ortalama, normal, günlük hayatınız.
											Artık her şey önemsiz hissettiriyordu.
											Tavşan deliğine giriyordum.
											Sinir, endişe,
											suç, depresyon...
											Üzerime yapışmışlardı.
											Hayatımın devam etmesi
gerektiğini biliyordum,
											bir danışmanlık hizmeti aradım.
											Danışmanım bana travma sonrası
stres bozukluğu teşhisi koydu
											ve bunu yenmenin en iyi yolunun
											travma hakkında konuşmak olduğunu söyledi.
											Ancak, onun ofisi haricinde
travmadan bahsettiğimde
											veya bahsetmeyi denediğimde
											birden susturuluyordum.
											Hiç kimse bu konuyu duymak istemiyordu.
											O bir katildi. Aş artık bunu.
											Ben de daha sonra sessiz bir
kazazede olmaya karar verdim.
									","
											Entonces, dentro del auto,
											me pregunté:
											""¿Cómo haré para que mi vida
siga siendo la misma?"".
											Mi vida eran mis hijos, el trabajo, 
la iglesia, los partidos de béisbol,
											como la vida normal de cualquiera.
											Pero ahora todo me parecía banal.
											Me sentía caer por un abismo.
											La ira, la ansiedad,
											la culpa, la depresión...
											Todo me asaltó de pronto.
											Tenía que retomar mi vida,
											así que busqué ayuda en la terapia.
											La terapeuta me diagnosticó 
estrés postraumático,
											y me dijo que la mejor manera
de superar ese trastorno
											era hablando del problema.
											Pero si hablaba o intentaba hablar
de mi experiencia traumática
											fuera de su consultorio,
											me callaban.
											Nadie quería que hablara del tema.
											Era solo un asesino. Supéralo, y ya.
											Fue entonces cuando decidí convertirme
en una sobreviviente silenciosa.
									","
											Prostrée dans ma voiture,
											je me demandais
											comment ma vie pourrait jamais
redevenir comme avant.
											Enfants, travail, église et jeux
de ballons composaient ma vie.
											Une vie normale, celle de tout le monde.
											Maintenant, tout cela
était devenu trivial.
											Je glissais au fond du trou.
											La colère, l'angoisse,
											la culpabilité, la dépression...
											Impossible de m'en débarrasser.
											Je devais continuer ma vie
											alors j'ai suivi une thérapie.
											Le conseiller a diagnostiqué
un trouble de stress post-traumatique.
											Il m'a expliqué que pour le surmonter,
											je devais parler de mon traumatisme.
											Toutefois,

											quand j'essayais d'en parler
en dehors de son cabinet de consultation,
											tout le monde m'interrompait.
											Personne ne voulait entendre parler de ça.
											C'était un meurtrier. Laisse tomber !
											J'ai alors décidé de devenir
une survivante silencieuse.
									",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
","
","
","
","
",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
											Twelve years later, 2006,
											I learned that Bobby Wilcher
had dropped all of his appeals,
											and his execution date was approaching.
											That was like a punch in the stomach.
											All of those buried feelings
just started coming back.
											To try and find peace,
I called Bobby's attorney, and I said,
											""Can I see Bobby before he's executed?""
									","
											Doze anos depois, em 2006,
											soube que Bobby Wilcher
tinha esgotado todos os apelos
											e estava a aproximar-se
a data da execução.
											Foi como se levasse um murro no estômago.
											Todos aqueles sentimentos enterrados
começaram a regressar.
											Para tentar encontrar paz,
liguei para o advogado de Bobby e disse;
											""Posso ver Bobby antes de ele ser executado?""
									","
											On iki yıl sonra, 2006'da
											Bobby Wilcher'ın
tüm temyizlerinin düştüğünü
											ve idam gününün yaklaştığını öğrendim.
											Bu karnıma atılmış bir yumruk gibiydi.
											Örtülü hislerin tamamı
geri gelmeye başlamıştı.
											Huzur bulmayı denemek için
Bobby'nin avukatını aradım ve dedim ki,
											""İdamdan önce Bobby'i görebilir miyim?""
									","
											Doce años después, en 2006,
											me enteré de que Bobby Wilcher
había retirado todas sus apelaciones
											y que la fecha de su ejecución
estaba muy cerca.
											Fue como un golpe en el estómago.
											Reviví todas esas sensaciones
que llevaba ocultas.
											En un intento de encontrar algo de paz,
llamé al abogado de Bobby y le dije:
											""¿Puedo ver a Bobby 
antes de que lo ejecuten?"".
									","
											Douze ans plus tard, en 2006,
											j'ai appris que Bobby Wilcher
avait renoncé à faire appel
											et que la date de son exécution
approchait.
											Ça m'a fait un choc incroyable.
											Tous les souvenirs enfouis
remontaient à la surface.
											J'ai appelé l'avocat de Bobby
avec l'espoir de trouver un peu de paix :
											« Puis-je voir Bobby
avant son exécution ? »
									",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
","
","
","
","
",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
											Driving to the penitentiary
on the day of his execution,
											in my mind,
											Bobby was going to be manic.
											But, surprisingly, he was very calm.
											And for two hours, he and I sat there
and talked about life,
											and I got to ask him to forgive me
for my hand in his death.
											His words to me were:
											""You don't have to apologize.
											You didn't put me here.
											I did this myself.
											But if it'll make you feel better,
											I forgive you.""
									","
											No caminho para a penitenciária,
no dia da execução,
											pensava que Bobby devia estar em pânico.
											Para minha surpresa,
ele estava muito calmo.
											Durante duas horas, ele e eu
conversámos sobre a vida,
											e eu pedi-lhe que me perdoasse
pelo meu papel na morte dele.
											As palavras que ele me disse foram:
											""Não tem de pedir desculpa.
											""Não foi você que me meteu aqui.
											""Fui eu.
											""Mas se se sente melhor, eu perdoo-lhe"".
									","
											İdam gününde hapishaneye doğru giderken
											zihnimin içinde
											Bobby deliye dönüyordu.
											Fakat şaşırtıcı bir biçimde, çok sakindi.
											İki saat boyunca o ve ben
orada oturduk ve yaşamdan bahsettik
											ve ölümünde parmağım olduğu için
beni affetmesini istedim.
											Bana söyledikleri şunlardı:
											""Özür dilemek zorunda değilsin.
											Beni oraya sen koymadın.
											Bunu kendim yaptım.
											Fakat daha iyi hissettirecekse,
											seni affediyorum.""
									","
											De camino a la penitenciaría
el mismo día de su ejecución,
											imaginaba que Bobby estaría 
totalmente fuera de control.
											Pero, sorprendentemente, 
estaba muy tranquilo.
											Y durante dos horas, ambos, sentados
frente a frente, hablamos de la vida,
											y finalmente le pedí perdón
por mi intervención en su muerte.
											Sus palabras fueron:
											""No tiene por qué pedir perdón.
Ud. no me puso en este lugar.
											Lo hice yo solo.
											Pero si la hace sentir mejor, la perdono"".
									","
											En route vers la prison
le jour de son exécution,
											je pensais
											que Bobby serait paniqué.
											Étonnamment, il était très calme.
											Nous sommes restés assis pendant
deux heures, en parlant de la vie
											et j'ai pu lui demander son pardon
pour mon rôle dans sa mort.
											Voici ce qu'il m'a répondu :
											« Vous n'avez pas besoin
de présenter vos excuses.
											Ce n'est pas vous qui m'avez mis ici.
											Je m'y suis mis tout seul.
											Mais si cela vous permet
de vous sentir mieux,
											je vous pardonne. »
									",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
","
","
","
","
",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
											On my way home,
											I stopped by a restaurant
and bought a margarita.
									","
											A caminho de casa,
											parei num restaurante
e pedi uma margarita.
									","
											Eve dönerken
											bir restoranda durdum
ve bir margarita aldım.
									","
											De regreso a mi casa,
											me detuve en un restaurante,
compré una margarita...
									","
											En rentrant à la maison,
											j'ai fait une escale dans un restaurant
et j'ai pris une pizza Margarita.
									",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
","
","
","
","
",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
											(Laughter)
									","
											(Risos)
									","
											(Gülüşmeler)
									","
											(Risas)
									","
											(Rires)
									",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
","
","
","
","
",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
											I don't think I could
get one big enough —
									","
											Acho que não me deram
uma suficientemente grande...
									","
											Bir tanesinin sakin olmayı
denememe —
									","
											Ninguna sería lo suficientemente grande
									","
											Aucune pizza n'aurait été assez grande
									",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
","
","
","
","
",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
											(Laughter)
									","
											(Risos)
									","
											(Gülüşmeler)
									","
											(Risas)
									","
											(Rires)
									",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
","
","
","
","
",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
											to try and calm down.
											My phone rang.
											It was Bobby's attorney.
											Within two minutes of his execution,
											they had given him a stay.
											This stay gave me time
											to reach out to Bobby.
											And as crazy as it may sound,
											we became friends.
											Three months later,
											he was executed
by the State of Mississippi.
									","
											para me acalmar.
											O meu telefone tocou.
											Era o advogado de Bobby.
											A dois minutos da execução,
											tinham-lhe concedido um adiamento.
											Esse adiamento deu-me tempo
											para ir ter com Bobby.
											Por estranho que possa parecer
tornámo-nos amigos.
											Três meses mais tarde.
											foi executado pelo Estado de Mississippi.
									","
											yetecek kadar
büyük olmadığını düşünüyorum.
											Telefonum çaldı.
											Bobby'nin avukatıydı.
											İdamının iki dakikası içerisinde,
											ona biraz zaman vermişlerdi.
											Bu zaman da Bobby'e ulaşmam için
											bana süre verdi.
											Kulağa ne kadar çılgınca gelse de
											biz arkadaş olduk.
											Üç ay sonra,
											Mississippi Eyaleti
tarafından idam edildi.
									","
											como para calmarme.
											Sonó el teléfono.
											Era el abogado de Bobby.
											Faltando dos minutos para su ejecución,
											le dieron una prórroga.
											Esa suspensión me dio tiempo
											para acercarme a Bobby.
											Y aunque parezca descabellado,
nos hicimos amigos.
											Tres meses después, fue ejecutado
por el estado de Misisipi.
									","
											pour me calmer.
											Mon téléphone a sonné.
											C'était l'avocat de Bobby.
											Deux minutes avant son exécution,
											on lui avait donné un sursis.
											Ça m'a donné le temps
											de lui tendre la main.
											Aussi incroyable que cela paraisse,
											nous sommes devenus amis.
											Trois mois plus tard,
											Bobby a été exécuté
par l'État du Mississippi.
									",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
","
","
","
","
",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
"
											I'm here to tell you my story,
											because it was precisely 22 years later
											that I even wanted to open up
enough to talk about it,
											when a friend encouraged me.
											""Hey, perhaps you need to talk
to the other jurors.
											You've been through the same experience.""
									","
											Estou aqui para contar a minha história
											porque foram precisos 22 anos
											para eu querer abrir-me
e falar sobre isto,
											quando um amigo meu
me encorajou:
											""Talvez precises de falar
com os outros jurados.
											""Passaram todos pela mesma experiência"".
									","
											Sizlere hikayemi anlatmak için buradayım,
											çünkü tam olarak 22 yıl sonra,
											bir arkadaşım beni cesaretlendirdiğinde
											bu konu hakkında
konuşabilecek kadar açıldım.
											""Hey, belki de diğer jürilerle
konuşman gerekiyordur.
											Hepiniz aynı tecrübeyi yaşadınız.""
									","
											Estoy aquí para contarles mi historia,
											porque fue exactamente 22 años después
											cuando decidí sincerarme y hablar del tema
											por consejo de un amigo:
											""Oye, quizás debas hablarlo
con los otros jurados.
											Han pasado por tu misma experiencia"".
									","
											Je suis ici pour partager mon histoire,
											car c'est précisément 22 ans plus tard
											que j'ai pu m'ouvrir pour en parler
											avec les encouragements d'une amie :
											« Tu devrais parler avec
les autres membres du jury.
											Tu as traversé la même
expérience qu'eux. »
									",A juror's reflections on the death penalty,Lindy Lou Isonhood,16:00,"crime,criminal justice,law,social change,society,culture,justice system,prison"
