en,pt,de,title,speaker,duration,tags
"
											Let me make it a bit more concrete.
											You become the president of the United States.
											You think, ""Wow, I've arrived.
											I'm the most powerful man in the world.""
											So you decide, perhaps let me pass a law.
											All of a sudden, Congress taps you on the shoulder
											and says, ""No, no, no, no, no, you can't do that.""
											You say, ""Let me try this way.""
											The Senate comes and says, ""Uh-uh,
											we don't think you can do that.""
											You say, perhaps, ""Let me print some money.
											I think the economy needs a stimulus.""
											The central bank governor will think you're crazy.
											You might get impeached for that.
											But if you become the president of Zimbabwe,
											and you say, ""You know, I really like this job.
											I think I'd like to stay in it forever.""
(Laughter)
											Well, you just can.
											You decide you want to print money.
											You call the central bank governor and you say,
											""Please double the money supply.""
											He'll say, ""Okay, yes, sir,
											is there anything else I can do for you?""
											This is the power that African leaders have,
											and this is why they make the most difference
											on the continent.
									","
											Vou explicar um pouco melhor.
											Chegamos a presidente dos Estados Unidos.
											Pensamos: ""Uau! Já cá estou.
											""Sou o homem mais poderoso do mundo"".
											Então decidimos: 
""Talvez vá aprovar uma lei"".
											O Congresso dá-nos 
uma palmada no ombro e diz:
											""Não, não, não, não pode fazer isso"".
											Nós dizemos: ""Deixem-me experimentar"".
											Vem o Senado e diz:
											""Não, não, nem pense que pode fazer isso"".
											Nós dizemos: ""Vamos imprimir dinheiro.
											""Acho que a economia 
precisa de um estímulo"".
											O governador do banco central 
pensa que estamos malucos.
											Podemos ser impugnados por isso.
											Mas, se formos o presidente 
do Zimbabué, e dissermos:
											""Sabem, gosto mesmo deste cargo,
											""acho que gostava 
de ficar aqui toda a vida"".
											(Risos)
											Podem fazê-lo.
											Decidimos imprimir dinheiro.
											Chamamos o governador 
do banco central e dizemos:
											""Por favor, duplique 
o fornecimento do dinheiro"".
											Ele dirá: ""Ok, sim, senhor,
											""em que mais posso ajudar?""
											É este o poder que 
os líderes africanos têm.
											É por isso que eles fazem 
a grande diferença no continente.
									","
											Ich möchte das ein wenig verdeutlichen.
											Sie werden Präsident
der Vereinigten Staaten.
											Sie denken: ""Wow, ich habe es geschafft.
											Ich bin der mächtigste Mann der Welt.""
											Also entscheiden Sie, 
ein Gesetz zu verabschieden.
											Plötzlich mischt sich 
der Kongress ein und sagt:
											""Nein, nein, das darfst du nicht.""
											Sie sagen: ""Dann versuche ich es anders.""
											Dann sagt der Senat:
											""Nee, das darfst du nicht machen.""
											Sie sagen vielleicht:
""Ich will ein wenig Geld drucken.
											Ich glaube, die Wirtschaft
braucht Aufschwung.""
											Der Direktor der Zentralbank
											wird Sie für verrückt halten.
											Sie könnten dafür angeklagt werden.
											Aber wenn Sie der 
Präsident von Zimbabwe sind
											und sagen: ""Ich mag diesen Job.
											Ich glaube, ich behalte ihn für immer,""
(Gelächter)
											nun, dann dürfen Sie das einfach.
											Sie entscheiden sich Geld zu drucken,
											Sie rufen den Bankdirektor an und sagen:
											""Bitte verdoppele den Geldbestand.""
											Er wird sagen: ""Ja, Herr Präsident,
											kann ich sonst noch was für Sie tun?""
											Das ist die Macht, die 
afrikanische Spitzenpolitiker haben,
											und genau darum haben sie 
den größten Einfluss
											auf dem Kontinent.
									","The leaders who ruined Africa, and the generation who can fix it",Fred Swaniker,13:26,"Africa,TED Fellows,entrepreneur"
"
","
","
","The leaders who ruined Africa, and the generation who can fix it",Fred Swaniker,13:26,"Africa,TED Fellows,entrepreneur"
"
											The good news is that
											the quality of leadership in Africa has been improving.
											We've had three generations 
of leaders, in my mind.
											Generation one are those who appeared
											in the '50s and '60s.
											These are people like Kwame Nkrumah of Ghana
											and Julius Nyerere of Tanzania.
											The legacy they left is that they
brought independence to Africa.
											They freed us from colonialism,
											and let's give them credit for that.
											They were followed by generation two.
											These are people that brought nothing
											but havoc to Africa.
											Think warfare, corruption, human rights abuses.
											This is the stereotype of 
the typical African leader
											that we typically think of:
											Mobutu Sese Seko from Zaire,
											Sani Abacha from Nigeria.
											The good news is that most of
these leaders have moved on,
											and they were replaced by generation three.
											These are people like the late Nelson Mandela
											and most of the leaders that we see in Africa today,
											like Paul Kagame and so forth.
											Now these leaders are by no means perfect,
											but the one thing they have done is that they have
											cleaned up much of the mess of generation two.
											They've stopped the fighting,
											and I call them the stabilizer generation.
											They're much more accountable to their people,
											they've improved macroeconomic policies,
											and we are seeing for the first time
											Africa's growing, and in 
fact it's the second fastest
											growing economic region in the world.
											So these leaders are by no means perfect,
											but they are by and large
											the best leaders we've seen in the last 50 years.
									","
											As boas notícias é que
											a qualidade da liderança 
em África tem melhorado.
											Na minha opinião, 
tivemos três gerações de líderes.
											A geração um são os que apareceram 
nos anos 50 e 60.
											São pessoas como Kwame Nkrumah do Gana
											e Julius Nyerere da Tanzânia.
											Deixaram-nos o legado de
terem trazido a independência a África.
											Libertaram-nos do colonialismo.
											Devemos-lhes isso.
											Foram seguidos pela segunda geração.
											Foram pessoas que não trouxeram a África
											nada a não ser o caos.
											Pensem nas guerras, na corrupção, 
nas violações dos direitos humanos.
											É o estereótipo do típico líder africano
											em que normalmente pensamos.
											Mobutu Sese Seko do Zaire,
											Sani Abacha da Nigéria.
											As boas notícias é que a maior parte 
destes líderes foram depostos
											e foram substituídos pela terceira geração.
											Há pessoas como o falecido Nelson Mandela
											e a maioria dos líderes de hoje em África,
											como Paul Kagame e outros.
											Estes líderes não são perfeitos,
											mas uma coisa que fizeram
											foi que limparam muita da porcaria 
da segunda geração.
											Acabaram com as lutas.
											Eu chamo-lhes a geração da estabilização.
											São muito mais responsáveis 
perante o seu povo,
											melhoraram as políticas macroeconómicas.
											Estamos a assistir, pela primeira vez,
											ao crescimento de África,
											a segunda região de mais rápido 
crescimento económico do mundo.
											Estes líderes não são perfeitos,
											mas são de longe 
os melhores líderes que já vimos
											nos últimos 50 anos.
									","
											Die gute Nachricht ist,
											dass unsere Entscheidungsträger
immer besser werden.
											Wir hatten bisher
drei Generationen von Anführern.
											Die erste Generation sind die Anführer
											der 50er und 60er Jahre.
											Menschen wie Kwame Nkrumah aus Ghana
											und Julius Nyerere aus Tansania.
											Ihr Vermächtnis ist
Afrikas Unabhängigkeit.
											Sie befreiten uns vom Kolonialismus
											und das sollte man würdigen.
											Ihnen folgte die zweite Generation.
											Diese Menschen brachten nur
											Chaos und Verwüstung nach Afrika.
											Nur Krieg, Korruption,
Menschenrechtsverletzungen.
											Es gibt ein bekanntes Klischee
											des typisch afrikanischen Anführers:
											Mobutu Sese Seko aus Zaire,
											Sani Abacha aus Nigeria.
											Die gute Nachricht ist, dass 
die meisten davon weitergezogen
											und von der 3. Generation ersetzt wurden.
											Das sind Menschen wie Nelson Mandela
											und die meisten Spitzenpolitiker 
des heutigen Afrika,
											wie Paul Kagame und so weiter.
											Diese Anführer sind 
auf keinen Fall perfekt,
											aber sie haben das Schlimmste
											der zweiten Generation beseitigt.
											Sie haben den Krieg beendet
											und ich nenne sie 
die ""stabilisierende Generation"".
											Sie übernehmen mehr Verantwortung,
											sie verbessern die allgemeine 
wirtschaftliche Lage
											und zum ersten Mal
sehen wir Wachstum in Afrika.
											Afrika wächst,
											es hat das zweitschnellste 
Wirtschaftswachstum auf der Welt.
											Diese Anführer sind 
auf keinen Fall perfekt.
											Aber sie sind mit Abstand
											die besten Spitzenpolitiker 
seit 50 Jahren.
									","The leaders who ruined Africa, and the generation who can fix it",Fred Swaniker,13:26,"Africa,TED Fellows,entrepreneur"
"
","
","
","The leaders who ruined Africa, and the generation who can fix it",Fred Swaniker,13:26,"Africa,TED Fellows,entrepreneur"
"
											So where to from here?
											I believe that the next generation
											to come after this, generation four,
											has a unique opportunity
											to transform the continent.
											Specifically, they can do two things
											that previous generations have not done.
											The first thing they need to do
											is they need to create prosperity for the continent.
											Why is prosperity so important?
											Because none of the previous generations
											have been able to tackle this issue of poverty.
											Africa today
											has the fastest growing population in the world,
											but also is the poorest.
											By 2030, Africa will have a
larger workforce than China,
											and by 2050, it will have the
largest workforce in the world.
											One billion people will need jobs in Africa,
											so if we don't grow our economies fast enough,
											we're sitting on a ticking time bomb,
											not just for Africa but for the entire world.
									","
											Então, e daqui para a frente?
											Creio que a próxima geração
											que virá a seguir a esta, a quarta geração,
											tem uma oportunidade única
											de transformar o continente.
											Concretamente, podem fazer duas coisas
											que as gerações anteriores não fizeram.
											A primeira coisa que eles precisam de fazer
											é criar a prosperidade para o continente.
											Porque é que a prosperidade 
é tão importante?
											Porque nenhuma das gerações anteriores
											conseguiu agarrar 
nesta questão da pobreza.
											A África de hoje
											tem a população de crescimento 
mais rápido do mundo,
											mas também a mais pobre.
											Em 2030, África terá uma força de trabalho 
maior do que a China,
											e em 2050, terá a maior força 
de trabalho do mundo.
											Mil milhões de pessoas 
vão precisar de trabalho, em África.
											Se as nossas economias 
não crescerem suficientemente depressa,
											estamos em cima duma bomba relógio,
											não apenas para África, 
mas para todo o mundo.
									","
											Was kommt also danach?
											Ich glaube, dass die nächste Generation,
											die vierte Generation,
											die einzigartige Gelegenheit haben wird
											diesen Kontinent zu verändern.
											Genauer gesagt können sie zwei Dinge tun,
											die frühere Generationen
nicht getan haben.
											Zuerst müssen sie Wohlstand
											für den Kontinent schaffen.
											Warum ist Wohlstand so wichtig?
											Weil keine der früheren Generationen
											in der Lage war, 
das Armutsproblem anzugehen.
											Heutzutage hat Afrika weltweit
											die am schnellsten wachsende Bevölkerung,
											aber es ist auch die ärmste.
											Bis 2030 wird Afrika 
mehr Arbeitskräfte als China haben,
											und bis 2050 die meisten Arbeitskräfte
auf der ganzen Welt.
											Eine Milliarde Afrikaner 
werden Arbeit brauchen
											und wenn unsere Wirtschaft 
nicht schnell genug wächst,
											sitzen wir auf einer tickenden Zeitbombe.
											Nicht nur Afrika, sondern die ganze Welt.
									","The leaders who ruined Africa, and the generation who can fix it",Fred Swaniker,13:26,"Africa,TED Fellows,entrepreneur"
"
","
","
","The leaders who ruined Africa, and the generation who can fix it",Fred Swaniker,13:26,"Africa,TED Fellows,entrepreneur"
"
											Let me show you an example
											of one person who is living up to this legacy
											of creating prosperity: Laetitia.
											Laetitia's a young woman from Kenya
											who at the age of 13 had to drop out of school
											because her family couldn't 
afford to pay fees for her.
											So she started her own business rearing rabbits,
											which happen to be a delicacy in this part of Kenya
											that she's from.
											This business did so well that within a year,
											she was employing 15 women
											and was able to generate enough income
											that she was able to send herself to school,
											and through these women
											fund another 65 children to go to school.
											The profits that she generated,
											she used that to build a school,
											and today she educates
											400 children in her community.
											And she's just turned 18.
											(Applause)
									","
											Vou dar-vos um exemplo
											duma pessoa que está à altura desse legado
											de criar prosperidade: Laetitia.
											Laeticia é uma jovem do Quénia
											que, aos 13 anos, abandonou a escola
											porque a família 
não podia pagar as propinas.
											Começou um negócio de criação de coelhos,
											que é um acepipe na zona 
do Quénia de onde ela é.
											O negócio progrediu tão bem
que, um ano depois,
											ela já empregava 15 mulheres
											e conseguiu gerar receitas suficientes
											para regressar à escola.
											Através dessas mulheres,
											financiou 65 crianças 
para frequentarem a escola.
											Os lucros que gerou
											usou-os para construir uma escola.
											Hoje ela ensina 400 crianças 
da sua comunidade.
											E acaba de fazer 18 anos!
											(Aplausos)
									","
											Ich möchte Ihnen ein Beispiel
											einer Person zeigen, die dieser Aufgabe
											des Schaffens von Wohlstand
gerecht wird: Laetitia.
											Laetitia ist eine junge Frau aus Kenia,
											die mit 13 die Schule verlassen musste,
											da ihre Familie sich die Gebühren
nicht leisten konnte.
											Also began sie ihre eigene Kaninchenzucht,
											da sie in dieser Region Kenias
											eine Delikatesse sind.
											Das Geschäft ging so gut,
											dass sie innerhalb eines Jahres
15 Frauen einstellte,
											und genug Einkommen hatte,
											um wieder zur Schule zu gehen,
											und dank dieser Frauen
											weiteren 65 Kindern
die Schule zu finanzieren.
											Die Einnahmen nutzte sie,
											um eine Schule zu bauen,
											und heute unterrichtet sie
											400 Kinder aus ihrer Gemeinde.
											Sie ist gerade 18 geworden.
											(Applaus)
									","The leaders who ruined Africa, and the generation who can fix it",Fred Swaniker,13:26,"Africa,TED Fellows,entrepreneur"
"
","
","
","The leaders who ruined Africa, and the generation who can fix it",Fred Swaniker,13:26,"Africa,TED Fellows,entrepreneur"
"
											Another example is Erick Rajaonary.
											Erick comes from the island of Madagascar.
											Now, Erick realized that agriculture
											would be the key to creating jobs
											in the rural areas of Madagascar,
											but he also realized that fertilizer was a very
											expensive input for most farmers in Madagascar.
											Madagascar has these very special bats
											that produce these droppings
											that are very high in nutrients.
											In 2006, Erick quit his job 
as a chartered accountant
											and started a company to manufacture
											fertilizer from the bat droppings.
											Today, Erick has built a business
											that generates several million dollars of revenue,
											and he employs 70 people full time
											and another 800 people during the season
											when the bats drop their droppings the most.
											Now, what I like about this story
											is that it shows that opportunities 
to create prosperity
											can be found almost anywhere.
											Erick is known as the Batman.
											(Laughter)
											And who would have thought that you would have
											been able to build a multimillion-dollar business
											employing so many people just from bat poo?
											The second thing that this generation needs to do
											is to create our institutions.
											They need to build these institutions such that we
											are never held to ransom again
											by a few individuals like Robert Mugabe.
									","
											Outro exemplo é Erick Rajaonary.
											Erick vem da ilha de Madagáscar.
											Erick percebeu que a agricultura
											era a chave para criar empregos
											nas áreas rurais de Madagáscar.
											Também percebeu que os fertilizantes
											eram um produto muito caro
											para a maior parte 
dos agricultores de Madagáscar.
											Madagáscar tem uns morcegos muito especiais
											que produzem uns dejetos
											muito ricos em nutrientes.
											Em 2006, Erick largou o seu emprego 
de contabilista encartado
											e iniciou uma empresa 
para fabricar fertilizantes
											a partir dos dejetos dos morcegos.
											Erick montou um negócio
											que gera hoje vários milhões 
de dólares de receitas,
											emprega 70 pessoas a tempo inteiro
											e mais 800 pessoas durante a estação
											em que os morcegos produzem mais dejetos.
											O que eu gosto nesta história
											é que mostra que podemos encontrar 
oportunidades para criar prosperidade
											em quase todo o lado.
											Erick é conhecido por Batman.
											(Risos)
											Quem pensaria ser possível
											montar um negócio de 
muitos milhões de dólares
											utilizando tanta gente, 
apenas com o cocó de morcegos?
											(Risos)
											A segunda coisa 
que esta geração tem que fazer
											é criar as nossas instituições.
											Criar estas instituições de modo que
											nunca mais voltemos a ficar reféns
											de alguns indivíduos, como Robert Mugabe.
									","
											Ein weiteres Beispiel ist Erick Rajaonary.
											Erick kommt aus Madagaskar.
											Erick erkannte, dass Landwirtschaft
											der Schlüssel zu neuen Jobs
											in den ländlichen Gebieten 
Madagaskars ist.
											Aber ihm war auch klar, dass Dünger
											für die meisten Bauern zu teuer ist.
											In Madagaskar gibt es 
ganz spezielle Fledermäuse,
											deren Kot voller Nährstoffe ist.
											2006 kündigte Erick seinen Job
als Wirtschaftsprüfer
											und gründete ein Unternehmen,
											das Dünger aus dem Kot herstellt.
											Heute hat Erick ein Unternehmen,
											das mehrere Millionen Einnahmen generiert,
											70 Vollzeitarbeiter beschäftigt
											und weitere 800 in der Zeit,
											in der Fledermäuse am meisten koten.
											Mir gefällt an dieser Geschichte,
											dass Chancen, Wohlstand zu erzeugen,
											fast überall zu finden sind.
											Erick wird heute Batman genannt.
											(Gelächter)
											Wer hätte gedacht, dass man
											ein millionenschweres Unternehmen
											mit so vielen Arbeitskräften
nur aus Fledermauskacke machen kann?
											Die zweite Aufgabe dieser Generation
											ist der Aufbau unserer Institutionen.
											Sie müssen eine Struktur schaffen,
											damit wir nie wieder 
erpresst werden können
											von einer Handvoll Menschen 
wie Robert Mugabe.
									","The leaders who ruined Africa, and the generation who can fix it",Fred Swaniker,13:26,"Africa,TED Fellows,entrepreneur"
"
","
","
","The leaders who ruined Africa, and the generation who can fix it",Fred Swaniker,13:26,"Africa,TED Fellows,entrepreneur"
