pt,tr,fr,de,title,speaker,duration,tags
"
","
","
","
",3 ways good design makes you happy,Don Norman,12:41,"creativity,design,happiness"
"
											Reparem no Google.
											Se escreverem, sei lá,
""emoção e design""
											obtemos 10 páginas de resultados.
											Então a Google pegou
no logotipo e esticou-o.
											Em vez de dizer:
											""Você tem 70 000 resultados
deste o 1 até ao 20. Página seguinte"",
											eles só mostram tantos ""o"" como páginas.
											É muito simples e subtil.
											Aposto que vocês já tinham visto isto
e nunca tinham reparado.
											É a mente subconsciente que repara,
											e provavelmente é agradável
e não sabemos dizer porquê.
											E é simplesmente inteligente.
											E claro, o que é especialmente bom,
											se escrevermos ""design e emoção,""
											a primeira resposta dessas 10 páginas
é o meu website.
											(Risos)
											O estranho é que o Google mente
											porque se eu escrever
""design e emoção"", diz:
											""Você não precisa do 'e.'
Nós escrevemos na mesma.""
											Ok.
											Então eu escrevo ""design emoção""
											e o meu website já não está em primeiro.
											Está em terceiro.
											Bom, vamos a outra história.
									","
											Yani — ya da Google'a bakın.
											Diyelim ki, ""duygu ve tasarım"" yazdiginizda
											10 sayfalik bir sonucla karşılaşıyorsunuz.
											Yani Google sadece onlarin logolarını aldı ve yaydı.
											""73.000 tane sonucunuz var"" demek yerine.
											Bu birden 20'ye kadar. Bir sonraki"" demek yerine
											size neredeyse sayfa sayisi kadar O harfi veriyor.
											Gerçekten kolay ve ince bir detay.
											Eminim birçoğunuz bunu gordunuz ama hiç dikkatinizi çekmedi.
											Siz farkinda olmadan, bilinçaltiniz
											bunu bir sekilde fark etti, ve muhtemelen bu onun hoşuna da gitti
											nedenini bilmeden.
											Ve işte bu zekice.
											Ve tabi ki, ozellikle guzel olan su ki,
											""tasarım ve duygu"" yazdığınızda,
											karsiniza cikan ilk on sayfadan ilki benim web sitem.
											(Gülüşmeler)
											Şimdi, garip olan şey şu ki, Google yalan söylüyor.
											çünkü ""tasarım ve duygu"" yazdigimda,
											bana ""''ve' yazmana gerek yok diyor. Biz, zaten hallediyoruz."" diyor.
											Öylese, tamam.
											Bu durumda ben ""tasarım duygu"" yazıyorum
											ve benim web sitem yine birinci değil.
											Üçüncü.
											Peki, farklı bir hikaye.
									","
											Regardez Google.
											Si vous tapez, par exemple, ""émotion et design""
											vous trouvez 10 pages de résultats.
											Donc, Google a pris son logo et l'a étiré.
											Au lieu de dire ""Vous avez 73 000 résultats.
											De la page 1 à 20. Page suivante,""
											ils mettent autant de ""o"" qu'il y a de pages.
											C'est très simple et subtil.
											Je parie que beaucoup d'entre vous l'ont déjà vu et ne l'ont jamais remarqué.
											C'est notre subconscient
											qui le remarque plus ou moins, c'est probablement plaisant
											et vous ne saviez pas pourquoi.
											Et c'est tout simplement malin.
											Et bien sûr, ce qui est particulièrement bien,
											c'est que si vous tapez ""design et émotion"",
											la première réponse de ces 10 pages est mon site web.
											(Rires)
											Bon, le truc bizarre est que Google ment
											parce que si je tape ""design et émotion"",
											ça dit, ""Vous n'avez pas besoin du 'et'. On le fait de toute manière""
											Donc, Ok
											Je tape ""design émotion""
											et mon site n'était plus en première place.
											Il était en troisième.
											Un autre exemple.
									","
											Oder sehen Sie sich Google an.
											Sucht man etwa nach ""Emotion und Design"",
											bekommt man zehn Seiten voll Ergebnissen.
											Google hat einfach das eigene Logo
genommen und es verbreitet.
											Statt zu sagen:
""Es gibt 73.000 Ergebnisse.
											Das sind die Ergebnisse 1 - 20. Weiter,""
											stellt Google einfach so viele 
""O""s dar, wie es Seiten gibt.
											Es ist einfach und subtil.
											Ich wette, viele von Ihnen haben es
schon gesehen, aber nie bemerkt.
											Es ist das Unterbewusstsein,
											das es irgendwie bemerkt,
es ist warhscheinlich angenehm
											und Sie wussten nicht genau warum.
											Es ist einfach clever.
											Besonders toll ist natürlich,
											dass wenn man 
""Design und Emotion"" eingibt,
											das erste Suchergebnis auf diesen
zehn Seiten meine Website ist.
											(Gelächter)
											Sonderbar ist allerdings,
dass Google lügt.
											Wenn man ""Design und Emotion"" eingibt,
											sagt Google ""'und' ist unnötig.
Wir machen das automatisch.""
											Nun gut.
											Also gebe ich ""Design Emotion"" ein
											und meine Website ist
nicht mehr an erster Stelle.
											Sie kommt an dritter Stelle.
											Aber naja, das ist eine andere Geschichte.
									",3 ways good design makes you happy,Don Norman,12:41,"creativity,design,happiness"
"
","
","
","
",3 ways good design makes you happy,Don Norman,12:41,"creativity,design,happiness"
"
											Havia uma crítica fantástica
no The New York Times
											sobre o automóvel MINI Cooper
											Dizia: ""Este carro tem bastantes defeitos.
											""Comprem-no na mesma.
											""É muito divertido de conduzir.""
											Se olharem para dentro do carro
											— quer dizer, eu queria ver,
por isso aluguei-o,
											isto sou eu a tirar uma fotografia
enquanto o meu filho conduz —
											dentro do carro,
todo o design é divertido.
											É arredondado, é fixe.
											Os controlos funcionam na perfeição.
											É esta a minha nova vida,
tem tudo a ver com divertimento.
									","
											New York Times'da harika bir yorum vardı
											MINI Cooper otomobili hakkında.
											Şöyle diyordu, ""Biliyorsunuz ki, bu birçok hatası olan bir araba.
											Herşeye rağmen alın.
											Sürmesi çok eğlenceli.""
											Eğer arabanın içine bakacak olursanız—
											Yani demek istiyorum ki, ben görmek istedim, kiraladım,
											bu, ben, oğlum direksiyondayken fotoğraf cekiyorum —
											ve arabanın içindeki bütün tasarım eğlenceli.
											Yuvarlak ve güzel.
											Kontroller muhteşem bir şekilde işliyor.
											İşte bu benim hayatım, herşey eğlence için.
									","
											J'ai trouvé cette merveilleuse critique dans le New York Times
											à propos de la MINI Cooper.
											Cela disait, ""Vous savez, c'est une voiture qui a plein de défauts.
											Achetez-la quand même.
											C'est tellement amusant à conduire.""
											Et si vous regardez dans la voiture —
											Je veux dire, je voulais voir alors je l'ai louée,
											voici une photo prise avec mon fils qui conduisait —
											et dans l'intérieur de la voiture, tout le design est amusant.
											C'est rond, c'est propre.
											Le commandes fonctionnent merveilleusement.
											Donc, voici mon nouveau style de vie, c'est uniquement consacré à ce qui est drôle.
									","
											In der New York Times war
dieser wunderbare Testbericht
											über den MINI Cooper.
											Da stand: ""Wissen Sie,
dieses Auto hat viele Fehler.
											Kaufen Sie es trotzdem.
											Es macht so viel Spaß damit zu fahren.""
											Sieht man sich
das Interieur des Autos an ...
											Ich wollte es ansehen und mietete es.
											Hier mache ich gerade ein Foto,
während mein Sohn fährt.
											Das Interieur des Autos,
das ganze Design macht Freude.
											Es ist rund, es ist hübsch.
											Die Bedienelemente
funktionieren wunderbar.
											Das ist also mein neues Leben.
Es geht um Spaß.
									",3 ways good design makes you happy,Don Norman,12:41,"creativity,design,happiness"
"
","
","
","
",3 ways good design makes you happy,Don Norman,12:41,"creativity,design,happiness"
"
											Tenho a sensação que as coisas agradáveis
funcionam melhor,
											e isso nunca fez muito sentido para mim
											até eu finalmente perceber...
											Vou pôr uma prancha no chão.
											Imaginem que a prancha tem
meio metro de largura e 9 de comprimento.
											Ando sobre ela, e vocês veem
que eu consigo andar sem olhar,
											ando para trás e para a frente
e salto para cima e para baixo,
											sem problemas.
											Mas se eu puser a prancha
a 90 metros de altura
											nem sequer me chego perto, obrigado.
											O medo intenso paralisa-nos
											e afeta a forma como o cérebro funciona.
									","
											Öyle bir hisse kapılıyorum ki, güler yüzlü şeyler daha iyi çalşıyorlar,
											ve bu bana daha once hic birsey ifade etmemisti
											ta ki sunun farkina varana kadar, bakin simdi...
											Yere bir tahta koyacağım.
											Yani, düşünün ki elimde 2 fit yüsekliğinde ve 30 fit boyunda bir kalas var
											ve ben onun üstünde yürüyeceğim, ve biliyorsunuz ki hic bakmadan yuruyebilirim,
											ileri geri gidebilirim ve yukarı asagi zıplayabilirim
											Hiçbir problem yok.
											Şimdi kalası havada 300 fit yukarıya koyacağım
											ve, teşekkür ederim, ben almiyim.
											Yoğun korku sizi felç eder.
											Beynin çalışmasını gerçekten etkiliyor.
									","
											J'ai comme l'impression que ce qui est plaisant marche mieux,
											et cela n'a jamais eu aucun sens pour moi
											jusqu'à ce que finalement je me rende compte, regardez...
											Je vais mettre une planche sur le sol.
											Donc, imaginez que j'ai une planche d'environ 60 cm de large sur 10 mètres de long.
											et je vais marcher dessus, et vous voyez que je peux marcher dessus sans regarder.
											Je peux aller et revenir, et je peux sauter.
											Pas de problème.
											Maintenant, je vais la placer à 100 mètres du sol.
											et non merci, je ne veux pas m'en approcher.
											Une peur intense vous paralyse.
											Cela affecte effectivement la façon qu'a le cerveau de fonctionner.
									","
											Ich habe wirklich das Gefühl,
dass angenehme Dinge besser funktionieren.
											Das ergab für mich früher nie einen Sinn,
											bis ich herausgefunden habe ...
											Ich lege hier ein Brett auf den Boden.
											Angenommen das wäre eine Holzplanke,
60 cm breit und 10 m lang.
											Ich gehe darüber und
muss dazu nicht hinsehen.
											Ich kann hin und her laufen
und auf und ab springen.
											Gar kein Problem.
											Jetzt befestige ich
die Planke in 100 m Höhe
											und ich werde gewiss nicht mal
in ihre Nähe gehen. Nein, danke.
											Starke Angst lähmt einen.
											Sie beeinflusst sogar 
die Funktionsweise des Gehirns.
									",3 ways good design makes you happy,Don Norman,12:41,"creativity,design,happiness"
"
","
","
","
",3 ways good design makes you happy,Don Norman,12:41,"creativity,design,happiness"
"
											O Paul Saffo, antes da palestra dele
disse que não a tinha preparado
											senão uns dias ou horas
antes da apresentação,
											e que a ansiedade era realmente útil
para se concentrar
											É isso o que o medo e a ansiedade fazem
											— é o que se chama
""processamento em profundidade"" —
											ajudam à concentração, sem distrações.
											Eu não conseguiria atravessar aquilo,
mas algumas pessoas conseguem
											— trabalhadores do circo
e da construção civil.
											Mas muda a forma como pensamos.
									","
											Mesela, Paul Saffo, konuşmasini, onu sunacagi zamana bikaç gun
											hatta bir kac saat kalana dek hala hazir etmedigini soyledi,
											ve bu endişe onun odaklanmasına sebep olarak ona yardımcı oluyormus.
											Korku ve endişe tam da buna yol açıyor.
											Sizin—derinlemesine ele alis dedigimiz sekilde—
											birsye odaklanmaniza sebep oluyor, dikkatinizin dağılmasına değil,
											ve ben kendimi buna zorlayamiyorum.
											Bazı insanlar bunu yapabiliyor — sirk çalışanları, metal işçileri.
											Ama bu gerçekten düşünme tarzınızı değiştiriyor.
									","
											Donc, Paul Saffo, juste avant son exposé a dit qu'il n'était pas très sûr de lui
											jusqu'à quelques jours ou quelques heures avant l'exposé,
											et que l'anxiété l'aidait vraiment à se concentrer
											Et voilà ce que la peur et l'anxiété font
											Cela aide à — on appelle cela le traitement de première profondeur —
											se concentrer, à ne pas être distrait,
											je ne pourrais pas me forcer à marcher dessus.
											Certaines personnes y arrivent — les gens du cirque, les ouvriers du bâtiment.
											Mais cela change vraiment la manière de penser.
									","
											Paul Saffo sagte vor seiner Rede, dass er
seinen Text bis wenige Tage oder Stunden
											vor dem Vortrag nicht ganz fertig hatte
											und ihm die Aufregung dabei half,
sich zu konzentrieren.
											Das bewirken Angst und Sorgen.
											Sie bewirken, dass man in
einen Zustand der ""Tiefensuche"" gerät,
											um zu fokussieren und 
nicht abgelenkt zu werden.
											Ich könnte mich nicht hierüber zwingen.
											Einige Menschen können das —
Zirkusartisten und Stahlarbeiter.
											Aber es verändert die eigene Denkweise.
									",3 ways good design makes you happy,Don Norman,12:41,"creativity,design,happiness"
"
","
","
","
",3 ways good design makes you happy,Don Norman,12:41,"creativity,design,happiness"
"
											Uma psicóloga, Alice Isen,
fez uma experiencia fantástica.
											Ela convidou estudantes
para resolver problemas
											Levava-os para a sala,
											e havia uma corda pendurada aqui,
											outra corda aqui,
											uma sala vazia, para além da mesa
com um montes de coisas em cima
											— papéis e tesouras, coisas assim.
											E ela levava-os e dizia:
											""Isto é um teste de QI e determina
quão bem-sucedido vais ser na vida.
											""Consegues amarrar as duas cordas?""
											Eles pegavam numa corda,
puxavam-na até aqui
											e não conseguiam chegar à outra corda.
											Ainda não dá.
											Nenhum conseguia resolver o problema.
											Quando entrava o segundo grupo de pessoas,
											dizia: ""Antes de começarmos,
											""tenho aqui esta caixa de chocolates
e não como chocolates.
											""Querem a caixa de chocolates?""
											Acontecia que eles gostavam,
e sentiam-se felizes,
											não muito felizes,
um bocadinho felizes.
											E adivinhem lá
— eles resolviam o problema.
									","
											Ve sonra, bir psikolog, Alice Isen,
											harika bir deney yaptı.
											Bir takim soruları çözmek için öğrencileri getirdi.
											Soyle, odaya insanları getiriyor,
											burada bir sicim asılı duruyor,
											ve burada da diğer bir sicim asılı duruyor,
											ve boş bir oda, uzerinde ivir zivir olan bir masadan baska bir sey yok—
											kagit, makas ve baska bir seyler.
											Insanlari bu odaya aliyor
											ve onlara soyle diyor,
											""Bu bir IQ testi ve sizin hayatta ne kadar basarili oldugunuzu saptiyor.
											Bu iki sicimi birbirine baglayabilir misiniz?""
											Insanlar, bir sicimi alip cekiyorlar
											fakat digerine bir turlu ulasamiyorlar.
											Bu bir turlu olmuyor.
											Ve dolayisiyla gelenlerin hic birisi bu soruya bir cozum bulamiyor.
											Bu kez baska bir grup geliyor,
											ve diyorsunuz ki, ""Evet, baslamdan once,
											elimde bir kutu seker var, ancak ben seker yemiyorum.
											Siz, bu bir kutu sekeri ister misiniz?""
											Ve anlasilan o ki, bu hoslarina gidiyor ve onlari mutlu ediyor
											cok mutlu degil, ama biraz da olsa mutlu.
											Ve tahmin edin ne oldugunu- soruyu cozebiliyorlar.
									","
											Une psychologue, Alice Isen,
											a fait cette merveilleuse expérience.
											Elle a fait rentrer des étudiants dans une pièce pour résoudre des problèmes.
											Donc, elle les rassemble
											et il y a un fil qui pend ici
											et un fil qui pend ici
											et une pièce vide, à part une table avec un tas de choses dessus —
											du papier, des ciseaux et autres.
											Elle les fait rentrer
											et dit,
											""J'ai ici un test de QI qui va déterminer comment vous vous débrouillerez dans la vie.
											Pouvez-vous joindre ces deux fils?
											Donc, ils prennent un fil et le tirent jusqu'ici
											et ils n'arrivent pas à atteindre l'autre fil.
											Toujours pas.
											Personne n'y arrive.
											Un deuxième groupe de personnes entre,
											et on leur dit, ""Avant de commencer,
											j'ai cette boîte de bonbons et je ne mange pas de sucreries.
											Voulez-vous les manger?""
											Il se trouve qu'ils les aiment bien et que ça les rend heureux.
											Pas très heureux, mais un peu quand même.
											Et devinez quoi — ils ont résolu le problème.
									","
											Eine Psychologin, Alice Isen,
											führte dieses wunderbare Experiment durch:
											Sie forderte Studenten auf
Aufgaben zu lösen.
											Sie brachte Leute in einen Raum,
											in dem hier ein Seil herunterhing
											und da ein Seil herunterhing.
											Ansonsten gab es nichts 
außer einem Tisch mit Schrott darauf —
											Papier, Scheren und so Zeug.
											Sie bat sie herein
											und sagte:
											""Dieser Intelligenztest stellt fest,
wie gut man im Leben zurechtkommt.
											Würdet ihr bitte
diese Seile zusammenbinden?""
											Also nahmen sie ein Seil
und zogen es hier herüber,
											aber sie kamen nicht
ans andere Seil heran.
											Sie schafften es einfach nicht.
											Praktisch keiner konnte
diese Aufgabe lösen.
											Bringt man eine zweite Gruppe
von Personen herein,
											und sagt: ""Achso, bevor wir beginnen,
											ich habe diese Schachtel voll Süßem,
aber ich esse nichts Süßes.
											Wollt ihr die Süßigkeiten?""
											Wie sich zeigt, mochten sie's
und es machte sie glücklich —
											nicht sehr glücklich,
aber zumindest etwas.
											Und raten Sie mal —
sie lösten die Aufgabe.
									",3 ways good design makes you happy,Don Norman,12:41,"creativity,design,happiness"
"
","
","
","
",3 ways good design makes you happy,Don Norman,12:41,"creativity,design,happiness"
