es,pt,tr,en,de,title,speaker,duration,tags
"
","
","
","
","
",What I discovered in New York City  trash,Robin Nagle,7:52,"anthropology,business,culture,sanitation"
"
											Todos preguntan sobre el olor.
											Está allí, pero no es tan 
predominante como creen,
											y en los días en que es muy fuerte
											uno se acostumbra rápidamente.
											Cuesta mucho acostumbrarse al peso.
											Conocí personas que habían 
trabajado en ello por varios años
											y sus cuerpos seguían 
ajustándose al peso
											de llevar sobre su cuerpo
											toneladas de basura 
todas las semanas.
									","
											Todos perguntam sobre o cheiro.
											Está lá, mas não é tão dominante como se pensa
											e nos dias em que está muito mau,
											habituamo-nos rapidamente.
											Leva mais tempo para nos habituarmos ao peso.
											Conheci pessoas que já trabalhavam há anos
											cujos corpos ainda se estavam a ajustar ao peso
											de carregarem
											toneladas de lixo todas as semanas.
									","
											Herkes kokuyu soruyor.
											Koku var, ama düşündüğünüz kadar yaygın değil,
											ve kokunun gerçekten kötü olduğu günlerde,
											oldukça hızlı bir şekilde alışıyorsunuz.
											Ağırlığa alışmak çok uzun zaman sürüyor.
											Birkaç yıldır bu işi yapan ve hala her hafta
											tonlarca çöp taşımanın sıkıntısına
											alışmaya çalışan
											insanlar tanıyorum.
									","
											Everyone asks about the smell.
											It's there, but it's not as prevalent as you think,
											and on days when it is really bad,
											you get used to it rather quickly.
											The weight takes a long time to get used to.
											I knew people who were several years on the job
											whose bodies were still adjusting to the burden
											of bearing on your body
											tons of trash every week.
									","
											Jeder fragt nach dem Gestank.
											Er ist da, aber nicht 
so präsent, wie man denkt,
											und an Tagen, an denen 
es wirklich schlimm ist,
											gewöhnt man sich recht schnell daran.
											An das Gewicht 
gewöhnt man sich nur schwer.
											Ich kenne Menschen, 
die diesen Job mehrere Jahre machten.
											Deren Körper gewöhnten sich 
noch immer an das Gewicht,
											das sie ihrem Körper auferlegen,
											Tonnen von Müll jede Woche zu tragen.
									",What I discovered in New York City  trash,Robin Nagle,7:52,"anthropology,business,culture,sanitation"
"
","
","
","
","
",What I discovered in New York City  trash,Robin Nagle,7:52,"anthropology,business,culture,sanitation"
"
											También está el peligro.
											De acuerdo con la Oficina 
de Estadísticas Laborales,
											la recolección de residuos 
es una de las diez ocupaciones
											más peligrosas del país,
											y yo aprendí la razón.
											Estás saliendo y entrando 
en el tráfico todo el día
											y pasan zumbando 
a tu alrededor.
											Solo quieren pasarte, 
así que en general
											el conductor no está 
prestando atención.
											Eso es muy malo 
para el trabajador.
											Y también la basura en 
sí está llena de peligros
											que a menudo 
se caen del camión
											y provocan daños terribles.
									","
											E também há o perigo.
											Segundo o Departamento de 
Estatísticas do Trabalho,
											a recolha de lixo é uma das 10 ocupações
											mais perigosas no país.
											Eu aprendi porquê.
											Entra-se e sai-se do trânsito o dia todo,
											sempre com barulho à volta.
											Querem passar à frente
e, frequentemente,
											o condutor está distraído.
											Isso é muito mau para o trabalhador.
											Ainda, o lixo por si só está cheio de riscos
											que caem frequentemente do camião,
											causando danos terríveis.
									","
											Bir de tehlike faktörü var.
											Çalışma İstatistikleri Bürosu'na göre,
											temizlik işi ülkedeki en tehlikeli 10 işten biri
											ve ben bunun nedenini
											öğrendim.
											Gün boyunca trafiğe girip, çıkıyorsun,
											ve her şey üzerine doğru geliyor.
											Sadece sizi geçmek istiyorlar, çoğu zaman
											motor sürücüleri yeterince dikkatli değil.
											Bu işçi için gerçekten kötü.
											Çöpün kendisi tehlikeli maddelerle dolu
											ve çoğu zaman kamyondan fırlayarak,
											zarara yol açıyor.
									","
											Then there's the danger.
											According to the Bureau of Labor Statistics,
											sanitation work is one of the 10 most dangerous
											occupations in the country,
											and I learned why.
											You're in and out of traffic all day,
											and it's zooming around you.
											It just wants to get past you, so it's often
											the motorist is not paying attention.
											That's really bad for the worker.
											And then the garbage itself is full of hazards
											that often fly back out of the truck
											and do terrible harm.
									","
											Dann ist da die Gefahr.
											Nach Statistiken 
des Arbeitsministeriums
											ist der Beruf in der Stadtreinigung 
unter den 10 gefährlichsten
											Jobs im Land.
											Und ich lernte, warum.
											Man ist den ganzen Tag im Verkehr,
											alles saust vorbei.
											Alle wollen vorbei und häufig
											passen die Autofahrer nicht genug auf.
											Das ist wirklich schlecht für die Arbeiter.
											Und der Müll selbst ist voll von Giften,
											die vom Müllwagen runterfallen
											und Schreckliches anrichten.
									",What I discovered in New York City  trash,Robin Nagle,7:52,"anthropology,business,culture,sanitation"
"
","
","
","
","
",What I discovered in New York City  trash,Robin Nagle,7:52,"anthropology,business,culture,sanitation"
"
											También aprendí sobre 
lo implacable de la basura.
											Cuando te sales de la cuneta
											y ves una ciudad desde 
la parte trasera del camión,
											logras entender que la basura
											es como una fuerza 
de la naturaleza en sí.
											Nunca deja de venir.
											También es como una forma 
de respiración o circulación.
											Siempre debe estar 
en movimiento.
									","
											Também aprendi como o lixo é implacável.
											Quando nos atrevemos a sair do passeio
											e vemos a cidade por detrás de um camião
											passamos a compreender que o lixo
											é uma força da natureza por si mesma.
											Nunca para de aparecer.
											É como uma espécie de respiração ou circulação.
											Precisa de estar sempre em movimento.
									","
											Ayrıca çöpün acımasızlığını öğrendim.
											Kaldırıma çıktığınızda
											ve şehri kamyonun arkasından gördüğünüzde,
											çöpün kendi başına doğanın bir gücü
											olduğunu anlıyorsunuz.
											Asla bitmiyor.
											Bir tür solunum ya da dolaşım gibi birşey.
											Her zaman hareket halinde olmalı.
									","
											I also learned about the relentlessness of trash.
											When you step off the curb
											and you see a city from behind a truck,
											you come to understand that trash
											is like a force of nature unto itself.
											It never stops coming.
											It's also like a form of respiration or circulation.
											It must always be in motion.
									","
											Ich lernte auch über 
die Unbarmherzigkeit des Mülls.
											Wenn man von der Bordsteinkante tritt
											und von der Rückseite 
des Müllwagens eine Stadt sieht,
											erkennt man, dass Müll
											wie eine Naturgewalt selbst ist.
											Er hört nicht auf, zu entstehen.
											Er ist auch wie eine Art 
der Atmung oder Zirkulation.
											Er muss immer in Bewegung sein.
									",What I discovered in New York City  trash,Robin Nagle,7:52,"anthropology,business,culture,sanitation"
"
","
","
","
","
",What I discovered in New York City  trash,Robin Nagle,7:52,"anthropology,business,culture,sanitation"
"
											Y también está el estigma.
											Te pones el uniforme, 
y te vuelves invisible
											hasta que alguien se enoje 
contigo por alguna razón
											como que bloqueas 
el tráfico con tu camión,
											o estás tomando un descanso 
muy cerca de sus casas,
											o estás tomando un café 
en su cafetería
											y se acercan y te desprecian,
											y te dicen que no quieren 
que te les acerques.
											Me parece que el estigma 
es especialmente irónico
											porque creo fuertemente que 
los recolectores de residuos
											son la mano de obra 
más importante
											en las calles de la ciudad, 
por tres razones.
											Son los primeros protectores 
de la salud pública.
											Si no se deshacen 
de los desperdicios
											de forma eficiente 
y efectiva cada día,
											esta comienza a desbordarse 
de sus contenedores
											y sus peligros inherentes 
nos amenazan
											en formas muy reales.
											Enfermedades que habíamos 
controlado por décadas y siglos
											vuelven a brotar y 
comienzan a dañarnos.
											La economía los necesita.
											Si no podemos 
deshacernos de lo viejo
											no tenemos espacio 
para lo nuevo
											por lo que los motores 
de la economía
											comienzan a fallar cuando 
está en peligro el consumo.
											No estoy abogando por el capitalismo, 
solo señalo su relación.
											Y luego está lo que yo llamo
											nuestra velocidad 
promedio diaria necesaria.
											Con ello me refiero simplemente
											a la velocidad a la que 
acostumbramos movernos
											en la época contemporánea.
											Usualmente no nos preocupamos, ni reparamos, 
limpiamos o llevamos con nosotros
											nuestra taza de café, 
nuestra bolsa de los mandados,
											nuestra botella de agua.
											Las usamos, las tiramos, 
nos olvidamos de ellas,
											porque sabemos que 
hay una fuerza de trabajo
											en el otro lado que 
se encargará de ello.
									","
											E depois há o estigma.
											Põem o uniforme e tornam-se invisíveis
											até alguém se irritar convosco por qualquer razão,
											como por estarem a bloquear 
o trânsito com o camião
											ou por estarem a descansar 
demasiado perto das suas casas
											ou estarem a beber café no mesmo espaço,
											e vão ter convosco, com desdém,
											e dizem-vos que não vos querem perto deles.
											Eu acho o estigma particularmente irónico
											porque acredito que os coletores do lixo
											são a força de trabalho mais importante
											nas ruas da cidade, por 3 razões.
											Eles são os primeiros guardiães da saúde pública.
											Se eles não levam o lixo
											de um modo eficiente e eficaz todos os dias,
											começa a sair fora dos contentores
											e os perigos inerentes a isso ameaçam-nos
											de um modo muito real.
											Doenças que tínhamos dominadas 
há décadas e séculos
											voltam a irromper e a fazer-nos mal.
											A economia precisa deles.
											Se não deitamos fora as coisas velhas,
											não temos espaço para as coisas novas,
											e os motores da economia
											começam a vacilar quando o consumo é comprometido.
											Não estou a defender o capitalismo, 
estou apenas a apontar a relação.
											E depois há o que eu chamo da
											nossa velocidade quotidiana média necessária.
											Com isto refiro-me
											à velocidade a que estamos 
habituados a nos movimentarmos
											nesta era contemporânea.
											Normalmente, não nos importamos com 
o arranjar, limpar, transportar connosco
											o nosso copo do café, o nosso saco de compras,
											a nossa garrafa de água.
											Usamo-los, deitamo-los fora, esquecemo-nos deles,
											porque sabemos que há uma força de trabalho,
											do outro lado, que vai levar tudo embora.
									","
											Ve sonra bir de damga var.
											Üniformu giyiyorsunuz ve görünmez oluyorsunuz
											ta ki biri herhangi bir nedenle size kızgın olduğu zamana kadar
											ya kamyonunuzla trafiği tıkıyorsunuz,
											ya evlerine çok yakın bir yerde ara veriyorsunuz
											ya da büfelerinde kahve içiyorsunuz,
											ve size gelecekler ve aşağılayacaklar,
											ve yakınlarında olmanızı istemediklerini söyleyecekler.
											Damgayı özellikle ironik buluyorum,
											çünkü temizlik işçilerinin üç nedenden dolayı
											şehir sokaklarındaki en önemli işgücü
											olduklarını derinden inanıyorum.
											Onlar kamu sağlığının ilk koruyucuları.
											Eğer hergün çöpü verimli ve etkili
											bir şekilde almazlarsa,
											konteynerlardan dışarı akmaya başlıyor,
											ve barındırdıkları tehlikeler bizleri gerçekten
											tehdit ediyor.
											Yüzyıllardır kontrol altında tuttuğumuz hastalıklar
											tekrar ortaya çıkıyor ve bize zarar vermeye başlıyor.
											Ekonominin onlara ihtiyacı var.
											Eğer eski şeyleri atamazsak,
											yeni şeyler için hiç odamız kalmaz,
											böylece ekonominin motorları
											tüketim tehlike altında olduğunda bozulmaya başlar.
											Kapitalizmi savunmuyorum, sadece ilişkilerine dikkat çekiyorum.
											Ve sonra ortalama, gerekli
											gündelik hız dediğim birşey var.
											Demek istediğim şey
											sadece çağdaş yaşamımızda
											ne kadar hızlı hareket etmeye alışığız.
											Genellike kahve bardaklarımızı, plastik torbalarımızı,
											su şişelerimizi umursamayız, temizlemeyiz,
											yanımızda taşımayız.
											Onları kullanır, atar, unuturuz,
											çünkü öteki tarafta onu alacak
											bir işgücü olduğunu biliyoruz.
									","
											And then there's the stigma.
											You put on the uniform, and you become invisible
											until someone is upset with you for whatever reason
											like you've blocked traffic with your truck,
											or you're taking a break too close to their home,
											or you're drinking coffee in their diner,
											and they will come and scorn you,
											and tell you that they don't want you anywhere near them.
											I find the stigma especially ironic,
											because I strongly believe that sanitation workers
											are the most important labor force
											on the streets of the city, for three reasons.
											They are the first guardians of public health.
											If they're not taking away trash
											efficiently and effectively every day,
											it starts to spill out of its containments,
											and the dangers inherent to it threaten us
											in very real ways.
											Diseases we've had in check for decades and centuries
											burst forth again and start to harm us.
											The economy needs them.
											If we can't throw out the old stuff,
											we have no room for the new stuff,
											so then the engines of the economy
											start to sputter when consumption is compromised.
											I'm not advocating capitalism, I'm just pointing out their relationship.
											And then there's what I call
											our average, necessary quotidian velocity.
											By that I simply mean
											how fast we're used to moving
											in the contemporary day and age.
											We usually don't care for, repair, clean, carry around
											our coffee cup, our shopping bag,
											our bottle of water.
											We use them, we throw them out, we forget about them,
											because we know there's a workforce
											on the other side that's going to take it all away.
									","
											Und dann ist da das Stigma.
											Man legt die Uniform an und wird unsichtbar,
											bis jemand – aus welchem Grund 
auch immer – wütend wird,
											weil man den Verkehr 
mit dem Wagen blockiert
											oder eine Pause zu nah 
an ihrer Wohnung macht,
											oder einen Kaffee in ihrem Lokal trinkt,
											und sie kommen und verhöhnen einen
											und sagen, dass sie einen 
nicht in ihrer Nähe haben wollen.
											Ich finde dieses Stigma besonders ironisch,
											weil ich fest daran glaube, 
dass die Mitarbeiter der Stadtreinigung
											die wichtigste Arbeitskräfte
											auf den Straßen der Stadt sind. 
Das hat drei Gründe.
											Sie sind die Wächter 
der öffentlichen Gesundheit.
											Wenn sie nicht den Müll entfernten,
											jeden Tag effizient und effektiv,
											würde er aus den Behältern quillen
											und die damit verbundenen Gefahren 
würden uns bedrohen
											auf sehr realem Wege.
											Krankheiten, die wir seit Jahrzehnten 
und Jahrhunderten unter Kontrolle hatten,
											würden sich ausbreiten und uns schaden.
											Die Wirtschaft braucht sie.
											Wenn wir den alten Kram 
nicht wegwerfen können,
											haben wir keinen Platz für den neuen.
											Die Motoren der Wirtschaft 
fangen an zu stottern,
											wenn der Konsum ausgebremst ist.
											Ich bewerbe nicht den Kapitalismus, 
ich weise nur auf die Wechselbeziehung hin.
											Und dann ist da das, was ich
											unsere durchschnittliche, nötige, 
alltägliche Geschwindigkeit nenne.
											Damit meine ich nur,
											wie schnell wir an Bewegung
											heutzutage gewöhnt sind.
											Wir kümmern uns nicht darum,
unseren Kaffeebecher, unsere Tasche
											oder unsere Wasserflasche 
zu reparieren, zu reinigen,
											oder herumzutragen.
											Wir nehmen sie, 
werfen sie weg, vergessen sie,
											weil wir wissen, dass es 
Leute auf der anderen Seite gibt,
											die sich darum kümmern.
									",What I discovered in New York City  trash,Robin Nagle,7:52,"anthropology,business,culture,sanitation"
"
","
","
","
","
",What I discovered in New York City  trash,Robin Nagle,7:52,"anthropology,business,culture,sanitation"
"
											Así que hoy quiero 
sugerirles un par de formas
											de pensar sobre la recolección 
de residuos que tal vez ayuden
											a reducir el estigma
											e incluirlos en esa conversación
											sobre cómo diseñar una 
ciudad sustentable y humana.
											Su trabajo, creo, 
es casi litúrgico.
											Están en la calle todos los días, 
de forma rítmica.
											Usan un uniforme 
en muchas ciudades.
											Sabes cuándo esperarlos.
											Y su trabajo nos permite 
hacer el nuestro.
											Son casi una forma de alivio.
											El flujo que mantienen
											nos deja a salvo 
de nosotros mismos,
											de nuestros propios desperdicios, 
nuestros deshechos,
											y ese flujo siempre 
debe mantenerse
											de una forma u otra.
									","
											Hoje queria sugerir outros modos de pensar
											sobre recolha de lixo que talvez venham a ajudar
											a atenuar o estigma
											e a incluí-los neste diálogo
											de como criar uma cidade 
sustentável e humana.
											O trabalho deles, creio, é como que litúrgico.
											Eles estão nas ruas diariamente, ritmicamente.
											Usam uniforme em muitas cidades.
											Sabemos quando contar com eles.
											E o trabalho deles deixa-nos fazer o nosso.
											Eles são quase como uma garantia.
											O ritmo que eles mantêm
											mantém-nos a salvo de nós mesmos,
											do nosso entulho, do nosso desperdício,
											e esse ritmo deve ser sempre mantido
											não importa o quê.
									","
											Bu nedenle bugün, bu damgayı belki yok etmeye
											ve sürdürebilir ve insani bir şehir kurmaya dair
											bu konuşmaya
											onları dahil etmeye yardımcı olacak
											temizlik konusu hakkında düşünmenin birkaç yolunu önermek istiyorum.
											Onların işi, bence, ayinsel birşey.
											Her gün ritmik bir şekilde sokaklardalar.
											Birçok şehirde üniforma giyiyorlar.
											Onların ne zaman geleceğini biliyorsunuz.
											Ve onların işi bizim işimizi yapmamızı sağlıyor.
											Neredeyse bir tür güvenceler.
											Sürdürdükleri akış
											bizleri kendimizden, artıklarımızdan,
											süprüntülerimizden koruyor,
											ve bu akış ne olursa olsun her zaman
											sürdürülmeli.
									","
											So I want to suggest today a couple of ways
											to think about sanitation that will perhaps help
											ameliorate the stigma
											and bring them into this conversation
											of how to craft a city that is sustainable and humane.
											Their work, I think, is kind of liturgical.
											They're on the streets every day, rhythmically.
											They wear a uniform in many cities.
											You know when to expect them.
											And their work lets us do our work.
											They are almost a form of reassurance.
											The flow that they maintain
											keeps us safe from ourselves,
											from our own dross, our cast-offs,
											and that flow must be maintained always
											no matter what.
									","
											Daher will ich heute 
einige Wege vorschlagen,
											wie wir über Stadtreinigung denken können,
											um das Stigma zu verbessern
											und sie in diese Unterhaltung zu bringen,
											wie man eine Stadt schaffen kann, 
die nachhaltig und human ist.
											Ihre Arbeit, so denke ich, 
ist irgendwie liturgisch.
											Sie sehen die Straßen 
jeden Tag, regelmäßig.
											Sie tragen in vielen Städten Uniformen.
											Man weiß, wann man sie erwarten kann.
											Und ihre Arbeit lässt uns unsere tun.
											Sie sind wie eine Rückversicherung.
											Der Ablauf, den sie aufrechterhalten,
											hält uns sicher vor uns selbst,
											vor unseren Absonderungen, 
dem Abgestoßenen
											und dieser Ablauf muss immer 
aufrechterhalten werden,
											um jeden Preis.
									",What I discovered in New York City  trash,Robin Nagle,7:52,"anthropology,business,culture,sanitation"
"
","
","
","
","
",What I discovered in New York City  trash,Robin Nagle,7:52,"anthropology,business,culture,sanitation"
