es,en,pt,de,fr,tr,title,speaker,duration,tags
"
","
","
","
","
","
",Immigrant voices make democracy stronger,Sayu Bhojwani,12:42,"community,democracy,government,identity,immigration,politics,motivation,society,social change,United States,TEDNYC,india"
"
											Ocurrieron dos cosas
											mientras tratábamos de lidiar con
											la pérdida y la recuperación 
en Nueva York.
											Los votantes eligieron a Michael Bloomberg
alcalde de la ciudad de Nueva York.
											También adoptamos por referéndum
											la Oficina de Asuntos de Inmigración 
para la Ciudad de Nueva York.
											Cinco meses después de esa elección,
											el alcalde recién elegido
											me nombró como primera Comisionada 
en Asuntos de Inmigración
											para esta nueva oficina.
									","
											Two things happened
											as we coped with loss and recovery
in New York City.
											Voters elected Michael Bloomberg
mayor of New York City.
											We also adopted by ballot referendum
											the Office of Immigrant Affairs
for the City of New York.
											Five months after that election,
											the newly elected mayor
											appointed me the first Commissioner
of Immigrant Affairs
											for this newly established office.
									","
											Aconteceram duas coisas
											enquanto lidávamos com a perda
e a recuperação, em Nova Iorque.
											Os eleitores elegeram Michael Bloomberg
para ""mayor"" da cidade de Nova Iorque.
											Também aprovámos, por referendo,
											o Gabinete dos Assuntos de Imigrantes
para a Cidade de Nova Iorque.
											Cinco meses após essa eleição,
											o ""mayor"" recém-eleito,
											nomeou-me a primeira comissária
dos Assuntos de Imigrantes
											para esse gabinete recém-criado.
									","
											Zwei Dinge passierten,
											als wir uns in New York mit Verlust
und Erholung auseinandersetzen.
											Michael Bloomberg wurde zum
Bürgermeister von New York gewählt.
											Wir übernahmen auch nach Abstimmung
											das Amt für Einwanderungsangelegenheiten
für die Stadt New York.
											Fünf Monate nach der Wahl
											hat der neue Bürgermeister
											mich zur Beauftragten
für Einwanderungsangelegenheiten
											dieses neu begründeten Amts gemacht.
									","
											Deux choses se sont produites
											alors nous faisions face à la perte
et la guérison à New York.
											Les gens ont élu Michael Bloomberg
maire de New York.
											Nous avons également adopté 
par référendum
											le Bureau des affaires des immigrants
de la ville de New York.
											Cinq mois après cette élection,
											le maire nouvellement élu
											m'a nommée la première commissaire
des affaires des immigrants
											pour ce poste nouvellement créé.
									","
											New York'ta
											kayıplar ve toparlanmalarla 
uğraşırken iki şey oldu.
											Seçmenler, Michael Bloomberg'ü
New York valisi seçti.
											Ayrıca yapılan referandumla
											New York için Göçmen İlişkileri
Ofisi'ni hayata geçirdik.
											O seçimden beş ay sonra,
											yeni seçilen vali
											bu yeni kurulmuş ofis için beni
ilk Göçmen İlişkileri Müdürü
											olarak atadı.
									",Immigrant voices make democracy stronger,Sayu Bhojwani,12:42,"community,democracy,government,identity,immigration,politics,motivation,society,social change,United States,TEDNYC,india"
"
","
","
","
","
","
",Immigrant voices make democracy stronger,Sayu Bhojwani,12:42,"community,democracy,government,identity,immigration,politics,motivation,society,social change,United States,TEDNYC,india"
"
											Quiero que volvamos a ese tiempo.
											Yo era una joven inmigrante de Belice.
											que había fracasado en varios 
puestos de trabajo en EE.UU.
											antes de empezar una organización 
basada en la comunidad
											en el sótano de una iglesia en Queens.
											Los ataques del 11-S enviaron 
ondas de choque a mi comunidad.
											Los miembros de mi familia, los jóvenes 
con quienes había trabajado,
											estaban experimentando el acoso
											en escuelas, lugares de trabajo 
y en aeropuertos.
											Y ahora iba a defender sus preocupaciones
											en el gobierno.
											Ningún trabajo era más perfecto para mí.
									","
											I want you to come back to that time.
											I was a young immigrant woman from Belize.
											I had basically floundered
in various jobs in America
											before I started
a community-based organization
											in a church basement in Queens.
											The attacks of September 11
sent shock waves through my community.
											People who were members of my family,
young people I had worked with,
											were experiencing harassment
											at schools, at workplaces
and in airports.
											And now I was going
to represent their concerns
											in government.
											No job felt more perfect for me.
									","
											Peço-vos que recuem a essa época.
											Eu era uma jovem emigrante de Belize.
											Só tinha estrebuchado
em diversos empregos nos EUA
											antes de ter iniciado uma organização
com base na comunidade
											na cave de uma igreja em Queens.
											Os ataques de 11 de setembro
											provocaram ondas de choque
na minha comunidade.
											Os membros da minha família,
jovens com quem eu tinha trabalhado,
											estavam a ser intimidados
											nas escolas, nos locais de trabalho,
nos aeroportos.
											E agora eu ia representar
as suas preocupações
											no governo.
											Nenhum outro trabalho
me assentaria melhor.
									","
											Ich möchte Sie noch einmal
in jene Zeit mitnehmen.
											Ich war eine junge Immigrantin aus Belize.
											Ich irrte in den USA quasi
von einem Job zum nächsten,
											bevor ich eine
gemeindebasierte Organisation
											im Keller einer Kirche in Queens gründete.
											Die Anschläge vom 11. September
erschütterten meine Gemeinschaft.
											Mitglieder meiner Familie, junge Menschen,
mit denen ich gearbeitet hatte,
											wurden schikaniert,
											in der Schule, bei der Arbeit
und in Flughäfen.
											Und nun sollte ich ihre Anliegen
											in der Regierung vertreten.
											Mir fiel kein Job ein, der besser passte.
									","
											Je veux que vous reveniez 
à ce moment-là.
											J'étais une jeune femme immigrante 
en provenance du Belize.
											J'avais échoué 
dans divers emplois en Amérique
											avant de commencer
un organisme communautaire
											dans le sous-sol d'une église 
dans le Queens.
											Les attentats du 11 septembre ont envoyé
des ondes de choc à travers ma communauté.
											Les gens qui étaient
membres de ma famille,
											les jeunes gens avec qui j'avais travaillé
											ont été victimes de harcèlement
											dans les écoles, les lieux de travail
et dans les aéroports.
											Et maintenant,
j'allais représenter leurs soucis
											au sein du gouvernement.
											Aucun travail ne m'a paru 
plus parfait pour moi.
									","
											O zamana dönmenizi istiyorum.
											Belize'den gelmiş genç göçmen
bir kadındım.
											Queens'te bir kilisenin bodrumunda
											toplum temelli bir dernek
kurmadan önce
											Amerika'da çeşitli işlerde
debelenip durdum.
											11 Eylül saldırıları
toplumumda şok etkisi yarattı.
											Ailemden insanlar, daha önceleri
birlikte çalıştığım gençler,
											okullarda, iş yerlerinde ve
havaalanlarında,
											tacize uğruyorlardı.
											Ve şimdi ben onların endişelerini
hükümette
											temsil edecektim.
											Hiçbir iş kendimi daha iyi 
hissettirmemişti.
									",Immigrant voices make democracy stronger,Sayu Bhojwani,12:42,"community,democracy,government,identity,immigration,politics,motivation,society,social change,United States,TEDNYC,india"
"
","
","
","
","
","
",Immigrant voices make democracy stronger,Sayu Bhojwani,12:42,"community,democracy,government,identity,immigration,politics,motivation,society,social change,United States,TEDNYC,india"
"
											Y dos cosas aprendí 
al convertirme en comisionada.
											En primer lugar, los neoyorquinos 
bien intencionados
											que estaban en el gobierno de la ciudad 
ocupando posiciones del gobierno
											no tenían ni idea de lo asustados 
que estaban los inmigrantes
											por la aplicación de la ley.
											La mayoría de nosotros 
no sabe muy bien la diferencia
											entre un sheriff, 
la policía local y el FBI.
											Y la mayoría de nosotros, 
cuando vemos a alguien en uniforme
											que pasa por los barrios
											sentimos curiosidad, 
por no decir preocupación.
											Así que si eres un padre indocumentado,
											todos los días al decir adiós a tus hijos,
											para enviarlos a la escuela 
e ir a trabajar,
											no sabes cuáles son las posibilidades
											de volver a verlos al final del día.
											Debido a que una redada
en tu lugar de trabajo
											o un encuentro casual 
con la policía local,
											podría cambiar el curso 
de tu vida para siempre.
									","
											And here are two things I learned
when I became Commissioner.
											First, well-meaning New Yorkers
											who were in city government
holding government positions
											had no idea how scared immigrants were
											of law enforcement.
											Most of us don't really know
the difference, do we,
											between a sheriff
and local police and the FBI.
											And most of us,
when we see someone in uniform
											going through our neighborhoods
											feel curiosity, if not concern.
											So if you're an undocumented parent,
											every day when you say
goodbye to your child,
											send them off to school and go to work,
											you don't know what the chances are
											that you're going to see them
at the end of the day.
											Because a raid at your workplace,
											a chance encounter with local police
											could change the course
of your life forever.
									","
											Estas são duas coisas que aprendi
quando passei a comissária.
											Primeiro, os nova-iorquinos
bem intencionados
											que estavam no governo da cidade,
em posições governamentais,
											não faziam ideia de como
os imigrantes andavam assustados
											com a aplicação da lei.
											Muitos de nós nem sequer
sabemos a diferença
											entre um xerife
e a polícia local ou o FBI.
											E muitos de nós, 
quando vemos um uniforme
											a passar pelo nosso bairro,
											sentimos curiosidade,
ou mesmo preocupação.
											Um pai ou mãe, sem documentos,
											sempre que se despede do filho
											quando ele vai para a escola
e vai trabalhar,
											não sabe quais as hipóteses
de o ver no fim do dia.
											Porque uma busca
no nosso local de trabalho,
											um encontro fortuito com a polícia local,
											pode mudar para sempre
o curso da nossa vida.
									","
											Hier sind zwei Dinge, die ich
als Beauftragte gelernt habe.
											Erstens: Gutgesinnte New Yorker,
											die in der Regierung der Stadt
in Führungspositionen sind,
											haben absolut keine Ahnung,
welche Angst Immigranten
											vor dem Gesetz haben.
											Die meisten von uns können nicht richtig
											zwischen einem Sheriff, der Ortspolizei
und dem FBI unterscheiden.
											Die meisten sind neugierig,
wenn nicht besorgt,
											wenn sie jemanden in Uniform
											durch die Nachbarschaft gehen sehen.
											Sind Sie ein nicht erfasster Elternteil,
											wissen Sie nicht, ob Sie Ihr Kind,
											dass Sie jeden Tag verabschieden,
											in die Schule schicken,
und Sie zur Arbeit gehen,
											am Ende des Tages wiedersehen werden.
											Weil eine Razzia am Arbeitsplatz,
											eine mögliche Begegnung
mit der örtlichen Polizei,
											könnte Ihr Leben für immer verändern.
									","
											Et voici deux choses que j'ai apprises
quand je suis devenue commissaire.
											Tout d'abord, les New-Yorkais
bien intentionnés
											faisant partie du gouvernement municipal
											n'avaient aucune idée à quel point
les immigrants étaient effrayés
											par les forces de l'ordre.
											La plupart d'entre nous
ignorent la différence
											entre un shérif, 
la police locale et le FBI.
											Quand nous voyons quelqu'un en uniforme
											passer dans nos quartiers,
											nous sommes curieux, voire préoccupés.
											Donc, si vous êtes un parent sans-papiers,
											tous les jours quand vous dites
au revoir à votre enfant,
											vous les envoyez à l'école 
et vous allez travailler,
											vous ne savez pas quelles 
sont vos chances
											de les voir à la fin de la journée.
											Parce qu'un raid
à votre lieu de travail,
											une rencontre fortuite
avec la police locale
											pourrait changer le cours
de votre vie pour toujours.
									","
											Ve müdür olduğumda
öğrendiğim iki şey oldu.
											İlki, şehir yönetiminde mevki
sahibi olan
											iyi niyetli New Yorkluların
											göçmenlerin hukuki yaptırımlardan
ne kadar korktukları hakkında
											hiçbir fikirlerinin olmamasıydı.
											Çoğumuz şerif, yerel polis 
ve FBI arasındaki farkları
											gerçekten de bilmeyiz, değil mi?
											Ve birçoğumuz, üniformalı birinin
											mahallemizden geçtiğini görünce
											endişelenmesek bile merak ederiz.
											Eğer kaçak bir ebeveynseniz,
											her gün çocuğunuza güle güle derken,
											onları okula gönderip işe giderken,
											onları günün sonunda
											görüp göremeyeceğinizin
olasılığını bilemezsiniz.
											Çünkü iş yerinize yapılan bir baskın,
											yerel polisle şans eseri karşılaşma
											hayatınızın yönünü sonsuza
kadar değiştirebilir.
									",Immigrant voices make democracy stronger,Sayu Bhojwani,12:42,"community,democracy,government,identity,immigration,politics,motivation,society,social change,United States,TEDNYC,india"
"
","
","
","
","
","
",Immigrant voices make democracy stronger,Sayu Bhojwani,12:42,"community,democracy,government,identity,immigration,politics,motivation,society,social change,United States,TEDNYC,india"
"
											Lo segundo que he aprendido 
es que cuando la gente como yo,
											que entendía el miedo,
											que había aprendido un nuevo idioma, 
que había navegado nuevos sistemas,
											cuando la gente como nosotros 
estaba sentada en la mesa,
											defendíamos las necesidades 
de nuestras comunidades
											de una manera que nadie 
pudiera o quisiera hacerlo.
											Comprendí lo que era 
la sensación de miedo.
											La gente en mi familia lo experimentaba.
											Los jóvenes con quienes 
había trabajado, eran acosados
											no solo por sus compañeros,
											sino también por sus profesores.
											Mi marido, novio entonces,
											se lo pensaba dos veces antes de ponerse 
una mochila o dejarse crecer la barba
											ya que viajaba mucho.
									","
											The second thing I learned
is that when people like me,
											who understood that fear,
											who had learned a new language,
who had navigated new systems,
											when people like us
were sitting at the table,
											we advocated for our communities' needs
in a way that no one else could or would.
											I understood what that feeling
of fear was like.
											People in my family were experiencing it.
											Young people I had worked with
were being harassed,
											not just by classmates,
											but also by their teachers.
											My husband, then boyfriend,
											thought twice before he put
a backpack on or grew a beard
											because he traveled so much.
									","
											A segunda coisa que aprendi
é que, quando pessoas como eu,
											que compreendem esse medo,
											que aprenderam uma nova língua,
que navegaram por novos sistemas,
											quando pessoas como nós
nos sentamos à roda da mesa,
											defendemos as necessidades
das nossas comunidades
											de uma forma que mais ninguém defenderia.
											Eu compreendo como era
esse sentimento de medo.
											As pessoas da minha família
estavam a vivê-lo.
											Jovens com quem eu trabalhara
estavam a ser intimidados,
											não apenas pelos colegas da escola
											mas também pelos professores.
											O meu marido, na altura meu namorado,
											pensava duas vezes
antes de usar uma mochila
											ou de deixar crescer a barba
											porque viajava muito.
									","
											Ich lernte außerdem:
											Wenn Menschen wie ich,
die diese Angst verstehen,
											die eine neue Sprache gelernt und sich
in Neuland zurechtgefunden hatten;
											wenn Menschen wie wir am Tisch sitzen,
											verhandeln wir für unsere Notwendigkeiten,
wie es niemand sonst könnte oder würde.
											Ich verstand, wie die Angst sich anfühlt.
											Meine Familie erfuhr es.
											Junge Menschen, mit denen
ich arbeitete, wurden belästigt,
											nicht nur von Klassenkameraden,
											sondern auch von ihren Lehrern.
											Mein Mann, damals mein Freund,
											überlegte zweimal, ob er einen Rucksack
aufsetzen oder einen Bart zulegen sollte,
											weil er so oft reiste.
									","
											Deuxièmement, j'ai appris
que lorsque les gens comme moi,
											qui comprennent cette peur,
											qui ont appris une nouvelle langue,
qui ont navigué dans de nouveaux systèmes,
											quand des gens comme nous
étaient assis à la table,
											nous défendions les besoins
de nos communautés
											comme personne d'autre
ne pouvait ou ne voulait le faire.
											J'ai compris ce qu'était 
le sentiment de peur.
											Les gens de ma famille le vivaient.
											Les jeunes avec qui j'avais travaillé
étaient harcelés,
											non seulement
par leurs camarades de classe,
											mais aussi par leurs professeurs.
											Mon mari, petit ami d'alors,
											réfléchissait à deux fois avant de mettre
un sac à dos ou se faire pousser la barbe
											parce qu'il voyageait beaucoup.
									","
											İkinci öğrendiğim şey, benim gibi
											bu korkuyu anlayan,
											yeni bir dil öğrenmiş,
yeni sistemleri izleyen
											bizim gibi insanlar bir masaya 
oturduklarında kimsenin yapmayacağı,
											yapamayacağı bir şekilde topluluğumuzun
ihtiyaçlarını savunduğumuzda anladım.
											Korku hissinin nasıl bir şey 
olduğunu anladım.
											Ailemdeki insanlar
bunu bizzat yaşıyorlardı.
											Beraber çalıştığımız gençler
											sadece sınıf arkadaşları tarafından değil
											öğretmenlerince de 
tacize uğruyorlardı.
											Kocam, sonra erkek arkadaşım
çok seyahat ettiği için
											sakal bırakmadan ya da
sırt çantası takmadan önce
											iki kere düşünüyordu.
									",Immigrant voices make democracy stronger,Sayu Bhojwani,12:42,"community,democracy,government,identity,immigration,politics,motivation,society,social change,United States,TEDNYC,india"
"
","
","
","
","
","
",Immigrant voices make democracy stronger,Sayu Bhojwani,12:42,"community,democracy,government,identity,immigration,politics,motivation,society,social change,United States,TEDNYC,india"
"
											Lo que aprendí en 2001 
fue que mi voto importaba
											pero que mi voz y punto de vista 
también importaban.
											Y son estas tres cosas:
											los votos, las voces y los puntos 
de vista de los inmigrantes,
											lo que creo puede ayudar a hacer 
más fuerte nuestra democracia.
											De hecho, tenemos el poder
											para cambiar el resultado 
de las elecciones,
											llevar nuevos temas al debate político
											y cambiar la cara del liderazgo 
estatal, rancio e insulso
											que tenemos hoy en nuestro país.
									","
											What I learned in 2001
was that my vote mattered
											but that my voice
and vantage point also mattered.
											And it's these three things —
											immigrants' votes,
voices and vantage points —
											that I think can help
make our democracy stronger.
											We actually have the power
											to change the outcome of elections,
											to introduce new issues
into the policy debate
											and to change the face
of the pale, male, stale leadership
											that we have in our country today.
									","
											Aprendemos em 2001
que o meu voto era importante
											mas que a minha voz
											e a minha posição de vantagem
também eram importantes.
											Penso que foram estas três coisas
											— votos dos imigrantes,
vozes e posições de vantagem —
											que ajudaram a fortalecer
a nossa democracia.
											De facto, temos o poder
de alterar o resultado de eleições.
											de apresentar novos problemas
para debata público
											e de alterar o rosto dos dirigentes,
pálidos, masculinos, caducos
											que temos hoje no nosso país.
									","
											Ich lernte 2001, dass
meine Wahlstimme zählte,
											aber dass meine Stimme und
meine Ansicht auch wichtig waren.
											Und es sind diese drei Dinge —
											die Wahlstimmen der Immigranten,
die Stimmen und Ansichten —
											von denen ich glaube, sie können
unsere Demokratie stärken.
											Wir haben tatsächlich die Macht,
											ein Wahlergebnis zu ändern,
											neue Themen in politischen
Debatten einzubringen
											und das Gesicht der hellhäutigen,
männlichen, alten Führung zu ändern,
											die wir heute in unserem Land haben.
									","
											Ce que j'appris en 2001,
c'est que mon vote comptait
											mais que ma voix et mon point de vue 
avaient également de l'importance.
											Et ce sont ces trois choses -
											les votes, les voix
et les points de vue des immigrants -
											qui, je pense, peuvent aider
à rendre notre démocratie plus forte.
											Nous avons le pouvoir
											de changer le résultat des élections,
											d'introduire de nouvelles questions
dans le débat politique
											et de changer le visage 
du leadership pâle, mâle et rassis
											que nous avons
dans notre pays aujourd'hui.
									","
											2001'de öğrendiğim şey benim oyumun 
önemli olduğuydu
											fakat sesim ve bakış açım da önemliydi.
											Şu üç şey
											- göçmenlerin oyları,
sesleri ve bakış açıları -
											bence demokrasimizin daha güçlü olmasına 
yardımcı olabilecek.
											Aslında seçimlerin sonuçlarını
değiştirebilme,
											politik tartışmalara 
yeni meseleler katma,
											bugün ülkemizde olan
											soluk, erkek, bayat liderlik yüzlerini
											değiştirme gücümüz var.
									",Immigrant voices make democracy stronger,Sayu Bhojwani,12:42,"community,democracy,government,identity,immigration,politics,motivation,society,social change,United States,TEDNYC,india"
"
","
","
","
","
","
",Immigrant voices make democracy stronger,Sayu Bhojwani,12:42,"community,democracy,government,identity,immigration,politics,motivation,society,social change,United States,TEDNYC,india"
"
											Pero ¿cómo hacemos eso?
											Hablemos primero de los votos.
											Lo que no será ninguna sorpresa para Uds.
											es que la mayoría de los votantes 
en EE.UU. son blancos.
											Pero tal vez le sorprenda saber
											que uno de cada tres votantes 
son negros, latinos o asiáticos.
											Pero aquí está el quid de la cuestión:
											no solo importa quién puede votar, 
es importante quién vota.
											Así en el año 2012 la mitad de los 
votantes latinos y asiáticos de EE.UU.
											no votaron.
									","
											So how do we do that?
											Well, let's talk first about votes.
											It will come as no surprise to you
											that the majority of voters
in America are white.
											But it might surprise you to know
											that one in three voters
are black, Latino or Asian.
											But here's the thing:
											it doesn't just matter who can vote,
it matters who does vote.
											So in 2012, half of the Latino
and Asian-American voters
											did not vote.
									","
											Como fazer isso?
											Falemos primeiro dos votos.
											Não devem ficar admirados
											com o facto de que a maioria
dos eleitores nos EUA são brancos.
											Mas talvez se surpreendam ao saber
											que um em três eleitores
é negro, latino ou asiático.
											Mas a questão é esta:
											Pouco importa quem pode votar,
o que interessa é quem vota.
											Em 2012, metade dos eleitores
latinos e asiático-americanos
											não votaram.
									","
											Also wie schaffen wir das?
											Sprechen wir als Erstes über Abstimmungen.
											Es wird Sie nicht überraschen,
											dass die meisten Wähler
in den USA weiß sind.
											Aber es überrascht Sie vielleicht,
											dass einer von drei Wählern
schwarz, Latino oder asiatisch ist.
											Aber Folgendes:
											Es ist nicht nur wichtig, wer wählen kann;
es ist wichtig, wer es auch tut.
											2012 haben die Hälfte der Latinos
und asiatisch-amerikanischen Wähler
											nicht gewählt.
									","
											Donc, comment faire ?
											Eh bien, parlons d'abord de votes.
											Ce ne sera pas une surprise pour vous
											que la majorité des électeurs
en Amérique sont blancs.
											Ce qui pourrait vous surprendre,
											c'est qu'un électeur sur trois
est noir, latino ou asiatique.
											Voici où je veux en venir :
											qui peut voter n'a pas d'importance,
ce qui importe est qui vote.
											En 2012, la moitié des Latinos
											et des électeurs américains 
d'origine asiatique
											n'ont pas voté.
									","
											Peki bunu nasıl yaparız?
											İlk olarak oylardan bahsedelim.
											Amerika'daki seçmenlerin çoğunun
											beyaz olduğu şaşılacak bir şey değil.
											Fakat sizi şaşırtabilecek olan şey 
her üç seçmenden birinin
											siyahi, Latin ve Asyalı olduğudur.
											Fakat burada önemli olan şey şu:
											kimin oy verebildiği önemli değil,
kimin oy verdiği önemlidir.
											2012'de Latin ve Asya kökenli 
Amerikalıların yarısı
											oy kullanmadı.
									",Immigrant voices make democracy stronger,Sayu Bhojwani,12:42,"community,democracy,government,identity,immigration,politics,motivation,society,social change,United States,TEDNYC,india"
"
","
","
","
","
","
",Immigrant voices make democracy stronger,Sayu Bhojwani,12:42,"community,democracy,government,identity,immigration,politics,motivation,society,social change,United States,TEDNYC,india"
"
											Y estos votos importan no solo 
en las elecciones presidenciales.
											también son importantes en las 
elecciones locales y estatales.
											En 2015, Lan Diep,
											el hijo mayor de refugiados 
políticos de Vietnam
											se presentó para un escaño del 
Consejo de la Ciudad de San José.
											Él perdió esa elección por 13 votos.
											Este año, sacó brillo 
a los zapatos de campaña
											y volvió a presentarse para ese escaño
											y esta vez ganó por 12 votos.
											Cada uno de nuestros votos importan.
									","
											And these votes matter
not just in presidential elections.
											They matter in local and state elections.
											In 2015, Lan Diep,
											the eldest son of political
refugees from Vietnam,
											ran for a seat
in the San Jose City Council.
											He lost that election by 13 votes.
											This year, he dusted off
those campaign shoes
											and went back to run for that seat,
											and this time he won, by 12 votes.
											Every one of our votes matters.
									","
											Esses votos são importantes
não só para as eleições presidenciais.
											São importantes para as eleições
locais e estatais.
											Em 2015, Lan Diep,
											o filho mais velho de refugiados
políticos do Vietname,
											candidatou-se a um lugar
no Conselho da cidade de San Jose.
											Perdeu a eleição por 13 votos.
											Este ano, deu corda aos sapatos
											e voltou a candidatar-se ao lugar.
											Desta vez, ganhou por 12 votos.
											Cada um dos nossos votos é importante.
									","
											Wahlstimmen sind nicht nur
in Präsidentschaftswahlen wichtig.
											Sie sind auch auf lokaler
und bundestaatlicher Ebene wichtig.
											2015 kandidierte Lan Diep,
											der älteste Sohn von
politischen Flüchtlingen aus Vietnam,
											für einen Sitz im Stadtrat von San Jose.
											Er verlor die Wahl um 13 Stimmen.
											Dieses Jahr versuchte er es erneut
											und nahm wieder an der Wahl teil.
											Diesmal gewann er um 12 Stimmen.
											Jede einzelne unserer Stimmen zählt.
									","
											Ces votes ne comptent pas seulement 
dans les élections présidentielles.
											Ils comptent dans les élections
locales et régionales.
											En 2015, Lan Diep,
											le fils aîné de réfugiés politiques
en provenance du Vietnam,
											s'est présenté à un poste
du conseil municipal de San José.
											Il a perdu l'élection par 13 votes.
											Cette année, il a dépoussiéré
ses chaussures de campagne
											et s'est représenté à ce poste.
											Et cette fois, il a gagné par 12 voix.
											Chacun de nos votes compte.
									","
											Ve bu oylar sadece başkanlık 
seçimlerinde değil,
											yerel ve eyalet seçimlerinde de önemliler.
											2015'te Lan Diep,
											Vietnamlı bir politik sığınmacının
en büyük oğlu,
											San Jose şehir meclisi 
seçimlerinde yarıştı.
											O, bu seçimi 13 oy farkla kaybetti.
											Bu yıl o seçim kampanyasının 
tozunu üzerinden silkeledi
											ve o koltuk için tekrar yarıştı
											ve bu kez 12 oy farkla kazandı.
											Her bir oy çok önemli.
									",Immigrant voices make democracy stronger,Sayu Bhojwani,12:42,"community,democracy,government,identity,immigration,politics,motivation,society,social change,United States,TEDNYC,india"
"
","
","
","
","
","
",Immigrant voices make democracy stronger,Sayu Bhojwani,12:42,"community,democracy,government,identity,immigration,politics,motivation,society,social change,United States,TEDNYC,india"
