tr,en,fr,de,title,speaker,duration,tags
"
","
","
","
",You don't need an app for that,Toby Shapshak,7:54,"Africa,innovation,technology"
"
											Niçin Eric Merrifield'ın ""dolos""u icat etmesi gerekti?
											Cevapları bilmiyor gibi bakıyorsunuz. Bakın bu bir dolos,
											arka planda da Robben Adası'nı görüyorsunuz.
											Bu küçük bir dolos. En bilinen mucit ise
											ismini ilk kez duyduğunuz Eric Merrifield'dir.
											1963'te, bir fırtına East London adlı küçük bir
											Güney Afrika kentindeki limanı yerle bir etti.
											Eric Merrifield, çocuklarının öküz kemiklerinden
											yapılan ""dolos"" adı verilen oyuncaklarıyla oynamasını izlerken
											bu dolos fikrini akıl etti.
											Biraz iple oynatılan dev bir oyuncağa benziyor
											ve dünyadaki her limanda
											dalgakıran olarak kullanılıyor.
											Küresel deniz taşımacılığı,
											bunun gibi bir Afrika teknolojisi olmadan varolamazdı.
									","
											And why did Eric Merrifield
have to invent the dolos?
											Blank stares. That is what a dolos looks like,
											and in the background, you can see Robben Island.
											This is a small dolos, and Eric Merrifield
											is the most famous inventor you've never heard of.
											In 1963, a storm ripped up the harbor
											in a small South African town called East London,
											and while he was watching his kids playing
											with toys made from oxen bones called dolosse,
											he had the idea for this.
											It's a bit like a huge jumping jack,
											and they have used this in every harbor in the world
											as a breakwater.
											The global shipping economy would not be possible
											without African technology like this.
									","
											Et pourquoi Eric Merrifield 
a eu à inventer les dolos ?
											Des regards vides. Voilà 
à quoi ressemble un dolos,
											et au fond, vous pouvez
voir Robben Island.
											Voici un petit dolos.
											Eric Merrifield est le plus 
célèbre des inventeurs
											dont vous n'avez jamais entendu parler.
											En 1963, une tempête a dévasté le port
											d'une petite ville d'Afrique du Sud, 
appelée East London.
											Et alors qu'il regardait ses enfants jouer
											avec des jouets fait 
d'os de boeufs appelés dolosse,
											il a eu l'idée de ça.
											C'est un peu une énorme marionnette,
											et on utilise ça dans tous les ports 
à travers le monde
											pour casser les vagues.
											L'économie de transport mondial 
ne serait pas possible
											sans technologie africaine 
comme celle-ci.
									","
											Und warum musste Eric Merrifield 
den Dolos erfinden?
											Leere Blicke. So sieht ein Dolos aus,
											und im Hintergrund 
ist Robben Island zu sehen.
											Das hier ist ein kleiner Dolos, 
und Eric Merrifield
											ist der berühmteste Erfinder, 
den niemand kennt.
											1963 riss ein Sturm den Hafen
											einer kleinen südafrikanischen Stadt 
namens East London auf,
											und während er seinen Kindern zusah,
											wie sie mit Spielzeug aus Ochsenknochen
namens Dolosse spielten,
											hatte er die Idee dazu.
											Es ist ein bisschen so 
wie ein riesiger Hampelmann,
											und man hat es in jedem Hafen der Welt
											als Wellenbrecher benutzt.
											Die globale Frachtschifffahrt 
wäre nicht möglich
											ohne afrikanische Technologie wie diese.
									",You don't need an app for that,Toby Shapshak,7:54,"Africa,innovation,technology"
"
","
","
","
",You don't need an app for that,Toby Shapshak,7:54,"Africa,innovation,technology"
"
											Ne zaman Afrika'dan bahsetseniz,
											dünyanın uzaydan çekilmiş bu fotoğrafını koymanız gerekiyor.
											İnsanların tepkisiyse şöyle oluyor: ""Baksana, işte bu Karanlık Kıta"".
											Aslında değil.
											Aslında bu, innovasyon haritası.
											İnnovasyonun nerede gerçekleştiğini görmekse gerçekten kolay.
											Her yer hâlâ elektrik kullanırken orası kullanmıyor.
											(Gülüşmeler)
											(Alkış)
											Bunun nedeniyse herkesin televizyon izlemesi
											ya da Angry Birds oynaması.
											(Gülüşmeler) (Alkış)
									","
											So whenever you talk about Africa,
											you have to put up this picture
of the world from space,
											and people go, ""Look, it's the Dark Continent.""
											Actually, it isn't.
											What it is is a map of innovation.
											And it's really easy to see
where innovation's going on.
											All the places with lots of electricity, it isn't.
											(Laughter)
											(Applause)
											And the reason it isn't is because everybody's
											watching television or playing Angry Birds.
											(Laughter) (Applause)
									","
											À chaque fois qu'on parle de l'Afrique,
											on montre cette image 
du monde vue de l'espace.
											Et les gens disent : 
« Regarde, c'est le continent noir »
											Mais en fait, c'est faux.
											En fait, c'est une carte de l'innovation.
											Et c'est très facile de voir 
où l'innovation se produit.
											Tous les endroits avec 
beaucoup d'électricité, pas d'innovation.
											(Rires)
											(Applaudissements)
											Et pourquoi il n'y a pas d'innovation ?
											C'est parce que tout le monde 
regarde la télévision
											ou joue à Angry Birds.
											(Rires) 
(Applaudissements)
									","
											Wann immer Sie also über Afrika sprechen,
											müssen Sie dieses Bild der Welt 
aus dem All zeigen,
											und die Leute sagen: 
""Sieh nur, der dunkle Kontinent.""
											Eigentlich ist er das nicht.
											Er ist aber eine Innovationskarte.
											Und es ist wirklich einfach zu sehen, 
wo Innovation geschieht.
											An allen Orten mit viel Elektrizität 
geschieht sie nicht.
											(Gelächter)
											(Applaus)
											Und das liegt daran, dass dort jeder
											entweder fernsieht oder Angry Birds spielt.
											(Gelächter) (Applaus)
									",You don't need an app for that,Toby Shapshak,7:54,"Africa,innovation,technology"
"
","
","
","
",You don't need an app for that,Toby Shapshak,7:54,"Africa,innovation,technology"
"
											Bunun gerçekleştiği yer Afrika.
											İşte gerçek inovasyon bu.
											İnsanların devamlı yeni ürünlerin tanıtımlarından
											bahsetmek için içi kullandığı kelime değil.
											Bu gerçek inovasyondur ve ben bunu sorun çözmek olarak tanımlıyorum.
											İnsanlar Afrika'da gerçek sorunları çözüyor.
											Niçin? Çünkü yapmak zorundayız.
											Çünkü bizim gerçek sorunlarımız var.
											Bu insanlar için gerçek sorunları çözdüğümüzde
											aynı zamanda dünyanın geri kalanı için de
											çözmüş oluyoruz.
									","
											So where it's happening is in Africa.
											Now, this is real innovation,
											not the way people have expropriated the word
											to talk about launching new products.
											This is real innovation, and I
define it as problem-solving.
											People are solving real problems in Africa.
											Why? Because we have to.
											Because we have real problems.
											And when we solve real problems for people,
											we solve them for the rest of the world
											at the same time.
									","
											Donc c'est en Afrique que ça se passe.
											C'est de la vraie innovation,
											pas celle des gens qui ont volé le mot
											pour parler du lancement 
de nouveaux produits.
											C'est de la vraie innovation

											et je la définis comme 
la résolution de problèmes.
											Les gens résolvent 
de vrais problèmes en Afrique.
											Pourquoi ? Parce que nous le devons.
											Parce que nous avons de vrais problèmes.
											Et quand on résout 
de vrais problèmes pour les gens,
											on les résout pour le reste du monde
											dans le même temps.
									","
											Es passiert also in Afrika.
											Das ist echte Innovation,
											nicht die Art, wie die Leute 
das Wort entfremdet haben,
											um über neue Produktstarts zu sprechen.
											Das ist echte Innovation. 
Ich definiere sie als Problemlösen.
											Die Leute lösen in Afrika echte Probleme.
											Warum? Weil wir es müssen.
											Weil wir echte Probleme haben.
											Und wenn wir 
die echten Probleme der Leute lösen,
											lösen wir sie gleichzeitig auch
											für den Rest der Welt.
									",You don't need an app for that,Toby Shapshak,7:54,"Africa,innovation,technology"
"
","
","
","
",You don't need an app for that,Toby Shapshak,7:54,"Africa,innovation,technology"
"
											Kaliforniya'da, herkes bir telefona takılan
											küçük bir plastik parçası için heyecan duyuyor
											kredi kartınızı okutabiliyorsunuz ve insanlar
											""Kredi kartımızı POS cihazlarınının
											boyunduruğundan kurtardık."" diyor.
											Harika. Peki kredi kartına niçin ihtiyacınız var ki?
											Afrika'da biz bu işi yıllardır yapıyoruz
											ve bunun gibi telefonlarla yapıyoruz.
											Bu görüntüyü Kitengela adlı
											Nairobi'nin yaklaşık bir saat güneyinde olan bir yerde çektim.
											M-Pesa adlı Afrika'da öncülüğü yapılan
											ödeme sisteminin en göze çarpan noktası,
											bunun gibi telefonlarda çalışmasıdır.
											Her telefonda çalışıyor,
											çünkü SMS kullanıyor.
											Bununla faturalarınızı ödeyebilirsiniz, market alışverişinizi yapabilirsiniz,
											çocuklarınızın okul ücretlerini ödeyebilirsiniz,
											ve hatta bana söylenene göre gümrük memurlarına rüşvet bile verebilirsiniz.
											(Gülüşmeler)
											Günde yaklaşık 25 milyon dolar
											M-Pesa aracılığıyla işlem görür.
											Kenya'nın gayri sâfi yurtiçi hasılasının %40'ı
											bunun gibi telefonlar kullanılarak hareket eder.
									","
											So in California, everybody's really excited
											about a little square of plastic
that you plug into a phone
											and you can swipe your credit card,
											and people say, ""We've liberated the credit card
											from the point of sale terminal.""
											Fantastic. Why do you even need a credit card?
											In Africa, we've been doing that for years,
											and we've been doing it on phones like this.
											This is a picture I took at a place called Kitengela,
											about an hour south of Nairobi,
											and the thing that's so remarkable
about the payment system
											that's been pioneered in Africa called M-Pesa
											is that it works on phones like this.
											It works on every single phone possible,
											because it uses SMS.
											You can pay bills with it, 
you can buy your groceries,
											you can pay your kids' school fees,
											and I'm told you can even bribe customs officials.
											(Laughter)
											Something like 25 million dollars a day
											is transacted through M-Pesa.
											Forty percent of Kenya's GDP
											moves through M-Pesa using phones like this.
									","
											En Californie, tout le monde
est super excité
											sur un petit bout de plastique 
que vous insérez dans un téléphone
											et vous pouvez y lire une carte de crédit,
											et les gens disent : 
« Nous avons libéré la carte de crédit
											du terminal de vente. »
											Fantastique !
											Pourquoi avez-vous encore 
besoin d'une carte de crédit ?
											En Afrique, nous faisons ça
depuis des années.
											Et on le fait sur des téléphones comme ça.
											C'est une image que j'ai prise 
dans un endroit appelé Kitengela
											à environ une heure au sud de Nairobi.
											Et ce qui est remarquable 
à propos de ce système de paiement,
											créé en Afrique et qu'on appelle M-Pesa,
											c'est qu'il fonctionne 
sur des téléphones comme ça.
											Il fonctionne sur n'importe quel 
téléphone imaginable
											parce qu'il utilise les SMS.
											Vous pouvez payer vos factures avec,
vous pouvez payer vos courses,
											vous pouvez payer 
les frais de scolarité de vos enfants
											et on m'a dit que vous pouviez même
											payer des pots-de-vin 
aux officiers de la douane.
											(Rires)
											Environ 25 millions de dollars
passent chaque jour
											par M-Pesa.
											40% du PIB du Kenya
											se fait à travers M-Pesa 
en utilisant des téléphones comme ça.
									","
											In Kalifornien sind alle echt verrückt
											auf ein kleines Stück Plastik, 
das man in sein Handy steckt
											und durch das man seine Kreditkarte zieht,
											und sie sagen: ""Wir haben die Kreditkarte
											vom Kassenterminal befreit.""
											Fantastisch. Warum brauchen Sie
überhaupt eine Kreditkarte?
											In Afrika machen wir das schon seit Jahren,
											und das auf Handys wie diesem.
											Das ist ein Bild, das ich an einem Ort
namens Kitengela machte,
											etwa eine Stunde südlich von Nairobi,
											und was so bemerkenswert ist 
an diesem Bezahlsystem,
											das in Afrika unter dem Namen 
M-Pesa ursprünglich entwickelt wurde:
											Es funktioniert auf Handys wie diesem.
											Es funktioniert 
auf jedem denkbaren Telefon,
											denn es benutzt SMS.
											Man kann damit Rechnungen bezahlen, 
Lebensmittel kaufen,
											das Schulgeld der Kinder bezahlen,
											und angeblich 
sogar Zollbeamte bestechen.
											(Gelächter)
											Etwa 25 Millionen Dollar pro Tag
											werden durch M-Pesa umgesetzt.
											40 Prozent von Kenias BIP
											durchlaufen M-Pesa 
auf Handys wie diesem.
									",You don't need an app for that,Toby Shapshak,7:54,"Africa,innovation,technology"
"
","
","
","
",You don't need an app for that,Toby Shapshak,7:54,"Africa,innovation,technology"
"
											Bunun sizin için sıradan bir telefon olsa da
											aslında bu Afrika'nın akıllı telefonu.
											Ayrıca bir radyo, hem de bir el feneri
											ve her şey bir yana,
											olağanüstü bir batarya ömrü var.
											Niçin? Çünkü ihtiyacımız olan şey bu.
											Afrika'da gerçekten ciddi enerji sorunlarımız var.
											Bu arada, bunun gibi bir telefonla
											Facebook'ta durumunuzu güncelleyebilir ve Gmail'den ileti gönderebilirsiniz.
									","
											And you think this is just a feature phone.
											Actually it's the smartphone of Africa.
											It's also a radio, and it's also a torch,
											and more than anything else,
											it has really superb battery life.
											Why? Because that's what we need.
											We have really severe energy problems in Africa.
											By the way, you can update Facebook
											and send Gmail from a phone like this.
									","
											Et vous pensez que ce sont 
juste des téléphones basiques !
											En fait, ce sont 
les smartphones de l'Afrique.
											C'est aussi une radio, 
et c'est aussi une lampe,
											et plus que tout,
											il a vraiment une batterie 
qui tient super longtemps.
											Pourquoi ? Parce que c'est 
ce dont nous avons besoin.
											Nous avons des problèmes
d'énergie graves en Afrique.
											Au fait, vous pouvez 
mettre à jour Facebook
											et envoyer des emails sur Gmail 
depuis un téléphone comme ça.
									","
											Und Sie denken, 
das ist nur ein normales Handy.
											Tatsächlich ist es das Smartphone Afrikas.
											Es ist auch ein Radio 
und eine Taschenlampe
											und vor allen Dingen
											hat es eine ausgezeichnete Akkulaufzeit.
											Warum? Weil wir das brauchen.
											Afrika hat gravierende Energieprobleme.
											Übrigens kann auf solch einem Handy
											auch Facebook und Gmail nutzen.
									",You don't need an app for that,Toby Shapshak,7:54,"Africa,innovation,technology"
"
","
","
","
",You don't need an app for that,Toby Shapshak,7:54,"Africa,innovation,technology"
"
											Mobil çağın çek sistemi diyebileceğimiz
											M-Pesa aracılığıyla para göndermek için
											mevcut teknolojiyi kullanabileceğimiz
											bir yol bulduk.
											Ben, madencilik şehri olan Johanesburg'luyum.
											Bu şehrin taşı toprağı altındır.
											Bu, daha önce Instagram'a yüklediğim bir fotoğraf.
											Bugün farklı olan şey, günümüzün altınının mobil dünya olmasıdır.
											Kuzey Amerika'daki demiryolu ağını ve işleyiş biçimini düşünürseniz,
											ilk olarak altyapı oluşturuldu,
											sonrasında çevresindeki sanayi oluşturuldu, genelevler —
											tıpkı günümüz İnternet'i gibi, değil mi? —
											ve onun etrafında işleyen bütün diğer şeyler:
											barlar, meyhaneler, vb.
											Günümüzün altını mobil dünyanın kendisidir
											ve mobil dünya bütün bunları mümkün kılan unsurdur.
									","
											So we have found a way to use
											the available technology to send money via M-Pesa,
											which is a bit like a check system
											for the mobile age.
											I come from Johannesburg, which is a mining town.
											It's built on gold.
											This is a picture I Instagrammed earlier.
											And the difference today is that 
the gold of today is mobile.
											If you think about the railroad system
in North America and how that worked,
											first came the infrastructure,
											then came the industry around it, the brothels —
											it's a bit like the Internet today, right? —
											and everything else that worked with it:
											bars, saloons, etc.
											The gold of today is mobile,
											and mobile is the enabler
that makes all of this possible.
									","
											Donc on a trouvé un moyen d'utiliser
											la technologie disponible 
pour envoyer de l'argent via M-Pesa
											ce qui est un peu 
comme un système de chéquier
											pour l'air du portable.
											Je viens de Johannesburg, 
c'est une cité minière.
											Elle est construite sur l'or.
											Voici une photo 
que j'ai mise sur Instagram.
											De nos jours, la différence c'est que 
l'or d'aujourd'hui, c'est le portable.
											Si vous pensez au système ferrovaire 
d'Amérique du Nord
											et comment ça s'est passé,
d'abord est arrivée l'infrastructure,
											puis l'industrie qui gravite autour, 
comme les bordels —
											c'est un peu comme 
l'internet d'aujourd'hui, n'est-ce pas ? —
											et toutes les autres choses 
qui allaient avec :
											les bars, les saloons, etc...
											L'or d'aujourd'hui, c'est le portable.
											Et le portable est le truc 
qui rend tous cela possible.
									","
											Wir haben also einen Weg gefunden,
											die vorhandene Technologie zu nutzen, 
um Geld zu versenden, via M-Pesa,
											etwa so wie ein Check-System
											des mobilen Zeitalters.
											ich komme aus Johannesburg, 
einer Bergbaustadt.
											Es ist auf Gold gebaut.
											Dieses Bild stellte ich 
vor kurzem auf Instagram.
											Im Unterschied zu heute ist 
das Gold von heute mobil.
											Denken Sie an das Eisenbahnnetz 
in Nordamerika:
											Zuerst kam die Infrastruktur,
											dann kam die Industrie dazu, 
die Bordelle —
											ein bisschen 
wie im Internet heute, nicht wahr? —
											und alles andere, 
was damit funktionierte:
											Bars, Saloons, und so weiter.
											Das Gold von heute ist mobile Technologie,
											und ""mobil"" ist das, 
was all das möglich macht.
									",You don't need an app for that,Toby Shapshak,7:54,"Africa,innovation,technology"
"
","
","
","
",You don't need an app for that,Toby Shapshak,7:54,"Africa,innovation,technology"
