en,es,fr,de,pt,title,speaker,duration,tags
"
","
","
","
","
",The simple power of hand-washing,Myriam Sidibe,11:41,"children,global issues,health,public health,sanitation"
"
											What is it? Is there no soap?
											Actually, soap is available.
											In 90 percent of households in India,
											94 percent of households in Kenya,
											you will find soap.
											Even in countries where soap is the lowest,
											like Ethiopia, we are at 50 percent.
									","
											¿Qué es entonces? ¿Acaso no hay jabón?
											De hecho hay jabón.
											En el 90 % de los hogares de la India,
											el 94 % de los hogares en Kenya,
											encontrarán jabón.
											Incluso en países 
con la más baja cantidad de jabón
											como Etiopía, estamos en un 50 %.
									","
											Qu'y a-t-il ? Il n'y a pas de savon ?
											En fait si, le savon est disponible.
											Dans 90% des foyers en Inde,
											94% des foyers au Kenya,
											vous allez trouver du savon.
											Même dans les pays 
où le savon est le moins présent,
											comme l'Éthiopie, nous sommes à 50%.
									","
											Warum? Gibt es keine Seife?
											Doch, eigentlich gibt es Seife.
											In 90 % der Haushalte in Indien,
											und in 94 % der Haushalte in Kenia
											gibt es Seife.
											Sogar in den Länden,
wo es am wenigsten Seife gibt
											wie in Äthiopien, sind wir bei 50 %.
									","
											Porque será? Não há sabão?
											Na verdade, há sabão.
											Em 90% dos lares na Índia,
											em 94% dos lares no Quénia,
											encontramos sabão.
											Mesmo nos países 
em que há menos sabão,
											como na Etiópia, andamos pelos 50%.
									",The simple power of hand-washing,Myriam Sidibe,11:41,"children,global issues,health,public health,sanitation"
"
","
","
","
","
",The simple power of hand-washing,Myriam Sidibe,11:41,"children,global issues,health,public health,sanitation"
"
											So why is it?
											Why aren't people washing their hands?
											Why is it that Mayank,
											this young boy that I met in India,
											isn't washing his hands?
											Well, in Mayank's family,
											soap is used for bathing,
											soap is used for laundry,
											soap is used for washing dishes.
											His parents think sometimes
											it's a precious commodity,
											so they'll keep it in a cupboard.
											They'll keep it away from him so he doesn't waste it.
											On average, in Mayank's family,
											they will use soap for washing hands
											once a day
											at the very best, and sometimes
											even once a week for washing hands with soap.
											What's the result of that?
											Children pick up disease
											in the place that's supposed to love them
											and protect them the most, in their homes.
									","
											Entonces, ¿por qué?
											¿Por qué la gente no se lava las manos?
											¿Por qué Mayank,
											este niño que conocí en India,
											no se lava las manos?
											Pues, en la familia de Mayank
											el jabón se usa para bañarse,
											para lavar la ropa,
											para lavar los platos.
											Sus padres piensan a veces
											que es un lujo,
											así que lo guardan en la alacena.
											Lo mantienen fuera de su alcance 
para que no lo malgaste.
											En promedio, en la familia de Mayank
											usarán jabón para lavarse las manos
											una vez al día
											en el mejor de los casos, y a veces
											incluso se lavan las manos con jabón 
solo una vez a la semana.
											¿Cuál es el resultado de esto?
											Los niños se contagian de enfermedades
											en los sitios donde más se les ama
											y protege, en sus hogares.
									","
											Alors pourquoi cela ?
											Pourquoi les gens ne se 
lavent pas les mains ?
											Pourquoi est-ce que Mayank,
											ce jeune garçon que j'ai 
rencontré en Inde,
											ne se lave-t-il pas les mains ?
											Eh bien, dans la famille de Mayank,
											on se sert du savon pour prendre un bain,
											pour faire la lessive,
											pour laver la vaisselle.
											Ses parents pensent parfois que
											c'est un bien très précieux,
											alors ils le gardent dans un placard.
											Ils le gardent loin de lui pour
éviter qu'il ne le gaspille.
											En moyenne, dans la famille de Mayank,
											on se sert du savon pour
se laver les mains
											une fois par jour
											dans le meilleur des cas, et parfois
											une fois par semaine 
pour se laver les mains avec du savon
											Qu'en résulte-t-il ?
											Les enfants attrapent des maladies
											dans le lieu qui devrait les chérir
											et les protéger le plus, dans leur maison.
									","
											Also woran liegt es dann?
											Warum waschen sich die
Menschen nicht die Hände?
											Woran liegt es, dass Mayank,
											der kleine Junge aus Indien,
											sich nicht die Hände wäscht?
											In Mayanks Familie
											wird Seife fürs Baden benutzt,
											Seife wird fürs Wäschewaschen benutzt,
											Seife wird fürs Geschirrspülen benutzt.
											Seine Eltern halten sie
für eine wertvolle Ware
											und verwahren sie daher in einem Schrank.
											Sie geben sie ihm nicht,
damit er sie nicht verschwendet.
											Im Durchschnitt wäscht sich
Mayanks Familie
											einmal am Tag die Hände mit Seife —
											wenn es hochkommt —
											und manchmal lediglich
einmal die Woche.
											Was ist die Folge davon?
											Kinder ziehen sich Krankheiten dort zu,
											wo sie am meisten geliebt 
und beschützt werden sollten,
											in ihrem Zuhause.
									","
											Então, porque é?
											Porque é que as pessoas 
não lavam as mãos?
											Porque é que Mayank,
											este rapaz que eu conheci na Índia,
											não lava as mãos?
											Na família de Mayank,
											usa-se o sabão para tomar banho,
											usa-se o sabão para lavar a roupa,
											usa-se o sabão para lavar a loiça.
											Os pais dele pensam, por vezes,
											que é um produto precioso,
											por isso guardam-no 
dentro de um armário.
											Escondem-no dele para ele não o gastar.
											Em média, na família de Mayank,
											usam o sabão para lavar as mãos
											uma vez por dia, quando muito,
											e, por vezes, uma vez por semana, 
para lavar as mãos com sabão.
											Qual é o resultado?
											As crianças apanham doenças
											no local em que, supostamente,
											são mais amadas e mais protegidas, 
nos seus próprios lares.
									",The simple power of hand-washing,Myriam Sidibe,11:41,"children,global issues,health,public health,sanitation"
"
","
","
","
","
",The simple power of hand-washing,Myriam Sidibe,11:41,"children,global issues,health,public health,sanitation"
"
											Think about where you learned to wash your hands.
											Did you learn to wash your hands at home?
											Did you learn to wash your hands in school?
											I think behavioral scientists will tell you
											that it's very difficult to change the habits
											that you have had early in life.
									","
											Piensen en dónde aprendieron
a lavarse las manos.
											¿Aprendieron a lavarse las manos en casa?
											¿Aprendieron a lavarse las manos 
en la escuela?
											Creo que los expertos 
en comportamiento les dirán
											que es muy difícil cambiar los hábitos
											que aprendieron de pequeños.
									","
											Réfléchissez à où vous avez appris
à vous laver les main.
											Avez-vous appris
à vous laver les mains à la maison ?
											Avez-vous appris
à vous laver les mains à l'école ?
											Je pense que des scientifiques
comportementaux vous diront
											que c'est très difficile
de changer les habitudes
											que vous avez prises 
très tôt dans votre vie.
									","
											Wo haben Sie gelernt, 
sich die Hände zu waschen?
											Haben Sie zu Hause gelernt,
sich die Hände zu waschen?
											Haben Sie in der Schule gelernt, 
sich die Hände zu waschen?
											Ich glaube, Verhaltensforscher 
würden Ihnen sagen,
											dass es sehr schwierig ist
Gewohnheiten zu ändern,
											die man früh im Leben gelernt hat.
									","
											Pensem onde é que aprenderam 
a lavar as mãos.
											Aprenderam a lavar as mãos em casa?
											Aprenderam a lavar as mãos na escola?
											Penso que os cientistas 
do comportamento vos dirão
											que é muito difícil mudar os hábitos
											que aprendemos cedo na vida.
									",The simple power of hand-washing,Myriam Sidibe,11:41,"children,global issues,health,public health,sanitation"
"
","
","
","
","
",The simple power of hand-washing,Myriam Sidibe,11:41,"children,global issues,health,public health,sanitation"
"
											However, we all copy what everyone else does,
											and local cultural norms are something
											that shape how we change our behavior,
											and this is where the private sector comes in.
											Every second in Asia and Africa,
											111 mothers
											will buy this bar to protect their family.
											Many women in India will tell you
											they learned all about hygiene, diseases,
											from this bar of soap from Lifebuoy brand.
											Iconic brands like this one
											have a responsibility to do good
											in the places where they sell their products.
											It's that belief, plus the scale of Unilever,
											that allows us to keep talking about
											handwashing with soap and
hygiene to these mothers.
									","
											Sin embargo, todos copiamos 
lo que hacen los demás,
											y las normas culturales locales influyen
											en los cambios 
de nuestro comportamiento,
											y aquí es donde el sector privado 
juega un papel.
											Cada segundo, en Asia y África,
											111 madres
											compran esta barra de jabón 
para proteger a sus familias.
											Muchas mujeres en India les dirán
											que aprendieron todo sobre 
higiene y enfermedades
											gracias a esta barra de jabón 
de la marca Lifebuoy.
											Marcas icónicas como esta
											tienen la responsabilidad de hacer el bien
											en los sitios donde venden sus productos.
											Es esa creencia, 
más la escala de Unilever,
											la que nos permite hablar acerca
											del lavado de manos con jabón 
y de higiene a estas madres.
									","
											Cependant, nous copions tous
ce que les autres font,
											et les normes de la culture locale
sont une chose
											qui façonne notre manière de
changer notre comportement
											et c'est là que le secteur privé
entre en jeu.
											Chaque seconde en Asie et en Afrique,
											111 mères
											vont acheter ce savon pour
protéger leur famille
											Beaucoup de femmes en Inde vous diront
											qu'elles ont tout appris sur l’hygiène,
											les maladies,
											grâce à cette barre de savon
de la marque Lifebuoy
											Des marques emblématiques comme celle-ci
											ont une responsabilité de faire du bien
											dans les lieux où ils vendent
leur produits.
											C'est cette croyance,
plus l'échelle d'Unilever,
											qui nous permet de continuer à parler
											à ces mères de l'hygiène et
de se laver les mains.
									","
											Allerdings ahmen wir das nach, 
was andere machen
											und lokale, kulturelle Normen

											können unser Verhalten ändern,
											und an dieser Stelle kommt 
der Privatsektor ins Spiel.
											Jede Sekunde werden in Asien und Afrika
											111 Mütter dieses Stück Seife kaufen,
											um ihre Familie zu schützen.
											Viele Frauen in Indien berichten,
											dass sie alles über Hygiene
und Krankheiten
											von diesem Stück Seife der Marke
Lifebuoy gelernt haben.
											Wohlbekannte Marken wie diese
											tragen eine Verantwortung dafür,
											dort Gutes zu tun,
wo sie ihre Produkte verkaufen.
											Der Glaube daran,
verbunden mit der Größe von Unilever,
											ermöglicht es uns weiterhin,
											mit diesen Müttern über Händewaschen 
mit Seife und Hygiene zu reden.
									","
											Mas todos copiamos o que os outros fazem,
											e as normas culturais locais são uma coisa
											que influenciam como alteramos 
o nosso comportamento.
											É aí que entra o setor privado.
											Em cada segundo, na Ásia e em África,
											há 111 mães que compram esta barra
											para proteger a família.
											Muitas mulheres na Índia vos dirão
											que aprenderam tudo 
sobre higiene, doenças,
											com esta barra de sabão da marca Lifebuoy.
											Marcas icónicas como esta
											têm a responsabilidade de fazer o bem
											em locais onde vendem os seus produtos.
											É essa crença, mais a dimensão da Unilever,
											que nos permite continuar a falar
											em lavar as mãos com sabão 
e em higiene com estas mães.
									",The simple power of hand-washing,Myriam Sidibe,11:41,"children,global issues,health,public health,sanitation"
"
","
","
","
","
",The simple power of hand-washing,Myriam Sidibe,11:41,"children,global issues,health,public health,sanitation"
"
											Big businesses and brands can change
											and shift those social norms
											and make a difference for those habits
											that are so stubborn.
											Think about it:
											Marketeers spend all their time
											making us switch from one brand to the other.
											And actually, they know how to transform
											science and facts into compelling messages.
											Just for a minute, imagine
											when they put all their forces behind
											a message as powerful as handwashing with soap.
											The profit motive is transforming health outcomes
											in this world.
									","
											Grandes corporaciones 
y marcas pueden cambiar
											y transformar estas normas sociales
											y hacer diferencia en esos hábitos
											que son difíciles de cambiar.
											Piénsenlo:
											Los publicistas pasan todo su tiempo
											haciéndonos cambiar 
de una marca a otra.
											Y de hecho, ellos saben cómo transformar
											la ciencia y los hechos 
en mensajes convincentes.
											Por un minuto imaginen
											si todos pusieran sus esfuerzos detrás
											de este poderoso mensaje 
del lavado de manos con jabón.
											La motivación de las ganancias 
está transformando
											la salud del mundo.
									","
											Les grandes entreprises et
les grandes marques peuvent changer
											et modifier ces normes sociales
											et faire la différence pour ces habitudes
											qui sont si ancrées.
											Réfléchissez-y :
											Les commerciaux passent tout leur temps
											à nous faire passer 
d'une marque à une autre.
											Et en fait, ils savent comment transformer
											la science et les faits
en des messages convaincants.
											Juste pour une minute, imaginez
											qu'ils mettent toutes
leurs forces derrière
											un message aussi puissant que
de se laver les mains avec du savon.
											La motivation du profit 
transforme la santé
											dans ce monde.
									","
											Große Firmen und Marken
											können solche sozialen Normen verändern
											und so einen Unterschied
											bei hartnäckigen Gewohnheiten bewirken.
											Überlegen Sie mal:
											Händler verbringen ihre ganze Zeit damit,
											uns zum Wechseln von einer Marke
zu einer anderen zu bewegen.
											Und sie wissen tatsächlich,
											wie man Wissen und Fakten in überzeugende
Botschafen verwandeln kann.
											Stellen Sie sich eine Minute lang vor,
											sie würden ihre ganze Überzeugungskraft
einer Botschaft widmen:
											Hände mit Seife zu waschen.
											Das Streben nach Profit
											beeinflusst den Gesundheitszustand
dieser Welt.
									","
											As grandes empresas e marcas podem mudar
											e alterar essas normas sociais
											e fazer a diferença nesses hábitos
											que são tão casmurros.
											Pensem nisso.
											Os comerciantes passam o tempo
											a obrigar-nos a mudar 
duma marca para outra.
											Na verdade, sabem como transformar
											a ciência e os factos 
em mensagens convincentes.
											Basta um minuto, imaginem,
											para concentrarem todas as suas forças
											por trás duma mensagem tão poderosa
											como lavar as mãos com sabão.
											O motivo lucro está a transformar
											o panorama da saúde neste mundo.
									",The simple power of hand-washing,Myriam Sidibe,11:41,"children,global issues,health,public health,sanitation"
"
","
","
","
","
",The simple power of hand-washing,Myriam Sidibe,11:41,"children,global issues,health,public health,sanitation"
"
											But it's been happening for centuries:
											the Lifebuoy brand was launched in 1894
											in Victorian England
											to actually combat cholera.
											Last week, I was in Ghana
											with the minister of health,
											because if you don't know,
											there's a cholera outbreak in Ghana at the moment.
											A hundred and eighteen years later,
											the solution is exactly the same:
											It's about ensuring that they have access
											to this bar of soap,
											and that they're using it,
											because that's the number one way
											to actually stop cholera from spreading.
											I think this drive for profit
											is extremely powerful,
											sometimes more powerful than
											the most committed charity or government.
									","
											Pero ha ocurrido por siglos:
											la marca Lifebuoy entró al mercado en 1894
											en la Inglaterra victoriana
											para combatir el cólera.
											La semana pasada estuve en Ghana
											con el ministro de sanidad
											porque, si no lo sabían,
											hay un brote de cólera 
en Ghana en este momento.
											118 años más tarde,
											la solución es exactamente la misma:
											se trata de asegurarnos 
de que tengan acceso
											a esta barra de jabón
											y que la estén usando,
											porque esa es la solución número uno
											para ayudar a prevenir 
la diseminación del cólera.
											Creo que la motivación por las utilidades
											es extremadamente poderosa,
											incluso a veces más poderosa
											que la organización caritativa 
más acometida o el gobierno.
									","
											Mais ça existe depuis des siècles :
											la marque Lifebuoy a été lancée en 1894
											dans l'Angleterre victorienne
											afin de combattre le choléra.
											La semaine dernière, j'étais au Ghana
											avec le ministre de la santé,
											Si vous ne le savez pas,
											il y a une épidémie de choléra
en ce moment au Ghana.
											118 ans plus tard,
											la solution est exactement la même :
											il s'agit de s'assurer qu'ils ont accès
											à cette barre de savon,
											et qu'ils l'utilisent,
											parce que c'est la solution numéro 1
											pour empêcher le choléra de se propager.
											Je pense que cette recherche de profit
											est extrêmement puissante,
											parfois plus puissante que
											la charité la plus engagée
ou le gouvernement.
									","
											Und das schon seit Jahrhunderten:
											Die Marke Lifebuoy wurde 1894
											im Viktorianischen England eingeführt,
											um Cholera zu bekämpfen.
											Letzte Woche war ich in Ghana
											mit dem Gesundheitsminister, 

											denn, falls Sie es nicht wissen,
											dort ist gerade Cholera ausgebrochen.
											118 Jahre später
											ist die Lösung genau dieselbe:
											Es geht darum sicherzustellen,
											dass alle Zugang zu 
diesem Stück Seife haben,
											und dass sie es auch verwenden,
											da dies der beste Weg ist,
											um die Ausbreitung 
von Cholera zu verhindern.
											Ich denke, dass Profitstreben 
sehr mächtig ist,
											manchmal sogar mächtiger
											als die engagierteste Stiftung 
oder Regierung.
									","
											Mas isso já acontece há séculos.
											A marca Lifebuoy foi lançada em 1894
											na Inglaterra vitoriana
											para combater a cólera.
											Na semana passada, estive no Gana
											com o ministro da saúde,
											porque, não sei se sabem,
											há um surto de cólera 
no Gana, neste momento.
											Cento e dezoito anos depois,
											a solução é exatamente a mesma:
											Trata-se de garantir que eles têm acesso
											a esta barra de sabão
											e que estão a usá-la
											porque é o meio número um
de impedir que a cólera se espalhe.
											Penso que este impulso para o lucro
											é extremamente poderoso,
											por vezes, mais poderoso mesmo
											que a caridade mais empenhada do governo.
									",The simple power of hand-washing,Myriam Sidibe,11:41,"children,global issues,health,public health,sanitation"
"
","
","
","
","
",The simple power of hand-washing,Myriam Sidibe,11:41,"children,global issues,health,public health,sanitation"
