fr,en,es,tr,title,speaker,duration,tags
"
","
","
","
",A temporary tattoo that brings hospital care to the home,Todd Coleman,9:39,"algorithm,communication,data,health care,health,illness,innovation,invention,medical research,medicine,science,TEDMED,technology"
"
											Tandis que l'on façonnait
ce genre de dispositifs,
											nous les avons testés sur nous-mêmes,
dans notre groupe de recherche.
											Mais en plus, nous avons contacté
certains de nos partenaires cliniques
											à San Diego,
											et nous avons effectué des tests
sur différents patients et conditions,
											y compris sur de futures mères
telles que Jane.
									","
											So as we began to build
these types of systems,
											we began to test them on ourselves
in our research group.
											But in addition, we began to reach out
to some of our clinical partners
											in San Diego,
											and test these on different patients
in different clinical conditions,
											including moms-to-be like Jane.
									","
											Al empezar a construir
este tipo de sistemas,
											comenzamos a probarlos en nosotros mismos,
en nuestro grupo de investigación.
											Pero también contactamos
a algunos socios clínicos
											en San Diego,
											y los probamos en diferentes pacientes
con diferentes condiciones clínicas,
											incluyendo futuras madres, como Jane.
									","
											Bu tür sistemleri inşa etmeye başladıkça
											kendi araştırma grubumuz üzerinde
test etmeye başladık.
											Fakat buna ek olarak, 
klinik ortaklarımıza da ulaşmaya başladık.
											San Diego'da,
											ve bunları farklı hastalarda,
farklı klinik ortamlarında test ettik.
											Jane gibi anne adayları da dâhil.
									",A temporary tattoo that brings hospital care to the home,Todd Coleman,9:39,"algorithm,communication,data,health care,health,illness,innovation,invention,medical research,medicine,science,TEDMED,technology"
"
","
","
","
",A temporary tattoo that brings hospital care to the home,Todd Coleman,9:39,"algorithm,communication,data,health care,health,illness,innovation,invention,medical research,medicine,science,TEDMED,technology"
"
											Voici une image d'une femme enceinte
qui accouche à notre hôpital universitaire
											tandis que la ceinture traditionnelle
contrôle ses contractions utérines.
											En outre,
											nos patchs électroniques
sont aussi apposés.
											Cette image montre les formes d'onde
correspondant au rythme cardiaque fœtal,
											avec le rouge qui représente les
données récoltées
											par les ceintures traditionnelles,
											et le bleu qui correspond
à nos estimations
											via nos dispositifs électroniques
et nos algorithmes.
									","
											Here is a picture of a pregnant woman
in labor at our university hospital
											being monitored for her uterine
contractions with the conventional belt.
											In addition,
											our flexible electronic patches are there.
											This picture demonstrates waveforms
pertaining to the fetal heart rate,
											where the red corresponds
to what was acquired
											with the conventional belts,
											and the blue corresponds to our estimates
											using our flexible electronic systems
and our algorithms.
									","
											Esta es una foto de una mujer a punto de
dar a luz en el hospital de la universidad
											con sus contracciones monitorizadas
mediante un cinturón convencional.
											Además,
											nuestros parches electrónicos están ahí.
											Esta foto muestra ondas
pertenecientes al pulso fetal,
											donde las rojas corresponden
											a los cinturones convencionales
											y las azules a nuestras estimaciones
											usando nuestros sistemas electrónicos
flexibles y algoritmos.
									","
											Burada, üniversite hastanemizde doğum 
yapan hamile bir kadının
											geleneksel kemer ile uterus kasılmaları
izlendiğini gösteren bir fotograf var.
											Ek olarak,
											bizim esnek elektronik
yamalarımız da orada.
											Bu resim fetal kalp hızına ait
dalga formları göstemekte,
											kırmızılar, geleneksel kemerlerle
											elde edilen değerleri gösterirken,
											maviler ise esnek elektronik sistem 
ve algoritmamızı kullanarak
											bizim tahminlerimizi göstermekte.
									",A temporary tattoo that brings hospital care to the home,Todd Coleman,9:39,"algorithm,communication,data,health care,health,illness,innovation,invention,medical research,medicine,science,TEDMED,technology"
"
","
","
","
",A temporary tattoo that brings hospital care to the home,Todd Coleman,9:39,"algorithm,communication,data,health care,health,illness,innovation,invention,medical research,medicine,science,TEDMED,technology"
"
											À ce moment-là,
											nous nous sommes mentalement félicités.
											Certaines choses que nous avions imaginées
commençaient à prendre forme,
											et nous en voyions le résultat
dans un contexte clinique.
									","
											At this moment,
											we gave ourselves a big mental high five.
											Some of the things we had imagined
were beginning to come to fruition,
											and we were actually seeing this
in a clinical context.
									","
											En este momento
											nos chocamos los cinco mentalmente.
											Algunas de las cosas que imaginamos
empezaban a hacerse realidad
											y estábamos viéndolo
en un contexto clínico.
									","
											Şu anda,
											büyük bir zihinsel başarı
elde ettiğimizi düşünüyoruz.
											Hayal ettiğimiz bazı şeyler
gerçekleşmeye başlamıştı
											ve biz bunları gerçekten klinik
şartlarda görebiliyorduk.
									",A temporary tattoo that brings hospital care to the home,Todd Coleman,9:39,"algorithm,communication,data,health care,health,illness,innovation,invention,medical research,medicine,science,TEDMED,technology"
"
","
","
","
",A temporary tattoo that brings hospital care to the home,Todd Coleman,9:39,"algorithm,communication,data,health care,health,illness,innovation,invention,medical research,medicine,science,TEDMED,technology"
"
											Mais un problème persistait.
											C'était que la façon dont
nous avions construit ces dispositifs
											était peu efficace,
											à faible rendement
											et sujette à erreurs.
											De plus,
											nous avons parlé avec des infirmières
											qui nous ont poussés à nous assurer
											que nos dispositifs fonctionneraient
avec des adhésifs médicaux
											utilisés à l'hôpital.
											On a alors eu une révélation.
											Plutôt que de les rendre compatibles
avec les adhésifs,
											on va les intégrer aux adhésifs,
											ce qui résoudrait aussi
nos problèmes de fabrication.
									","
											But there was still a problem.
											The problem was, the way
we manufactured these systems
											was very inefficient,
											had low yield
											and was very error-prone.
											In addition,
											as we talked to some
of the nurses in the hospital,
											they encouraged us to make sure
											that our electronics worked
with typical medical adhesives
											that are used in a hospital.
											We had an epiphany and said,
""Wait a minute.
											Rather than just making
them work with adhesives,
											let's integrate them into adhesives,
											and that could solve
our manufacturing problem.""
									","
											Pero aún había un problema.
											El problema era que la manera
de fabricar estos sistemas
											era altamente ineficiente,
											con bajo rendimiento
											y muy proclive a errores.
											Además,
											al hablar con enfermeras del hospital
											nos invitaron a comprobar
											que nuestros dispositivos electrónicos
trabajaban con adhesivos médicos
											usados en los hospitales.
											Tuvimos una revelación y dijimos:
""Un momento.
											Más que hacerlos trabajar con adhesivos
											integrémoslos en adhesivos,
											resolviendo el problema de fabricación"".
									","
											Fakat hâlâ bir problem vardı.
											Bu problem, bu sistemlerin üretim şeklinin
											çok verimsiz oluşuydu,
											düşük randımanlı
											ve yüksek hata eğilimli.
											Ayrıca,
											hastanelerdeki bazı
hemşirelerle konuştuğumuzda,
											kullandığımız elektroniğin
hastanelerde kullanılan
											tipik medikal yapıştırıcılarla
uyum içinde çalışmasından
											emin olmamız için bizi uyardılar.
											Bir aydınlanma geldi ve 
""Bir dakika.
											Yapıştırıcılarla çalışmalarını
sağlamak yerine
											onları yapıştırıcılara entegre edelim,
											böylece üretim problemini çözeriz.""
									",A temporary tattoo that brings hospital care to the home,Todd Coleman,9:39,"algorithm,communication,data,health care,health,illness,innovation,invention,medical research,medicine,science,TEDMED,technology"
"
","
","
","
",A temporary tattoo that brings hospital care to the home,Todd Coleman,9:39,"algorithm,communication,data,health care,health,illness,innovation,invention,medical research,medicine,science,TEDMED,technology"
"
											Cette image que vous voyez ici
											est notre manière d'intégrer ces capteurs
dans un bout de scotch
											en le décollant simplement d'un wafer.
											Un travail en cours dans notre groupe
de recherche nous permet aussi
											d'intégrer les circuits dans les adhésifs
											pour, par exemple,
amplifier les signaux, les numériser,
											les traiter
											et coder pour la transmission sans fil.
											Ceci tout en étant intégré
aux mêmes adhésifs médicaux
											utilisés à l'hôpital.
									","
											This picture that you see here
											is our ability to embed these censors
inside of a piece of Scotch tape
											by simply peeling it off of a wafer.
											Ongoing work in our research group
allows us to, in addition,
											embed integrated circuits
into the flexible adhesives
											to do things like amplifying signals
and digitizing them,
											processing them
											and encoding for wireless transmission.
											All of this integrated
into the same medical adhesives
											that are used in the hospital.
									","
											Esta foto que ven
											es nuestra habilidad para integrar
estos monitores en cinta adhesiva
											simplemente despegándolos de una oblea.
											Más trabajo de investigación
nos permite, además,
											integrar circuitos en adhesivos flexibles
											para amplificar señales y digitalizarlas,
											procesándolas
											y codificándolas para
transmisión inalámbrica.
											Todo ello integrado en
los mismos adhesivos médicos
											que se usan en el hospital.
									","
											Burada resmini gördüğünüz
											bir parça bandın içine bu sensörleri
gömebilme yeteneğimizdir,
											basitçe etiketten çıkararak.
											Ayrıca, araştırma grubunda
devam eden işler bize
											entegre devrelerin esnek yapıştırıcılara
gömülmesine izin vermekte,
											böylece sinyalleri yükselterek ve 
onları sayısallaştırarak,
											işlemek ve
											kablosuz iletim için kodlamak
gibi şeyler yapılmaktadır.
											Tüm bunlar, hastanelerde
kullanılan medikal yapıştırıcılara
											entegre edilmiştir.
									",A temporary tattoo that brings hospital care to the home,Todd Coleman,9:39,"algorithm,communication,data,health care,health,illness,innovation,invention,medical research,medicine,science,TEDMED,technology"
"
","
","
","
",A temporary tattoo that brings hospital care to the home,Todd Coleman,9:39,"algorithm,communication,data,health care,health,illness,innovation,invention,medical research,medicine,science,TEDMED,technology"
"
											Quand on en est arrivés là,
											nous avons dû faire face à d'autres défis,
											d'un point de vue d'ingénierie
comme d'un point de vue pratique,
											pour s'assurer que notre travail
pourrait être utilisé.
									","
											So when we reached this point,
											we had some other challenges,
											from both an engineering
as well as a usability perspective,
											to make sure that we could
make it used practically.
									","
											Al llegar a este punto
											se presentaban otros retos,
											tanto desde el punto de vista de 
la ingeniería como de la usabilidad
											para estar seguros de que
sean prácticos de usar.
									","
											Bu noktaya ulaştığımızda
											başka zorluklarla karşılaştık,
											hem mühendislik
hem de kullanılabilirlik açısından,
											çünkü pratikte kullanılabilirliğinden
emin olmalıydık.
									",A temporary tattoo that brings hospital care to the home,Todd Coleman,9:39,"algorithm,communication,data,health care,health,illness,innovation,invention,medical research,medicine,science,TEDMED,technology"
"
","
","
","
",A temporary tattoo that brings hospital care to the home,Todd Coleman,9:39,"algorithm,communication,data,health care,health,illness,innovation,invention,medical research,medicine,science,TEDMED,technology"
"
											Dans de nombreux débats
sur la santé digitale,
											les gens croient et acceptent l'idée
que nous pouvons numériser les données,
											les transmettre sans fil,
											les envoyer dans le cloud,
											puis qu'une fois là-bas,
											nous pouvons en extraire
de précieuses informations.
											Et en effet, on peut faire tout cela,
											si vous n'avez pas peur
de certains défis liés à l'énergie.
											Pensez à Jane pendant un moment.
											Elle ne vit pas à Palo Alto,
											ou bien même à Beverly Hills.
											Cela signifie
											qu'il faut avoir conscience des données
et combien cela lui coûterait
											d'envoyer un flux continu de ces données.
									","
											In many digital health discussions,
											people believe in and embrace the idea
that we can simply digitize the data,
											wirelessly transmit it,
											send it to the cloud,
											and in the cloud,
											we can extract meaningful
information for interpretation.
											And indeed, you can do all of that,
											if you're not worried
about some of the energy challenges.
											Think about Jane for a moment.
											She doesn't live in Palo Alto,
											nor does she live in Beverly Hills.
											What that means is,
											we have to be mindful about her data plan
and how much it would cost
											for her to be sending out
a continuous stream of data.
									","
											En muchas discusiones sobre salud digital
											la gente cree, y acepta la idea,
de que podemos digitalizar los datos,
											transmitirlos de modo inalámbrico,
											enviarlos a la nube
											y, en la nube,
											extraer información valiosa
para su interpretación.
											Y, de hecho, todo eso es posible
											si nos olvidamos de los retos energéticos.
											Pensemos en Jane, por un momento.
											No vive en Palo Alto,
											ni en Beverly Hills.
											Eso significa
											que tenemos que considerar
qué tarifa de datos tiene y el coste
											que supone para ella
enviar datos continuamente.
									","
											Birçok dijital sağlık tartışmalarında,
											insanlar, bizim verileri
kolayca sayısallaştıracağımıza inanırlar,
											kablosuz iletimini,
											buluta gönderimini
											ve bulutta
											yorumlanması için anlamlı
bilgi çıkarımı yapacağımızı.
											Tabii ki tüm bunları yapabilirsiniz,
											eğer enerji zorlukları ile
ilgili bir endişeniz yoksa.
											Bir anlığına Jane'i düşünün.
											Palo Alto'da yaşamıyor
											ya da Beverly Hills'te.
											Bunun anlamı şu;
											onun veri planı ile verilerin sürekli
akış ile gönderiminin
											ona ne kadar maliyet yaratacağı
hakkında dikkatli olmalıyız.
									",A temporary tattoo that brings hospital care to the home,Todd Coleman,9:39,"algorithm,communication,data,health care,health,illness,innovation,invention,medical research,medicine,science,TEDMED,technology"
"
","
","
","
",A temporary tattoo that brings hospital care to the home,Todd Coleman,9:39,"algorithm,communication,data,health care,health,illness,innovation,invention,medical research,medicine,science,TEDMED,technology"
"
											Il y a un autre défi
											dont certaines personnes
du monde médical ont du mal à parler.
											Ce sujet tabou est que Jane
ne fait pas vraiment confiance
											au milieu médical.
											Elle, comme beaucoup, dont ses ancêtres,
n'ont pas eu la meilleure expérience
											avec les médecins, l'hôpital
											ou les mutuelles.
											Cela signifie que l'on doit être
délicats avec la vie privée.
											Jane pourrait ne pas apprécier
											que toutes ses données
soient stockées dans le cloud.
											Et Jane n'est pas dupe,
											elle lit les actualités.
											Elle sait bien que si
le gouvernement fédéral peut être piraté,
											si les grosses entreprises
peuvent être piratées,
											son médecin peut l'être aussi.
									","
											There's another challenge
											that not everyone in the medical
profession is comfortable talking about.
											And that is, that Jane
does not have the most trust
											in the medical establishment.
											She, people like her, her ancestors,
have not had the best experiences
											at the hands of doctors and the hospital
											or insurance companies.
											That means that we have to be mindful
of questions of privacy.
											Jane might not feel that happy
											about all that data
being processed into the cloud.
											And Jane cannot be fooled;
											she reads the news.
											She knows that if the federal
government can be hacked,
											if the Fortune 500 can be hacked,
											so can her doctor.
									","
											Hay otro reto más
											que no es algo cómodo de abordar 
dentro de la profesión médica.
											Y es que Jane no confía plenamente
											en la profesión médica.
											Ella, gente como ella, sus antepasados,
no han tenido las mejor experiencias
											en las manos de doctores y hospitales
											o compañías de seguros.
											Eso significa que tenemos 
que pensar en la privacidad.
											Jane puede que no se sienta cómoda
											con todos sus datos procesados en la nube.
											Y Jane no es tonta,
											lee las noticias.
											Sabe que si el gobierno federal
puede ser hackeado,
											o compañías del Fortune 500,
											también su médico.
									","
											Başka bir zorluk daha var
											ve sağlık sektöründeki herkesin
konuşmakta rahat etmediği bir konu.
											Bu da Jane'in sağlık kurumuna
											çok güven duymadığıdır.
											O ve onun gibi insanlar, onun ataları
doktorların ellerinde
											ve hastanelerde iyi deneyimler yaşamadılar
											ya da sigorta şirketleriyle.
											Gizlilik sorularında dikkatli olmak
zorunda olduğumuz anlamına gelir.
											Jane, tüm bu verilerin
											bulutta işlenmesinden memnun olmayabilir.
											Jane kandırılamaz,
											çünkü haberleri okuyordur.
											Biliyor ki eğer federal yönetim
internette ele geçirilebiliyorsa,
											eğer Fortune 500 ele geçirilebiliyorsa,
											doktoru da ele geçirilebilir.
									",A temporary tattoo that brings hospital care to the home,Todd Coleman,9:39,"algorithm,communication,data,health care,health,illness,innovation,invention,medical research,medicine,science,TEDMED,technology"
"
","
","
","
",A temporary tattoo that brings hospital care to the home,Todd Coleman,9:39,"algorithm,communication,data,health care,health,illness,innovation,invention,medical research,medicine,science,TEDMED,technology"
"
											Avec cela en tête,
											on a eu une révélation.
											On ne peut pas être plus malins
que les pirates,
											mais peut-être peut-on
leur présenter une cible plus petite.
											Imaginez qu'il soit possible,
											plutôt que d'avoir ces algorithmes
qui traitent les données
											à fonctionner dans le cloud,
											d'avoir tous ces algorithmes
directement sur ces petits circuits
											intégrés dans les adhésifs ?
									","
											And so with that in mind,
											we had an epiphany.
											We cannot outsmart
all the hackers in the world,
											but perhaps we can present
them a smaller target.
											What if we could actually,
											rather than have those algorithms
that do data interpretation
											run in the cloud,
											what if we have those algorithms run
on those small integrated circuits
											embedded into those adhesives?
									","
											Y con eso en mente
											tuvimos una revelación.
											No podemos ser más listos
que todos los hackers del mundo,
											pero quizás podemos presentarles
un objetivo más pequeño.
											¿Qué pasa si
											en vez de correr esos algoritmos
de interpretación de datos en la nube,
											lo hiciéramos en esos
pequeños circuitos integrados
											ubicados en los adhesivos?
									","
											Bu fikirler ışığında,
											bir aydınlanma yaşadık.
											Dünyadaki hacker'ları
zekâmızla alt edemeyiz
											fakat onlara küçük bir hedef sunabiliriz.
											Tüm algoritmalar,

											bulut içerisinde veri
yorumlaması yapacağına,
											tüm bu algoritmalar
											yapıştırıcılara gömdüğümüz
küçük entegre edilmiş
											devrelerde çalışırsa ne olur?
									",A temporary tattoo that brings hospital care to the home,Todd Coleman,9:39,"algorithm,communication,data,health care,health,illness,innovation,invention,medical research,medicine,science,TEDMED,technology"
"
","
","
","
",A temporary tattoo that brings hospital care to the home,Todd Coleman,9:39,"algorithm,communication,data,health care,health,illness,innovation,invention,medical research,medicine,science,TEDMED,technology"
"
											Et donc, lorsque l'on met
tout cela en place,
											cela signifie que nous pouvons
penser à l'avenir
											où quelqu'un comme Jane peut
continuer à vivre sa routine,
											tout en étant suivie,
											cela peut être fait afin qu'elle n'ait pas
à trouver un autre emploi
											pour payer internet
											et nous pouvons en même temps
la rassurer vis-à-vis de sa vie privée.
									","
											And so when we integrate
these things together,
											what this means is that now
we can think about the future
											where someone like Jane can still
go about living her normal daily life,
											she can be monitored,
											it can be done in a way where
she doesn't have to get another job
											to pay her data plan,
											and we can also address
some of her concerns about privacy.
									","
											Así, al integrar todas estas cosas juntas,
											podemos pensar en un futuro
											donde alguien como Jane
puede vivir una vida normal,
											ser monitorizada
											de manera que no necesite
conseguir otro trabajo
											para pagar su plan de datos,
											y también podemos atajar algunas de 
sus preocupaciones sobre privacidad.
									","
											Böylece biz bunları
birlikte entegre ettiğimizde,
											artık gelecek hakkında
düşünebiliriz demek.
											Jane gibi birinin normal günlük
yaşantısına devam edebildiği,
											izlenebildiği,
											veri planının masraflarını
ödemek için ikinci bir işte çalışmak
											zorunda olmadığı bir yolla yapılabilir
											ve gizlilik konusundaki endişelerinin
bazılarını ele alabiliyoruz.
									",A temporary tattoo that brings hospital care to the home,Todd Coleman,9:39,"algorithm,communication,data,health care,health,illness,innovation,invention,medical research,medicine,science,TEDMED,technology"
"
","
","
","
",A temporary tattoo that brings hospital care to the home,Todd Coleman,9:39,"algorithm,communication,data,health care,health,illness,innovation,invention,medical research,medicine,science,TEDMED,technology"
