es,pt,en,fr,title,speaker,duration,tags
"
","
","
","
",A Saudi woman who dared to drive,Manal al-Sharif,14:16,"Islam,Middle East,cars,culture,feminism,global issues,women"
"
											Nunca he tenido miedo de 
contarle algo a Aboody.
											Siempre me he sentido 
muy orgullosa de mis logros.
											Pero esos ojos inquisitivos de mi hijo
											fueron mi momento de verdad,
											cuando todo se juntó.
											Verán, soy una mujer saudí 
a la que han metido en la cárcel
											por conducir un 
coche en un país
											en el que se supone que 
las mujeres no conducen.
											Solo por darme 
las llaves de su coche,
											detuvieron a 
mi hermano dos veces,
											y le acusaron tanto 
hasta el punto en que
											tuvo que renunciar a 
su trabajo de geólogo,
											y abandonar el país con 
su mujer y su hijo de 2 años.
											Mi padre tuvo que asistir 
a un sermón del viernes
											para escuchar al imán condenar 
a las mujeres que conducen
											y llamarlas prostitutas
											entre otros muchos fieles,
											algunos de ellos eran nuestros 
amigos y familia de mi padre.
											Afronté una campaña 
organizada de difamaciones
											en los medios de comunicación locales
combinado con falsos rumores
											que se extendían entre 
mi familia, las calles
											y en las escuelas.
											Entonces lo entendí todo.
											Comprendí que esos niños
											no pretendían ser 
maleducados con mi hijo.
											Simplemente estaban influenciados
por los adultos de su alrededor.
											Y no era sobre mí, 
ni un castigo
											por tomar el volante y 
conducir algunos kilómetros.
											Era un castigo por 
atreverme a desafiar
											las normas de la sociedad.
									","
											Eu nunca tive medo de dizer ao Aboody 
o que quer que fosse.
											Fui sempre uma mulher orgulhosa 
das minhas realizações.
											Mas aqueles olhos interrogadores do meu filho
											foram o meu momento de verdade,
											quando tudo fez sentido.
											Sabem, eu sou uma mulher saudita que 
tinha sido colocada na cadeia
											por conduzir um carro num país
											onde não é suposto que as mulheres 
conduzam carros.
											Apenas por me dar as chaves do seu carro
											o meu irmão foi detido duas vezes
											e ele foi assediado a tal ponto que teve
											de desistir do seu trabalho como geólogo
											deixar o país com a sua esposa e 
o filho de dois anos.
											O meu pai teve de se sentar num 
sermão de sexta-feira
											a ouvir o imã a condenar mulheres condutoras
											e a chamá-las de prostitutas
											entre toneladas de fiéis
											alguns deles nossos amigos e família 
do meu próprio pai.
											Fui confrontada com uma campanha 
de difamação organizada
											nos <i>media</i> locais, combinada 
com falsos rumores
											partilhados em reuniões de família, 
nas ruas
											e nas escolas.
											Tudo isso me feriu.
											Compreendi que aqueles miúdos
											não queriam ser rudes com o meu filho.
											Eles apenas foram influenciados 
pelos adultos à sua volta.
											E não era sobre mim, e não era um castigo
											por pegar no volante e conduzir durante 
alguns quilómetros.
											Foi uma punição por me atrever a desafiar
											as regras da sociedade.
									","
											I've never been afraid to tell Aboody anything.
											I've been always a proud woman of my achievements.
											But those questioning eyes of my son
											were my moment of truth,
											when it all came together.
											You see, I'm a Saudi woman who had been put in jail
											for driving a car in a country
											where women are not supposed to drive cars.
											Just for giving me his car keys,
											my own brother was detained twice,
											and he was harassed to the point he had
											to quit his job as a geologist,
											leave the country with his wife and two-year-old son.
											My father had to sit in a Friday sermon
											listening to the imam condemning women drivers
											and calling them prostitutes
											amongst tons of worshippers,
											some of them our friends and family of my own father.
											I was faced with an organized defamation campaign
											in the local media combined with false rumors
											shared in family gatherings, in the streets
											and in schools.
											It all hit me.
											It came into focus that those kids
											did not mean to be rude to my son.
											They were just influenced by the adults around them.
											And it wasn't about me, and it wasn't a punishment
											for taking the wheel and driving a few miles.
											It was a punishment for daring to challenge
											the society's rules.
									","
											Je n'ai jamais eu peur de dire 
quoi que ce soit à Aboody.
											J'ai toujours été une femme fière de mes actions.
											Mais les yeux remplis de questions de mon fils
											ont été mon moment de vérité,
											quand toutes les pièces du puzzle 
se sont assemblées.
											Voyez-vous, je suis une femme saoudienne 
qui a été mise en prison
											pour avoir conduit une voiture 
dans un pays
											où les femmes ne sont pas censées 
conduire des voitures.
											Juste pour m'avoir donné les clefs de sa voiture,
											mon propre frère a été détenu deux fois,
											et harcelé au point qu'il a dû
											quitter son poste de géologue,
											quitter le pays avec sa femme 
et leur fils de deux ans.
											Mon père a dû assister à un sermon du vendredi
											et écouter l'imam condamner 
les femmes qui conduisent
											et les appeler des prostituées
											parmi des tas de fidèles,
											dont des amis à nous et des membres de la famille 
de mon propre père.
											J'ai dû faire face à une campagne 
de diffamation organisée
											dans les médias locaux, 
combinée à de fausses rumeurs
											qui circulaient pendant les réunions de famille, 
dans la rue
											et dans les écoles.
											J'ai compris.
											J'ai compris que ces enfants
											n'avaient pas eu l'intention d'être méchants avec mon fils.
											Ils étaient seulement influencés 
par les adultes autour d'eux.
											Et il ne s'agissait pas de moi, 
ce n'était pas une punition
											pour avoir pris le volant 
et conduit quelques kilomètres.
											C'était une punition pour avoir osé m'opposer
											aux règles de la société.
									",A Saudi woman who dared to drive,Manal al-Sharif,14:16,"Islam,Middle East,cars,culture,feminism,global issues,women"
"
","
","
","
",A Saudi woman who dared to drive,Manal al-Sharif,14:16,"Islam,Middle East,cars,culture,feminism,global issues,women"
"
											Pero mi historia va más allá 
de este momento de verdad.
											Permítanme que les cuente un poco
											mi historia.
											Era mayo de 2011
											y me estaba quejando a 
un colega del trabajo
											sobre los acosos 
que tenía que afrontar
											al intentar encontrar a alguien 
que me llevara a casa
											aunque tengo coche y carné 
de conducir internacional.
											Por lo que tengo entendido, 
las mujeres en Arabia Saudí
											siempre se han quejado 
de la prohibición,
											pero han pasado 20 años 
desde que alguien
											intentó hacer algo al respecto,
											hace una generación.
									","
											Mas a minha história ultrapassa este 
meu momento de verdade.
											Permitam-me dar-vos um <i>briefing</i>
											sobre a minha história.
											Era maio de 2011
											e eu estava queixar-me a um colega de trabalho
											sobre as perseguições que eu tinha de enfrentar
											ao tentar encontrar uma boleia de regresso a casa
											apesar de eu ter um carro e uma carta 
de condução internacional.
											Desde que me lembro, as mulheres 
na Arábia Saudita
											têm-se estado sempre a queixar da proibição
											mas passaram-se 20 anos desde que alguém
											tentou fazer algo acerca isso
											toda uma geração atrás.
									","
											But my story goes beyond this moment of truth of mine.
											Allow me to give you a briefing
											about my story.
											It was May, 2011,
											and I was complaining to a work colleague
											about the harassments I had to face
											trying to find a ride back home,
											although I have a car and an international driver's license.
											As long as I've known, women in Saudi Arabia
											have been always complaining about the ban,
											but it's been 20 years since anyone
											tried to do anything about it,
											a whole generation ago.
									","
											Mais mon histoire va au-delà 
de mon moment de vérité.
											Permettez-moi de vous donner un bref résumé
											de mon histoire.
											C'était en mai 2011,
											et je me plaignais à un collègue de travail
											des harcèlements que je subissais
											en essayant de trouver quelqu'un 
pour me conduire à la maison,
											alors que j'ai une voiture et 
un permis de conduire international.
											Pour autant que je sache, 
les femmes en Arabie saoudite
											se sont toujours plaintes de cette interdiction,
											mais cela fait 20 ans que personne
											n'a essayé de changer les choses,
											cela fait une génération.
									",A Saudi woman who dared to drive,Manal al-Sharif,14:16,"Islam,Middle East,cars,culture,feminism,global issues,women"
"
","
","
","
",A Saudi woman who dared to drive,Manal al-Sharif,14:16,"Islam,Middle East,cars,culture,feminism,global issues,women"
"
											Hizo que me diera cuenta 
de una buena/mala noticia.
											""Pero no hay ninguna ley 
que te prohíba conducir"".
									","
											Ele revelou-me a boa/má notícia, de chofre:
											""Mas não há nenhuma lei a proibi-la de conduzir"".
									","
											He broke the good/bad news in my face.
											""But there is no law banning you from driving.""
									","
											Il m'a révélé la bonne/mauvaise nouvelle.
											« Mais il n'y a aucune loi 
qui vous interdit de conduire. »
									",A Saudi woman who dared to drive,Manal al-Sharif,14:16,"Islam,Middle East,cars,culture,feminism,global issues,women"
"
","
","
","
",A Saudi woman who dared to drive,Manal al-Sharif,14:16,"Islam,Middle East,cars,culture,feminism,global issues,women"
"
											Lo busqué, y tenía razón.
											En realidad no había ninguna ley 
al respecto en Arabia Saudí.
											Solo era una costumbre y tradición
											que se ha consagrado 
en la estricta fetua religiosa
											y que se ha impuesto 
a las mujeres.
											Al darme cuenta de eso, 
se me ocurrió el 17 de junio
											animar a las mujeres 
a tomar el volante
											y conducir.
											Unas semanas después, 
empezamos a recibir cosas como
											""Los hombre lobo 
te violará si conduces"".
											Najla Hariri, una saudí valiente
											de la ciudad de Jeddah,
											anunció que condujo un coche
											pero no lo grabó en vídeo.
											Necesitábamos una prueba.
									","
											Eu reflecti, e ele estava certo.
											Não havia uma verdadeira lei na Arábia Saudita.
											Era apenas um costume e tradições
											que estão consagrados em <i>fatwas</i> 
religiosos rígidos
											impostos às mulheres.
											Aquela percepção impulsionou a ideia 
do 17 de junho,
											pela qual incentivámos as mulheres 
a pegar no volante
											e a conduzir.
											Algumas semanas depois, começámos 
a receber todos estes:
											""Lobisomens violar-te-ão se conduzires.""
											Uma mulher corajosa, o nome dela é Najla Hariri,
											ela é uma mulher saudita na cidade de Jeddah,
											ela conduzia um carro e anunciou-o
											mas não gravou um vídeo.
											Precisávamos de provas.
									","
											I looked it up, and he was right.
											There wasn't an actual law in Saudi Arabia.
											It was just a custom and traditions
											that are enshrined in rigid religious fatwas
											and imposed on women.
											That realization ignited the idea of June 17,
											where we encouraged women to take the wheel
											and go drive.
											It was a few weeks later, we started receiving all these
											""Man wolves will rape you if you go and drive.""
											A courageous woman, her name is Najla Hariri,
											she's a Saudi woman in the city of Jeddah,
											she drove a car and she announced
											but she didn't record a video.
											We needed proof.
									","
											J'ai vérifié, et il avait raison.
											Il n'y avait aucune loi de ce genre en Arabie saoudite.
											C'était juste une coutume, des traditions
											qui sont entérinées par 
des fatwas religieuses rigides
											et imposées aux femmes.
											Cette découverte a donné naissance à l'idée du 17 juin,
											où nous avons encouragé les femmes 
à prendre le volant
											et à conduire.
											Quelques semaines plus tard, 
Nous avons commencé à recevoir 
ces messages qui disaient :
											« Les hommes-loups vont vous violer 
si vous partez conduire. »
											Une femme courageuse, 
son nom est Najla Hariri,
											c'est une femme saoudienne de la ville de Jeddah,
											elle a conduit une voiture 
et elle l'a annoncé
											mais elle n'a pas enregistré de vidéo.
											Nous avions besoin d'une preuve.
									",A Saudi woman who dared to drive,Manal al-Sharif,14:16,"Islam,Middle East,cars,culture,feminism,global issues,women"
"
","
","
","
",A Saudi woman who dared to drive,Manal al-Sharif,14:16,"Islam,Middle East,cars,culture,feminism,global issues,women"
"
											Así que yo conduje y 
lo colgué en YouTube.
											Para mi sorpresa,
											tuvo cientos de miles de 
reproducciones el primer día.
											Pero claro, ¿qué pasó luego?
											Empecé a recibir amenazas
											de asesinato, violaciones, 
solo para que parara esta campaña.
									","
											Então eu conduzi. 
Eu coloquei um vídeo no YouTube.
											E, para minha surpresa,
											ele teve centenas de milhares de visualizações 
no primeiro dia.
											O que aconteceu depois, claro?
											Comecei a receber ameaças
											de morte e de violação, apenas para parar 
esta campanha.
									","
											So I drove. I posted a video on YouTube.
											And to my surprise,
											it got hundreds of thousands of views the first day.
											What happened next, of course?
											I started receiving threats
											to be killed, raped, just to stop this campaign.
									","
											Donc j'ai conduit. 
J'ai posté une vidéo sur YouTube.
											Et à ma grande surprise,
											elle a été vue des centaines de milliers de fois 
le premier jour.
											Qu'est-ce qui s'est passé ensuite, bien sûr ?
											J'ai commencé à recevoir des menaces
											de mort, de viol, juste pour que j'arrête cette campagne.
									",A Saudi woman who dared to drive,Manal al-Sharif,14:16,"Islam,Middle East,cars,culture,feminism,global issues,women"
"
","
","
","
",A Saudi woman who dared to drive,Manal al-Sharif,14:16,"Islam,Middle East,cars,culture,feminism,global issues,women"
"
											Las autoridades sauditas 
no hicieron nada.
											Eso nos asustó bastante.
											En la campaña estaba 
con otras mujeres sauditas
											e incluso hombres activistas.
											Queríamos saber 
cómo responderían
											las autoridades en 
ese día, 17 de junio,
											cuando las mujeres 
salieran a conducir.
											Esa vez le pedí 
a mi hermano
											que viniera conmigo y fuéramos 
al lado de un coche de policía.
											Fue rápido. Nos arrestaron,
											firmé conforme que no volvería 
a conducir y nos soltaron.
											De nuevo arrestados, a él 
lo arrestaron por un día,
											a mí me mandaron a la cárcel.
											No estaba segura del 
porqué me mandaron allí,
											porque no me acusaron de 
nada en el interrogatorio.
											Pero estaba segura 
de mi inocencia.
											No había quebrantado ninguna ley
y tenía el abaya puesto
											—una especie de capa negra que las mujeres 
en Arabia Saudí deben llevar al salir de casa—
											y mis compañeras de prisión me pedían 
constantemente que me lo quitara.
											Estaba tan segura de mi inocencia 
que no paraba de decir
											""No, me iré hoy"".
											Fuera de la cárcel, el país 
entero estaba en frenesí,
											algunos me criticaban,
											otros me apoyaban e 
incluso recogían firmas
											en una petición para enviarla 
al rey y me liberara.
											Me soltaron a los 9 días.
									","
											As autoridades sauditas permaneceram 
muito tranquilas.
											Aquilo realmente assustou-nos imenso.
											Eu estava em campanha com outras 
mulheres sauditas
											e também homens activistas.
											Queríamos saber como as autoridades
											responderiam, no próprio dia, 17 de junho,
											quando as mulheres saíssem e conduzissem.
											Então, desta vez, eu pedi ao meu irmão
											para vir comigo e passar por um carro da polícia.
											Tudo aconteceu rápido. 
Nós fomos presos,
											assinámos uma promessa de eu não voltar 
a conduzir, e fomos libertados.
											Presos novamente, ele foi detido durante um dia
											e eu fui enviada para a prisão.
											Eu não tinha certeza do motivo porque 
fui enviada para lá
											porque eu não enfrentei quaisquer acusações 
no interrogatório.
											Mas do que eu tinha certeza era da minha inocência.
											Eu não infringi a lei, e eu mantive a minha <i>abaya</i>
											— é um manto negro que vestimos na Arábia Saudita, 
antes de sairmos de casa —
											e as minhas companheiras de prisão pediram-me 
várias vezes para a tirar,
											mas eu estava tão certa da minha inocência 
que eu dizia:
											""Não, eu vou-me embora hoje.""
											Fora da prisão, o país inteiro entrou num frenesi,
											alguns atacaram-me duramente,
											e outros apoiaram-me e até recolheram assinaturas
											numa petição para ser enviada ao rei para me libertar.
											Eu fui libertada após nove dias.
									","
											The Saudi authorities remained very quiet.
											That really creeped us out.
											I was in the campaign with other Saudi women
											and even men activists.
											We wanted to know how the authorities
											would respond on the actual day, June 17,
											when women go out and drive.
											So this time I asked my brother
											to come with me and drive by a police car.
											It went fast. We were arrested,
											signed a pledge not to drive again, released.
											Arrested again, he was sent to detention for one day,
											and I was sent to jail.
											I wasn't sure why I was sent there,
											because I didn't face any charges in the interrogation.
											But what I was sure of was my innocence.
											I didn't break a law, and I kept my abaya
											— it's a black cloak we wear in Saudi Arabia before we leave the house —
											and my fellow prisoners kept asking me to take it off,
											but I was so sure of my innocence, I kept saying,
											""No, I'm leaving today.""
											Outside the jail, the whole country went into a frenzy,
											some attacking me badly,
											and others supportive and even collecting signatures
											in a petition to be sent to the king to release me.
											I was released after nine days.
									","
											Les autorités saoudiennes sont restées silencieuses.
											Ça nous a vraiment fichu la trouille.
											Je faisais partie de la campagne 
avec d'autres Saoudiennes
											et même des hommes activistes.
											Nous voulions savoir comment les autorités
											réagiraient le jour J, le 17 juin,
											quand des femmes sortiraient et conduiraient.
											Cette fois, j'ai donc demandé à mon frère
											de venir avec moi conduire 
près d'une voiture de police.
											C'est allé vite. 
Nous avons été arrêtés,
											nous avons signé un papier nous engageant 
à ne pas conduire à nouveau, nous avons été relâchés.
											Arrêtés à nouveau, il a été envoyé 
en détention pour une journée
											et j'ai été envoyée en prison.
											Je n'étais pas sûre de la raison 
pour laquelle j'avais été envoyée là,
											parce qu'aucune charge n'avait été retenue 
contre moi pendant l'interrogatoire.
											Mais ce dont j'étais sûre, c'était de mon innocence.
											Je n'ai transgressé aucune loi, j'ai gardé mon abaya
											— c'est une cape noire que nous mettons 
en Arabie saoudite avant de quitter notre maison —
											et mes compagnes de cellule n'arrêtaient pas 
de me demander de l'enlever,
											mais j'étais tellement sûre de mon innocence 
que je n'arrêtais pas de dire :
											« Non, je vais sortir aujourd'hui. »
											Hors de la prison, le pays tout entier s'est déchaîné,
											certains m'attaquaient durement,
											d'autres me soutenaient, 
et collectaient même des signatures
											dans une pétition pour l'envoyer au roi 
et lui demander de me libérer.
											J'ai été libérée au bout de 9 jours.
									",A Saudi woman who dared to drive,Manal al-Sharif,14:16,"Islam,Middle East,cars,culture,feminism,global issues,women"
"
","
","
","
",A Saudi woman who dared to drive,Manal al-Sharif,14:16,"Islam,Middle East,cars,culture,feminism,global issues,women"
"
											Se acercaba el 17 de junio.
											Las calles estaban repletas 
de coches de la policía
											y coches de la policía religiosa,
											pero unas cien valientes 
mujeres sauditas
											se saltaron ese día 
la prohibición de conducir.
											Ninguna fue arrestada. 
Habíamos roto el tabú.
									","
											O dia 17 de junho chegou.
											As ruas estavam apinhadas de carros da polícia
											e carros da polícia religiosa,
											mas algumas centenas de corajosas 
mulheres sauditas
											quebraram a proibição e conduziram naquele dia.
											Nenhuma foi presa. 
Nós quebrámos o tabu.
									","
											June 17 comes.
											The streets were packed with police cars
											and religious police cars,
											but some hundred brave Saudi women
											broke the ban and drove that day.
											None were arrested. We broke the taboo.
									","
											Arrive le 17 juin.
											Les rues étaient remplies de voitures de police
											et de voitures de la police religieuse,
											mais une centaine de Saoudiennes courageuses
											ont bravé l'interdiction et ont conduit ce jour-là.
											Aucune n'a été arrêtée. 
Nous avons brisé un tabou.
									",A Saudi woman who dared to drive,Manal al-Sharif,14:16,"Islam,Middle East,cars,culture,feminism,global issues,women"
"
","
","
","
",A Saudi woman who dared to drive,Manal al-Sharif,14:16,"Islam,Middle East,cars,culture,feminism,global issues,women"
"
											(Aplausos)
									","
											(Aplausos)
									","
											(Applause)
									","
											(Applaudissements)
									",A Saudi woman who dared to drive,Manal al-Sharif,14:16,"Islam,Middle East,cars,culture,feminism,global issues,women"
"
","
","
","
",A Saudi woman who dared to drive,Manal al-Sharif,14:16,"Islam,Middle East,cars,culture,feminism,global issues,women"
"
											Creo que ahora todos sabrán 
que no podemos conducir,
											o no se les permite a las mujeres conducir, 
en Arabia Saudita.
											Pero quizá muy pocos 
saben el porqué.
											Déjenme que les ayude 
a responder esta duda.
									","
											Então eu acho que por agora, todos sabem que 
nós não podemos conduzir,
											ou que as mulheres não estão autorizadas 
a conduzir na Arábia Saudita,
											mas talvez poucos saibam porquê.
											Permitam-me ajudá-vos a responder a esta questão.
									","
											So I think by now, everyone knows that we can't drive,
											or women are not allowed to drive, in Saudi Arabia,
											but maybe few know why.
											Allow me to help you answer this question.
									","
											Donc je crois que maintenant, tout le monde sait 
que nous ne pouvons pas conduire,
											ou que les femmes n'ont pas le droit de conduire 
en Arabie saoudite,
											mais peut-être que peu de personnes savent pourquoi.
											Permettez-moi de vous aider à répondre à cette question.
									",A Saudi woman who dared to drive,Manal al-Sharif,14:16,"Islam,Middle East,cars,culture,feminism,global issues,women"
"
","
","
","
",A Saudi woman who dared to drive,Manal al-Sharif,14:16,"Islam,Middle East,cars,culture,feminism,global issues,women"
"
											Hay un estudio oficial
											presentado por el Consejo Shura,
											que es el consejo consultivo elegido
											por el rey en Arabia Saudí,
											y que lo realizó un profesor local,
											un profesor universitario.
											Él afirma que está basado en 
un estudio de la UNESCO.
											Según el estudio,
											el porcentaje de violación, adulterio,
											hijos ilegítimos, abuso de drogas,
											y prostitución en países en los 
que las mujeres conducen
											es mayor que en los países en 
los que las mujeres no conducen.
									","
											Houve um estudo oficial
											que foi apresentado ao Conselho <i>Shura</i> —
											é o conselho consultivo designado
											pelo rei da Arábia Saudita —
											feito por um professor local
											um Professor universitário.
											Ele alega que é feito com base 
num estudo da UNESCO.
											E o estudo afirma que,
											a percentagem de violações, adultério,
											filhos ilegítimos, até o abuso de drogas,
											a prostituição em países onde 
as mulheres conduzem
											é maior do que nos países onde 
as mulheres não conduzem.
									","
											There was this official study
											that was presented to the Shura Council —
											it's the consultative council appointed
											by the king in Saudi Arabia —
											and it was done by a local professor,
											a university professor.
											He claims it's done based on a UNESCO study.
											And the study states,
											the percentage of rape, adultery,
											illegitimate children, even drug abuse,
											prostitution in countries where women drive
											is higher than countries where women don't drive.
									","
											Il y a eu cette étude officielle
											qui a été présentée au Conseil de Choura —
											c'est le conseil consultatif nommé
											par le roi en Arabie saoudite —
											et elle avait été menée par un professeur du pays,
											un professeur d'université.
											Il prétend qu'elle a été faite 
à partir d'une étude de l'UNESCO.
											Et l'étude affirme
											que le pourcentage de viol, d'adultère,
											d'enfants illégitimes, 
et même de consommation de drogue,
											de prostitution dans les pays 
où les femmes conduisent
											est plus élevé que dans les pays 
où les femmes ne conduisent pas.
									",A Saudi woman who dared to drive,Manal al-Sharif,14:16,"Islam,Middle East,cars,culture,feminism,global issues,women"
"
","
","
","
",A Saudi woman who dared to drive,Manal al-Sharif,14:16,"Islam,Middle East,cars,culture,feminism,global issues,women"
"
											(Risas)
									","
											(Risos)
									","
											(Laughter)
									","
											(Rires)
									",A Saudi woman who dared to drive,Manal al-Sharif,14:16,"Islam,Middle East,cars,culture,feminism,global issues,women"
"
","
","
","
",A Saudi woman who dared to drive,Manal al-Sharif,14:16,"Islam,Middle East,cars,culture,feminism,global issues,women"
"
											Lo sé, me pasó lo mismo, 
estaba impresionada.
											Pensaba, ""Somos el último país del mundo
											en el que las mujeres no conducen"".
											Si miran al mapa del mundo,
											solo hay dos países:
											Arabia Saudí y la otra sociedad 
es el resto del mundo.
									","
											Eu sei, eu fiquei assim, fiquei chocada.
											Eu pensei: ""Nós somos o último país do mundo
											""onde as mulheres não conduzem.""
											Então, se vocês olharem para o mapa do mundo,
											restam apenas dois países:
											Arábia Saudita e a outra sociedade é o resto do mundo.
									","
											I know, I was like this, I was shocked.
											I was like, ""We are the last country in the world
											where women don't drive.""
											So if you look at the map of the world,
											that only leaves two countries:
											Saudi Arabia, and the other society is the rest of the world.
									","
											Je sais, moi aussi j'ai été choquée.
											Je me disais : 
« Nous sommes le dernier pays au monde
											où les femmes ne conduisent pas. »
											Donc si vous regardez une carte du monde,
											ça ne laisse que deux pays :
											l'Arabie saoudite, et l'autre société, 
c'est le reste du monde.
									",A Saudi woman who dared to drive,Manal al-Sharif,14:16,"Islam,Middle East,cars,culture,feminism,global issues,women"
"
","
","
","
",A Saudi woman who dared to drive,Manal al-Sharif,14:16,"Islam,Middle East,cars,culture,feminism,global issues,women"
"
											En Twitter empezamos 
a burlarnos del estudio,
											y marcó algunos titulares 
por todo el mundo.
									","
											Começámos um tópico no Twitter, 
ridicularizando o estudo
											que fez manchetes em todo o mundo.
									","
											We started a hashtag on Twitter mocking the study,
											and it made headlines around the world.
									","
											Nous avons créé un hashtag sur Twitter 
pour nous moquer de l'étude,
											et ça a fait les gros titres partout dans le monde.
									",A Saudi woman who dared to drive,Manal al-Sharif,14:16,"Islam,Middle East,cars,culture,feminism,global issues,women"
"
","
","
","
",A Saudi woman who dared to drive,Manal al-Sharif,14:16,"Islam,Middle East,cars,culture,feminism,global issues,women"
