en,es,fr,pt,title,speaker,duration,tags
"
","
","
","
","The ""dementia village"" that's redefining elder care",Yvonne van Amerongen,10:30,"health care,health,society,innovation,future,humanity,disease,illness,personal growth,mental health"
"
											These people wanted to have a life,
											and the help, our help,
to deal with that dementia.
											These people wanted to live
in a normal house,
											not in a ward.
											They wanted to have a normal household,
											where they would smell their dinner
on the stove in the kitchen.
											Or be free to go to the kitchen
and grab something to eat or drink.
											That's what these people needed.
											And that's what we should
organize for them.
									","
											Esta gente quería tener una vida,
											y nuestra ayuda para tratar esa demencia.
											Esta gente quería vivir
en una casa normal,
											no en una sala.
											Querían tener un hogar normal
											donde pudieran sentir el olor
de la comida mientras se cocina,
											o ser libres de ir a la cocina
por algo para comer o beber.
											Eso es lo que esta gente necesitaba.
											Y eso era lo que deberíamos organizarles.
									","
											Ces personnes voulaient une vie
											et le soutien, notre soutien,
pour gérer cette démence.
											Ils voulaient vivre
dans une maison normale.
											Pas dans un service.
											Ils voulaient un ménage normal,
											où ils pouvaient sentir le fumet du dîner
qui mijotait dans la cuisine.
											Ils voulaient être libres d'aller chercher
quelque chose à grignoter ou à boire.
											Voilà ce dont ils avaient besoin.
											C'est donc ce que nous devrions
organiser pour eux.
									","
											Estas pessoas queriam ter uma vida,
											e ajuda, a nossa ajuda,
para lidar com a demência.
											Estas pessoas queriam viver
numa casa normal,
											não numa enfermaria.
											Queriam ter uma casa normal,
											onde sentiam o cheiro do jantar
no fogão da cozinha.
											Ou serem livres para ir à cozinha,
comer ou beber qualquer coisa.
											Era disto que estas pessoas precisavam.
											Era isto que devíamos organizar para elas.
									","The ""dementia village"" that's redefining elder care",Yvonne van Amerongen,10:30,"health care,health,society,innovation,future,humanity,disease,illness,personal growth,mental health"
"
","
","
","
","The ""dementia village"" that's redefining elder care",Yvonne van Amerongen,10:30,"health care,health,society,innovation,future,humanity,disease,illness,personal growth,mental health"
"
											And we said we should
organize this like at home,
											so they wouldn't live with a group
of 15 or 20 or 30, like in a ward.
											No, a small group of people,
six or seven, family-like.
											Like living with friends.
											And we should find a way to select people
											based on their ideas about life
											so that they did have
a good chance to become friends,
											when they lived together.
											And we interviewed
all the families of the residents
											about ""what is important for your father,""
""what's important for your mother,""
											""what is their life like,""
""what do they want.""
											And we found seven groups,
and we call them lifestyle groups.
									","
											Pensamos que debíamos organizar
este lugar como una casa,
											de modo que no vivieran con un grupo
de 15, 20 o 30 personas, como en una sala,
											sino con un grupo pequeño, 
de seis o siete, como en una familia.
											Como vivir con amigos.
											Y debíamos encontrar un modo 
de agruparlos según su manera de pensar
											para que tuvieran la oportunidad 
real de hacerse amigos
											cuando vivieran juntos.
											Entrevistamos a todas
las familias de los residentes
											y preguntamos: ""¿Qué es
importante para tu padre?
											¿Qué es importante para tu madre?
											¿Cómo es su vida? ¿Qué deseos tienen?"".
											Y encontramos siete grupos, a los que 
llamamos ""grupos de estilos de vida"".
									","
											Nous avons pensé aussi à l'importance
d'être à une échelle familiale,
											non pas 15, 20 ou 30 patients
dans un service,
											mais bien des petits groupes de personnes,
six ou sept, comme une famille.
											Comme vivre avec des amis.
											Nous devions donc
sélectionner les personnes
											sur la base de leurs valeurs dans la vie
											afin qu'ils aient de bonnes
chances de devenir amis
											en vivant ensemble.
											Alors, nous avons questionné
les familles de nos résidents
											sur ce qui est important
pour leur père ou pour leur mère,
											sur ce qu'étaient leur vie,
leurs souhaits.
											Nous avons déterminé sept catégories
que nous appelons groupes de vie.
									","
											Dissemos que devíamos organizar
isto como uma casa,
											para elas não viverem num grupo
de 15, 20 ou 30, como nas enfermarias.
											Não, um pequeno grupo de pessoas,
seis ou sete, como uma família.
											Como viver com amigos.
											Devíamos encontrar
uma forma de selecionar pessoas
											com base nas suas ideias de vida
											para que houvesse uma boa hipótese
de elas se tornarem amigas,
											quando vivessem juntas.
											Entrevistámos as famílias dos residentes
											para saber ""o que é importante para
o pai"", ""o que é importante para a mãe"",
											""como é a vida deles"",
""o que é que eles querem"".
											Constatámos que havia sete grupos,
a que chamámos grupos de estilos de vida.
									","The ""dementia village"" that's redefining elder care",Yvonne van Amerongen,10:30,"health care,health,society,innovation,future,humanity,disease,illness,personal growth,mental health"
"
","
","
","
","The ""dementia village"" that's redefining elder care",Yvonne van Amerongen,10:30,"health care,health,society,innovation,future,humanity,disease,illness,personal growth,mental health"
"
											And for instance,
we found this formal lifestyle.
											In this lifestyle,
											people have a more formal way
of interacting with each other,
											a distant way.
											Their daily rhythm
starts later in the day,
											ends later in the day.
											Classical music is more heard
in this lifestyle group
											than in other lifestyle groups.
											And their menu,
											well, is more French cuisine
than traditional Dutch.
									","
											Y, por ejemplo, encontramos 
un estilo de vida formal.
											En este estilo de vida,
											la gente tiene un modo 
de interactuar más formal,
											más distante.
											Su ritmo diario empieza 
tarde y acaba tarde.
											En este estilo de vida
se escucha más música clásica
											que en los otros grupos.

											Y en cuanto al menú,
											es más afín a la cocina francesa
que a la holandesa tradicional.
									","
											Il y a par exemple
le groupe de vie solennel.
											Dans ce groupe de vie,
											les personnes interagissent
entre elles de manière plus formelle,
											plus distante.
											Leur journée démarre un peu plus tard
											et se termine plus tard aussi.
											La musique classique est
plus présente dans ce groupe
											que dans les autres groupes de vie.
											Au menu,
											il y a plus souvent de la cuisine
française que hollandaise.
									","
											Por exemplo, o estilo de vida formal.
											Neste estilo de vida,
											as pessoas interagem umas com as outras
											de uma forma mais formal, mais distante.
											O ritmo diário delas começa mais tarde
											e acaba mais tarde.
											Neste grupo ouve-se mais música clássica
											do que nos outros grupos.
											E a ementa deles,
											é mais cozinha francesa do que 
cozinha tradicional holandesa.
									","The ""dementia village"" that's redefining elder care",Yvonne van Amerongen,10:30,"health care,health,society,innovation,future,humanity,disease,illness,personal growth,mental health"
"
","
","
","
","The ""dementia village"" that's redefining elder care",Yvonne van Amerongen,10:30,"health care,health,society,innovation,future,humanity,disease,illness,personal growth,mental health"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Risos)
									","The ""dementia village"" that's redefining elder care",Yvonne van Amerongen,10:30,"health care,health,society,innovation,future,humanity,disease,illness,personal growth,mental health"
"
","
","
","
","The ""dementia village"" that's redefining elder care",Yvonne van Amerongen,10:30,"health care,health,society,innovation,future,humanity,disease,illness,personal growth,mental health"
"
											In contrary to the craftsman lifestyle.
											That's a very traditional lifestyle,
											and they get up early
in the morning, go to bed early,
											because they have worked hard
their whole life, mostly with their hands,
											very often had a very small
family business, a small farm, a shop,
											or like Mr. B, he was a farmhand.
											And he told me that he would go
to his work every morning
											with a paper bag with his lunch
											and one cigar.
											That one cigar was the only luxury
he could afford for himself.
											And after lunch,
he would have that one cigar.
											And until the day he died in the Hogeweyk,
											he was in this little shed, every day,
after lunch, to smoke his cigar.
									","
											Es lo contrario al estilo 
de vida del artesano.
											Ese es un estilo muy tradicional,
											en el que se levantan temprano
y se acuestan temprano,
											porque han trabajado duro toda 
la vida, mayormente con las manos.
											En muchos casos tuvieron 
un pequeño negocio familiar,
											una pequeña granja, una tienda,
											o como el Sr. B., 
que trabajaba en el campo.
											Me contó que iba a trabajar cada mañana
con su comida en una bolsa de papel
											y un puro.
											Ese puro era el único 
lujo que se podía pagar.
											Y después de comer lo fumaba.
											Hasta el día que murió en Hogeweyk,
											iba cada día después de comer
a un pequeño cobertizo a fumar su puro.
									","
											De l'autre côté du spectre,
il y a le groupe des artisans.
											C'est un style de vie très traditionnel
											où on se lève tôt le matin
et où on va dormir tôt aussi.
											Car ces personnes ont travaillé dur
toute leur vie, des métiers manuels,
											ils ont géré une petite affaire familiale,
une ferme, une boutique,
											ou bien ils ont travaillé
dans une ferme, comme Monsieur B.
											Il m'a raconté qu'il allait
au travail chaque matin
											avec ses tartines dans un sachet en papier
											et un cigare.
											Le cigare était son seul luxe
											et il le dégustait toujours
après son déjeuner.
											Jusqu'au jour de sa mort, à Hogeweyk.
											il s'asseyait dans cet abri pour fumer
son cigare après le déjeuner.
									","
											Ao contrário do estilo de vida artesanal.
											Este estilo de vida é muito tradicional.
											As pessoas levantam-se cedo
e deitam-se cedo,
											porque trabalharam arduamente
toda a vida, principalmente com as mãos,
											muitas vezes tiveram pequenos negócios
de família, uma quinta, uma loja,
											ou como o Sr. B, que era
trabalhador agrícola.
											Ele disse-me que ia trabalhar
todas as manhãs
											com um saco de papel com o almoço
											e um charuto.
											Aquele charuto era o único luxo
que ele se permitia.
											Depois do almoço,
ele fumava aquele charuto.
											Até ao dia em que faleceu em Hogeweyk,
											ele ia para esta cabana, todos os dias
depois do almoço, fumar o seu charuto.
									","The ""dementia village"" that's redefining elder care",Yvonne van Amerongen,10:30,"health care,health,society,innovation,future,humanity,disease,illness,personal growth,mental health"
"
","
","
","
","The ""dementia village"" that's redefining elder care",Yvonne van Amerongen,10:30,"health care,health,society,innovation,future,humanity,disease,illness,personal growth,mental health"
"
											This is my mother.
											She's of the cultural lifestyle,
											she's been living
in the Hogeweyk six weeks now.
											And that lifestyle is about traveling,
meeting other people, other cultures,
											interest in arts and music.
											There are more lifestyles.
											But that's what we talked about,
and that's what we did.
									","
											Esta es mi madre.
											Es del estilo de vida cultural.
											Lleva seis meses viviendo en Hogeweyk.
											Y ese estilo de vida se trata de viajar,
conocer gente, otras culturas,
											el interés por las artes y la música.
											Hay más estilos de vida.
											De eso hablamos
y eso es lo que hicimos.
									","
											Voici ma mère.
											Elle fait partie du groupe culturel.
											Il y a six semaines
qu'elle habite à Hogeweyk.
											Ce groupe est intéressé par les voyages,
les rencontres avec les gens, les cultures
											et il s'intéresse à l'art et à la musique.
											Il y a d'autres styles de vie.
											Mais c'est ça qui était
au cœur de nos discussions
											et que nous avons créé.
									","
											Esta é a minha mãe.
											Ela é do estilo de vida cultural
											e está a viver em Hogeweyk
há seis semanas.
											Este estilo de vida está ligado a viagens,
conhecer outras pessoas e outras culturas,
											ao interesse pela arte e pela música.
											Há mais estilos de vida.
											Mas isto foi o que nós falámos
e foi o que fizemos.
									","The ""dementia village"" that's redefining elder care",Yvonne van Amerongen,10:30,"health care,health,society,innovation,future,humanity,disease,illness,personal growth,mental health"
"
","
","
","
","The ""dementia village"" that's redefining elder care",Yvonne van Amerongen,10:30,"health care,health,society,innovation,future,humanity,disease,illness,personal growth,mental health"
"
											But that's not life in a house
with a group of people,
											like-minded people, your own life,
your own household.
											There's more in life,
											everybody wants fun in life
and a meaningful life.
											We are social animals —
											we need a social life.
											And that's what we started.
											We want to go out of our house
and do some shopping,
											and meet other people.
											Or go to the pub,
have a beer with friends.
											Or like Mr. W — he likes
to go out every day,
											see if there are nice ladies around.
									","
											Pero eso no es la vida, en una casa
con un grupo de personas
											de ideas afines, tu propia vida, tu hogar.
											Hay más cosas en la vida.
											Todo el mundo quiere divertirse
y darle sentido a su vida.
											Somos animales sociales,
y necesitamos vida social.
											Y eso es lo que pusimos en marcha.
											Queremos salir de casa, 
hacer compras, conocer gente.
											O ir al bar, y tomar
una cerveza con amigos.
											O como el Sr. W., a quien
le gusta salir a diario,
											ver si hay mujeres bonitas
en los alrededores.
									","
											Toutefois, la vie dans une maison parmi
un groupe de personnes ne se résume pas
											à partager des valeurs,
sa vie ou sa maison.
											La vie offre davantage.
											Tout le monde cherche une vie
épanouissante et qui a du sens.
											Nous sommes des animaux sociaux,
											une vie sociale est essentielle pour nous.
											C'est ce que nous avons mis sur pied.
											On aime sortir, faire du shopping,
											rencontrer des gens,
											aller boire un café
ou une bière avec des amis.
											Ou encore, comme Monsieur W.
qui aime sortir tous les jours
											pour voir s'il y a des jolies
dames à rencontrer.
									","
											Isto não é a vida numa casa 
com um grupo de pessoas,
											pessoas com as mesmas opiniões,
a sua própria vida, a sua própria casa.
											Há mais coisas na vida,
											todos queremos divertir-nos
e ter uma vida com sentido.
											Somos animais sociais,
											precisamos de uma vida social.
											E foi isto o que nós iniciámos.
											Queremos sair de casa para ir às compras
											e encontrar outras pessoas.
											Ou ir ao café, 
beber uma cerveja com amigos.
											Ou, como o Sr. W
que gosta de sair todos os dias,
											para ver se há senhoras bonitas por ali.
									","The ""dementia village"" that's redefining elder care",Yvonne van Amerongen,10:30,"health care,health,society,innovation,future,humanity,disease,illness,personal growth,mental health"
"
","
","
","
","The ""dementia village"" that's redefining elder care",Yvonne van Amerongen,10:30,"health care,health,society,innovation,future,humanity,disease,illness,personal growth,mental health"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Risos)
									","The ""dementia village"" that's redefining elder care",Yvonne van Amerongen,10:30,"health care,health,society,innovation,future,humanity,disease,illness,personal growth,mental health"
"
","
","
","
","The ""dementia village"" that's redefining elder care",Yvonne van Amerongen,10:30,"health care,health,society,innovation,future,humanity,disease,illness,personal growth,mental health"
"
											And he's very courteous to them,
											and he hopes for smiles and he gets them.
											And he dances with them in the pub.
											It's a feast every day.
									","
											Es muy caballeroso con ellas;
											solo espera que le sonrían y lo consigue.
											Y baila con ellas en el bar.
											Cada día es una fiesta.
									","
											Il est très galant
											et espère obtenir des sourires,
qu'il reçoit toujours.
											Il danse avec ses jolies dames
dans le bistro.
											C'est la fête tous les jours.
									","
											Ele é muito cortês com elas,
											espera receber um sorriso
e recebe-os.
											E dança com elas no bar.
											É uma festa todos os dias.
									","The ""dementia village"" that's redefining elder care",Yvonne van Amerongen,10:30,"health care,health,society,innovation,future,humanity,disease,illness,personal growth,mental health"
"
","
","
","
","The ""dementia village"" that's redefining elder care",Yvonne van Amerongen,10:30,"health care,health,society,innovation,future,humanity,disease,illness,personal growth,mental health"
"
											There are people that would
rather go to the restaurant,
											have a wine with friends,
											or lunch or dinner with friends
and celebrate life.
											And my mother,
she takes a walk in the park,
											and sits on a bench in the sun,
											hoping that a passerby will come
and sit next to her
											and have a conversation about life
											or about the ducks in the pond.
									","
											Hay gente que prefiere
ir a un restaurante,
											tomar un vino con los amigos,
											o almorzar o cenar 
con amigos y celebrar la vida.
											Y mi madre pasea por el parque
y se sienta en un banco al sol,
											esperando que venga alguien
y se siente a su lado
											a conversar sobre la vida
											o sobre los patos de la laguna.
									","
											D'autres personnes
préfèrent le restaurant,
											boire du vin en bonne compagnie,
											déjeuner ou dîner avec leurs amis
et célébrer la vie.
											Ma mère se promène dans le parc,
											elle profite du soleil assise sur un banc,
											avec l'espoir qu'un passant
vienne s'asseoir à ses côtés
											pour parler de la vie
											ou des canards dans l'étang.
									","
											Há pessoas que preferem ir ao restaurante,
											beber um copo de vinho com amigos,
											almoçar ou jantar com amigos
e celebrar a vida.
											A minha mãe gosta
de dar passeios no parque,
											sentar-se num banco a apanhar sol,
											esperando que alguém passe
e se sente ao lado dela
											para falarem sobre a vida
											ou sobre os patos no lago.
									","The ""dementia village"" that's redefining elder care",Yvonne van Amerongen,10:30,"health care,health,society,innovation,future,humanity,disease,illness,personal growth,mental health"
"
","
","
","
","The ""dementia village"" that's redefining elder care",Yvonne van Amerongen,10:30,"health care,health,society,innovation,future,humanity,disease,illness,personal growth,mental health"
"
											That social life is important.
											It means that you're part
of society, that you belong.
											And that's what we people need.
											Even if you're living
with advanced dementia.
									","
											Esa vida social es importante.
											Significa que eres parte
de la sociedad, que tienes tu lugar.
											Y eso es lo que todos necesitamos,
											incluso si tenemos demencia avanzada.
									","
											Cette vie sociale-là est si importante.
											Ça signifie qu'on fait partie
de la société, qu'on a sa place.
											On a besoin de ce sentiment
d'appartenance.
											Même quand on vit
avec une démence avancée.
									","
											A vida social é importante.
											Significa que fazemos parte
da sociedade, que pertencemos.
											Isto é aquilo de que as pessoas precisam,
											mesmo se estiverem num estado
avançado de demência.
									","The ""dementia village"" that's redefining elder care",Yvonne van Amerongen,10:30,"health care,health,society,innovation,future,humanity,disease,illness,personal growth,mental health"
"
","
","
","
","The ""dementia village"" that's redefining elder care",Yvonne van Amerongen,10:30,"health care,health,society,innovation,future,humanity,disease,illness,personal growth,mental health"
"
											This is what I see from my office window.
											And one day, I saw a lady
coming from one side,
											and the other lady from the other side,
and they met at the corner.
											And I knew both ladies very well.
											I often saw them walking around outside.
											And now and then, I tried
to have a conversation with them,
											but their conversation was ...
											rather hard to understand.
											But I saw them meeting,
and I saw them talking,
											and I saw them gesturing.
											And they had fun together.
											And then they said goodbye,
and each went their own way.
											And that's what you want in life,
meeting other people
											and being part of society.
											And that's what I saw happening.
									","
											Esto es lo que veo desde
la ventana de mi oficina.
											Un día vi a una señora
que venía de un lado,
											y a otra señora desde el otro lado
y se encontraron en la esquina.
											Y yo conocía muy bien a ambas.
											Con frecuencia las veía pasear afuera.
											Y en algunas ocasiones
traté de conversar con ellas,
											pero su conversación era...
											bastante difícil de entender.
											Pero las vi encontrarse, y las vi hablar,
											y las vi gesticular.
											Y se divertían juntas.
											Luego se dijeron adiós
y cada una se fue por su lado.
											Eso es lo que queremos en la vida:
encontrarnos con otra gente
											y formar parte de la sociedad.
											Y eso es lo que vi allí.
									","
											Voici la vue de mon bureau.
											Un jour, j'ai observé
une dame venir d'un côté
											et une autre dame
se rapprocher par l'autre côté.
											Je les connaissais bien toutes les deux.
											Je les observais souvent se promener.
											J'essayais de temps en temps
de converser avec elles,
											mais leur conversation était...
											difficile à suivre.
											Ce jour-là, je les ai observées
se rencontrer et discuter
											avec de grands gestes.
											Elles s'amusaient tant ensemble.
											Ensuite, elles se sont dit
au revoir et séparées.
											Que vouloir de plus dans la vie
que rencontrer des personnes
											et faire partie de la société ?
											C'est ce qui se déroulait sous mes yeux.
									","
											Isto é a vista da janela
do meu escritório.
											Um dia, vi uma senhora a vir de um lado,
											e outra senhora a vir de outro
e encontraram-se na esquina.
											Eu conheço muito bem as duas senhoras.
											Vi-as muitas vezes a passearem na rua.
											De vez em quando, tentava falar com elas
											mas a conversa delas
											era muito difícil de compreender.
											Mas eu vi-as encontrarem-se
e vi-as falarem
											e vi-as gesticular.
											Elas divertiram-se juntas.
											Depois despediram-se
e cada uma seguiu o seu caminho.
											É isto que queremos na vida,
encontrar outras pessoas
											e fazer parte da sociedade.
											Foi isto que vi acontecer.
									","The ""dementia village"" that's redefining elder care",Yvonne van Amerongen,10:30,"health care,health,society,innovation,future,humanity,disease,illness,personal growth,mental health"
"
","
","
","
","The ""dementia village"" that's redefining elder care",Yvonne van Amerongen,10:30,"health care,health,society,innovation,future,humanity,disease,illness,personal growth,mental health"
