en,es,fr,pt,tr,title,speaker,duration,tags
"
","
","
","
","
",Poverty isn't a lack of character; it's a lack of cash,Rutger Bregman,14:58,"capitalism,inequality,economics,policy,resources,society,social change,money,work"
"
											It all started when I accidentally
stumbled upon a paper
											by a few American psychologists.
											They had traveled 8,000 miles,
all the way to India,
											for a fascinating study.
											And it was an experiment
with sugarcane farmers.
											You should know that these farmers
collect about 60 percent
											of their annual income all at once,
											right after the harvest.
											This means that they're relatively
poor one part of the year
											and rich the other.
											The researchers asked them to do
an IQ test before and after the harvest.
											What they subsequently discovered
completely blew my mind.
											The farmers scored much worse
on the test before the harvest.
											The effects of living
in poverty, it turns out,
											correspond to losing 14 points of IQ.
											Now, to give you an idea,
											that's comparable
to losing a night's sleep
											or the effects of alcoholism.
									","
											Todo empezó por casualidad
al toparme con un artículo
											escrito por unos psicólogos
estadounidenses
											que viajaron casi 13 000 kilómetros
											hasta India para realizar
un estudio fascinante.
											Un estudio que hicieron
con trabajadores de la caña de azúcar.
											Hay que saber antes que estos trabajadores
											son los que obtienen un 60 %
de su ingreso anual de golpe,
											con cada cosecha.
											Lo que significa que son relativamente
pobres una gran parte del año
											y bastante ricos en la otra.
											Estos investigadores les hicieron
pruebas de inteligencia
											antes y después de la cosecha.
											Y lo que descubrieron a continuación
me dejó boquiabierto.
											Sus resultados eran muy inferiores
antes de la cosecha.
											Resulta que los efectos
de vivir una vida en pobreza
											son sinónimos a perder
14 puntos de coeficiente intelectual.
											Para que se hagan una idea,
											es algo similar a perder
una noche de sueño
											o a los efectos del alcoholismo.
									","
											Tout a commencé quand je suis tombé
sur une publication
											de psychologues américains.
											Ils avaient parcouru 13 000km,
allant jusqu'en Inde,
											pour une étude fascinante.
											C'était une expérience
avec des agriculteurs de canne à sucre.
											Vous devez savoir que ces agriculteurs
recueillent environ 60%
											de leur revenu annuel d'un coup,
											juste après la récolte.
											Cela signifie qu'ils sont
relativement pauvres une partie de l'année
											et riches le reste.
											Les chercheurs leurs ont demandé de passer
un test de QI avant et après la récolte.
											Ce qu'ils ont alors découvert
m'a complètement ébahi.
											Les agriculteurs avaient un score
bien inférieur avant la récolte.
											Les effets de la vie dans la pauvreté
											correspondent à une perte
de 14 points de QI.
											Pour vous donner une idée,
											c'est comparable à la perte
d'une nuit de sommeil
											ou aux effets de l'alcoolisme.
									","
											Tudo começou quando eu tropecei
acidentalmente num artigo
											de uns psicólogos americanos.
											Eles tinham viajado 13 000 km
até à Índia
											para um estudo fascinante.
											Era uma experiência com 
agricultores de cana de açúcar.
											É preciso saber que estes agricultores
ganham cerca de 60%
											do seu lucro anual, tudo de uma vez,
											logo após a colheita.
											Isso quer dizer que eles são relativamente
pobres numa parte do ano
											e ricos na outra.
											Os investigadores pediram-lhes para fazer
um teste de QI antes e depois da colheita.
											O que eles descobriram depois
surpreendeu-me totalmente.
											Os agricultores pontuaram muito pior
no teste antes da colheita.
											Acontece que os efeitos
de viver na pobreza
											correspondem à perda
de 14 pontos no QI.
											Agora, para vocês terem uma ideia,
											isto é comparável a perder
uma noite de sono
											ou aos efeitos do alcoolismo.
									","
											Her şey, birkaç Amerikalı
psikoloğun yazdığı makaleyi
											tesadüfen bulmam ile başladı.
											13.000 kilometre boyunca, Hindistan'a,
											büyüleyici bir çalışma için
yolculuk ettiler.
											Bu, şeker kamışı çiftçileriyle
yapılan bir deneydi.
											Şunu bilmelisiniz, bu çiftçiler,
hasattan hemen sonra
											yıllık gelirlerinin ortalama %60'ını
											tek seferde alıyorlar.
											Yani yılın bir kısmında yoksul,
											diğer kısmında zenginler.
											Araştırmacılar onlardan hasattan önce
ve sonra bir IQ testi yapmalarını istedi.
											Akabinde keşfettikleri şey,
aklımı başımdan aldı.
											Çiftçiler hasattan önce yapılan testte,
daha kötü sonuçlar verdiler.
											Anlaşılan o ki,
yoksullukta yaşamanın etkileri
											14 IQ puanı kaybetmeye eş değer.
											Şimdi, fikir vermesi açısından,
											bu, bir gece uykusunu kaçırmak
											veya alkolün etkisiyle kıyaslanabilir.
									",Poverty isn't a lack of character; it's a lack of cash,Rutger Bregman,14:58,"capitalism,inequality,economics,policy,resources,society,social change,money,work"
"
","
","
","
","
",Poverty isn't a lack of character; it's a lack of cash,Rutger Bregman,14:58,"capitalism,inequality,economics,policy,resources,society,social change,money,work"
"
											A few months later,
I heard that Eldar Shafir,
											a professor at Princeton University
and one of the authors of this study,
											was coming over to Holland, where I live.
											So we met up in Amsterdam
											to talk about his revolutionary
new theory of poverty.
											And I can sum it up in just two words:
											scarcity mentality.
											It turns out that people
behave differently
											when they perceive a thing to be scarce.
											And what that thing is
doesn't much matter —
											whether it's not enough time,
money or food.
									","
											Unos meses más tarde,
he oído que Eldar Shafir,
											profesor en la Universidad de Princeton
y uno de los autores de este estudio
											iba a visitar Holanda, donde yo vivo.
											Así que nos encontramos en Ámsterdam
											para conversar acerca de su nueva
y revolucionaria idea sobre la pobreza.
											Y les puedo resumir este
encuentro en dos palabras:
											la mentalidad de la escasez.
											Resulta que la gente se comporta
de manera diferente
											cuando cree que hay una
escasez de aquel artículo.
											Y no importa mucho de qué se trata;
											puede ser falta de tiempo,
de dinero, de comida.
									","
											Quelques mois après,
j'ai entendu qu'Edar Shafir,
											professeur de l'université de Princeton
et un des auteurs de cette étude,
											venait en Hollande, où je vis.
											Je l'ai rencontré à Amsterdam
											pour parler de sa nouvelle théorie
révolutionnaire de la pauvreté.
											Je peux la résumer en trois mots :
											« mentalité de pénurie ».
											Les gens se comportent différemment
											quand ils perçoivent
qu'une chose est limitée.
											Peu importe ce que c'est —
											que ce soit un manque de temps,
d'argent ou de nourriture.
									","
											Alguns meses depois,
ouvi dizer que o Eldar Shafir,
											um professor na Universidade Princeton
e um dos autores deste estudo,
											estava a vir à Holanda, onde vivo.
											Então encontrámo-nos em Amsterdão
											para conversar sobre a sua nova teoria 
revolucionária da pobreza.
											Posso resumi-la em duas palavras:
											mentalidade de escassez.
											Verifica-se que as pessoas
comportam-se de modo diferente
											quando veem que há escassez
de qualquer coisa.
											O que essa coisa é
não interessa muito
											pode ser pouco tempo,
pouco dinheiro ou pouca comida.
									","
											Birkaç ay sonra, 
Princeton Üniversitesi'nde
											profesör ve bu çalışmanın yazarlarından
olan Eldar Shafir'in Hollanda'ya,
											yaşadığım yere geleceğini duydum.
											Böylece devrimsel yoksulluk
											teorisi hakkında konuşmak için,
Amsterdam'da buluştuk.
											Bunu iki kelimeyle özetleyebilirim:
											Kıtlık zihniyeti.
											Görünen o ki, insanlar
kıtlık olacağını sezdiklerinde
											farklı davranıyorlar.
											Bu şeyin ne olduğu
çok da önemli değil —
											ister zaman olsun, ister para veya yemek.
									",Poverty isn't a lack of character; it's a lack of cash,Rutger Bregman,14:58,"capitalism,inequality,economics,policy,resources,society,social change,money,work"
"
","
","
","
","
",Poverty isn't a lack of character; it's a lack of cash,Rutger Bregman,14:58,"capitalism,inequality,economics,policy,resources,society,social change,money,work"
"
											You all know this feeling,
											when you've got too much to do,
											or when you've put off breaking for lunch
											and your blood sugar takes a dive.
											This narrows your focus
to your immediate lack —
											to the sandwich you've got to have now,
											the meeting that's starting
in five minutes
											or the bills that have
to be paid tomorrow.
											So the long-term perspective
goes out the window.
											You could compare it to a new computer
											that's running 10 heavy programs at once.
											It gets slower and slower, making errors.
											Eventually, it freezes —
											not because it's a bad computer,
											but because it has too much to do at once.
											The poor have the same problem.
											They're not making dumb decisions
because they are dumb,
											but because they're living in a context
											in which anyone would make dumb decisions.
									","
											Todos conocemos este sentimiento
											cuando tenemos demasiadas cosas por hacer
											o cuando se han saltado la comida
											y los niveles de azúcar empiezan a bajar.
											De repente se concentran
en lo que más les falta
											por ejemplo, el bocadillo
que es imprescindible comer,
											la reunión que empezará en cinco minutos,
											o las facturas que hay que pagar mañana.
											De modo que los planes
a largo plazo se desvanecen.
											Es algo similar al tener una computadora
											que tiene abiertas a la vez
diez programas muy complejos.
											Empezara a ralentizar sus resultados
y cometer errores, para que, finalmente
											se bloquee.
											Y no porque no sea una computadora buena
											sino porque le encomendamos hacer
demasiadas cosas al mismo tiempo.
											Los pobres sufren el mismo problema.
											No toman malas decisiones
porque son estúpidos
											sino porque su entorno y situación
											cualquiera cometería 
los mismos errores tontos.
									","
											Vous connaissez tous ce sentiment,
											quand vous avez trop à faire
											ou que vous avez renoncé à déjeuner
											et votre glycémie plonge.
											Cela restreint votre attention
à votre manque immédiat —
											au sandwich qu'il faut que vous mangiez,
											à la réunion qui commence
dans cinq minutes
											ou aux factures qui doivent
être payées demain.
											La perspective à long terme
part en fumée.
											Vous pourriez comparer cela
à un nouvel ordinateur
											qui fait tourner dix programmes lourds.
											Il ralentit et ralentit,
faisant de erreurs.
											Il finit par planter —
											pas que ce soit un mauvais ordinateur
											mais il a trop à faire d'un coup.
											Les pauvres ont le même problème.
											Ils ne prennent pas de décisions idiotes
car ils sont idiots
											mais car ils vivent dans un contexte
											où n'importe qui
prendrait des décisions idiotes.
									","
											Todos vocês sabem como é,
											quando temos muitas coisas para fazer,
											ou quando adiamos
o intervalo para o almoço
											e o açúcar no sangue fica muito baixo.
											Isso restringe a nossa atenção
para essa escassez imediata
											para o lanche que temos que comer já,
											para a reunião que começa
dentro de cinco minutos
											ou para as contas
que têm de ser pagas amanhã.
											Aí perdemos a perspetiva a longo prazo.
											Podemos comparar
com um computador novo
											que está a executar
10 programas pesados de uma vez.
											Fica cada vez mais lento,
vai falhando.
											Às vezes, paralisa,
											não por ser um mau computador,
											mas porque tem muito que fazer,
de uma só vez.
											Os pobres têm o mesmo problema.
											Não estão a tomar decisões estúpidas
por serem burros,
											mas porque estão a viver num contexto
											em que qualquer um tomaria 
decisões estúpidas.
									","
											Hepiniz bu hissi biliyorsunuz,
											yapacak çok işiniz olduğunda
											veya yemek için işe ara verdiğinizde,
											kan şekeriniz düşer.
											Bu da dikkatinizi birdenbire
eksikliklere kaydırır —
											şimdi yemeniz gereken sandviçe,
											beş dakika sonra
başlayacak olan toplantıya
											veya yarın ödenmesi gereken
faturalara.
											Yani uzun vadeli düşünceler yok olur.
											Bunu bir kerede 10 tane
ağır programı çalıştıran
											yeni bir bilgisayarla kıyaslayabilirsiniz.
											Gittikçe yavaşlar,
yavaşlar ve hatalar yapar.
											Nihayetinde donar —
											kötü bir bilgisayar olduğu için değil,
											aynı anda birçok şey yaptığı için.
											Yoksulların problemi de aynısıdır.
											Aptal oldukları için
aptalca karar alıyor değiller,
											bunun nedeni akılsızca
kararlar almalarına neden olan
											bir ortamda yaşıyor olmalarıdır.
									",Poverty isn't a lack of character; it's a lack of cash,Rutger Bregman,14:58,"capitalism,inequality,economics,policy,resources,society,social change,money,work"
"
","
","
","
","
",Poverty isn't a lack of character; it's a lack of cash,Rutger Bregman,14:58,"capitalism,inequality,economics,policy,resources,society,social change,money,work"
"
											So suddenly I understood
											why so many of our anti-poverty
programs don't work.
											Investments in education, for example,
are often completely ineffective.
											Poverty is not a lack of knowledge.
											A recent analysis of 201 studies
											on the effectiveness
of money-management training
											came to the conclusion
that it has almost no effect at all.
											Now, don't get me wrong —
											this is not to say the poor
don't learn anything —
											they can come out wiser for sure.
											But it's not enough.
											Or as Professor Shafir told me,
											""It's like teaching someone to swim
											and then throwing them in a stormy sea.""
									","
											Así que comprendí de repente
											por qué tantos proyectos
antipobreza no tuvieron éxito
											o por qué ciertas investigaciones
en el sistema educativo
											son a menudo totalmente ineficaces.
											La pobreza no se debe
a la falta de conocimiento.
											Un análisis reciente de
un total de 201 estudios
											acerca de la eficacia de los cursos
sobre el manejo del dinero
											concluyó que estos cursos
no tenían ninguna repercusión.
											Que no se me malinterprete,
											no quiero decir que los pobres
no son capaces de aprender;
											seguro aprenden cosas.
											Pero no es suficiente.
											Igual que me dijo el profesor Shafir:
											""Es algo parecido
a enseñarle a alguien a nadar
											solo para luego tirarles
a un mar en tormenta"".
									","
											Soudain, j'ai compris
											pourquoi tant de nos programmes
anti-pauvreté ne fonctionnent pas.
											Les investissements dans l'éducation
sont souvent inefficaces.
											La pauvreté n'est pas
un manque de connaissances.
											Une analyse récente de 201 études
											sur l'efficacité des formations
de gestion de l'argent
											a conclu qu'elles n'avaient
presque aucun effet.
											Ne vous méprenez pas —
											non pas que les pauvres
n'apprennent rien —
											ils en sortent plus sages, c'est certain.
											Mais ce n'est pas assez.
											Ou comme le professeur Shafir m'a dit :
											« C'est comme apprendre
à nager à quelqu'un
											et les jeter dans une mer agitée. »
									","
											Aí, de repente, eu entendi
											porque é que muitos dos nossos programas
de combate à pobreza não funcionam.
											Os investimentos em educação, por exemplo,
muitas vezes são totalmente inúteis.
											A pobreza não é falta de conhecimento.
											Uma análise recente de 201 estudos
											sobre a eficácia da formação
de gestão do dinheiro
											chegou a conclusão que isto
quase não tem nenhum efeito.
											Não me interpretem mal
											— não estou a dizer que os pobres
não aprendem nada —
											eles podem ficar mais inteligentes,
com certeza
											mas isso não é suficiente.
											Ou, como o Professor Shafir me disse:
											""É como ensinar alguém a nadar
											""e depois atirá-la a um mar
tempestuoso.""
									","
											O nedenle birden, yoksullukla
mücadele programlarının çoğunun
											neden işe yaramadığını anladım.
											Örneğin, eğitim yatırımları
çoğu kez tamamen etkisizdir.
											Yoksulluk bilgi yoksunluğu değildir.
											Para yönetimi eğitiminin etkinliği üzerine
											en son yapılan 201 çalışmada
											bunun hiçbir etkisi olmadığı
sonucuna varılmış.
											Şimdi, beni yanlış anlamayın—
											burada yoksulların
öğrenemediğini söylenmiyor —
											mutlaka bir şeyler öğrenmiş olabilirler.
											Ama bu yeterli değil.
											Veya Profesör Shafir'in
bana söylediği gibi,
											""Bu, insana yüzmeyi öğretip de
											onu fırtınalı bir denize atmaya benzer.""
									",Poverty isn't a lack of character; it's a lack of cash,Rutger Bregman,14:58,"capitalism,inequality,economics,policy,resources,society,social change,money,work"
"
","
","
","
","
",Poverty isn't a lack of character; it's a lack of cash,Rutger Bregman,14:58,"capitalism,inequality,economics,policy,resources,society,social change,money,work"
"
											I still remember sitting there,
											perplexed.
											And it struck me
											that we could have figured
this all out decades ago.
											I mean, these psychologists didn't need
any complicated brain scans;
											they only had to measure the farmer's IQ,
											and IQ tests were invented
more than 100 years ago.
											Actually, I realized I had read about
the psychology of poverty before.
											George Orwell, one of the greatest
writers who ever lived,
											experienced poverty
firsthand in the 1920s.
											""The essence of poverty,""
he wrote back then,
											is that it ""annihilates the future.""
											And he marveled at, quote,
											""How people take it for granted
they have the right to preach at you
											and pray over you
											as soon as your income falls
below a certain level.""
									","
											Aún recuerdo estar allí sentando
											perplejo.
											Y me di cuenta
											de que podíamos haber resuelto
esto hace décadas.
											Es decir, estos psicólogos no recurrían
a exploraciones cerebral complicadas;
											solo medían el coeficiente de inteligencia
											algo que se inventó hace más de 100 años.
											De hecho, me di cuenta de que había leído
sobre la psicología de la pobreza antes.
											George Orwell, uno de los más grandes
escritores de la historia,
											sufrió los efectos de la pobreza
de primera mano en el 1920.
											Es cuando escribió que:
""La esencia de la pobreza
											anula el futuro"".
											Y se sorprendió
											""Cómo la gente da por sentado
											que tiene el derecho
de sermonearte y aconsejarte
											tan pronto como tus ingresos
bajan por debajo de un cierto nivel"".
									","
											Je me souviens être assis là,
											perplexe.
											Cela m'a frappé,
											nous aurions pu le comprendre
il y a des décennies.
											Ces psychologues n'ont pas eu besoin
de scanners du cerveau ;
											juste mesurer le QI des agriculteurs
											et les tests de QI ont été inventés
il y a plus de 100 ans.
											J'ai réalisé que j'avais déjà lu
sur la psychologie de la pauvreté avant.
											George Orwell, un des plus grands
auteurs ayant jamais vécu,
											a connu la pauvreté dans les années 1920.
											« L'essence de la pauvreté » a-t-il écrit,
											est qu'elle « annihile le futur ».
											Il s'étonnait, je cite :
											« Combien les gens prennent pour acquis
d'avoir le droit de prêcher
											et prier pour vous
											dès que votre revenu chute
sous un certain seuil. »
									","
											Ainda me lembro de ficar ali,
											perplexo.
											E fiquei chocado
											por termos podido pensar
nisso décadas atrás,
											aqueles psicólogos não precisaram
de um exame cerebral complicado,
											eles só mediram o QI dos agricultores
											e os testes de QI foram inventados
há mas de 100 anos.
											Na verdade, eu percebi que já tinha lido
sobre a psicologia da pobreza.
											George Orwell, um dos maiores
escritores de sempre,
											passou pela pobreza,
pessoalmente, nos anos 20.
											Escreveu nessa época:
											""A essência da pobreza
é que ela ''aniquila o futuro'.""
											E ele espantava-se, e cito:
											""Como as pessoas acham natural
terem o direto de vos fazer sermões
											""e rezar por vocês
											""logo que os vossos rendimentos
caem abaixo de um certo nível!""
									","
											Hâlâ orada oturduğumu hatırlıyorum,
											kafam karışmış bir hâlde.
											Ve tüm bunları
											yıllar önce hallebilecek olmamız
beni afallattı.
											Yani, bu psikologların karmaşık
beyin taramalarına ihtiyacı yokmuş;
											sadece çiftçilerin IQ'larına
bakmaları yeterliymiş
											ve üstelik IQ testleri
yüzlerce yıl önce keşfedildi.
											Aslında, daha önce yoksulluk psikolojisi
hakkında okuduğumu fark ettim.
											Yaşamış en büyük yazarlardan
biri olan George Orwell,
											1920'lerde yoksulluğu bizzat deneyimlemiş.
											""Yoksulluk gerçeği geleceği yok eder.""
											diye yazmıştı o zamanlar.
											Ve hayretle şunları söylemiş,
											""Geliriniz belli bir seviyenin
altına düşer düşmez
											insanların kendilerinde
											size vaaz verme veya sizin adınıza
dua etme hakkını bulmaları çok ilginç.""
									",Poverty isn't a lack of character; it's a lack of cash,Rutger Bregman,14:58,"capitalism,inequality,economics,policy,resources,society,social change,money,work"
"
","
","
","
","
",Poverty isn't a lack of character; it's a lack of cash,Rutger Bregman,14:58,"capitalism,inequality,economics,policy,resources,society,social change,money,work"
"
											Now, those words are every bit
as resonant today.
											The big question is, of course:
											What can be done?
											Modern economists have
a few solutions up their sleeves.
											We could help the poor
with their paperwork
											or send them a text message
to remind them to pay their bills.
											This type of solution is hugely popular
with modern politicians,
											mostly because,
											well, they cost next to nothing.
											These solutions are, I think,
a symbol of this era
											in which we so often treat the symptoms,
											but ignore the underlying cause.
									","
											Estas palabras son igual de válidas hoy.
											La gran pregunta es desde luego:
											¿qué podemos hacer?
											Los economistas modernos
tienen unos cuantos ases en la manga.
											Podemos ayudar a los pobres
con el papeleo
											o mandarles un mensaje de texto para
recordarles que tienen facturas que pagar.
											Este tipo de solución es muy popular
entre los políticos modernos,
											más que nada
											porque, bueno, no cuestan nada.
											Creo que estas soluciones 
son un símbolo de esta época
											de algo que tan a menudo
tratamos como síntomas
											mientras ignoramos la causa subyacente.
									","
											Ces mots résonnent
tout autant aujourd'hui.
											La grande question est, bien sûr :
											que pouvons-nous faire ?
											Les économistes modernes
ont des solutions dans leurs manches :
											aider les pauvres avec la bureaucratie
											ou leur envoyer un SMS
pour leur rappeler de payer les factures.
											Ce genre de solutions sont très populaires
auprès des politiciens modernes
											en grande partie
											car elles ne coûtent rien.
											Ces solutions sont, à mon avis,
un symbole de cette ère
											où nous traitons si souvent les symptomes
											mais ignorons la cause sous-jacente.
									","
											Estas palavras ainda hoje
são muito ressonantes.
											A grande pergunta é, com certeza:
											O que se pode fazer?
											Os economistas modernos
têm algumas soluções na manga.
											Podemos ajudar os pobres
com a papelada
											ou enviar-lhes uma mensagem
para lembrar-lhes pagar as contas.
											Este tipo de solução é bem popular
entre os políticos atuais,
											principalmente porque
											quase não custam nada.
											Estas soluções são, na minha visão,
um símbolo desta época
											em que estamos sempre
a tratar os sintomas,
											mas ignoramos a causa subjacente.
									","
											Bu kelimelerin her biri
günümüzde de yankılanıyor.
											Büyük soru, tabii ki:
											Ne yapılabilir?
											Modern iktisatçıların elinde
birkaç çözüm var.
											Yoksullara evrak işlerinde
yardımcı olabilir
											veya fatura ödemelerini hatırlatmak
için mesaj gönderebilirdik.
											Bu tip çözümler modern politikacılar
arasında son derece popüler,
											çoğunlukla nedeni,
											neredeyse hiç maliyeti olmaması.
											Bence bu çözümler,
semptomları tedavi ettiğimiz
											ancak altta yatan nedeni
görmezden geldiğimiz
											bu çağın bir sembolüdür.
									",Poverty isn't a lack of character; it's a lack of cash,Rutger Bregman,14:58,"capitalism,inequality,economics,policy,resources,society,social change,money,work"
"
","
","
","
","
",Poverty isn't a lack of character; it's a lack of cash,Rutger Bregman,14:58,"capitalism,inequality,economics,policy,resources,society,social change,money,work"
