fr,en,es,title,speaker,duration,tags
"
","
","
",Unleash your creativity in a Fab Lab,Neil Gershenfeld,17:18,"computers,culture,engineering,invention,materials,science,social change,technology,education,code"
"
											Après Von Neumann, nous avons eu les Pentium, ou le milliardieme transisteur,
											est aussi fiable que le premier.
											Mais toute la fabrication est dans ce coin en bas à gauche.
											Une tour à métaux de nouvel génération pour l'industrie aéronautique,
											voir peut-être une machine pour faire fondre du plastique. Une machine a 10 million de dollars
											qui utilise un procédé que n'inporte quel artisan de village reconnaitrait:
											vous étendez de la matière et la faites cuire.
											Et toute l'ingéniosité du système est externe au système lui-même.
											la matière ne contient pas d'information.
											Hier, on entendait parler de biologie moléculaire,
											qui calcule pour construire.
											C'est un système qui traite de l'information.
											Nous avons eu des révolutions digitales en communication et calcul numérique,
											mais la même idée, précisément la même logique,
											qu'ont développée Shannon et Von Neuman, n'a pas encore éclos
											dans le monde physique, dans la fabrication. Ainsi, inspirés par cela,
											des collègues dans ce programmes, le Center for Bits and Atoms
											au MIT— qui forment un groupe de personnes, comme moi
											qui n'ont jamais compris la limite entre la science du tangible
											et les sciences informatiques. Je dirais même plus,
											les sciences informatiques sont la pire chose qui soit arrivée
											à la fois aux ordinateurs et à la science—-
											(rire)
											— parce que les canons — les sciences informatiques —
											nombres d'entre eux sont géniaux, mais les canons des sciences informatiques
											a gelé l'évolution des modèles de calcul
											selon la technologie qui était disponible dans les années 50,
											mais la nature est un ordinateur bien plus puissant que ça.
									","
											After Von Neumann, we have the Pentium, where the billionth transistor
											is as reliable as the first one.
											But all our fabrication is down in this lower left corner.
											A state-of-the-art airplane factory rotating metal wax at fixed metal,
											or you maybe melt some plastic. A 10-billion-dollar chip fab
											uses a process a village artisan would recognize —
											you spread stuff around and bake it.
											All the intelligence is external to the system;
											the materials don't have information.
											Yesterday you heard about molecular biology,
											which fundamentally computes to build.
											It's an information processing system.
											We've had digital revolutions in communication and computation,
											but precisely the same idea, precisely the same math
											Shannon and Von Neuman did, hasn't yet come out
											to the physical world. So, inspired by that,
											colleagues in this program — the Center for Bits and Atoms
											at MIT — which is a group of people, like me,
											who never understood the boundary between physical science
											and computer science. I would even go further and say
											computer science is one of the worst things that ever happened
											to either computers or to science —
											(Laughter)
											— because the canon — computer science —
											many of them are great but the canon of computer science
											prematurely froze a model of computation
											based on technology that was available in 1950,
											and nature's a much more powerful computer than that.
									","
											Despúes de Von Neumann, tuvimos la Pentium, donde el transistor mil millones
											es tan fiable como el primero.
											Pero toda nuestra fabricación está aquí abajo en la esquina inferior izquierda.
											Una fábrica de aviones de última generación aplicando cera para metales a piezas fijas,
											o tal vez derretir algún plástico. Una fábrica de chips de 10 mil millones de dólares
											utiliza un proceso que el artesano de una aldea podría reconocer —
											esparces el material y lo horneas.
											Toda la inteligencia es externa al sistema;
											los materiales no tienen información.
											Ayer escuchaban sobre biología molecular,
											que fundamentalmente calcula para construir.
											Es un sistema de procesamiento de información.
											Hemos tenido las revoluciones digitales en comunicación y cálculo,
											pero precisamente la misma idea, precisamente la misma matemática
											que Shannon y Von Neumann tuvieron, aún no ha salido
											del mundo físico. Así que, inspirados por ello,
											colegas en este programa — El Centro para Bits y Átomos
											en el MIT — que es un grupo de personas quienes, como yo,
											nunca entendieron la frontera entre ciencia física
											y ciencia computacional. Iría aún más lejos y diría que
											la ciencia computacional es una de las peores cosas que jamás le sucedió
											tanto a los computadores como a la ciencia —
											(Risas)
											— porque el canon - ciencia computacional -
											muchos de ellos son muy buenos pero el canon de la ciencia de computadores
											prematuramente fijó un modelo de computación
											basado en la tecnología que estaba disponible en 1950,
											y la naturaleza es un computador mucho más poderoso que eso.
									",Unleash your creativity in a Fab Lab,Neil Gershenfeld,17:18,"computers,culture,engineering,invention,materials,science,social change,technology,education,code"
"
","
","
",Unleash your creativity in a Fab Lab,Neil Gershenfeld,17:18,"computers,culture,engineering,invention,materials,science,social change,technology,education,code"
"
											Vous allez entendre demain Saul Griffith. C'est l'un des premiers élèves
											a être sorti de ce programme.
											Nous avions commencé a comprendre comment calculer pour fabriquer.
											Il a juste fait une preuve de principe, de tuiles
											qui interagissent comme des magnets. En écrivant un code,
											un peu comme le replis des protéines, on va imposer une certaine structure a ces tuiles.
											Ainsi, il n'y a pas de boucle de retour par un appareil de mesure,
											le matériau lui-même code pour sa propre structure, exactement comme
											sont fabriquées les protéines. Ainsi, vous pouvez faire ca par exemple.
											Vous pouvez faire bien d'autres choses. C'est du 2D, mais ça marche aussi en 3D.
											La vidéo dans le coin en haut à droite — je ne vais pas la montrer par manque de temps —
											montre l'auto-réplication, l'arrangement. ainsi, quelque chose peut faire quelque chose d'autre
											qui peut faire encore autre chose. Et nous arrivons à faire ça, sur, peut-être,
											neuf ordres de grandeurs. Ces idées ont été utilisées pour montrer
											la ressemblance et le taux de réplication de l'ADN pour faire un organisme.
											en fonctionalisant des nanoclusters avec des queues de peptides
											qui codent pour leur assemblage. Ainsi, tout comme des magnets,
											mais à des échelles nanométriques.
											L'usinage laser: des imprimantes 3D qui fabriquent de façon digitale,
											des systèmes fonctionnels, jusqu'à la construction de bâtiments,
											non pas avec des plans d'architectes,
											mais en aillant des briques qui déterminent la forme du bâtiment.
									","
											So, you'll hear, tomorrow, from Saul Griffith. He was one of the
											first students to emerge from this program.
											We started to figure out how you can compute to fabricate.
											This was just a proof of principle he did of tiles
											that interact magnetically, where you write a code,
											much like protein folding, that specifies their structure.
											So, there's no feedback to a tool metrology;
											the material itself codes for its structure in just the same ways
											that protein are fabricated. So, you can, for example, do that.
											You can do other things. That's in 2D. It works in 3D.
											The video on the upper right — I won't show for time —
											shows self-replication, templating so something can make something
											that can make something, and we're doing that now over, maybe,
											nine orders of magnitude. Those ideas have been used to show
											the best fidelity and direct rate DNA to make an organism,
											in functionalizing nanoclusters with peptide tails
											that code for their assembly — so, much like the magnets,
											but now on nanometer scales.
											Laser micro-machining: essentially 3D printers that digitally fabricate
											functional systems, all the way up to building buildings,
											not by having blueprints,
											but having the parts code for the structure of the building.
									","
											Entonces, mañana escucharán de Saul Griffith. Él es uno de los
											primeros estudiantes que terminaron este programa.
											Empezamos a considerar cómo podrías ""calcular para fabricar"".
											Esto es sólo la prueba de un principio que hizo con mosaicos
											que interactúan magnéticamente, en los que escribes en código,
											muy parecido al plegamiento de las proteínas, que especifica su estructura.
											Así, no hay retroalimentación a una herramienta de metrología,
											el material se codifica a sí mismo por su estructura de la misma forma en que
											las proteínas son fabricadas. Así, puedes, por ejemplo, hacer eso.
											Puedes hacer otras cosas. Esto es en 2D. Funciona en 3D.
											El video en la esquina superior derecha - que no mostraré por falta de tiempo -
											muestra auto-replicación, moldeado, para que algo pueda hacer algo
											que pueda hacer algo, y estamos haciendo eso ahora en, tal vez,
											nueve órdenes de magnitud. Estas ideas han sido utilizadas para mostrar
											el ADN de mayor fidelidad y tasa directa para formar un organismo
											en funcionalización de nanoclusters con enlaces peptídicos
											que codifican su ensamblaje. Así, funcionan muy parecido a los imanes,
											pero ahora en escalas nanométricas.
											Micromecanizado por láser: esencialmente impresoras 3D que fabrican digitalmente
											sistemas funcionales, hasta incluso construir edificios,
											no por medio de planos,
											sino haciendo que las partes se codifiquen a si mismas para a la estructura del edificio.
									",Unleash your creativity in a Fab Lab,Neil Gershenfeld,17:18,"computers,culture,engineering,invention,materials,science,social change,technology,education,code"
"
","
","
",Unleash your creativity in a Fab Lab,Neil Gershenfeld,17:18,"computers,culture,engineering,invention,materials,science,social change,technology,education,code"
"
											Ce sont des exemples de technologies emergeant dans les laboratoires
											pour la fabrication digitale. Des ordinateurs qui ne controllent pas des outils
											mais des ordinateurs qui sont des outils, pour lesquels le résultat d'un programme
											est un réarrangement d'atomes tout autant que des bits.
											Maintenant, pour faire ca — avec l'argent de vos impots, merci —
											j'ai acheté toutes ces machines. Nous avons fait une demande modeste
											à notre organisme de financement. Nous voulions pouvoir créer tout, de n'importe quelle taille,
											le tout dans un seul espace, parce qu'on ne peut pas faire de ségregation pour la fabrication digitale
											par discipline ou par la taille.
											Ainsi, nous avons regroupé des imprimantes spécialisées,
											des machines pour découper avec de l'eau sous pression, des systèmes pour l'usinage de précision.
									","
											So, these are early examples in the lab of emerging technologies
											to digitize fabrication. Computers that don't control tools
											but computers that are tools, where the output of a program
											rearranges atoms as well as bits.
											Now, to do that — with your tax dollars, thank you —
											I bought all these machines. We made a modest proposal
											to the NSF. We wanted to be able to make anything on any length scale,
											all in one place, because you can't segregate digital fabrication
											by a discipline or a length scale.
											So we put together focused nano beam writers
											and supersonic water jet cutters and excimer micro-machining systems.
									","
											Así, estos son los primeros ejemplos en el laboratorio de tecnologías emergentes
											para digitalizar la fabricación. Computadoras que no controlan herramientas
											sino computadoras que son herramientas, en donde la salida de un programa
											reordena los átomos así como los bits.
											Ahora, para hacer eso - con sus impuestos, muchas gracias -
											compré todas estas máquinas. Hemos hecho una modesta propuesta
											a la Fundación Nacional para las Ciencias (NSF). Queríamos ser capaces de hacer cualquier cosa en cualquier escala,
											todo en un lugar, porque no puedes separar la fabricación digital
											por disciplinas o por una escala de longitud.
											Así que juntamos nano-rayos escritores enfocados
											y cortadores supersónicos de agua y sistemas de micro-mecanización de excímeros
									",Unleash your creativity in a Fab Lab,Neil Gershenfeld,17:18,"computers,culture,engineering,invention,materials,science,social change,technology,education,code"
"
","
","
",Unleash your creativity in a Fab Lab,Neil Gershenfeld,17:18,"computers,culture,engineering,invention,materials,science,social change,technology,education,code"
"
											Mais nous avions un problème. Une fois qu'on a reçu toutes ces machines,
											je passais un part trop importante de mon temps à former les élèves pour l'utilisation de ces machines.
											Ainsi, j'ai commencé à enseigner une classe, appelée modestement,
											""Comment fabriquer presque tout"". Et je ne voulais pas être provocateur,
											c'était juste pour quelques élèves chercheurs.
											Mais le premier jour, la classe ressemblait à ça.
											Vous savez, des centaines de personnes, qui viennent en priant
											toute ma vie, j'ai voulu prendre un cours comme ca. Je ferais n'importe quoi pour le faire.
											Ensuite, ils demandent: Ca peut etre enseigné au MIT? Ca à l'air trop utile?
											Et ensuite...
											(rire)
											la chose la plus surprenante, c'est qu'ils n' étaient pas là pour faire de la recherche.
											Ils étaient là parce qu'ils voulaient fabriquer des choses.
											Ils n'avaient pas le bagages technique conventionel.
											Et après un semestre, ils avaient des compétences nouvelles.
									","
											But I had a problem. Once I had all these machines,
											I was spending too much time teaching students to use them.
											So I started teaching a class, modestly called,
											""How To Make Almost Anything."" And that wasn't meant to be provocative;
											it was just for a few research students.
											But the first day of class looked like this.
											You know, hundreds of people came in begging,
											all my life I've been waiting for this class; I'll do anything to do it.
											Then they'd ask, can you teach it at MIT? It seems too useful?
											And then the next —
											(Laughter)
											— surprising thing was they weren't there to do research.
											They were there because they wanted to make stuff.
											They had no conventional technical background.
											At the end of a semester they integrated their skills.
									","
											Pero tenía un problema. Una vez que tuve todas estas máquinas,
											perdía mucho tiempo en enseñar a los estudiantes cómo usarlas.
											Así que empecé una clase, modestamente llamada,
											""Cómo hacer prácticamente todo"". Y no pretendía ser provocativo,
											era solo para unos cuantos estudiantes de investigación.
											Pero el primer día de clase se veía así.
											Ya saben, cientos de personas llegaron rogando,
											""toda mi vida esperé por esta clase, haré todo lo necesario para lograrlo"".
											Entonces preguntaban, ¿puede enseñarlo en el MIT? ¿Parece muy útil?
											Y entonces la siguiente —
											(risas)
											— cosa sorprendente era que no estaban allí para hacer investigación.
											Ellos querían la clase porque querían hacer cosas.
											No tenían formación técnica convencional.
											Y al final del semestre habían integrado sus capacidades.
									",Unleash your creativity in a Fab Lab,Neil Gershenfeld,17:18,"computers,culture,engineering,invention,materials,science,social change,technology,education,code"
"
","
","
",Unleash your creativity in a Fab Lab,Neil Gershenfeld,17:18,"computers,culture,engineering,invention,materials,science,social change,technology,education,code"
"
											Je vais vous montrer une ancienne vidéo. Kelly était sculpteur, et voilà ce qu'elle a fait
											pour son projet de classe.
									","
											I'll show an old video. Kelly was a sculptor, and this is what she did
											with her semester project.
									","
											Les voy a mostrar un viejo video. Kelly era una escultora, y esto es lo que hizo
											con su proyecto semestral.
									",Unleash your creativity in a Fab Lab,Neil Gershenfeld,17:18,"computers,culture,engineering,invention,materials,science,social change,technology,education,code"
"
","
","
",Unleash your creativity in a Fab Lab,Neil Gershenfeld,17:18,"computers,culture,engineering,invention,materials,science,social change,technology,education,code"
"
											(Video): Kelly: Bonjour, je m'appelle Kelly et c'est mon compagnon de cri.
											Vous êtes vous déjà trouvé dans une situation
											où vous voulez crier, mais vous ne pouvez pas parce que vous êtes au boulot,
											dans une salle de cours, en train de surveiller vos enfants,
											ou dans un tas d'autres situations où ce n'est juste pas permis?
											Et bien, le compagnon de cri est un espace portable pour crier.
											Quand l'utilisateur crie dans son compagnon de cri, son cri est silencieux.
											C'est aussi enregistré pour une libération ultérieure, où, quand et comment
											l'utilisateur le désire.
											(cri)
											(rires) (applaudissements)
									","
											(Video): Kelly: Hi, I'm Kelly and this is my scream buddy.
											Do you ever find yourself in a situation
											where you really have to scream, but you can't because you're at work,
											or you're in a classroom, or you're watching your children,
											or you're in any number of situations where it's just not permitted?
											Well, scream buddy is a portable space for screaming.
											When a user screams into scream buddy, their scream is silenced.
											It is also recorded for later release where, when and how
											the user chooses.
											(Scream)
											(Laughter) (Applause)
									","
											(Video): Kelly: Hola, soy Kelly y este es mi amigo gritón.
											¿Te has encontrado alguna vez en una situación
											en la que realmente necesitas gritar, pero no puedes porque estás en el trabajo,
											o en un salón de clase, o estás cuidando a tus niños,
											o te encuentras en una de esas situaciones en las que simplemente no está permitido?
											Bueno, el amigo gritón es un espacio portátil para gritar.
											Cuando un usuario grita en su amigo gritón, su grito es silenciado.
											También se graba para liberarlo posteriormente, donde, cuando y como
											el usuario elija.
											(Grito)
											(Risas)(Aplausos)
									",Unleash your creativity in a Fab Lab,Neil Gershenfeld,17:18,"computers,culture,engineering,invention,materials,science,social change,technology,education,code"
"
","
","
",Unleash your creativity in a Fab Lab,Neil Gershenfeld,17:18,"computers,culture,engineering,invention,materials,science,social change,technology,education,code"
