en,es,tr,pt,title,speaker,duration,tags
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
											You see, the internet
has this interesting quality.
											In one way, it totally
brought the world together,
											and I remember being a kid
											and all of this utopian propaganda
was being dumped on us
											about how the World Wide Web
											was going to span the reaches
of people across the globe.
											But as it turns out, people are people.
									","
											Entienden, internet
tiene una cualidad interesante.
											En un sentido,
ha unido al mundo íntegramente,
											y recuerdo cuando era niño,
											y todas las propagandas utópicas
eran depositadas en nosotros,
											sobre cómo la web,
											iba a alcanzar a todo el mundo.
											Pero resulta que la gente es gente.
									","
											İşte, internetin
böyle ilginç bir yönü var.
											Bir şekilde, 
insanları bir araya getirdi,
											çocukluğumda,
											bu ütopik propaganda
üzerimize boca edilirdi
											World Wide Web nasıl da
											küresel çapta insanları birleştirecekti.
											Şimdi bakıyoruz, herkes yine aynı.
									","
											A Internet tem uma qualidade interessante.
											De certa forma, reuniu o mundo inteiro.
											Eu lembro-me de, em criança,
											toda aquela propaganda utópica
que era despejada em cima de nós
											sobre como a World Wide Web
											ia permitir ligar todas as pessoas
do planeta inteiro.
											Mas acontece que as pessoas são pessoas.
									",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
											(Laughter)
									","
											(Risas)
									","
											(Kahkahalar)
									","
											(Risos)
									",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
											And this magical superhighway
											also took the demons of our nature
											and gave them Ferraris.
									","
											Y esta mágica superautopista
											también se llevó
los demonios de la naturaleza,
											y les dieron Ferraris.
									","
											Bu sihirli süper otoyol
											insan doğasının kötü yönlerini aldı
											bunlara birer Ferrari dağıttı.
									","
											Esta super autoestrada mágica
											também atraiu os demónios
da nossa natureza
											e deu-lhes Ferraris.
									",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
											(Laughter)
									","
											(Risas)
									","
											(Kahkahalar)
									","
											(Risos)
									",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
											You see, technology, y'all,
is a lot like money.
											It just brings out what's already
inside you and amplifies it.
											And so I soon became familiar
with the phenomenon of the internet troll.
											These guys seem to live
beneath the bridges
											of said superhighway —
									","
											La tecnología se parece mucho al dinero.
											Saca lo que ya está 
dentro de ti y lo amplifica.
											Así que rápidamente me familiaricé 
con los fenómenos del troleo virtual.
											Parecía que ellos vivían 
debajo de los puentes
											de la dicha superautopista.
									","
											Yani, diyorum ki bu teknoloji denen şey 
paraya çok benziyor.
											İçinizdekini ortaya çıkarıyor
ve onu büyüttükçe büyütüyor.
											Böylece internet trolü denen 
olguyla da hemen tanıştım.
											Bu arkadaşlar şu dediğim
süper otoyolda
											köprü altında yaşıyorlar —
									","
											A tecnologia é um pouco como o dinheiro.
											Só nos dá o que já existe
dentro de nós e amplifica-o.
											Por isso, depressa me familiarizei
com o fenómeno do ""troll"" da Internet.
											Parece que esses tipos vivem
debaixo das pontes da tal autoestrada.
									",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
											(Laughter)
									","
											(Risas)
									","
											(Kahkahalar)
									","
											(Risos)
									",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
											And they also missed the memo about
the enlightenment of the internet age.
											I remember being called
											highly colorful racial slurs
											by those who use
the anonymity of the internet
											as a Klan hood.
											And some of them
were pretty creative, actually,
											but others were pretty wounding,
											especially navigating
the post-traumatic world
											of a police brutality survivor
											in the height of Black Lives Matter,
											with all of these people
being killed on my timeline.
											To these trolls, I wasn't a human.
											I was an idea, an object,
											a caricature.
											Did I mention that this race stuff
can be kind of divisive?
											You see, I'm an innately curious person
											and as I drew my sword to engage
in epic battles in the comment section —
									","
											Y también les faltaba el mensaje
del entendimiento de la era virtual.
											Recuerdo haber recibido
											insultos raciales muy fuertes
											de quienes usan
el anonimato de internet,
											como un capucha del Klan.
											Y algunos eran muy creativos, por cierto,
											pero otros eran muy hirientes,
											especialmente al navegar
el mundo postraumático
											de un sobreviviente
de la brutalidad policial
											a la altura de Black Lives Matter
											con toda esta gente siendo asesinada
durante mi propio espacio de tiempo
											Para estos troles, yo no era humano.
											Era una idea, un objeto,
											una caricatura.
											¿Mencioné que esto del racismo
puede causar polémicas?
											Soy una persona innatamente curiosa,
									","
											Bir de, internet çağı aydınlanması
hakkındaki duyuruyu kaçırmışlar.
											Bana oldukça renkli, radikal karalama sözleri
											söylendiğini hatırlıyorum.
											Söyleyenler internet
anonimliğinden faydalanıyordu
											bir çete gibi.
											Bunların bazıları
hakikaten çok yaratıcıydı
											ama çoğu çok yaralayıcıydı,
											özellikle de şu polis şiddeti
yaşamış kişinin
											travma sonrası dünyasına sızanlar.
											Siyah Yaşamlar Önemlidir 
zamanlarında
											çok sayıda ölüme
tanıklık ederken.
											Bu troller için ben insan değildim.
											Bir fikirdim, bir nesneydim,
											bir karikatürdüm.
											Bu ırk meselesinin
kutuplaştırdığını söylemiş miydim?
											Görüyorsunuz,
doğuştan meraklı biriyim
											ve yorumlar kısmında destansı bir savaşa
girmek üzere kılıcımı çektiğimde
									","
											Também nunca ouviram falar
do iluminismo da era da Internet.
											Lembro-me que me insultaram
											com insultos racistas, muito coloridos.
											Eram os que usavam
o anonimato da Internet,
											como um capuz da Ku Klux Klan.
											Alguns deles eram muito criativos
											mas outros eram muito ferinos,
											sobretudo para um sobrevivente
num mundo pós-traumático
											da brutalidade da polícia
											no auge do Black Lives Matter,
											com todas aquelas pessoas
a serem mortas no meu tempo.
											Para esses ""trolls"", eu não era
um ser humano.
											Eu era uma ideia, um objeto,
											uma caricatura.
											Eu já disse que essa coisa da raça
pode ser fator de divisão?
											Eu sou uma pessoa curiosa por natureza
											e, quando ergui a espada para me envolver
em batalhas épicas de comentários...
									",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
											(Laughter)
									","
											y cuando me uní a la épica batalla
en la sección de comentarios
									","
											(Kahkahalar)
									","
											(Risos)
									",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
											I also began to notice
											that a few of my trolls
actually had brains,
											which made me even more curious
and what to understand them even further.
											And although these supposed morons
											engaged in what appeared
to be original thought,
											I said to myself,
											""Um, these guys are highly misinformed,
											at least according to my knowledge.""
											Where are these guys
getting these arguments from?
											Like, was there some kind
of alternative universe
											with alternative facts?
									","
											(Risas)
											me di cuenta
											de que, en realidad, algunos 
de mis troles tenían cerebro.
											Eso me generó aún más curiosidad
y quería entenderlos mucho más.
											Y aunque estos supuestos tontos
											se involucraron en lo que parece ser
el pensamiento original,
											me dije a mí mismo,
											""estos chicos están 
muy desinformados,
											al menos según mi conocimiento"".
											¿De dónde sacan esos argumentos?
											¿Existía alguna especie 
de universo alternativo,
									","
											farkına vardım ki,
											benim trollerin pek azının
bir beyni vardı,
											bu beni daha da meraklandırdı,
onları daha fazla anlamak istedim.
											Bu moron saydığım kişiler
											bazı özgün gözüken fikirlere sahipti.
											Kendi kendime dedim ki,
											""Bunlar yanlış bilgilenmiş olmalı,
											en azından tahminim böyle.""
											Bunlar bu fikirleri 
nereden ediniyorlar?
											Alternatif gerçeklerin yer aldığı
bir tür alternatif
											bir evren mi var?
									","
											também comecei a reparar
											que alguns dos meus ""trolls""
afinal tinham miolos,
											o que me fez ficar ainda mais curioso
e querer percebê-los melhor.
											Embora esses supostos cretinos
											se envolvessem no que 
parecia ser um pensamento original,
											disse para mim mesmo:
											""Hum, estes tipos estão
muito mal informados,
											""pelo menos, segundo aquilo que eu sei"".
											Onde é que estes tipos
vão buscar estes argumentos?

											Ou seja, haveria qualquer
universo alternativo
											com factos alternativos?
									",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
											(Laughter)
									","
											con hechos alternativos?
									","
											(Kahkahalar)
									","
											(Risos)
									",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
											(Applause)
									","
											(Risas)
									","
											(Alkışlar)
									","
											(Aplausos)
									",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
											Was history and gravity
optional over there?
											I don't know.
											But I needed to know.
Like, I wanted to know.
											And as it turns out, I had no idea
about digital echo chambers.
											That same target marketing algorithm
											that feeds you more
of the products you like to buy
											also feeds you more
of the news that you like to hear.
											I had been living in an online universe
											that just reflected
my worldview back to me.
											So my timeline was pretty liberal.
											I had no Breitbart
or Infowars or Fox News.
											No, no, I was all MSNBC
and The Daily Show,
											CNN and theGrio, right?
											Well, these trolls were hopping
the dimensional doorway
											and I needed to figure out how.
									","
											(Aplausos)
											¿Acaso la historia y la gravedad
eran opcionales allí?
											No lo sé.
											Pero tenía que saberlo.
Deseaba saberlo.
											Y resultó que no tenía idea
sobre las cámaras de eco digital.
											Ese mismo algoritmo
con fines de mercadeo
											que te ofrece más de los productos
que te gustan comprar,
											también te alimenta con más noticias 
de las que deseas escuchar.
											He estado viviendo en un mundo virtual
											que solo reflejaba
otra vez mi visión del mundo.
											Así, mi espacio era muy liberal.
											No tenía Breitbart 
o Infowars o Fox News.
											No, no, yo era todo el MSNBC
y la serie de The Daily Show,
											CNN y The Grio, ¿verdad?
											Estos troles estaban brincando
a la puerta dimensional,
									","
											Tarih ve yerçekimi
orada seçimlik mi?
											Bilemiyorum.
											Ama bilmem gerekiyordu.
Bilmek istiyordum.
											Anlaşılan, dijital eko halkaları
hakkında hiç fikrim yoktu
											Hani şu hedef kitle düzeneğinde
											almak istediğiniz şeyler
sürekli karşınıza çıkarılır ya,
											bu da duymak istediğiniz haberleri
sürekli karşınıza çıkarıyor.
											Böylesine bir çevrimiçi evrende yaşıyordum,
											kendi dünya görüşüm 
bana geri yansıtılıyordu.
											Benim ana ekranım oldukça liberaldi.
											Bende ne Breitbart, ne Infowars
ne de Fox Haber vardı.
											Sadece MSNBC,
The Daily Show,
											CNN ve theGrio, o kadar işte.
											Bu troller ise boyutlar
arasında geçişler yapıyorlardı
											nasıl yaptıklarını bulmam lazımdı.
									","
											Nesse universo, a história
e a gravidade seriam opcionais?
											Não sei.
											Mas precisava de saber,
ou seja, eu queria saber.
											Acontece que eu ignorava tudo
sobre as câmaras de ressonância digitais.
											esse algoritmo de alvo comercial
											que nos impinge mais produtos
daqueles que gostamos de comprar
											e também nos impinge mais notícias
daquelas que gostamos de ouvir.
											Eu tinha vivido num universo ""online""
											que apenas refletia as minhas opiniões.
											Assim, o meu espaço era muito liberal.
											Não tinha Breitbart,
nem Infowars, nem Fox News.
											Não, eu era só o MSNBC
e o The Daily Show,
											a CNN e o Grio.
											Aqueles ""trolls"" saltavam
as portas dimensionais
											e eu tinha de perceber como era.
									",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
											(Laughter)
									","
											y necesitaba averiguar cómo.
									","
											(Kahkahalar)
									","
											(Risos)
									",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
											So what I decided to do
											was trick the Facebook algorithm
											into feeding me more news
that I didn't necessarily agree with,
											and this worked fine for a while,
but it wasn't enough,
											because my online footprint
											already established the patterns
that I like to hear.
											So with the anonymity of the internet,
											I went undercover.
									","
											(Risas)
											Así que lo que decidí hacer fue
											engañar al algoritmo de Facebook
											para nutrirme de más noticias 
con las que no siempre estaba de acuerdo.
											Y funcionó por un tiempo,
pero no era suficiente,
											porque mi presencia en línea
											ya había establecido los patrones
que me gusta escuchar.
											Entonces con el anonimato de internet,
									","
											Şunu yapmaya karar verdim,
											Facebook algoritmasını aldatacaktım.
											Aynı görüşte olmadığım haberlerin
bana ulaşmasını sağlayacaktım,
											bu bir süre işe yarasa da,yeterli olmadı.
											Çünkü çevrimiçi ayak izlerim
											neleri duymak istediğimi
çoktan belirlemişti.
											Böylece, internetin anonimliğini 
kullanarak
											Tebdil-i kıyafet giyindim
									","
											Por isso, decidi
											ludibriar o algoritmo do Facebook
											para me fornecer mais notícias
com que eu não concordava.
											Isso funcionou durante algum tempo,
mas não foi suficiente.
											porque a minha pegada ""online""
											já tinha estabelecido os padrões
que eu gostava de ouvir.
											Então, ao abrigo do anonimato da Internet,
											infiltrei-me.
									",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
											(Laughter)
									","
											me fui de incógnito.
									","
											(Kahkahalar)
									","
											(Risos)
									",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
											I set up this ghost profile
and went crazy.
											Now, on a practical level,
it was very simple,
											but on an emotional level,
it was kind of daunting,
											especially with the racist vitriol
that I had experienced.
											But what I didn't realize
is that my trolls were inoculating me,
											thickening my skin,
											making me immune to viewpoints
that I didn't necessarily agree with,
											and so I didn't react to the same things
as I would have several months prior.
											All right? So I pressed on.
									","
											(Risas)
											Puse un perfil fantasma
y fue una locura.
											Ahora a un nivel práctico,
era muy simple,
											pero a un nivel emocional,
era un poco desalentador,
											con la fuerte crítica racista
que había experimentado.
											Pero no me di cuenta de que mis troles
estaban vacunándome,
											espesando mi piel,
											haciéndome inmune a las opiniones 
con las que no siempre estaba de acuerdo,
											y no reaccioné a las mismas cosas
como habría sucedido meses antes.
									","
											Hayali bir profil oluşturdum
ve çılgınca şeyler yapmaya başladım.
											Uygulamada bu gayet basit bir şeydi,
											oysa duygusal düzlemde,
özellikle de tanık olduğum
											ırkçı ve sert sözleri duyunca, 
ürkütücüydü.
											Farkına varmadığım şey ise,
benim trollerin beni bir tür aşıladığı,
											derimi kalınlaştırdığı,
											hemfikir olmadığım görüşlere karşı
bağışıklık kazandırdığıydı,
											bu sayede, birkaç ay önce
vereceğim tepkileri artık vermiyordum.
											İşte böyle, devam ettim.
									","
											Criei um perfil fantasma
e fiz de maluco.
											A nível prático, foi muito simples
											mas, a nível emocional, foi assustador,
											especialmente com o vitríolo racista
que eu tinha experimentado.
											Mas o que eu não me apercebi
é que os meus ""trolls"" me inoculavam,
											endureciam a minha pele,
											tornavam-me imune a pontos de vista
com que eu não concordava.
											Por isso, eu não reagia às mesmas coisas
a que teria reagido semanas antes.
											Certo? Por isso, continuei.
									",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
											Noticing that this stuff
also worked on YouTube,
											I became Lucius25,
white supremacist lurker —
									","
											¿Muy bien? Entonces seguí adelante.
											Al darme cuenta que esto
también funcionaba en YouTube,
									","
											Bunların YouTube'da da
işe yaradığını görünce
											Lucius25 oldum,
pusuda bekleyen üstün beyaz—
									","
											Quando reparei que aquela coisa
também funcionava no YouTube,
											passei a ser Lucius25,
um ""observador"" branco suprematista.
									",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
											(Laughter)
									","
											Me convertí en Lucius25, trol 
de la supremacía de los blancos.
									","
											(Kahkahalar)
									","
											(Risos)
									",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
											And digitally I began to infiltrate
the infamous alt-right movement.
											Now, my doppelgänger
											was Edgar Rice Burroughs'
John Carter character —
									","
											(Risas)
											Y empecé a infiltrarme en el movimiento
de la derecha alternativa.
											Mi doble
									","
											Ve dijital olarak o namussuz aşırı sağ
hareketinin içine sızmaya başladım.
											Benim bir yerlerde yaşayan kopyam
											Edgar Rice Burroughs 
karakteri John Carter'dı.
									","
											Digitalmente, comecei a infiltrar-me
no movimento ultrajante de extrema-direita.
											O meu sósia
											era John Carter, a personagem
de Edgar Rice Burrough...
									",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
											(Laughter)
									","
											era el personaje John Carter,
de Edgar Rice Burroughs,
									","
											(Kahkahalar)
									","
											(Risos)
									",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
											a sci-fi hero who was once
a Confederate soldier.
											And to think, like, years ago,
I would have needed acting training
											and, like, makeup and a fake ID.
											Now I could just lurk.
											And so I started
											with a little Infowars,
											went on into some American Renaissance,
											National Vanguard Alliance,
											and, you know, I started
commenting on videos,
											talking bad about Al Sharpton
and Black Lives Matter.
											I started bemoaning race baiters
like Eric Holder and Barack Obama
											and just mirroring
the antiblack sentiments
											that were thrown at me.
											And to be honest,
it was kind of exhilarating.
									","
											(Risas)
											un héroe de ciencia ficción 
que fue un soldado confederado.
											Y habría necesitado 
entrenamiento actoral,
											y maquillaje y una falsa identificación.
											Ahora solo podría espiar.
											Así que empecé
											con un poco de Infowars,
											continué con revistas
como American Renaissance,
											National Vanguard Alliance,
											y, saben, 
empecé a comentar en los videos,
											hablando mal de Al Sharpton
y Black Lives Matter.
											Empecé a quejarme de los racistas 
como Eric Holder y Barack Obama.
											Y solo reflejando las opiniones
en contra de los negros,
											que eran lanzados hacia mí.
									","
											eskiden konfederasyon askeri
olan bir bilim kurgu kahramanı.
											Çok önceleri
oyunculuk eğitimi almış gibi
											makyaj ve sahte bir kimlik de varmış gibi.
											Artık pusuya yatabilirdim.
											Böylece işe koyuldum
											biraz Infowars takıldım,
											biraz American Renaissance sitesine,
											biraz National Vanguard Alliance'a
											videolara yorum yapmaya başladım.
											Al Sharpton ve Siyah Hayatlar Önemlidir 
hareketi hakkında kötü konuştum.
											Irkçılığı kaşıyan Eric Holder ve Barack
Obama gibilerini kötülemeye başladım,
											bana ulaşan siyah karşıtı
yorumları
											ayna gibi yansıttım.
											Dürüst olmak gerekirse,
biraz keyifliydi.
									","
											um herói da ficção científica
que tinha sido soldado da Confederação.
											Pensando bem, há anos,
eu teria precisado de um treino ativo,
											de maquilhagem e de uma falsa identidade.
											Agora, bastava-me espreitar.
											Então, comecei
											com um pouco de Infowars,
											fui buscar o Renascimento Americano,
											a Aliança Nacional de Vanguarda
											e comecei a comentar os vídeos,
											a falar mal de Al Sharpton
e do Black Lives Matter.
											Comecei a deitar abaixo
os que provocam as críticas raciais
											como Eric Holder e Barack Obama
											e a encarnar os sentimentos
contra os negros
											que me eram dirigidos.
											Para ser franco, era muito divertido.
									",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
											(Laughter)
									","
											Y para ser honesto, era estimulante.
									","
											(Kahkahalar)
									","
											(Risos)
									",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
											Like, I would literally spend days
clicking through my new racist profile —
									","
											(Risas)
									","
											Günlerim yeni ırkçı profilim
içinde geçebilirdi.
									","
											Passava dias inteiros a clicar
no meu novo perfil racista...
									",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
"
","
","
","
",A black man goes undercover in the alt-right,Theo E.J. Wilson,18:20,"race,politics,Internet,United States,TEDx,compassion,community"
