en,es,fr,de,tr,title,speaker,duration,tags
"
","
","
","
","
",The art of creating awe,Rob Legato,16:27,"creativity,culture,entertainment,film,history,art,movies"
"
											(Music)
									","
											(Música)
									","
											(Musique)
									","
											(Musik)
									","
											(Müzik)
									",The art of creating awe,Rob Legato,16:27,"creativity,culture,entertainment,film,history,art,movies"
"
","
","
","
","
",The art of creating awe,Rob Legato,16:27,"creativity,culture,entertainment,film,history,art,movies"
"
											Tom Hanks: Hello, Houston, this is Odyssey.
											It's good to see you again. (Cheers) (Music)
									","
											Tom Hanks: Hola, Houston, este es el Odyssey.
											Es un gusto volverlos a ver. (Aplausos) (Música)
									","
											Tom Hanks : Bonjour, Houston, ici Odyssey.
											Content de vous revoir.
(Bravos) (Musique)
									","
											Tom Hanks: ""Hallo, Houston, hier ist die ""Odyssey"".
											Es ist schön euch wieder zu sehen."" (Jubel) (Musik)
									","
											Tom Hanks: Merhaba,
Houston, burası Odyssey.
											Sizi yeniden görmek güzel.
(Alkış) (Müzik)
									",The art of creating awe,Rob Legato,16:27,"creativity,culture,entertainment,film,history,art,movies"
"
","
","
","
","
",The art of creating awe,Rob Legato,16:27,"creativity,culture,entertainment,film,history,art,movies"
"
											Rob Legato: I pretend they're clapping for me.
									","
											Rob Legato: Imagino que me aplauden.
									","
											Rob Legato : Je fais semblant qu'ils m'applaudissent.
									","
											Rob Legato: Ich tue so, als würden 
sie für mich klatschen.
									","
											Rob Legato: Bana
alkışlıyorlar gibi yapacağım.
									",The art of creating awe,Rob Legato,16:27,"creativity,culture,entertainment,film,history,art,movies"
"
","
","
","
","
",The art of creating awe,Rob Legato,16:27,"creativity,culture,entertainment,film,history,art,movies"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Lachen)
									","
											(Gülüşmeler)
									",The art of creating awe,Rob Legato,16:27,"creativity,culture,entertainment,film,history,art,movies"
"
","
","
","
","
",The art of creating awe,Rob Legato,16:27,"creativity,culture,entertainment,film,history,art,movies"
"
											So now I'm in a parking lot. Basically it's a tin can,
											and I'm basically recreating the launch with
											fire extinguishers, fire, I have wax that I threw
											in front of the lens to look like ice, and so basically
											if you believed any of the stuff that I just showed you,
											what you were reacting to, what you're emoting to,
											is something that's a total falsehood, and I found that
											really kind of fascinating.
									","
											Estoy ahora en un estacionamiento. Eso no es más que una lata,
											y prácticamente estoy recreando el despegue con
											extintores y fuego. Además puse cera
											frente a los lentes para que parezca hielo, entonces,
											si creyeron todo lo que les acabo de mostrar,
											a lo que estaban reaccionando, lo que les producía emoción,
											es algo totalmente falso, y lo encuentro
											realmente fascinante.
									","
											Là je suis dans un parking.
Fondamentalement, c'est une boite de conserve,
											et je suis en train de recréer le lancement
											avec des extincteurs, du feu,
j'ai de la cire que je lance
											devant l'objectif pour que ça ressemble
à de la glace, et donc
											si vous avez cru à ce que je vous ai montré,
											ce à quoi vous avez réagi,
ce qui vous fait éprouver des émotions,
											ce n'est qu'un complet mensonge,
et j'ai trouvé ça
											assez fascinant.
									","
											Also, ich bin auf einem Parkplatz. 
Im Grunde ist das eine Blechdose,
											und ich stelle den Start mit
											einem Feuerlöscher und Feuer nach. 
Ich habe etwas Wachs, das ich
											vor die Linse warf, 
um auszusehen wie Eis.
											Wenn sie etwas von 
dem Gezeigten geglaubt haben,
											darauf reagiert haben, es sie berührt hat,
											das ist totaler Schwindel. 
Und ich dachte, dass das
											wirklich irgendwie faszinierend ist.
									","
											Şimdi bir otoparktayım.
Bu aslında bir teneke kutu
											ve fırlatılmayı yangın tüpü, alevlerle
											yeniden yaratıyorum,
buz gibi görünmesi için
											lensin önüne mum koydum ve aslında,
											eğer size gösterdiğim
herhangi bir şeye inandıysanız,
											tepki verdiğiniz, duygulandığınız şey
											aslında tamamen sahte
ve ben bunu gerçekten
											büyüleyici buluyorum.
									",The art of creating awe,Rob Legato,16:27,"creativity,culture,entertainment,film,history,art,movies"
"
","
","
","
","
",The art of creating awe,Rob Legato,16:27,"creativity,culture,entertainment,film,history,art,movies"
"
											And in this particular case, this is the climax of the movie,
											and, you know, the weight of achieving it was simply
											take a model, throw it out of a helicopter, and shoot it.
											And that's simply what I did.
											That's me shooting, and I'm a fairly mediocre operator,
											so I got that nice sense of verisimilitude, of a kind of,
											you know, following the rocket all the way down,
											and giving that little sort of edge, I was desperately
											trying to keep it in frame. So then I come up to the next thing.
											We had a NASA consultant who was actually an astronaut,
											who was actually on some of the missions, of Apollo 15,
											and he was there to basically double check my science.
											And, I guess somebody thought they needed to do that.
									","
											En este caso particular, esta es la parte culminante de la película
											y, saben, para lograrlo solo tuve que
											tomar un modelo, tirarlo de un helicóptero y filmarlo.
											Y eso es simplemente lo que hice.
											Ese soy yo filmando, y soy un operador bastante mediocre,
											y obtuve un buen grado de realismo, casi,
											ya saben, siguiendo al cohete en su caída,
											con el toque de realismo que estaba desesperadamente
											tratando de mantener en el encuadre. Pasemos a lo siguiente.
											Tuvimos a un consultor de la NASA que era un verdadero astronauta
											que realmente participó en algunas misiones del Apolo 15
											y que estaba allí, principalmente, para verificar mis conocimientos científicos.
											Supongo que alguien pensó que era necesario.
									","
											Et ce cas en particulier,
c'est le point culminant du film,
											et, vous savez, la réalisation en a été simple,
											il suffisait de prendre un modèle,
le lancer d'un hélicoptère et tourner.
											Et c'est tout simplement ce que j'ai fait.
											Me voilà en train de tourner,
je suis un cadreur assez médiocre,
											mais j'ai ce sens de la vraisemblance,
											vous savez, de suivre la fusée jusqu'au bout,
											et compte tenu de cet enjeu,
je cherchais désespérément
											à la maintenir dans le cadre.
J'en viens à la suite.
											Nous avions un consultant de la NASA
qui était en fait un astronaute,
											qui avait vraiment participé à certaines missions,
à Apollo 15,
											et il était là pour contrôler les aspects scientifiques.
											Je suppose que quelqu'un a cru
que c'était nécessaire.
									","
											Und in diesem bestimmten Fall ist 
das der Höhepunkt des Films,
											und die Art ihn zu erreichen war,
											einfach ein Modell zu nehmen, es aus 
einem Helikopter zu werfen und zu filmen.
											Und das habe ich einfach gemacht.
											Das bin ich beim filmen. Und ich bin ein 
ziemlich mittelmäßiger Kameramann,
											also habe ich eine nette Art von 
Realitätsnähe erreicht, indem ich
											der Rakete den ganzen Weg nach unten folgte.
											Es gab dem Ganzen das gewisse Etwas,
											wie ich verzweifelt versuche es im Bild zu behalten. 
Zum nächsten Punkt.
											Wir hatten einen Berater von der NASA, 
der tatsächlich ein Astronaut war.
											Er war tatsächlich auf 
ein paar Missionen, bei Apollo 15,
											und er war im Grunde dazu da, 
die Korrektheit meiner Arbeit zu überprüfen.
											Ich nehme an, jemand dachte, das sei nötig.
									","
											Bu hususta, filmin yükselme noktası burası
											ve bunu başarmak yalnızca bir modeli alıp
											helikopterden atıp çekerek gerçekleşti.
											Yaptığım şey buydu.
											Bu çeken benim
ve vasat bir yöneticiyim,
											bu yüzden iyi bir
gerçeklik hissine sahibim,
											yani roketi aşağıya kadar takip etmek,
											biraz keskinlik vermek; onu çerçeve
											içerisinde tutmaya çalışıyordum.
Sonrakine geçelim.
											Apollo 15 görevlerinde
gerçekten çalışan bir NASA
											astronotu da danışmanımızdı
											ve becerimi kontrol etmek için oradaydı.
											Birileri bunun olması
gerektiğini düşündü sanırım.
									",The art of creating awe,Rob Legato,16:27,"creativity,culture,entertainment,film,history,art,movies"
"
","
","
","
","
",The art of creating awe,Rob Legato,16:27,"creativity,culture,entertainment,film,history,art,movies"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Lachen)
									","
											(Gülüşmeler)
									",The art of creating awe,Rob Legato,16:27,"creativity,culture,entertainment,film,history,art,movies"
"
","
","
","
","
",The art of creating awe,Rob Legato,16:27,"creativity,culture,entertainment,film,history,art,movies"
"
											I don't know why, but they thought they did.
									","
											No sé por qué, pero así fue.
									","
											Je ne sais pas pourquoi,
mais c'est ce qu'ils ont cru.
									","
											Ich weiß nicht warum, aber das dachten sie.
									","
											Neden bilmiyorum, ama yaptılar.
									",The art of creating awe,Rob Legato,16:27,"creativity,culture,entertainment,film,history,art,movies"
"
","
","
","
","
",The art of creating awe,Rob Legato,16:27,"creativity,culture,entertainment,film,history,art,movies"
"
											So we were, he's a hero, he's an astronaut, and
											we're all sort of excited, and, you know, I gave myself
											the liberty of saying, you know, some of the shots I did
											didn't really suck that bad.
											And so maybe, you know, we were feeling kind of a little
											good about it, so I brought him in here, and he needed
											to really check and see what we were doing,
											and basically give us our A plus report card,
											and so I showed him some shots we were working on,
											and waiting for the reaction that you hope for,
											which is what I got. (Music) (Launch noises)
											So I showed him these two shots,
											and then he basically told me what he thought.
									","
											Entonces, allí estábamos, él es un héroe, un astronauta, y
											estamos entusiasmados, y bueno, me tomé
											la libertad de decir, ya saben, que algunas de mis tomas
											no eran tan malas.
											Y quizás, ya saben, nos sentíamos más o menos
											bien al respecto. Entonces, lo traje hasta aquí, y él tenía
											que verificar y ver lo que realmente estábamos haciendo,
											y, bueno, darnos la nota máxima de aprobación.
											Entonces le mostré algunas de las tomas en las que estábamos trabajando
											esperando que su reacción fuese la que deseábamos,
											que es lo que obtuve. (Música) (Ruidos del despegue)
											Entonces le mostré estas dos tomas,
											y me dijo lo que pensaba.
									","
											Donc nous voilà, c'est un héros, un astronaute,
											et nous sommes tous enthousiasmés,
et j'ai pris la liberté de dire
											que certaines des prises que j'avais faites
											n'étaient pas si nulles que ça.
											Et peut-être, vous voyez,
que nous en étions
											assez satisfaits,
je l'ai donc amené la bas,
											et il fallait vraiment qu'il vérifie
ce que nous étions en train de faire,
											et nous donner un 20 sur 20,
											je lui ai donc montré des plans
sur lesquels nous travaillions,
											et j'ai attendu la réaction dont vous vous doutez,
											et je l'ai obtenue. 
(Musique) (Bruits de lancement)
											Je lui ai donc montré ces deux plans,
											et il m'a dit ce qu'il en pensait.
									","
											Also da war er, er war ein Held, ein Astronaut und
											wir waren alle aufgeregt. 
Sie wissen schon. Ich nehme mir
											die Freiheit zu sagen: ""Einige dieser Aufnahmen
											waren wirklich gar nicht so schlecht!""
											Und vielleicht waren wir ein bisschen
											stolz darauf, also holte ich ihn her und er sollte
											es überprüfen und nachsehen, was wir machten.
											Und im Grunde sollte er uns eine Eins plus geben.
											Und so zeigte ich ihm ein paar Aufnahmen, 
an denen wir arbeiteten
											und wartete auf die von Ihnen erhoffte Reaktion,
											die ich bekam. (Musik) (Start-Geräusche)
											Also zeigte ich ihm diese zwei Aufnahmen
											und er sagte mir dann, was er davon hielt.
									","
											Gözümüzde o bir kahramandı, astronottu
											ve hepimiz heyecanlıydık,
kendimde, çektiğim bazı sahnelerin
											o kadar da kötü olmadığını söyleme
											özgürlüğü buldum.
											Belki de iyi olduklarını hissediyorduk,
											onu oraya getirdim ve yaptığımız şeyi
											görmesi, kontrol etmesi
ve bize A artı rapor kartı
											vermesi gerekiyordu ve çalıştığımız bazı
											sahneleri gösterdim, sizin de umduğunuz
											tepkiyi bekliyordum ve
											o tepkiyi aldım.
(Müzik) (Fırlatılma sesleri)
											Bu iki çekimi gösterdim ve
											bana ne düşündüğünü söyledi.
									",The art of creating awe,Rob Legato,16:27,"creativity,culture,entertainment,film,history,art,movies"
"
","
","
","
","
",The art of creating awe,Rob Legato,16:27,"creativity,culture,entertainment,film,history,art,movies"
"
											(""That's wrong"") (Laughter)
									","
											(«Está mal») (Risas)
									","
											(""Ça ne va pas"")
(Rires)
									","
											(""Das ist falsch"") (Lachen)
									","
											(""Bu yanlış"") (Gülüşmeler)
									",The art of creating awe,Rob Legato,16:27,"creativity,culture,entertainment,film,history,art,movies"
"
","
","
","
","
",The art of creating awe,Rob Legato,16:27,"creativity,culture,entertainment,film,history,art,movies"
"
											Okay. (Laughter)
											It's what you dream about.
									","
											Bueno. (Risas)
											Justo lo que sueñas escuchar.
									","
											Ok. 
(Rires)
											C'était ce dont je rêvais.
									","
											Okay. (Lachen)
											Davon träumen wir doch alle.
									","
											Tamam. (Gülüşmeler)
											Umduğunuz şey buydu.
									",The art of creating awe,Rob Legato,16:27,"creativity,culture,entertainment,film,history,art,movies"
"
","
","
","
","
",The art of creating awe,Rob Legato,16:27,"creativity,culture,entertainment,film,history,art,movies"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Lachen)
									","
											(Gülüşmeler)
									",The art of creating awe,Rob Legato,16:27,"creativity,culture,entertainment,film,history,art,movies"
"
","
","
","
","
",The art of creating awe,Rob Legato,16:27,"creativity,culture,entertainment,film,history,art,movies"
"
											So what I got from him is, he turned to me and said,
											""You would never, ever design a rocket like that.
											You would never have a rocket go up
											while the gantry arms are going out. Can you imagine
											the tragedy that could possibly happen with that?
											You would never, ever design a rocket like that.""
											And he was looking at me. It's like, Yeah, I don't know
											if you noticed, but I'm the guy out in the parking lot
											recreating one of America's finest moments with
											fire extinguishers.
									","
											Lo que sucedió fue que el volteó y me dijo:
											«Nunca, jamás, se diseña un cohete espacial así.
											Un cohete espacial no subiría jamás
											al mismo tiempo en que se liberan los soportes. ¿Puedes imaginar
											la tragedia que podría ocurrir?
											Nunca, jamás, se diseña un cohete espacial así».
											Él me miraba y yo pensaba: creo que no te has dado
											dado cuenta, pero soy el chico en el estacionamiento
											recreando uno de los momentos más importantes de los Estados Unidos
											con extinguidores para incendios.
									","
											Ce que j'ai obtenu de lui
c'est qu'il s'est tourné vers moi en disant,
											« On ne dessinerait jamais une fusée comme ça,
jamais.
											On ne ferait jamais décoller une fusée
											en même temps que les bras de la tour de lancement
se rétractent.
											Vous imaginez le drame qui pourrait se produire ?
											On ne dessinerait jamais une fusée comme ça,
jamais.»
											Il me regardait.
Hé, je ne sais pas
											si vous avez remarqué,
mais je suis le gars sur le parking
											qui a recréé l'un des plus beaux moments
de l’Amérique
											avec des extincteurs.
									","
											Er drehte sich zu mir um und sagte:
											""Man würde nie so eine Rakete bauen.
											Man würde nie eine Rakete starten,
											während die Abschussrampe noch zurückfährt. 
Kannst du dir vorstellen
											zu was für Tragödien das führen könnte?
											Man würde nie, niemals so eine Rakete entwerfen.""
											Und er sah mich an. 
Und ich reagierte so, ich weiß nicht,
											ob es dir aufgefallen ist, aber ich bin der Typ, 
der auf einem Parkplatz
											Amerikas größte Momente nachstellt
											mit Feuerlöschern ...
									","
											Bana döndü ve dedi ki;
											""Asla ve asla böyle
bir roket tasarlayamazsın.
											Kulenin kolları açılırken
											yukarıya giden bir
roketle bunu yapamazsın.
											Sebep olacağı
trajediyi düşünebiliyor musun?
											Asla ve asla böyle
bir roket tasarlayamazsın.""
											Bana bakıyordu.
Fark ettiniz mi bilmiyorum,
											ama ben otoparkta yangın tüpleriyle
											Amerika'nın en güzel anlarından birini
											yaratmaya çalışan kişiyim.
									",The art of creating awe,Rob Legato,16:27,"creativity,culture,entertainment,film,history,art,movies"
"
","
","
","
","
",The art of creating awe,Rob Legato,16:27,"creativity,culture,entertainment,film,history,art,movies"
