en,de,tr,title,speaker,duration,tags
"
","
","
",A video game to cope with grief,Amy Green,10:34,"art,children,communication,cancer,collaboration,humanity,death,technology,gaming,life,parenting,TEDNYC"
"
											(Music)
									","
											(Musik)
									","
											(Müzik)
									",A video game to cope with grief,Amy Green,10:34,"art,children,communication,cancer,collaboration,humanity,death,technology,gaming,life,parenting,TEDNYC"
"
","
","
",A video game to cope with grief,Amy Green,10:34,"art,children,communication,cancer,collaboration,humanity,death,technology,gaming,life,parenting,TEDNYC"
"
											(Giggle)
									","
											(Gekicher)
									","
											(Gülme)
									",A video game to cope with grief,Amy Green,10:34,"art,children,communication,cancer,collaboration,humanity,death,technology,gaming,life,parenting,TEDNYC"
"
","
","
",A video game to cope with grief,Amy Green,10:34,"art,children,communication,cancer,collaboration,humanity,death,technology,gaming,life,parenting,TEDNYC"
"
											(Clapping)
									","
											(Klatschen)
									","
											(El çırpma)
									",A video game to cope with grief,Amy Green,10:34,"art,children,communication,cancer,collaboration,humanity,death,technology,gaming,life,parenting,TEDNYC"
"
","
","
",A video game to cope with grief,Amy Green,10:34,"art,children,communication,cancer,collaboration,humanity,death,technology,gaming,life,parenting,TEDNYC"
"
											(Music)
									","
											(Musik)
									","
											(Müzik)
									",A video game to cope with grief,Amy Green,10:34,"art,children,communication,cancer,collaboration,humanity,death,technology,gaming,life,parenting,TEDNYC"
"
","
","
",A video game to cope with grief,Amy Green,10:34,"art,children,communication,cancer,collaboration,humanity,death,technology,gaming,life,parenting,TEDNYC"
"
											(Video) Dad: Bouncing around,
do you like that?
									","
											(Video) Papa: Macht es dir Spaß,
so herumzuspringen?
									","
											(Video) Baba:
Niye zıpladın, hoşuna mı gitti?
									",A video game to cope with grief,Amy Green,10:34,"art,children,communication,cancer,collaboration,humanity,death,technology,gaming,life,parenting,TEDNYC"
"
","
","
",A video game to cope with grief,Amy Green,10:34,"art,children,communication,cancer,collaboration,humanity,death,technology,gaming,life,parenting,TEDNYC"
"
											(Giggle)
									","
											(Gekicher)
									","
											(Gülme)
									",A video game to cope with grief,Amy Green,10:34,"art,children,communication,cancer,collaboration,humanity,death,technology,gaming,life,parenting,TEDNYC"
"
","
","
",A video game to cope with grief,Amy Green,10:34,"art,children,communication,cancer,collaboration,humanity,death,technology,gaming,life,parenting,TEDNYC"
"
											I love your giggle.
									","
											Ich liebe dein Lachen.
									","
											Nasıl da kıkırdarmış!
									",A video game to cope with grief,Amy Green,10:34,"art,children,communication,cancer,collaboration,humanity,death,technology,gaming,life,parenting,TEDNYC"
"
","
","
",A video game to cope with grief,Amy Green,10:34,"art,children,communication,cancer,collaboration,humanity,death,technology,gaming,life,parenting,TEDNYC"
"
											(Music)
									","
											(Musik)
									","
											(Müzik)
									",A video game to cope with grief,Amy Green,10:34,"art,children,communication,cancer,collaboration,humanity,death,technology,gaming,life,parenting,TEDNYC"
"
","
","
",A video game to cope with grief,Amy Green,10:34,"art,children,communication,cancer,collaboration,humanity,death,technology,gaming,life,parenting,TEDNYC"
"
											(Giggle)
									","
											(Gekicher)
									","
											(Kıkırdama)
									",A video game to cope with grief,Amy Green,10:34,"art,children,communication,cancer,collaboration,humanity,death,technology,gaming,life,parenting,TEDNYC"
"
","
","
",A video game to cope with grief,Amy Green,10:34,"art,children,communication,cancer,collaboration,humanity,death,technology,gaming,life,parenting,TEDNYC"
"
											[A Journey of Hope In the Shadow of Death]
									","
											[Eine Reise der Hoffnung
im Schatten des Todes]
									","
											[Ölümün Gölgesinde Bir Umut Yolculuğu]
									",A video game to cope with grief,Amy Green,10:34,"art,children,communication,cancer,collaboration,humanity,death,technology,gaming,life,parenting,TEDNYC"
"
","
","
",A video game to cope with grief,Amy Green,10:34,"art,children,communication,cancer,collaboration,humanity,death,technology,gaming,life,parenting,TEDNYC"
"
											[That Dragon, Cancer]
									","
											[Dieser Drache, Krebs]
									","
											[That Dragon, Cancer]
(O Ejderha Kanser)
									",A video game to cope with grief,Amy Green,10:34,"art,children,communication,cancer,collaboration,humanity,death,technology,gaming,life,parenting,TEDNYC"
"
","
","
",A video game to cope with grief,Amy Green,10:34,"art,children,communication,cancer,collaboration,humanity,death,technology,gaming,life,parenting,TEDNYC"
"
											(Music)
									","
											(Musik)
									","
											(Müzik)
									",A video game to cope with grief,Amy Green,10:34,"art,children,communication,cancer,collaboration,humanity,death,technology,gaming,life,parenting,TEDNYC"
"
","
","
",A video game to cope with grief,Amy Green,10:34,"art,children,communication,cancer,collaboration,humanity,death,technology,gaming,life,parenting,TEDNYC"
"
											When you play ""That Dragon, Cancer,""
											you're transformed
into a witness of Joel's life,
											exploring an emotional landscape,
											clicking to discover more of what
we as a family felt and experienced.
											It feels a little bit
like analyzing interactive poetry
											because every game mechanic is a metaphor,
											and so the more the player asks themselves
											what we as designers
were trying to express and why,
											the richer the experience becomes.
									","
											Wenn Sie ""That Dragon, Cancer"" spielen,
											werden Sie zu einem Zeugen
von Joels Leben.
											Sie erforschen eine emotionale Landschaft.
											Mit jedem Klick entdecken Sie, was wir 
als Familie gefühlt und erlebt haben.
											Es fühlt sich ein wenig
wie die Analyse interaktiver Lyrik an,
											weil jede Spielmechanik eine Metapher ist,
											und je mehr der Spieler sich selbst fragt,
											was wir als Designer versucht haben 
auszudrücken und warum,
											desto reichhaltiger
wird die Spielerfahrung.
									","
											""That Dragon, Cancer""i
oynadığınızda,
											Joel'in hayatına tanıklık eden
birine dönüşürsünüz,
											duygusal bir yolculuğa çıkarsınız
											ve bir aile olarak bizim hissettiklerimizi
ve yaşadıklarımızı duyumsarsınız.
											Etkileşimli bir şiiri
analiz ediyor gibi hissettirir,
											çünkü her oyun mekaniği bir metafordur
											ve oyun severler biz tasarımcıların
											anlatmak istediklerimizi
ve nedenleri sorguladıkça
											deneyimleri zenginleşir.
									",A video game to cope with grief,Amy Green,10:34,"art,children,communication,cancer,collaboration,humanity,death,technology,gaming,life,parenting,TEDNYC"
"
","
","
",A video game to cope with grief,Amy Green,10:34,"art,children,communication,cancer,collaboration,humanity,death,technology,gaming,life,parenting,TEDNYC"
"
											We took that vulnerability
that Joel taught us,
											and we encoded the game with it.
											Players expect their video games
to offer them branching narrative
											so that every decision
that they make feels important
											and can change the outcome of the game.
											We subverted that principle
of game design,
											collapsing the choices in on the player
											so that they discover for themselves
											that there is nothing that they can do
that will change the outcome for Joel.
											And they feel that discovery
as deeply and desperately as we felt it
											on nights when we held Joel
in our arms praying for hours,
											stubbornly holding out hope for a grace
that we could not create for ourselves.
									","
											Die Verwundbarkeit,
die Joel uns gelehrt hat,
											programmierten wir in das Spiel.
											Computerspieler erwarten
komplexe Geschichten in Spielen,
											sodass sich jede ihrer
Entscheidungen wichtig anfühlt
											und den Ausgang des Spiels
beeinflussen kann.
											Wir haben dieses Prinzip
des Spieledesigns verändert,
											dem Spieler keine Wahl gelassen,
											damit er für sich selbst entdeckt,
											dass er nichts tun kann, um
den Ausgang für Joel zu verändern.
											Diese Erfahrung ist für ihn
ebenso intensiv und verzweifelnd,
											wie es bei uns der Fall war,
											als wir Joel manchmal nachts
stundenlang in unseren Armen hielten
											und uns an eine Hoffnung
auf Gnade klammerten,
											obwohl wir selbst keine mehr hatten.
									","
											Joel'in bize öğrettiği bu çaresizliği
											aldık ve oyunun içine kodladık.
											Oyun severler video oyunlarında
dallanan anlatılar bekler
											yani verdikleri her karar
önemli hissettirir
											ve oyunun sonucunu değiştirebilir.
											Oyun tasarımındaki bu kuralı yıktık
											ve şeçimleri oyun severe yükledik,
											ki böylece Joel için
											sonucu değiştirmede yapabilecekleri
hiçbir şey olmadığını keşfetsinler.
											Ve Joel'i kollarımızın arasına alıp
inatla kendi elimizde olmayan
											bir mucize umuduna tutunarak
dualar ettiğimiz gecelerde
											hissettiğimiz şeyi hissetsinler.
									",A video game to cope with grief,Amy Green,10:34,"art,children,communication,cancer,collaboration,humanity,death,technology,gaming,life,parenting,TEDNYC"
"
","
","
",A video game to cope with grief,Amy Green,10:34,"art,children,communication,cancer,collaboration,humanity,death,technology,gaming,life,parenting,TEDNYC"
"
											We'd all prefer to win,
											but when you discover that you can't win,
											what do you value instead?
									","
											Wir wollen alle gewinnen,
											aber wenn wir merken,
dass wir es nicht können,
											was schätzen wir dann stattdessen?
									","
											Kazanmayı herkes ister,
											peki ya kazanamayacağını anladığında,
											neye değer verirsin o zaman?
									",A video game to cope with grief,Amy Green,10:34,"art,children,communication,cancer,collaboration,humanity,death,technology,gaming,life,parenting,TEDNYC"
"
","
","
",A video game to cope with grief,Amy Green,10:34,"art,children,communication,cancer,collaboration,humanity,death,technology,gaming,life,parenting,TEDNYC"
"
											I never planned to write video games,
											but these moments
that really change our lives,
											they often come as the result
of our hardship — and not our glory.
											When we thought that Joel could live,
											I left the game designing to my husband.
											I chimed in here and there
											with a scene or two and some suggestions.
											But after the night that Joel died,
											the passion,
											the possibility of sharing Joel's life
through our video game —
											it was something that I couldn't resist.
											I started writing more,
											I sat in on our team's design meetings,
											I added more ideas
and I helped direct scenes.
											And I discovered that creating
a video game is telling a story,
											but with an entirely new vocabulary.
											All the same elements of imagination
and symbolism are there,
											but they're just partnered
with player agency
											and system responsiveness.
											It's challenging work.
											I have to think
in a totally new way to do it,
											but I love it.
											And I wouldn't have known
that without Joel.
									","
											Ich hatte nie vor,
Computerspiele zu entwickeln,
											aber die Momente, die das Leben
grundlegend verändern,
											sind oft das Ergebnis unserer Not —
und nicht unseres Erfolgs.
											Als wir dachten, Joel könnte überleben,
											überließ ich das Spieldesign meinem Mann.
											Hier und da beteiligte ich mich
											mit ein oder zwei Szenen
oder ein paar Vorschlägen,
											aber nach der Nacht, in der Joel verstarb,
											konnte ich der Leidenschaft, der Chance,
											andere durch unser Computerspiel
an Joels Leben teilhaben zu lassen,
											nicht widerstehen.
											Ich begann, mehr zu schreiben.
											Ich nahm an Besprechungen
unseres Designteams teil.
											Ich steuerte mehr Ideen bei
und gestaltete Szenen mit.
											Die Entwicklung eines Spiels ist
wie das Erzählen einer Geschichte,
											aber mit völlig anderem Vokabular.
											Dieselben Elemente der Fantasie
und der Symbolik sind da,
											aber sie werden mit
der Handlungsfähigkeit des Spielers
											und der Reaktion des Systems kombiniert.
											Es ist eine Herausforderung.
											Ich muss meine Denkweise
komplett verändern,
											aber ich liebe es.
											Diese Erfahrung hätte ich
ohne Joel nicht gemacht.
									","
											Video oyunu yazmayı hiç düşünmemiştim
											ama hayatlarımızı tamamen
değiştiren anlar genellikle
											büyük bir zorluktan kaynaklanır
— mutluluktan değil.
											Joel'in kurtulabileceğini
düşündüğümüz zamanlarda
											oyunun tasarımını kocama bırakmıştım.
											Ara sıra işe karışıp
											bir iki öneri yapıyordum.
											Fakat Joel'ın öldüğü geceden sonra
											bu arzu,
											Joel'in hayatını bir video oyunu
yoluyla paylaşma arzusu —
											bu karşı koyamadığım bir şeydi.
											Daha çok yazmaya başladım,
											tasarım takımı toplantılarına katıldım,
											daha fazla fikir önerdim ve
sahne düzenlemelerde yardım ettim.
											Gördüm ki; bir video oyunu yazmak
bir hikâye anlatmakmış
											ama tamamen yeni bir dilde.
											Hayal gücü ve sembolizmin bütün
unsurları yine oradaydı
											ama oyun severin ortaklığı
											ve sistemin yanıtlarıyla tamamlanıyordu.
											Zorlayıcı bir iş.
											Tamamen yeni bir açıdan
düşünmem gerekiyor
											ama bunu sevdim.
											Joel olmadan bunu anlayamazdım.
									",A video game to cope with grief,Amy Green,10:34,"art,children,communication,cancer,collaboration,humanity,death,technology,gaming,life,parenting,TEDNYC"
"
","
","
",A video game to cope with grief,Amy Green,10:34,"art,children,communication,cancer,collaboration,humanity,death,technology,gaming,life,parenting,TEDNYC"
"
											Maybe you're a little surprised
											by our choice to share our story
of terminal cancer through a video game.
											Perhaps you're even thinking
like so many people before you:
											cancer is not a game.
											Well, tell that
to any pediatric cancer parent
											that's ever taken an exam glove
and blown it up into a balloon,
											or transformed a syringe
into a rocket ship,
											or let their child ride their IV pole
through the hospital halls
											like it was a race car.
											Because when you have children,
											everything is a game.
											And when your young child
experiences something traumatic,
											you work even harder to make sure
that their life feels like a game
											because children naturally
explore their worlds through play.
											While cancer can steal
many things from a family,
											it shouldn't steal play.
									","
											Vielleicht sind Sie etwas überrascht,
											dass wir unsere Erfahrung 
mit Krebs im Endstadium
											durch ein Computerspiel erzählen.
											Vielleicht denken Sie sogar
wie schon so viele vor Ihnen:
											Krebs ist kein Spiel.
											Sagen Sie das mal den Eltern
eines krebskranken Kindes,
											die einen Laborhandschuh
zu einem Ballon aufgeblasen,
											eine Spritze in eine Rakete
verwandelt haben
											oder die ihr Kind seinen Infusionsständer
											durch die Krankenhausflure fahren ließen,
											als wäre es ein Rennauto.
											Denn wenn Sie Kinder haben,
											wird alles zu einem Spiel.
											Wenn Ihr Kind etwas Traumatisches erlebt,
											strengen Sie sich noch mehr an,
											damit Ihr Kind sein Leben
für ein Spiel hält,
											denn Kinder entdecken die Welt
nun einmal durch das Spielen.
											Obwohl Krebs einer Familie
so viele Dinge nehmen kann,
											sollte Spielen nicht dazu gehören.
									","
											Ölümcül bir kanser öyküsünü
											bir video oyunu aracılığı ile paylaşmamız
size biraz şaşırtıcı gelebilir.
											Belki siz de, diğer pek çok kişi gibi,
kanserin bir oyun olmadığını
											düşünüyor da olabilirsiniz.
											Bunu çocukları kanser olan
											ve doktor eldiveninden balon,
enjektörden roket yapan
											veya serum askıları ile
hastane koridorlarında
											araba yarıştıran çocukların

											anne-babalarına söyleyin.
											Çocuğunuz varsa bilirsiniz;
											her şey bir oyundur.
											Küçük çocuğunuz travmatik
bir şeyle karşı karşıya kaldığında,
											onun bunu bir oyun gibi görmesi
için daha da fazla uğraşırsınız,
											çünkü çocuklar doğal olarak
dünyayı oyunla öğrenir.
											Kanser ailelerden pek çok şey
alıp götürebilir
											ama oyunları almamalı.
									",A video game to cope with grief,Amy Green,10:34,"art,children,communication,cancer,collaboration,humanity,death,technology,gaming,life,parenting,TEDNYC"
"
","
","
",A video game to cope with grief,Amy Green,10:34,"art,children,communication,cancer,collaboration,humanity,death,technology,gaming,life,parenting,TEDNYC"
"
											If you're listening to me
and you're trying to imagine this family
											that revolves entirely
around a dying child,
											and you can't imagine joy
as part of that picture,
											then we were right
to share our story with you,
											because that season of our life was hard.
											Unspeakably hard at times,
											but it was also pure hope,
											deep love
											and joy like I have never
experienced since.
											Our video game was our attempt
to share that world
											with people who hadn't
experienced it before,
											because we never could imagine
that world until it became ours.
									","
											Wenn Sie mir zuhören
und sich diese Familie vorstellen,
											die sich komplett
um ein sterbendes Kind dreht
											und Sie sich denken,
dass Freude dort keinen Platz hat,
											dann lagen wir richtig, unsere
Geschichte mit Ihnen zu teilen,
											denn diese Lebensphase war schwer,
											manchmal unsagbar schwer,
											aber es war auch pure Hoffnung,
											tiefe Liebe
											und Freude, die ich seitdem
nicht mehr erlebt habe.
											Das Spiel war unser Versuch,
diese Welt mit all jenen zu teilen,
											die dies zuvor noch nicht erlebt haben,
											denn wir konnten uns diese Welt nie 
vorstellen, bis sie unsere wurde.
									","
											Beni dinliyor ve ölen bir çocuğun
etrafında dört dönen
											bir ailenin durumunu hayal ediyor
											ve bu resimde neşe olacağını
düşünemiyorsanız,
											o zaman, hikâyemizi sizinle
paylaşmakta haklıydık,
											çünkü hayatımızın bu dönemi zordu.
											Bu zamanlar; tarifsiz zorluk,
											ancak aynı zamanda katıksız umut,
											yürekten sevgi
											ve öylesini bir daha
hiç görmediğim neşe zamanlarıydı.
											Bizim video oyunumuz 
o dünyayı yaşamayan
											insanlarla bunu paylaşma girişimidir,
											çünkü dünyanız o hâle gelmeden
bunu hayal edemiyorsunuz.
									",A video game to cope with grief,Amy Green,10:34,"art,children,communication,cancer,collaboration,humanity,death,technology,gaming,life,parenting,TEDNYC"
"
","
","
",A video game to cope with grief,Amy Green,10:34,"art,children,communication,cancer,collaboration,humanity,death,technology,gaming,life,parenting,TEDNYC"
"
											We made a video game that's hard to play.
											It will never be a blockbuster.
											People have to prepare themselves
to invest emotionally
											in a story that they know
will break their hearts.
											But when our hearts break,
											they heal a little differently.
											My broken heart has been healing
with a new and a deeper compassion —
											a desire to sit with people in their pain,
											to hear their stories
and try to help tell them
											so that they know that they're seen.
									","
											Wir haben ein Spiel entwickelt,
das schwer zu spielen ist.
											Es wird nie ein Kassenschlager sein.
											Die Leute müssen bereit sein, sich
emotional auf das Spiel einzulassen,
											auf eine Geschichte,
die ihr Herz brechen wird.
											Aber wenn unser Herz bricht,
											dann heilt es ein wenig anders.
											Mein gebrochenes Herz heilt mit
einem neuen und tieferen Mitgefühl,
											einem Verlangen, Menschen
in ihrem Schmerz beizustehen,
											mir ihre Geschichten anzuhören
und ihnen zu helfen, sie zu erzählen,
											sodass sie wissen,
dass sie gesehen werden.
									","
											Bu video oyunu, oynaması zor bir oyun.
											Hiçbir zaman çok ilgi çekmeyecek.
											Bunu oynayanlar hikâyeye
duygusal yönden bağlanmaya
											hazır olsun ve üzüleceğini bilsin.
											Ama kalbimiz kırıldığında
											iyileşmesi biraz farklı olur.
											Benim kalbim daha derin bir
merhamet bularak iyileşti.
											Izdırap içindeki insanları oturup dinlemek
											hikâyelerine kulak vermek ve
yardım etmek,
											onları yalnız bırakmamak istedi.
									",A video game to cope with grief,Amy Green,10:34,"art,children,communication,cancer,collaboration,humanity,death,technology,gaming,life,parenting,TEDNYC"
"
","
","
",A video game to cope with grief,Amy Green,10:34,"art,children,communication,cancer,collaboration,humanity,death,technology,gaming,life,parenting,TEDNYC"
