es,fr,de,title,speaker,duration,tags
"
","
","
",Fashion and creativity,Isaac Mizrahi,14:16,"business,creativity,design,entertainment,fashion,humor,media"
"
											Cuando yo tenía como 21 años, un astrólogo me dijo
											que iba a conocer al hombre de mis sueños,
											y que se llamaría Eric, ¿no?
											entonces, durante años cuando iba a los bares
											si me encontraba a alguien que se llamara Eric
											me lo tiraba de inmediato, o algo así.
											(Risas)
											Y en algunas ocasiones yo estaba tan desesperado
											que a cualquier sitio que entraba yo gritaba, Eric
											y con cualquiera que volteaba, yo me lanzaba.
											(Risas)
											y hace tiempo ya me hicieron una lectura de tarot bien interesante.
											La última carta que sacó, que representaba mi destino
											era un hombre con un sombrero de paja y un bastón
											y ya saben, con botines y esas cosas, un juglar, ¿no?
											Quiero mostrarles este video porque yo hago esta locura
											de actuar en un cabaret.
											así que echen un ojo.
											¡qué verguenza!
											(Video) Gracias. Hacemos lo que ustedes pidan.
									","
											Quand j'avais à peu près 21 ans, un astrologue m'a dit
											que j'allais rencontrer l'homme de mes rêves,
											et qu'il allait s'appeler Eric, OK?
											Du coup, pendant des années, je suis allé dans des bars
											et dès que je rencontrais un Eric
											on se retrouvait directement sous la couette en gros.
											(rires)
											Et parfois même, j'étais tellement désespéré
											qu je rentrais dans un pièce et je criais : ""Eric!""
											Et quand quelqu'un se retournait, j'allais directement vers lui.
											(rires)
											Et il y a super longtemps, on m'a tiré les cartes,
											et la dernière carte, qui représente mon destin
											était genre un mec avec un chapeau de paille, et une canne
											et genre des demi-guêtres quoi, un ménestrel, hein?
											Et je veux vous montrer cet extrait, parce que je fais ce truc un peu fou
											je fais un numéro de cabaret.
											Alors, regardez ça
											Très gênant.
											(Vidéo) : Merci, demandez, et nous le ferons.
									","
											Als ich um die 21 war, hat mir ein Astrologe gesagt,
											dass ich den Mann meiner Träume treffen würde
											und dass sein Name Eric sein würde, OK?
											Also ging ich jahrelang in Bars
											und habe jeden, der Eric hieß,
											sofort besprungen.
											(Gelächter)
											Manchmal war ich tatsächlich so verzweifelt,
											dass ich beim Betreten eines Raumes gleich ""Eric?"" gerufen habe.
											Und jedem, der sich dann umdrehte, lief ich hinterher.
											(Gelächter)
											Vor ewigen Zeiten war ich bei einem sehr interessanten Tarotkartenlegen.
											Die letzte Karte, die gezogen wurde und mein Schicksal darstellte,
											war so ein Typ mit Strohhut, Gehstock
											und irgendwie Gamaschen und so ein Minnesänger, OK?
											Ich möchte Ihnen diesen Clip zeigen, denn da mache ich etwas Verrücktes,
											nämlich ein Kabarettstück.
											Gucken Sie es sich also an.
											Sehr peinlich.
											(Video): Danke. Wir können alles machen, was Sie wollen.
									",Fashion and creativity,Isaac Mizrahi,14:16,"business,creativity,design,entertainment,fashion,humor,media"
"
","
","
",Fashion and creativity,Isaac Mizrahi,14:16,"business,creativity,design,entertainment,fashion,humor,media"
"
											el nombre del show esta basado en esta historia
											que tengo que contarles acerca de mi madre.
											Es como un fragmento de una de sus citas.
											yo estaba saliendo con un chico, ¿sí?
											y esto está relacionado con ser feliz, lo juro.
											Yo había estado saliendo con este chico por un año, bien.
											y la cosa se estaba poniendo seria,
											entonces decidimos invitarlos a cenar, a nuestros padres.
											y bueno, los presentamos a todos.
											Mi madre estaba ya susceptible con respecto a su madre
											quien estaba medio escéptica con respecto al estilo de vida alternativo.
											ya saben, la homosexualidad, ¿si?
											Pues mi madre estaba un poco ofendida. Se dirigió a ella y le dijo,
											¿Acaso bromeas? Ellos la están pasando buenísimo.
											¨Ellos salen a comer, ellos van a shows""
											Ellos salen a comer, ellos van a shows.
											(Risas)
											Ese es el nombre del show, ellos salen, ellos—
											Eso es lo que dirá mi lápida cuando muera.
											""El salía a comer, él iba a shows"", ¿no?
									","
											Le nom du spectacle est tiré d'une histoire vraie
											qu'il faut que je vous raconte qui concerne ma mère.
											C'est une extrait d'une citation à elle.
											Donc, je sortais avec ce mec là
											Et ça a quelque chose à faire avec le bonheur, je vous le promet.
											Donc je sortais avec ce mec depuis environ un an.
											Et ça commençait à devenir sérieux,
											alors on a décidé de tous les inviter à manger, nos parents.
											Pour faire un peu les présentations
											Et ma mère était genre, très sensible envers sa mère,
											qui avait l'air un peu sceptique envers le mode de vie alternatif.
											L'homosexualité hein?
											Alors ma mère s'est sentie un peu blessée. Elle s'est tournée vers elle et lui a dit :
											""Vous rigolez là? Ils ont la meilleure des vies ensemble.
											Ils sortent pour manger, pour voir des spectacles.""
											Ils sortent pour manger, pour voir des spectacles.
											(rires)
											C'est le nom du spectacle, Ils sortent pour manger, pour —
											ça va être sur ma tombe quand je meurs.
											""Il est sorti pour manger, pour voir des spectacles"" vous voyez?
									","
											Der Name dieses Stückes kommt von einer Geschichte,
											die ich Ihnen über meine Mutter erzählen muss.
											Sie ist gewissermaßen ein Auszug aus einem ihrer Zitate.
											Ich war mit einem Typen zusammen.
											Doch, es geht ums Glücklichsein, ehrlich.
											Ich seit etwa einem Jahr mit einem Typen zusammen.
											Und es wurde langsam ernst,
											also beschlossen wir, unsere Eltern zum Essen einzuladen.
											Wir haben sie einander vorgestellt.
											Meine Mutter hat irgendwie empfindlich auf seine Mutter reagiert,
											die anscheinend ihre Zweifel an dem ganzen alternativen Lifestyle-Kram hatte.
											Homosexualität, um genau zu sein.
											Meine Mutter fühlte sich ein bisschen angegriffen. Sie sagte zu ihr:
											""Meinen Sie das ernst? Sie haben so ein schönes Leben zusammen.
											Sie gehen essen und ins Theater.""
											Sie gehen essen und ins Theater.
											(Gelächter)
											Das ist der Name des Stücks, ""Sie gehen essen und"" –
											das wird auf meinem Grabstein stehen.
											""Er ging essen und ins Theater.""
									",Fashion and creativity,Isaac Mizrahi,14:16,"business,creativity,design,entertainment,fashion,humor,media"
"
","
","
",Fashion and creativity,Isaac Mizrahi,14:16,"business,creativity,design,entertainment,fashion,humor,media"
"
											Pero al editar estos videos, yo no tuve la audacia
											de usar un video de mi cantando en el Bar de Joe
											así que tendrán que ir a verme en persona o algo así
											Porque me abochorna, pero también me hace sentir...
											no sé cómo decirlo.
											Siento que sentirse incómodo es bueno, ¿sabes?
											o por lo menos en mi caso es así.
											porque si hago solo una cosa todo el tiempo,
											no sé, me aburro mucho. Yo me aburro fácilmente.
											y no es que yo haga todo bien,
											solo estoy diciendo que hago muchas cosas, esos es todo.
											y trato de no mirar atrás.
											Excepto que, me imagino que de eso se trata lo de no dormir.
											como cuando te pones a recordar y piensas en el ridículo que hiciste.
											pero me imagino que esto está bien, ¿no?
											Porque si haces muchas cosas
											te sientes fatal acerca de todo,
											y no solo acerca de una cosa, ¿ves?
											no te vuelves experto en sentirte fatal acerca de una sola cosa.
											Si, exactamente.
									","
											Alors, en coupant ces extraits, je n'ai pas eu l'audace
											de prendre un extrait de moi qui chante au Joe's Pub.
											Donc il faudra venir me voir alors, ou un truc comme ça.
											Parce que c'est tétanisant, et en même temps...
											Je sais pas trop comment dire.
											J'ai l'impression que le moins de confort possible est une bonne chose.
											Du moins, tu vois, dans mon cas,
											Parce que, si je fais qu'un seul truc à la fois,
											Je sais pas. Je m'ennuie très très vite, très facilement.
											Et alors, je ne dis pas que je fais tout bien,
											Je dis juste que je fais beaucoup de choses. C'est tout.
											Et j'essaie de ne pas trop regarder en arrière.
											Sauf, du coup, c'est un peu ça rester éveillé,
											genre, regarder en arrière et se dire : ""Mais comment tu t'es ridiculisé""
											Mais je me dis que c'est pas gênant, hein?
											Parce que si tu fais beaucoup de choses
											tu peux te sentir mal vis à vis de tout,
											et pas que d'un seul truc, tu vois?
											Tu ne deviens pas le maître du malêtre concernant un seul truc.
											Ouais, voilà.
									","
											Als ich diese Clips zusammengestellt habe, war ich nicht mutig genug,
											einen Film von mir, wie ich in Joe's Pub singe, mit hineinzunehmen.
											Sie müssen also kommen und mich live erleben oder so.
											Denn es ist schrecklich, aber trotzdem fühlt man sich …
											Ich weiß nicht, wie ich das ausdrücken soll.
											Ich glaube, sich so unwohl wie möglich zu fühlen, ist eine gute Sache.
											Wenigstens für mich,
											denn wenn ich immer nur das gleiche mache,
											wird mir sehr, sehr langweilig. Ich langweile mich sehr schnell.
											Ich behaupte nicht, dass ich alles gut mache,
											ich sage nur, dass ich viele Sachen mache, das ist alles.
											Und ich versuche, nicht zurückzuschauen.
											Außer, wenn ich nachts wach bleibe.
											Dann schaue ich zurück und denke: Ich habe mich total zum Affen gemacht.
											Aber das geht schon in Ordnung.
											Denn wenn man viele Sachen macht,
											fühlt man sich wegen all dem schlecht,
											und nicht nur wegen einer Sache.
											Man hält es nicht aus, sich wegen einer Sache schlecht zu fühlen.
											Ja, genau.
									",Fashion and creativity,Isaac Mizrahi,14:16,"business,creativity,design,entertainment,fashion,humor,media"
"
","
","
",Fashion and creativity,Isaac Mizrahi,14:16,"business,creativity,design,entertainment,fashion,humor,media"
"
											Ahora les voy a mostrar esto,
											hablando de vestuario para operas.
											Yo trabajo con varios coreógrafos.
											Trabajo mucho con Twyla Tharp,
											también trabajo mucho con Mark Morris,
											quien es uno de mis mejores amigos.
											y ya he diseñado tres óperas con él.
											Y la más reciente es El Rey Arturo
											He estado sumergido en el mundo de la danza
											desde que era un adolescente.
											Fui a la escuela secundaria de artes dramáticos,
											donde fui un actor.
											y muchos de mis amigos eran bailarines de ballet.
											De nuevo, no sé de dónde viene la inspiración.
											No sé de dónde viene.
											Empecé a hacer marionetas cuando era un niño.
											Tal vez ahí fue donde empezó todo esto de la inspiración, creo que sí.
											y luego la escuela secundaria de artes dramáticos.
											Estaba yo ahí en la escuela secundaria
											conociendo a bailarines y actuando.
									","
											Je vais vous montrer encore un truc,
											en parlant de costumes pour l'opéra.
											Je travaille avec différents chorégraphes.
											Je travaille pas mal avec Twyla Tharp,
											et je travaille pas mal avec Mark Morris,
											c'est l'un de mes meilleurs amis.
											Et on a fait trois opéras ensemble.
											Et le plus récent : ""King Arthur"".
											J'avais été très imprégné par le monde de la danse
											depuis mon adolescence.
											Je suis allé à un lycée des arts du spectacle,
											où j'étais acteur.
											Et beaucoup de mes amis étaient des danseurs classiques.
											Je le répète, je sais pas d'où vient l'inspiration
											Je sais pas.
											J'ai commencé à faire des marionnettes quand j'étais un enfant.
											Ça vient alors peut être tout de là, hein. Des marionnettes.
											Et ensuite, le lycée des arts du spectacle.
											Du coup, me voilà au lycée,
											à rencontrer plein de danseurs, et à jouer la comédie.
									","
											Ich werde Ihnen den nächsten Abschnitt zeigen,
											in dem es um Kostüme für die Oper geht.
											Ich arbeite mit verschiedenen Choreographen.
											Ich arbeite viel mir Twyla Tharp
											und mit Mark Morris,
											der einer meiner besten Freunde ist.
											Ich habe drei Opern mit ihm entworfen.
											Die letzte war ""King Arthur"".
											Ich bin sehr fasziniert von der Tanzwelt,
											seit meiner Jugend.
											Ich war an einer Schule mit Schwerpunkt darstellende Künste,
											dort war ich Schauspieler.
											Viele meiner Freunde waren Balletttänzer.
											Ich weiß nicht, wo die Inspiration herkommt.
											Ich weiß nicht, wo sie herkommt.
											Als Kind habe ich Marionetten gebaut.
											Vielleicht kommt die Inspiration daher, von Marionetten.
											Und dann die Schule für darstellende Künste.
											Ich war in der Schule,
											traf Tänzer und spielte.
									",Fashion and creativity,Isaac Mizrahi,14:16,"business,creativity,design,entertainment,fashion,humor,media"
"
","
","
",Fashion and creativity,Isaac Mizrahi,14:16,"business,creativity,design,entertainment,fashion,humor,media"
"
											y de alguna manera, de ahí, fue que me interesé en el diseño.
											Fui a la Escuela de Diseño Parsons
											y luego empecé mi profesión como diseñador.
											En realidad, yo no me veo a mi mismo como un diseñador,
											En realidad yo no me veo a mi mismo como un diseñador de modas.
											y para ser sincero, ni siquiera sé cómo me defino a mí mismo.
											Yo pienso en mi mismo como un...Yo no sé cómo me veo a mi mismo.
											Así es.
											(Risas)
											Pero tengo que decir, que todo este asunto de sentirse aburrido todo el tiempo
											es lo que— pienso que es eso es muy importante para un diseñador de modas.
											Siempre tienes que sentirte un poco aburrido con todo.
											y si no estás aburrido, tienes que aparentar que estas aburrido con todo.
											(Risas)
									","
											Et, je sais pas comment, mais j'ai commencé à m'intéresser à la création.
											Je suis allé à Parsons School of Design
											Et ensuite j'ai commencé ma carrière de créateur.
											Je me considère pas vraiment comme un créateur,
											Je me considère pas forcément comme un créateur de mode.
											Je sais pas vraiment comment me nommer.
											Je me considère comme un ... Je ne sais pas comment je me vois.
											C'est comme ça.
											(rires)
											Mais je dois dire que toute cette histoire, de s'ennuyer un peu en permanence
											c'est — je crois que c'est très important pour un créateur de mode.
											Il faut toujours être un peu las de tout.
											Et si c'est pas le cas, il faut au moins faire semblant.
											(rires)
									","
											Und irgendwie begann ich von da aus, mich für Design zu interessieren.
											Ich ging an die Parsons School of Design
											und begann dann meine Karriere als Designer.
											Ich sehe mich selbst nicht wirklich als Designer,
											ich sehe mich selbst nicht unbedingt als Modedesigner.
											Ehrlich gesagt, weiß ich gar nicht, wie ich mich bezeichnen soll.
											Ich sehe mich als … Ich weiß nicht, als was ich mich sehe.
											So ist das eben.
											(Gelächter)
											Aber ich muss sagen, diese Macke, dass ich immer leicht gelangweilt bin,
											das ist, denke ich, sehr wichtig für einen Modedesigner.
											Man muss immer leicht von allem gelangweilt sein.
											Und wenn man das nicht so ist, muss man so tun als ob.
											(Gelächter)
									",Fashion and creativity,Isaac Mizrahi,14:16,"business,creativity,design,entertainment,fashion,humor,media"
"
","
","
",Fashion and creativity,Isaac Mizrahi,14:16,"business,creativity,design,entertainment,fashion,humor,media"
