es,pt,tr,de,title,speaker,duration,tags
"
											Y ¿cuáles son esas expresiones de poder y dominio?
											Bueno, son éstas.
											En el reino animal, se trata de la expansión.
											Te haces grande, te expandes,
											tomas espacio, básicamente, te abres.
											Se trata de apertura. Y esto es así en
											todo el reino animal. No solo en primates.
											Los humanos somos iguales. (Risas)
											Hacemos así cuando nos sentimos 
poderosos continuamente,
											y también cuando es algo temporal.
											Esto es especialmente interesante porque nos muestra verdaderamente
											qué tan universales y antiguas, 
son estas expresiones de poder.
											Esta expresión, conocida como de orgullo,
											ha sido estudiada por Jessica Tracy. Ella muestra
											que las personas videntes,
											igual que las invidentes de nacimiento, hacen esto
											cuando ganan en una competencia física.
											Así, cuando alguien cruza la meta y gana,
											no importa si no han visto a nadie hacerlo,
											igual lo hacen.
											Las manos arriba en forma de V y levantan la cara un poco.
											¿Qué hacemos cuando nos sentimos impotentes?
											Exactamente lo contrario. Nos cerramos. Nos envolvemos.
											Nos hacemos pequeños. No queremos tropezar con los de al lado.
											Nuevamente, los animales y los humanos hacemos 
lo mismo.
											Esto es lo que sucede cuando se juntan el gran poder
											con la inferioridad. Si se trata de poder,
											tenemos la tendencia a complementar los gestos no verbales de los otros.
											Si alguien se muestra muy poderoso con nosotros,
											tenemos la tendencia a hacernos pequeños. No lo imitamos.
											Hacemos lo contrario.
									","
											O que são expressões não-verbais 
de poder e domínio?
											São isto.
											No reino animal, têm que ver com expansão.
											Têm que ver com
tornar-se maior, esticar-se,
											ocupar mais espaço, basicamente, abrir-se.
											Têm que ver com abrir-se.
											Isto é verdade em todo o reino animal,
não se limita aos primatas.
											E os humanos fazem o mesmo.
											Fazem-no quando têm poder, 
digamos que, cronicamente,
											e também quando estão a sentir-se 
poderosos num dado momento.
											Este caso é especialmente interessante
											porque nos mostra
quanto estas expressões de poder
											são antigas e universais.
											Esta expressão,
que é conhecida como orgulho,
											foi estudada por Jessica Tracy.
											Ela mostra que as pessoas
que nascem com visão
											e as pessoas invisuais de nascença
											fazem isto quando ganham
uma competição física.
											Fazem isto, quando cortam
a linha de chegada e ganham,
											mesmo que nunca tenham visto
ninguém a fazer isto.
											Os braços levantados em V, 
o queixo ligeiramente erguido.
											O que fazemos quando
nos sentimos sem poder?
											Fazemos exatamente o contrário. 
Fechamo-nos. Envolvemo-nos.
											Tornamo-nos mais pequenos. 
Não queremos bater na pessoa ao lado.
											Novamente, tanto os animais como 
os humanos fazem a mesma coisa.
											E isto é o que acontece quando
juntamos alto poder e baixo poder.
											O que temos tendência a fazer,
em relação ao poder,
											é que complementamos
as expressões não-verbais dos outros.
											Se alguém se mostra poderoso 
em relação a nós,
											tendemos a tornar-nos mais pequenos.
											Não funcionamos como espelho,
fazemos o contrário.
									","
											Peki, güç ve üstünlüğe dair sözsüz dil ifadeleri nedir?
											Bahsettiğim şey bunlar.
											Hayvanlar aleminde, genişleme ile ilişkililer.
											Yani, kendini büyük gösterirsin, uzatırsın,
											alan kaplarsın, temel olarak genişlersin.
											Bu, genişlemekle ilgilidir. Ve bu durum
											tüm hayvanlar aleminde geçerlidir. Yalnızca primatlarla sınırlı değildir.
											İnsanlar da aynı şeyi yapar. (Kahkalar)
											Bunu hem sürekli olarak güçlü oldukları zaman,
											hem de o an için kendilerini güçlü hissettikleri zamanlarda yaparlar.
											Bu örnek özellikle ilginç çünkü bize bu güç ifadelerinin
											ne kadar evrensel ve eski olduğunu gösteriyor.
											Jessica Tracy'nin üzerinde çalıştığı
											kıvanç olarak bilinen ifade.
											Jessica, görme yetisi ile doğan
											ve doğuştan kör olan insanların, bunu bir fiziksel
											yarışmayı kazandıklarında yaptıklarını gösteriyor.
											Yani, bitiş çizgisini geçip kazandıklarında
											bunu yapan birisini daha önce görmemiş olmaları önem taşımıyor.
											Bunu yapıyorlar.
											Kollar havada , V şeklinde, çene hafif kalkık.
											Güçsüz hissettiğimizde ne yaparız?
											Tam tersini yaparız. Kapanırız.Toparlanırız.
											Kendimizi küçültürüz. Yanımızdaki insana çarpmak istemeyiz.
											Ve gene, hayvanlar da insanlar da aynı şeyi yapar.
											Ve yüksek güç ile düşük gücü yanyana koyduğumuzda
											ortaya bu görüntü çıkar.
											Konu güç olduğunda, karşımızdakinin sözsüz dilini tamamlarız.
											Yani, eğer birisi bize karşı gerçekten güçlüyse,
											kendimizi küçültme eğilimi gösteririz. Onların hareketlerini yansıtmayız.
											Yaptıklarının tam tersini yaparız.
									","
											Was sind diese nonverbalen Ausdrücke
der Macht und Dominanz?
											Es sind diese hier.
											Im Tierreich dreht es sich um 
wachsen und größer machen.
											Man macht sich groß, streckt sich,
											man nimmt Raum ein, man öffnet sich.
											Es dreht sich alles darum, sich zu öffnen.
											Das gilt für das gesamte Tierreich.
Es ist nicht nur auf die Primaten beschränkt.
											Menschen tun das Gleiche. (Gelächter)
											Sie tun es, wenn sie ständig über Macht verfügen.
											Und auch wenn sie sich
während eines Moments mächtig fühlen.
											Das ist besonders interessant, 
denn es zeigt uns,
											wie allgemeingültig und alt 
diese Ausdrücke der Macht sind.
											Dieser Ausdruck,
auch als Stolz bekannt,
											wurde von Jessica Tracy untersucht.
Sie zeigte auf,
											dass sehende Menschen
											und von Geburt an blinde Menschen,
dies tun,
											wenn sie bei einem Sportwettkampf
gewinnen.
											Wenn sie über die Ziellinie laufen
und gewonnen haben,
											macht es keinen Unterschied, dass sie 
noch nie jemanden gesehen haben, der dies tat.
											Sie tun das hier.
											Die Arme über dem Kopf im V-Format,
das Kinn in die Höhe gestreckt.
											Was tun wir, wenn wir uns machtlos fühlen?
Wir tun genau
											das Gegenteil. Wir ziehen uns zurück.
Wir falten uns zusammen.
											Wir machen uns klein. Wir wollen nicht mit 
der Person neben uns in Berührung kommen.
											Auch hier machen Tiere 
und Menschen dasselbe.
											Das passiert, wenn man viel Macht
											und wenig Macht zusammenführt.
Im Hinblick darauf
											tendieren wir dazu, die nonverbalen Aktionen
des Gegenübers zu vervollständigen.
											Wenn wir jemanden mit sehr viel Macht begegnen,
											machen wir uns kleiner.
Wir spiegeln nicht ihr Verhalten.
											Wir tun das Gegenteil.
									",Your body language may shape who you are,Amy Cuddy,21:02,"body language,brain,business,psychology,self,success,science"
"
","
","
","
",Your body language may shape who you are,Amy Cuddy,21:02,"body language,brain,business,psychology,self,success,science"
"
											Así que observo estos comportamientos en clase,
											y ¿qué veo? Noto que los estudiantes de administración
											muestran toda la gama de expresiones no verbales de poder.
											Hay unos que parecen caricarturas de alfas:
											Llegan al salón, y se dirigen al centro
											antes de comenzar la clase. Quieren ocupar mucho espacio.
											Al sentarse, se abren por completo.
											Levantan la mano, así.
											Y hay otros que virtualmente empequeñecen al llegar.
											Desde el primer momento, puede verse.
											Se les ve en la cara y en el cuerpo.
											Se sientan en su silla, bien pequeñitos.
											Y al levantar la mano, lo hacen así.
											Veo un par de cosas en esto.
											La primera, no se van a sorprender,
											parece relacionada con el género.
											Las mujeres hacen esto mucho más que los hombres.
											Las mujeres se sienten siempre
más débiles que los hombres;
											así que no nos sorprende. 
También he notado algo que
											parece relacionarse con el grado de participación
											de los estudiantes, y en lo bien que lo hacen.
											Esto es importante en un aula de administración
											porque la participación vale la mitad de la nota.
									","
											Eu observo este comportamento 
na sala de aula,
											e o que é que noto?
											Noto que os estudantes de MBA
											exibem a gama completa
das expressões não-verbais.
											Temos pessoas que são 
como que caricaturas de alfas,
											entram na sala, vão para o meio da sala,
antes mesmo de a aula começar
											como se quisessem ocupar espaço.
											Quando se sentam, 
como que se esparramam.
											Levantam a mão assim.
											Temos outras pessoas que, 
praticamente, colapsam quando entram.
											Vemos isso, logo que entram.
											Vemos-lhes isso nas faces, nos corpos,
											sentam-se na cadeira 
e fazem-se minúsculas,
											e fazem assim, 
quando levantam a mão.
											Há coisas que me chamam a atenção.
											Uma, não vos deve surpreender:
											parece estar relacionado 
com o sexo.
											É mais provável que as mulheres façam 
este tipo de coisas do que os homens.
											Normalmente, as mulheres sentem
menos poder do que os homens,
											pelo que isto não causa surpresa.
											Outra coisa que notei
											também parecia relacionada
com a quantidade e qualidade
											da participação dos estudantes.
											E isto é muito importante na aula do MBA,
											porque a participação conta 
para metade da nota.
									","
											Bu davranışı sınıf içerisinde de gözlemliyorum,
											neyi farkediyorum dersiniz? İşletme yönetimi öğrencileri
											bu sözsüz dildeki güce ait tüm ifadeleri sergilemekteler.
											Bazi insanlar vardır, lider tanımına uygun şekilde
											dersliğe girerler. Ders başlamadan önce dersliğin ortasına,
											sanki gerçekten alan kaplamak istercesine girerler.
											Oturduklarında, yayılır şekildedirler.
											Ellerini şu şekilde kaldırırlar.
											Bazen de adeta çökmüş şekilde dersliğe giren
											insanlar vardır. Geldikleri an bunu anlarsınız.
											Bunu onların yüzlerinde ve vücutlarında gözlemleyebilirsiniz.
											Sandalyelerine otururlar ve kendilerini küçültürler ve
											ellerini şu şekilde kaldırırlar.
											Bu konuda birkaç şey farkettim.
											Birincisi, bunu duydugunuzda şaşırmayacaksınız.
											Bu cinsiyetle bağlantılı gözükmekte.
											Kadınlar erkeklere göre daha fazla bu şekilde davranıyor.
											Kadınlar, müzmin bir şekilde, kendilerini erkeklere kıyasla daha güçsüz hissediyorlar.
											Bu şaşırtıcı değil. Fakat farkettiğim diğer şey de
											bunun, hangi öğrencilerin katıldığı
											ve ne kadar iyi katılım gösterdikleri ile bağlantılı olduğudur.
											Ve bu özellikle İşletme Bilimi sınıflarında, katılım için verilen notun,
											toplam notun yarısı olmasından dolayı gerçekten önemlidir.
									","
											Mir fällt dieses Verhalten 
im Unterricht auf
											und was stelle ich fest?
Es fällt mir auf, dass MBA-Studenten
											das gesamte Spektrum der nonverbalen 
Machtaktionen an den Tag legen.
											Manche Menschen sind Paradebeispiele
für Alphatypen.
											Sie treten in einen Raum und
begeben sich gleich zur Mitte.
											Sogar bevor der Unterricht anfängt,
sie wollen wirklich Raum einnehmen.
											Wenn sie sich hinsetzen,
strecken sie sich aus.
											So heben sie ihre Hände.
											Andere in ihrer Gegenwart
fallen buchstäblich in sich zusammen,
											wenn sie den Raum betreten.
Man sieht es, sobald sie reinkommen.
											Man sieht es ihren Gesichtern und
der Körperhaltung an,
											sie sitzen auf ihren Stühlen und
machen sich klein,
											und sie heben ihre Hand
folgendermaßen.
											Mir sind dabei ein paar
Dinge aufgefallen.
											Der eine Punkt wird Sie
nicht überraschen.
											Es scheint geschlechterabhängig zu sein.
											Frauen agieren viel häufiger so
als Männer.
											Frauen fühlen sich ständig weniger mächtig 
als Männer.
											Das ist also nicht überraschend.
Aber mir fiel auch auf,
											dass es davon abhängig zu sein schien,
											wie oft, und wie gut, Studenten aktiv 
am Unterricht teilnehmen.
											Das ist sehr wichtig im Hinblick
auf den MBA-Unterricht,
											denn Beteiligung am Unterricht 
macht die halbe Note aus.
									",Your body language may shape who you are,Amy Cuddy,21:02,"body language,brain,business,psychology,self,success,science"
"
","
","
","
",Your body language may shape who you are,Amy Cuddy,21:02,"body language,brain,business,psychology,self,success,science"
"
											Las escuelas de administración han batallado con esta diferencia de notas entre géneros.
											Se reciben hombres y mujeres igualmente bien preparados
											y más tarde obtienen esas diferencias en califiaciones
											que parecen atribuirse, en parte, a la participación
											Entonces empecé a pensar que
											estas personas llegan así, y todos participan.
											¿Sería posible encontrar personas que finjieran
											y que eso hiciera que participaran más?
									","
											As escolas de gestão têm-se debatido 
com esta diferença de notas entre sexos.
											Entram mulheres e homens, 
igualmente qualificados,
											e depois temos estas 
diferenças nas notas,
											que parecem, em parte, 
atribuíveis à participação.
											Então, eu comecei a questionar-me:
											Ok, temos pessoas que entram assim, 
e participam.
											Seria possível conseguirmos 
que as pessoas fingissem,
											e que isso as levasse 
a participar mais?
									","
											İşletme fakülteleri bu cinsiyetler arası not farklılığı ile bayadır uğraşıyorlar.
											Önünüzde eşit derecede kalifiye erkekler ve kadınlar var
											ve notlarda bu şekilde farklılıklar var
											ve katılımla kısmen bağlantılı gözüküyor.
											Sonra kendi kendime dedim ki, tamam
											önümüzde bu şekilde gelen insanlar var
											katılım gösteriyorlar. İnsanları, taklit etmeye ikna edebilir miyiz ve
											bu, onların daha fazla katılım göstermesini sağlayabilir mi?
									","
											In Business Schools ist dieser geschlechts-
spezifische Notenunterschied ein Problem.
											Frauen und Männer verfügen über 
gleiche Qualifikationen
											und doch entstehen diese
Notenunterschiede.
											Dies scheint teilweise mit der 
Unterrichtsbeteiligung einherzugehen.
											Ich dachte also darüber nach.
											Man trifft auf diese Menschen und sieht,
											wie sie sich beteiligen.
Könnte man sie dazu bringen,
											es vorzutäuschen und
würden sie sich dann mehr beteiligen?
									",Your body language may shape who you are,Amy Cuddy,21:02,"body language,brain,business,psychology,self,success,science"
"
","
","
","
",Your body language may shape who you are,Amy Cuddy,21:02,"body language,brain,business,psychology,self,success,science"
"
											Con mi principal colaboradora, Dana Carney, de Berkeley,
											quisimos determinar si la simulación 
nos puede llevar a la realización.
											Es decir, ¿podremos hacerlo por un breve lapso y luego
											experimentar un comportamiento 
que te haga ver más fuerte?
											Sabemos que lo no verbal determina 
qué piensan los demás de nosotros.
											Hay bastante evidencia al respecto.
											Pero nuestra pregunta específica era: 
¿los gestos no verbales
											definen lo que pensamos y sentimos sobre 
nosotros mismos?
									","
											Então, a minha principal colaboradora, 
Dana Carney, que está em Berkeley, e eu
											quisemos saber se seria possível
fingirmos até o fazermos a sério.
											Ou seja, podemos fazer isto
durante algum tempo
											e obtermos um resultado comportamental
que nos faça parecer mais poderosos?
											Sabemos que as nossas expressões
não-verbais comandam a forma
											como os outros pensam
e sentem em relação a nós.
											Mas a nossa questão era:
será que as nossas expressões não-verbais
											comandam a maneira como pensamos
e nos sentimos em relação a nós próprios?
									","
											Berkeley'den olan iş arkadaşım Dana Carney ile
											yapana kadar taklit edilip edilemeyeceğini öğrenmek istedik.
											Yani, bunu bu şekilde kısa bir süreliğine yaparsak
											sonunda bizi daha güçlü gösteren bir davranışsal sonuca ulaşabilir miyiz?
											Biliyoruz ki, sözsüz dilimiz, başkalarının hakkımızda neler
											düşünüp neler hissettiğini yönetiyor. Birçok kanıt var.
											Fakat bizim sorumuz ise şudur; kendi sözsüz dilimiz,
											kendimiz hakkında ne düşünüp ne hissetiğimizi yönetiyor mu?
									","
											Meine wichtigste Mitarbeiterin Dana Carney,
die in Berkeley arbeitet,
											und ich wollte wissen, ob man es 
vortäuschen kann, um es zu schaffen?
											Kann man es nur für einen kurzen
Zeitraum tun und
											einen Verhaltensunterschied sehen, 
der auf mehr Macht schließen lässt?
											Wir wissen, dass unsere nonverbalen Aktionen
beeinflussen, wie andere Menschen
											über uns denken und uns fühlen.
Es gibt viele Beweise.
											Unsere Frage war aber,
ob unsere nonverbalen Aktionen
											auch bestimmen, wie wir selbst über 
uns denken und fühlen?
									",Your body language may shape who you are,Amy Cuddy,21:02,"body language,brain,business,psychology,self,success,science"
"
","
","
","
",Your body language may shape who you are,Amy Cuddy,21:02,"body language,brain,business,psychology,self,success,science"
"
											Hay evidencias para pensar que así es.
											Así, por ejemplo, sonreímos cuando nos sentimos felices
											pero también cuando nos vemos forzados a sonreír
											mordiendo una pluma con los dientes de esta forma,
											Es algo bidireccional. También el poder
											va en las dos direcciones. Cuando te sientes poderoso
											es probable que hagas esto, pero también es posible que,
											si finges ser poderoso, sea más probable que te sientas
											en realidad poderoso.
									","
											Há alguns indícios nesse sentido.
											Por exemplo, sorrimos 
quando nos sentimos felizes,
											mas também, quando somos 
forçados a sorrir,
											segurando uma caneta, com os dentes,
											isso faz-nos sentir felizes.
											Portanto, funciona nos dois sentidos.
											Quando se trata do poder,
também funciona nos dois sentidos.
											Quando nos sentirmos poderosos,
é mais provável que façamos isto,
											mas também é possível que,
quando nos fingimos poderosos,
											tenhamos mais probabilidades
de nos sentirmos poderosos.
									","
											Yönettiğine dair bazı kanıtlar var.
											Örnek olarak. mutlu olduğumuzda gülümseriz,
											fakat kendimizi bir kalemi şu şekilde dişlerimizin arasında
											tutarak gülümsemeye zorlarsak bu bizi mutlu hissettirir.
											Yani, bu iki taraflı bir durum. Konu güç olduğunda da
											iki taraflı. Yani güçlü hissetiğinizde
											bunu yapmaya eğilimlisinizdir, fakat
											güçlü olmayı taklit ettiğinizde de
											gerçekten güçlü hissetmeniz mümkün.
									","
											Es gibt Beweise dafür, 
dass es so ist.
											Wir lachen beispielsweise,
wenn wir glücklich sind,
											aber auch, wenn wir zum Lächeln
gezwungen werden,
											indem wir einen Stift so zwischen den Zähnen
halten, macht es uns auch glücklich.
											Es verläuft also in beide Richtungen.
Im Hinblick auf Macht,
											verläuft es genau so.
Bei einem Gefühl von Macht,
											tut man eher so etwas,
aber es ist auch möglich,
											dass, wenn man so tut als fühle man sich mächtig,
											sich tatsächlich so fühlt.
									",Your body language may shape who you are,Amy Cuddy,21:02,"body language,brain,business,psychology,self,success,science"
"
","
","
","
",Your body language may shape who you are,Amy Cuddy,21:02,"body language,brain,business,psychology,self,success,science"
"
											Entonces, la segunda pregunta es que
											si sabemos que la mente puede inducir cambios en el cuerpo,
											¿es posible que también el cuerpo 
haga cambiar la mente?
											Y cuando digo mente, en el caso del poder,
											¿de qué estoy hablando?
											Me refiero a pensamientos, sentimientos
											y al tipo de cosas fisiológicas que componen nuestros pensamientos y sentimientos.
											En este caso hablo de hormonas. Estudio las hormonas.
											¿En qué se parece el cerebro de un poderoso al de alguien
											sin poder?
											Los poderosos tienden a ser, no nos sorprende,
											más positivos, a tener más confianza, más optimismo.
											Piensan que pueden ganar inclusive en juegos de azar.
											También tienden a pensar más en forma abstracta.
											Hay muchas diferencias. Son más arriesgados.
											Hay muchas diferencias entre los poderosos 
y los que no lo son.
											Fisiológicamente también hay diferencias 
en dos hormonas claves:
											la testosterona, que es la hormona del la dominación,
											y el cortisol, la hormona del estrés.
											Lo que se ha visto es que
											los individuos masculinos más poderosos 
en jerarquías de primates,
											tienen alta la testosterona y bajo el cortisol,
											y los líderes poderosos y efectivos, también tienen
											alta la testosterona y bajo el cortisol.
											¿Qué quiere decir esto? Si hablamos de poder,
											la gente pensaba solamente en la testosterona,
											por su relación con la dominación.
											Pero el poder también se relaciona con cómo 
reaccionamos al estrés.
											¿Queremos que el líder poderoso y dominante,
											tenga alta testosterona, pero sea susceptible al estrés?
											Probablemente no, ¿cierto? Queremos una persona
											poderosa, positiva y dominante,
											que no se afecte por el estrés, 
una persona que pueda relajarse
									","
											A segunda questão era:
											Sabemos que a nossa mente 
muda o nosso corpo,
											mas será também verdade que o nosso corpo
muda a nossa mente?
											E quando digo mente, 
no caso dos poderosos,
											de que estou eu a falar?
											Estou a falar de
pensamentos e sentimentos
											e do tipo de coisas fisiológicas
que compõem
											os nossos pensamentos e sentimentos
e, no meu caso, das hormonas.
											Eu analiso as hormonas.
											Qual é a diferença
entre a mente do poderoso
											e a mente do que não tem poder?
											As pessoas poderosas tendem a ser 
— não surpreendentemente —
											mais assertivas, mais confiantes, 
mais otimistas.
											Elas realmente sentem que vão ganhar, 
mesmo em jogos de sorte.
											Também tendem a conseguir pensar 
de forma mais abstrata.
											Portanto, há muitas diferenças.
Correm mais riscos.
											Há imensas diferenças
entre as pessoas poderosas
											e as que não têm poder.
											Fisiologicamente, também há diferenças
em duas hormonas-chave:
											na testosterona, 
que é a hormona do domínio,
											e no cortisol, que é a hormona do stress.
											Descobrimos que os machos alfa 
de grande poder
											nas hierarquias primatas
											têm alto nível de testosterona 
e baixo nível de cortisol,
											e os líderes poderosos
e eficazes também têm
											a testosterona alta 
e o cortisol baixo.
											O que é que isto significa?
											Quando se pensa em poder,
											as pessoas pensam apenas na testosterona,
											por se relacionar com o domínio.
											Mas o poder também 
tem que ver com a reação ao stress.
											Acaso queremos um líder de alto poder 
que seja dominante,
											com alta testosterona, mas que 
reaja muito ao stress?
											Provavelmente não, não é?
											Queremos a pessoa que é poderosa,
assertiva e dominante,
											mas não muito reativa ao stress, 
uma pessoa descontraída.
									","
											Aslında ikinci sorumuz gerçekten şuydu,
											Biliyoruz ki düşüncelerimiz vücudumuzu değiştiriyor,
											peki, vücudumuzun da düşüncelerimizi değiştirebileceği doğru mu?
											Ve düşünce derken, ki bu güç ile ilgilidir,
											neden bahsediyorum?
											Fikirlerden ve duygulardan ve bu fikir ve
											duyguları oluşturan fizyolojik şeylerden bahsediyorum.
											Benim konumda, bunlar hormonlardır. Hormonları inceliyorum.
											Güçsüzlere karşılık güçlülerin zihinleri
											nasıl gözüküyorlar?
											Güçlü insanlar, şaşırtıcı olmayacak şekilde daha iddialı,
											daha kendine güvenen ve daha iyimser olmaya eğilimli.
											Şans oyunlarında bile kazanabileceklerine inanan kişiler.
											Ayrıca kuramsal şekilde düşünebilen kişilerdir.
											Yani birçok farklılıklar var. Daha fazla risk alırlar.
											Güçlü ve gücsüz insanlar arasında bir çok farklılıklar vardır.
											Fizyolojik olarak iki anahtar öğe olan hormonda da faklılıklar
											var. Bunlardan ilki, üstünlük hormonu olan testesteron, diğeri ise
											stres hormonu olan kortizol.
											Görüyoruz ki,
											maymun hiyerarşisinde, yüksek güçteki alfa erkekler
											yüksek testesterona ve düşük kortizola sahip
											ve güçlü ve etkili liderler de aynı şekilde
											yüksek testesterona ve düşük kortizola sahip.
											Peki bu ne demek? Güç dediğimizde
											insanlar, üstünlükle ilgili olduğu için
											testesteron hakkında düşünmeye eğilimliler.
											Fakat aslında, güç, strese nasıl tepki verdiğimizle de ilgilidir.
											Üstün olan güçlü lideri testesteronu yüksek
											ama strese karşı dayanıksız mı istersiniz?
											Muhtemelen hayir?
											Güçlü, iddiali ve üstün,
											fakat stresten etkilenmeyen, rahat bir insan istersiniz.
									","
											Die zweite Frage war demnach,
											wenn wir wissen, das unser Bewusstsein
unseren Körper beeinflusst,
											kann dann unser Körper auch
unser Bewusstsein ändern?
											Wenn ich im Zusammenhang 
mit Macht Bewusstsein sage,
											was meine ich dann genau?
											Ich spreche über 
Gedanken und Gefühle
											und die physiologischen Dinge,
die unsere Gedanken und Gefühle bestimmen.
											In meinem Fall sind das Hormone.
Ich betrachte Hormone.
											Wie sieht das Bewusstsein eines 
Machtmenschen im Vergleich
											zu einem Menschen ohne Macht aus?
											Menschen mit Macht tendieren dazu,
das ist keine Überraschung,
											bestimmender, selbstbewusster und 
optimistischer zu sein.
											Sogar beim Glücksspiel denken sie,
dass sie gewinnen können.
											Sie denken auch abstrakter.
											Es gibt viele Unterschiede.
Sie gehen mehr Risiken ein.
											Es gibt viele Unterschiede zwischen 
Menschen mit und ohne Macht.
											Physiologisch gibt es auch zwei 
Unterschiede hinsichtlich
											der zwei wichtigen Hormone Testosteron, 
dem Dominanz-Hormon,
											und Cortisol, dem Stress-Hormon.
											Wir fanden heraus, dass
											Alphamännchen mit viel Macht
in Primatenhierarchien
											hohe Testosteron- und 
niedrige Cortisollevel besitzen.
											Erfolgreiche Führungskräfte mit 
viel Macht haben ebenfalls
											hohe Testosteron- und 
niedrige Cortisollevel.
											Was bedeutet das?
Wenn Sie über Macht nachdenken,
											denken Menschen meistens
nur an Testosteron,
											weil es mit Dominanz
zusammenhängt.
											Bei Macht dreht es sich aber auch darum,
wie man auf Stress reagiert.
											Will man also die dominante 
Führungskraft mit viel Macht,
											hohem Testosteronlevel, aber
ohne Stressresistenz?
											Wahrscheinlich nicht, oder?
Man will die Person,
											die leistungsstark, bestimmend und 
dominant ist,
											und dabei mit Stress umgehen kann.
Eine entspannte Person.
									",Your body language may shape who you are,Amy Cuddy,21:02,"body language,brain,business,psychology,self,success,science"
"
","
","
","
",Your body language may shape who you are,Amy Cuddy,21:02,"body language,brain,business,psychology,self,success,science"
"
											Sabemos que en las jerarquías de primates, si un alfa tiene
											que tomar control, si alguien tiene que asumir el mando,
											tomar de pronto ese papel,
											supone que en unos días, su testosterona 
se eleva sustancialmente
											y su cortisol baja igualmente.
											Tenemos esa evidencia, que el cuerpo puede moldear
											la mente, al menos a nivel facial,
											y también que el papel asumido 
puede moldear la mente.
											Entonces ¿qué ocurre cuando se asume un cambio de papel?
											¿Qué pasa si se hace a un nivel mínimo,
											como esta pequeña manipulación o intervención?
											Le decimos, ""quiero que durante dos minutos 
te pongas de pie así,
											y eso te hará sentir más poderoso"".
									","
											Sabemos que, nas hierarquias dos primatas,
											se um alfa precisa de assumir, 
se um individuo precisa de assumir
											um papel de alfa repentinamente,
											em poucos dias a testosterona 
desse indivíduo sobe significativamente
											e o seu cortisol baixa significativamente.
											Portanto, temos este indício, 
de que o corpo pode enformar a mente
											— pelo menos a nível facial —
											mas também que as mudanças de papel
podem enformar a mente.
											O que acontece 
— certo, mudamos de papel —
											o que acontece se fizermos isso 
a um nível mínimo,
											como esta pequena manipulação, 
esta pequena intervenção?
											Digo: ""Durante dois minutos,
quero que fiquem de pé.
											""Isso vai fazer-vos sentir
mais poderosos.""
									","
											Maymun hiyerarşisinde bir alfa erkek
											liderliği devraldığında, birden başa geçmesi
											gerektiğinde
											birkaç gün içinde, o bireyin testesteronunun önemli düzeyde yükseldiğini
											ve kortizolünün önemli düzeyde düştüğünü biliyoruz.
											Sonuçta elimizde şu kanıtlar var. Hem vücut aklı
											şekillendirebiliyor, en azından doku iletişim düzeyinde,
											ve hem de görev değişimi aklı şekillendirebiliyor.
											Olan şey şu; diyelim ki görev değişikliği alıyorsunuz,
											peki, bunu küçültülmüş düzeyde,
											bunun gibi ufak bir değişiklikle, ufak bir müdahaleyle yaparsanız ne olur?
											Diyelim ki ""Yalnızca iki dakikalığına. ""Senden şu şekilde durmanı istiyorum
											ve bu daha güçlü hissetmeni sağlayacak"".
									","
											Wir wissen von Primatenhierarchien,
dass wenn ein Alphatier
											die Führung übernehmen muss,
wenn ein Individuum eine
											Alpharolle einnehmen muss,
											dass innerhalb von Tagen das
Testosteronlevel ansteigt
											und zwar signifikant. Und in gleichem 
Maße sank das Cortisol deutlich.
											Wir haben also Beweise dafür,
dass der Körper das Bewusstsein
											beeinflussen kann, 
zumindest im Gesichtsbereich,
											und dafür, dass das gleiche auch durch 
eine Rollenänderung erreicht wird.
											Was passiert bei
einer Rollenänderung,
											was passiert, wenn sie auf
der allerkleinsten Stufe stattfindet?
											Wie die folgende kleine Manipulation,
diese winzige Einmischung?
											Sagen Sie sich:
""Die nächsten 2 Minuten stehe ich so
											und das wird Ihnen das Gefühl
von mehr Macht geben.""
									",Your body language may shape who you are,Amy Cuddy,21:02,"body language,brain,business,psychology,self,success,science"
"
","
","
","
",Your body language may shape who you are,Amy Cuddy,21:02,"body language,brain,business,psychology,self,success,science"
