en,tr,es,pt,title,speaker,duration,tags
"
","
","
","
",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
											Within seven days, I lost
every single one of my jobs.
											My family was supportive but struggling.
											Most of my friends
and coworkers had rejected me;
											the rest were confused.
											One friend said,
""You really messed with me.""
											I said, ""Yeah, well, get in line.""
											They said, ""You were my only example
of an alpha male who was gentle.""
											And I thought, ""Oh. You're right.""
											I was an alpha male.
											And I was gentle.
											And if it was hard for him,
											how much more difficult
was it for my own son?
									","
											Yedi gün içinde
işlerimin her birini kaybettim.
											Ailem destekliyor
fakat mücadelede ediyordu.
											Arkadaşlarımın çoğu
ve iş ortaklarım beni kabullenmedi;
											diğerlerinin ise kafası karışıktı.
											Arkadaşımın biri dedi ki
""Benimle gerçekten dalga geçtin.""
											Ben de ""Evet. Sıraya gir"" dedim.
											Dediler ki ""Benim tanıdığım
tek nazik alfa erkektin.""
											Ben de ""Ah. Haklısın"" dedim.
											Ben bir alfa erkektim.
											Ve naziktim.
											Onun için bu çok zorsa
											öz oğlum için bu ne kadar zor olurdu?
									","
											En siete días perdí todos
y cada uno de mis trabajos.
											Mi familia me apoyó pero la pasó mal.
											Muchos de mis amigos y compañeros
de trabajo me rechazaron,
											el resto estaban confundidos.
											Un amigo dijo: ""Has jugado conmigo"".
											Le dije: ""Ya, bueno, ponte a la cola"".
											Me dijeron: ""Eras mi único ejemplo
de macho alfa delicado"".
											Y pensé ""Ah. Tiene razón"".
											Yo era un macho alfa.
											Y era delicado.
											Y si era difícil para él,
											¿cuánto más difícil era para mi hijo?
									","
											Em sete dias, perdi
todos os meus empregos.
											A minha família apoiou-me
mas com dificuldade.
											A maioria dos meus amigos
e colaboradores rejeitaram-me;
											os restantes ficaram confusos.
											Um amigo meu disse:
""Deixaste-me baralhado"".
											Eu disse: ""Bem-vindo ao grupo"".
											Disse-me: ""Tu eras o único exemplo
de um macho alfa que era gentil"".
											E eu pensei: ""Tens razão"".
											Eu era um macho alfa.
											E eu era gentil.
											E se era difícil para ele,
											como não seria ainda mais difícil
para o meu próprio filho?
									",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
","
","
","
",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
											Jonathan Williams: Estrangement
was not an option.
											It was Father's Day and my girls
brought me craft beer
											and a homemade jar of pickles,
which, in my estimation,
											is the perfect Father's Day gift.
									","
											Jonathan Williams: 
Uzaklaşmak bir seçenek değildi.
											Babalar günüydü
ve kızım bana craft birayla
											ev yapımı bir kavanoz turşu verdi ki
bu bana göre
											harika bir babalar günü hediyesiydi.
									","
											Jonathan Williams: Distanciarse
no era una opción.
											Era el día del padre y mis niñas
me habían traído cerveza artesanal
											y un bote de pepinillos caseros
que, según lo veo yo,
											es el regalo perfecto del día del padre.
									","
											Jonathan Williams: A separação
não era uma opção.
											Era o Dia do Pai e as minhas
filhas trouxeram-me cerveja artesanal
											e um boião de ""pickles"" feitos em casa
											o que é o presente perfeito
para o Dia do Pai
									",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
","
","
","
",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Risas)
									","
											(Risos)
									",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
","
","
","
",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
											But the question remained:
											Do I call my own father?
											To call him, and I continue down
this spiral of denial,
											pretending that my dad was still —
											well, my dad.
											To not call was to acknowledge
that everything had changed.
											It meant that I was in for years of pain
and mourning and sadness,
											but ultimately, hope for reconciliation.
											There's no playbook for when one's father
of 30 plus years decides to transition
											to the female gender.
											But my dad did teach me one thing.
											He said the road to redemption always
comes from choosing the narrow path.
											And so I decided not to call that day,
											and a few months later, Paula flew
out and met me at a hotel in New York,
											my wife and I.
									","
											Ancak bir sorun vardı:
											Babamı aramalı mıydım?
											Onu aramak ve bu inkâr
döngüsüne devam etmek,
											babam hâlâ...
											...babammış gibi davranmak.
											Aramamak ise her şeyin
değiştiğini kabullenmekti.
											Demek istediğim yıllarca acı,
yas ve üzüntü içindeydim
											ama eninde sonunda
kabullenmeyi bekliyordum.
											30 küsur yıllık babanızın
cinsiyet değişimiyle ilgili
											ne yapacağınızı anlatan bir kitap yok.
											Fakat babam bana bir şey öğretmişti.
											Kefaret yolunun daima
dar patikayı seçmekten geçtiğini söylerdi.
											Bu yüzden o gün aramamaya karar verdim.
											Ve bir kaç ay sonra Paula
bir otelde eşim ve benimle tanışmak için
											New York'a geldi.
									","
											Pero la pregunta estaba ahí:
											¿llamo a mi propio padre?
											Llamarle y continuar 
con el bucle de negación,
											pretender que mi padre aún era...
											mi padre.
											No llamarle era reconocer
que todo había cambiado.
											Significaba que iba de cabeza 
hacia años de dolor, duelo y tristeza,
											pero con la esperanza 
de una reconciliación final.
											No hay un manual para cuando tu padre
por más de 30 años hace la transición
											al género femenino.
											Pero mi padre me enseñó una cosa.
											Decía que el camino a la redención siempre
viene de elegir el sendero más estrecho.
											Así que ese día decidí no llamar
											y unos meses más tarde, Paula vino
y acordamos encontrarnos
											en un hotel en Nueva York 
con mi mujer y conmigo.
									","
											Mas mantinha-se uma questão:
											Vou ligar ao meu pai?
											Ligar-lhe e continuar 
esta espiral de negação,
											fingindo que o meu pai
ainda era... o meu pai.
											Não lhe ligar era reconhecer
que tudo tinha mudado.
											Significava que me aguardavam
anos de sofrimento, de luto, de tristeza,
											mas, no fim, de esperança
para uma reconciliação.
											Não há manual de instruções para quando
o pai de um tipo de mais de 30 anos
											decide mudar para o sexo feminino.
											Mas o meu pai ensinara-me uma coisa.
											Dissera que o caminho para a redenção
											emana sempre da escolha
do caminho estreito.
											Por isso, decidi
não lhe ligar naquele dia.
											Uns meses depois, Paula encontrou-se
comigo num hotel em Nova Iorque,
											com a minha mulher e comigo.
									",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
","
","
","
",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
											I knocked on the door,
and this woman answered.
											It definitely wasn't my dad.
											""It's good to see you,"" she said.
											It didn't sound like my dad, either.
											We went to lunch, and the waiter
came to take our order.
											He said, ""Let's start with the ladies,""
											but there was only one lady
at the table and it was my wife,
											and — oh my God, there are two
women at the table.
											And my dad ordered something like lettuce,
											and I was like, I have fries on my plate.
											Did my dad like fries? I don't remember.
											I think he liked them.
											But she wasn't eating them.
											Here's this woman who knew
everything about me,
											and I knew nothing about her.
											I don't even remember saying goodbye.
									","
											Kapıyı çaldım ve bir kadın açtı.
											Kesinlikle babam değildi.
											""Seni görmek çok güzel."" dedi.
											Babamın sesi gibi de değildi?
											Öğlen yemeğe çıktık ve garson 
siparişlerimizi almaya geldi.
											""Önce hanımlardan başlayalım."" dedi.
											Fakat masada bir tane kadın vardı
ve o da benim eşimdi
											ve... Tanrım, masada iki kadın var.
											Babam yeşil salata gibi 
bir şey sipariş etti,
											benim tabağımda patates kızartması vardı.
											Babam patates kızartması sever miydi?
Hatırlamıyorum.
											Sanırım severdi.
											Ama onlardan yemiyordu.
											Buradaki kadın benim hakkımda
her şeyi biliyor
											ve ben onun hakkında 
hiçbir şey bilmiyordum.
											Hoşça kal dediğimi bile hatırlamıyorum.
									","
											Llamé a la puerta y contestó una mujer.
											Desde luego no era mi padre.
											""Me alegro de verte"", dijo.
											Tampoco sonaba como mi padre.
											Fuimos a comer y el camarero
se acercó a tomar el pedido.
											Dijo: ""Empecemos por las damas"",
											pero solo había una dama
en la mesa y era mi mujer
											y... madre mía, hay dos damas en la mesa.
											Y mi padre pidió algo como lechuga
											y yo pensé: 
tengo patatas fritas en el plato.
											¿A mi padre le gustaban
las patatas? No me acuerdo.
											Creo que sí.
											Pero ella no se las comía.
											Ahí estaba esa mujer 
que sabía todo sobre mí
											y yo no sabía nada de ella.
											Ni siquiera recuerdo haber dicho adiós.
									","
											Bati à porta e respondeu-me esta mulher.
											Não era nada o meu pai.
											""Muito gosto em ver-vos"", disse ela.
											Também não soava como o meu pai.
											Fomos almoçar, e o empregado
veio perguntar o que queríamos.
											Disse: ""Comecemos pelas senhoras""
											mas só havia uma senhora à mesa,
a minha mulher.
											e, oh meu deus, há duas mulheres à mesa.
											O meu pai encomendou
qualquer coisa, uma salada,
											e eu queria qualquer coisa frita.
											O meu pai gostava de fritos?
Não me lembrava.
											Acho que gostava.
											Mas ela não ia comer isso.
											Aquela mulher sabia tudo sobre mim
											e eu não sabia nada sobre ela.
											Nem sequer me lembro de dizer adeus.
									",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
","
","
","
",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
											PSW: All I could think about that day
											was that it was late
September in New York,
											and I was wearing white jeans.
									","
											PSW: O gün tek düşünebildiğim,
											New York'ta Eylül ayının sonu
											ve beyaz bir kot pantolon giyiyor olduğum.
									","
											PSW: Ese día solo era capaz de pensar
											que era finales de septiembre
en Nueva York
											y yo llevaba pantalones blancos.
									","
											PSW: Naquele dia, só me lembro
											de que era fim de setembro em Nova Iorque,
											e eu estava de ""jeans"" brancos.
									",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
","
","
","
",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Risas)
									","
											(Risos)
									",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
","
","
","
",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
											You don't wear white
after Labor Day in New York.
											There was a knock at the door,
											and all I could think about was,
here I stand in my wrong jeans.
											And then I saw these big,
blue eyes I love so much,
											and they were staring
back at me in disbelief.
											And I thought, ""Oh, this is not
going to be easy.""
											When one person in a family transitions,
											the entire family transitions
whether they want to or not.
											Now, for those on the fringes it was easy.
											The liberals said, ""Oh, wonderful!
											She's found her truth, how delightful.""
											And the conservatives said,
""That's messed up, I'm out of here.""
									","
											New York'ta İşçi Bayramı sonrası
beyaz giymiyorsunuz.
											Kapı çalmıştı
											ve tek düşünebildiğim burada
yanlış kot pantolonla duruyor olduğumdu.
											Sonra da çok sevdiğim o büyük,
mavi gözleri gördüm
											ve bana şüpheyle bakıyorlardı.
											Bende ""Bu hiç kolay olmayacak.""
diye düşündüm.
											Bir ailede cinsiyet değiştiren 
bir kişi olduğunda
											bütün aile istesin ya da istemesin
değişim geçiriyor.
											Bu marjinaller için oldukça kolaydı.
											Liberallar ""Harika!
											Kendini buldu, nasıl da mutlu."" dedi.
											Muhafazakârlar
""Bu saçmalık, gidelim."" dediler.
									","
											No se lleva blanco después 
del Día del Trabajo en Nueva York.
											Llamaron a la puerta
											y en lo único que pensaba era que
aquí estoy con los pantalones equivocados.
											Y entonces vi esos enormes
ojos azules que tanto adoro
											que me miraban con incredulidad.
											Y pensé: ""Oh, esto no va a ser fácil"".
											Cuando alguien de la familia
hace la transición,
											también lo hace toda la familia,
ya sea que lo quieran o no.
											Para los que lo ven desde fuera es fácil.
											Los liberales decían: ""¡Oh, estupendo!
											Ella ha encontrado su verdad,
es maravilloso"".
											Y los conservadores decían:
""Eso está fatal, me largo"".
									","
											Não se usa roupa branca, em Nova Iorque.
depois do início de setembro,
											Bateram à porta
											e eu só pensei que estava ali
de ""jeans"" brancos.
											Depois vi aqueles grandes olhos azuis
de que eu tanto gosto
											que olhavam para mim, incrédulos.
											E pensei: ""Isto não vai ser fácil"".
											Quando uma pessoa da família
muda de sexo,
											toda a família sofre essa mudança
queira ou não queira.
											Para os que estavam nas franjas foi fácil.
											Os liberais disseram: ""Espantoso!
											""Ela encontrou a sua verdade,
que maravilha!""
											E os conservadores disseram:
""Que confusão. Nem quero saber"".
									",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
","
","
","
",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Risas)
									","
											(Risos)
									",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
","
","
","
",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
											But for my family, neither extreme
was going to work.
											Their anger, their hurt,
											their love and loyalty —
											all of it had to be brought
on to the road of trials.
									","
											Ailem için bu aşırılıklar
hiçbir işe yaramayacaktı.
											Onların öfkesi, onların kızgınlığı,
											onların sevgisi ve sadakati...
											Bütün hepsi bu yargılama sürecinden 
geçmek zorundaydı.
									","
											Pero para mi familia, ningún
extremo iba a funcionar.
											Su enfado, su dolor,
											su amor y su lealtad...
											todo tenía que pasar 
por el camino de las pruebas.
									","
											Mas para a minha família,
nenhum dos extremos funcionaria.
											A sua fúria, o seu sofrimento,
											o seu amor e a sua lealdade
											— tudo isso tinha de ser posto
na mesa dos julgamentos.
									",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
","
","
","
",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
											JW: Was it all a lie?
											Every game of catch in the front yard,
the Mets season tickets —
											was that with my dad or was that with her?
											I remember this one time,
											my dad took me on a bike ride
through Heckscher Park
											to teach me about sex.
											He explained the parts of the body
that I now know he wished weren't hers.
											Had my father ever even existed?
											Now, grief —
											grief is without rules.
											Grief borrows your car without asking,
											wrecks it
											and then doesn't apologize.
											And I was a wreck.
											This was heavy.
											I retreated into myself.
											I was angry.
											I felt betrayed.
											And I guess I should have known
											by the fact that you encouraged
me to be a Mets fan
											that you were preparing me
for life's really big disappointments.
									","
											JW: Her şey yalan mıydı?
											Ön bahçedeki her yakalamaç oyunu,
Mets takımının sezonluk biletleri
											babamla mıydı yoksa onunla mıydı?
											Bir keresinde hatırlıyorum,
											babam beni bisiklet sürüşüne
Heckscher park'a götürüp
											seks konusunu anlatmıştı.
											Şimdi biliyorum ki onun vücudunda 
olmasını istemediği bölümleri anlatmıştı.
											Babam hiç var olmuş muydu?
											Acı...
											Acı kuralsızdır.
											Size sormadan arabanızı ödünç alır,
											onu parçalar
											ve sonra özür dilemez.
											Ve ben yıkılmıştım.
											Çok ağırdı.
											Kendi köşeme çekildim.
											Kızgındım.
											İhanete uğramış gibiydim.
											Ve beni Mets fanı olmak için
cesaretlendirdiğin gerçeğinden
											beni hayatın büyük hayal kırıklıklarına
hazırladığını anlamalıydım.
									","
											JW: ¿Había sido todo mentira?
											Cada vez que jugábamos en el jardín,
las entradas de los Mets...
											¿habían pasado con mi padre o con ella?
											Recuerdo una vez
											que mi padre me llevó a montar
en bici por el parque Hecksche
											para hablarme sobre sexo.
											Me explicó las partes del cuerpo que ahora
sé que él deseaba que no fueran suyas.
											¿Había llegado a existir mi padre?
											El dolor...
											el dolor no tiene normas.
											El dolor toma prestado
tu auto sin permiso,
											lo destroza
											y luego no se disculpa.
											Y yo estaba destrozado.
											Esto era duro.
											Me refugié en mí mismo.
											Estaba enfadado.
											Me sentía traicionado.
											Debería haber sabido
											por el hecho de que
me animabas a seguir a los Mets
											que me preparabas para
las grandes decepciones de la vida.
									","
											JW: Era tudo uma mentira?
											Todos os jogos de apanhar bolas,
os bilhetes para a temporada do Mets
											tinham sido com o meu pai
ou tinham sido com ela?
											Lembro-me de uma vez,
											o meu pai levou-me
num passeio de bicicleta
											para me falar de sexo.

											Explicou-me as partes do corpo
que, sei hoje, ele desejava não ter.
											Será que o meu pai existiu mesmo?
											Ora bem, a tristeza...
											a tristeza não tem regras.
											A tristeza leva-nos o carro
sem pedir licença, dá cabo dele
											e depois não pede desculpa.
											Eu estava um farrapo.
											Era muito pesado.
											Virei-me para dentro.
Fiquei zangado.
											Senti-me traído.
											Acho que devia ter percebido
											pelo facto de me encorajares
para ser fã do Mets
											que me estavas a preparar
para grandes desilusões na vida,
									",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
","
","
","
",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Risas)
									","
											(Risos)
									",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
","
","
","
",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
											That's true.
											And yet, there were the games of catch,
											and there were the season tickets
											and bacon, egg and cheese
sandwiches every Saturday
											from the best bagel place on Long Island.
											My father lived this life
he didn't want to live,
											but he lived it so
that I could have a dad.
											I stopped wondering
if my dad had ever existed.
											He had existed — willfully,
consciously, intentionally —
											each and every day of my growing up.
											For that, I was thankful.
											Paula's body was hers now
and her transformation was complete,
											but my transformation was just beginning.
											I had another trial, another journey,
another choice to heed my father's advice
											and continue down that narrow path.
									","
											Bu doğru.
											Yine de yakalamaç oyunları,
											sezonluk maç biletleri
											ve Long Island'ın en iyi çörekçisinde 
her Cumartesi pastırmalı, yumurtalı
											ve peynirli sandviçler vardı.
											Babam yaşamayı istemeden
bu hayatı yaşamıştı
											fakat bir babam
olabilmesi için bunu yaşadı.
											Babam hiç var olmuş muydu
diye düşünmekten vazgeçtim.
											O kasten, isteyerek, bile bile
											büyüdüğüm her an
ve her günde yanımdaydı.
											Bunun için minnettarım.
											Paula'nın vücudu artık onundu
ve onun dönüşümü tamamlanmıştı
											fakat benim dönüşümüm
daha yeni başlıyordu.
											Başka bir yol, başka bir yolculuk,
babamın tavsiyesine uymak ayrı bir seçenek
											ve bu dar yolda devam ediyorum.
									","
											Es verdad.
											Y aún así estaban
los juegos en el jardín,
											las entradas de temporada
											y los sándwhiches de tocino,
huevo y queso de los sábados
											del mejor sitio de bagels de Long Island.
											Mi padre vivió una vida
que no quería vivir,
											pero lo hizo para que
yo pudiera tener un padre.
											Dejé de preguntarme 
si mi padre había existido.
											Había existido, de manera obstinada,
consciente e intencional,
											todos los días de mi infancia.
											Le estaba agradecido por eso.
											El cuerpo de Paula ahora era suyo
y su transformación estaba completa,
											pero la mía estaba empezando.
											Tenía otra prueba, otro viaje, otra 
elección para seguir el consejo
											de continuar por el camino estrecho.
									","
											É verdade.
											Contudo, havia os jogos de apanhar bolas
											e havia os bilhetes para a temporada
											e o ""bacon"", os ovos, o queijo,
as sanduíches todos os sábados,
											o melhor pão de Long Island.
											O meu pai vivia uma vida
que não queria viver
											mas viveu-a de modo
que eu pude ter um pai.
											Deixei de pensar
se o meu pai tinha existido.
											Tinha existido sim — deliberada,
consciente, intencionalmente —
											em cada dia do meu crescimento.
											Por isso, sentia-me grato.
											O corpo de Paula agora era dela
e a transformação estava completa
											mas a minha transformação
estava a começar.
											Tinha outra provação,
outro percurso, outra escolha
											para seguir o conselho do meu pai
											e continuar naquele caminho estreito.
									",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
"
","
","
","
",The story of a parent's transition and a son's redemption,Paula Stone Williams and Jonathan Williams,13:12,"Transgender,gender,faith,family,personal growth,religion,parenting,gender equality,Gender spectrum,LGBT,identity,social change"
