en,fr,es,tr,title,speaker,duration,tags
"
","
","
","
",The disarming case to act right now on climate change,Greta Thunberg,11:12,"climate change,environment,sustainability,politics,education,society,social change,pollution,Anthropocene"
"
											I think in many ways
that we autistic are the normal ones,
											and the rest of the people
are pretty strange,
									","
											Je pense qu'à bien des égards,
nous, autistes, sommes normaux,
											et le reste des gens 
sont franchement étranges,
									","
											Pienso que, de muchas formas,
los autistas somos los normales,
											y el resto, son los raros.
									","
											Bence biz otistikler, birçok yönden 
normal olanlarız
											ve kalan herkes oldukça garip.
									",The disarming case to act right now on climate change,Greta Thunberg,11:12,"climate change,environment,sustainability,politics,education,society,social change,pollution,Anthropocene"
"
","
","
","
",The disarming case to act right now on climate change,Greta Thunberg,11:12,"climate change,environment,sustainability,politics,education,society,social change,pollution,Anthropocene"
"
											(Laughter)
									","
											(Rires)
									","
											(Risas)
									","
											(Kahkaha)
									",The disarming case to act right now on climate change,Greta Thunberg,11:12,"climate change,environment,sustainability,politics,education,society,social change,pollution,Anthropocene"
"
","
","
","
",The disarming case to act right now on climate change,Greta Thunberg,11:12,"climate change,environment,sustainability,politics,education,society,social change,pollution,Anthropocene"
"
											especially when it comes to
the sustainability crisis,
											where everyone keeps saying
climate change is an existential threat
											and the most important issue of all,
											and yet they just carry on like before.
											I don't understand that,
											because if the emissions have to stop,
											then we must stop the emissions.
											To me that is black or white.
											There are no gray areas
when it comes to survival.
											Either we go on
as a civilization or we don't.
											We have to change.
									","
											surtout quand il s'agit 
de la crise du développement durable,
											où tout le monde répète
que le changement climatique
											est une menace pour notre existence
											et le problème le plus important de tous,
											et pourtant continue de se comporter 
comme si de rien n'était.
											Je ne comprends pas cela,
											car si les émissions doivent s'arrêter,
											alors nous devons arrêter les émissions.
											Pour moi, c'est blanc ou noir.
											Il n'y a pas de niveaux de gris 
lorsqu'il s'agit de survie.
											Soit nous continuons notre route en
tant que civilisation, soit on s'arrête.
											Nous devons changer.
									","
											Y más cuando se trata de 
la crisis de sostenibilidad,
											porque se dice que el cambio climático
es una amenaza
											y el problema más urgente,
											pero todos actúan igual que siempre.
											No lo entiendo.
											Porque si las emisiones deben parar,
											que paren.
											Para mí eso es blanco o negro.
											Cuando se trata de sobrevivir,
no hay áreas grises.
											O continuamos como civilización o no.
											Debemos cambiar.
									","
											Özellikle konu sürdürülebilirlik
krizine geldiğinde.
											Herkes iklim değişikliğinin varoluşsal 
bir tehdit olduğunu
											ve en önemli sorunumuz 
olduğunu söyleyip duruyor
											fakat herkes aynı şekilde devam ediyor.
											Bunu anlayamıyorum
											çünkü eğer salınımların 
durması gerekiyorsa
											o zaman salınımları durdurmalıyız.
											Benim için bu siyah ya da beyaz.
											Konu hayatta kalmaya gelince 
arada hiç gri alan yoktur.
											Ya bir medeniyet gibi devam 
ederiz ya da etmeyiz.
											Değişmemiz gerekiyor.
									",The disarming case to act right now on climate change,Greta Thunberg,11:12,"climate change,environment,sustainability,politics,education,society,social change,pollution,Anthropocene"
"
","
","
","
",The disarming case to act right now on climate change,Greta Thunberg,11:12,"climate change,environment,sustainability,politics,education,society,social change,pollution,Anthropocene"
"
											Rich countries like Sweden
need to start reducing emissions
											by at least 15 percent every year.
											And that is so that we can stay
below a two-degree warming target.
											Yet, as the IPCC
have recently demonstrated,
											aiming instead for 1.5 degrees Celsius
											would significantly
reduce the climate impacts.
											But we can only imagine
what that means for reducing emissions.
											You would think the media
and every one of our leaders
											would be talking about nothing else,
											but they never even mention it.
											Nor does anyone ever mention
											the greenhouse gases
already locked in the system.
											Nor that air pollution is hiding a warming
											so that when we stop burning fossil fuels,
											we already have an extra level of warming
											perhaps as high as
0.5 to 1.1 degrees Celsius.
											Furthermore does hardly
anyone speak about the fact
											that we are in the midst
of the sixth mass extinction,
											with up to 200 species
going extinct every single day,
											that the extinction rate today
											is between 1,000 and 10,000 times higher
											than what is seen as normal.
											Nor does hardly anyone ever speak about
the aspect of equity or climate justice,
											clearly stated everywhere
in the Paris Agreement,
											which is absolutely necessary
to make it work on a global scale.
											That means that rich countries
											need to get down to zero emissions
within 6 to 12 years,
											with today's emission speed.
											And that is so that people
in poorer countries
											can have a chance to heighten
their standard of living
											by building some of the infrastructure
that we have already built,
											such as roads, schools, hospitals,
											clean drinking water,
electricity, and so on.
											Because how can we expect
countries like India or Nigeria
											to care about the climate crisis
											if we who already have everything
don't care even a second about it
											or our actual commitments
to the Paris Agreement?
									","
											Les pays riches comme la Suède doivent 
commencer à réduire leurs émissions
											d'au moins 15% chaque année.
											Et cela pour rester en deçà 
du réchauffement-cible de 2°C.
											Cependant, comme le GIEC
l'a démontré récemment,
											viser un objectif de 1,5°C
											réduirait significativement 
les impacts climatiques.
											Mais nous ne pouvons qu'imaginer 
ce que cela signifie
											en termes de réduction d'émissions.
											Vous penseriez que les media 
et chacun de nos dirigeants
											ne parleraient que de cela,
											mais ils ne le mentionnent même pas.
											Pas plus que quiconque ne mentionne jamais
											les gaz à effet de serre déjà
piégés dans le système.
											Ni le fait que la pollution de l'air
camoufle un réchauffement tel que
											lorsque nous cesserons de brûler
les combustibles fossiles,
											nous aurons déjà atteint 
un niveau de réchauffement
											de 0,5 à 1,1°C.
											Pas plus ne parle-t-on du fait
											que nous sommes au milieu 
de la 6ème extinction de masse,
											avec plus de 200 espèces 
qui disparaissent chaque jour,
											que le taux d'extinction est aujourd'hui
											entre 1 000 et 10 000 fois supérieur
											à ce qui est considéré comme normal.
											Et presque personne ne parle de l'aspect 
d'équité ou de justice climatique,
											pourtant clairement spécifiés 
partout dans l'Accord de Paris,
											et absolument nécessaires pour que 
cela fonctionne à l'échelle mondiale.
											Cela signifie que les pays riches
											doivent atteindre le niveau de 
zéro-émission d'ici 6 à 12 ans,
											vu le taux actuel d'émission.
											Et cela pour que les pays plus pauvres
											puissent avoir une chance 
d'améliorer leur standard de vie
											en construisant 
certaines des infrastructures
											que nous avons déjà construites,
											telles que routes, écoles, hôpitaux,
											eau potable, électricité, etc.
											Car comment pouvons-nous attendre 
de pays comme l'Inde ou le Nigeria
											qu'ils se préoccupent 
de la crise climatique
											si nous, qui avons déjà tout, ne nous 
en préoccupons pas même une seconde,
											ni ne nous préoccupons
											de nos engagements 
vis-à-vis de l'Accord de Paris ?
									","
											Países ricos, como Suecia,
deben reducir sus emisiones
											al menos un 15 % cada año
											para estar bajo el objetivo
de dos grados de calentamiento.
											Como el IPCC demostró,
											cambiar el objetivo por 1,5 grados Celsius
											reduciría el impacto climático.
											Pero imaginen lo que representa
tal reducción.
											Se pensaría que los líderes y medios
											hablarían solo de eso,
											pero ni lo mencionan.
											Tampoco mencionan
											los gases de invernadero
ya presentes en el sistema,
											ni que la contaminación del aire
esconde calor
											para que al dejar de usar
combustibles fósiles
											tengamos un nivel de calor extra
											de hasta 0,5 o 1,1 grados Celsius.
											Tampoco se habla de que
											estamos en nuestra 
sexta extinción en masa,
											con 200 especies que 
se extinguen cada día.
											El promedio de extinción hoy
											es entre mil y 10 000 veces mayor
											de lo que se considera normal.
											Y nadie habla de equidad 
ni justicia climática,
											establecida claramente 
en el Tratado de París,
											y necesaria para que funcione 
a escala global.
											Significa que países ricos
											deben llegar a cero emisiones
entre 6 y 12 años,
											con la rapidez de emisiones actual,
											para que países más pobres
											puedan mejorar su calidad de vida
											al construir infraestructura
que nosotros ya tenemos:
											carreteras, escuelas, hospitales,
											agua potable y electricidad.
											¿Cómo podemos esperar que países
como India o Nigeria
											se preocupen por la crisis climática
											si a nosotros, que lo tenemos todo
no nos importa,
											ni tampoco los acuerdos 
del Tratado de París?
									","
											İsveç gibi zengin ülkelerin her sene
											salınımlarını en az %15
azaltmaları gerekiyor ki
											iki derecenin altında kalma
hedefimizi gerçekleştirebilelim.
											Fakat Hükûmetler arası İklim Değişikliği
Paneli (IPCC)'ne göre,
											iki yerine 1,5 derece'yi hedeflemek, 
iklim etkilerini
											önemli ölçüde azaltmaya
yardımcı olacaktır.
											Salınımları azaltmadaki 
etkisini bir düşünün.
											Medyanın ve her bir liderin
gündeminin sadece
											bu olduğunu düşünebilirsiniz.
											Ama kimse ne bu konuda
											ne de havaya hapsolmuş 

											sera gazının etkileri hakkında
tek kelime etmiyor.
											Hava kirliliği ısınmayı öyle 
güzel saklıyor ki
											fosil yakıt kullanımını bıraksak bile
											çoktan ekstra bir ısınma söz konusu.
											Belki de bu ısınma 0,5 ila 1,1 santigrat 
derece arası kadar yüksek olabilir.
											Dahası, kimse 6. büyük kitlesel 
yok oluşun
											ortasında olduğumuzdan bahsetmiyor.
											Her geçtiğimiz gün 
200 farklı tür yok oluyor.
											Bu yok oluşun oranı
											normalden 1000-10.000 kat arası
											daha fazla.
											Hiç kimse, konunun küresel boyutta 
iyileştirilmesi için oldukça gerekli olan,
											Paris Anlaşmasında da 
açık bir şekilde belirtilen,
											eşitlik boyutunu ve iklim adaletini 
konuşmuyor.
											Bu demek oluyor ki zengin ülkeler
											6 ile 12 yıl içinde salınımlarını 
bugünün salınım hızını
											göz önüne alarak sıfıra indirmeliler.
											Böylece daha yoksul ülkeler
											bizim çoktan sahip olduğumuz 
yol, okul, hastane,
											içme suyu, elektrik vb. birtakım
											altyapı çalışmalarını gerçekleştirerek
											yaşam standartlarını yükseltme
şansı yakalayabilsin.
											Çünkü her şeye sahip olan bizler, 
iklim krizi veya Paris Anlaşması'nda
											ortaya konan gerçek taahhütleri 
umursamıyorsak
											Hindistan ve Nijerya gibi yoksul ülkelerin
											iklim konusunda bir şey yapmasını
nasıl bekleyebiliriz?
									",The disarming case to act right now on climate change,Greta Thunberg,11:12,"climate change,environment,sustainability,politics,education,society,social change,pollution,Anthropocene"
"
","
","
","
",The disarming case to act right now on climate change,Greta Thunberg,11:12,"climate change,environment,sustainability,politics,education,society,social change,pollution,Anthropocene"
"
											So, why are we not reducing our emissions?
											Why are they in fact still increasing?
											Are we knowingly causing
a mass extinction?
											Are we evil?
											No, of course not.
											People keep doing what they do
											because the vast majority
doesn't have a clue
											about the actual consequences
of our everyday life,
											and they don't know
that rapid change is required.
											We all think we know,
and we all think everybody knows,
											but we don't.
											Because how could we?
											If there really was a crisis,
											and if this crisis was caused
by our emissions,
											you would at least see some signs.
											Not just flooded cities,
tens of thousands of dead people,
											and whole nations leveled
to piles of torn down buildings.
											You would see some restrictions.
											But no.
											And no one talks about it.
											There are no emergency meetings,
no headlines, no breaking news.
											No one is acting
as if we were in a crisis.
											Even most climate scientists
or green politicians
											keep on flying around the world,
eating meat and dairy.
											If I live to be 100,
I will be alive in the year 2103.
											When you think about the future today,
you don't think beyond the year 2050.
											By then, I will, in the best case,
not even have lived half of my life.
									","
											Alors, pourquoi ne réduisons-nous 
pas nos émissions ?
											Pourquoi sont-elles en réalité 
toujours en train d'augmenter ?
											Sommes-nous, sciemment, en train 
de causer une extinction de masse ?
											Sommes-nous malfaisants ?
											Non, bien sûr que non.
											Les gens continuent 
de faire ce qu'ils font
											car la vaste majorité d'entre eux 
n'a pas la moindre idée
											des conséquences réelles 
de notre vie de tous les jours,
											et ils ne savent pas qu'un 
changement rapide est requis.
											Nous pensons tous savoir, 
et nous pensons tous que chacun sait,
											mais en réalité, nous n'en savons rien.
											Car comment pourrions-nous savoir ?
											S'il y avait réellement une crise,
											et si cette crise était causée 
par nos émissions,
											on devrait voir au moins quelques signes.
											Pas seulement des villes inondées, 
des dizaines de milliers de morts,
											et des nations entières réduites à des 
entassements d'immeubles détruits.
											On devrait voir des restrictions.
											Mais non.
											Et personne n'en parle.
											Il n'y a ni réunions d'urgence, 
ni gros titres à la une des journaux.
											Personne ne se comporte 
comme si nous étions en crise.
											Même la plupart des scientifiques 
climatologues ou politiciens verts
											continuent de voler autour du globe, 
mangeant viande et produits laitiers.
											Si je vis jusque 100 ans, 
je serai vivante en l'an 2103.
											Lorsqu'on pense au futur aujourd'hui, 
on ne pense pas au-delà de 2050.
											D'ici-là, je n'aurai, au mieux, 
pas même vécu la moitié de ma vie.
									","
											¿Por qué no hay menos emisiones?
											¿Por qué aumentan?
											¿Estamos provocando una extinción?
											¿Somos malvados?
											No, claro que no.
											Las personas actúan así
											porque la mayoría no conoce
											los efectos del diario vivir
											y no entienden que hay que cambiar.
											Creemos saber y que todos saben,
											pero no.
											¿Cómo podríamos?
											Si hubiera una crisis
											causada por las emisiones,
											se verían señales,
											no solo inundaciones, 
decenas de miles de muertes,
											y naciones reducidas a escombro.
											Se verían restricciones,
											pero no.
											Y nadie habla de eso.
											No hay reuniones de emergencia,
titulares, ni noticias urgentes.
											Nadie actúa como 
si estuviéramos en crisis.
											Hasta científicos 
y políticos ambientalistas
											viajan por el mundo 
comiendo carne y lácteos.
											Si llego a cien años, viviré en el 2103.
											Cuando Uds. piensan en el futuro,
no pasan del 2050,
											en ese año, yo estaré casi
a la mitad de mi vida.
									","
											Peki neden salınımları azaltmıyoruz?
											Hatta şöyle, neden salınımlar artmaya
devam ediyor?
											Bile bile kitlesel bir yok oluşa mı 
neden oluyoruz?
											Biz cani miyiz?
											Tabii ki değiliz.
											Aynı şeyleri yapmaya devam ediyoruz
											çünkü büyük çoğunluğumuzun 
günlük yaşamımızın
											gerçek sonuçları hakkında 
en ufak bir fikri yok
											ve hızlı bir değişikliğin gerekliliğini
kavrayamıyorlar.
											Kendimiz dahil herkesin
bildiğini düşünüyoruz
											fakat hayır.
											Nasıl bilebiliriz ki?
											Gerçekten bir kriz olsaydı
											ve bu kriz bizim salınımlarımızdan 
dolayı gerçekleşseydi,
											bazı ipuçları görürdük değil mi?
											Sadece sel almış şehirleri, 
ölen on binlerce insanı
											ve tüm bir ulusun yerle bir olmuş
bina yığınlarına dönüşmesini değil
											bazı kısıtlamalar görürdük.
											Ama görmedik.
											Hiç kimse konuşmuyor da.
											Olağanüstü hâl yok, manşetler yok,
sıcak gelişme yok.
											Hiç kimse bir kriz varmış gibi
davranmıyor.
											Çoğu iklim bilimci
veya çevreci siyasetçiler bile
											tüm dünyayı uçakla gezmeye devam edip
et ve süt ürünleri tüketiyorlar.
											100 yaşına kadar gelirsem, 
2103 yılında bu dünyada olacağım.
											Bugün gelecek hakkında düşündüğünüzde,
2050 yılından ilerisini düşünmüyorsunuz.
											O yıllarda, en iyi ihtimalle, yaşamımın
yarısına bile gelmemiş olacağım.
									",The disarming case to act right now on climate change,Greta Thunberg,11:12,"climate change,environment,sustainability,politics,education,society,social change,pollution,Anthropocene"
"
","
","
","
",The disarming case to act right now on climate change,Greta Thunberg,11:12,"climate change,environment,sustainability,politics,education,society,social change,pollution,Anthropocene"
"
											What happens next?
											The year 2078, I will celebrate
my 75th birthday.
											If I have children or grandchildren,
maybe they will spend that day with me.
											Maybe they will ask me about you,
											the people who were around, back in 2018.
											Maybe they will ask
why you didn't do anything
											while there still was time to act.
											What we do or don't do right now
will affect my entire life
											and the lives of my children
and grandchildren.
											What we do or don't do right now,
											me and my generation
can't undo in the future.
											So when school
started in August of this year,
											I decided that this was enough.
											I set myself down on the ground
outside the Swedish parliament.
											I school striked for the climate.
											Some people say that I
should be in school instead.
											Some people say that I should study
to become a climate scientist
											so that I can ""solve the climate crisis.""
											But the climate crisis
has already been solved.
											We already have
all the facts and solutions.
											All we have to do is
to wake up and change.
											And why should I be studying for a future
that soon will be no more
											when no one is doing anything
whatsoever to save that future?
											And what is the point of learning facts
in the school system
											when the most important facts
											given by the finest science
of that same school system
											clearly means nothing
to our politicians and our society.
											Some people say that Sweden
is just a small country,
											and that it doesn't matter what we do,
											but I think that if a few children
can get headlines all over the world
											just by not coming to school
for a few weeks,
											imagine what we could all do
together if you wanted to.
									","
											Que se passe-t-il ensuite ?
											En 2078, je célébrerai 
mon 75ème anniversaire.
											Si j'ai des enfants ou des petits-enfants,
											peut-être passeront-ils 
ce jour-là avec moi.
											Peut-être qu'ils me questionneront 
à votre sujet,
											vous, les gens qui étiez là en 2018.
											Peut-être me demanderont-ils 
pourquoi vous n'avez rien fait,
											alors qu'il était encore temps d'agir.
											Ce que nous faisons ou non
maintenant affectera ma vie entière
											et les vies de mes enfants
et petits-enfants.
											Ce que nous faisons ou non maintenant,
											ma génération et moi
ne pourrons pas le défaire dans le futur.
											De sorte que, lorsque l'école
a démarré en août cette année,
											j'ai décidé que c'en était assez.
											Je me suis assise
devant le parlement suédois.
											J'ai fait la grève de l'école,
pour le climat.
											Certaines personnes disent 
que je devrais plutôt être à l'école.
											Certaines personnes disent que je devrais 
étudier et devenir climatologue
											pour « résoudre la crise climatique ».
											Mais la crise climatique est déjà résolue.
											Nous connaissons déjà
tous les faits et solutions.
											Tout ce que nous avons à faire,
c'est nous réveiller et changer.
											Et pourquoi devrais-je étudier pour 
un futur qui bientôt ne sera plus,
											alors que personne ne fait 
quoi que ce soit pour le sauver ?
											Et à quoi bon apprendre des faits 
dans ce système scolaire,
											quand les faits les plus importants,
											établis par la science la plus fine 
issue de ce même système scolaire,
											n'ont clairement aucune importance 
pour nos politiciens et notre société ?
											Certaines personnes disent que la Suède 
n'est qu'un petit pays,
											et que ce que nous faisons 
n'a aucune importance.
											Mais si quelques enfants parviennent 
à faire la une des journaux dans le monde,
											simplement en arrêtant d'aller à l'école 
pendant quelques semaines,
											imaginez ce que nous pourrions faire
tous ensemble si nous le voulions !
									","
											¿Qué pasa después?
											En el 2078, cumpliré 75 años.
											Si tengo nietos, tal vez, estarán conmigo.
											Tal vez me pregunten por Uds.,
											las personas del 2018.
											Tal vez, pregunten por qué no actuaron
											cuando aún se podía.
											Lo que hagamos o no afecta toda mi vida
											y la vida de mis hijos y nietos.
											Lo que hagamos o no, ahora,
											mi generación no podrá deshacer luego.
											Cuando empezaron las clases en agosto,
											decidí que ya era suficiente.
											Me senté frente al parlamento sueco.
											Hice huelga escolar por el clima.
											Me dicen que debería de ir a la escuela
											o estudiar para hacerme científica
											y ""resolver la crisis climática"".
											Pero ya está resuelta.
											Ya tenemos los datos y las soluciones.
											Lo que hay que hacer es despertar
y cambiar.
											¿Por qué estudiar para un futuro
que no existirá
											porque nadie intenta salvarlo?
											¿Para qué aprender del sistema educativo,
											si los datos más importantes
											dados por lo mejor de la ciencia
dentro del mismo sistema,
											son ignorados por los políticos
y por la sociedad?
											Algunos dicen que Suecia 
es un país pequeño,
											que no importa lo que hagamos,
											pero si unos niños pueden 
llamar la atención del mundo
											al faltar a la escuela unas semanas,
											imaginen lo que todos juntos
podríamos lograr si quisiéramos.
									","
											Sonra ne olacak?
											2078 yılında 75. yaşımı kutlayacağım.
											Çocuklarım ya da torunlarım olursa
belki onlarla kutlarız.
											Belki onlar bana sizi sorarlar.
											2018 yılında yaşamış olan insanları.
											Belki de hâlâ harekete geçmek için
zaman varken
											niye bir şey yapmadığınızı sorarlar.
											Bugün yaptıklarınız ve yapmadıklarınız

											benim, çocuklarımın ve torunlarımın 
bütün hayatımızı etkileyecek.
											Şu an yaptıklarımızı ve yapmadıklarımızı
											ben ve jenerasyonum 
gelecekte değiştiremez.
											Bu yıl Ağustos ayında okul başladığında,
											artık durmamız gerektiğini düşündüm.
											İsveç Parlamentosu'nun hemen dışarısında
bahçeye oturdum.
											İklim için okul grevine girdim.
											Bazı insanlar okulda olmam 
gerektiğini söyledi.
											Bazıları da çalışıp iklim bilimci
olmam gerektiğini.
											Böylece ''İklim Krizi''ni çözebilirmişim.
											Fakat iklim krizi çoktan çözüldü.
											Elimizde gereken tüm veriler
ve çözümler var.
											Tek yapmamız gereken uykudan
uyanıp değişmek.
											Niye yakında var olmayacak bir
gelecek için çalışayım?
											Hem de hiç kimse bu geleceği kurtarmak
için bir şey yapmıyorken.
											Hem aynı eğitim sisteminde yetişen
en iyi bilim adamlarının konu ile
											alakalı verdikleri en önemli veriler
											politikacılar ve toplumumuz tarafından 
dikkate alınmıyorsa
											o eğitim sisteminde bir şeyler
öğrenmenin ne anlamı var ki?
											İnsanlar İsveç'in sadece küçük
bir ülke olduğunu
											ve yapacaklarımızın bir önemi
olmadığını düşünüyorlar.
											Bence benim gibi birkaç çocuk da
tüm dünyada
											birkaç hafta okulu kırdığı için
manşetlere çıksa
											hep birlikte neler yapabileceğimizi
hayal edin.
									",The disarming case to act right now on climate change,Greta Thunberg,11:12,"climate change,environment,sustainability,politics,education,society,social change,pollution,Anthropocene"
"
","
","
","
",The disarming case to act right now on climate change,Greta Thunberg,11:12,"climate change,environment,sustainability,politics,education,society,social change,pollution,Anthropocene"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Aplausos)
									","
											(Alkış)
									",The disarming case to act right now on climate change,Greta Thunberg,11:12,"climate change,environment,sustainability,politics,education,society,social change,pollution,Anthropocene"
