pt,en,es,tr,fr,de,title,speaker,duration,tags
"
","
","
","
","
","
",Why you should talk to strangers,Kio Stark,11:52,"anthropology,communication,community,personality,humanity,society,TED Books,friendship"
"
											Tenho uma filha de quatro anos.
											Quando digo olá às pessoas na rua,
											ela pergunta-me porquê.
											Ela diz: ""Nós conhecemo-los?""
									","
											I say, ""No, they're our neighbor.""
									","
											Le digo: ""No, son nuestros vecinos"".
									","
											''Hayır, onlar bizim komşularımız.''
diyorum.
									","
											Je dis :
« Non, ce sont nos voisins. »
									","
											Ich sage: ""Nein, es sind unsere Nachbarn.""
									",Why you should talk to strangers,Kio Stark,11:52,"anthropology,communication,community,personality,humanity,society,TED Books,friendship"
"
","
","
","
","
","
",Why you should talk to strangers,Kio Stark,11:52,"anthropology,communication,community,personality,humanity,society,TED Books,friendship"
"
											Digo: ""Não. São nossos vizinhos.""
									","
											""Are they our friend?""
									","
											""¿Son nuestros amigos?""
									","
											''Arkadaşlarımız mı?''
									","
											« Ce sont nos amis ? »
									","
											""Sind sie unsere Freunde?""
									",Why you should talk to strangers,Kio Stark,11:52,"anthropology,communication,community,personality,humanity,society,TED Books,friendship"
"
","
","
","
","
","
",Why you should talk to strangers,Kio Stark,11:52,"anthropology,communication,community,personality,humanity,society,TED Books,friendship"
"
											""São nossos amigos""?
									","
											""No, it's just good to be friendly.""
									","
											""No, es bueno ser amigable"".
									","
											''Hayır, sadece sıcakkanlı
olmak güzel.''
									","
											« Non mais il est bon d'être amical. »
									","
											""Nein, es ist einfach gut,
freundlich zu sein.""
									",Why you should talk to strangers,Kio Stark,11:52,"anthropology,communication,community,personality,humanity,society,TED Books,friendship"
"
","
","
","
","
","
",Why you should talk to strangers,Kio Stark,11:52,"anthropology,communication,community,personality,humanity,society,TED Books,friendship"
"
											""Não, mas temos que ser simpáticos.""
											Penso duas vezes
quando lhe digo isso
											porque realmente é verdade,
mas, enquanto mulher, particularmente,
											sei que nem todos os estranhos
na rua têm boas intenções.
											É bom ser simpático
e é bom saber quando não o ser.
									","
											I think twice every time
I say that to her,
											because I mean it,
but as a woman, particularly,
											I know that not every stranger
on the street has the best intentions.
											It is good to be friendly,
and it's good to learn when not to be,
											but none of that means
we have to be afraid.
									","
											Pienso dos veces cada vez que le digo,
											porque hablo en serio,
como mujer, particularmente,
											sé que no todo extraño en la calle
tiene buenas intenciones.
											Es bueno ser amigable,
y bueno aprender cuándo no serlo,
											pero no quiere decir
que debamos tener miedo.
									","
											Bunu ona söyleyeceğim her zaman 
iki defa düşünüyorum,
											çünkü bunu demek istiyorum,
bilhassa da bir kadın olarak
											biliyorum ki sokaktaki her yabancının
niyeti iyi değil.
											Sıcakkanlı olmak güzeldir, ne zaman
olmamak gerektiğini bilmek de
											ama bunların hiçbiri korkmamız
gerektiği anlamına gelmez.
									","
											Je réfléchis à deux fois
avant de lui dire cela
											car, bien que je le pense,
en tant que femme, en particulier,
											je sais que tous les inconnus dans la rue
n'ont pas de bonnes intentions.
											Il est bon d'être amical, mais il faut
aussi apprendre à ne pas l'être,
											cela ne veut pas dire
qu'il faut avoir peur.
									","
											Ich überlege immer zweimal,
wenn ich ihr das sage,
											denn ich meine es zwar ernst,
aber besonders als Frau weiß ich,
											dass nicht jeder Fremde auf der Straße
die besten Absichten hat.
											Es ist gut, nett zu sein,
											genauso wie zu lernen,
wann man es nicht sein sollte.
											Aber nichts davon bedeutet,
dass wir Angst haben müssen.
									",Why you should talk to strangers,Kio Stark,11:52,"anthropology,communication,community,personality,humanity,society,TED Books,friendship"
"
","
","
","
","
","
",Why you should talk to strangers,Kio Stark,11:52,"anthropology,communication,community,personality,humanity,society,TED Books,friendship"
"
											Mas isso não significa
que devemos ter medo.
											Há dois grandes benefícios
											ao usarmos os nossos sentidos 
em vez dos nossos medos.
											O primeiro é que isso liberta-nos.
											Quando pensamos nisso,
											usar a perceção em vez de categorias,
											é mais fácil de dizer do que fazer.
											O nosso cérebro usa essas categorias.
											No que se refere às pessoas,
											é como se fosse um atalho
para aprender sobre elas.
											Vemos mulheres, homens, 
jovens, idosos,
											negros, mestiços, brancos, 
estranhos, amigos,
											e usamos essa informação numa caixa.
											É rápido, fácil,
											e é tendencioso.
											Significa que não estamos a pensar
nas pessoas como indivíduos.
											Conheço uma investigadora americana
que viaja frequentemente
											sozinha pela Ásia Central e África.
											Ela passa por vilarejos e cidades
											como uma completa estranha.
											Não tem laços, nem ligações.
											É uma estrangeira.
											A estratégia de sobrevivência que usa é:
											fazer com que um estranho repare em nós
como uma pessoa, um indivíduo.
									","
											There are two huge benefits
											to using our senses instead of our fears.
											The first one is that it liberates us.
											When you think about it,
											using perception instead of categories
											is much easier said than done.
											Categories are something our brains use.
											When it comes to people,
											it's sort of a shortcut
for learning about them.
											We see male, female, young, old,
											black, brown, white, stranger, friend,
											and we use the information in that box.
											It's quick, it's easy
											and it's a road to bias.
											And it means we're not thinking
about people as individuals.
											I know an American researcher
who travels frequently
											in Central Asia and Africa, alone.
											She's entering into towns and cities
											as a complete stranger.
											She has no bonds, no connections.
											She's a foreigner.
											Her survival strategy is this:
											get one stranger to see you
as a real, individual person.
											If you can do that, it'll help
other people see you that way, too.
									","
											Hay dos grandes beneficios
											al usar nuestros sentidos
en vez del miedo.
											El primero es que nos libera.
											Si lo piensan,
											usar la percepción 
en vez de las categorías
											es más fácil de decir que de hacer.
											Nuestro cerebro usa categorías.
											Cuando se trata de personas,
											es un atajo para aprender de ellas.
											Vemos masculino, femenino, joven, viejo,
											negro, mulato, blanco, extraño, amigo,
											y usamos la información en esa caja.
											Es fácil y rápido,
											y es el camino al prejuicio.
											Significa que no pensamos 
en las personas como individuos.
											Conozco una investigadora de EE.UU.
que viaja frecuentemente sola
											por Asia Central y África.
											Entra en pueblos y ciudades
											como una total extraña.
											No tiene vínculos, ni conexiones.
											Es una extranjera.
											Su estrategia de sobrevivencia es:
											haz que un extraño te vea
como una persona real.
											Si puedes lograrlo, ayudará a
otras personas a verte igual también.
									","
											Korkularımız yerine
hislerimizi kullanmanın
											iki büyük yararı vardır.
											Birincisi bizi özgür kılar.
											Düşündüğünüzde,
											kategoriler yerine algıları kullanmayı
											söylemek kolay.
											Kategoriler beynimizin
kullandığı şeylerdir.
											İnsanlara geldiğinde,
											onlar hakkında bilgi edinmek için
bir tür kısa yoldur.
											Erkek, kadın, genç, yaşlı
											siyahi, esmer, beyaz, yabancı,
arkadaşlarımızı görürüz
											ve o kutudaki bilgiyi kullanırız.
											Hızlı, basit
											ve önyargıya giden bir yol.
											Bu bizim insanlar hakkında bireysel
olarak düşünmediğimiz anlamına gelir.
											Orta Asya ve Afrika'ya 
sık sık yalnız giden
											Amerikalı bir araştırmacı tanıyorum.
											Kasabalara ve şehirlere
											tamamen bir yabancı olarak giriyor.
											Hiçbir bağlantısı, ilişkisi yok.
											Bir yabancı.
											Hayatta kalma stratejisi bu:
											Bir yabancının seni gerçek, birey
olarak görmesini sağla.
											Bunu yapabilirsen, diğer insanların da
											seni aynı şekilde görmesine
yardımcı olacak.
									","
											Il y a deux grands avantages
											à utiliser nos sens plutôt que nos peurs.
											Tout d'abord, cela nous libère.
											Quand vous y pensez,
											utiliser sa perception
au lieu de catégories
											est plus facile à dire qu'à faire.
											Nos cerveaux utilisent des catégories.
											Quand il s'agit de personnes,
											c'est un raccourci
pour apprendre à les connaître.
											Nous voyons :
homme, femme, jeune, vieux,
											noir, marron, blanc, inconnu, ami
											et nous utilisons
les informations de ces boîtes.
											C'est rapide, c'est simple
											et c'est la route vers les préjugés.
											Cela signifie que nous ne voyons pas
les gens comme des individus.
											Je connais une chercheuse américaine
qui voyage souvent
											en Asie centrale et en Afrique,
elle y va seule.
											Elle se rend dans des villes et villages
											en tant que totale inconnue.
											Elle n'a pas de liens, pas de relations.
											C'est une étrangère.
											Sa stratégie de survie est celle-ci :
											obtenir qu'un inconnu vous voit
comme quelqu'un de vrai, un individu.
											Si vous y arrivez, cela aidera les autres
à vous voir de la même façon.
									","
											Es gibt zwei große Vorteile,
											wenn man seinen Verstand
statt seiner Ängste nutzt.
											Erstens ist es befreiend.
											Wenn man darüber nachdenkt,
											ist es leichter gesagt als getan,
											Wahrnehmung statt Kategorien zu nutzen.
											Unser Gehirn nutzt Kategorien.
											Was Menschen betrifft,
											lernt man so schnell etwas über sie.
											Wir sehen Männer, Frauen, Junge, Alte,
											Schwarze, Braune, Weiße, Fremde, Freunde
											und wir nutzen die Information
aus dieser Schublade.
											Es ist schnell und einfach
											und es führt zu Vorurteilen.
											Es bedeutet, dass wir Menschen
nicht als Individuen betrachten.
											Ich kenne eine amerikanische Forscherin,
											die häufig alleine durch
Zentralasien und Afrika reist.
											Sie betritt Orte und Städte,
											in denen sie völlig fremd ist.
											Sie hat keine Bindung oder Beziehungen.
											Sie ist eine Auswärtige.
											Ihre Überlebensstrategie ist folgende:
											Bring einen Fremden dazu,
dich als echte Persönlichkeit zu sehen.
											Schafft man das, hilft das anderen,
einen auch so zu sehen.
									",Why you should talk to strangers,Kio Stark,11:52,"anthropology,communication,community,personality,humanity,society,TED Books,friendship"
"
","
","
","
","
","
",Why you should talk to strangers,Kio Stark,11:52,"anthropology,communication,community,personality,humanity,society,TED Books,friendship"
"
											Se o conseguirmos, isso ajudará
os outros a verem-nos assim também.
											O segundo benefício
de usar os nossos sentidos
											está ligado à intimidade.
											Sei que pode parecer
um pouco contraditório,
											intimidade e estranhos,
											mas essas rápidas interações
podem levar à sensação
											a que os sociólogos chamam
""intimidade fugaz"".
											Uma experiência rápida com
ressonância e significado emocional.
											É a sensação boa que tive
											ao ser salva da sarjeta
pelo velhote
											ou quando me sinto parte 
de uma comunidade
									","
											The second benefit of using our senses
has to do with intimacy.
											I know it sounds
a little counterintuitive,
											intimacy and strangers,
											but these quick interactions
can lead to a feeling
											that sociologists call
""fleeting intimacy.""
											So, it's a brief experience
that has emotional resonance and meaning.
											It's the good feeling I got
											from being saved from the death trap
of the storm drain by the old man,
											or how I feel like part of a community
											when I talk to somebody
on my train on the way to work.
									","
											El segundo beneficio de usar nuestros
sentidos tiene que ver con la intimidad.
											Sé que suena un poco contradictorio,
											intimidad y extraños,
											pero estas interacciones rápidas
pueden llevar a sentir
											lo que los sociólogos llaman
la ""intimidad fugaz"".
											Es una experiencia breve con
significado y resonancia emocional.
											Es la buena sensación que tengo
											de ser salvada de la trampa mortal
del drenaje por un hombre viejo,
											o cómo siento ser parte de la comunidad
											cuando hablo a alguien
en el tren camino al trabajo.
									","
											Hislerimizi kullanmanın ikinci yararı
samimiyetle alakalı.
											Biliyorum samimiyet ve yabancılar
											biraz kulağa mantıksız geliyor
											fakat bu hızlı etkileşimler sosyologların
											''anlık samimiyet'' dedikleri
bir duyguya neden olabilir.
											Yani, bu duygusal yankılaşımlı
ve anlamlı kısa bir deneyim.
											Bu rögarın ölüm tuzağından
											yaşlı bir adam tarafından kurtarılmamın
											veya trende işe giderken
birisiyle konuştuğumda,
											toplumun bir parçası olmaktan aldığım haz.
									","
											Le deuxième avantage à utiliser nos sens
est en lien avec l'intimité.
											Cela semble contre-intuitif,
											l'intimité et des inconnus,
											mais ces interactions rapides
peuvent créer un sentiment
											que les scientifiques appellent
« intimité passagère ».
											C'est une brève expérience
ayant une résonance et une signification.
											C'est le sentiment positif ressenti
											après avoir été sauvée du piège mortel
des égouts par le vieil homme
											ou mon sentiment d'appartenance
à une communauté
											quand je parle à quelqu'un
dans le train en route vers mon travail.
									","
											Der zweite Vorteil darin,
unseren Verstand zu nutzen,
											betrifft die Vertrautheit.
											Es klingt etwas widersprüchlich,
											Vertrautheit und Fremde,
											aber diese kurzen Interaktionen
können zu einem Gefühl
											der ""flüchtigen Vertrautheit"",
wie Soziologen sagen, führen.
											Es ist eine kurze Erfahrung
mit emotionalem Anklang und Bedeutung.
											Es ist das gute Gefühl, das ich bekam,
											als der alte Mann mich
vor der Todesfalle des Gullys rettete,
											oder das Gefühl, Teil
einer Gemeinschaft zu sein,
											wenn ich mit jemanden in der Bahn
auf dem Weg zu Arbeit rede.
									",Why you should talk to strangers,Kio Stark,11:52,"anthropology,communication,community,personality,humanity,society,TED Books,friendship"
"
","
","
","
","
","
",Why you should talk to strangers,Kio Stark,11:52,"anthropology,communication,community,personality,humanity,society,TED Books,friendship"
