fr,en,de,es,tr,title,speaker,duration,tags
"
","
","
","
","
",Building uniqueness,Moshe Safdie,17:46,"architecture,cities,collaboration,creativity,design,museums,visualizations"
"
											Et enfin, le bâtiment — dont voici la maquette.
											Et quand on a commencé à se plaindre à propos du budget
											j'ai dit que ça valait le coup de faire une île, parce que vous en auriez eux fois plus pour votre argent — par réflection.
											Voici le bâtiment à l'inauguration,
											avec un canal donnant sur le centre ville, et ici, une vue à partir du centre ville,
											il y a une piste cyclable qui traverse le bâtiment,
											de sorte que ceux qui se baladent à vélo le long du fleuve peuvent voir les expositions et être attirés vers le bâtiment.
											La géométrie toroïdale a permis de construire un bâtiment très efficace.
											Toutes les poutres de ce bâtiment sont de même diamètre, en bois laminé.
											Chaque mur - c'est des murs en béton - peut résister aux contraintes et soutenir le bâtiment.
											Et chaque partie du bâtiment à une fonction.
											Voici les galeries où la lumière rentre à travers des lucarnes
											et de nuit, et en plein jour.
									","
											And finally the building — this is the model.
											And when there were complaints about budget, I said,
											""Well, it's worth doing the island because you get twice for your money: reflections.""
											And here's the building as it opened,
											with a channel overlooking downtown, and as seen from downtown.
											And the bike route's going right through the building,
											so those traveling the river would see the exhibits and be drawn to the building.
											The toroidal geometry made for a very efficient building:
											every beam in this building is the same radius, all laminated wood.
											Every wall, every concrete wall is resisting the stresses and supporting the building.
											Every piece of the building works.
											These are the galleries with the light coming in through the skylights,
											and at night, and on opening day.
									","
											Und schließlich das Gebäude – das ist das Modell.
											Als es dann Klagen über das Budget gab, sagte ich,
											""Die Insel ist es wert gebaut zu werden, weil Sie für Ihr Geld das Doppelte bekommen: Spiegelungen.""
											Und hier ist das Gebäude, als es eröffnet wurde,
											mit dem Kanal in Richtung Stadtzentrum, und von der Stadt aus gesehen.
											Der Radweg führt direkt durch das Gebäude,
											damit die, die am Fluss entlangfahren, die Ausstellung sehen und neugierig werden.
											Die ringförmige Geometrie machte das Gebäude sehr effizient:
											Jeder Balken darin hat denselben Radius und besteht aus laminiertem Holz.
											Jede Wand, jede Betonwand, trägt die Last und unterstützt das Gebäude.
											Jedes Stück des Gebäudes funktioniert.
											Das sind die Galerien mit dem Licht, das durch die Oberlichte hereinkommt;
											und hier nachts, und am Tag der Eröffnung.
									","
											Y finalmente el edificio – esta es la maqueta.
											Cuando había quejas sobre el presupuesto, yo decía,
											bien, vale la pena hacer la isla porque se duplica el dinero — reflexiones.
											Y aquí está el edificio en su inauguración,
											con un canal que da al centro de la ciudad, visto desde el centro,
											y la bicisenda que va a través del edificio,
											así los que van viajando por el río verían las exhibiciones se sentirían atraídos por el edificio.
											La geometría toroidal posibilitó un edificio muy eficiente.
											Cada viga de este edificio tiene el mismo radio, todas de madera laminada.
											Cada pared, cada pared de concreto, está resistiendo las presiones y sosteniendo el edificio.
											Cada pieza del edificio funciona.
											Estas son las galerías con la luz entrando por las claraboyas,
											de noche, y el día de la inauguración
									","
											İşte sonunda bina, model bu.
											Bütçe hakkında şikayetler
olduğunda, dedim ki:
											""Bu adayı yapmaya değer çünkü parayı
yansımalarla ikiye katlayacaksınız.""
											İşte açıldığı şekliyle merkezi gören
											ve merkezden de görülebilen haliyle bina.
											Bisiklet yolları, binanın hemen
yanından geçiyor.
											Böylece nehri gezmeye gelenler de,
sergiyi görüp binaya yakın olabilir.
											Torodial geometri 
binada oldukça etkili oldu.
											Binadaki tüm kirişler, tüm tabakalı ahşap
ve aynı yarıçapa sahip.
											Tüm beton duvarlar, kuvvete dayanıyor
ve binayı destekliyor.
											Binanın her bir parçası çalışıyor.
											Hem gece hem de açılış gününde,
											tepe camından gelen ışıkla
aydınlatılan sergiler var.
									",Building uniqueness,Moshe Safdie,17:46,"architecture,cities,collaboration,creativity,design,museums,visualizations"
"
","
","
","
","
",Building uniqueness,Moshe Safdie,17:46,"architecture,cities,collaboration,creativity,design,museums,visualizations"
"
											Revenons maintenant à 1976
											(Applaudissements)
											— en 1976, on m'a demandé de dessiner les plans d'un Mémorial pour les Enfants
											pour le Musée de l'Holocauste de Yad Vashem à Jerusalem
											dont vous pouvez voir le site ici.
											On m'a demandé de dessiner les plans
											et on m'a donné tous les souvenirs historiques, des vêtements et des dessins
											Cela m'a beaucoup troublé
											J'y ai travaillé pendant des mois mais je n'arrivais à rien,
											parce qu'il me semblait que les gens qui sortaient du musée historique
											étaient complètement saturés d'informations
											et que voir un autre musée plein d'informations
											ça faisait juste trop à digérer d'un coup.
											Alors j'ai fait une contre-proposition.
									","
											Going back to 1976.
											(Applause)
											In 1976, I was asked to design a children's memorial museum
											in a Holocaust museum in Yad Vashem in Jerusalem,
											which you see here the campus.
											I was asked to do a building,
											and I was given all the artifacts of clothing and drawings.
											And I felt very troubled.
											I worked on it for months and I couldn't deal with it
											because I felt people were coming out of the historic museum,
											they are totally saturated with information
											and to see yet another museum with information,
											it would make them just unable to digest.
											And so I made a counter-proposal:
									","
											Gehen wir zurück ins Jahr 1976.
											(Applaus)
											1976 wurde ich gebeten, ein Gedenkmuseum für Kinder
											in einem Holocaustmuseum in Yad Vashem in Jerusalem zu entwerfen,
											von dem Sie hier das Gelände sehen.
											Ich wurde gebeten, ein Gebäude zu planen,
											und mir wurden die ganzen Kleidungsstücke und Zeichnungen gezeigt.
											Und das hat mich sehr belastet.
											Ich arbeitete monatelang daran und ich kam nicht damit zurecht,
											weil ich fühlte, dass Menschen, die aus dem Historischen Museum kamen,
											bereits mit Informationen voll beladen sind.
											Wenn sie dann noch ein Museum mit Informationen sehen,
											würden sie das nicht mehr verarbeiten können.
											Deshalb machte ich einen Gegenvorschlag:
									","
											Volviendo a 1976 –
											(Aplausos)
											– en 1976 me pidieron que diseñara el Memorial de los Niños
											en el Museo del Holocausto de Yad Vashem en Jerusalén,
											lo que vemos aquí – el campus.
											Me pidieron que hiciera un edificio,
											y me dieron todas las prendas de vestir y los dibujos.
											Me preocupé mucho.
											Trabajé en eso durante un mes pero no pude resolverlo
											porque pensé que la gente vendría desde el museo histórico,
											completamente saturados de información,
											para ver otro museo más con información,
											esto haría que simplemente no pudieran digerirlo.
											Y entonces hice una contrapropuesta.
									","
											1976'ya dönüyorum.
											(Alkış)
											1976'da burada kampüste gördüğünüz
Kudüs'te Yad Vashem'deki Holokost müzesine
											bir çocuk anıtı müzesi 
tasarlama teklifi aldım.
											Bir bina yapmam istendi benden.
											Bina için gereken tüm giydirme
ve çizimle alakalı eserler bana verildi
											ve çok rahatsız hissettim.
											Aylarca üstünde çalıştım ama başaramadım.
											Çünkü insanların tarihi müzelerden 
sıkılmış olduklarını düşündüm.
											Bilgiye ve doğal olarak
											bilgiyle dolu müzelere doymuşlardı.
											Bu, onların durumu sindirememesine
sebep olabilirdi.
											Bu yüzden karşı bir teklif yaptım.
									",Building uniqueness,Moshe Safdie,17:46,"architecture,cities,collaboration,creativity,design,museums,visualizations"
"
","
","
","
","
",Building uniqueness,Moshe Safdie,17:46,"architecture,cities,collaboration,creativity,design,museums,visualizations"
"
											J'ai dit, ne faisons pas de bâtiment. Il y a une grotte sur le site, alors creusons un tunnel à travers la colline,
											on traverse la roche jusqu'à une chambre souterraine.
											On fait une antichambre avec les photos des enfants qui ont péri,
											et puis vous débouchez sur un grand espace.
											Au milieu, il y a une seule bougie à la lumière vacillante.
											Par un arrangement de surfaces réfléchissantes en verre, elle est reflétée à l'infini dans toutes les directions.
											Vous traversez cet espace pendant qu'une voix lit les noms,
											âges et lieux de naissance des enfants.
											C'est une voix qui ne parle que tous les six mois.
											Et puis vous redescendez vers la lumière et vers le nord et vers la vie.
									","
											I said, ""No building."" There was a cave on the site; we tunnel into the hill,
											descend through the rock into an underground chamber.
											There's an anteroom with photographs of children who perished
											and then you come into a large space.
											There is a single candle flickering in the center;
											by an arrangement of reflective glasses, it reflects into infinity in all directions.
											You walk through the space, a voice reads the names,
											ages and place of birth of the children.
											This voice does not repeat for six months.
											And then you descend to light and to the north and to life.
									","
											Ich sagte: ""Kein Gebäude. Es gibt eine Höhle auf dem Gelände; wir graben einen Tunnel in den Hügel,
											und steigen durch den Felsen abwärts in einen unterirdischen Raum.
											Da ist ein Vorzimmer mit Fotos von Kindern, die umgekommen sind,
											und dann kommen Sie in einen großen Raum.
											In der Mitte flackert eine einzelne Kerze;
											die ihr Licht durch eine Spiegelvorrichtung in alle Richtungen in die Ewigkeit hinein reflektiert.
											Sie gehen durch den Raum, eine Stimme liest die Namen,
											das Alter und den Geburtsort der Kinder.
											Diese Stimme wiederholt sich nur alle sechs Monate.
											Und dann gehen Sie hinunter ins Licht, nach Norden, und zurück ins Leben.""
									","
											Yo dije, ningún edificio; había una cueva en el sitio, hacemos un túnel en la colina,
											descendemos por las rocas hasta la cámara subterránea.
											Hay una antesala con fotografías de los niños que perecieron,
											y luego llegamos a un gran espacio.
											Hay una única vela, parpadeando en el centro.
											Mediante un arreglo de vidrios reflectivos, la vela se refleja al infinito en todas direcciones.
											Uno camina por el espacio, una voz lee los nombres,
											edades y lugares de nacimiento de los niños.
											Esta voz no se repite en seis meses.
											Y luego se desciende hacia la luz, hacia el norte, hacia la vida.
									","
											Dedim ki,"" Bina yok.""
orada bir mağara vardı.
											Tepenin içine kaya boyunca inip,
bir yeraltı odasına inen bir tünel açarız.
											Zavallı çocuklarının fotoğraflarıyla
dolu bir giriş salonu
											ve daha sonra geniş bir alana girersiniz.
											Ortada yanan tek bir mum var.
											Yansıtıcı gözlükler sayesinde, 
sonsuzluk tüm yönlere yansır.
											Alan boyunca yürürsünüz,
											bir ses çocukların isimlerini, yaşlarını 
ve doğum yerlerini okur.
											Bu ses altı ay boyunca tekrar etmez.
											Sonra ışığa doğru, kuzeye 
ve hayata inersiniz.
									",Building uniqueness,Moshe Safdie,17:46,"architecture,cities,collaboration,creativity,design,museums,visualizations"
"
","
","
","
","
",Building uniqueness,Moshe Safdie,17:46,"architecture,cities,collaboration,creativity,design,museums,visualizations"
"
											On m'a dit, les gens ne vont pas compendre
											Ils vont penser que c'est une discothèque, vous ne pouvez pas faire ça.
											Et ils ont rangé le projet sur une étagère, où il restera pendant dix ans.
											Et puis un jour, Ed Spiegel, de Los Angeles,
											qui a perdu son fils de deux ans à Auschwitz,
											est venu, a vu le modèle, a écrit le chèque, et voilà comment dix ans plus tard, le projet était construit.
									","
											Well, they said, ""People won't understand,
											they'll think it's a discotheque. You can't do that.""
											And they shelved the project. And it sat there for 10 years,
											and then one day Abe Spiegel from Los Angeles,
											who had lost his three-year-old son at Auschwitz,
											came, saw the model, wrote the check and it got built 10 years later.
									","
											Sie antworteten: ""Die Leute werden das nicht verstehen,
											sie werden denken, das ist eine Diskothek. Das können Sie nicht machen.""
											Und sie legten das Projekt auf Eis. Das blieb es 10 Jahre lang,
											und dann kam eines Tages Abe Spiegel aus Los Angeles,
											der seinen zweijährigen Sohn in Auschwitz verloren hatte,
											er sah das Modell, stellte den Scheck aus, und 10 Jahre später wurde es gebaut.
									","
											Bien, dijeron ellos, la gente no lo va a entender —
											van a pensar que es una discoteca, no se puede hacer eso.
											Y archivaron el proyecto. Y quedó postergado durante 10 años.
											Y luego un día Ed Spiegel, de Los Ángeles,
											que había perdido a su hijo de dos años en Auschwitz,
											vino, vio la maqueta, firmó el cheque, y se construyó 10 años después.
									","
											Dediler ki, "" İnsanlar bundan anlamaz,
											bunun bir disko olduğunu düşünürler.
Bunu yapamazsın.""
											Projeyi rafa kaldırdılar. 
10 yıl boyunca öylece durdu.
											Bir gün Los Angeles'tan
											3 yaşındaki oğlunu Auschwitz'de
kaybeden Abe Spiegel,
											geldi, modeli gördü, bir çek yazdı
ve 10 yıl sonra projeyi yaptırdı.
									",Building uniqueness,Moshe Safdie,17:46,"architecture,cities,collaboration,creativity,design,museums,visualizations"
"
","
","
","
","
",Building uniqueness,Moshe Safdie,17:46,"architecture,cities,collaboration,creativity,design,museums,visualizations"
"
											Plusieurs années après ça, en 1998,
											C'était pendant l'un de mes voyages mensuels à Jérusalem,
											j'ai reçu un appel du ministère des affaires étrangères me disant
											le Premier Ministre du Punjab avec ici.
											Il était en visite d'Etat, on l'a emmené à Yad Vashem.
											On l'a emmené voir le Mémorial des enfants, ça l'a beaucoup touché.
											Il demande à rencontrer l'architecte, pouvez vous venir à Tel Aviv pour le rencontrer?
											J'y suis allé, et le Premier Ministre Badal m'a dit,
											les Sikhs ont beaucoup souffert, comme les Juifs.
											J'ai été très touché par ce que j'ai vu aujourd'hui.
											On va construire un musée national pour raconter l'histoire de notre peuple;
											On va s'y lancer bientôt.
											Et je voudrais que vous en dessiniez les plans.
									","
											So, many years after that in 1998,
											I was on one of my monthly trips to Jerusalem
											and I got a call from the foreign ministry saying,
											""We've got the Chief Minister of the Punjab here.
											He is on a state visit. We took him on a visit to Yad Vashem,
											we took him to the children's memorial; he was extremely moved.
											He's demanding to meet the architect. Could you come down and meet him in Tel Aviv?""
											And I went down and Chief Minister Badal said to me,
											""We Sikhs have suffered a great deal, as you have Jews.
											I was very moved by what I saw today.
											We are going to build our national museum to tell the story of our people;
											we're about to embark on that.
											I'd like you to come and design it.""
									","
											1998, viele Jahre später,
											war ich gerade auf meiner monatlichen Reise nach Jerusalem,
											als ich einen Anruf vom Außenministerium bekam.
											Sie sagten: ""Der Ministerpräsident aus dem Punjab ist hier.
											Er ist auf einem Staatsbesuch. Wir haben ihm Yad Vashem gezeigt,
											und das Gedenkmuseum für Kinder; das hat ihn sehr tief bewegt.
											Er möchte gerne den Architekten treffen. Können Sie herkommen und ihn in Tel Aviv treffen?""
											Ich fuhr hin, und Premierminister Badal sagte zu mir:
											Wir Sikhs haben viel gelitten, ihr Juden auch.
											Was ich heute gesehen habe, hat mich sehr berührt.
											Wir wollen unser Nationalmuseum bauen, um die Geschichte unseres Volkes zu zeigen;
											damit werden wir in Kürze beginnen.
											Ich möchte gerne, dass Sie es entwerfen.""
									","
											Muchos años después de eso, en 1998,
											yo estaba en uno de mis viajes mensuales a Jerusalén,
											y recibí un llamado del ministro de relaciones exteriores que decía,
											aquí estamos con el jefe de gobierno de Punjab.
											Él está en visita de estado. Lo llevamos a visitar Yad Vashem.
											Lo llevamos al memorial de los niños, quedó sumamente conmovido.
											Quiere conocer al arquitecto, ¿podrías venir y reunirte con él en Tel Aviv?
											Fui y el jefe de gobierno Badal me dijo:
											nosotros los sijs hemos sufrido mucho al igual que ustedes los judíos.
											Me conmovió mucho lo que vi hoy.
											Vamos a construir nuestro museo nacional para contar la historia de nuestra gente;
											nos vamos a embarcar en eso.
											Queremos que venga y lo diseñe.
									","
											1998'den yıllar sonra
											Kudüs'teki aylık gezilerimden birindeydim.
											Dış işleri Bakanlığından
bir telefon aldım,
											diyorlardı ki; Punjab Valisi geldi,
resmi bir gezi yapıyor.
											Onu Yad Vashem'e
çocukların anıtına götürdük,
											çok etkilendi.
											Mimarıyla tanışmak istiyor.
Tel Aviv'e gelip onunla tanışır mısınız?
											Gittim ve Vali Badal dedi ki;
											Tıpkı siz Yahudiler gibi,
biz Sihler de çok acılar çektik.
											Bugün gördüğüm şeyden çok etkilendim.
											Ulusal müzemizi halkımızın hikâyesini 
anlatacak şekilde inşa edeceğiz.
											Buna başlamak üzereyiz.
											Gelip sizin tasarlamanızı arzu ederim.""
									",Building uniqueness,Moshe Safdie,17:46,"architecture,cities,collaboration,creativity,design,museums,visualizations"
"
","
","
","
","
",Building uniqueness,Moshe Safdie,17:46,"architecture,cities,collaboration,creativity,design,museums,visualizations"
"
											Vous savez, ce n'est pas le genre de choses que vous prenez au sérieux.
											Mais deux semaines plus tard, j'étais dans ce petit patelin, Anandpur Sahib
											près de Chandigarh, la capitale du Punjab,
											avec son temple, et à côté, une forteresse
											où le dernier gourou des Sikhs, Gourou Gobind, est mort
											alors qu'il écrivait le Khalsa, leur texte sacré.
											On s'est mis au travail, et ils m'ont emmené à un endroit,
											à neuf kilomètre de la ville et du temple,
											et ils m'ont dit, c'est là qu'on veut construire.
									","
											And so, you know, it's one of those things that you don't take too seriously.
											But two weeks later, I was in this little town, Anandpur Sahib,
											outside Chandigarh, the capital of the Punjab,
											and the temple and also next to it the fortress
											that the last guru of the Sikhs, Guru Gobind, died in
											as he wrote the Khalsa, which is their holy scripture.
											And I got to work and they took me somewhere down there,
											nine kilometers away from the town and the temple,
											and said, ""That's where we have chosen the location.""
									","
											Wissen Sie, das ist eines der Dinge, die man nicht ganz so ernst nimmt.
											Aber zwei Wochen später war ich in dieser kleinen Stadt, Anandpur Sahib,
											außerhalb von Chandigarh, der Hauptstadt des Punjabs,
											ich besuchte den Tempel und die Festung daneben,
											worin der letzte Guru der Sikhs, Guru Gobind, gestorben ist,
											als er die Khalsa, ihre heilige Schrift, schrieb.
											Und ich begann mit meiner Arbeit, und sie brachten mich an einen Ort,
											9 km von der Stadt und dem Tempel entfernt,
											und sagten: ""Diesen Ort haben wir dafür ausgesucht.""
									","
											Y así, ya saben, esta era una de esas cosas que uno no toma muy en serio.
											Pero dos semanas después estaba en este pueblito, Anandpur Sahib
											en las afueras de Chandigarh, la capital del Punjab,
											y el templo, y también cerca de la fortaleza
											en la que el último gurú de los sijs, el Gurú Gobind, murió
											mientras escribía la Khalsa, que es su sagrada escritura.
											Y llegué a trabajar, entonces me llevaron a algún lugar por ahí
											a nueve kilómetros del pueblo y el templo
											y me dijeron que era el lugar elegido.
									","
											Çok da ciddiye almadığınız 
şeylerden biri.
											Ancak iki hafta sonra,
											Punjab'ın başkenti Chandigarh'ın
hemen dışındaki bu kasabada,
											kutsal kitapları Halsa'yı yazan 

											ve Sihlerin son gurusu olan
Guru Gobind'in öldüğü kale
											ve mabedin bulunduğu 
Anandpur Sahib'teydim.
											Çalışmam lazımdı,
											beni kasaba ve mabetten
9 kilometre uzakta bir yere götürdüler.
											Ve dediler ki; ""Seçtiğimiz yer burası.""
									",Building uniqueness,Moshe Safdie,17:46,"architecture,cities,collaboration,creativity,design,museums,visualizations"
"
","
","
","
","
",Building uniqueness,Moshe Safdie,17:46,"architecture,cities,collaboration,creativity,design,museums,visualizations"
"
											Je leur ai dit : c'est insensé!
											Les pèlerins viennent ici par centaines et par milliers
											ils ne vont pas prendre la voiture ou le bus pour venir jusqu'ici.
											Retournons plutôt en ville et marchons vers le site.
											J''ai recommendé qu'il le fasse là, sur cette colline,
											et sur celle-ci, avec un pont qui mène jusqu'en ville.
											Et comme les choses sont plus faciles en Inde, le site a été acheté en une semaine,
											et c'était parti!
											(Rires)
									","
											And I said, ""This just doesn't make any sense.
											The pilgrims come here by the hundreds of thousands —
											they're not going to get in trucks and buses and go down there.
											Let's get back to the town and walk to the site.""
											And I recommended they do it right there, on that hill
											and this hill, and bridge all the way into the town.
											And, as things are a little easier in India, the site was purchased within a week
											and we were working.
											(Laughter)
									","
											Und ich sagte: ""Das ergibt doch gar keinen Sinn.
											Hunderttausende Pilger kommen hierher –
											die werden nicht Autos und Busse nehmen und dorthin fahren.
											Fahren wir zurück in die Stadt und gehen wir zum Gelände.""
											Und ich schlug ihnen vor, es genau hier zu bauen, auf diesem Hügel,
											und eine Brücke zur Stadt zu bauen.
											Und weil die Dinge in Indien ein bisschen leichter sind, wurde das Gelände innerhalb einer Woche gekauft,
											und wir haben gearbeitet.
											(Lachen)
									","
											Y les dije: esto no tiene ningún sentido.
											Los peregrinos vienen aquí de a cientos y miles —
											no van a subirse a camiones y autobuses para llegar hasta allí.
											Volvamos al pueblo y caminemos hasta el sitio.
											Y les recomendé hacerlo justo allí, en esa colina,
											y esta colina y construir el puente hasta el pueblo.
											Y, como las cosas son un poco más simples en India, en una semana compraron el sitio,
											y empezamos a trabajar.
											(Risas)
									","
											Ben de ""Bu hiç mantıklı değil.
											Ziyaretçiler yüz binlerce,
											kamyonlara ve otobüslere binmeyecekler.
											Haydi kasabaya dönelim
ve alana yürüyelim."" dedim.
											Ben tam şuraya, şu tepeye ve bu tepeye
											inşaat ve kasabanın bütününe
köprü yapmayı tavsiye ettim.
											Yani işler Hindistan'da biraz daha kolay 
olduğundan, alan bir haftada satın alındı
											ve çalışmaya başlamış olduk.
											(Gülüşmeler)
									",Building uniqueness,Moshe Safdie,17:46,"architecture,cities,collaboration,creativity,design,museums,visualizations"
"
","
","
","
","
",Building uniqueness,Moshe Safdie,17:46,"architecture,cities,collaboration,creativity,design,museums,visualizations"
"
											Mon idée était de couper le musée en deux:
											l'exposition permanente d'un côté, l'auditorium, la bibliothèque,
											et les expositions temporaires de l'autre.
											D'inonder la vallée en une série de jardins aquatiques,
											en de lier l'ensemble au fort et au centre ville.
											Toutes les structures s'élèvent des falaises de sable.
											Elles sont faites de béton et de grès; et les toits sont en acier inoxydable.
											Elles sont exposées sud et reflètent la lumière vers le temple,
											et les piétons peuvent passer d'un côté à l'autre.
											Quand vous venez du Nord, vous voyez la maçonnerie pousser des falaises de sable,
											quand vous venez de l'Himalaya, et ça évoque toute la tradition de la forteresse.
									","
											And my proposal was to split the museum into two —
											the permanent exhibits at one end, the auditorium, library,
											and changing exhibitions on the other —
											to flood the valley into a series of water gardens
											and to link it all to the fort and to the downtown.
											And the structures rise from the sand cliffs —
											they're built in concrete and sandstones; the roofs are stainless steel —
											they are facing south and reflecting light towards the temple itself,
											pedestrians crisscross from one side to the other.
											And as you come from the north, it is all masonry growing out of the sand cliffs
											as you come from the Himalayas and evoking the tradition of the fortress.
									","
											Und mein Vorschlag war, das Museum in zwei Teile zu teilen –
											die Dauerausstellung auf einer Seite, den Veranstaltungsraum, die Bibliothek,
											und wechselnde Ausstellungen auf der anderen Seite,
											eine Reihe von Wassergärten zu bauen,
											und alles mit der Festung und dem Stadtzentrum zu verbinden.
											Die Häuser wachsen aus den Sandfelsen empor –
											sie sind aus Beton und Sandstein; die Dächer aus rostfreiem Stahl –
											sie gehen nach Süden und reflektieren das Licht zum Tempel selbst,
											Fußgänger überqueren die Fläche auf dem Weg von einer Seite zur anderen.
											Wenn man von Norden kommt, wachsen die Mauern aus den Sandfelsen empor,
											wenn man vom Himalaya kommt, und erinnern an die Tradition der Festung.
									","
											Mi propuesta consistió en dividir el museo en dos:
											las exhibiciones permanentes en una punta, el auditorio, la biblioteca,
											y las exhibiciones temporales en la otra punta.
											Inundar el valle en una serie de jardines acuáticos
											y unirlos al fuerte y al centro de la ciudad.
											Y las estructuras emergen de los acantilados de arena.
											Están construidas en concreto y piedra arenisca; los techos son de acero inoxidable.
											Miran hacia el sur y reflejan la luz hacia el templo mismo,
											los peatones se entrecruzan de un lado al otro.
											A medida que uno viene del norte la mampostería surge desde los acantilados de arena,
											y a medida que uno viene de los Himalayas, evoca la tradición de la fortaleza.
									","
											Benim teklifim, su bahçelerinin akını
											ve tümünü hisardan merkeze bağlamak için
											müzeyi ikiye bölüp
											bir tarafı geçici sergiler
ile salon ve kütüphaneye,
											diğer tarafı da sürekli
değişen sergilere ayırmaktı.
											Kumlu yamaçlarda yükselen yapılar da
											beton ve kum taşından yapıldılar,
tavanları ise paslanmaz çelik.
											Güneye bakıyorlar ve mabedin
gün ışığıyla aydınlanmasını sağlıyorlar.
											Yayalar, bir taraftan diğerine 
çarprazlama gidiyorlar.
											Ve siz, Himalayalar'dan gelip kalenin
geleneğini uyandırırken,
											kuzey taraftan geldiğinizde, kum 
yamaçlardaki taş işçiliğini görüyorsunuz.
									",Building uniqueness,Moshe Safdie,17:46,"architecture,cities,collaboration,creativity,design,museums,visualizations"
"
","
","
","
","
",Building uniqueness,Moshe Safdie,17:46,"architecture,cities,collaboration,creativity,design,museums,visualizations"
"
											Et puis je suis parti pendant quatre mois,
											pendant lesquels le travail de terrassement devait avoir lieu.
											Et quand je suis revenu, et bien tenez vous bien, le petit modèle que je leur avais laissé
											était construit en dix fois plus grand et exposé au public sur le site,
											et le pont était construit.
											(Rires)
											Et ça seulement à partir des premiers plans!
											Un demi-million de personnes se sont rassemblées pour les célébrations,
											vous pouvez les voir ici sur le site même alors que les fondations commencent à être creusées.
											J'ai été rebaptisé Safdie Singh, et voici ici le chantier de construction —
											avec 1800 ouvriers, qui sera fini deux ans plus tard.
									","
											And then I went away for four months
											and there was going to be groundbreaking.
											And I came back and, lo and behold, the little model I'd left behind
											had been built ten times bigger for public display on site
											and ... the bridge was built!
											(Laughter)
											Within the working drawings!
											And half a million people gathered for the celebrations;
											you can see them on the site itself as the foundations are beginning.
											I was renamed Safdie Singh. And there it is under construction;
											there are 1,800 workers at work and it will be finished in two years.
									","
											Als ich wieder nach Hause flog,
											war die Grundsteinlegung geplant.
											Und siehe da, als ich 4 Monate später zurückkehrte, war das kleine Modell, das ich zurückgelassen hatte,
											auf dem Gelände in zehnfacher Größe nachgebaut und ausgestellt worden,
											und ... die Brücke war ... gebaut!
											(Lachen)
											Gemäß den Konstruktionszeichnungen!
											Eine halbe Million Menschen kamen zu den Feierlichkeiten;
											Sie können sie auf dem Gelände selbst sehen, als mit den Fundamenten begonnen wurde.
											Ich bekam einen neuen Namen, Safdie Singh. Und das sind Bilder vom Bau,
											1.800 Arbeiter sind damit beschäftigt, und es wird in 2 Jahren fertig sein.
									","
											Y luego me fui por cuatro meses,
											e iba a ser innovador.
											Y cuando regresé, ¡he aquí!. La pequeña maqueta que dejé
											ahora era diez veces más grande y estaba en exposición al público,
											y el puente ¡estaba construido!.
											(Risas)
											¡Los dibujos hechos realidad!
											Y medio millón de personas se habían reunido para las celebraciones,
											se les podía ver en el sitio mismo mientras comenzaban los cimientos.
											Me pusieron el nuevo nombre de Safdie Singh, y allí está en construcción —
											hay 1.800 trabajadores en obra, y estará terminado en dos años.
									","
											Sonra oradan dört aylığına uzaklaştım.
											Çığır açıcı bir şey olacaktı.
											Geri döndüm, bak şu işe!
Arkamda bıraktığım küçük model
											alandaki halka açık sergi için
on kat büyük olarak inşa edilmişti.
											Hatta köprü de yapılmıştı.
											(Gülüşmeler)
											Çalışmanın çizimleriyle hem de!
											Kutlamalar için yarım
milyon kişi toplanmıştı,
											Temel atma başlarken
alanın içinde onları görebilirsiniz.
											Bana Safdie Singh adı verildi. 
İşte bu da yapım aşaması.
											1800 işçi çalışıyor
ve iki yıl içinde bitecek.
									",Building uniqueness,Moshe Safdie,17:46,"architecture,cities,collaboration,creativity,design,museums,visualizations"
"
","
","
","
","
",Building uniqueness,Moshe Safdie,17:46,"architecture,cities,collaboration,creativity,design,museums,visualizations"
