en,tr,es,fr,pt,title,speaker,duration,tags
"
","
","
","
","
",3 ways to be a better ally in the workplace,Melinda Epler,9:37,"success,work,diversity,communication,community,leadership,social change,inequality,business,personal growth"
"
											And that's where allyship comes in.
											Allyship is about understanding
that imbalance in opportunity
											and working to correct it.
											Allyship is really seeing
the person next to us.
											And the person missing,
who should be standing next to us.
											And first, just knowing
what they're going through.
											And then, helping them succeed
and thrive with us.
											When we work together to develop
more diverse and inclusive teams,
											data shows we will be more innovative,
more productive and more profitable.
									","
											İşte arkadaşlık burada devreye giriyor.
											Arkadaşlık,
fırsat dengesizliğini anlayarak
											düzeltmeye çalışmaktır.
											Arkadaşlık, yanındaki kişiyi
gerçekten görmektir.
											Yanımızda olmayan,
ama olması gereken kişiyi.
											Öncelikle onun neler yaşadığını bilmek.
											Sonrasında başarmalarına yardımcı olmak
ve beraber gelişmektir.
											Daha çeşitli ve katılımlı ekipler için
birlikte çalıştığımızda
											veriler daha yenilikçi, daha üretken 
ve daha kârlı olacağımızı gösteriyor.
									","
											Ahí es donde entra el apoyo.
											El apoyo es entender
ese desequilibrio en las oportunidades
											y trabajar para corregirlo.
											El apoyo es ver a la persona
a nuestro lado.
											Y la persona que falta
y debería estar parada a nuestro lado.
											Primero, solo saber
por lo que están pasando.
											Y entonces, ayudarlos a tener éxito
y prosperar con nosotros.
											Cuando trabajamos juntos para desarrollar
equipos más diversos e inclusivos,
											eso muestra que seremos más innovadores,
más productivos y más lucrativos.
									","
											C'est là que les alliés entrent en jeu.
											Être un allié, c'est comprendre
le déséquilibre en termes d'opportunités
											et travailler pour arranger cela.
											Être un allié, c'est voir vraiment
la personne à nos côtés.
											Et la personne qui n'est pas là,
qui devrait se tenir à nos côtés.
											Tout d'abord savoir ce qu'elle traverse.
											Ensuite, l'aider à réussir
et à s'épanouir avec nous.
											En travaillant ensemble pour des équipes
plus diversifiées et inclusives,
											les données montrent que nous serons
plus innovants, productifs et rentables.
									","
											E é aqui que entram os aliados.
											Ter um aliado é perceber
onde está a desigualdade
											e trabalhar para a corrigir.
											É olhar, verdadeiramente,
para a pessoa ao nosso lado.
											E para a pessoa que está a faltar,
que deveria estar ao nosso lado.
											É ter, primeiramente, uma ideia
do que é a pessoa está a passar.
											E, depois, ajudá-la a alcançar o sucesso
e prosperar connosco.
											Quando trabalharmos juntos para termos
equipas diversificadas e inclusivas,
											os dados mostram-nos que seremos
mais inovadores, produtivos e rentáveis.
									",3 ways to be a better ally in the workplace,Melinda Epler,9:37,"success,work,diversity,communication,community,leadership,social change,inequality,business,personal growth"
"
","
","
","
","
",3 ways to be a better ally in the workplace,Melinda Epler,9:37,"success,work,diversity,communication,community,leadership,social change,inequality,business,personal growth"
"
											So, who is an ally?
											All of us.
											We can all be allies for each other.
											As a white, cisgendered woman
in the United States,
											there are many ways I'm very privileged.
											And some ways I'm not.
											And I work hard every day
											to be an ally for people
with less privilege than me.
											And I still need allies, too.
									","
											Peki ya arkadaş kimdir?
											Hepimiz.
											Herkes birbiri ile arkadaş olabilir.
											Amerika'da beyaz, 
trans olmayan bir kadın olarak
											birçok durumda çok ayrıcalığa sahibim.
											Bazen de değilim.
											Ve her geçen gün
											benden daha az ayrıcalığı olanlara
yardım etmek için çalışıyorum.
											Benim de hâlâ arkadaşa ihtiyacım var.
									","
											Así que, ¿quién puede servir de apoyo?
											Todos.
											Podemos ser apoyo para cada uno.
											Como una mujer blanca cisgénero 
en los Estados Unidos,
											hay muchas formas en las cuales
soy privilegiada.
											Y algunas en las que no.
											Trabajo duro a diario
											para ser un apoyo para la gente
con menos privilegios que yo.
											Aunque también yo necesite apoyo.
									","
											Qui est un allié ?
											Nous le sommes tous.
											Nous pouvons tous être des alliés.
											En tant que femme blanche
et cisgenre aux États-Unis,
											je suis privilégiée de bien des façons.
											De d'autres façons, je ne le suis pas.
											Je travaille dur chaque jour
											pour être une alliée pour ceux
moins privilégiés que moi.
											Et j'ai toujours besoin d'alliés.
									","
											Posto isto, quem é um aliado?
											Todos nós.
											Todos podemos ser aliados uns dos outros.
											Enquanto mulher caucasiana,
cisgénero, nos EUA,
											sou muito privilegiada em muitas maneiras.
											E outras em que não sou.
											E trabalho muito diariamente
											para ser uma aliada de quem
tem menos privilégios que eu.
											E também continuo
a precisar de aliados.
									",3 ways to be a better ally in the workplace,Melinda Epler,9:37,"success,work,diversity,communication,community,leadership,social change,inequality,business,personal growth"
"
","
","
","
","
",3 ways to be a better ally in the workplace,Melinda Epler,9:37,"success,work,diversity,communication,community,leadership,social change,inequality,business,personal growth"
"
											In the tech industry,
like in many industries,
											there are many people
who are underrepresented,
											or face barriers and discrimination.
											Women, people who are nonbinary —
											so people who don't necessarily
identify as man or woman —
											racial and ethnic minorities,
											LGBTQIA, people
with disabilities, veterans,
											anybody over age 35.
									","
											Birçok sektörde olduğu gibi 
teknoloji endüstrisinde de
											az temsil edilen veya engellerle
											ve ayrımcılıkla karşı karşıya olan 
birçok insan var.
											Kadınlar, ikili olmayan insanlar —
											yani erkek ya da kadın olarak 
tanımlanmak zorunda olmayanlar—
											ırksal ve etnik azınlıklar,
											LGBT, engelli insanlar, gaziler,
											35 yaş üstü olan herkes.
									","
											En la industria tecnológica, 
como en muchas industrias,
											hay muchas personas
que son subrepresentadas
											o enfrentan barreras y discriminación.
											Las mujeres, personas no-binarias,
											personas que no se identifican
como hombre o mujer,
											minorías raciales y étnicas,
											LGBTQIA, personas
discapacitadas, veteranos,
											cualquiera sobre los 35 años.
									","
											Dans l'industrie technologique,
comme dans beaucoup d'industries,
											beaucoup de gens sont sous-représentés
											ou font face à des obstacles
et de la discrimination.
											Les femmes, les gens non binaires —
											ceux qui ne se considèrent
pas nécessairement homme ou femme —
											les minorités raciales et ethniques,
											les LGBTQIA, les gens
atteints de handicap, les vétérans,
											quiconque ayant plus de 35 ans.
									","
											Na indústria tecnológica,
tal como em tantas outras indústrias,
											existem muitas pessoas sub-representadas
											ou que enfrentam barreiras
e discriminação.
											Mulheres, pessoas não-binárias,
											pessoas que não se identificam
necessariamente como homem ou mulher,
											minorias raciais e étnicas,
											LGBTQIA, pessoas com deficiência,
veteranos,
											pessoas com mais de 35 anos...
									",3 ways to be a better ally in the workplace,Melinda Epler,9:37,"success,work,diversity,communication,community,leadership,social change,inequality,business,personal growth"
"
","
","
","
","
",3 ways to be a better ally in the workplace,Melinda Epler,9:37,"success,work,diversity,communication,community,leadership,social change,inequality,business,personal growth"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risas)
									","
											(Rires)
									","
											(Risos)
									",3 ways to be a better ally in the workplace,Melinda Epler,9:37,"success,work,diversity,communication,community,leadership,social change,inequality,business,personal growth"
"
","
","
","
","
",3 ways to be a better ally in the workplace,Melinda Epler,9:37,"success,work,diversity,communication,community,leadership,social change,inequality,business,personal growth"
"
											We have a major bias toward youth
in the tech industry.
											And many others.
											There is always someone
with less privilege than you.
											On this stage, in this room.
											At your company, on your team,
in your city or town.
											So, people are allies
for different reasons.
											Find your reason.
											It could be for the business case,
											because data shows
diverse and inclusive teams
											will be more productive,
more profitable and more innovative.
											It could be for fairness
and social justice.
											Because we have a long history
of oppression and inequity
											that we need to work on together.
											Or it could be for your kids,
											so your kids grow up
with equal opportunities.
											And they grow up creating
equal opportunities for others.
											Find your reason.
											For me, it's all three.
											Find your reason and step up
to be there for someone who needs you.
									","
											Teknoloji sektöründe gençlere karşı 
büyük bir önyargıya sahibiz.
											Ve daha birçoğu.
											Her zaman sizden daha az 
ayrıcalığa sahip birileri vardır.
											Bu sahnede, bu odada.
											Şirketinizde, takımınızda, 
şehrinizde ya da kasabanızda.
											İnsanlar farklı sebeplerden 
arkadaş olurlar.
											Sebebinizi bulun.
											İş ile ilgili olabilir,
											çünkü veriler,
farklı ve çok katılımlı ekiplerin
											daha üretken, yararlı
ve yenilikçi olacağını gösteriyor.
											İyilik ve sosyal adalet için olabilir.
											Çünkü birlikte çalışmamız gereken
											uzun bir zulüm
ve eşitsizlik tarihine sahibiz.
											Çocuklarınız için olabilir,
											bu sayede çocuklarınız 
eşit fırsatlarla büyür.
											Başkaları için de eşit fırsatlar
yaratarak büyürler.
											Sebebinizi bulun.
											Benim için üç tane var.
											Sebebinizi bulun ve size ihtiyacı olan 
birinin yanında olun.
									","
											Tenemos un mayor prejuicio sobre
los jóvenes en la industria tecnológica.
											Y muchos otros.
											Siempre hay alguien 
con menos privilegios que tú.
											En este escenario, en esta sala.
											En tu compañía, en tu equipo, 
en tu ciudad o pueblo.
											Las personas son apoyo
por diferentes razones.
											Encuentra tu razón.
											Podría ser por negocios,
											porque las cifras muestran que
equipos más diversos e inclusivos
											son más productivos, 
más lucrativos y más innovadores.
											Podría ser por la equidad
y justicia social.
											Porque tenemos una larga historia
de opresión e inequidad
											en la que debemos trabajar juntos.
											O podría ser para tus niños,
											para que tus niños crezcan
con oportunidades iguales.
											Y crezcan creando 
oportunidades iguales para otros.
											Encuentra tu motivo.
											Para mí, son las tres.
											Encuentra tu motivo y da un paso
para estar ahí cuando alguien necesite.
									","
											Nous avons un parti pris pour la jeunesse
dans l'industrie technologique.
											Et dans beaucoup d'autres.
											Il y a toujours quelqu'un
moins privilégié que vous.
											Sur cette scène, dans cette pièce,
											dans votre entreprise, dans votre équipe,
dans votre ville ou commune.
											Les gens sont des alliés
pour différentes raisons.
											Trouvez la vôtre.
											Ce peut être pour les affaires,
											d'après les données,
des équipes diversifiées et inclusives
											seront plus productives,
rentables et innovatrices.
											Ce peut être pour l'équité
et la justice sociale.
											Car nous avons un long historique
d'oppression et d'inégalité
											sur lequel nous devons
travailler ensemble.
											Ou peut-être pour vos enfants,
											afin que vos enfants grandissent
et jouissent de l'égalité des chances
											et qu'ils soient ensuite à l'origine
de l'égalité des chances pour d'autres.
											Trouvez votre raison.
											Pour moi, ce sont les trois.
											Trouvez votre raison et soyez là
pour quelqu'un qui a besoin de vous.
									","
											Temos um grande desequilíbrio no que
respeita à juventude na tecnologia.
											E muitos outros.
											Existe sempre alguém
com menos privilégios que vocês.
											Neste palco, nesta sala.
											Na vossa empresa, na vossa equipa,
na vossa cidade.
											Então, as pessoas são aliadas
por diferentes razões.
											Encontrem a vossa razão.
											Pode ser para o caso de estudo,
											porque os dados mostram que equipas
diversificadas e inclusivas
											serão mais produtivas,
mais rentáveis e mais inovadoras.
											Pode ser pela equidade e justiça social.
											Porque temos uma longa história
de opressão e desigualdade
											que precisamos de resolver juntos.
											Ou pode ser pelos filhos,
											para que eles possam crescer
com oportunidades iguais,
											para que eles possam crescer e criar
oportunidades iguais para os outros.
											Encontrem a vossa razão.
											Para mim, são por estas todas.
											Encontrem a vossa razão e levantem-se
por quem precisa de vocês.
									",3 ways to be a better ally in the workplace,Melinda Epler,9:37,"success,work,diversity,communication,community,leadership,social change,inequality,business,personal growth"
"
","
","
","
","
",3 ways to be a better ally in the workplace,Melinda Epler,9:37,"success,work,diversity,communication,community,leadership,social change,inequality,business,personal growth"
