es,pt,en,de,title,speaker,duration,tags
"
","
","
","
",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
											[... en la oscuridad] (Risas)
									","
											[... no escuro] (Risos)
									","
											[... in the dark] (Laughter)
									","
											[... im Dunkeln] 
(Lachen)
									",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
","
","
","
",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
											Así que, ¿cuál es la diferencia, entonces,
											entre la manera en que creo 
que la ciencia es perseguida
											y la forma en la que parece ser percibida?
											Esta diferencia se me presentó
de varias maneras
											en mi doble papel en la 
Universidad de Columbia,
											donde soy profesor y además dirijo 
un laboratorio de neurociencias
											donde tratamos de averiguar 
cómo funciona el cerebro.
											Hacemos esto mediante 
el estudio del olfato,
											del sentido del olfato, y en el laboratorio,
											es un gran placer y un trabajo fascinante
											y es emocionante trabajar con estudiantes 
graduados y postdoctorados
											y pensar en experimentos interesantes 
para entender cómo este
											sentido del olfato funciona y cómo el cerebro 
podría estar trabajando,
											y, bueno, francamente, es una 
especie de estimulante.
									","
											Então, qual é a diferença
											entre a forma como acredito que 
a ciência é perseguida
											e a forma como parece ser percebida?
											Esta diferença surgiu-me, inicialmente, 
de diferentes maneiras
											pela dupla função que desempenho 
na universidade da Columbia,
											onde sou professor e dirijo um 
laboratório de neurociência
											no qual tentamos descobrir 
como funciona o cérebro.
											Fazêmo-lo estudando o sentido do cheiro,
											o olfato, e, no laboratório,
											é um enorme prazer, um trabalho fascinante
											e emocionante trabalhar com estudantes 
de licenciatura e de pós-graduação,
											e pensar em novas experiências
para perceber como
											funciona o olfato e como funciona o cérebro,
											e, bem, francamente, é estimulante.
									","
											So what is the difference, then,
											between the way I believe science is pursued
											and the way it seems to be perceived?
											So this difference first came to me in some ways
											in my dual role at Columbia University,
											where I'm both a professor and run a laboratory in neuroscience
											where we try to figure out how the brain works.
											We do this by studying the sense of smell,
											the sense of olfaction, and in the laboratory,
											it's a great pleasure and fascinating work
											and exciting to work with graduate students and post-docs
											and think up cool experiments to understand how this
											sense of smell works and how the brain might be working,
											and, well, frankly, it's kind of exhilarating.
									","
											Wo liegt nun der Unterschied
											zwischen meinem Blick 
auf Wissenschaft
											und der allgemeinen Wahrnehmung?
											Dieser Unterschied wurde mir 
zuerst auf verschiedene Weise
											in meiner Doppelrolle 
an der Columbia University bewusst –
											ich habe dort eine Professur und 
betreibe ein Neurowissenschaft-Labor,
											an dem wir die Funktionsweise 
des Gehirns ergründen.
											Dies tun wir, indem wir 
den Geruchssinn untersuchen,
											die olfaktorische Wahrnehmung, 
und im Labor
											ist es ein großes Vergnügen 
und sehr faszinierend und aufregend,
											mit Studienabgängern 
und Doktoranden zusammenzuarbeiten
											und sich coole Experimente auszudenken,
											um diesen Geruchssinn 
und das Gehirn zu verstehen.
											Offen gesagt ist es 
irgendwie berauschend.
									",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
","
","
","
",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
											Pero al mismo tiempo, es mi responsabilidad
											enseñar un curso muy extenso a estudiantes 
universitarios sobre el cerebro,
											y es un gran tema,
											y se tarda bastante tiempo organizarlo,
											y es muy difícil y muy interesante,
											pero tengo que decir que no es tan emocionante.
											Entonces, ¿cuál era la diferencia?
											Pues bien, el curso que estaba 
y estoy enseñando
											se llama Neurociencia Celular y Molecular - I. 
(Risas)
											Son 25 conferencias llenas de 
todo tipo de hechos,
											se utiliza este libro gigante llamado 
""Principios de Neurociencia""
											escrito por tres neurólogos famosos.
											Este libro tiene 1.414 páginas,
											pesa unos imponentes 3,4 kg.
											Solo para poner esto en perspectiva,
											ese es el peso normal de 2 cerebros humanos.
									","
											Mas, ao mesmo tempo, sou responsável
											por lecionar um extenso curso, sobre o cérebro, 
a estudantes de primeiro ciclo,
											e é um tema extenso
											que demora imenso tempo a organizar,
											é bastante desafiante, 
bastante interessante,
											mas, devo dizer, 
não é assim tão estimulante.
											Então, qual é a diferença?
											Bem, o curso que lecionava e leciono
											chama-se Neurociência Celular e Molecular - I, 
(Risos)
											25 conferencias, 
repletas de todo o tipo de factos,
											que se apoia neste livro gigantesco,
cujo título é ""Princípios de Neurociência"",
											escrito por três célebres neurocientistas.
											Este livro tem 1414 páginas
											e pesa, aproximadamente, três quilos e meio.
											Só para terem uma ideia,
											tem o peso de dois 
cérebros humanos normais.
									","
											But at the same time, it's my responsibility
											to teach a large course to undergraduates on the brain,
											and that's a big subject,
											and it takes quite a while to organize that,
											and it's quite challenging and it's quite interesting,
											but I have to say, it's not so exhilarating.
											So what was the difference?
											Well, the course I was and am teaching
											is called Cellular and Molecular Neuroscience - I. (Laughs)
											It's 25 lectures full of all sorts of facts,
											it uses this giant book called ""Principles of Neural Science""
											by three famous neuroscientists.
											This book comes in at 1,414 pages,
											it weighs a hefty seven and a half pounds.
											Just to put that in some perspective,
											that's the weight of two normal human brains.
									","
											Aber zur selben Zeit 
trage ich die Verantwortung
											für einen Kurs über das Gehirn für Studenten
– ein riesiges Themengebiet –
											und das dauert eine ganze Weile
											und ist ziemlich herausfordernd 
und interessant
											aber, rund heraus, 
nicht ganz so berauschend.
											Wo liegt der Unterschied?
											Der Kurs, den ich weiter unterrichte,
											heißt Zellulare und Molekulare 
Neurowissenschaft – Teil Eins. (Lacht)
											Er besteht aus 25 Vorlesungen 
mit verschiedensten Fakten
											und verwendet dieses riesige Buch 
namens ""Prinzipien neuraler Wissenschaft""
											von drei berühmten Neurowissenschaftlern.
											Das Buch beläuft sich auf 1.414 Seiten
											und wiegt sagenhafte 3 kg.
											Um das mal in Relation zu setzen,
											das ist das Gewicht zweier 
normaler menschlicher Gehirne.
									",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
","
","
","
",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
											(Risas)
									","
											(Risos)
									","
											(Laughter)
									","
											(Lachen)
									",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
","
","
","
",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
											Así que empecé a darme cuenta, 
al final de este curso,
											de que los estudiantes quizás 
estaban recibiendo la idea
											de que debemos conocer todo lo que 
hay para saber sobre el cerebro.
											Eso claramente no es cierto.
											Y también deben tener la idea, supongo,
											de que lo que hacen los científicos es 
recopilar datos y reunir hechos
											y pegarlos en esos grandes libros.
											Y ese tampoco es realmente el caso.
											Cuando voy a una reunión, después de 
que ha terminado el día de trabajo
											y los colegas nos reunimos en el bar 
con un par de cervezas,
											nunca hablamos de lo que sabemos.
											Hablamos de lo que no sabemos.
											Hablamos de lo que todavía 
se tiene que hacer,
											de lo que es crítico que 
hagamos en el laboratorio.
											De hecho, esto fue, creo, mejor 
dicho por Marie Curie
											quien dijo que nunca nos damos 
cuenta de lo que se ha hecho
											sino de lo que queda por hacer.
											Esto lo escribió en una carta a su hermano 
después de obtener
											su segundo título de grado, debo decir.
									","
											Lá para o fim do curso, comecei a perceber
											que os alunos talvez estivessem 
a apreender a ideia
											que teriam de saber tudo o que existe 
para saber sobre o cérebro.
											O que, evidentemente, não é verdade.
											E, também, deviam estar a ter 
a ideia, suponho,
											que o que os cientistas fazem 
é colecionar dados e factos
											para os colocarem nestes grandes livros.
											E, também, não é esse o caso.
											Quando participo numa conferência, 
depois de ela terminar,
											e de me reunir com os meus colegas, num bar, 
em frente a algumas cervejas,
											nunca falamos sobre aquilo que sabemos.
											Falamos sobre aquilo que não sabemos.
											Falamos sobre aquilo que 
ainda tem de ser feito,
											sobre aquilo que é crítico 
desenvolver no laboratório.
											Na verdade, penso que isto foi 
melhor exposto pela Marie Curie
											que disse que nós nunca reparamos 
naquilo que foi feito,
											mas apenas naquilo que ainda falta fazer.
											Isto foi escrito numa carta dirigida 
ao seu irmão, depois de obter
											a sua segunda licenciatura, devo dizer.
									","
											So I began to realize, by the end of this course,
											that the students maybe were getting the idea
											that we must know everything there is to know about the brain.
											That's clearly not true.
											And they must also have this idea, I suppose,
											that what scientists do is collect data and collect facts
											and stick them in these big books.
											And that's not really the case either.
											When I go to a meeting, after the meeting day is over
											and we collect in the bar over a couple of beers with my colleagues,
											we never talk about what we know.
											We talk about what we don't know.
											We talk about what still has to get done,
											what's so critical to get done in the lab.
											Indeed, this was, I think, best said by Marie Curie
											who said that one never notices what has been done
											but only what remains to be done.
											This was in a letter to her brother after obtaining
											her second graduate degree, I should say.
									","
											Und so erkannte ich 
am Ende dieses Kurses,
											dass die Studenten vielleicht 
den Eindruck bekamen,
											dass wir alles Wissenswerte
über das Gehirn wissen.
											Das stimmt natürlich nicht.
											Und sie mussten auch
zu dem Eindruck gelangt sein,
											dass Wissenschaftler 
Daten erheben und Fakten sammeln
											und die dann in fette Bücher stecken.
											Das stimmt auch nicht so richtig.
											Wenn ich mich nach einem Tag voller Treffen
											in einer Bar auf ein paar Bier 
mit den Kollegen treffe,
											reden wir nie über das, 
was wir wissen.
											Wir reden über das, 
was wir nicht wissen.
											Wir sprechen darüber, 
was noch getan werden muss,
											was unbedingt im Labor 
erledigt werden muss.
											Am besten wurde das von – glaube ich – 
Marie Curie ausgedrückt:
											""Man bemerkt nie das, was getan wurde,
											sondern nur das, was noch zu tun ist.""
											Sie schrieb dies ihrem Bruder,
											nachdem sie ihren 
zweiten Uni-Abschluss erhielt.
									",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
","
","
","
",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
											Tengo que señalar que esta siempre ha sido 
una de mis fotos favoritas de Marie Curie,
											porque estoy convencido de que 
ese resplandor detrás de ella
											no es un efecto fotográfico. 
(Risas)
											Esa es la verdad.
											Es cierto que sus papeles 
están, al día de hoy,
											almacenados en un sótano en 
la Biblioteca Francesa
											en un cuarto de hormigón que 
está forrado de plomo,
											y si eres un erudito y quieres 
acceder a estas notas,
											tienes que ponerte un traje antiradiación,
											es una actividad que da miedo.
									","
											Tenho de assinalar que esta sempre foi uma das minhas fotografias preferidas da Marie Curie,
											porque estou convencido que
aquele brilho por trás dela
											não é um efeito fotográfico. (Risos)
											Essa é a realidade.
											É verdade que os seus estudos estão, 
até aos dias de hoje,
											guardados numa cave da 
Bibliothèque Française,
											numa sala de betão, 
forrada a chumbo,
											e se forem estudantes e quiserem aceder 
a esses documentos,
											terão de vestir um fato Hazmat para se 
protegerem da radiação,
											o que é assustador.
									","
											I have to point out this has always been one of my favorite pictures of Marie Curie,
											because I am convinced that that glow behind her
											is not a photographic effect. (Laughter)
											That's the real thing.
											It is true that her papers are, to this day,
											stored in a basement room in the Bibliothèque Française
											in a concrete room that's lead-lined,
											and if you're a scholar and you want access to these notebooks,
											you have to put on a full radiation hazmat suit,
											so it's pretty scary business.
									","
											Das hier war schon immer eines 
meiner liebsten Bilder von Marie Curie,
											denn ich bin mir sicher, 
dass das Leuchten hinter ihr
											kein Lichteffekt ist. (Lachen)
											Das ist echt.
											Es stimmt, dass ihre Artikel bis heute
											in einem Kellerraum 
der Bibliothèque Française aufbewahrt werden,
											in einem Betonbunker mit Bleiverkleidung,
											und wenn man als Gelehrter 
diese Aufzeichnungen lesen möchte,
											muss man einen 
strahlensicheren Anzug anziehen,
											ziemlich gruselige Sache.
									",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
","
","
","
",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
											Sin embargo, creo que esto es lo 
que estábamos dejando fuera
											de nuestros cursos
											y dejando afuera de la interacción que tenemos
											con el público como científicos, 
el ""lo que queda por hacer"".
											Esto es lo que es emocionante e interesante.
											Es, si quieren, la ignorancia.
											Eso es lo que le faltaba.
									","
											Mas, de facto, o que estamos, 
penso eu, a omitir
											dos nossos cursos,
											e a omitir da interação que mantemos
											com o público, enquanto cientistas, 
é ""aquilo que ainda falta fazer"".
											É, precisamente, isto que é 
estimulante e interessante.
											É, por assim dizer, a ignorância.
											Era isso que estava a faltar.
									","
											Nonetheless, this is what I think we were leaving out
											of our courses
											and leaving out of the interaction that we have
											with the public as scientists, the what-remains-to-be-done.
											This is the stuff that's exhilarating and interesting.
											It is, if you will, the ignorance.
											That's what was missing.
									","
											Aber genau das lassen wir 
in unseren Kursen weg,
											und wir lassen die Interaktion aus, 
die wir als Wissenschaftler
											mit der Öffentlichkeit haben, 
das ""was noch zu tun ist"".
											Die total aufregenden und 
interessanten Sachen.
											Die Ignoranz, wenn man so will.
											Die fehlt.
									",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
","
","
","
",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
											Así que pensé, bueno, tal vez 
debería dar un curso
											sobre la ignorancia,
											algo en lo que por fin, tal vez, 
pueda sobresalir, por ejemplo.
											Así que he empezado a enseñar 
este curso sobre la ignorancia,
											y ha sido muy interesante
											y me gustaría decir que 
visiten la página web.
											Pueden encontrar todo tipo de 
información ahí. Es muy accesible.
											Y ha sido realmente un momento 
muy interesante para mí
											para reunirnos con otros científicos 
que vienen y hablan
											acerca de qué es lo que no saben.
									","
											Então, pensei que talvez devesse 
lecionar um curso
											sobre ignorância,
											algo onde eu possa, finalmente, 
sobressair, por exemplo.
											Por isso, comecei a lecionar este curso 
sobre ignorância
											e tem sido bastante interessante,
											e quero aconselhar-vos a visitar 
o seu ""website"",
											onde poderão encontrar todo o tipo de informações.
É de acesso livre.
											Tem sido muito interessante para mim
											encontrar-me com outros cientistas 
que vêm falar
											sobre aquilo que eles não conhecem.
									","
											So I thought, well, maybe I should teach a course
											on ignorance,
											something I can finally excel at, perhaps, for example.
											So I did start teaching this course on ignorance,
											and it's been quite interesting
											and I'd like to tell you to go to the website.
											You can find all sorts of information there. It's wide open.
											And it's been really quite an interesting time for me
											to meet up with other scientists who come in and talk
											about what it is they don't know.
									","
											Und so dachte ich mir, 
vielleicht solle ich einen Kurs
											über Ignoranz halten,
											vielleicht endlich etwas, 
worin ich richtig gut bin.
											Also begann ich diesen Kurs über Ignoranz
											und das ist ganz schön interessant.
											Sie sollten mal auf die Webseite gehen.
											Dort finden Sie alle möglichen Informationen. 
Sie ist offen zugänglich.
											Und es ist eine recht 
interessante Erfahrung für mich,
											andere Wissenschafter zu treffen, 
die kommen
											und darüber sprechen, 
was sie nicht wissen.
									",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
","
","
","
",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
											Ahora uso la palabra ""ignorancia"", 
por supuesto,
											para ser al menos en parte 
intencionalmente provocativo,
											porque la ignorancia tiene un montón 
de malas connotaciones
											y yo claramente no me refiero a nada de eso.
											Así que no me refiero a la estupidez, no 
me refiero a una indiferencia inmadura
											hacia los hechos, la razón o los datos.
											Los ignorantes son claramente 
poco ilustrados, inconscientes,
											desinformados, y exceptuando 
a la compañía de hoy,
											a menudo ocupan cargos políticos, me parece a mí.
											Esa, tal vez, es otra historia.
									","
											Utilizo a palavra ""ignorância"", é claro,
											para ser, em parte, 
intencionalmente provocador,
											porque a palavra ""ignorância"" tem 
muitas conotações negativas
											e, evidentemente, 
não me refiro a nenhuma delas.
											Não me refiro à estupidez, 
nem àquela indiferença imberbe
											face aos factos, à razão ou aos dados.
											Os ignorantes são, evidentemente, 
incultos, inconscientes,
											desinformados e, 
excluindo os aqui presentes,
											frequentemente ocupam cargos eleitorais, 
parece-me.
											Mas isso é outra história, talvez.
									","
											Now I use this word ""ignorance,"" of course,
											to be at least in part intentionally provocative,
											because ignorance has a lot of bad connotations
											and I clearly don't mean any of those.
											So I don't mean stupidity, I don't mean a callow indifference
											to fact or reason or data.
											The ignorant are clearly unenlightened, unaware,
											uninformed, and present company today excepted,
											often occupy elected offices, it seems to me.
											That's another story, perhaps.
									","
											Ich verwende hier 
das Wort ""Ignoranz"" natürlich,
											um wenigstens teilweise zu provozieren,
											denn Ignoranz hat 
einen ziemlich schlechten Beiklang
											und den meine ich auf keinen Fall.
											Ich meine hier keine Dummheit,
keine unverhohlene Indifferenz
											gegenüber Vernunft, Daten oder Tatsachen.
											Die Ignoranten sind eindeutig 
unerleuchtet, un-bewusst, uninformiert,
											und Anwesende natürlich ausgeschlossen,
											wurden sie scheinbar oft 
in ihre Position gewählt.
											Das ist vielleicht eine andere Geschichte.
									",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
","
","
","
",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
											Me refiero a una clase 
diferente de ignorancia.
											Me refiero a una clase de ignorancia 
que es menos peyorativa,
											un tipo de ignorancia que proviene de un 
vacío común en nuestro conocimiento,
											algo que no está ahí para ser conocido,
											no se conoce suficientemente bien todavía o 
que no permite hacer predicciones,
											la clase de ignorancia que está quizá mejor resumida
											en una declaración de James Clerk Maxwell,
											tal vez el físico más grande
entre Newton y Einstein,
											quien dijo: ""La ignorancia completamente consciente
											es el preludio de cada avance real en la ciencia"".
											Creo que es una idea maravillosa:
											la ignorancia completamente consciente.
									","
											Refiro-me a outro tipo de ignorância.
											Refiro-me àquele tipo de ignorância 
menos pejorativo,
											aquela ignorância que resulta de uma 
lacuna comum no nosso conhecimento,
											algo que, simplesmente, 
não está ali para sabermos
											ou de que ainda não se sabe o suficiente, 
ou de que ainda não podemos fazer previsões,
											aquela ignorância que é, talvez, 
melhor descrita
											pela afirmação de James Clerk Maxwell,
											talvez o maior físico entre Newton e Einstein,
											que disse: ""A ignorância estritamente consciente
											""é o prelúdio de qualquer progresso científico.""
											Penso ser uma ideia maravilhosa,
											""ignorância estritamente consciente.""
									","
											I mean a different kind of ignorance.
											I mean a kind of ignorance that's less pejorative,
											a kind of ignorance that comes from a communal gap in our knowledge,
											something that's just not there to be known
											or isn't known well enough yet or we can't make predictions from,
											the kind of ignorance that's maybe best summed up
											in a statement by James Clerk Maxwell,
											perhaps the greatest physicist between Newton and Einstein,
											who said, ""Thoroughly conscious ignorance
											is the prelude to every real advance in science.""
											I think it's a wonderful idea:
											thoroughly conscious ignorance.
									","
											Ich meine hier eine andere Ignoranz.
											Eine weniger abwertende Ignoranz,
											die von einer gemeinschaftlichen 
Wissenslücke kommt,
											etwas, das einfach nicht 
zum Wissen gedacht ist,
											oder noch nicht bekannt genug, 
oder wir können keine Schlüsse ziehen,
											die Art von Ignoranz, 
die man vielleicht am ehesten
											in einem Zitat von James Clerk Maxwell 
zusammenfasst,
											der wohl größte Physiker 
zwischen Newton und Einstein,
											der sagte: ""Der Auftakt zu jedem 
wahren wissenschaftlichen Fortschritt
											ist eine gründliche, bewusste Ignoranz.""
											Das ist doch ein toller Gedanke:
											eine gründliche, bewusste Ignoranz.
									",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
","
","
","
",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
