pt,tr,de,title,speaker,duration,tags
"
											O que é que elas significam?
											Vejam se conseguem adivinhar.
											O ""H"", honestidade, claro.
											Sejam verdadeiros no que dizem, 
sejam diretos e claros.
											O A é autenticidade, 
sejam apenas vocês mesmos.
											Um amigo meu descreveu isso 
como ""acreditar na nossa verdade"".
											Acho que é uma bonita maneira de o definir.
											O ""I"" é integridade, 
ou seja a vossa palavra,
											façam o que dizem,
											sejam alguém em quem se possa confiar.
											E o L é amor.
											Não digo amor romântico,
											mas sim desejar bem às pessoas, 
por duas razões.
											Primeiro, acho que nem sempre queremos 
uma honestidade absoluta.
											Quero dizer: 
""Meu Deus, estás horrível hoje"",
											talvez não seja necessário.
											mas, temperado com amor, 
a honestidade é uma coisa ótima.
											Mas também, se estão realmente 
a desejar bem a alguém,
											é muito difícil julgá-la ao mesmo tempo.
											Nem tenho a certeza 
se conseguimos fazer as duas coisas
											ao mesmo tempo.
											Portanto, ""hail"".
									","
											Pekala neye dayanıyorlar?
											Tahmin edip edemeyeceğinizi görelim.
											H, Honesty - dürüstlük, tabi ki,
											dediklerinizin doğru, açık ve net olması.
											A, Authenticity - özgünlük, sadece kendiniz olmak.
											Bir arkadaşım bunu kendi doğrularına
											dayanmak olarak tarif ediyor,
											ki bence oldukça hoş bir tanım.
											I, Integrity - doğruluk, sözünün eri olmak,
											dediğini yapmak,
											ve insanların güvenebileceği bir insan olmak.
											Ve L, Love - sevgi.
											romantik sevgiyi, aşkı kast etmiyorum
											insanların iyi olmalarını temenni eden sevgiden bahsediyorum. İki sebeple...
											İlk olarak, sanırım dürüstlük
											tam olarak istediğimiz şey olmayabilir.
											Demek istediğim, Tanrım, bu sabah çok çirkin güzüküyorsun.
											Belki bu gerekli değildir.
											Sevgi ile karışan dürüstlük tabi ki harika bir şey.
											Ama tabi ki, birinin gerçekten iyi olmasını istiyorsanız,
											onu yargılamak da o kadar zorlaşır.
											Bu ikisini aynı anda yapabileceğinizden
											emin değilim.
											Öyleyse, selam (hail).
									","
											Wofür also stehen sie?
											Vielleicht erraten Sie es.
											H [honesty] - Ehrlichkeit:
											etwas korrekt, klar und deutlich sagen.
											A - Authentisch sein steht dafür, 
dass man einfach man selbst ist.
											Ein Freund beschrieb es
											als zur eigenen Wahrheit stehen,
											was ich eine schöne Beschreibung finde.
											Das I steht für Integrität,
											d.h., das zu tun, was man sagt,
											und jemand sein, 
dem man vertrauen kann.
											Und das L steht für Liebe.
											Ich meine nicht romantische Liebe,
											sondern Menschen etwas Gutes wünschen.
											Zunächst, weil wir vielleicht
											keine absolute Ehrlichkeit wollen,
											wie z.B.: ""Wie furchtbar 
sehen Sie heute aus?""
											Vielleicht ist das unnötig.
											Verbunden mit Liebe 
ist Ehrlichkeit großartig.
											Wenn man jemandem Gutes wünscht,
											ist es sehr schwer, 
ihn gleichzeitig zu verurteilen.
											Ich bin noch nicht mal sicher,
											ob das dann überhaupt geht.
											Also „hail”.
									",How to speak so that people want to listen,Julian Treasure,9:58,"culture,sound,speech"
"
","
","
",How to speak so that people want to listen,Julian Treasure,9:58,"culture,sound,speech"
"
											Também se trata do que dizemos.
											É como a velha canção, é o que dizemos,
											e também a maneira como o dizemos.
											Temos uma caixa de ferramentas espantosa.
											Este instrumento é incrível,
											contudo, é uma caixa de ferramentas 
que poucas pessoas abriram.
											Gostava de fazer uma pesquisa com vocês
											e mostrar algumas ferramentas
											que talvez queiram 
levar convosco para brincar.
											Isso aumentará o poder da vossa fala.
									","
											Şimdi söyledğiniz şey de bu,
											ve eski bir şarkı gibi, bu hem söylediğiniz şey,
											aynı zamanda söyleme şekliniz.
											Harika bir alet çantanız var.
											Bu enstrüman inanılmaz
											ama alet çantasını şimdiye kadar
çok az insan açtı.
											Burada sizinle beraber ufak bir araştırma
											yapmak istiyorum, bir kaç aleti çantadan çıkarırsak
											belki onlarla oynayarak
											konuşmanızın gücünü artırabilirsiniz.
									","
											Es ging jetzt also darum, 
was wir sagen,
											und das ist auch wichtig.
											Genauso wichtig ist, wie man es sagt.
											Sie haben einen 
großartigen Werkzeugkasten.
											Dieses Instrument ist unglaublich
											und trotzdem wird er 
nur von wenigen Menschen geöffnet.
											Aus diesem Werkzeugkasten
											möchte ich Ihnen ein paar Dinge zeigen,
											die Sie vielleicht mitnehmen
und damit experimentieren möchten.
											Das wird Ihre Rede kraftvoller machen.
									",How to speak so that people want to listen,Julian Treasure,9:58,"culture,sound,speech"
"
","
","
",How to speak so that people want to listen,Julian Treasure,9:58,"culture,sound,speech"
"
											O registo, por exemplo.
											Atenção, o registo de falsete pode 
nem sempre ser muito útil,
											mas há um registo intermédio.
											Não vou ser muito técnico nisto
											para alguém que seja terapeuta da fala.
											Mas, vocês podem colocar a voz.
											Se eu falar pelo nariz, 
vocês podem notar a diferença.
											Se eu falar pela garganta,
é como quase todos falamos
											na maior parte das vezes.
											Mas, se quiserem volume,
											precisam de descer aqui até ao tórax.
											Notaram a diferença?
											Votamos em políticos 
com voz grave, é verdade,
											porque associamos profundidade com poder
											e com autoridade.
											Isto é registo.
									","
											Ses perdesi, örneğin.
											Şimdi falseto (tiz erkek sesi)
çoğu zaman pek kullanışlı olmayabilir,
											ama aralarında bir ses perdesi var.
											Sizin gibi ses koçlarına işin
											bu kadar tekniğine girmeyeceğim.
											Ancak sesinizi yönetebilirsiniz.
											Eğer buradan burnumdan konuşursam
farkı duyabilirsiniz.
											gırtlağıma doğru inersem,
											ki çoğu zaman çoğumuz 
böyle konuşuruz.
											Ama eğer ağırlık istiyorsanız,
											Aşağı göğsünüze inmeniz gerek.
											Farkı duydunuz mu?
											Biz düşük sesli politikacılara oy atarız, bu doğru,
											çünkü derinliği güç ve otorite
											ile bağdaştırırız.
											Ses perdesi bu.
									","
											Die Tonlage beispielsweise.
											Falsetto ist meist wenig hilfreich,
											aber es gibt noch eine Ebene dazwischen.
											Ich gehe nicht ins Detail —
											das machen Stimmtrainer —
											aber man kann seine Stimme verorten.
											Rede ich durch meine Nase, 
hören Sie es;
											wenn ich hier zum Hals gehe,
											wo viele die meiste Zeit über sprechen.
											Aber wenn Sie Volumen haben wollen,
											müssen Sie bis runter in die Brust.
											Hören Sie den Unterschied?
											Wir wählen Politiker mit tiefen Stimmen 
— das ist wirklich so —
											weil wir Tiefe mit Macht assoziieren
											und mit Autorität.
											Soweit zur Tonlage.
									",How to speak so that people want to listen,Julian Treasure,9:58,"culture,sound,speech"
"
","
","
",How to speak so that people want to listen,Julian Treasure,9:58,"culture,sound,speech"
"
											Depois, temos o timbre.
											É a forma como a nossa voz sente.
											A pesquisa mostra que preferimos
											vozes cheias, suaves, quentes, 
como chocolate quente.
											Se vocês não são assim, 
não é o fim do mundo,
											porque podem treinar.
											Arranjem um treinador vocal.
											Há coisas espantosas
											que podem fazer com a respiração,
											com a postura e com exercícios
											para melhorar o timbre da voz.
									","
											Sonra tını var.
											Bu, sesinizin nasıl hissetiği demek.
											Tekrardan araştırmalar gösteriyor ki
											bizler zengin, yumuşak, sıcak çikolata gibi
olan sesleri tercih ederiz.
											Eğer bu sizde yoksa, dünyanın sonu değil,
											çünkü kendinizi eğitebilirsiniz.
											Gidin ve bir ses koçu edinin.
											Ve sesinizle tavırlarınızla ve egzersizlerle
											ses tınınızı geliştirmek için inanılmaz
											sesler yapabilirsiniz.
									","
											Nun zur Klangfarbe.
											Wie sich Ihre Stimme anfühlt.
											Wir bevorzugen Stimmen,
											die reich, glatt, warm sind, 
wie heiße Schokolade.
											Wenn das nicht auf Sie zutrifft, 
ist das nicht das Ende,
											denn das kann man trainieren.
											Auf zum Stimmtrainer.
											Man kann viel erreichen
											und mit Atmung, Haltung und Übungen
											die Klangfarbe verbessern.
									",How to speak so that people want to listen,Julian Treasure,9:58,"culture,sound,speech"
"
","
","
",How to speak so that people want to listen,Julian Treasure,9:58,"culture,sound,speech"
"
											A seguir, prosódia. Adoro a prosódia.
											É a cantilena, a metalinguagem
											que usamos 
a fim de transmitir significados.
											É a raiz do sentido na conversa.
											Pessoas que falam todas numa só nota 
são difíceis de escutar
											se não tiverem prosódia nenhuma.
											É daí que vem a palavra monótono,
											a monotonia.
											Vemos também a instalar-se 
a prosódia repetitiva,
											em que cada frase termina 
como se fosse uma pergunta
											quando não é uma pergunta, 
é uma afirmação.
											(Risos)
											Se a repetirmos vezes sem conta,
											estamos a restringir a capacidade
											de comunicar através da prosódia,
											o que eu acho uma pena.
											Tentemos quebrar esse hábito.
									","
											Sonra ölçü. Ölçüyü severim.
											Bu sefer ki şarkı söylemek,
											anlam vermek amacıyla kullandığımız meta-dil.
											Konuşmalarda anlamanın köküdür.
											Hep tek notada konuşan insanları
											dinlemek gerçekten oldukça zordur
											hele bir de ölçüler-vezinleri yoksa.
											Bu dünyanın monotonluğuna sebebiyet veren şey,
											veya sıradanlık, tekdüzelik.
											Aynı zamanda sonunda soru varmış gibi biten
											fakat soru olmayan cümleler
											tekrarlayan ölçünün geldiği yerler.
											(Gülüşmeler)
											Eğer aynı şeyi tekrar ve tekrar söylüyorsanız
											aslında iletişim kurma yeteneğinizi
											ölçü kaybı sebebiyle sınırlıyorsunuz
											ki bence bu utanç verici,
											öyle ise hadi bu alışkanlığı kıralım.
									","
											Dann kommt der Satzrhythmus.
											Das ist der Singsang, die Metasprache,
											mit der wir Bedeutung vermitteln.
											Sie ist der wichtigste Träger 
von Bedeutung im Gespräch.
											Wer nur in einer einzigen Tonlage spricht,
											dem hört man nicht zu.
											Wenn Sie gar keinen Rhythmus haben.
											Daher kommt das Wort
											""monoton"".
											Dazu kommt wiederholende Prosodie,
											wenn jeder Satz wie eine Frage endet,
											obwohl es sich um eine Aussage handelt.
											(Gelächter)
											Wenn man das ständig macht,
											schränkt es die Möglichkeit
											als Kommunikationsmittel ein,
											was ich sehr schade finde.
											Gewöhnen wir es uns also ab.
									",How to speak so that people want to listen,Julian Treasure,9:58,"culture,sound,speech"
"
","
","
",How to speak so that people want to listen,Julian Treasure,9:58,"culture,sound,speech"
"
											Ritmo. Posso ficar muito animado
											e dizer qualquer coisa muito rapidamente
											ou posso abrandar para enfatizar.
											No final disso, claro, 
está o nosso velho amigo
											o silêncio.
											Não há nada de mal num pouco de silêncio
											numa conversa, pois não?
											Não temos que preenchê-la 
com ""hums"" e ""ahs"".
											Pode ser muito eficaz.
									","
											Hız. Böyle gerçekten gerçekten hızlı bir şey söyleyerek
											çok çok heyecanlanıyorum.
											veya yavaş yavaş altlarını çizip vurgulayıp
											ve sonunda bu eski dostumuzla da sonlandırabilirim
											sessizlik.
											Konuşmada bir parça sesliğin olmasında bir
											sıkıntı yok, değil mi?
											Hımm ve ummlarla bu boşlukları doldurmak zorunda değiliz.
											Gerçekten güçlü olabilir.
									","
											Tempo. Ganz begeistert sage ich etwas
											sehr, sehr schnell,
											oder ich sage es langsam,
um etwas zu betonen,
											und die Steigerung davon 
ist unser alter Freund,
											das Schweigen.
											An ein bisschen Stille in einer Rede
											ist nichts verkehrt, oder?
											Wir müssen Pausen nicht mit ""Ähm"" füllen.
											Stille kann sehr wirkungsvoll sein.
									",How to speak so that people want to listen,Julian Treasure,9:58,"culture,sound,speech"
"
","
","
",How to speak so that people want to listen,Julian Treasure,9:58,"culture,sound,speech"
"
											O tom geralmente acompanha o ritmo 
para indicar excitação,
											mas podemos fazê-lo só com o tom.
											""Onde deixaste as minhas chaves?""
											""Onde deixaste as minhas chaves?""
											Isso muda um pouco 
o significado nas duas locuções.
									","
											Tabi ki, derecelendirme çoğunlukla
uyarılmayı belirtmek için
											hızla birlikte gider ama bunu sadece derecelendirme ile yapabilirsiniz.
											Anahtarlarımı nereye bıraktın?
											Anahtarlarımı nereye bıraktın?
											Bu iki söyleyiş
											birbirinden biraz farklı algılanır.
									","
											Tonhöhe geht oft mit Tempo einher,
											um Erregung auszudrücken, 
aber es geht auch so:
											Wo sind meine Schlüssel?
											Wo sind meine Schlüssel?
											Die Bedeutung variiert ein wenig,
											je nachdem, wie ich es sage.
									",How to speak so that people want to listen,Julian Treasure,9:58,"culture,sound,speech"
"
","
","
",How to speak so that people want to listen,Julian Treasure,9:58,"culture,sound,speech"
"
											Finalmente, o volume.
											Posso ficar entusiasmado usando o volume.
											Desculpem se assustei alguém.
											Ou posso captar a vossa atenção
											falando muito baixo.
											Há pessoas que falam sempre em tom alto.
											Tentem não fazer isso.
											Isso chama-se ""massacre"",
											(Risos)
											impor a música às pessoas à vossa volta,
											de modo negligente e sem consideração.
											Isso não é bonito.
									","
											Ve son olarak, ses.
											Sesin şiddetiyle gerçekten heyecanlanabilirim.
											Eğer şaşırttıysam affedersiniz.
											Veya, sessizleşerek
											gerçekten dikkatinizi çekebilirim.
											Bazı insanlar her zaman bangır bangır.
											Bunu yapmamaya çalışsın.
											Buna hoparlörden yayın deniyor,
											sesinizi düşüncesizce ve dikkatsizce çevredeki
											insanlara empoze etmek. Hoş değil.
									","
											Und zu guter Letzt: Lautstärke.
											Lautstärke zeigt meine Begeisterung.
											Hoffentlich habe ich niemanden erschreckt.
											Ich kann Sie auch zum Zuhören bewegen,
											indem ich sehr leise werde.
											Manche Leute reden wie Marktschreier.
											Versuchen Sie das zu vermeiden.
											Mit diesem Kreischen
											anderen Leuten ihren Lärm aufzudrängen,
											ist rücksichtslos und taktlos. Nicht nett.
									",How to speak so that people want to listen,Julian Treasure,9:58,"culture,sound,speech"
"
","
","
",How to speak so that people want to listen,Julian Treasure,9:58,"culture,sound,speech"
"
											Quando tudo isto entra em funcionamento,
											é quando temos uma coisa 
muito importante para fazer.
											Podemos estar num palco 
como este a fazer uma palestra.
											Podemos estar a pedir alguém em casamento,
											a pedir um aumento, 
a fazer um discurso num casamento.
											Seja o que for, se for muito importante,
											devem olhar para esta caixa de ferramentas
											e para o motor que vai funcionar.
											Mas nenhum motor funciona bem 
sem estar aquecido.
											Aqueçam a vossa voz.
									","
											Tabi ki, çoğunlukla bunları uygulamaya koyacağımız zamanlar
											gerçekten önemli bir şeyler olduğu zamanlardır.
											Belki bunun gibi sahneye çıkmak
											ve insanlara konuşma yapmak olabilir.
											Belki evlilik teklifi,
											zam istemek, düğün konuşması.
											Her ne olursa olsun, eğer gerçekten önemli ise
											sahip olduğunuz bu alet çantasına bakmalısınız
											ve üzerinde çalışacağı motora,
											ancak hiç bir motor ısınmadan verimli bir şekilde çalışamaz.
											Sesinizi ısıtın.
									","
											Das alles ist natürlich entscheidend,
											wenn Sie eine wichtige Aufgabe haben.
											Das könnte ein Bühnenauftritt sein
											und vor Menschen zu reden.
											Es könnte auch ein Heiratsantrag sein,
											die Bitte um eine Gehaltserhöhung, 
eine Hochzeitsrede.
											Wenn es etwas Wichtiges ist,
											sind Sie es sich schuldig, 
sich diesen Werkzeugkasten anzuschauen,
											und die Maschine, die damit laufen soll,
											und keine Maschine läuft gut, 
ohne aufgewärmt zu werden.
											Wärmen Sie ihre Stimme auf.
									",How to speak so that people want to listen,Julian Treasure,9:58,"culture,sound,speech"
"
","
","
",How to speak so that people want to listen,Julian Treasure,9:58,"culture,sound,speech"
