de,en,es,fr,pt,title,speaker,duration,tags
"
","
","
","
","
",Tour the solar system from home,Jon Nguyen,7:53,"Planets,TEDx,demo,exploration,science,software,space,technology,cosmos,visualizations,astronomy,Moon,computers,NASA,solar system"
"
											Ich werde jetzt also die Internationale Raumstation finden,
											Doppelklick, und wir werden bis zur ISS mitgenommen.
											Und nun fahren Sie mit der ISS mit,
											wo sie in diesem Augenblick ist.
									","
											So I'm going to find the International Space Station,
											double-click, and it will take us all the way down to the ISS.
											And now you're riding along with the ISS
											where it is right now.
									","
											Voy a buscar la Estación Espacial Internacional,
											hago doble clic y nos llevará directo a la EEI.
											Y ahora viajamos junto a la EEI
											en donde está en este momento.
									","
											Je vais donc trouver la Station Spatiale Internationale,
											double-cliquer dessus et ça nous mènera jusqu'à elle.
											Maintenant vous accompagnez la Station Spatiale Internationale
											là où elle se trouve en ce moment.
									","
											Portanto, vou encontrar a 
Estação Espacial Internacional,
											duplo-clique, e descemos até à EES.
											E agora estamos a andar com a EES
											no local onde está agora.
									",Tour the solar system from home,Jon Nguyen,7:53,"Planets,TEDx,demo,exploration,science,software,space,technology,cosmos,visualizations,astronomy,Moon,computers,NASA,solar system"
"
","
","
","
","
",Tour the solar system from home,Jon Nguyen,7:53,"Planets,TEDx,demo,exploration,science,software,space,technology,cosmos,visualizations,astronomy,Moon,computers,NASA,solar system"
"
											Und die andere coole Sache ist, dass wir
											nicht nur die Kamera bewegen, sondern auch die Zeit kontrollieren können.
											Ich kann also dieses Scrollrad drehen,
											um die Zeit voranschreiten zu lassen, und nun
											können wir sehen, wie ein Sonnenuntergang auf der ISS aussehen würde,
											und man sieht alle 90 Minuten einen. (Gelächter)
									","
											And the other cool thing is, not only can we
											move the camera around, we can also control time,
											so I can slide this jog dial here
											to shuttle time forward, and now
											we can see what a sunset on the ISS would look like,
											and they get one every 90 minutes. (Laughter)
									","
											La otra genialidad es que no solo podemos
											mover la cámara sino que podemos controlar el tiempo;
											puedo deslizar este control de aquí
											para adelantar el tiempo, y ahora
											podemos ver cómo sería una puesta de sol en la EEI
											y tienen una cada 90 minutos. (Risas)
									","
											Ce qui est sympa aussi, c'est que nous pouvons non seulement
											déplacer la caméra, mais aussi contrôler le temps.
											Je peux donc faire glisser ce curseur ici
											pour faire avancer le temps, et maintenant
											nous voyons à quoi pourrait ressembler un coucher de soleil sur la Station Spatiale Internationale,
											ils en ont un toutes les 90 minutes. (Rires)
									","
											E outra coisa engraça é que, não controlamos
											apenas a câmera, mas também o tempo,
											portanto posso mexer este botão aqui
											e andar para frente no tempo.
Agora,
											podemos ver como seria o pôr-do-sol no EES,
											e eles vêem um a cada 90 minutos. 
(Risos)
									",Tour the solar system from home,Jon Nguyen,7:53,"Planets,TEDx,demo,exploration,science,software,space,technology,cosmos,visualizations,astronomy,Moon,computers,NASA,solar system"
"
","
","
","
","
",Tour the solar system from home,Jon Nguyen,7:53,"Planets,TEDx,demo,exploration,science,software,space,technology,cosmos,visualizations,astronomy,Moon,computers,NASA,solar system"
"
											Alles klar, was ist aber mit dem Rest?
											Naja, ich kann hier auf diesen Home-Knopf klicken
											und das bringt uns bis zum inneren Sonnensystem,
											und nun sehen wir den Rest des Sonnensystems.
											Dort können Sie Saturn sehen, da ist Jupiter
											und während wir hier sind, möchte ich Sie auf etwas aufmerksam machen.
											Es ist ziemlich viel los.
									","
											All right, so what about the rest of it?
											Well, I can click on this home button over here,
											and that will take us up to the inner solar system,
											and now we're looking at the rest of the solar system.
											You can see, there's Saturn, there's Jupiter,
											and while we're here, I want to point out something.
											It's actually pretty busy.
									","
											Muy bien, y ¿qué hay del resto?
											Bueno, haciendo clic en el botón de la casa
											nos lleva al interior del Sistema Solar
											y ahora vemos el resto del Sistema Solar.
											Pueden ver a Saturno, Júpiter
											y ya que estamos aquí, quiero señalar algo.
											Hay mucha actividad.
									","
											Très bien. Quoi d'autre ?
											Eh bien, je peux cliquer sur ce bouton ""Accueil"" ici,
											ce qui nous mènera jusqu'au centre du système solaire,
											nous voyons maintenant le reste du système solaire.
											Vous le voyez, il y a Saturne, Jupiter,
											et tant que nous sommes là, je tiens à souligner quelque chose.
											Le trafic y est en fait très intense.
									","
											Ora bem, e como é que é o resto?
											Bem, posso clicar neste botão 'Home' aqui,
											que nos leva para o interior do sistema solar,
											e agora estamos a ver o resto do sistema solar.
											Podem ver que temos Saturno, Júpiter,
											e já que estamos aqui, quero salientar algo.
											Realmente está bastante ocupado.
									",Tour the solar system from home,Jon Nguyen,7:53,"Planets,TEDx,demo,exploration,science,software,space,technology,cosmos,visualizations,astronomy,Moon,computers,NASA,solar system"
"
","
","
","
","
",Tour the solar system from home,Jon Nguyen,7:53,"Planets,TEDx,demo,exploration,science,software,space,technology,cosmos,visualizations,astronomy,Moon,computers,NASA,solar system"
"
											Hier haben wir das Mars Science Laboratorium,
											das letztes Wochenende in Richtung Mars gestartet ist.
									","
											Here we have the Mars Science Laboratory
											on its way to Mars, just launched last weekend.
									","
											Aquí está el Laboratorio Científico de Marte
											de camino a Marte, lanzado la semana pasada.
									","
											Nous avons ici le Mars Science Laboratory
											en route vers Mars, qui a été lancé le week-end dernier.
									","
											Aqui temos o Laboratório de Ciência de Marte
											a caminho de Marte, acabado de lançar 
no último fim-de-semana.
									",Tour the solar system from home,Jon Nguyen,7:53,"Planets,TEDx,demo,exploration,science,software,space,technology,cosmos,visualizations,astronomy,Moon,computers,NASA,solar system"
"
","
","
","
","
",Tour the solar system from home,Jon Nguyen,7:53,"Planets,TEDx,demo,exploration,science,software,space,technology,cosmos,visualizations,astronomy,Moon,computers,NASA,solar system"
"
											Hier haben wir Juno auf der Reise zu Jupiter, dort.
											Wir haben Dawn im Orbit um Vesta,
											und hier drüben ist New Horizons,
											gerade zu Pluto unterwegs.
									","
											Here we have Juno on its cruise to Jupiter, there.
											We have Dawn orbiting Vesta,
											and we have over here New Horizons
											on a straight shot to Pluto.
									","
											Aquí está Juno, en su travesía hacia Júpiter.
											Tenemos a Alba [Dawn] orbitando Vesta,
											y por aquí tenemos a Nuevos Horizontes
											que va directo a Plutón.
									","
											Ici nous avons Juno en route pour Jupiter.
											Nous avons Dawn en orbite autour de Vesta,
											et ici nous avons New Horizons
											sur une ligne droite en direction de Pluton.
									","
											Temos ali o Juno, na sua viagem até Júpiter.
											Temos o Dawn a orbitar Vesta,
											e temos aqui o New Horizons,
											em linha recta até Plutão.
									",Tour the solar system from home,Jon Nguyen,7:53,"Planets,TEDx,demo,exploration,science,software,space,technology,cosmos,visualizations,astronomy,Moon,computers,NASA,solar system"
"
","
","
","
","
",Tour the solar system from home,Jon Nguyen,7:53,"Planets,TEDx,demo,exploration,science,software,space,technology,cosmos,visualizations,astronomy,Moon,computers,NASA,solar system"
"
											Und ich erwähne dies,
											weil es diese seltsame Ansicht in der Öffentlichkeit gibt,
											dass die NASA tot sei, die Space Shuttles ihren Dienst einstellten
											und es da draußen auf einmal keine Raumschiffe mehr gibt.
									","
											And I mention this because
											there's this strange public perception that
											NASA's dead, that the space shuttles stopped flying
											and all of the sudden there's no more spacecraft out there.
									","
											Y digo esto porque
											el público tiene la extraña idea de que
											la NASA está muerta, de que los transbordadores dejaron de volar
											y que, de repente, ya no hay más naves en el espacio.
									","
											Si je vous dit tout ça,
											c'est que le public a l'étrange impression que
											la NASA est morte, que les navettes spatiales ont cessé de voler
											et que d'un coup il n'y a plus aucun vaisseau spatial là-bas.
									","
											E menciono isto porque
											há uma percepção pública estranha de que
											a NASA morreu, que todos os vaivéns espaciais
pararam de voar
											e que de repente já não há naves espaciais por aí.
									",Tour the solar system from home,Jon Nguyen,7:53,"Planets,TEDx,demo,exploration,science,software,space,technology,cosmos,visualizations,astronomy,Moon,computers,NASA,solar system"
"
","
","
","
","
",Tour the solar system from home,Jon Nguyen,7:53,"Planets,TEDx,demo,exploration,science,software,space,technology,cosmos,visualizations,astronomy,Moon,computers,NASA,solar system"
"
											Tatsächlich macht die NASA viel robotische Erforschung
											und wir haben viele Raumschiffe dort draußen.
											Zugegeben, wir schicken gerade keine Menschen hoch,
											zumindest nicht mit unseren eigenen Trägerraketen,
											aber die NASA ist von ""tot"" weit entfernt.
											Einer der Gründe, aus denen wir Programme wie dieses schreiben,
											ist, damit den Menschen bewusst wird, dass wir noch so viele
											andere Dinge machen.
									","
											Well, a lot of what NASA does is robotic exploration,
											and we have a lot of spacecraft out there.
											Granted, we're not sending humans up at the moment,
											well at least with our own launch vehicles,
											but NASA is far from dead,
											and one of the reasons why we write a program like this
											is so that people realize that there's so many other things
											that we're doing.
									","
											Bueno, la NASA hace mucha exploración robótica
											y tenemos muchas naves en el espacio.
											Por supuesto, no enviaremos humanos por el momento,
											al menos no con nuestros propios lanzadores,
											pero la NASA no está muerta, ni por asomo.
											Y una de las razones por las que hicimos este programa
											es para que la gente vea que hay muchas otras cosas
											que estamos haciendo.
									","
											Eh bien, une grande part de ce que la NASA fait, c'est de l'exploration robotisée,
											nous avons beaucoup de vaisseaux spatiaux là-bas.
											Je vous l'accorde, nous n'y envoyons pas d'humains en ce moment,
											tout du moins avec nos propres véhicules de lancement,
											mais la NASA est loin d'être morte,
											l'une des raisons pour laquelle nous développons un programme comme celui-ci
											c'est pour que les gens se rendent compte que nous faisons
											beaucoup d'autres choses.
									","
											Bem, muito do que a NASA faz é 
exploração robótica,
											e temos muitas naves por aí.
											Claro, neste momento não estamos a 
enviar humanos lá acima,
											pelo menos com os nossos próprios veículos,
											mas a NASA está longe de morta,
											e uma das razões para criarmos um 
programa destes
											é para que as pessoas percebam 
que há tantas outras coisas
											que estamos a fazer.
									",Tour the solar system from home,Jon Nguyen,7:53,"Planets,TEDx,demo,exploration,science,software,space,technology,cosmos,visualizations,astronomy,Moon,computers,NASA,solar system"
"
","
","
","
","
",Tour the solar system from home,Jon Nguyen,7:53,"Planets,TEDx,demo,exploration,science,software,space,technology,cosmos,visualizations,astronomy,Moon,computers,NASA,solar system"
"
											Wie dem auch sei, nochmal,
											wenn man irgendetwas besuchen möchte,
											muss man nur einen Doppelklick machen.
											Ich werde also einfach mal Vesta anklicken
											und hier haben wir Dawn im Orbit um Vesta,
											und das passiert jetzt in diesem Augenblick.
											Ich werde Uranus anklicken und wir können sehen,
											wie Uranus mit seinen Monden um sich selbst rotiert.
											Sie können sehen, wie er um etwa 89 Grad geneigt ist.
									","
											Anyway, while we're here, again,
											if you want to visit anything,
											all you need to do is double-click.
											So I'm just going to double-click on Vesta,
											and here we have Dawn orbiting Vesta,
											and this is happening right now.
											I'm going to double-click on Uranus, and we can see
											Uranus rotating on its side along with its moons.
											You can see how it's tilted at about 89 degrees.
									","
											Ya que estamos aquí, de nuevo,
											si quieren visitar algo
											simplemente hacen doble clic.
											Haré doble clic en Vesta,
											y aquí está Alba [Dawn] orbitando Vesta
											y esto ocurre en este instante.
											Haré doble clic en Urano y podremos ver
											a Urano rotando de lado con sus satélites.
											Pueden ver su inclinación de unos 89 grados.
									","
											Au fait, tant que nous sommes là, encore une fois,
											si vous voulez visiter quoi que ce soit,
											tout ce que vous devez faire est double-cliquer dessus.
											Je vais donc double-cliquer sur Vesta,
											voici Dawn en orbite autour de Vesta,
											cela se passe en ce moment même.
											Je vais double-cliquer sur Uranus, et nous voyons
											Uranus en rotation ainsi que ses lunes.
											Vous pouvez voir comment elle est inclinée à environ 89 degrés.
									","
											Bem, já que estamos aqui, mais uma vez,
											se quiserem visitar algo,
											tudo que precisam de fazer é um duplo-clique.
											Portanto, vou fazer um duplo-clique no Vesta,
											e aqui temos o Dawn a orbitar Vesta,
											e isto está a acontecer agora.
											Vou fazer um duplo-clique no Urano, 
e podemos ver
											que Urano está a rodar de lado com as suas luas.
											Podem ver como está inclinado 
a cerca de 89 graus.
									",Tour the solar system from home,Jon Nguyen,7:53,"Planets,TEDx,demo,exploration,science,software,space,technology,cosmos,visualizations,astronomy,Moon,computers,NASA,solar system"
"
","
","
","
","
",Tour the solar system from home,Jon Nguyen,7:53,"Planets,TEDx,demo,exploration,science,software,space,technology,cosmos,visualizations,astronomy,Moon,computers,NASA,solar system"
"
											Um verschiedene Orte besuchen zu können und durch
											verschiedene Zeiten zu gehen,
											haben wir Daten von 1950 bis 2050 eingegeben.
											Zugegeben, wir haben nicht alles dazwischen, weil man einige Daten
											nur schwer bekommt.
											Nur um verschiedene Orte zu verschiedenen Zeiten zu besuchen,
											kann man dies stundenlang erkunden,
											wortwörtlich unzählige Stunden lang.
											Aber ich möchte Ihnen besonders eine Sache zeigen,
											also werde ich den Reiter öffnen,
											Raumschiffe, interplanetarische Missionen, Voyager 1,
											und ich werde das Vorbeifliegen an Titan aufrufen.
											So, nun sind wir zurück durch die Zeit gereist.
											Wir fahren derzeit mit Voyager 1 mit.
											Das Datum ist der 11. November 1980.
									","
											And just being able to visit different places
											and go through different times,
											we have data from 1950 to 2050.
											Granted, we don't have everything in between,
											because some of the data is hard to get.
											Just being able to visit places in different times,
											you can explore this for hours,
											literally hours on end,
											but I want to show you one thing in particular,
											so I'm going to open up the destination tab,
											spacecraft outer planet missions, Voyager 1,
											and I'm going to bring up the Titan flyby.
											So now we've gone back in time.
											We're now riding along with Voyager 1.
											The date here is November 11, 1980.
									","
											Podemos visitar distintos lugares
											pasando por distintos momentos.
											Tenemos datos desde 1950 a 2050.
											Claro, no tenemos todo lo intermedio,
											porque muchos de los datos son difíciles de obtener.
											Pero solo con poder visitar lugares en distintos momentos
											podrán explorar ésto durante horas,
											literalmente horas y horas.
											Pero quiero mostrarles algo en particular,
											así que voy a abrir la sección de destino,
											misiones espaciales a planetas exteriores, Voyager 1,
											abriré el sobrevuelo de Titán.
											Así que ahora hemos retrocedido en el tiempo.
											Ahora viajamos con la Voyager 1.
											La fecha es 11 de noviembre de 1980.
									","
											Nous pouvons visiter des endroits différents
											à des époques différentes,
											nous disposons de données de 1950 à 2050.
											Certes, nous n'avons pas tout entre les deux,
											parce que certaines données sont difficiles à obtenir.
											Pouvoir visiter des lieux à différentes époques,
											fait qu'on peut y passer des heures,
											littéralement des heures et des heures,
											mais je veux vous montrer une chose en particulier,
											je vais donc ouvrir l'onglet destination,
											missions spatiales hors du système solaire, Voyager 1,
											et je vais faire apparaître le survol de Titan.
											Maintenant nous avons remonté le temps.
											Nous accompagnons Voyager 1.
											Ici, la date est le 11 novembre 1980.
									","
											E a possibilidade de visitar locais diferentes
											e passar por tempos diferentes —
											temos dados de 1950 a 2050.
											É claro, não temos tudo que esteja no meio,
											porque alguma dessa informação
é de acesso difícil.
											A possibilidade de visitar locais 
em tempos diferentes,
											podem explorar isto durante horas,
											literalmente horas a fio.
											Mas quero mostrar-vos algo em particular,
											portanto vou abrir a aba de destinos,
											missões extra-planetárias, Voyager 1,
											e vou escolher o Titan flyby.
											Portanto, regressamos atrás no tempo.
											Estamos a andar com o Voyager 1.
											A data aqui é 11 de Novembro, 1980.
									",Tour the solar system from home,Jon Nguyen,7:53,"Planets,TEDx,demo,exploration,science,software,space,technology,cosmos,visualizations,astronomy,Moon,computers,NASA,solar system"
"
","
","
","
","
",Tour the solar system from home,Jon Nguyen,7:53,"Planets,TEDx,demo,exploration,science,software,space,technology,cosmos,visualizations,astronomy,Moon,computers,NASA,solar system"
