fr,de,en,es,title,speaker,duration,tags
"
","
","
","
",Lessons from past presidents,Doris Kearns Goodwin,18:48,"entertainment,history,politics,sports,storytelling,work-life balance"
"
											Mais seulement en vieillissant, il trouva
											une certaine consolation dans une notion de la Grèce antique —
											également suivie par d'autres cultures —
											que si l'on arrive à accomplir quelque chose de noble dans sa vie
											on peut vivre dans la mémoire des autres.
											Votre honneur et votre réputation survivraient à votre existence sur terre.
											Et cette ambition valable devint son inspiration.
											Elle le fit dépasser une des importantes dépressions qu'il subit
											dans la première partie de sa trentaine.
									","
											Erst als er älter wurde, gewann er
											einen gewissen Trost aus einer altgriechischen Sichtweise -
											der auch andere Kulturen folgten -
											dass, wenn man etwas Würdiges im Leben erreichte,
											man in der Erinnerung anderer weiterlebte.
											Unsere Ehre und unser Ruf würden unser irdisches Dasein überdauern.
											Und dieser würdige Ehrgeiz wurde sein Leitstern.
											Er trug ihn durch die schwere Depression, die er erlitt,
											als er in seinen frühen Dreißigern war.
									","
											But only as he grew older did he develop
											a certain consolation from an ancient Greek notion —
											but followed by other cultures as well —
											that if you could accomplish something worthy in your life,
											you could live on in the memory of others.
											Your honor and your reputation would outlive your earthly existence.
											And that worthy ambition became his lodestar.
											It carried him through the one significant depression that he suffered
											when he was in his early 30s.
									","
											Pero sólo cuando fue creciendo desarrolló
											una cierta consolación originada por una antigua idea griega —
											pero seguida también en otras culturas —
											basada en que, si consigues algo importante en tu vida,
											puedes vivir en la memoria de otros.
											Tu honor y tu reputación sobrevivirán tu existencia terrenal.
											Y esa ambición valiosa se convirtió en su estrella polar.
											Le permitió salvarse de la importante depresión que sufrió
											cuando tenía poco más de 30 años.
									",Lessons from past presidents,Doris Kearns Goodwin,18:48,"entertainment,history,politics,sports,storytelling,work-life balance"
"
","
","
","
",Lessons from past presidents,Doris Kearns Goodwin,18:48,"entertainment,history,politics,sports,storytelling,work-life balance"
"
											Trois choses s'associèrent pour le terrasser.
											Il avait rompu son engagement envers Mary Todd,
											incertain d'être prêt à l'épouser,
											mais tout en sachant à quel point son geste était dévastateur pour elle.
											Son seul ami intime, Joshua Speed, quittait l'Illinois
											pour rejoindre le Kentucky où son père venait de décéder.
											Et sa carrière politique dans la législature d'Etat
											était sur une pente descendante.
											Il était dépressif au point que ses amis s'inquiétaient qu'il soit suicidaire.
											Ils retirèrent tous les couteaux, rasoirs et ciseaux de sa chambre.
											Et son grand ami Speed vint à ses côtés et lui dit,
											""Lincoln, tu dois te rétablir ou tu mourras.""
											Celui-ci dit ""Je pourrais très bien mourir maintenant,
											mais je n'ai encore rien accompli qui ferait qu'un humain
											se souvienne que j'ai vécu.""
									","
											Drei Dinge kamen zusammen, die ihn bedrückten.
											Er hatte seine Verlobung mit Mary Todd aufgelöst,
											weil er nicht sicher wusste, ob er bereit war, sie zu heiraten,
											aber er wusste, was für ein schwerer Schlag das für sie war.
											Sein einziger enger Freund, Joshua Speed, verließ Illinois,
											um nach dem Tod von Speeds Vater zurück nach Kentucky zu gehen.
											Und seine politische Karriere im Staatsparlament
											rutschte immer weiter ab.
											Er war so depressiv, dass Freunde sich sorgten, dass er sich umbringen würde.
											Sie nahmen alle Messer, Rasierklingen und Scheren aus seinem Raum.
											Und sein Freund Speed trat an ihn heran und sagte,
											""Lincoln, reiß dich zusammen, sonst wirst du sterben.""
											Er antwortete ""Ich würde auch jetzt schon sterben,
											aber ich habe noch nichts geleistet, wodurch sich irgendein Mensch
											daran erinnern würde, dass ich gelebt habe.""
									","
											Three things had combined to lay him low.
											He had broken his engagement with Mary Todd,
											not certain he was ready to marry her,
											but knowing how devastating it was to her that he did that.
											His one intimate friend, Joshua Speed, was leaving Illinois
											to go back to Kentucky because Speed's father had died.
											And his political career in the state legislature
											was on a downward slide.
											He was so depressed that friends worried he was suicidal.
											They took all knives and razors and scissors from his room.
											And his great friend Speed went to his side and said,
											""Lincoln, you must rally or you will die.""
											He said that, ""I would just as soon die right now,
											but I've not yet done anything to make any human being
											remember that I have lived.""
									","
											Tres cosas se habían combinado para hundirle.
											Había roto su compromiso con Mary Todd,
											inseguro sobre si estaba listo para casarse con ella,
											pero sabiendo cómo de devastador sería su acción para ella.
											Su único amigo íntimo, Joshua Speed, iba a marcharse de Illinois
											para volver a Kentucky porque el padre de Speed había muerto.
											Y su carrera política en el congreso del estado
											iba cuesta abajo.
											Estaba tan deprimido que sus amigos temían que intentara suicidarse.
											Se llevaron todos los cuchillos, cuchillas y tijeras de su habitación.
											Y su gran amigo Speed se acercó a él y le dijo:
											""Lincoln, tienes que recuperarte o moriras.""
											Él dijo: ""Moriría ahora mismo,
											pero todavía no he hecho nada para hacer que algún ser humano
											recuerde que yo he vivido.""
									",Lessons from past presidents,Doris Kearns Goodwin,18:48,"entertainment,history,politics,sports,storytelling,work-life balance"
"
","
","
","
",Lessons from past presidents,Doris Kearns Goodwin,18:48,"entertainment,history,politics,sports,storytelling,work-life balance"
"
											Ainsi alimenté par son ambition, il retourna à la législature d'Etat.
											Il finit par remporter un siège au Congrès.
											Il se présenta deux fois pour le Sénat, et perdit deux fois.
											""Tout le monde est cassé par la vie"" dit un jour Ernest Hemingway,
											""mais certains sont plus forts là où ils sont cassés.""
											Et ainsi il surprit le peuple par une victoire présidentielle bouleversante
											face à trois rivaux avec plus d'expérience,
											plus d'éducation, et plus de renommée.
											Puis quand il emporta les élections législatives,
											il étonna encore plus le peuple
											en nommant ses trois rivaux à son cabinet.
											C'était un acte sans précédent car à l'époque tout le monde se disait:
											""Il aura l'air d'une potiche à côté de ces personnages.""
											Ils dirent ""Pourquoi faites-vous ça, Lincoln?""
											Et il répondit ""Voyez, ce sont là les hommes les plus puissants
											et les plus compétents du pays.
											Le pays est en péril. J'ai besoin d'eux à mes côtés.""
											Mais peut-être que mon vieil ami Lyndon Johnson
											l'aurait dit d'une manière moins noble,
											""Mieux vaut avoir ses amis dans la tente à pisser dehors,
											que hors de la tente à pisser dedans.""
											(rires)
									","
											Von diesem Ehrgeiz angetrieben, kehrte er ins Staatsparlament zurück.
											Er gewann schließlich einen Sitz im Kongress.
											Er kandidierte zweimal für den Senat und verlor beide Male.
											""Das Leben bricht jeden"", sagte einst Ernest Hemingway,
											""aber manche sind danach an den gebrochenen Stellen stärker.""
											Danach überraschte er die Nation mit seinem Sieg
											bei den Präsidentschaftswahlen gegen drei weitaus erfahrenere,
											weitaus gebildetere, weitaus berühmtere Gegner.
											Und als er die Wahl gewann,
											überraschte er die Nation noch mehr
											indem er jeden dieser drei Gegner in sein Kabinett berief.
											Das war zu dieser Zeit ein einzigartiger Vorgang, weil jeder dachte,
											""Er wird im Vergleich mit diesen Männern wie ein Strohmann aussehen.""
											Man sagte, ""Warum tun Sie das, Lincoln?""
											Und er gab zurück, ""Schauen Sie, das sind die drei stärksten
											und fähigsten Männer des Landes.
											Das Land ist in Gefahr. Ich brauche sie an meiner Seite.""
											Vielleicht hätte mein alter Freund Lyndon Johnson
											es weniger vornehm ausgedrückt:
											""Lass deine Gegner lieber aus deinem Zelt nach draußen pissen
											als von draußen ins Zelt.""
											(Gelächter)
									","
											So fueled by that ambition, he returned to the state legislature.
											He eventually won a seat in Congress.
											He then ran twice for the Senate, lost twice.
											""Everyone is broken by life,"" Ernest Hemingway once said,
											""but some people are stronger in the broken places.""
											So then he surprised the nation with an upset victory
											for the presidency over three far more experienced,
											far more educated, far more celebrated rivals.
											And then when he won the general election,
											he stunned the nation even more
											by appointing each of these three rivals into his Cabinet.
											It was an unprecedented act at the time because everybody thought,
											""He'll look like a figurehead compared to these people.""
											They said, ""Why are you doing this, Lincoln?""
											He said, ""Look, these are the strongest
											and most able men in the country.
											The country is in peril. I need them by my side.""
											But perhaps my old friend Lyndon Johnson
											might have put it in less noble fashion:
											""Better to have your enemies inside the tent pissing out,
											than outside the tent pissing in.""
											(Laughter)
									","
											Así qué, impulsado por esa ambición, volvió al congreso del estado.
											Eventualmente ganó un puesto en el Congreso.
											Se presentó dos veces a elecciones para el Senado, perdiendo en ambas ocasiones.
											""Todo el mundo es roto por la vida"", dijo una vez Ernest Hemingway,
											""pero algunas personas son más fuertes en las partes rotas.""
											Y así sorprendió a toda la nación con una victoria inesperada
											en las elecciones presidenciales sobre tres rivales con mucho más experiencia,
											mejor educación y más fama.
											Y una vez que ganó ganado las elecciones,
											todavía sorprendió más a la nación
											dando altos puestos en su gobierno a cada uno de estos tres rivales.
											Fue un acto sin precedentes en la época porque todo el mundo pensó:
											""Lincoln parecerá una figura decorativa comparado con estas personas.""
											Le preguntaron: ""¿Por qué estás haciendo esto, Lincoln?""
											Y él respondió: ""Mirad, éstos son los hombres más fuertes
											y más capaces del país.
											Este país está en peligro. Los necesito a mi lado.""
											Pero tal vez mi viejo amigo, Lyndon Johnson
											lo habría expresado de una manera menos noble:
											""Mejor tener a tus enemigos dentro de la tienda meando hacia afuera
											que fuera de la tienda meando hacia dentro.""
											(Risas)
									",Lessons from past presidents,Doris Kearns Goodwin,18:48,"entertainment,history,politics,sports,storytelling,work-life balance"
"
","
","
","
",Lessons from past presidents,Doris Kearns Goodwin,18:48,"entertainment,history,politics,sports,storytelling,work-life balance"
"
											Mais très vite il fut clair qu'Abraham Lincoln
											émergerait en tant que capitaine incontesté de cette équipe dissipée.
											Car chacun d'entre eux comprit vite
											qu'il possédait une gamme hors pair
											de force émotionnelle et de talents politiques
											qui s'avérèrent bien plus importantes que les quelques éléments de son CV.
											Déjà, il avait l'étonnante capacité
											de s'identifier et de penser aux points de vue des autres.
											Il réparait les sentiments blessés qui auraient pu s'intensifier
											et devenir de l'hostilité permanente.
											Il partageait facilement les honneurs,
											acceptait la responsabilité lors des échecs de ses subalternes,
											reconnaissait toujours ses fautes et apprenait de ses erreurs.
											Ce sont là les qualités que l'on devrait chercher chez nos candidats en 2008.
											(applaudissements)
											Il refusait de se laisser provoquer par des rancunes mesquines.
											Il ne se soumettait jamais à la jalousie et ne ressassait jamais les affronts perçus.
											Et il exprimait ses convictions inébranlables
											dans un langage de tous les jours, par des métaphores, des histoires.
											Et avec une grâce dans le langage, presque comme si
											Shakespeare et la poésie qu'il chérissait tant dans son enfance
											avaient atteint le plus profond de son âme.
									","
											Aber es wurde schnell klar, dass Abraham Lincoln
											als der unumstrittene Kapitän seiner unbändigen Mannschaft hervorgehen würde.
											Weil jeder von ihnen schnell verstand,
											dass er eine unvergleichliche Reihe von
											emotionalen Stärken und politischen Fähigkeiten besaß,
											die viel wichtiger waren als die kurze Liste seiner Errungenschaften.
											Zum Beispiel besaß er eine verblüffende Fähigkeit,
											sich in die Sichtweise anderer hineinzudenken und darüber nachzudenken.
											Er reparierte verletzte Gefühle, die eventuell zu dauerhafter
											Feindschaft geworden wären.
											Er teilte die Lorbeeren mit Gelassenheit,
											übernahm die Verantwortung für das Versagen seiner Untergebenen,
											gab seine Versäumnisse zu und lernte aus seinen Fehlern.
											Das sind die Qualitäten, nach denen wir auch bei unseren Kandidaten für 2008 schauen sollten.
											(Applaus)
											Er lehnte es ab, von kleinkarierten Beschwerden abgelenkt zu werden.
											Er ergab sich nie Eifersucht oder brütete über eingebildeten Kränkungen.
											Und er drückte seine unerschütterlichen Überzeugungen
											in Alltagssprache, Metaphern und Geschichten aus.
											Und das mit einer sprachlichen Schönheit, als hätten
											Shakespeare und die Poesie, die er als Kind so liebte,
											ihren Weg direkt in seine Seele gefunden.
									","
											But it soon became clear that Abraham Lincoln
											would emerge as the undisputed captain of this unruly team.
											For each of them soon came to understand
											that he possessed an unparalleled array of
											emotional strengths and political skills
											that proved far more important than the thinness of his external résumé.
											For one thing, he possessed an uncanny ability
											to empathize with and to think about other peoples' point of view.
											He repaired injured feelings that might have escalated
											into permanent hostility.
											He shared credit with ease,
											assumed responsibility for the failure of his subordinates,
											constantly acknowledged his errors and learned from his mistakes.
											These are the qualities we should be looking for in our candidates in 2008.
											(Applause)
											He refused to be provoked by petty grievances.
											He never submitted to jealousy or brooded over perceived slights.
											And he expressed his unshakeable convictions
											in everyday language, in metaphors, in stories.
											And with a beauty of language — almost as if
											the Shakespeare and the poetry he had so loved as a child
											had worked their way into his very soul.
									","
											Pero pronto se apreció claramente que Abraham Lincoln
											iba a emerger como el capitán indiscutible de este indisciplinado equipo.
											Y cada uno de ellos pronto comprendió
											que Lincoln poseía un conjunto sin igual
											de fortalezas emocionales y habilidades políticas
											que se demostraron más importantes que la escasez de su currículo.
											Por una parte, poseía una extraña habilidad
											para ponerse en la situación de otras personas e intentar comprender sus puntos de vista.
											Arregló sentimientos dañados que podrían haber escalado
											a hostilidad permanente.
											Compartió alegremente el crédito de sus acciones,
											asumió la responsabilidad por los fallos de sus subordinados,
											reconoció constantemente sus errores y aprendió de los mismos.
											Éstas son las cualidades que deberíamos estar buscando en nuestros candidatos para 2008.
											(Aplausos)
											Se negó a ser provocado por quejas insignificantes.
											Nunca se dejó caer en la envidia o se obsesionó con desaires percibidos.
											Y expresó sus inalterables convicciones
											en un lenguaje cotidiano, con metáforas, en historias.
											Y con un lenguaje tan bello que casi parecía
											que Shakespeare y la poesía que tanto había amado de niño
											se habían conseguido colar en su propia alma.
									",Lessons from past presidents,Doris Kearns Goodwin,18:48,"entertainment,history,politics,sports,storytelling,work-life balance"
"
","
","
","
",Lessons from past presidents,Doris Kearns Goodwin,18:48,"entertainment,history,politics,sports,storytelling,work-life balance"
"
											En 1863, quand la Proclamation d'Emancipation des esclaves fut signée,
											il amena son vieil ami, Joshua Speed, de nouveau à la Maison Blanche.
											Et il se souvint de cette conversation datant de dizaines d'années, lorsqu'il était si triste.
											Et, en désignant la Proclamation, il dit,
											""Je crois que, de cette manière, mes plus grands espoirs seront réalisés.""
											Mais alors qu'il était prêt à apposer sa signature sur la Proclamation,
											sa propre main était engourdie et tremblait
											parce qu'il avait serré la main à une centaine de personnes ce matin-là lors d'une réception pour le Nouvel An.
											Alors il posa le stylo.
											Il dit, ""Si mon âme doit être dans un acte, c'est dans cet acte.
											Mais si je la signe d'une main tremblante,
											la postérité dira, ""Il hésita.""
											Donc il attendit jusqu'au moment où il put prendre le stylo
											et la signer d'une main audacieuse et nette.
											Mais même dans ses rêves les plus fous,
											Lincoln n'aurait jamais pu imaginer
											l'ampleur de sa réputation.
									","
											1863, als die Emanzipations-Proklamation unterzeichnet wurde,
											brachte er seinen alten Freund Joshua Speed zurück ins Weiße Haus.
											Und er erinnerte sich an die Unterhaltung Jahrzehnte zuvor, als er so traurig war.
											Und, auf die Proklamation zeigend, sagte er:
											""Ich glaube, mit diesem Schritt werden meine kühnsten Hoffnungen wahr.""
											Aber als er gerade dabei war, seine Unterschrift unter die Proklamation zu setzen,
											war seine Hand taub und zitterte,
											weil er an dem Morgen tausend Hände während eines Neujahrsempfangs geschüttelt hatte.
											Also legte er den Stift nieder.
											Und sprach: ""Wenn jemals meine Seele in einem Gesetz war, ist es dieses Gesetz.
											Aber wenn ich mit zitternder Hand unterzeichne,
											wird die Nachwelt sagen: 'Er hat gezögert.'""
											Also wartete er, bis er den Stift halten und
											mit starker, klarer Hand unterzeichnen konnte.
											Aber nicht einmal in seinen wildesten Träumen hätte
											Lincoln sich vorstellen können,
											wie weit sein Ansehen reichen würde.
									","
											In 1863, when the Emancipation Proclamation was signed,
											he brought his old friend, Joshua Speed, back to the White House,
											and remembered that conversation of decades before, when he was so sad.
											And he, pointing to the Proclamation, said,
											""I believe, in this measure, my fondest hopes will be realized.""
											But as he was about to put his signature on the Proclamation
											his own hand was numb and shaking
											because he had shaken a thousand hands that morning at a New Year's reception.
											So he put the pen down.
											He said, ""If ever my soul were in an act, it is in this act.
											But if I sign with a shaking hand,
											posterity will say, 'He hesitated.'""
											So he waited until he could take up the pen
											and sign with a bold and clear hand.
											But even in his wildest dreams,
											Lincoln could never have imagined
											how far his reputation would reach.
									","
											En 1863, cuando se firmó la proclamación de emancipación,
											trajo de nuevo a su viejo amigo, Joshua Speed, a la Casa Blanca.
											Y recordó aquella conversación décadas atrás, cuando se encontraba tan triste.
											Y entonces, señalando a la proclamación, dijo:
											""Creo que con esta medida mis más deseadas esperanzas se cumplirán.""
											Pero cuando estaba a punto de poner su firma en la proclamación
											su mano estaba entumecida y temblorosa
											puesto que había estrechado mil manos esa misma mañana en la ceremonia de recimiento de año nuevo.
											Así que dejó la pluma en la mesa.
											Y dijo: ""Si alguna vez mi alma estuvo en una ley, es en esta ley.
											Pero si la firmo con una malo temblorosa,
											la posteridad dirá: 'Dudó.'""
											Así que esperó hasta que pudo coger la pluma
											y la firmó con una mano valiente y firme.
											Pero ni en sus más atrevidos sueños,
											Lincoln nunca había imaginado
											cuan lejos alcanzaría su reputación.
									",Lessons from past presidents,Doris Kearns Goodwin,18:48,"entertainment,history,politics,sports,storytelling,work-life balance"
"
","
","
","
",Lessons from past presidents,Doris Kearns Goodwin,18:48,"entertainment,history,politics,sports,storytelling,work-life balance"
"
											Je fus si excitée de trouver une interview avec le grand écrivain russe
											Léon Tolstoï, dans un journal New Yorkais datant du tout début du XXème siècle.
											Dans celui-ci, Tolstoï parlait d'un récent voyage
											dans une région retirée du Caucase,
											où il n'y avaient que de sauvages barbares,
											qui n'avaient jamais quitté cette partie de la Russie.
											Sachant que Tolstoï était parmi eux,
											ils lui demandèrent de parler des grands hommes de l'Histoire.
											Il dit donc, ""Je leur ai parlé de Napoléon,
											d'Alexandre le Grand, de Frédéric Le Grand,
											de Jules César, et ils adorèrent mon récit.
											Mais avant que j'aie terminé, le chef des barbares se leva et dit,
											""Mais attendez, vous ne nous avez pas parlé du plus grand dirigeant entre tous.
											Nous voulons entendre parler de cet homme qui parlait d'une voix de tonnerre,
											qui riait comme le lever de soleil,
											qui venait de cet endroit qu'on appelle l'Amérique, qui est si loin d'ici,
											que si un homme jeune devait voyager jusque là-bas,
											il serait un vieil homme à son arrivée.
											Parle-nous de cette homme. Parle-nous d'Abraham Lincoln.""
											Il était stupéfait.
											Il raconta tout ce qu'il put sur Lincoln.
											Puis dans l'interview il déclara: ""Qu'est-ce-qui fit de Lincoln quelqu'un d'aussi grand?
											Il n'était pas un général aussi remarquable que Napoléon,
											pas un homme d'Etat aussi formidable que Frédéric Le Grand.""
											Mais sa grandeur consistait, et les historiens l'accorderaient tous,
											en l'intégrité de son caractère
											et en la fibre morale de son être.
									","
											Ich freute mich unglaublich, als ich ein Interview mit dem großen russischen Schriftsteller
											Leo Tolstoi in einer New Yorker Zeitung von circa 1900 fand.
											Darin erzählte Tolstoi von einer Reise, die er gerade gemacht hatte,
											in eine sehr abgelegene Gegend im Kaukasus,
											in der nur wilde Barbaren lebten,
											die diesen Teil Russlands nie verlassen hatten.
											Als sie erfuhren, dass Tolstoi in ihrer Mitte war,
											baten sie ihn, Geschichten von großen Männern der Geschichte zu erzählen.
											Also sagte er, ""Ich erzählte ihnen von Napoleon,
											Alexander den Großen, Friedrich den Großen
											und Julius Cäsar, und sie waren begeistert.
											Aber bevor ich endete, stand der Häuptling der Barbaren auf und sagte,
											'Aber warte, du hast uns noch nicht vom größten Herrscher von allen erzählt.
											Wir wollen von dem Mann hören, der eine Stimme wie Donner hatte,
											der wie der Sonnenaufgang lachte,
											der aus einem Ort namens Amerika kam, der so weit weg von hier ist,
											dass ein junger Mann, der dorthin reisen würde,
											bei seiner Ankunft ein Greis wäre.
											Erzähl uns von diesem Mann. Erzähl uns von Abraham Lincoln.'""
											Er war verblüfft.
											Er erzählte ihnen alles, was er wusste, über Lincoln.
											Und in dem Interview sagte er dann: ""Was hat Lincoln so groß gemacht?
											Er war als General nicht so groß wie Napoleon
											und als Staatsmann nicht so groß wie Friedrich der Große.""
											Aber seine Größe bestand, und Historiker würden vollständig zustimmen,
											in seiner charakterlichen Integrität
											und der moralischen Aufrichtigkeit seines Wesens.
									","
											I was so thrilled to find an interview with the great Russian writer,
											Leo Tolstoy, in a New York newspaper in the early 1900s.
											And in it, Tolstoy told of a trip that he'd recently made
											to a very remote area of the Caucasus,
											where there were only wild barbarians,
											who had never left this part of Russia.
											Knowing that Tolstoy was in their midst,
											they asked him to tell stories of the great men of history.
											So he said, ""I told them about Napoleon
											and Alexander the Great and Frederick the Great
											and Julius Caesar, and they loved it.
											But before I finished, the chief of the barbarians stood up and said,
											'But wait, you haven't told us about the greatest ruler of them all.
											We want to hear about that man who spoke with a voice of thunder,
											who laughed like the sunrise,
											who came from that place called America, which is so far from here,
											that if a young man should travel there,
											he would be an old man when he arrived.
											Tell us of that man. Tell us of Abraham Lincoln.'""
											He was stunned.
											He told them everything he could about Lincoln.
											And then in the interview he said, ""What made Lincoln so great?
											Not as great a general as Napoleon,
											not as great a statesman as Frederick the Great.""
											But his greatness consisted, and historians would roundly agree,
											in the integrity of his character
											and the moral fiber of his being.
									","
											Me resultó muy emocionante encontrar una entrevista con el gran escritor ruso,
											Leo Tolstoy, en un periódico de Nueva York del principio del siglo XX.
											Y en ella, Tolstoy hablaba de un viaje que acababa de hacer
											a un área muy remota del Caucaso,
											donde sólo habitaban unos bárbaros salvajes,
											que nunca habían salido de esa parte de Rusia.
											Sabiendo que Tolstoy se encontraba entre ellos,
											le pidieron que les contara relatos sobre grandes hombres de la historia.
											Así que dijo: ""Les hablé de Napoleón
											y de Alejandro Magno y de Federico II el Grande
											y de Julio César, y les encantó.
											Pero antes de que hubiera terminado, el jefe de los bárbaros se levantó y dijo:
											""Pero espera, no nos has hablado del más grande de entre los gobernantes.
											Queremos que nos hables del hombre que hablaba con voz de trueno,
											cuya risa era como la salida del sol,
											que vino de ese lugar llamado América, tan lejos de aquí
											que si un un joven viajara hasta allí
											sería un anciano a su llegada.
											Háblanos de ese hombre. Háblanos de Abraham Lincoln.""
											Se quedó atónito.
											Les contó todo lo que sabía sobre Lincoln.
											Y después en la entrevista dijo: ""¿Qué hizo a Lincoln tan grande?
											No fue un gran general como Napoleón,
											no fue un gran hombre de estado como Federico II el Grande.""
											Sino que su grandeza consistía, y los historiadores están plenamente de acuerdo,
											en la integridad de su carácter
											y en la fibra moral de su ser.
									",Lessons from past presidents,Doris Kearns Goodwin,18:48,"entertainment,history,politics,sports,storytelling,work-life balance"
"
","
","
","
",Lessons from past presidents,Doris Kearns Goodwin,18:48,"entertainment,history,politics,sports,storytelling,work-life balance"
"
											Donc, en fin de compte, cette puissante ambition
											qui avait poussé Lincoln à travers sa sombre enfance, avait été réalisée.
											Cette ambition qui lui avait permis de laborieusement s'éduquer lui-même,
											de traverser cette série d'échecs politiques
											et les jours les plus sombres de la guerre.
											On raconterait son histoire.
											Et quant à cette deuxième sphère, pas celle du travail, mais de l'amour,
											incluant la famille, les amis et les collègues,
											cela, aussi, demande du travail et de l'engagement.
											Le Lyndon Johnson que j'ai vu dans les dernières années de sa vie,
											quand je l'aidais à écrire ses mémoires,
											était un homme qui avait passé tant d'années à la poursuite
											du travail, du pouvoir et du succès personnel
											qu'il ne lui restait absolument aucune ressource psychologique ou émotionnelle
											pour le faire aller de l'avant
											une fois que la Présidence s'était achevée.
									","
											Am Ende wurde dieser starke Ehrgeiz,
											der Lincoln durch seine trostlose Kindheit geführt hatte, erfüllt.
											Dieser Ehrgeiz ermöglichte es ihm, sich selbst mühsam zu erziehen,
											und seine Folge politischer Fehlschläge zu überstehen
											und die dunkelsten Tage des Krieges.
											Seine Geschichte würde weitererzählt werden.
											In Bezug auf den zweiten Bereich, nicht die Arbeit, sondern die Liebe -
											einschließlich der Familie, Freunde und Kollegen -
											braucht es auch Arbeit und Hingabe.
											Den Lyndon Johnson, den ich in den letzten Jahren seines Lebens sah,
											als ich ihm mit seinen Memoiren half,
											war ein Mann, der so viele Jahre mit dem Streben nach
											Arbeit, Macht und persönlichem Erfolg verbracht hatte,
											dass er keine psychischen oder emotionalen Ressourcen mehr hatte,
											die ihm über den Tag halfen,
											sobald er nicht mehr Präsident war.
									","
											So in the end that powerful ambition
											that had carried Lincoln through his bleak childhood had been realized.
											That ambition that had allowed him to laboriously educate himself by himself,
											to go through that string of political failures
											and the darkest days of the war.
											His story would be told.
											So as for that second sphere, not of work, but of love —
											encompassing family, friends and colleagues —
											it, too, takes work and commitment.
											The Lyndon Johnson that I saw in the last years of his life,
											when I helped him on his memoirs,
											was a man who had spent so many years in the pursuit of
											work, power and individual success,
											that he had absolutely no psychic or emotional resources left
											to get him through the days
											once the presidency was gone.
									","
											Así que, al final, esa poderosa ambición
											que le ayudó a superar su lóbrega niñez por fin se cumplió.
											Esa ambición que le permitió educarse a sí mismo a base de esfuerzo,
											sobreponerse a una sucesión de desastres políticos
											y a los días más oscuros de la guerra.
											Su historia será contada.
											En cuanto a la segunda esfera, no la del trabajo, sino la del amor —
											incluyendo a familia, amigos y compañeros de trabajo —
											también requiere trabajo y dedicación.
											El Lyndon Johnson que vi en los últimos años de su vida,
											cuando le ayudé con sus memorias,
											era un hombre que había dedicado muchos años a perseguir
											el éxito en el trabajo, en el poder y a nivel individual,
											al que ya no le quedaba ningún recurso psíquico o emocional
											para superar el día a día
											una vez que su presidencia había terminado.
									",Lessons from past presidents,Doris Kearns Goodwin,18:48,"entertainment,history,politics,sports,storytelling,work-life balance"
"
","
","
","
",Lessons from past presidents,Doris Kearns Goodwin,18:48,"entertainment,history,politics,sports,storytelling,work-life balance"
