pt,en,es,tr,fr,title,speaker,duration,tags
"
","
","
","
","
",Your words may predict your future mental health,Mariano Sigman,12:14,"cognitive science,communication,future,identity,health,language,mental health,mind,science,neuroscience,speech,self,writing,brain"
"
											E, de facto,
											ao realizar uma certa forma
de análise psicológica
											de alguns dos livros mais antigos 
da cultura humana,
											Julian Jaynes apresentou nos anos 70,
uma hipótese louca e radical:
											que há apenas 3000 anos,
											os humanos eram o que, atualmente,
chamaríamos de esquizofrénicos.
											E ele fez essa afirmação
											baseado no facto de que os primeiros
humanos descritos nesses livros
											comportavam-se de forma consistente,
											em tradições diferentes e
em lugares diferentes do mundo,
											como se estivessem a ouvir
e a obedecer a vozes
											que acreditavam vir dos Deuses,
											ou das musas...
											aquilo a que hoje chamaríamos alucinações.
											E só depois, com o passar do tempo,
											começaram a reconhecer
que eles eram os criadores,
											os donos dessas vozes interiores.
											E, com isso, adquiriram introspeção:
											a capacidade de pensar sobre
os próprios pensamentos.
									","
											So Jaynes's theory is that consciousness,
											at least in the way we perceive it today,
											where we feel that we are the pilots
of our own existence —
											is a quite recent cultural development.
											And this theory is quite spectacular,
											but it has an obvious problem
											which is that it's built on just a few
and very specific examples.
											So the question is whether the theory
											that introspection built up in human
history only about 3,000 years ago
											can be examined in a quantitative
and objective manner.
									","
											La teoría de Jaynes
dice que la conciencia,
											al menos como la percibimos hoy
											es decir, que sentimos ser pilotos
de nuestra propia existencia,
											es un desarrollo cultural
bastante reciente.
											Y esta teoría es espectacular,
											pero tiene un problema obvio
											y es que está construida sobre
pocos ejemplos muy específicos.
											Por eso, la pregunta es si la teoría
											de que la introspección se creó en la
historia humana hace solo unos 3000 años
											puede examinarse de manera
cuantitativa y objetiva.
									","
											Yani Jaynes'in teorisi bilinçlilik;
											en azından bugün 
bizim anladığımız şekliyle,
											kendi öz varlığımızın kılavuzu olduğumuzu
hissettiğimiz yer,
											oldukça yeni bir kültürel gelişmedir.
											Bu çok müthiş bir teoridir,
											fakat çok az ve çok spesifik örnekler
											üzerine kurulmuş olan
bariz bir sorunu var.
											İç gözlem teorisinin
											insanlık tarihinde
3.000 yıl önce oluşup oluşmadığı
											nicel ve nesnel bir yöntemle 
incelenebilir.
									","
											Donc la théorie de Jaynes
est que la conscience,
											au moins de la manière
dont nous la percevons aujourd'hui,
											où nous sentons que nous sommes
les pilotes de notre existence,
											est un développement culturel récent.
											Cette théorie est plutôt étonnante,
											mais c'est évidemment biaisé
											car elle est basée sur quelques exemples
très spécifiques seulement.
											Donc il s'agit d'évaluer si
											l'introspection, arrivée
dans l'histoire humaine il y a 3 000 ans,
											peut être examinée de manière 
quantitative et objective.
									",Your words may predict your future mental health,Mariano Sigman,12:14,"cognitive science,communication,future,identity,health,language,mental health,mind,science,neuroscience,speech,self,writing,brain"
"
","
","
","
","
",Your words may predict your future mental health,Mariano Sigman,12:14,"cognitive science,communication,future,identity,health,language,mental health,mind,science,neuroscience,speech,self,writing,brain"
"
											A teoria de Jaynes é de que a consciência
											— pelo menos da forma
que a entendemos hoje,
											em que sentimos que somos os pilotos
de nossa própria existência —
											é um desenvolvimento cultural 
bastante recente.
											Esta teoria é bastante espetacular,
mas tem um problema óbvio
											que é o facto de ser construída com base
em poucos exemplos muito específicos.
											Então, a questão é:
											Poderá a teoria de que a introspeção
											foi construída na história humana
há 3000 anos
											ser examinada de uma maneira
quantitativa e objetiva?
									","
											And the problem of how
to go about this is quite obvious.
											It's not like Plato woke up one day
and then he wrote,
											""Hello, I'm Plato,
											and as of today, I have
a fully introspective consciousness.""
									","
											Y el problema de cómo abordar esto
es bastante obvio.
											No es que Platón se haya despertado
un día y escrito:
											""Hola, soy Platón
											y, hoy, tengo una conciencia
totalmente introspectiva"".
									","
											Bunun ele alınma şeklindeki 
sorun da gayet açık.
											Platon bir gün kalkmış
ve şunu yazmış değildir:
											""Selam, ben Platon,
											bugünden itibaren tam bir
iç gözlem bilincim var.""
									","
											Et le problème de savoir où aller
avec tout cela, est plutôt simple.
											Ce n'est pas comme si Platon
se réveillait un jour et écrivait :
											« Bonjour, je m'appelle Platon,
											et depuis ce matin j'ai une pleine
conscience introspective. »
									",Your words may predict your future mental health,Mariano Sigman,12:14,"cognitive science,communication,future,identity,health,language,mental health,mind,science,neuroscience,speech,self,writing,brain"
"
","
","
","
","
",Your words may predict your future mental health,Mariano Sigman,12:14,"cognitive science,communication,future,identity,health,language,mental health,mind,science,neuroscience,speech,self,writing,brain"
"
											O problema de como fazer isso
é bastante óbvio.
											Não é como se Platão
acordasse um dia e escrevesse:
											""Olá, eu sou Platão,
e, a partir de hoje,
											""a minha consciência
é totalmente introspetiva"".
									","
											(Laughter)
									","
											(Risas)
									","
											(Gülüşmeler)
									","
											(Rires)
									",Your words may predict your future mental health,Mariano Sigman,12:14,"cognitive science,communication,future,identity,health,language,mental health,mind,science,neuroscience,speech,self,writing,brain"
"
","
","
","
","
",Your words may predict your future mental health,Mariano Sigman,12:14,"cognitive science,communication,future,identity,health,language,mental health,mind,science,neuroscience,speech,self,writing,brain"
"
											(Risos)
									","
											And this tells us actually
what is the essence of the problem.
											We need to find the emergence
of a concept that's never said.
											The word introspection
does not appear a single time
											in the books we want to analyze.
									","
											Y esto nos dice en realidad
cuál es la esencia del problema.
											Tenemos que encontrar la emergencia
de un concepto que nunca se dijo.
											La palabra introspección
no aparece ni una sola vez
											en los libros que queremos analizar.
									","
											Aslında bu bize tam olarak problemin
esasının ne olduğunu gösteriyor.
											Daha önce hiç kullanılmamış bir kavramın
ortaya çıkışını bulmamız gerekiyor.
											""İç gözlem"" kelimesi
analiz yapmak istediğimiz kitaplarda
											bir kez bulunmadı.
									","
											Ceci nous révèle en fait
l'essence du problème.
											Nous devons trouver l'émergence
d'un concept qui ne s'est jamais déclaré.
											Le mot introspection n'apparaît pas
une seule fois
											dans les livres que l'on veut analyser.
									",Your words may predict your future mental health,Mariano Sigman,12:14,"cognitive science,communication,future,identity,health,language,mental health,mind,science,neuroscience,speech,self,writing,brain"
"
","
","
","
","
",Your words may predict your future mental health,Mariano Sigman,12:14,"cognitive science,communication,future,identity,health,language,mental health,mind,science,neuroscience,speech,self,writing,brain"
"
											Isto, na verdade, diz-nos
qual é a essência do problema.
											Precisamos de encontrar o aparecimento
de um conceito nunca antes dito.
											A palavra introspeção
não aparece uma única vez
											nos livros que queremos analisar.
									","
											So our way to solve this
is to build the space of words.
											This is a huge space
that contains all words
											in such a way that the distance
between any two of them
											is indicative of how
closely related they are.
											So for instance,
											you want the words ""dog"" and ""cat""
to be very close together,
											but the words ""grapefruit"" and ""logarithm""
to be very far away.
											And this has to be true
for any two words within the space.
									","
											Por eso nuestra manera de resolverlo
es construyendo el espacio de palabras.
											Este es un espacio enorme
que contiene todas las palabras
											de manera que la distancia
entre cualquiera de ambas
											es indicativa de lo estrechamente
relacionadas que están.
											Así, por ejemplo, uno quiere que
											las palabras ""perro"" y ""gato""
estén muy próximas entre sí,
											pero las palabras ""pomelo"" 
y ""logaritmo""muy alejadas.
											Y esto debe cumplirse para cualquier
par de palabras dentro del espacio.
									","
											Öyleyse bunu çözmemizin yolu
kelimeler alanı oluşturmak.
											Bu bütün kelimeleri kapsayan
öyle büyüklükte bir alan ki,
											herhangi ikisi arasındaki mesafe

											ne kadar yakın bağlantılı 
olduklarının göstergesidir.
											Mesela,
											""köpek"" ve ""kedi"" kelimelerinin
bir arada olmasını,
											fakat ""greyfurt"" ve ""algoritma"" 
kelimelerinin uzak olmasını istersiniz.
											Bunun alandaki herhangi iki kelime
için de geçerli olması gerekir.
									","
											Donc la façon de résoudre ceci
est de construire l'espace des mots.
											C'est un énorme espace
contenant tous les mots
											de manière que la distance
entre deux d'entre eux
											indique leur degré de relation.
											Par exemple,
											les mots « chien » et « chat »
seront très proches,
											mais les mots « pamplemousse »
et « logarithme » seront très éloignés.
											et ceci doit être vrai quels que soient
les deux mots de l'espace.
									",Your words may predict your future mental health,Mariano Sigman,12:14,"cognitive science,communication,future,identity,health,language,mental health,mind,science,neuroscience,speech,self,writing,brain"
"
","
","
","
","
",Your words may predict your future mental health,Mariano Sigman,12:14,"cognitive science,communication,future,identity,health,language,mental health,mind,science,neuroscience,speech,self,writing,brain"
"
											Então, a nossa forma de resolver isso
é construir o espaço das palavras.
											Isto é um enorme espaço 
que contém todas as palavras
											de tal modo que a distância
entre quaisquer duas delas
											é indicativo do quão estreitamente
elas estão relacionadas.
											Por exemplo,
											queremos que as palavras ""cão"" e
""gato"" estejam muito próximas,
											mas as palavras ""toranja"" e ""logaritmo""
muito distantes.
											Isto tem que ser verdade para quaisquer 
duas palavras dentro do espaço.
									","
											And there are different ways
that we can construct the space of words.
											One is just asking the experts,
											a bit like we do with dictionaries.
											Another possibility
											is following the simple assumption
that when two words are related,
											they tend to appear in the same sentences,
											in the same paragraphs,
											in the same documents,
											more often than would be expected
just by pure chance.
											And this simple hypothesis,
											this simple method,
											with some computational tricks
											that have to do with the fact
											that this is a very complex
and high-dimensional space,
											turns out to be quite effective.
									","
											Y hay diferentes maneras de construir
el espacio de palabras.
											Una es preguntando a los expertos,
											un poco como hacemos
con los diccionarios.
											Otra posibilidad
											es seguir el supuesto simple de que
cuando dos palabras se relacionan
											tienden a aparecer en las mismas frases,
											en los mismos párrafos,
											en los mismos documentos,
											más a menudo de lo esperado
simplemente por pura casualidad.
											Y esta hipótesis simple,
											este método simple,
											con trucos computacionales
											relacionados con el hecho
											de que este es un espacio
multidimensional muy complejo,
											resulta ser muy eficaz.
									","
											Kelimeler alanı oluşturabileceğimiz
farklı yollar var.
											Bir tanesi, uzmanlara sormak;
											sözlüklerle yaptığımızın
biraz benzeri gibi.
											Diğer bir yol ise,
											en basit varsayımı izlemektir;
iki kelime bağlantılı ise,
											bunların aynı cümlelerde,
											aynı paragraflarda,
											aynı belgelerde
											geçmeleri rastlantısal olmasından
daha muhtemeldir.
											Bu basit hipotezin,
											basit yöntemin de,
											bu çok karmaşık
											ve büyük boyutlu alan gerçeğiyle
											ilgisi olan birkaç sayısal hileyle
											gerçekten işe yaradığı ortaya çıkıyor.
									","
											Nous pouvons construire l'espace des mots
de différentes manières.
											Simplement demander aux experts,
											comme on le fait avec un dictionnaire.
											Ou une autre possibilité
											est de suivre la simple idée
que lorsque deux mots sont liés,
											ils ont tendance à être
dans les mêmes phrases,
											dans les mêmes paragraphes,
											dans les mêmes documents,
											plus souvent
que s'ils l'étaient par hasard.
											Et cette simple hypothèse,
											cette méthode simple,
											avec quelques trucs de calcul
											qui sont dus au fait
											que c'est un espace multidimensionnel
très complexe,
											s'est révélée très efficace.
									",Your words may predict your future mental health,Mariano Sigman,12:14,"cognitive science,communication,future,identity,health,language,mental health,mind,science,neuroscience,speech,self,writing,brain"
"
","
","
","
","
",Your words may predict your future mental health,Mariano Sigman,12:14,"cognitive science,communication,future,identity,health,language,mental health,mind,science,neuroscience,speech,self,writing,brain"
"
											Há diferentes maneiras
de construir o espaço das palavras.
											Uma é apenas perguntar aos especialistas

											um pouco como fazemos com os dicionários.
											Outra possibilidade
											é seguir o simples pressuposto de que,
quando duas palavras estão relacionadas,
											elas tendem a aparecer nas mesmas frases,
											nos mesmos parágrafos,
nos mesmos documentos,
											mais frequentemente do que seria
de esperar apenas por puro acaso.
											Esta simples hipótese,
este simples método,
											com alguns truques informáticos
											que têm a ver com o facto
											de que isto é um espaço muito complexo
e altamente dimensional,
											acaba por ser bastante eficaz.
									","
											And just to give you a flavor
of how well this works,
											this is the result we get when
we analyze this for some familiar words.
											And you can see first
											that words automatically organize
into semantic neighborhoods.
											So you get the fruits, the body parts,
											the computer parts,
the scientific terms and so on.
									","
											Y solo para darles una muestra
de lo bien que funciona,
											este es el resultado obtenido al 
analizar algunas palabras familiares.
											Y lo primero que ven
											es que las palabras se organizan
automáticamente en campos semánticos.
											Las frutas, las partes del cuerpo,
											las piezas de la computadora,
los términos científicos, etc.
									","
											Size hemen ne kadar 
başarılı olduğunu göstereyim,
											bu tablo aşina olduğumuz bazı kelimeleri
analiz ettiğimizde aldığımız sonuç.
											İlk olarak, kelimelerin
											otomatik olarak anlamsal gruplara 
yerleştiğini görebilirsiniz.
											Meyveleri görürsünüz, 
vücudun bölümleri,
											bilgisayarın bölümleri,
bilimsel terimleri vs.
									","
											Pour vous donner un aperçu
de son efficacité,
											voici le résultat que nous avons obtenu
lors d'une analyse de mots familiers.
											Vous pouvez d'abord voir
											que les mots s'organisent automatiquement
en voisinages sémantiques.
											On a donc les fruits,
les parties du corps,
											les pièces d'ordinateur,
les termes scientifiques...
									",Your words may predict your future mental health,Mariano Sigman,12:14,"cognitive science,communication,future,identity,health,language,mental health,mind,science,neuroscience,speech,self,writing,brain"
"
","
","
","
","
",Your words may predict your future mental health,Mariano Sigman,12:14,"cognitive science,communication,future,identity,health,language,mental health,mind,science,neuroscience,speech,self,writing,brain"
"
											Só para vos dar uma amostra
do quão bem isto funciona,
											este é o resultado que temos quando 
analisamos algumas palavras conhecidas.
											Primeiro, conseguimos ver
											que as palavras se organizam
automaticamente
											em grupos semânticos
											Temos as frutas, as partes do corpo,
as peças dos computadores,
											os termos científicos,
e por aí fora.
									","
											The algorithm also identifies
that we organize concepts in a hierarchy.
											So for instance,
											you can see that the scientific terms
break down into two subcategories
											of the astronomic and the physics terms.
											And then there are very fine things.
											For instance, the word astronomy,
											which seems a bit bizarre where it is,
											is actually exactly where it should be,
											between what it is,
											an actual science,
											and between what it describes,
											the astronomical terms.
									","
											El algoritmo también identifica que
organizamos los conceptos en jerarquías.
											Entonces, por ejemplo,
											se puede ver que los términos científicos
se separan en dos subcategorías:
											términos de astronomía y de física.
											Y luego hay cosas muy sutiles.
											Por ejemplo, la palabra astronomía,
											que parece tener 
una ubicación extraña,
											está exactamente
donde debería estar,
											entre lo que es,
											una ciencia real,
											y entre lo que describe,
											los términos astronómicos.
									","
											Bu işlem aynı zamanda kavramları
hiyerarşik düzenlediğimizi saptıyor.
											Örneğin,
											bilimsel terimlerin alt başlıklara
ayrıldığını görebilirsiniz;
											astronomi ve fizik terimleri gibi.
											Sonrasında çok ince şeyler var.
											Mesela, astronomi kelimesi,
											bulunduğu yer biraz garip duruyor,
											aslında tam da olması gereken yerde,
											olduğu şey;
											gerçek bir bilim
											ve tanımladığı şeyler olan
											astronomi terimleri arasında.
									","
											L'algorithme identifie que nous organisons
les concepts hiérarchiquement.
											Par exemple,
											vous voyez que les termes scientifiques
se coupent en deux sous-catégories :
											les termes astronomiques et physiques.
											Et il y a ensuite des choses très fines.
											Par exemple, le mot astronomie,
											qui semble être bizarrement placé,
											est en fait exactement là où il doit être,
											entre ce qu'il est :
											une science exacte,
											et ce qu'il décrit :
											les termes astronomiques.
									",Your words may predict your future mental health,Mariano Sigman,12:14,"cognitive science,communication,future,identity,health,language,mental health,mind,science,neuroscience,speech,self,writing,brain"
"
","
","
","
","
",Your words may predict your future mental health,Mariano Sigman,12:14,"cognitive science,communication,future,identity,health,language,mental health,mind,science,neuroscience,speech,self,writing,brain"
"
											O algoritmo também identifica que
organizamos os conceitos numa hierarquia.
											Assim, por exemplo,
											vemos que os termos científicos
dividem-se em duas subcategorias
											dos termos físicos e astronómicos.
											Depois, há descobertas
muito interessantes.
											Por exemplo, a palavra astronomia,
											que parece estar um pouco deslocada,
											está, de facto, exatamente
onde deveria estar,
											entre o que é 
— uma ciência moderna —
											e o que descreve
— os termos astronómicos.
									","
											And we could go on and on with this.
											Actually, if you stare
at this for a while,
											and you just build random trajectories,
											you will see that it actually feels
a bit like doing poetry.
											And this is because, in a way,
											walking in this space
is like walking in the mind.
									","
											Y podríamos seguir y seguir con esto.
											En realidad, si uno mira con atención
esto durante un tiempo,
											y construye trayectorias aleatorias,
											verá que, en realidad, se parece
un poco a hacer poesía.
											Y esto se debe, en cierta forma,
											a que caminar en este espacio
es como caminar por la mente.
									","
											Bunu böyle devam ettirebiliriz.
											Aslında, biraz dikkatli bakarsanız
											ve rastlantısal bir yol oluşturursanız,
											biraz şiirle uğraşmak gibi gelir.
											Çünkü, bu alanda yürümek
											zihinde dolaşmak gibidir.
									","
											Et nous pouvons continuer sans cesse.
											En fait, si vous observez
pendant un moment,
											et suivez des trajectoires aléatoires,
											vous verriez que cela donne l'impression
de faire de la poésie.
											C'est parce que, dans un sens,
											parcourir cet espace est comme
parcourir notre pensée.
									",Your words may predict your future mental health,Mariano Sigman,12:14,"cognitive science,communication,future,identity,health,language,mental health,mind,science,neuroscience,speech,self,writing,brain"
"
","
","
","
","
",Your words may predict your future mental health,Mariano Sigman,12:14,"cognitive science,communication,future,identity,health,language,mental health,mind,science,neuroscience,speech,self,writing,brain"
"
											Poderíamos continuar com isto o dia todo.
											Se olharmos para isto
durante algum tempo
											e construirmos trajetórias aleatórias,
											veremos que se parece um pouco
com fazer poesia.
											Isto porque, de certa forma,
											caminhar no espaço
é como caminhar na mente.
									","
											And the last thing
											is that this algorithm also identifies
what are our intuitions,
											of which words should lead
in the neighborhood of introspection.
											So for instance,
											words such as ""self,"" ""guilt,""
""reason,"" ""emotion,""
											are very close to ""introspection,""
											but other words,
											such as ""red,"" ""football,""
""candle,"" ""banana,""
											are just very far away.
									","
											Y lo último es que
											este algoritmo también identifica
cuáles son nuestras intuiciones,
											respecto a qué palabras nos llevarían
al campo de la introspección.
											Así, por ejemplo,
											palabras como ""yo"", ""culpa"",
""razón"", ""emoción"",
											están muy cerca de ""introspección"",
											pero otras palabras como
											""rojo"", ""fútbol"", ""vela"", ""banana"",
											están muy lejos.
									","
											Son olarak,
											bu işlem aynı zamanda 
sezgilerimizi tanımlar;
											hangi kelimelerin iç gözlem grubunda
yer alması gerektiğini.
											Örneğin,
											""benlik"", ""suç"", ""akıl"", ""duygu""
gibi kelimeler
											""iç gözlem"" ile çok yakındır,
											fakat diğerleri
											""kırmızı"", ""futbol"", ""mum"", ""muz""
gibi kelimeler
											çok daha uzaktır.
									","
											Et le dernier point
											est que cet algorithme identifie aussi
ce que sont nos intuitions,
											de quels mots devraient nous conduire
dans le voisinage de l'introspection.
											Par exemple,
											les mots comme « soi-même », « coupable »,
« raison », « émotion »,
											sont très près de « introspection »,
											mais d'autres mots,
											comme « rouge », « football »,
« bougie », « banane »,
											sont simplement très loin.
									",Your words may predict your future mental health,Mariano Sigman,12:14,"cognitive science,communication,future,identity,health,language,mental health,mind,science,neuroscience,speech,self,writing,brain"
"
","
","
","
","
",Your words may predict your future mental health,Mariano Sigman,12:14,"cognitive science,communication,future,identity,health,language,mental health,mind,science,neuroscience,speech,self,writing,brain"
