es,pt,tr,en,fr,title,speaker,duration,tags
"
											Esa noche me prometí que 
volvería cada semana
											hasta que ya no estuviera nervioso.
											Y lo hice. Volví cada semana,
											y efectivamente, semana tras semana,
											no mejoró nada. Lo mismo sucedió 
cada semana. 
(Risas)
											No podía superarlo.
									","
											Naquela noite prometi a mim mesmo:
eu iria voltar todas as semanas
											até deixar de ficar nervoso.
											E foi o que fiz. 
Voltei todas as semanas,
											e de facto, semana após semana,
											não melhorou. Aconteceu o mesmo
todas as semanas. (Risos)
											Não me conseguia livrar dos nervos.
									","
											O gece kendime söz verdim:
her hafta geri gelecektim
											ta ki gerginliği geride bırakana kadar.
											Ve yaptım. Her hafta tekrar gittim
											ve haftalar geçtikçe,
											iyileşme göstermiyordu. Aynı 
şey her hafta oluyordu. (Gülüşmeler)
											Atlatamıyordum.
									","
											That night I promised myself: 
I would go back every week
											until I wasn't nervous anymore.
											And I did. I went back every single week,
											and sure enough, week after week,
											it didn't get any better. The same 
thing happened every week. (Laughter)
											I couldn't shake it.
									","
											Cette nuit-là, je me suis fait une promesse :
j'allais y retourner toutes les semaines
											jusqu'à ce que je ne sois plus nerveux.
											Et je l'ai fait. J'y suis retourné
chaque semaine,
											et bien sûr, semaine après semaine,
											ça ne s'améliorait pas. La même chose
se produisait chaque semaine. (Rires)
											Je n'y arrivais pas.
									",How I beat stage fright,Joe Kowan,8:03,"communication,entertainment,fear"
"
","
","
","
","
",How I beat stage fright,Joe Kowan,8:03,"communication,entertainment,fear"
"
											Ahí es cuando tuve una relevación.
											Lo recuerdo muy bien, 
porque no tengo muchas revelaciones. (Risas)
											Lo que tenía que hacer era escribir una canción 
que explorara mi nerviosismo.
											Eso solo parece auténtico 
cuando tengo miedo escénico,
											y cuanto más nervioso estuviera,
											mejor sería la canción. Fácil.
											Así que empecé una canción 
sobre tener miedo escénico.
											En primer lugar, confesando el problema,
											las manifestaciones físicas, cómo me sentía,
											cómo puede sentirse el oyente.
											Y luego justificando cosas 
como mi voz temblorosa,
											y sabía que cantaría media octava 
más alto de lo normal,
											por estar nervioso.
											Tener una canción 
que explicara lo que me pasaba,
											mientras sucedía,
											otorgaría al público la licencia para pensar en ello.
											No debían sentirse mal por estar yo nervioso,
											podrían tener la experiencia conmigo
											siendo así una gran familia 
incómoda, nerviosa y feliz. (Risas)
									","
											E foi aí que tive uma epifania.
											E lembro-me muito bem, porque eu não
tenho muitas epifanias. (Risos)
											Tudo o que eu tinha que fazer era escrever 
uma canção que explorasse o meu nervosismo.
											Que só parecesse autêntica quando
tivesse medo do palco,
											e quanto mais nervoso estivesse,
											melhor seria a canção. 
Simples.
											Por isso, comecei a escrever uma canção
sobre ter medo do palco.
											Primeiro, confessando o meu problema,
											as manifestações físicas, como me sentia,
											como o ouvinte se sentiria.
											E depois tendo em conta a minha voz a tremer,
											e eu sabia que ia cantar mais ou menos
meia nota acima do normal,
											porque estava nervoso.
											Ao ter uma canção que explicava o que
me estava a acontecer,
											enquanto estava a acontecer,
											dava permissão ao público para pensar nisso.
											Não tinham que se sentir mal
por eu estar nervoso,
											podiam partilhar a experiência comigo,
											e assim éramos todos uma família grande, 
nervosa e desconfortável. (Risos)
									","
											Ve işte o zaman epifani olduğum zamandı.
											Ve bunu çok iyi hatırlıyorum, çünkü
çok fazla epifani olmuyorum. (Gülüşmeler)
											Tek yapmam gereken gerginliğimi
patlatacak bir şarkı yazmamdı.
											Bu sadece sahne korkum olduğu zaman ve olduğumdan
											daha gergin olduğum zaman gerçekçi gözükürdü
											daha iyi bir şarkı olmalı. Çok kolay.
											Sonrasında sahne korkusu hakkında bir şarkı yazmaya başladım.
											İlk olarak sorunu itiraf ederek başladım,
											fiziksel bildirimleme, nasıl hissettiğimi,
											dinleyicilerimin nasıl hissettiğini.
											Sonra titrek sesimin ve normalden yarım oktan
											daha fazla söyleyeceğimin hesaplaması
											çünkü gergindim.
											Bana ne olduğunu açıklayan 
bir şarkıya sahip olarak
											ve bu bana olurken,
											dinleyenlere bunun hakkında düşünme fırsatı vermek.
											Ben çok gergin olduğum için onlar benim için kötü hissetmek zorunda değillerdi,
											bunu benimle beraber deneyimleyebilirlerdi
											ve buz hepimiz beraber büyük, gergin,
rahatsız bir aileydik. (Gülüşmeler)
									","
											And that's when I had an epiphany.
											And I remember it really well, because I 
don't have a lot of epiphanies. (Laughter)
											All I had to do was write a song 
that exploits my nervousness.
											That only seems authentic when I have stage fright,
											and the more nervous I was,
											the better the song would be. Easy.
											So I started writing a song about having stage fright.
											First, fessing up to the problem,
											the physical manifestations, how I would feel,
											how the listener might feel.
											And then accounting for things like my shaky voice,
											and I knew I would be singing about a 
half-octave higher than normal,
											because I was nervous.
											By having a song that explained 
what was happening to me,
											while it was happening,
											that gave the audience permission to think about it.
											They didn't have to feel bad 
for me because I was nervous,
											they could experience that with me,
											and we were all one big happy, nervous, 
uncomfortable family. (Laughter)
									","
											Et j'ai eu une soudaine révélation.
											Je m'en souviens très bien 
car je n'ai pas beaucoup de révélations. (Rires)
											Tout ce que je devais faire, c'était écrire
une chanson qui exploiterait ma nervosité.
											Qui ne paraîtrait authentique
que lorsque j'ai le trac,
											et plus je serais nerveux,
											meilleure serait la chanson. Facile.
											J'ai donc commencé à écrire 
une chanson sur le fait d'avoir le trac.
											Tout d'abord, cracher le morceau,
											avouer les manifestations physiques,
comment je me sentais,
											ce que le public pouvait ressentir.
											Puis, expliquer certaines choses 
comme ma voix tremblotante,
											et je savais que je chanterai 
une demi-octave au-dessus de la normale
											à cause de mon trac.
											Avoir une chanson expliquant ce que je vivais,
											au moment où je le vivais,
											ça a permis au public d'y réfléchir.
											Il n'avait plus à se sentir mal pour moi
à cause de ma nervosité,
											ils pouvaient le vivre avec moi,
											et nous étions une grande et même famille, 
heureuse, nerveuse et mal à l'aise. (Rires)
									",How I beat stage fright,Joe Kowan,8:03,"communication,entertainment,fear"
"
","
","
","
","
",How I beat stage fright,Joe Kowan,8:03,"communication,entertainment,fear"
"
											Al pensar en mi audiencia, aceptando 
y usando mi problema,
											era capaz de aprovechar algo que 
bloqueaba mi progreso,
											y convertirlo en algo fundamental 
para mi éxito.
											Y con la canción del miedo escénico 
podría superar mi mayor problema
											al comienzo de una actuación.
											Y luego podría avanzar y 
tocar el resto de mis canciones
											con un poco más de facilidad.
											Y con el tiempo, ya no tendría 
que tocar la canción del miedo escénico.
											Excepto cuando estuviera realmente nervioso... 
como ahora. (Risas)
									","
											Ao pensar no meu público,
aceitando e explorando o meu problema,
											fui capaz de pegar em algo que me
estava a bloquear o progresso,
											e torná-lo em algo que era
essencial para o meu sucesso.
											E ter a música sobre o medo do palco 
deixou-me ultrapassar aquele grande problema
											logo no início de um espetáculo.
											E depois podia prosseguir,
e tocar o resto das minhas canções
											com um bocadinho mais de à vontade.
											E, eventualmente, eu não precisei de tocar 
a canção do medo do palco, de todo.
											Exceto quando estava mesmo
nervoso, como agora. (Risos)
									","
											Dinleyicilerimi düşünerek,
sorunumu kabullenip kullanarak,
											ilerlememin önüne tıkayan 
bir şeyi götürebilecektim
											ve başarım için gerekli 
bir şeye çevirebilecektim.
											Ve bu sahne korkusu şarkısına sahip olmak gösterimin önündeki
											en büyük mesele.
											Ve sonra devam edebilir,
şarkılarımın geri kalanını
											biraz daha rahat çalabilirdim.
											Ve sonunda vakit doldu, sahne korkusu şarkısını çalmak zorunda değildim sonuçta.
											Çok gergin olduğum anlar hariç,
şimdi ki gibi. (Gülüşmeler)
									","
											By thinking about my audience, 
by embracing and exploiting my problem,
											I was able to take something 
that was blocking my progress,
											and turn it into something that 
was essential for my success.
											And having the stage fright song let 
me get past that biggest issue
											right in the beginning of a performance.
											And then I could move on, 
and play the rest of my songs
											with just a little bit more ease.
											And eventually, over time, I didn't 
have to play the stage fright song at all.
											Except for when I was really 
nervous, like now. (Laughter)
									","
											En pensant à mon public, 
en acceptant et en me servant de mon problème,
											j'ai pu saisir quelque chose 
qui m'empêchait de progresser,
											et en faire quelque chose qui
était indispensable pour mon succès.
											Cette chanson sur le trac m'a permis 
de dépasser cet énorme handicap,
											pile au début de ma prestation.
											Ensuite, je pouvais passer à autre chose
et jouer le reste de mes chansons
											en étant un peu plus à l'aise.
											Puis, au fil du temps, je n'ai plus eu
besoin de jouer la chanson sur le trac.
											Sauf quand je suis vraiment très nerveux, 
comme maintenant. (Rires)
									",How I beat stage fright,Joe Kowan,8:03,"communication,entertainment,fear"
"
","
","
","
","
",How I beat stage fright,Joe Kowan,8:03,"communication,entertainment,fear"
"
											¿Les gustaría que les tocara 
la canción del miedo escénico?
											(Aplausos)
									","
											Não se importam se eu tocar a
música do medo do palco para vocês?
											(Aplausos)
									","
											Şimdi sahne korkusu şarkısını
çalsam sorun olur mu?
											(Alkışlar)
									","
											Would it be okay if I played the 
stage fright song for you?
											(Applause)
									","
											Vous seriez d'accord pour que 
je vous joue la chanson sur le trac ?
											(Applaudissements)
									",How I beat stage fright,Joe Kowan,8:03,"communication,entertainment,fear"
"
","
","
","
","
",How I beat stage fright,Joe Kowan,8:03,"communication,entertainment,fear"
"
											¿Puedo tomar un sorbo de agua?
											(Música)
											Gracias.
									","
											Posso beber um pouco de água?
											(Música)
											Obrigado.
									","
											Bir yudum su alabilir miyim?
											(Müzik)
											Teşekkürler.
									","
											Can I have a sip of water?
											(Music)
											Thank you.
									","
											Je peux avoir un peu d'eau ?
											(Musique)
											Merci.
									",How I beat stage fright,Joe Kowan,8:03,"communication,entertainment,fear"
"
","
","
","
","
",How I beat stage fright,Joe Kowan,8:03,"communication,entertainment,fear"
