en,pt,es,title,speaker,duration,tags
"
											She can also swing around
on monkey bars with ease,
											much better than any current
human-like robot could do.
											In contrast to HUBO,
											the human body makes extensive use
of soft and deformable materials
											such as muscle and skin.
											We need a new generation of robot bodies
											that is inspired by the elegance,
efficiency and by the soft materials
											of the designs found in nature.
											And indeed, this has become
the key idea of a new field of research
											called soft robotics.
									","
											Ela também consegue balançar-se
nas barras facilmente,
											muito melhor do que conseguiria
qualquer robô humanoide actual.
											Ao contrário do HUBO,
											o corpo humano usa amplamente
materiais macios e deformáveis
											como os músculos e a pele.
											Precisamos de uma nova geração
de corpos robóticos
											que seja inspirada na elegância,
na eficiência e nos materiais moles
											das criações encontradas na natureza.
											Realmente, esta tornou-se a ideia chave
de uma nova área de investigação
											chamada robótica mole.
									","
											que observamos en la naturaleza.
											De hecho, esta es la idea principal
en una nueva rama de investigación
											llamada ""robótica blanda"".
											Mi grupo de investigación
y colegas de todo el mundo
											usan componentes blandos
basados en los músculos y la piel
											para construir robots 
con agilidad y destreza
											que se acerquen más y más
											a las asombrosas capacidades
de los organismos de la naturaleza.
											El tejido muscular siempre ha sido
una gran influencia para mí.
											Es de esperarse,
											pues soy austriaco y sé que eso
les recuerda a Arnold en Terminator.
											(Risas)
									",The artificial muscles that will power robots of the future,Christoph Keplinger,10:54,"innovation,robots,human body,science,design,technology,future,invention,prosthetics,engineering,nature,TEDx"
"
","
","
",The artificial muscles that will power robots of the future,Christoph Keplinger,10:54,"innovation,robots,human body,science,design,technology,future,invention,prosthetics,engineering,nature,TEDx"
"
											My research group
and collaborators around the world
											are using soft components
inspired by muscle and skin
											to build robots with agility and dexterity
											that comes closer and closer
											to the astonishing capabilities
of the organisms found in nature.
											I've always been particularly inspired
by biological muscle.
											Now, that's not surprising.
											I'm also Austrian, and I know that I sound
a bit like Arnie, the Terminator.
									","
											O meu grupo de investigação
e colaboradores em todo o mundo,
											estão a usar componentes moles
inspirados nos músculos e na pele
											para construir robôs
com agilidade e destreza
											que se aproximem cada vez mais
											das capacidades incríveis
dos organismos encontrados na natureza.
											Sempre me senti particularmente inspirado
pelo músculo biológico.
											Não é surpreendente.
											Eu também sou austríaco, e sei que soo
um pouco como o Exterminador Implacável.
									","
											El tejido muscular biológico es
una obra maestra de la evolución.
											Puede sanarse a sí mismo y
está integrado por neuronas sensitivas
									",The artificial muscles that will power robots of the future,Christoph Keplinger,10:54,"innovation,robots,human body,science,design,technology,future,invention,prosthetics,engineering,nature,TEDx"
"
","
","
",The artificial muscles that will power robots of the future,Christoph Keplinger,10:54,"innovation,robots,human body,science,design,technology,future,invention,prosthetics,engineering,nature,TEDx"
"
											(Laughter)
									","
											(Risos)
									","
											que retroalimentan
su movimiento e interacción.
											Se contrae tan rápido como para
impulsar el aleteo de un colibrí,
									",The artificial muscles that will power robots of the future,Christoph Keplinger,10:54,"innovation,robots,human body,science,design,technology,future,invention,prosthetics,engineering,nature,TEDx"
"
","
","
",The artificial muscles that will power robots of the future,Christoph Keplinger,10:54,"innovation,robots,human body,science,design,technology,future,invention,prosthetics,engineering,nature,TEDx"
"
											Biological muscle
is a true masterpiece of evolution.
											It can heal after damage
											and it's tightly integrated
with sensory neurons
											for feedback on motion
and the environment.
											It can contract fast enough
to power the high-speed wings
											of a hummingbird;
											it can grow strong enough
to move an elephant;
											and it's adaptable enough
to be used in the extremely versatile arms
											of an octopus,
											an animal that can squeeze
its entire body through tiny holes.
											Actuators are for robots
what muscles are for animals:
											key components of the body
											that enable movement
and interaction with the world.
											So if we could build soft actuators,
											or artificial muscles,
											that are as versatile, adaptable
											and could have the same performance
as the real thing,
											we could build almost any type of robot
											for almost any type of use.
											Not surprisingly,
people have tried for many decades
											to replicate the astonishing
capabilities of muscle,
											but it's been really hard.
									","
											O músculo biológico é
uma verdadeira obra-prima da evolução.
											Consegue sarar depois de danificado,
											e está fortemente ligado
aos neurónios sensoriais
											para dar resposta ao movimento
e ao ambiente.
											Consegue contrair-se rápido
o suficiente para dar energia
											às asas ultra-rápidas de um beija-flor;
											consegue ter força suficiente
para mover um elefante;
											e é adaptável o suficiente para ser usado
											nos braços extremamente
versáteis de um polvo,
											um animal que consegue
fazer passar o seu corpo todo
											através de orifícios diminutos.
											Os actuadores são para os robôs
o que os músculos são para os animais:
											componentes cruciais do corpo
											que permitem o movimento
e a interacção com o mundo.
											Por isso, se conseguíssemos
construir actuadores moles,
											ou músculos artificiais,
											que fossem tão versáteis e adaptáveis,
											e conseguissem ter
o mesmo desempenho que os reais,
											poderíamos construir
quase qualquer tipo de robô
											para quase qualquer fim.
											Sem surpresas, há décadas
que se tem tentado replicar
											as capacidades incríveis dos músculos,
											mas tem sido muito difícil.
									","
											puede ser tan fuerte
como el de un elefante,
									",The artificial muscles that will power robots of the future,Christoph Keplinger,10:54,"innovation,robots,human body,science,design,technology,future,invention,prosthetics,engineering,nature,TEDx"
"
","
","
",The artificial muscles that will power robots of the future,Christoph Keplinger,10:54,"innovation,robots,human body,science,design,technology,future,invention,prosthetics,engineering,nature,TEDx"
"
											About 10 years ago,
											when I did my PhD back in Austria,
											my colleagues and I rediscovered
											what is likely one of the very first
publications on artificial muscle,
											published in 1880.
											""On the shape and volume changes
of dielectric bodies
											caused by electricity,""
											published by German physicist
Wilhelm Röntgen.
											Most of you know him
as the discoverer of the X-ray.
											Following his instructions,
we used a pair of needles.
											We connected it to a high-voltage source,
											and we placed it near
a transparent piece of rubber
											that was prestretched
onto a plastic frame.
											When we switched on the voltage,
											the rubber deformed,
											and just like our biceps flexes our arm,
											the rubber flexed the plastic frame.
											It looks like magic.
											The needles don't even touch the rubber.
									","
											Há cerca de 10 anos,
											quando eu fiz o meu doutoramento
ainda na Áustria,
											os meus colegas e eu redescobrimos
aquela que é, provavelmente,
											uma das primeiras publicações
sobre músculo artificial,
											publicada em 1880:
											""As mudanças de forma e volume
de corpos dieléctricos
											""causadas pela electricidade"",
											publicada pelo físico alemão
Wilhelm Röntgen.
											A maioria de vocês conhece-o
pela descoberta dos raios X.
											Seguindo as suas instruções,
usámos um par de agulhas.
											Fizemos a ligação a uma fonte
de alta-voltagem,
											e colocámo-la perto de um pedaço
de borracha transparente
											que fora previamente ajustada
a uma moldura plástica.
											Quando ligámos a voltagem,
											a borracha deformou-se
											e tal como os nossos bíceps
flectem o nosso braço,
											a borracha flectiu a moldura plástica.
											Parece magia.
											As agulhas nem sequer
tocam na borracha.
									","
											y es tan adaptable y versátil
como los brazos de un pulpo,
											animal que puede pasar
su cuerpo por pequeños orificios.
											Los ""actuadores"" son a los robots
lo que los músculos a los animales:
											partes elementales del cuerpo
											que permiten el movimiento
e interacción con el mundo.
											Si pudiéramos construir
actuadores blandos,
											o músculos artificiales,
que sean versátiles, adaptables
											y puedan tener el mismo desempeño
que los músculos reales,
											podríamos construir cualquier tipo
de robot para casi cualquier situación.
											Sabemos que la gente
ha intentado por muchos años
											igualar las asombrosas capacidades
del músculo, pero es muy difícil.
											Hace diez años, cuando hice
mi doctorado en Austria,
											mis colegas y yo redescubrimos
											posiblemente una de las primeras
publicaciones sobre músculos artificiales,
											del año 1880.
											""Sobre los cambios de forma
y volumen de los cuerpos dieléctricos
											causados por la electricidad""
									",The artificial muscles that will power robots of the future,Christoph Keplinger,10:54,"innovation,robots,human body,science,design,technology,future,invention,prosthetics,engineering,nature,TEDx"
"
","
","
",The artificial muscles that will power robots of the future,Christoph Keplinger,10:54,"innovation,robots,human body,science,design,technology,future,invention,prosthetics,engineering,nature,TEDx"
"
											Now, having two such needles
is not a practical way
											of operating artificial muscles,
											but this amazing experiment
got me hooked on the topic.
											I wanted to create new ways
to build artificial muscles
											that would work well
for real-world applications.
											For the next years, I worked
on a number of different technologies
											that all showed promise,
											but they all had remaining challenges
that are hard to overcome.
									","
											Mas ter duas agulhas
não é uma forma prática
											de manobrar músculos artificiais,
											mas esta experiência fabulosa
deixou-me agarrado a este assunto.
											Eu queria criar novas formas
de construir músculos artificiais
											que funcionassem bem
em aplicações no mundo real.
											Nos anos seguintes, trabalhei
em várias tecnologias diferentes
											que se mostraram promissoras,
											mas todas tinham
desafios difíceis de ultrapassar.
									","
											fue escrita por el físico alemán
Wilhelm Röntgen.
											La mayoría de Uds. lo conoce
como el descubridor de los rayos X.
											Seguimos sus instrucciones
y tomamos dos agujas.
											Las conectamos a
una fuente de alto voltaje
											y las colocamos cerca de
una pieza de goma transparente
											a la que se le dio forma
de bolsa de plástico.
											Cuando encendimos la corriente,
la goma se deformó.
											Así como los bíceps
flexionan nuestro brazo,
											la goma flexionó la bolsa de plástico.
											Parece magia; las agujas
ni siquiera tocan la goma.
											Aunque usar agujas
no es un método práctico
											para operar músculos artificiales.
											Pero me obsesioné con el tema
de este increíble experimento.
											Quería crear nuevas formas
de construir músculos artificiales
											que funcionaran bien
en situaciones reales.
											Los siguientes años trabajé
con distintas tecnologías prometedoras,
									",The artificial muscles that will power robots of the future,Christoph Keplinger,10:54,"innovation,robots,human body,science,design,technology,future,invention,prosthetics,engineering,nature,TEDx"
"
","
","
",The artificial muscles that will power robots of the future,Christoph Keplinger,10:54,"innovation,robots,human body,science,design,technology,future,invention,prosthetics,engineering,nature,TEDx"
"
											In 2015,
											when I started my own lab at CU Boulder,
											I wanted to try an entirely new idea.
											I wanted to combine
the high speed and efficiency
											of electrically driven actuators
											with the versatility
of soft, fluidic actuators.
											Therefore, I thought,
											maybe I can try using
really old science in a new way.
											The diagram you see here
											shows an effect called Maxwell stress.
											When you take two metal plates
											and place them in a container
filled with oil,
											and then switch on a voltage,
											the Maxwell stress forces the oil
up in between the two plates,
											and that's what you see here.
									","
											Em 2015, quando comecei
o meu laboratório
											na Universidade de Colorado Boulder,
											quis experimentar uma ideia
completamente nova.
											Queria combinar
a alta velocidade e a eficiência
											de actuadores controlados electricamente,
											com a versatilidade
de actuadores macios e fluidos.
											Assim sendo, pensei eu,
											talvez possa tentar usar ciência antiga
de uma forma nova.
											O diagrama que aqui vêem
											mostra um efeito
chamado tensor de Maxwell.
											Quando pegamos em duas placas metálicas
											e as colocamos
num recipiente cheio de óleo,
											e depois ligamos a voltagem,
											o tensor de Maxwell força o óleo
a subir no meio das duas placas,
											e isso é o que vêem aqui.
									","
											pero todas continúan planteando
retos difíciles de superar.
											En 2015, cuando fundé mi laboratorio
en la Universidad de Colorado en Boulder,
											quería probar una idea totalmente nueva.
											Quería combinar la alta velocidad
y eficiencia de los actuadores eléctricos
											con la versatilidad y suavidad
de los actuadores en medio líquido.
											Por lo tanto, pensé que podría usar
viejos conocimientos de una nueva manera.
									",The artificial muscles that will power robots of the future,Christoph Keplinger,10:54,"innovation,robots,human body,science,design,technology,future,invention,prosthetics,engineering,nature,TEDx"
"
","
","
",The artificial muscles that will power robots of the future,Christoph Keplinger,10:54,"innovation,robots,human body,science,design,technology,future,invention,prosthetics,engineering,nature,TEDx"
"
											So the key idea was,
											can we use this effect to push around oil
											contained in soft stretchy structures?
											And indeed, this worked surprisingly well,
											quite honestly,
much better than I expected.
											Together with my
outstanding team of students,
											we used this idea as a starting point
											to develop a new technology
called HASEL artificial muscles.
											HASELs are gentle enough
to pick up a raspberry
											without damaging it.
											They can expand and contract
like real muscle.
											And they can be operated
faster than the real thing.
											They can also be scaled up
to deliver large forces.
											Here you see them lifting
a gallon filled with water.
											They can be used to drive a robotic arm,
											and they can even
self-sense their position.
											HASELs can be used
for very precise movement,
											but they can also deliver
very fluidic, muscle-like movement
											and bursts of power
to shoot up a ball into the air.
											When submerged in oil,
											HASEL artificial muscles
can be made invisible.
									","
											A ideia chave foi, então:
											Será que podemos usar este efeito
para empurrar o óleo
											contido em estruturas moles
com elasticidade?
											De facto, isto funcionou
surpreendentemente bem.
											Para dizer a verdade,
bem melhor do que eu esperava.
											Em conjunto com a minha incrível
equipa de alunos,
											usámos esta ideia como ponto de partida
											para desenvolver uma nova tecnologia
chamada músculos artificiais HASEL.
											Os HASELs são delicados o suficiente
para pegar numa framboesa
											sem a danificar.
											Eles podem expandir-se e contrair-se
como um músculo real.
											E podem ser accionados
mais rápido do que os reais.
											Podem também ser aumentados
para exercerem mais força.
											Aqui podem vê-los a levantar
quase quatro litros de água.
											Podem ser usados para controlar
um braço robótico,
											e conseguem até sentir qual a sua posição.
											Os HASELs podem ser usados
para movimentos de grande precisão,
											mas também podem fazer movimentos
muito fluidos, semelhantes aos músculos,
											e ter explosões de força
para atirar uma bola ao ar.
											Quando submersos em óleo,
											os músculos artificiais HASEL
podem tornar-se invisíveis.
									","
											El diagrama que ven aquí
											muestra un efecto llamado
el tensor de Maxwell.
											Cuando ponen dos placas de metal
											en un contenedor lleno de aceite
y encienden la corriente,
											el efecto de Maxwell hace subir
el aceite entre las dos placas,
											que es lo que están observando.
											La cuestión era: ¿podemos usar
este efecto para manipular aceite
											en el interior de estructuras elásticas?
											De hecho, funciona muy bien,
siendo honesto, mejor de lo que esperaba.
											Yo y mis destacados estudiantes
usamos esta idea como punto de partida
									",The artificial muscles that will power robots of the future,Christoph Keplinger,10:54,"innovation,robots,human body,science,design,technology,future,invention,prosthetics,engineering,nature,TEDx"
"
","
","
",The artificial muscles that will power robots of the future,Christoph Keplinger,10:54,"innovation,robots,human body,science,design,technology,future,invention,prosthetics,engineering,nature,TEDx"
"
											So how do HASEL artificial muscles work?
											You might be surprised.
											They're based on very inexpensive,
easily available materials.
											You can even try, and I recommend it,
											the main principle at home.
											Take a few Ziploc bags
and fill them with olive oil.
											Try to push out air bubbles
as much as you can.
											Now take a glass plate
and place it on one side of the bag.
											When you press down,
you see the bag contract.
											Now the amount of contraction
is easy to control.
											When you take a small weight,
you get a small contraction.
											With a medium weight,
we get a medium contraction.
											And with a large weight,
you get a large contraction.
											Now for HASELs, the only change
is to replace the force of your hand
											or the weight with an electrical force.
											HASEL stands for ""hydraulically amplified
self-healing electrostatic actuators.""
											Here you see a geometry
called Peano-HASEL actuators,
											one of many possible designs.
											Again, you take a flexible polymer
such as our Ziploc bag,
											you fill it with an insulating liquid,
such as olive oil,
											and now, instead of the glass plate,
											you place an electrical conductor
on one side of the pouch.
											To create something
that looks more like a muscle fiber,
											you can connect a few pouches together
											and attached a weight on one side.
											Next, we apply voltage.
											Now, the electric field
starts acting on the liquid.
											It displaces the liquid,
											and it forces the muscle to contract.
											Here you see a completed
Peano-HASEL actuator
											and how it expands and contracts
when voltage is applied.
											Viewed from the side,
											you can really see those pouches
take a more cylindrical shape,
											such as we saw with the Ziploc bags.
											We can also place a few
such muscle fibers next to each other
											to create something that looks
even more like a muscle
											that also contracts and expands
in cross section.
											These HASELs here are lifting a weight
that's about 200 times heavier
											than their own weight.
											Here you see one of our newest designs,
called quadrant donut HASELs
											and how they expand and contract.
											They can be operated incredibly fast,
reaching superhuman speeds.
											They are even powerful enough
to jump off the ground.
									","
											Como funcionam, então,
os músculos artificiais HASEL?
											Talvez fiquem surpreendidos.
											Eles baseiam-se em materiais baratos
e de fácil acesso.
											Podem, até, experimentar
o mesmo princípio em casa,
											e eu recomendo que o façam.
											Peguem em alguns sacos herméticos
e encham-nos com azeite.
											Tentem tirar todo o ar que consigam.
											Agora peguem num prato de vidro
e coloquem-no num dos lados do saco.
											Quando fizerem pressão,
verão o saco a contrair-se.
											A intensidade da contração
é fácil de controlar.
											Com um peso pequeno,
obtêm uma contracção pequena.
											Com um peso médio,
conseguem uma contracção média.
											E com um peso grande,
obtêm uma grande contracção.
											Para os HASELs, a única diferença
é substituir a força da vossa mão,
											ou o peso, por uma força eléctrica.
											A sigla HASEL significa
""actuadores electrostáticos
											""auto-regenerativos
hidraulicamente amplificados"".
											Aqui podem ver um esquema
chamado actuador Peano-HASEL,
											um dos muitos ""designs"" possíveis.
											Mais uma vez, peguem num polímero
flexível, como um saco hermético,
											encham-no com um líquido isolante,
como o azeite,
											e agora, em vez do prato de vidro,
											coloquem um indutor eléctrico
num dos lados da bolsa.
											Para criar algo mais parecido
com uma fibra muscular,
											podem fazer a ligação entre várias bolsas
											e colocar um peso de um lado.
											De seguida, aplica-se voltagem.
											O campo eléctrico começa, agora,
a actuar sobre o líquido,
											desloca o líquido
											e força o músculo a contrair-se.
											Aqui podem ver
um actuador Peano-HASEL completo
											e a forma como se expande e se contrai
quando a voltagem é aplicada.
											Vendo de um lado,
											podem ver as bolsas a ficarem
com uma forma mais cilíndrica,
											como vimos no caso dos sacos herméticos.
											Também podemos pôr algumas destas fibras
ao lado umas das outras
											para criar algo que se pareça
ainda mais com um músculo
											que também se contrai e se expande
de forma cruzada.
											Estes HASELs estão a levantar um peso
cerca de 200 vezes mais pesado
											do que o seu próprio peso.
											Aqui vemos um dos nossos ""designs""
mais recentes, chamados dónutes HASEL,
											e como eles se expandem e se contraem.
											Podem ser manobrados muito depressa,
atingindo velocidades sobre-humanas.
											Têm força suficiente
até para saltar do chão.
									","
											para desarrollar una nueva tecnología
llamada ""músculos artificiales HASEL"".
											Son tan delicados que pueden
tomar una frambuesa sin dañarla.
											Se pueden expandir y contraer
como músculos reales
											y pueden funcionar más rápido que ellos.
											Pueden agrandarse para
lograr grandes esfuerzos.
											Aquí pueden ver cómo levantan
cuatro litros de agua.
											Pueden operar un brazo robótico
e incluso calcular su posición.
											Los músculos HASEL pueden
realizar movimientos precisos.
											También pueden lograr movimientos fluidos
											y ráfagas de poder para
lanzar una pelota al aire.
											Al sumergirlos en aceite,
											los músculos HASEL se hacen invisibles.
											Pero ¿cómo funcionan?

											Se sorprenderán.
											Están hechos con materiales
muy baratos y asequibles.
											Incluso pueden probar, se los
recomiendo, la idea básica en casa.
											Llenen algunas bolsas
Ziploc con aceite de oliva.
									",The artificial muscles that will power robots of the future,Christoph Keplinger,10:54,"innovation,robots,human body,science,design,technology,future,invention,prosthetics,engineering,nature,TEDx"
"
","
","
",The artificial muscles that will power robots of the future,Christoph Keplinger,10:54,"innovation,robots,human body,science,design,technology,future,invention,prosthetics,engineering,nature,TEDx"
"
											(Laughter)
									","
											(Risos)
									","
											Saquen todas las burbujas
de aire que puedan.
											Luego, coloquen una charola
de cristal a un lado de la bolsa.
											Al presionar, verán
cómo la bolsa se contrae.
											El nivel de contracción
es fácil de controlar.
											Si aplican un peso ligero,
tendrán una contracción leve.

											Con un peso medio,
tenemos una contracción media.

											Y con un gran peso,
tenemos una gran contracción.
											En los músculos HASEL, cambiamos
la fuerza de la mano o el peso
											por una corriente eléctrica.
											HASEL significa ""Hydraulically Amplified
Self-Healing Electrostatic Actuators"".
											Aquí pueden ver el esquema
de un actuador Peano-HASEL,

											uno entre muchos posibles diseños.
											De nuevo, toman un polímero
flexible, como una bolsa Ziploc,
											lo llenan con un líquido aislante,
como aceite de oliva,
											y en lugar de una charola de cristal
											colocan un conductor
en un lado de la bolsa.
											Para crear algo que luzca
como una fibra muscular,
											pueden unir varias bolsas
y agregar peso en un lado.
											Luego, aplicamos el voltaje.
											El campo eléctrico comienza
a actuar en el líquido.
											Desplaza el líquido y contrae el músculo.
											Aquí pueden ver un actuador
Peano-HASEL terminado
											y cómo se expande y contrae
al aplicarle la corriente.
											De lado, pueden ver cómo
las bolsas toman una forma cilíndrica,
											como lo vimos con la bolsa Ziploc.
											Incluso podemos colocar
varias fibras musculares juntas

											para crear algo que se parezca
más a un músculo real
											que se contrae y expande por secciones.
											Estos de aquí están levantando
unas 200 veces su propio peso.
											Aquí pueden ver uno
de nuestros diseños más recientes,
											""Quadrant Donut HASEL"",
y cómo se expande y contrae.
											Puede funcionar muy rápido y
alcanzar velocidades superhumanas.
											Es tan poderoso como
para elevarse del suelo.
											(Risas)
									",The artificial muscles that will power robots of the future,Christoph Keplinger,10:54,"innovation,robots,human body,science,design,technology,future,invention,prosthetics,engineering,nature,TEDx"
"
","
","
",The artificial muscles that will power robots of the future,Christoph Keplinger,10:54,"innovation,robots,human body,science,design,technology,future,invention,prosthetics,engineering,nature,TEDx"
"
											Overall, HASELs show promise
to become the first technology
											that matches or exceeds the performance
of biological muscle
											while being compatible
with large-scale manufacturing.
											This is also a very young technology.
We are just getting started.
											We have many ideas how to
drastically improve performance,
											using new materials and new designs
to reach a level of performance
											beyond biological muscle and also beyond
traditional rigid electric motors.
											Moving towards more complex designs
of HASEL for bio-inspired robotics,
											here you see our artificial scorpion
											that can use its tail to hunt prey,
											in this case, a rubber balloon.
									","
											No geral, os HASELs prometem
tornar-se a primeira tecnologia
											que está ao nível — ou ultrapassa —
o desempenho do músculo biológico
											sendo, ao mesmo tempo, compatível
com a produção em grande escala.
											É também uma tecnologia muito recente.
E ainda estamos a começar.
											Temos muitas ideias sobre
como melhorar drasticamente o desempenho
											usando novos materiais e ""designs""
para alcançar um nível de desempenho
											superior ao do músculo biológico
e aos tradicionais motores eléctricos.
											Avançando para ""designs"" mais complexos
e para robótica bio-inspirada,
											vêem aqui o nosso escorpião artificial,
											que pode usar a sua cauda
para caçar presas,
											que, neste caso, é um balão de borracha.
									","
											En resumen, los músculos HASEL
podrían ser la primera tecnología
											que empate o supere el desempeño
del tejido muscular biológico
											y que se produzca a gran escala.
											Es una tecnología muy reciente,
apenas estamos comenzando.
											Tenemos muchas ideas
para implementar mejoras,
									",The artificial muscles that will power robots of the future,Christoph Keplinger,10:54,"innovation,robots,human body,science,design,technology,future,invention,prosthetics,engineering,nature,TEDx"
"
","
","
",The artificial muscles that will power robots of the future,Christoph Keplinger,10:54,"innovation,robots,human body,science,design,technology,future,invention,prosthetics,engineering,nature,TEDx"
"
											(Laughter)
									","
											(Risos)
									","
											como nuevos materiales y diseños
para alcanzar el siguiente nivel
									",The artificial muscles that will power robots of the future,Christoph Keplinger,10:54,"innovation,robots,human body,science,design,technology,future,invention,prosthetics,engineering,nature,TEDx"
"
","
","
",The artificial muscles that will power robots of the future,Christoph Keplinger,10:54,"innovation,robots,human body,science,design,technology,future,invention,prosthetics,engineering,nature,TEDx"
"
											Going back to our initial inspiration,
											the versatility of octopus arms
and elephant trunks,
											we are now able to build
soft continuum actuators
											that come closer and closer
to the capabilities of the real thing.
									","
											Voltando à nossa inspiração inicial,
											a versatilidade dos braços do polvo
e da tromba do elefante,
											conseguimos agora construir
actuadores contínuos moles
											que se aproximam cada vez mais
das capacidades dos reais.
									","
											que supere al tejido muscular biológico
y a los motores eléctricos tradicionales.
											Como diseño más complejo de
robot HASEL inspirado en la naturaleza,
											aquí ven nuestro escorpión artificial
usando su cola para cazar una presa,
											en este caso, un globo con aire.
											(Risas)
									",The artificial muscles that will power robots of the future,Christoph Keplinger,10:54,"innovation,robots,human body,science,design,technology,future,invention,prosthetics,engineering,nature,TEDx"
"
","
","
",The artificial muscles that will power robots of the future,Christoph Keplinger,10:54,"innovation,robots,human body,science,design,technology,future,invention,prosthetics,engineering,nature,TEDx"
