en,es,fr,de,tr,title,speaker,duration,tags
"
											So you,
											you give it everything you got
											and you wind up on the street.
											Then one day you wake up,
									","
											Así que tú,
											te empleas a fondo
											y terminas tirada en la calle.
											Entonces un día te despiertas,
									","
											Alors toi,
											tu lui donnes tout ce que tu as
											et tu finis dans la rue.
											Puis un jour tu te réveilles
									","
											Also
											gibst du dein Bestes
											und landest auf der Straße
											Dann wachst du eines Tages auf
									","
											Sen de,
											elindeki her şeyi ona verirsin
											ve sokağı boylarsın.
											Bir gün uyandığında
									","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
","
","
","
","
","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
											and they tell you ""you're a queen,""
									","
											y te dicen 'eres una reina',
									","
											et ils te disent : « Tu es une reine »,
									","
											und sie sagen dir: ""Du bist eine Königin""
									","
											ve sana ""bir kraliçesin"" dediklerinde,
									","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
","
","
","
","
","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
											but then you find that someone else
											is pulling on the strings.
									","
											pero luego descubres que es otra persona
											la que tira de los hilos.
									","
											mais ensuite tu découvres
que quelqu'un d'autre
											tire les ficelles.
									","
											Aber dann bemerkst du, dass jemand anderes
											die Fäden zieht.
									","
											iplerin bir başkasının elinde
											olduğunu görürsün.
									","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
","
","
","
","
","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
											Rollercoaster,
											carousel.
									","
											Montaña rusa,
											tiovivo.
									","
											Montagnes russes,
											carrousel.
									","
											Achterbahn
											Karussell
									","
											Hız treni,
											atlı karınca.
									","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
","
","
","
","
","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
											Where the highs are heaven,
											but the lows,
											oh, they can be hell.
									","
											Donde las alturas son el cielo,
											pero los puntos bajos,

											oh, pueden ser el infierno.
									","
											Où les hauts sont le paradis,
											mais les bas,
											oh, ce peut être l'enfer.
									","
											Wo die Höhen himmlisch sind
											Aber die Tiefen
											oh, sie können die Hölle sein.
									","
											Yokuşlar cennete çıkıyorken,
											fakat inişler,
											ah, onlar cehennem olabilir.
									","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
","
","
","
","
","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
											You can grab the ring,
											you can ring that bell,
									","
											Puedes agarrar el aro,
											puedes hacer sonar esa campana,
									","
											Tu peux attraper cette sonnerie,
											tu peux sonner cette cloche,
									","
											Du kannst den Ring greifen
											Du kannst die Glocke läuten
									","
											Yüzüğü alabilirsin,
											zili çalabilirsin,
									","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
","
","
","
","
","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
											when the ride is over,
											you can never tell.
									","
											cuando el viaje ha terminado,
											nunca hay forma de saber.
									","
											quand le tour est fini,
											tu ne sais jamais.
									","
											Wann die Fahrt zu Ende ist
											weiß man nie
									","
											gezintinin ne zaman bittiğini
											hiçbir zaman söyleyemezsin.
									","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
","
","
","
","
","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
											The one you love,
											they love you —
											oh yeah —
											until the end of time.
									","
											La persona a la que quieres,
											te quiere a tí...
											oh sí...
											hasta el final de los tiempos.
									","
											La seule personne que tu aimes
											t'aime —
											oh oui —
											jusqu'à la fin des temps.
									","
											Derjenige, den du liebst
											der liebt dich auch —
											oh ja —
											bis ans Ende der Zeit.
									","
											Sevdiğin insan,
											seni seviyorlar —
											ah, evet —
											sonsuza dek.
									","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
","
","
","
","
","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
											But lose your edge or lose your cool,
											they will drop you like a dime.
									","
											Pero si pierde la ventaja o la calma,
											te descartarán como a calderilla.
									","
											Mais perds ton avantage
ou perds ton sang-froid,
											ils te lâcheront.
									","
											Aber verlierst du dein Können
oder die Fassung
											lassen sie dich fallen wie eine Münze
									","
											Ya kaybet ya da kendini bırak,
											seni ele verecekler.
									","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
","
","
","
","
","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
											Everyone is crowding 'round
											when fortune is your friend.
									","
											Todos congregan a tu alrededor
											cuando la fortuna es tu amiga.
									","
											Tout le monde se rassemble autour de toi
											quand la fortune est ton amie.
									","
											Alle umringen dich
											wenn das Glück dein Freund ist
									","
											Şans seninle olduğunda
											herkes etrafına üşüşüyor.
									","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
","
","
","
","
","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
											When your luck is running out,
											you're all alone again.
									","
											Cuando tu suerte se acaba,
											vuelves a estar sola otra vez.
									","
											Quand ta chance expire,
											tu es à nouveau tout seul.
									","
											Wenn das Glück zu Ende ist
											bist du wieder ganz allein
									","
											Şans seni terk ettiğinde,
											tamamen yalnızsın yine.
									","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
","
","
","
","
","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
											Rollercoaster,
											carousel.
									","
											Montaña rusa,
											tiovivo,
									","
											Montagnes russes,
											carrousel.
									","
											Achterbahn
											Karussell
									","
											Hız treni,
											atlı karınca.
									","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
","
","
","
","
","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
											Where the highs are heaven
											but the lows,
											oh, they can be hell.
									","
											Donde las alturas son el cielo,
											pero los puntos bajos,
											oh, pueden ser el infierno.
									","
											Où les hauts sont le paradis,
											mais les bas,
											oh, ce peut être l'enfer.
									","
											Wo die Höhen himmlisch sind
											Aber die Tiefen
											oh, sie können die Hölle sein
									","
											Yokuşlar cennete çıkıyorken,
											fakat inişler,
											ah, onlar cehennem olabilir.
									","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
","
","
","
","
","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
											You can grab the ring,
											you can ring that bell,
											when the ride is over
											you can never tell.
									","
											Puedes agarrar el aro,
											puedes hacer sonar esa campana,
											cuando el viaje ha terminado,
											nunca hay forma de saber.
									","
											Tu peux attraper la sonnerie,
											tu peux sonner cette cloche,
											quand le tour est fini,
											tu ne sais jamais.
									","
											Du kannst den Ring greifen
											Du kannst die Glocke läuten
											Wann die Fahrt zu Ende ist
											weiß man nie
									","
											Yüzüğü alabilirsin,
											zili çalabilirsin,
											gezintinin ne zaman bittiğini
											hiçbir zaman söyleyemezsin.
									","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
","
","
","
","
","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
											Well, maybe I'm just cynical,
											and all these words are lies,
									","
											Bueno, tal vez sólo sea una cínica,
											y todas estas palabras sean mentiras,
									","
											Peut-être suis-je juste cynique
											et tous ces mots sont des mensonges,
									","
											Vielleicht bin ich einfach zynisch
											und all diese Worte sind Lügen
									","
											Belki ben biraz kuşkucuyum
											ve bu sözlerin hepsi yalan,
									","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
","
","
","
","
","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
											but experience keeps telling me
											that the cautious one is wise.
									","
											pero la experiencia me sigue diciendo
											que quien es cautelosa es sabia.
									","
											mais l'expérience continue de me dire
											que celui qui est prudent est sage.
									","
											Aber die Erfahrung lehrt mich
											dass der Vorsichtige weise ist
									","
											fakat tecrübeler bana
											tedbirli olanın bilgece olduğunu söyler.
									","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
","
","
","
","
","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
											But caution makes you hesitate,
											and hesitate you're lost,
									","
											Pero la cautela te hace dudar,
											y si dudas estás perdida,
									","
											Mais la prudence te fait hésiter
											et si tu hésites, tu es perdu,
									","
											Aber Vorsicht bringt dich zum Zögern
											und wer zögert, ist verloren
									","
											Fakat tedbir seni duraklatır
											ve duraklarsan kaybedersin,
									","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
","
","
","
","
","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
											so take your opportunities
											and never count the cost.
									","
											así que aprovecha tus oportunidades
											sin importar nunca el coste.
									","
											alors saisis les opportunités
											et ne compte jamais le prix.
									","
											Also ergreif deine Chancen
											und scheue nie den Preis
									","
											öyleyse fırsatlarını al
											ve pahasını hesaba katma.
									","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
","
","
","
","
","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
											Rollercoaster,
											carousel.
											Where the highs are heaven,
											but the lows,
											oh, they can be hell.
									","
											Montaña rusa,
											tiovivo,
											Donde las alturas son el cielo,
											pero los puntos bajos,
											oh, pueden ser el infierno.
									","
											Montagnes russes,
											carrousel.
											Où les hauts sont le paradis,
											mais les bas,
											oh, ce peut être l'enfer.
									","
											Achterbahn
											Karussell
											Wo die Höhen himmlisch sind
											Aber die Tiefen
											oh, sie können die Hölle sein
									","
											Hız treni,
											atlı karınca.
											Yokuşlar cennete çıkıyorken,
											fakat inişler,
											ah, onlar cehennem olabilir.
									","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
","
","
","
","
","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
											You can grab the ring,
											you can ring that bell,
									","
											Puedes agarrar el aro,
											puedes hacer sonar esa campana,
									","
											Tu peux attraper la sonnerie,
											tu peux sonner cette cloche,
									","
											Du kannst den Ring greifen
											Du kannst die Glocke läuten
									","
											Yüzüğü alabilirsin,
											zili çalabilirsin,
									","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
","
","
","
","
","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
											when the ride is over —
											over, over,
											you can never, ever tell.
									","
											cuando el viaje ha terminado,
											terminado, terminado,
											realmente nunca hay forma de saber.
									","
											quand le tour est fini —
											fini, fini,
											tu ne sais jamais, sais jamais.
									","
											Wann die Fahrt zu Ende ist —
											zu Ende, zu Ende
											weiß man niemals
									","
											gezintinin ne zaman bittiğini —
											bittiğini, bittiğini,
											hiçbir zaman, asla söyleyemezsin.
									","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
","
","
","
","
","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
											Rollercoaster,
											carousel,
											rollercoaster,
											yeah, yeah, yeah,
											carousel.
											Carousel,
											carousel,
											carousel,
											carousel.
									","
											Montaña rusa,
											tiovivo,
											montaña rusa,
											sí, sí, sí,
											tiovivo.
											Tiovivo,
											tiovivo,
											tiovivo,
											tiovivo.
									","
											Montagnes russes,
											carrousel,
											montagnes russes,
											ouais, ouais, ouais,
											carrousel.
											Carrousel,
											carrousel,
											carousel,
											carousel.
									","
											Achterbahn
											Karussell
											Achterbahn
											yeah, yeah, yeah
											Karussell
											Karussell
											Karussell
											Karussell
											Karussell
									","
											Hız treni,
											atlı karınca,
											hız treni,
											evet, evet, evet,
											atlı karınca.
											Atlı karınca,
											atlı karınca,
											atlı karınca,
											atlı karınca.
									","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
","
","
","
","
","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaudisements)
									","
											(Applaus)
									","
											(Alkış)
									","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
","
","
","
","
","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
											Michael Pemberton.
									","
											Michael Pemberton.

									","
											Michael Pemberton.
									","
											Michael Pemberton
									","
											Michael Pemberton.
									","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
","
","
","
","
","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Applaus)
									","
											(Alkış)
									","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
","
","
","
","
","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
											Thank you so much.
									","
											Muchísimas gracias.
									","
											Merci beaucoup.
									","
											Ich danke Ihnen vielmals.
									","
											Çok teşekkürler.
									","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
","
","
","
","
","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
											Thank you.
									","
											Gracias.
									","
											Merci.
									","
											Vielen Dank.
									","
											Teşekkürler.
									","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
"
","
","
","
","
","""Rollercoaster""",Sara Ramirez,4:59,"music,guitar,live music,performance,singer,entertainment"
