tr,en,fr,de,title,speaker,duration,tags
"
","
","
","
",Adventures in Twitter fiction,Andrew Fitzgerald,11:55,"culture,literature,social media,storytelling,technology,writing"
"
											Bu, Jennifer Egan tarafından yazılmış
											""Black Box"" adlı bir kısa hikaye.
											Twitter düşünülerek yazılmış
											orjinal bir hikaye.
											Egan, The New Yorker'ı,
											kendi yazdığı bütün bu satırları tweet edecek
											bir New Yorker Fiction [hikaye] hesabı
											açmaya ikna etti.
											Twitter'da, bildiğiniz gibi, 140-karakter sınırı var.
											Egan, bu storyboard'a
											hikayelerini elle yazarak,
											storyboard kutularının her birini
											ayrı ayrı tweetleri yazmak için
											kullandı
											ve o tweetlerin arasında 600'den
											fazlası The New Yorker tarafından seri olarak basıldı.
											Her akşam, saat 8'de, The New Yorker'ın fiction
											hesabından yeni bir kısa hikayeye erişebilirsiniz.
											Bu ayarlanabilir edebiyat eserlerinin
											çok heyecan verici olduğunu düşünüyorum.
											Egan'ın hikayelerini deneyimlemek, tabii ki,
											Twitter'daki her şey gibi, farklı şekillerde mümkün.
											Geriye doğru okuyabilirsiniz mesela,
											ama ilginç bir şekilde, eğer canlı olarak takip ediyorsanız
											gerçek tweetler için bir merak oluşuyordu,
											çünkü bu tweetleri
											ne zaman okuyacağınızı bilmiyordunuz.
											[Tweetler] Belirli aralıklarla geliyorlardı
											ama hikaye ilerledikçe,
											normalde okuyucu metni ne kadar hızlı okuyacağını kendi belirler,
											ama bu durumda, bunu The New Yorker kontrol ediyordu,
											ve onlar parça parça gönderdikleri için
											öbür satırı okumanın merakına kapılıyordunuz.
									","
											This is a short story by the author Jennifer Egan
											called ""Black Box.""
											It was originally written
											specifically with Twitter in mind.
											Egan convinced The New Yorker
											to start a New Yorker fiction account
											from which they could tweet
											all of these lines that she created.
											Now Twitter, of course, has a 140-character limit.
											Egan mocked that up just writing manually
											in this storyboard sketchbook,
											used the physical space constraints
											of those storyboard squares
											to write each individual tweet,
											and those tweets ended up becoming
											over 600 of them that were serialized by The New Yorker.
											Every night, at 8 p.m., you could tune in
											to a short story from The New Yorker's fiction account.
											I think that's pretty exciting:
											tune-in literary fiction.
											The experience of Egan's story, of course,
											like anything on Twitter, there were multiple ways to experience it.
											You could scroll back through it,
											but interestingly, if you were watching it live,
											there was this suspense that built
											because the actual tweets,
											you had no control over when you would read them.
											They were coming at a pretty regular clip,
											but as the story was building,
											normally, as a reader, you control how fast you move through a text,
											but in this case, The New Yorker did,
											and they were sending you bit by bit by bit,
											and you had this suspense of waiting for the next line.
									","
											Voici une nouvelle de l'auteur Jennifer Egan
											intitulée « Boîte Noire ».
											Elle l'a écrite dès le départ
											en pensant à Twitter.
											Egan a convaincu le New Yorker
											d'ouvrir un compte de fiction
											à partir duquel ils allaient tweeter
											toutes ces lignes qu'elle allait créer.
											Bon, bien sûr, Twitter a
une limite de 140 caractères.
											Egan a intégré ça en écrivant, à la main,
											dans ce carnet de storyboard.
											Elle a utilisé la contrainte spatiale
											des cases du storyboard
											pour écrire chaque tweet
											et ces tweets ont donné
											une série : 600 d'entre eux
publiés par le New Yorker.
											Chaque soir, à 20h, on pouvait suivre
											une nouvelle sur le compte Twitter
du New Yorker.
											C'est génial :
											suivre une fiction littéraire.
											Bien sûr, comme toujours sur Twitter,
											on pouvait vivre cette expérience 
de plusieurs façons.
											On pouvait la parcourir en scrollant.
											Mais ce qui était intéressant,
c'était le direct :
											il y avait un suspense qui se créait
											parce que, avec les tweets,
											on ne contrôle pas le temps de la lecture.
											Les tweets étaient assez réguliers.
											Mais, quand l'histoire progresse,
											normalement le lecteur contrôle la vitesse 
à laquelle il avance dans le texte
											mais là, le New Yorker avait le contrôle
											et ils envoyaient ligne après ligne...
											On avait ce suspense, cette attente de la suite.
									","
											Dies ist eine Kurzgeschichte
der Autorin Jennifer Egan,
											namens ""Black Box"".
											Ursprünglich wurde sie
											speziell für Twitter geschrieben.
											Egan überzeugte den ""New Yorker"",
											einen ""New Yorker""
Literatur-Account zu starten,
											von dem sie alle diese Zeilen
tweeten konnte,
											die sie kreiert hatte.
											Jetzt hat Twitter natürlich
eine 140-Zeichen-Begrenzung.
											Egan bildete sie das nach,
indem sie einfach manuell
											in diesem Storyboard-Skizzenbuch schrieb,
											sie verwendet die physischen
Beschränkungen
											dieser Storyboard-Quadrate,
											um jeden einzelnen Tweet zu schreiben.
											Schließlich wurden es über 600 Tweets,
											die beim ""New Yorker"" in Serie erschienen.
											Jeden Abend um 20 Uhr konnten Sie sich
in eine neue Kurzgeschichte einschalten,
											auf dem Literatur-Account
des ""New Yorker"".
											Das ist ziemlich spannend:
											sich in literarische Fiktion einschalten.
											Die Erfahrung aus Egans Geschichte,
											wie alles auf Twitter, gab es natürlich
mehrere Möglichkeiten, es zu erleben.
											Man konnte zurück blättern,
											aber wenn man es live schaut,
											baute sich, interessanterweise,
diese Spannung auf,
											weil man keine Kontrolle darüber hatte,
											wann man die konkreten Tweets lesen würde.
											Sie kamen als ziemlich gewöhnlicher Clip,
											aber während die Geschichte sich aufbaute,
											kontrolliert man als Leser normalerweise
wie schnell man einen Text liest,
											aber in diesem Fall
tat das der ""New Yorker"".
											Sie sendeten Bit für Bit,
											daher wartete man mit Spannung
auf die nächste Zeile.
									",Adventures in Twitter fiction,Andrew Fitzgerald,11:55,"culture,literature,social media,storytelling,technology,writing"
"
","
","
","
",Adventures in Twitter fiction,Andrew Fitzgerald,11:55,"culture,literature,social media,storytelling,technology,writing"
"
											Diğer bir güzel
											Twitter örneği de
											""Evidence"" adlı kısa hikayeyi yazan Elliorr Holt.
											İşte şu tweetle başladı: ""28 Kasım akşamı 10:13'te
											Brooklyn'li 44 yaşındaki Miranda Brown
											olduğu belirlenen bir kadın,
											Manhattan'da bir otelin
											çatısından düşerek hayatını kaybetti"".
											Elliott'un anlatımıyla başlıyor,
											ama sonra Elliott yerine
											Elsa, Margot ve Simon karakterlerini duymaya başlıyoruz,
											ve bunlar, Twitter'da
											kadının düşüşünü,
											akşam 10.13'teki o ana gelene kadarki
											hikayeyi farklı yönlerden anlatmak için
											Elliott tarafından yaratılan karakterler.
											Bu üç karakter farklı bakış açılarıyla
											orijinal bir vizyon yakalamayı sağladı.
											Bir edebiyat eleştirmeni, Elliott'un hikayesini,
											""Doğru yapılmış Twitter edebiyatı"" olarak niteledi.
											O gerekli anlatımı yakaladı,
											farklı karakterlerle ve gerçek zamanlı olarak yazdı.
											İlginç olan,
											Twitter'ın sadece bir dağıtım mekanizması olmamasıydı.
											Twitter aynı zamanda bir üretim mekanizmasıydı.
											Elliott daha sonra bana
											her şeyi başparmaklarıyla yazdığını söyledi.
											Kanapede uzandığını
											ve farklı karakterler arasında gidip gelerek
											satır satır her satırı tweet attığını söyledi.
											Bu tarz bir spontan oluşum,
											hem karakterlere kendilerine has bir kişilik oluşturmaya yaradı
											hem de bu formatla beraber
											Twitter üzerinden tek hikayenin farklı perspektiflerden
											oluşturulmasını sağladı.
									","
											Another great example of fiction
											and the short story on Twitter,
											Elliott Holt is an author who wrote a story called ""Evidence.""
											It began with this tweet: ""On November 28
											at 10:13 p.m.,
											a woman identified as Miranda Brown,
											44, of Brooklyn, fell to her death
											from the roof of a Manhattan hotel.""
											It begins in Elliott's voice,
											but then Elliott's voice recedes,
											and we hear the voices of Elsa, Margot and Simon,
											characters that Elliott created on Twitter
											specifically to tell this story,
											a story from multiple perspectives
											leading up to this moment at 10:13 p.m.
											when this woman falls to her death.
											These three characters brought an authentic vision
											from multiple perspectives.
											One reviewer called Elliott's story
											""Twitter fiction done right,"" because she did.
											She captured that voice
											and she had multiple characters and it happened in real time.
											Interestingly, though, it wasn't just
											Twitter as a distribution mechanism.
											It was also Twitter as a production mechanism.
											Elliott told me later
											she wrote the whole thing with her thumbs.
											She laid on the couch and just went back and forth
											between different characters
											tweeting out each line, line by line.
											I think that this kind of spontaneous creation
											of what was coming out of the characters' voices
											really lent an authenticity to the characters themselves,
											but also to this format that she had created
											of multiple perspectives in a single story on Twitter.
									","
											Un autre bon exemple de fiction
											et de nouvelle sur Twitter :
											Elliot Holt est l'auteur 
d'une nouvelle intitulée « Indices ».
											Ça commence par ce tweet : « Le 28 novembre
											à 22h13,
											une femme identifiée comme Miranda Brown,
											44 ans, de Brooklyn, trouva la mort
											en chutant du toit d'un hôtel de Manhattan. »
											Au début, c'est la voix d'Eliott
											mais ensuite elle se tait
											et on entend les voix d'Elsa, Margot et Simon,
											des personnages créés par Elliott sur Twitter,
											pour raconter cette histoire.
											Une histoire à points de vue multiples
											qui conduit à ce moment de 22h13
											où cette femme trouve la mort.
											Ces trois personnages créent
une vision authentique
											de plusieurs points de vue.
											Un critique a qualifié l'histoire d'Eliott
											de « fiction Twitter réussie », et c'est vrai.
											Elle s'est emparée de cette voix,
											elle avait plusieurs personnages, 
ça se passait en temps réel.
											Ce qui est aussi intéressant, c'est que
											Twitter n'était pas seulement outil de diffusion.
											Twitter était aussi outil de production.
											Elliott m'a dit plus tard
											qu'elle a tout écrit avec ses pouces.
											Elle s'est allongée sur son canapé et est passée
											d'un personnage à l'autre,
											elle a tweeté ligne par ligne !
											Je pense que ce genre de création spontanée
											de ce qui sortait de la bouche des personnages
											leur a vraiment donné de l'authenticité,
											mais aussi à ce format qu'elle a créé,
											ces perspectives multiples 
d'une seule histoire, sur Twitter.
									","
											Ein weiteres großartiges
Beispiel für Fiktion
											und einer Kurzgeschichte auf Twitter
											liefert die Autorin Elliot Holt,
die die Geschichte ""Evidence"" schrieb.
											Es begann mit diesem Tweet:
""Am 28. November, um 22:13,
											stürzte eine als Miranda Brown
identifizierte Frau, 44, aus Brooklyn,
											vom Dach eines Hotels
in Manhattan zu Tode.""
											Es beginnt mit Elliots Stimme,
											aber dann verklingt ihre Stimme
											und wir hören die Stimmen
von Elsa, Margot und Simon,
											Figuren, die Elliot auf Twitter
eigens dafür geschaffen hatte,
											um diese Geschichte zu erzählen.
											Eine Geschichte aus
verschiedenen Perspektiven,
											die bis zu jenem Moment
um 22:13 Uhr führte,
											als die Frau in den Tod stürzte.
											Diese drei Figuren lieferten
einen authentisches Blick
											aus verschiedenen Perspektiven.
											Ein Kritiker nannte Elliots Geschichte
											""Gutgemachte Twitter-Literatur"",
denn das hatte sie.
											Sie hatte die Stimme eingefangen,
											verschiedene Figuren angelegt
und es passiert in Echtzeit.
											Interessanterweise war es nicht einfach,
											Twitter als Verteilmechanismus.
											Es hatte auch mit Twitter als
Produktionsmechanismus zu tun.
											Elliot sagte mir später,
											sie hätte alles mit
den Daumen geschrieben.
											Sie lag auf der Couch und sprang zwischen
den verschiedenen Figuren hin und her.
											Tweetete Zeile für Zeile.
											Diese Art der spontanen Gestaltung,
											dessen, was die Stimmen
der Figuren zu sagen hatten,
											verlieh den Figuren eine Authentizität,
											aber auch dem von ihr geschaffenen Format
											von verschiedenen Perspektiven
in einer einzigen Geschichte auf Twitter.
									",Adventures in Twitter fiction,Andrew Fitzgerald,11:55,"culture,literature,social media,storytelling,technology,writing"
"
","
","
","
",Adventures in Twitter fiction,Andrew Fitzgerald,11:55,"culture,literature,social media,storytelling,technology,writing"
"
											Esnek kişiliklerle sanal olarak oynamaya başladığınızda
											işler daha da ilginç oluyor,
											siz gerçek dünyayla iletişim halinde oldukça yani.
											Invisible Obama gibi
											ya da 2012 seçimlerinde ortaya çıkan
											meşhur ""kadınlarla dolu dosyalar"" gibi,
											ya da okuyucuların yazdıkları ""West Wing"" gibi,
											West Wing'de tüm karakterler için hesaplar var
											yani bir bölümde Josh Lyman'ın camına vuran
											kuş için bile bir hesap var
											(Gülüşmeler)
									","
											As you begin to play with flexible identity online,
											it gets even more interesting
											as you start to interact with the real world.
											Things like Invisible Obama
											or the famous ""binders full of women""
											that came up during the 2012 election cycle,
											or even the fan fiction universe of ""West Wing"" Twitter
											in which you have all of these accounts
											for every single one of the characters in ""The West Wing,""
											including the bird that taps at Josh Lyman's window
											in one single episode. (Laughter)
									","
											On joue avec la souplesse de l'identité en ligne,
											mais ça devient encore plus intéressant
											quand on interagit avec le monde réel.
											Des choses comme « Invisible Obama »
											ou le mème « binders full of women »
[Classeurs pleins de femmes]
											apparu pendant les élections de 2012,
											ou encore l'univers de fan fiction 
autour de « A la Maison Blanche ».
											Vous avez tous ces comptes Twitter,
											pour chaque personnage 
de la série « A la Maison Blanche »,
											y compris l'oiseau 
qui tape à la fenêtre de Josh Lyman
											dans un seul épisode.
									","
											Beginnt man online mit
flexiblen Identitäten zu spielen,
											wird es noch interessanter,
											wenn man mit der realen Welt interagiert.
											Dinge wie ""Invisible Obama""
											oder ""Binders full of women""
[Ordner voller Frauen],
											die während des Wahlzyklus 2012 aufkamen.
											Oder sogar das Fan-Fiktion-Universum
des ""West Wing"" auf Twitter,
											wo es all diese Accounts gibt,
											für jede einzelne der Figuren
in ""The West Wing"",
											einschließlich des Vogels,
der in einer einzigen Episode
											an Josh Lymans Fenster klopft.
									",Adventures in Twitter fiction,Andrew Fitzgerald,11:55,"culture,literature,social media,storytelling,technology,writing"
"
","
","
","
",Adventures in Twitter fiction,Andrew Fitzgerald,11:55,"culture,literature,social media,storytelling,technology,writing"
"
											Tüm bunlar bir tema hakkında hızlı iletişimler.
											Bunlar yaratıcı kişilerin denemeleri,
											bu ortamda nelerin yapılabileceğine dair.
											West Wing Twitter'ı gibi bi şeye bakıp
											bu hayali karakterlerin
											gerçek dünyayla iletişimini inceleyebilirsiniz.
											Politika üzerine konuşuyorlar
											Kongre'nin yaptığı kötülüklere söyleniyorlar.
											Aklınızda olsun, hepsi Demokrat
											Gerçek dünyayla ilişki içindeler.
											Ona cevap veriyorlar
											Yani siz bir esnek kimliğe, anonimliğe ,
											gerçek dünyayla ilişkiye sahip olduktan sonra
											basit bir hürmet gösterisi ya da parodi yapmanın ötesine geçip,
											bir hikaye anlatmak için bu araçları kullanıyorsunuz,
											işlerin gerçekten ilginçleştiği yer burası.
									","
											All of these are rapid iterations on a theme.
											They are creative people experimenting
											with the bounds of what is possible in this medium.
											You look at something like ""West Wing"" Twitter,
											in which you have these fictional characters
											that engage with the real world.
											They comment on politics,
											they cry out against the evils of Congress.
											Keep in mind, they're all Democrats.
											And they engage with the real world.
											They respond to it.
											So once you take flexible identity,
											anonymity, engagement with the real world,
											and you move beyond simple homage or parody
											and you put these tools to work in telling a story,
											that's when things get really interesting.
									","
											Tout ça, ce sont des reprises d'un thème.
											Il y a des personnes créatives qui expérimentent
											avec les limites de ce que ce média rend possible.
											Voyez, un truc comme le Twitter
« A la Maison Blanche »,
											avec tous ces personnages de fiction
											qui pénètrent le monde réel.
											Ils commentent la politique,
											ils s'insurgent contre le Congrès.
											Souvenez-vous qu'ils sont Démocrates.
											Donc, ils pénètrent le monde réel.
											Ils réagissent.
											Alors, si on prend la souplesse d'identité,
											l'anonymat, le rapport au monde réel,
											et qu'on dépasse
le simple hommage ou la parodie
											pour mettre ces outils
au service d'une narration,
											là, ça devient intéressant.
									","
											Das alles sind schnelle
Iterationen eines Themas.
											Hier experimentieren kreative Menschen
											mit den Grenzen, die in
diesem Medium möglich sind.
											Betrachtet man etwa ""West Wing""-Twitter,
											so gibt es diese fiktiven Figuren,
											die sich mit der
Wirklichkeit beschäftigen.
											Sie kommentieren Politik
											erheben ihre Stimme gegen
die Übel des Kongresses.
											Vergessen Sie nicht,
das sind alles Demokraten.
											Und sie lassen sich
auf die Wirklichkeit ein.
											Sie reagieren auf sie.
											Sobald man flexible Identität, Anonymität
											und Beschäftigung
mit der Wirklichkeit einbaut
											und über eine simple Hommage
oder Parodie hinauskommt,
											um diese Instrumente zum
Geschichtenerzählen einzusetzen,
											dann wird es wirklich interessant.
									",Adventures in Twitter fiction,Andrew Fitzgerald,11:55,"culture,literature,social media,storytelling,technology,writing"
"
","
","
","
",Adventures in Twitter fiction,Andrew Fitzgerald,11:55,"culture,literature,social media,storytelling,technology,writing"
"
											Chicago belediye seçimlerinde
											bir parodi hesabı vardı.
											Mayor Emanuel.
											Özellikle küfür olarak,
											Rahm Emanuel'den istediğiniz her şeyi size sağlıyordu.
											Bu ağzı bozuk hesap
											ulusun günlük işlerini takip ediyor
											ve yorumlarda bulunuyordu.
											Twitter'ın tüm doğal, sağlam parodi
											hesabı özelliklerine sahipti ama
											sonra garipleşmeye başladı.
											Hikaye ilerledikçe, yorumlardan
											çok haftalık, gerçek zamanlı bir bilim kurgu haline
											dönüşerek ana karakter Rahm Emanuel'in
											seçim gününde çok boyutlu yolculuklar yaptığı bir hal aldı
											yani, bu gerçekte olmadı.
											Gazeteleri iki kere kontrol ettim.
									","
											So during the Chicago mayoral election
											there was a parody account.
											It was Mayor Emanuel.
											It gave you everything you wanted from Rahm Emanuel,
											particularly in the expletive department.
											This foul-mouthed account
											followed the daily activities of the race,
											providing commentary as it went.
											It followed all of the natural tropes
											of a good, solid Twitter parody account,
											but then started to get weird.
											And as it progressed, it moved from this commentary
											to a multi-week, real-time science fiction epic
											in which your protagonist, Rahm Emanuel,
											engages in multi-dimensional travel on election day,
											which is — it didn't actually happen.
											I double checked the newspapers.
									","
											Pendant les élections à la mairie de Chicago,
											il y a eu un compte parodique.
											C'était « le Maire Emanuel ».
											Il reprenait tout du vrai maire, Rahm Emanuel,
											surtout les jurons.
											Ce compte grossier
											suivait le quotidien de l'élection
											et commentait tout au fur et à mesure.
											Il avait toutes les caractéristiques
											d'un bon Twitter parodique classique...
											et puis il est devenu bizarre.
											Au fil du temps, on est passé
du simple commentaire
											à un récit de science-fiction en temps réel
sur plusieurs semaines.
											Le protagoniste, Rahm Emanuel,
											voyage dans des dimensions parallèles 
le jour des élections,
											et ça, ça n'est pas vraiment arrivé.
											J'ai vérifié dans les journaux.
									","
											Während der Bürgermeisterwahl in Chicago
											gab es einen Satire-Account,
											der Mayor Emanuel hieß.
											Man bekam alles, was man
von Rahm Emanuel wollte,
											besonders aus dem Schimpfwort-Bereich.
											Dieser anstößige Account
											folgte den täglichen Wahlkampfaktivitäten
											und lieferte fortlaufend Kommentare.
											Es folgte den natürlichen Motiven
											eines guten, soliden
Twitter-Satire-Accounts,
											begann dann aber schräg zu werden.
											Im weiteren Verlauf entwickelte
es sich von diesen Kommentaren
											zu einem mehrwöchigen,
Science-Fiction-Epos in Echtzeit,
											in dem der Protagonist, Rahm Emanuel,
											am Wahltag eine
multi-dimensionale Reise unternimmt,
											nur dass es nie stattgefunden hat.
											Ich überprüfte die Zeitungen genau.
									",Adventures in Twitter fiction,Andrew Fitzgerald,11:55,"culture,literature,social media,storytelling,technology,writing"
"
","
","
","
",Adventures in Twitter fiction,Andrew Fitzgerald,11:55,"culture,literature,social media,storytelling,technology,writing"
"
											Ve, çok ilginçtir ki, bitti.
											Bu bir Twitter parodi hesabında
											genelde olmaz.
											Gerçekten bitti, bir anlatım sonu gibi.
											Yazar, gazeteci Dan Sinker,
											bütün bu zaman boyunca tamamen anonimliğini korudu.
											Sanırım Dan bu metinleri
											bir kitaba dönüştürmenin mantıklı olduğunu düşündü,
											çünkü eninde sonunda bir anlatı formatındaydı
											ve bir kitaba dönüştürmek
											bu fikrin tamamen yeni bir şey ürettiğinin bir göstergesiydi,
											daha önceki formatlara dönüştürülmesi gereken bir şey.
									","
											And then, very interestingly, it came to an end.
											This is something that doesn't usually happen
											with a Twitter parody account.
											It ended, a true narrative conclusion.
											And so the author, Dan Sinker, who was a journalist,
											who was completely anonymous this whole time,
											I think Dan — it made a lot of sense for him
											to turn this into a book,
											because it was a narrative format in the end,
											and I think that turning it into a book
											is representative of this idea that he had created something new
											that needed to be translated into previous formats.
									","
											Et puis, et c'est intéressant, ça s'est fini.
											D'habitude ce n'est pas ce qui arrive
											à un compte Twitter parodique.
											Ça s'est fini : une vraie conclusion narrative.
											L'auteur, Dan Sinker, un journaliste,
											était resté anonyme tout du long.
											Je pense que pour Dan, il était important
											d'en faire un livre
											parce qu'au final, c'était un format narratif.
											Et je crois que d'en faire un livre
											est un signe qu'il avait créé 
quelque chose de nouveau
											qu'il fallait transposer 
dans des formats plus traditionnels.
									","
											Und dann endete es interessanterweise.
											Normalerweise passiert das
											bei eine Twitter-Satire-Account nicht.
											Es endete mit einem echten
erzählerischen Abschluss.
											Der Autor, der Journalist Dan Sinker,
											der die gesamte Zeit völlig anonym war —
											Für Dan ergab es Sinn,
											daraus ein Buch zu machen,
											denn am Ende war es
ein erzählerisches Format.
											Und indem man daraus ein Buch machte,
											drückt das die Idee aus, dass er
etwas Neues schaffen wollte,
											das in frühere Formate
übersetzt werden musste.
									",Adventures in Twitter fiction,Andrew Fitzgerald,11:55,"culture,literature,social media,storytelling,technology,writing"
"
","
","
","
",Adventures in Twitter fiction,Andrew Fitzgerald,11:55,"culture,literature,social media,storytelling,technology,writing"
"
											Şu an Twitter'da olan
											en sevdiğim örneklerden biri,
											absürdist Crimer Show.
											Crimer Show
											bir tv şovu gibi
											bir süpersuçlu ile talihsiz bir dedektifin
											hikayesini anlatıyor.
											Crimer Show'un yaratıcısı
											İngilterede popüler bir şov tipinin parodisi
											olduğunu söylüyor, ama çok acayip ya.
											Crimer, yani süpersuçlu,
											TV'de olan tarz şeyler yapıyor.
											Gözlüklerini çıkarıyor,
											kameraya doğru dönüyor,
											ama bütün bunlar metinde oluyor.
											TV'den bu özellikleri ödünç alarak
											ve her Crimer Show'u bölümler halinde
											""eppasod"" adı altında sunarak
											gerçekten
											yeni bir şey üretiyor.
											Twitter'da hemen her gün
											yeni bir Crimer Show ""eppasod""u var
											ve böylece arşivleniyor.
											Bu formatta ilginç bir deney.
											Tv'deki bir şeyin parodisiyle tamamen
											yeni bir şey yaratıldı.
									","
											One of my favorite examples
											of something that's happening on Twitter right now,
											actually, is the very absurdist Crimer Show.
											Crimer Show tells the story
											of a supercriminal and a hapless detective
											that face off in this exceptionally strange lingo,
											with all of the tropes of a television show.
											Crimer Show's creator has said that
											it is a parody of a popular type of show in the U.K.,
											but, man, is it weird.
											And there are all these times where Crimer,
											the supercriminal, does all of these TV things.
											He's always taking off his sunglasses
											or turning to the camera,
											but these things just happen in text.
											I think borrowing all of these tropes from television
											and additionally presenting each Crimer Show
											as an episode, spelled E-P-P-A-S-O-D, ""eppasod,""
											presenting them as episodes
											really, it creates something new.
											There is a new ""eppasod"" of Crimer Show
											on Twitter pretty much every day,
											and they're archived that way.
											And I think this is an interesting experiment in format.
											Something totally new has been created here
											out of parodying something on television.
									","
											Un de mes exemples préférés,
											qui se passe sur Twitter en ce moment,
											est, en fait, le très absurde « Crimer Show ».
											Il raconte l'histoire
											d'un super-criminel
et d'un détective malchanceux
											qui s'affrontent dans un jargon très étrange,
											avec tous les poncifs d'une émission télé.
											Le créateur de « Crimer Show » a dit
											qu'il s'agissait d'une parodie 
d'une émission britannique très populaire.
											Mais, qu'est-ce que c'est bizarre !
											Crimer, le super-criminel,
											fait plein de trucs typiques de la télé :
											il enlève tout le temps ses lunettes de soleil
											ou se tourne vers la caméra...
											mais tout se passe en texte.
											Je pense que d'emprunter
tous ces éléments à la télé
											et, en plus, présenter chaque « Crimer Show »
											comme un épisode, écrit E.P.P.A.S.O.D, « eppasod »,
											les présenter comme des épisodes, donc,
											ça crée vraiment quelque chose de nouveau.
											Il y a un nouvel « eppasod »
de « Crimer Show »
											sur Twitter presque chaque jour
											et ils sont archivés comme ça.
											Je trouve que c'est
une expérience intéressante sur le format.
											C'est quelque chose de tout à fait nouveau 
qui a été créé
											à partir d'une parodie de la télévision.
									","
											Eines meiner Lieblingsbeispiele,
											das jetzt gerade auf Twitter abläuft,
											ist die äußerst absurde ""Crimer Show"".
											""Crimer Show"" erzählt die Geschichte
											eines ausgefuchsten Kriminellen
und glücklosen Detektiven,
											der sich in diesem extrem
fremdartigen Jargon stritt,
											mit all den Elementen
einer Fernsehsendung.
											Der Autor der ""Crimer Show"" hat gesagt,
											dass es eine Parodie einer beliebten Art
von Show im Vereinigten Königreich ist.
											Aber es ist echt schräg.
											Immer macht Crimer,
											dieser ausgefuchste Kriminelle,
diese TV-Sachen.
											Er setzt immer seine Sonnenbrille ab
											oder dreht sich in die Kamera,
											aber diese Dinge finden nur im Text statt.
											Sich all diese Elemente
aus Fernsehen zu borgen
											und jede ""Crimer Show"" außerdem
											als Episode — geschrieben: E-P-P-A-S-O-D,
""eppasod"" — zu präsentieren,
											erschafft wirklich etwas Neues.
											Es gibt fast täglich eine neue ""eppasod""
											der ""Crimer Show"" auf Twitter,
											und so werden sie archiviert.
											Dieses Format ist ein
interessantes Experiment.
											Hier ist etwas völlig Neues
geschaffen worden,
											durch das Parodieren von
etwas aus dem Fernsehen.
									",Adventures in Twitter fiction,Andrew Fitzgerald,11:55,"culture,literature,social media,storytelling,technology,writing"
"
","
","
","
",Adventures in Twitter fiction,Andrew Fitzgerald,11:55,"culture,literature,social media,storytelling,technology,writing"
"
											Gerçek zamanlı hikaye anlatıcılığını düşünüyorum,
											gerçekten orada da mükemmel örnekler var.
											RealTimeWWII 60 yıl önce o gün
											neler olduğunu çok detaylıca belgeleyen,
											gazetede okuyormuşcasına,
											bir hesap mesela.
											Teju Cole, haberlerdeki olaylara
											edebi bir nitelik kazandırmak için
											gerçekten uğraşmış.
											Mesela, insansız uçaklar hakkında.
											Bu örneklerin her ikisinde de,
											kurmaca olmayan içerikle
											insanların hikayeler anlattığını ve
											yeni türlerde kurmaca hikayeler
											yaratmanın mümkün olduğunu görüyoruz bence.
									","
											I think in nonfiction real-time storytelling,
											there are a lot of really excellent examples as well.
											RealTimeWWII is an account
											that documents what was happening on this day 60 years ago
											in exceptional detail, as if
											you were reading the news reports from that day.
											And the author Teju Cole has done
											a lot of experimentation with putting a literary twist
											on events of the news.
											In this particular case, he's talking about drone strikes.
											I think that in both of these examples,
											you're beginning to see ways in which
											people are telling stories with nonfiction content
											that can be built into new types
											of fictional storytelling.
									","
											Dans la narration en temps réel de non-fiction,
											il y a aussi beaucoup d'exemples excellents.
											RealTimeWWII [2e guerre mondiale en temps réel]
est un compte
											qui raconte ce qui se passait 
le même jour il y a 60 ans
											de façon très détaillée,
											comme si on lisait les infos du jour.
											L'auteur Teju Cole a expérimenté
											plusieurs façons d'ajouter une variante littéraire
											à des actualités réelles.
											Dans cet exemple, il parle
d'attaques de drones.
											Je pense que dans ces deux exemples,
											on commence à voir des façons
											de raconter des histoires 
avec du contenu non fictionnel
											qui peuvent constituer de nouvelles formes
											de narration fictionnelle.
									","
											Auch beim nicht-fiktiven
Geschichtenerzählen in Echtzeit
											gibt es einige herausragende Beispiele.
											RealTimeWWII ist ein Account,
											der dokumentiert, was genau
an diesem Tag vor 60 Jahren passierte —
											außerordentlich detailliert —
											als würde man Nachrichten
von jedem Tag lesen.
											Der Autor Teju Cole
											experimentierte viel
mit literarischen Wendungen
											bei Nachrichtenereignissen.
											In diesem Fall spricht er
über Drohnenangriffe.
											In beiden dieser Beispiele
											beginnt man zu sehen,
											wie Leute Geschichten mit
nicht-fiktionalem Inhalt erzählen,
											die in neue Formen
fiktionalen Geschichtenerzählens
											einfließen können.
									",Adventures in Twitter fiction,Andrew Fitzgerald,11:55,"culture,literature,social media,storytelling,technology,writing"
"
","
","
","
",Adventures in Twitter fiction,Andrew Fitzgerald,11:55,"culture,literature,social media,storytelling,technology,writing"
