en,tr,es,fr,pt,title,speaker,duration,tags
"
","
","
","
","
",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risas)
									","
											(Rires)
									","
											(Risos)
									",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
","
","
","
","
",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
											And they said, ""If you get the paperwork,
											we'll send you to school
in America instead.""
											So with their help,
											I went to the embassy
and applied for the visa.
											I got the visa.
									","
											""Eğer kâğıt işlerini halledersen,
											seni Amerika'da bir okula 
yollayacağız."" dediler.
											Ve onların yardımlarıya,
											vize başvurusu için konsolosluğa gittim.
											Vizeyi aldım.
									","
											Dijeron: ""Si consigues los papeles,
te enviaremos a una universidad en EE.UU.""
											Entonces, con su ayuda, fui
a la embajada a solicitar la visa.
											Recibí la visa.
									","
											Il ont dit : « Si tu obtiens les papiers,
											nous t'enverrons plutôt
à l'école aux Etats-Unis. »
											Avec leur aide,
											je suis allé à l'ambassade
et j'ai fait une demande de visa.
											J'ai obtenu le visa.
									","
											E eles disseram: ""Se tratares
da documentação,
											""enviamos-te para uma 
universidade na América"".
											Assim, com a ajuda deles,
											fui até à Embaixada e pedi um visto.
											Consegui o visto.
									",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
","
","
","
","
",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
											I remember this day like it was yesterday.
											I walked out of the embassy
with this piece of paper in my hand,
											a hop in my step,
											smile on my face,
											knowing that my life is about to change.
											I went home that night,
											and I slept with my passport,
											because I was afraid
that someone might steal it.
									","
											O günü daha dünmüş gibi hatırlıyorum.
											Ellerimde bir tomar kâğıtla seke seke
											konsolosluğa doğru yürüyordum,
											hayatımın değiştiğinin farkındalığı
											içinde gülümsüyordum.
											O gece eve gittim
											ve pasaportumla beraber uyudum
											çünkü birinin onu çalabileceğinden
korkuyordum.
									","
											Recuerdo ese día como si fuera ayer.
											Salí de la embajada
con ese trozo de papel en mi mano,
											saltando de alegría,
con una sonrisa en mi rostro
											y sabiendo que mi vida
estaba a punto de cambiar.
											Volví a casa esa noche
y dormí con mi pasaporte
											porque me daba miedo
que alguien lo robara.
									","
											Je me souviens de ce jour comme d'hier.
											Je suis sorti de l'ambassade
avec ce bout de papier en main,
											le pas sautillant,
											un sourire sur le visage,
											sachant que ma vie allait changer.
											Je suis rentré ce soir-là
											et j'ai dormi avec mon passport
											car j'avais peur que quelqu'un le vole.
									","
											Lembro-me como se fosse ontem.
											Saí da Embaixada
com aquele pedaço de papel na mão,
											a saltitar,
											de sorriso na cara,
											sabendo que a minha vida
estava prestes a mudar.
											Fui para casa naquela noite,
											e dormi com o meu passaporte,
											porque tinha medo
que alguém mo roubasse.
									",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
","
","
","
","
",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risas)
									","
											(Rires)
									","
											(Risos)
									",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
","
","
","
","
",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
											I couldn't fall asleep.
											I kept feeling it.
											I had a good idea for security.
											I was like, ""OK, I'm going
to put it in a plastic bag,
											and take it outside and dig a hole,
and put it in there.""
											I did that, went back in the house.
											I could not fall asleep. I was like,
""Maybe someone saw me.""
											I went back —
									","
											Bir türlü uyuyamıyordum.
											Onu yanımda tuttum.
											Sağlama almak için bir fikrim vardı.
											""Tamam, bunu plastik bir çantaya
koyacağım ve dışarı
											çıkıp bir çukur kazıp, onu da içine
koyacağım."" dedim.
											Bunu yaptım ve sonra eve döndüm.
											Hâlâ uyuyamıyordum, 
""Ya biri beni gördüyse...""
											Hemen geri döndüm —
									","
											No podía dormirme,
seguía tocando el pasaporte.
											Tuve una idea para mantenerlo seguro.
											Dije: ""Lo voy a poner
en una bolsa de plástico,
											cavar un hoyo fuera de la casa
y esconderlo allí"".
											Lo hice y volví a la casa.
											No podía dormir, pensaba
que alguien me podía haber visto.
											Volví.
									","
											Impossible de m'endormir.
											J'avais cette peur.
											J'ai eu une idée sécuritaire :
											j'allais le mettre dans un sac plastique,
											l'amener dehors, creuser un trou
et le mettre dedans.
											J'ai fait cela et suis rentré.
											Impossible de m'endormir.
Et si quelqu'un m'avait vu ?
											J'y suis retourné —
									","
											Não conseguia adormecer.
											Estava a senti-lo.
											Tive uma boa ideia
para o pôr em segurança.
											Pensei: ""Ok, vou pôr isto num 
saco de plástico,
											""levá-lo lá para fora, escavar um buraco 
e metê-lo lá dentro"".
											Fiz isso, voltei para casa.
											Não adormecia.
Pensava: ""Se calhar, alguém me viu.""
											Voltei lá...
									",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
","
","
","
","
",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risas)
									","
											(Rires)
									","
											(Risos)
									",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
","
","
","
","
",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
											I pulled it out, and I put it
with me the entire night —
											all to say that it was
an anxiety-filled night.
									","
											Onu geri çıkardım ve bütün gece 
yanımda tuttum —
											tek söyleyebileceğim 
panik dolu bir geceydi.
									","
											Lo saqué y lo tuve
conmigo toda la noche.
											Todo esto es para decirles
que fue una noche llena de ansiedad.
									","
											Je l'ai sortir et je l'ai gardé
avec moi toute la nuit —
											tout ça pour dire que ce fut
une nuit pleine d'anxiété.
									","
											Tirei-o para fora e guardei-o
comigo a noite toda.
											Tudo para dizer que foi 
uma noite cheia de ansiedade.
									",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
","
","
","
","
",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risas)
									","
											(Rires)
									","
											(Risos)
									",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
","
","
","
","
",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
											Going to the US was,
just like another speaker said,
											was my first time to see a plane,
											be on one, let alone sit on it
to fly to another country.
											December 15, 2006.
											7:08pm.
											I sat in seat 7A.
											Fly Emirates.
											One of the most gorgeous,
beautiful women I've ever seen walked up,
											red little hat with a white veil.
											I'm looking terrified,
I have no idea what I'm doing.
											She hands me this warm towel —
											warm, steamy, snow white.
											I'm looking at this warm towel;
											I don't know what to do with my life,
let alone with this damn towel —
									","
											ABD'ye gitmek,
başka bir konuşmacının da dediği gibi,
											ilk kez o zaman bir uçak gördüm
											içinde olmak, başka bir ülkeye gitmek için
içinde oturup beklemek...
											Aralık 15, 2006.
											Saat: 19:08
											7A'ya oturdum.
											Emirates Hava yolları.
											Şimdiye kadar gördüğüm en güzel
kadınlardan biri yaklaşıyordu,
											beyaz peçesiyle kırmızı şapkalı bir kadın.
											Dehşet içinde ona bakıyordum,
ne yaptığımı bilmiyorum.
											Sıcak havlu uzatıyordu bana —
											sıcak, buharlı, bembeyaz bir havlu.
											Havluya bakıyordum;
											ne yapacağım hakkında bir fikrim yoktu,
beni havluyla yalnız bırakın —
									","
											Al ir a EE.UU.,
como dijo otro presentador,
											fue la primera vez que vi un avión,
que estuve en uno
											y, por supuesto, que me senté
en uno para viajar a otro país.
											15 de diciembre del 2006.
											7:08 p. m.
											Me senté en el puesto 7A.
											Avión de 'Emirates'.
											Una de las mujeres más hermosas
que jamás he visto se acercó,
											con un sombrero rojo pequeño
y un velo blanco.
											La vi asustado, no tenía idea qué hacer.
											Me entregó una toalla tibia,
											tibia, húmeda y blanca como la nieve.
											Me quedé mirando la toalla tibia;
											no sé qué hacer con mi vida,
mucho menos con esta bendita toalla...
									","
											Aller aux Etats-Unis c'était,
comme un autre intervenant l'a dit,
											la première fois que je voyais un avion,
											que je prenais l'avion, d'autant plus
pour voler vers un autre pays.
											Le 15 décembre 2006.
											19h08.
											J'étais assis sur le siège 7A.
											Un vol Emirates.
											L'une des femmes les plus belles
que j'ai jamais vues s'est approchée,
											un petit chapeau rouge et un voile blanc.
											J'avais l'air terrifié,
j'ignorais ce que je faisais.
											Elle m'a tendu cette serviette chaude —
											chaude, humide, blanche comme neige.
											J'ai regardé cette toilette chaude,
											j'ignorais quoi faire de ma vie,
alors quoi faire de cette serviette —
									","
											Ir para os EUA
foi como outro orador disse,
											foi a primeira vez a ver um avião,
											estar dentro de um,
e até voar nele para outro país.
											15 de dezembro de 2006.
											19h e 08 min.
											Sentei-me no lugar 7A.
											Fly Emirates.
											Uma das mulheres mais lindas
que alguma já vi veio ter comigo,
											com um pequeno chapéu vermelho
com um véu branco.
											Eu estou a olhar assustado, 
sem a mínima ideia do que fazer.
											Ela entrega-me uma toalha quente
											— quente, com vapor, branquíssima.
											Fico a olhar para esta toalha quente:
											não sei o que fazer com a minha vida,
quanto mais com a toalha.
									",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
","
","
","
","
",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risas)
									","
											(Rires)
									","
											(Risos)
									",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
","
","
","
","
",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
											(Applause)
									","
											(Alkış)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Aplausos)
									",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
","
","
","
","
",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
											I did one of the —
											you know, anything anyone
could do in that situation:
											look around, see what
everyone else is doing.
											I did the same.
											Mind you, I drove about seven hours
from my village to the airport that day.
											So I grab this warm towel,
											wipe my face just like
everyone else is doing,
											I look at it —
											damn.
									","
											İlk olarak —
											böyle durumlarda ne yapılır, bilirsiniz:
											diğerlerinin ne yaptığını görmek için
etrafıma baktım.
											Aynısını yaptım.
											Unutmayın, köyümden hava alanına
gitmek yedi saat falan sürdü.
											Sıcak havluyu kaptım,
											herkes gibi ben de yüzümü sildim.
											Havluya baktığımda,
											lanet olsun.
									","
											Hice... bueno, algo que cualquiera
haría en esa situación:
											miré alrededor para saber
qué hacían los otros.
											Hice lo mismo.
											Por si acaso, manejé siete horas desde
mi pueblo hasta el aeropuerto ese día.
											Tomé esa toalla tibia y limpié
mi rostro como hacían los demás.
											La vi...
											caramba.
									","
											J'ai fait —
											ce que tout le monde ferait
dans cette situation :
											regarder autour pour voir
ce que les autres faisaient.
											J'ai fait pareil.
											J'avais conduit sept heures
depuis mon village jusqu'à l'aéroport.
											J'ai pris cette serviette chaude,
											je me suis essuyé le visage
comme tous les autres,
											j'ai regardé la serviette —
											mince.
									","
											Eu fiz...
											sabem, o que qualquer um faria
naquela situação:
											olhei à volta, para ver
o que os outros estavam a fazer.
											Eu fiz o mesmo.
											Eu demorei sete horas, da minha aldeia
até ao aeroporto nesse dia.
											Então, agarrei nesta toalha quente,
											limpo a cara, como toda a gente.
											Olho para ela...
											Bolas!
									",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
","
","
","
","
",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risas)
									","
											(Rires)
									","
											(Risos)
									",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
","
","
","
","
",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
											It was all dirt brown.
									","
											Tamamen kir içindeydi.
									","
											Estaba marrón de la mugre.
									","
											Elle était couleur terre.
									","
											Estava toda suja de castanho.
									",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
","
","
","
","
",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risas)
									","
											(Rires)
									","
											(Risos)
									",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
","
","
","
","
",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
											I remember being so embarrassed
that when she came by to pick it up,
											I didn't give mine.
									","
											Onu geri almaya geldiklerinde çok,
mahçup olduğumu hatırlıyorum.
											Benimkini vermedim.
									","
											Estaba tan avergonzado,
que cuando ella volvió a recogerla
											no le di la mía.
									","
											Je me souviens avoir été si embarrassé
que lorsqu'elle est venu les récupérer,
											je n'ai pas rendu la mienne.
									","
											Lembro-me de ficar tão envergonhado
que, quando ela a veio buscar,
											não lha dei.
									",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
","
","
","
","
",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risas)
									","
											(Rires)
									","
											(Risos)
									",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
","
","
","
","
",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
											I still have it.
									","
											Hâlâ elimdeydi.
									","
											Aún la tengo.
									","
											Je l'ai toujours.
									","
											Ainda a tenho.
									",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
","
","
","
","
",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risas)
									","
											(Rires)
									","
											(Risos)
									",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
","
","
","
","
",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
											(Applause)
									","
											(Alkış)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Aplausos)
									",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
","
","
","
","
",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
											Going to America opened doors for me
											to live up to my full God-given potential.
											I remember when I arrived,
											the sponsor family embraced me,
											and they literally had to teach me
everything from scratch:
											this is a microwave,
that's a refrigerator —
											things I'd never seen before.
											And it was also the first time
											I got immersed into a new
and different culture.
											These strangers showed me
											true love.
											These strangers showed me that I mattered,
											that my dreams mattered.
									","
											Amerika kapılarının bana açılmış olması,
											Tanrı'nın bir lütfu.
											Amerika'ya vardığımda, sponsor
											ailenin beni kucakladığını hatırlıyorum
											ve gerçekten bana her şeyi sıfırdan
öğretmek zorunda kaldılar:
											bu bir mikrodalga,
şu da buzdolabı —
											daha önce görmediğim bir sürü şey.
											Hayatımda ilk defa
											kendimi farklı bir kültürün
içinde bulmuştum.
											Bu yabancılar bana gerçek
											sevgiyi gösterdi.
											Bana önemli olduğumu, hayallerimin
											önemli olduklarını gösterdiler.
									","
											Ir a EE.UU. me abrió muchas puertas
para aprovechar todo mi potencial.
											Recuerdo que cuando llegué
la familia patrocinadora me abrazó
											y, literalmente, me tuvieron
que enseñar todo desde cero:
											esto es un microondas,
esto un refrigerador...
											cosas que no había visto antes.
											También fue la primera vez que me sumergí
en una cultura nueva y diferente.
											Estos extraños me demostraron
											verdadero amor.
											Estos extraños me mostraron
que yo era importante,
											que mis sueños eran importantes.
									","
											Aller aux Etats-Unis m'a ouvert des portes
											pour réaliser mon plein potentiel
que dieu m'avait transmis.
											Je me souviens, à mon arrivée,
											la famille marraine m'a accueilli
											et ils ont dû tout m'apprendre :
											ceci est un micro-ondes,
ceci est un réfrigérateur —
											des choses que je n'avais jamais vues.
											C'était aussi la première fois
											que j'étais immergé dans une culture
nouvelle et différente.
											Ces étrangers m'ont montré
											ce qu'était l'amour véritable.
											Ces étrangers m'ont montré
que je comptais,
											que mes rêves comptaient.
									","
											Ir para a América abriu-me as portas
											para viver de acordo com o potencial
que Deus me deu.
											Lembro-me que, quando cheguei,
											a família que me apadrinhou
acolheu-me,
											e, literalmente,
ensinaram-me tudo do zero:
											isto é um micro-ondas,
isto é um frigorífico.
											Coisas que nunca tinha visto antes.
											E foi também a primeira vez
											que fui inserido numa 
cultura nova e diferente.
											Estes estranhos mostraram-me
											o verdadeiro amor.
											Estes estranhos mostraram-me
que eu era importante,
											que os meus sonhos eram importantes.
									",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
","
","
","
","
",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
											(Applause)
									","
											(Alkış)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Aplausos)
									",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
","
","
","
","
",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
											Thank you.
									","
											Teşekkür ederim.
									","
											Gracias.
									","
											Merci.
									","
											Obrigado.
									",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
","
","
","
","
",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
											These individuals had two
of their own biological children.
											And when I came in, I had needs.
											They had to teach me English,
											teach me literally everything,
											which resulted in them spending
a lot of time with me.
											And that created a little bit
of jealousy with their children.
											So, if you're a parent in this room,
											and you have those teenager children
											who don't want anything to do
with your love and affection —
											in fact, they find it repulsive —
											I got a solution:
											adopt a child.
									","
											İki tane biyolojik çocukları vardı.
											Artık onlara ihtiyacım vardı.
											Bana İngilizce öğretmeliydiler,
											bana, resmen her şeyi öğretmeliydiler,
											-ki bu da benimle çok fazla zaman
geçirmelerine sebep oldu.
											Tabii, bu da kendi çocuklarının biraz
beni kıskanmasına yol açtı.
											Tabii, ergenlik çağında çocukları olan
											bir aile olduğunuzda,
											çocuklar, sizin ilgi ve alakanızı
pek de istemiyorlar —
											aslında, bunu itici buluyorlar —
											Ben de evlatlık olarak
											bir çözüm buldum.
									","
											Estas personas tenían
dos hijos biológicos.
											Y cuando yo llegué tenía necesidades.
											Me enseñaron inglés,
me enseñaron, literalmente, todo,
											debido a eso pasaron
bastante tiempo conmigo.
											Eso suscitó un poco de celos en sus hijos.
											Así que,
											para la gente de esta sala
											que tiene hijos adolescentes
que no quieren su amor o afecto
											y, de hecho, los encuentran repulsivos,
											encontré una solución:
											adopte un niño.
									","
											Ces individus avaient
deux enfants biologiques.
											Quand je suis arrivé, j'avais des besoins.
											Ils ont dû m'apprendre l'anglais,
											littéralement tout m'apprendre,
											ce qui a mené à ce qu'ils passent
beaucoup de temps avec moi.
											Cela a été la source
d'un peu de jalousie avec leurs enfants.
											Si vous êtes un parent
											et que vous avez ces enfants adolescents
											qui ne veulent pas de votre amour
ni de votre affection —
											ils trouvent cela repoussant —
											j'ai une solution :
											adoptez un enfant.
									","
											Estes seres humanos
tinham dois filhos biológicos.
											E quando eu cheguei,
eu tinha necessidades.
											Tiveram de me ensinar inglês,
											ensinar-me literalmente tudo,
											e, por isso, tiveram de passar
muito tempo comigo.
											O que criou algum sentimento
de ciúmes nos seus filhos.
											Por isso, se alguém aqui é pai
											e tem filhos adolescentes
											que não querem o vosso amor ou afeto,
											aliás, até o acham repulsivo,
											eu tenho uma solução:
											adotem uma criança.
									",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
","
","
","
","
",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risas)
									","
											(Rires)
									","
											(Risos)
									",How adoption worked for me,Christopher Ategeka,7:57,"TED Fellows,Africa,children,family,parenting,humanity,personal growth,society"
