en,pt,es,fr,tr,title,speaker,duration,tags
"
","
","
","
","
",What is bipolar disorder?,Helen M. Farrell,5:52,"TED-Ed,mental health,medical research,brain,depression"
"
											So what causes bipolar disorder?
											Researchers think a key player is 
the brain's intricate wiring.
											Healthy brains maintain strong connections
between neurons
											thanks to the brain's continuous efforts
to prune itself
											and remove unused or faulty
neural connections.
											This process is important because our 
neural pathways serve as a map
											for everything we do.
											Using functional magnetic 
resonance imaging,
											scientists have discovered that the brain's 
pruning ability is disrupted
											in people with bipolar disorder.
											That means their neurons go haywire
											and create a network
that's impossible to navigate.
											With only confusing signals as a guide,
											people with bipolar disorder develop
abnormal thoughts and behaviors.
									","
											Então, o que provoca o distúrbio bipolar?
											Os investigadores supõem
que o interveniente principal
											esteja relacionado
com o nosso complexo sistema cerebral.
											Cérebros saudáveis mantêm ligações fortes 
entre neurónios
											graças aos esforços contínuos que o 
cérebro faz para se melhorar
											e remover ligações cerebrais inutilizadas
ou defeituosas.
											Este processo é importante porque os 
nossos circuitos neuronais servem de guia
											a tudo o que fazemos.
											Através de imagens produzidas por
ressonância magnética funcional,
											cientistas descobriram que a capacidade 
de limpeza e melhoramento cerebral
											não é viável em pessoas
com distúrbio bipolar.
											Isso significa que os neurónios 
ficam alterados
											e criam um circuito impossível de navegar.
											Tendo apenas como guia sinais confusos,
											as pessoas com bipolaridade desenvolvem
pensamentos e comportamentos anómalos.
									","
											Entonces, ¿qué causa el trastorno bipolar?
											Los investigadores creen que un actor
clave es el intrincado cableado cerebral.
											Los cerebros saludables mantienen
fuertes conexiones entre las neuronas
											gracias a los continuos esfuerzos
del cerebro para podarse
											y eliminar las conexiones neuronales
no utilizadas o defectuosas.
											Este proceso es importante porque nuestras
vías neurales sirven como un mapa
											de todo lo que hacemos.
											Usando la resonancia magnética funcional,
											científicos han descubierto que el poder
de poda del cerebro se interrumpe
											en las personas con trastorno bipolar.
											Eso significa que sus
neuronas se vuelven locas
											y crean una red que es
imposible de navegar.
											Con solo señales confusas como guía,
											las personas con trastorno bipolar crean
pensamientos y conductas anormales.
									","
											Qu'est-ce qui est donc à l'origine du
trouble bipolaire ?
											Les chercheurs pensent qu'un acteur clé
sont les connexions complexes du cerveau.
											Les cerveaux sains entretiennent de fortes
connexions entre les neurones
											grâce aux efforts continus du cerveau
pour élaguer
											et supprimer les connexions neuronales
inutilisées ou défectueuses.
											Ce processus est important, parce que nos
voies neuronales servent de carte
											pour toutes nos activités.
											A l'aide d'une imagerie par
résonance magnétique,
											des scientifiques découvrirent que la
fonction d'élagage était perturbée
											chez les personnes
avec un trouble bipolaire.
											Ainsi, leurs neurones partent en vrille
											et créent un réseau impossible à
naviguer.
											Avec des signaux déroutants comme guide,
											les bipolaires développent des pensées et
comportements anormaux.
									","
											Bipolar bozukluğa sebep olan şey nedir?
											Araştırmacılar beynin karışık yapısının
kilit rol oynadığını düşünüyorlar.
											Beynin kendisini
devamlı olarak kullanılmayan
											veya hatalı olan sinirsel
bağlardan uzak tutması sayesinde,
											sağlıklı beyinler sinirler arası
güçlü bağları koruyabiliyorlar.
											Sinirsel patikalarımız,
yaptığımız her şeye yol gösterdiği için,
											bu aşama önem taşır.
											Fonksiyonel manyetik
rezonans görüntüleme sayesinde
											bilim insanları, beynin kırpma yetisinin
bipolar hastalığa sahip insanlarda
											sekteye uğradığını keşfetmiştir.
											Bu, onların sinirlerinin istikrarsız
											hareket ettiği ve seyri güç bir
ağ oluşturduğu anlamına geliyor.
											Uyarımları kılavuzla karıştırdıkları için,
											bipolar bozukluğa sahip kişiler olağandışı
düşünce ve davranışlara bürünürler.
									",What is bipolar disorder?,Helen M. Farrell,5:52,"TED-Ed,mental health,medical research,brain,depression"
"
","
","
","
","
",What is bipolar disorder?,Helen M. Farrell,5:52,"TED-Ed,mental health,medical research,brain,depression"
"
											Also, psychotic symptoms,
											like disorganized speech and behavior,
											delusional thoughts,
											paranoia,
											and hallucinations
											can emerge during extreme phases
of bipolar disorder.
											This is attributed to the overabundance
of a neurotransmitter called dopamine.
									","
											Para além disso, sintomas psicóticos,
											como discurso e comportamento caótico,
											pensamentos delirantes,
											paranoia
											e alucinações
											podem surgir em fases mais agravadas 
da bipolaridade.
											Isto acontece por haver excesso de 
um neurotransmissor, a dopamina.
									","
											Además, los síntomas psicóticos,
											como discurso y comportamiento
desorganizado,
											pensamientos delirantes,
											paranoia
											y alucinaciones
											pueden surgir durante las fases
extremas del trastorno bipolar.
											Esto se atribuye a la sobreabundancia de
un neurotransmisor llamado dopamina.
									","
											Aussi, des symptômes psychotiques
											comme un discours et un comportement
désorganisés,
											des pensées délirantes,
											la paranoïa,
											et des hallucinations
											peuvent apparaître pendant des périodes
extrêmes de trouble bipolaire.
											Ceci est dû à la surabondance d'un
neurotransmetteur appelé dopamine.
									","
											Ayrıca, aksak bir şekilde konuşma

											veya davranma,
											sanrılar kurma,
											paranoya
											ve halüsinasyon
											gibi psikoz belirtiler, bipolar bozukluğun
uç dönemlerinde kendini gösterebilir.
											Bu durum, dopamin adlı bir nöroileticinin
aşırı yüklenmesi sebebiyle oluşur.
									",What is bipolar disorder?,Helen M. Farrell,5:52,"TED-Ed,mental health,medical research,brain,depression"
"
","
","
","
","
",What is bipolar disorder?,Helen M. Farrell,5:52,"TED-Ed,mental health,medical research,brain,depression"
"
											But despite these insights, we can't pin
bipolar disorder down to a single cause.
											In reality, it's a complex problem.
											For example, the brain's amygdala
is involved in thinking,
											long-term memory,
											and emotional processing.
											In this brain region, factors as varied
as genetics and social trauma
											may create abnormalities and trigger
the symptoms of bipolar disorder.
									","
											Considerações à parte, não podemos
estabelecer só uma causa para o distúrbio.
											Na verdade, é um problema complexo.
											Por exemplo, a amígdala cerebelosa está 
envolvida no racíocinio,
											memória a longo prazo,
											e em processos emocionais.
											Nesta área cerebral, vários fatores como 
os genes ou um trauma a nível social
											podem criar anomalias e desencadear 
sintomas de bipolaridade.
									","
											Pero a pesar de estas ideas,
											no podemos fijar el trastorno bipolar
a una sola causa.
											En realidad, se trata de
un problema complejo.
											Por ejemplo, la amígdala del cerebro
está involucrada en el pensamiento,
											la memoria a largo plazo
											y el procesamiento emocional.
											En esta región del cerebro, factores tan
variados como la genética y trauma social
											pueden crear anomalías y desencadenar
los síntomas del trastorno bipolar.
									","
											En dépit de ces informations, on ne peut
résumer la maladie à une seule cause.
											En réalité, c'est un problème complexe.
											Par exemple, l'amygdale joue un rôle dans
les fonctions cognitives,
											la mémoire à long terme,
											et le traitement des émotions.
											Des facteurs comme la génétique
et le traumatisme social
											peuvent créer des anomalies et déclencher
les symptômes du trouble bipolaire.
									","
											Bu bulgulara karşın, bipolar
bozukluğu tek bir sebebe bağlayamayız.
											Aslında oldukça karmaşık bir sorundur.
											Mesela beynin amigdala bölgesi düşünme,
											uzun süreli hafıza
											ve duygusal tepkimeleri kapsar.
											Beynin bu bölgesinde,
genetik ve travma gibi çeşitli faktörler
											anomaliler yaratabilir ve bipolar
bozukluk belirtilerini tetikleyebilirler.
									",What is bipolar disorder?,Helen M. Farrell,5:52,"TED-Ed,mental health,medical research,brain,depression"
"
","
","
","
","
",What is bipolar disorder?,Helen M. Farrell,5:52,"TED-Ed,mental health,medical research,brain,depression"
"
											The condition tends to run in families,
											so we do know that genetics have
a lot to do with it.
											But that doesn't mean there's
a single bipolar gene.
											In fact, the likelihood of developing
bipolar disorder
											is driven by the interactions between
many genes
											in a complicated recipe we're still
trying to understand.
									","
											Esta condição tende a ser hereditária,
											portanto, sabemos que a genética
está grandemente relacionada.
											Porém, isso não quer dizer que exista
um único tipo de gene bipolar.
											De facto, a probabilidade de vir 
a desenvolver o distúrbio bipolar
											está ligada às interações
entre vários genes
											num sistema complexo que ainda 
procuramos compreender.
									","
											La condición tiende a darse en familias,
											por lo que sabemos que la genética
tiene mucho que ver con ello.
											Pero eso no significa que
haya un único gen bipolar.
											De hecho, la probabilidad de
desarrollar el trastorno bipolar
											está determinada por las interacciones
entre muchos genes
											en una receta complicada que
todavía intentamos entender.
									","
											La maladie ayant une tendance héréditaire,
											on sait que la génétique y est pour
beaucoup.
											Mais cela ne signifie pas qu'il y a un
unique gène bipolaire.
											En fait, la probabilité de développer un
trouble bipolaire
											repose sur les interactions entre
plusieurs gènes,
											dans une recette compliquée qu'on essaie
encore de comprendre.
									","
											Bu durum ırsî olma eğilimindedir,
											bu yüzden genlerin
rol oynadığını biliyoruz.
											Fakat bu sadece bir
bipolar geni olduğunu göstermiyor.
											Aslında bipolar
bozukluğa sahip olma ihtimali,
											bizim hâlâ anlamaya çalıştığımız,
birçok genin karışık bir formülle
											birbirleriyle etkileşime
geçmesi durumunda ortaya çıkar.
									",What is bipolar disorder?,Helen M. Farrell,5:52,"TED-Ed,mental health,medical research,brain,depression"
"
","
","
","
","
",What is bipolar disorder?,Helen M. Farrell,5:52,"TED-Ed,mental health,medical research,brain,depression"
"
											The causes are complex,
											and consequently, diagnosing and living
with bipolar disorder is a challenge.
											Despite this, the disorder 
is controllable.
											Certain medications like lithium can help
manage risky thoughts and behaviors
											by stabilizing moods.
									","
											As causas são complexas
											e, consequentemente, diagnosticar e viver 
com um distúrbio bipolar é um desafio.
											Apesar disto, a doença é controlável.
											Certos tratamentos, como o uso do lítio, 
podem ajudar a controlar pensamentos
											e comportamentos perigosos, 
através da estabilização de humor.
									","
											Las causas son complejas,
											y como consecuencia,
											el diagnóstico y la convivencia con
el trastorno bipolar es un desafío.
											A pesar de esto,
el trastorno es controlable.
											Ciertos medicamentos como el litio pueden
ayudar a controlar los pensamientos
											y conductas de riesgo
											estabilizando los estados de ánimo.
									","
											Les causes sont complexes,
											et ainsi, diagnostiquer et vivre avec un
trouble bipolaire est un défi.
											Nonobstant, la maladie est contrôlable.
											Des médicaments comme le lithium atténuent
les pensées et comportements à risque
											en stabilisant l'humeur.
									","
											Sebepleri çok karışık
											ve dolayısıyla bipolar bozukluk
teşhisi ve deneyimi de çetrefilli.
											Buna karşın, kontrol
edilebilmesi mümkündür.
											Lityum gibi bazı tedavi seçenekleri, ruh
hâlini dengeye sokarak tehlikeli düşünce
											ve davranışları dizginleyebilir.
									",What is bipolar disorder?,Helen M. Farrell,5:52,"TED-Ed,mental health,medical research,brain,depression"
"
","
","
","
","
",What is bipolar disorder?,Helen M. Farrell,5:52,"TED-Ed,mental health,medical research,brain,depression"
"
											These mood stabilizing medications work by
decreasing abnormal activity in the brain,
											thereby strengthening the viable
neural connections.
											Other frequently used medications
include antipsychotics,
											which alter the effects of dopamine,
											and electroconvulsive therapy,
											which works like a carefully controlled
seizure in the brain,
											is sometimes used as 
an emergency treatment.
									","
											Estes estabilizadores de humor 
diminuem a atividade cerebral irregular
											fortificando, portanto, as ligações 
funcionais entre neurónios.
											Outros usos medicinais frequentes 
incluem antipsicóticos,
											que alteram os efeitos da dopamina,
											e terapia eletroconvulsiva,
											que consiste numa descarga elétrica feita
ao cérebro, sob controlo profissional,
											usada por vezes como 
tratamento de emergência.
									","
											Estos medicamentos estabilizadores
del estado de ánimo
											funcionan al disminuir la
actividad anormal en el cerebro,
											reforzando así las conexiones
neuronales viables.
											Otros medicamentos de uso
frecuente incluyen antipsicóticos,
											que alteran los efectos de la dopamina,
											y la terapia electroconvulsiva,
											que funciona como una convulsión
cuidadosamente controlada en el cerebro,
											que se utiliza a veces como un
tratamiento de emergencia.
									","
											Ce type de traitements diminue
l'activité anormale du cerveau,
											et renforce les connexions neuronales
viables.
											D'autres traitements fréquemment utilisés
incluent les neuroleptiques,
											qui modifient les effets de la dopamine,
											et la thérapie électroconvulsive,
											qui fonctionne comme une crise
soigneusement contrôlée dans le cerveau
											et est parfois utilisée
en dernier recours.
									","
											Bu denge tedavisi, beyindeki anomalileri
aşağı çekerek ve dolayısıyla aktif olan
											sinir bağlarını
güçlendirerek etki gösterir.
											Yine sık kullanılan
bir diğer tedavi yöntemlerine,
											dopaminin etkilerini
değiştiren antipsikotikler
											ve bazen akut tedavi olarak kullanılan,
											beyinde kontrollü
yaratılan nöbet şeklinde işleyen
											elektroşok tedavisi dâhildir.
									",What is bipolar disorder?,Helen M. Farrell,5:52,"TED-Ed,mental health,medical research,brain,depression"
"
","
","
","
","
",What is bipolar disorder?,Helen M. Farrell,5:52,"TED-Ed,mental health,medical research,brain,depression"
"
											Some bipolar patients reject treatment
											because they're afraid it will
dim their emotions
											and destroy their creativity.
											But modern psychiatry is actively
trying to avoid that.
											Today, doctors work with patients
on a case-by-case basis
											to administer a combination of treatments
and therapies
											that allows them to live 
to their fullest possible potential.
									","
											Alguns pacientes bipolares 
recusam tratamento,
											por recearem que atenue o humor em demasia
											e que destrua a sua criatividade.
											Mas a psiquiatria moderna está a tentar,
a todo o custo, evitar isso.
											Hoje em dia, médicos avaliam os pacientes
caso a caso,
											para administrarem a combinação 
de tratamentos e terapias
											que os possibilite viver ao máximo 
das suas capacidades.
									","
											Algunos pacientes bipolares
rechazan el tratamiento
											porque temen que atenuará sus emociones
											y destruirá su creatividad.
											Pero la psiquiatría moderna está
tratando activamente de evitar eso.
											Hoy en día, los médicos trabajan
con los pacientes caso por caso
											para administrar una combinación
de tratamientos y terapias
											que les permitan vivir al
máximo potencial posible.
									","
											Certains bipolaires refusent les
traitements,
											craignant qu'ils
diminuent leurs émotions
											et détruisent leur créativité.
											Mais la psychiatrie moderne essaie
activement d'éviter cela.

											Aujourd'hui, les docteurs travaillent avec
les patients au cas par cas
											pour administrer une combinaison de
médicaments et thérapies
											qui leur permettent de vivre avec leur
plein potentiel.
									","
											Bazı bipolar hastaları,
											duygularını ve yaratıcılıklarını yitirme

											endişesiyle, tedaviyi reddederler.
											Çağdaş psikiyatri, bilfiil
bunun önüne geçmeye çalışıyor.
											Doktorlar günümüzde hastaların hayatlarını
											en etkili şekilde yaşamaları yolunda

											duruma göre oluşturulan tedavi 
ve terapi derlemeleri oluşturuyorlar.
									",What is bipolar disorder?,Helen M. Farrell,5:52,"TED-Ed,mental health,medical research,brain,depression"
"
","
","
","
","
",What is bipolar disorder?,Helen M. Farrell,5:52,"TED-Ed,mental health,medical research,brain,depression"
"
											And beyond treatment, people with
bipolar disorder can benefit
											from even simpler changes.
											Those include regular exercise,
											good sleep habits,
											and sobriety from drugs and alcohol,
											not to mention the acceptance
and empathy of family and friends.
									","
											Para além de tratamentos, 
pessoas com o distúrbio bipolar
											podem beneficiar
com mudanças ainda mais simples.
											Entre as quais: exercício físico regular
											hábitos de sono saudáveis,
											e manter-se afastado de vícios 
como drogas e álcool,
											já para não falar da aceitação e empatia
por parte de familiares e amigos.
									","
											Y más allá del tratamiento, las personas 
con trastorno bipolar pueden beneficiarse
											de cambios aún más simples.
											Estos incluyen ejercicio regular,
											buenos hábitos de dormir,
											y sobriedad en drogas y alcohol,
											sin mencionar la aceptación y la
empatía de la familia y amigos.
									","
											Au-delà du traitement, les bipolaires
peuvent tirer parti
											des changements les plus simples comme
											une activité physique régulière,
											un bon sommeil,
											et la sobriété,
											sans oublier le soutien et l'empathie
de la famille et des amis.
									","
											Tedavi dışında, bipolar
bozukluk yaşayan kişiler
											basit değişiklerle fark yaratabilirler.
											Bunlar; düzenli egzersiz,
											iyi uyku alışkanlığı,
											alkol ve madde bağımlılığından arınma
											ve şüphesiz ki aile ve
arkadaşlardan gelecek empati ve güven.
									",What is bipolar disorder?,Helen M. Farrell,5:52,"TED-Ed,mental health,medical research,brain,depression"
"
","
","
","
","
",What is bipolar disorder?,Helen M. Farrell,5:52,"TED-Ed,mental health,medical research,brain,depression"
"
											Remember, bipolar disorder 
is a medical condition,
											not a person's fault,
											or their whole identity,
											and it's something that can be controlled
											through a combination of medical 
treatments doing their work internally,
											friends and family fostering acceptance
and understanding on the outside,
											and people with bipolar disorder 
empowering themselves
											to find balance in their lives.
									","
											Lembrem-se, o distúrbio bipolar
é uma doença,
											não é culpa de ninguém,
											nem a identidade de alguém,
											mas sim algo que pode ser controlado
											através de uma combinação de tratamentos 
médicos que atuam internamente,
											o acolhimento e compreensão 
de amigos e familiares externamente,
											e as próprias pessoas com esta doença
que perseveram
											na tarefa de encontrar equilíbrio
nas suas vidas.
									","
											Recuerda, el trastorno bipolar
es una condición médica,
											no la culpa de una persona,
											o su identidad completa,
											y es algo que puede ser controlado
											a través de una combinación
de tratamientos médicos
											haciendo su trabajo internamente,
											amigos y familia fomentando la aceptación
y la comprensión en el exterior,
											y personas con trastorno bipolar
que se empoderan
											para encontrar el equilibrio en sus vidas.
									","
											N'oubliez pas que le trouble bipolaire
est une maladie,
											et non la faute d'une personne
											ou de leur personnalité,
											et la maladie peut être maîtrisée
											avec une combinaison de traitements
travaillant en interne,
											des amis et de la famille témoignant
de la tolérance et de la compréhension
											et des bipolaires qui se motivent
											pour trouver un équilibre dans leur vie.
									","
											Unutmayın ki bipolar
bozukluk bir sağlık durumudur,
											birinin hatası değildir,
											kişinin karakterini betimlemez
											ve içte bünyeye uygulanan tıbbi tedaviyle,
											dışta ise aile ve
arkadaşların teşviki ve anlayışı ile
											ve nihayetinde
bipolar bozukluğa sahip kişilerin
											hayatlarında dengeyi yakalayabilmek
adına güç dengesini ellerine alması
											kombinasyonu ile kontrol edilebilir.
									",What is bipolar disorder?,Helen M. Farrell,5:52,"TED-Ed,mental health,medical research,brain,depression"
"
","
","
","
","
",What is bipolar disorder?,Helen M. Farrell,5:52,"TED-Ed,mental health,medical research,brain,depression"
