es,pt,en,fr,de,tr,title,speaker,duration,tags
"
","
","
","
","
","
",The ghastly tragedy of the suburbs,James Howard Kunstler,19:44,"alternative energy,architecture,cars,cities,consumerism,culture,design,energy,transportation"
"
											Espacio público. Este es un buen espacio público.
											Es un lugar que vale la pena. Está bien definido.
											es enfáticamente un salón público al aire libre.
											tiene ese algo que es terriblemente importante —
											tiene lo que llamamos una membrana activa y permeable en sus bordes.
											Esa es una forma elegante de decir que tiene tiendas, bares, cafés, destinos —
											— las cosas entran y salen. Es permeable.
											La cerveza entra y sale; las meseras entran y salen;
											y eso activa el centro de este lugar, convirtiéndolo en un destino en el que la gente quiere pasar el tiempo.
											¿Saben? En estos lugares en otras culturas,
											la gente va allá voluntariamente porque les gusta.
											No necesitamos una feria artesanal aquí para lograr que la gente venga. (Risas)
											No necesitan un festival ""Kwanzaa"".
											La gente simplemente va porque es agradable estar allí.
											Pero, así es como se hace en los Estados Unidos.
									","
											Espaços públicos. 
Este é um bom espaço público.
											É um local que merece ser tratado.
											Está bem definido, é enfaticamente 
um salão público ao ar livre.
											Tem uma coisa 
que é extremamente importante.
											Tem o que se chama uma membrana 
ativa e permeável em volta.
											É uma forma pomposa de dizer 
que tem lojas, bares, cafés, destinos,
											as coisas entram e saem deste espaço.
											Ele é permeável.
											A cerveja entra e sai, 
os criados entram e saem.
											Isso ativa o centro do local 
e torna-o num local
											onde as pessoas querem estar.
											Nestes locais, noutras culturas,
											as pessoas vão lá voluntariamente 
porque gostam deles.
											Não é preciso ter uma feira de artesanato 
para atrair as pessoas.
											(Risos)
											Não é preciso haver um festival Kwanzaa.
											As pessoas vão lá 
só porque é agradável estar ali.
											Mas isto é o que fazemos nos EUA.
									","
											Public space. This is a good public space.
											It's a place worth caring about. It's well defined.
											It is emphatically an outdoor public room.
											It has something that is terribly important —
											it has what's called an active and permeable membrane around the edge.
											That's a fancy way of saying it's got shops, bars, bistros, destinations —
											things go in and out of it. It's permeable.
											The beer goes in and out, the waitresses go in and out,
											and that activates the center of this place and makes it a place that people want to hang out in.
											You know, in these places in other cultures,
											people just go there voluntarily because they like them.
											We don't have to have a craft fair here to get people to come here. (Laughter)
											You know, you don't have to have a Kwanzaa festival.
											People just go because it's pleasurable to be there.
											But this is how we do it in the United States.
									","
											L'espace public. Voici un bel espace public.
											C'est un lieu auquel on s'attache. Il est bien défini.
											Cela s'apparente clairement à une pièce publique extérieure.
											Il y a là quelque chose de terriblement important -
											Il est doté de ce qu'on appelle une membrane périphérique active et perméable.
											C'est une manière un peu compliquée de dire qu'il y a des boutiques, des bistrots et des lieux de destination—
											— on y entre, on en sort. C'est perméable.
											La bière entre et sort, les serveuses entrent et sortent,
											et cela active le centre du lieu et en fait un lieu où l'on a envie de se retrouver.
											Vous savez, dans ces lieux, dans d'autres cultures,
											les gens y vont simplement parce qu'ils aiment ça
											Ils n'ont pas besoin d'organiser une foire artisanale pour faire venir les gens (Rires)
											Vous savez, on n'a pas besoin d'un festival Kwanzaa
											Les gens viennent parce que c'est un lieu agréable.
											Mais c'est comme ça que l'on fait les choses aux Etats-Unis
									","
											Öffentlicher Raum. Das ist ein guter öffentlicher Raum.
											Es ist ein schätzenswerter Ort. Er ist gut gestaltet.
											Er ist ganz deutlich ein öffentliches Außenzimmer.
											Er besitzt etwas ungeheuer Wichtiges –
											er hat eine aktive und durchlässige Membran an seinen Rändern.
											Das ist eine etwas ausgefallene Art um auszudrücken, dass es in ihm Läden, Bars, Bistros, Zielorte gibt –
											– Bereiche zum Betreten und zum Verlassen. Er ist durchlässig.
											Das Bier geht rein und wieder raus, die Kellnerinnen gehen rein und raus,
											und das aktiviert das Zentrum dieses Ortes und macht ihn zu einem Ort, an dem Leute Zeit verbringen wollen.
											In anderen Kulturen gehen die Menschen
											freiwillig zu solchen Orten, weil sie ihnen gefallen.
											Man muss keinen Kunstgewerbemarkt veranstalten, um Leute hierher zu locken. (Gelächter)
											Man braucht kein Kwanzaa-Festival.
											Die Leute gehen dorthin, weil es da angenehm ist.
											Aber wir in den Vereinigten Staaten machen es so wie hier:
									","
											Kamusal alan. Burası,
güzel bir kamusal alan.
											Önemsemeye değen bir mekân. 
İyi oluşturulmuş.
											Açık bir şekilde umumi bir kabul salonu.
											Burası son derece önemli bir şeye sahip.
											Etrafında hareketli ve geçirgen bir zar
olarak tabir edilen bir şeyler var.
											Bu, buranın mağazalara, barlara,
küçük lokantalara, varış yerlerine,
											nesnelerin girip çıktığı yerlere
sahip olduğunu söylemenin alengirli yolu.
											Burası geçirgen.
											Bira girip çıkıyor,
garsonlar girip çıkıyor,
											bu, mekânın merkezini faal hâle getirerek
insanların takılmak istediği
											bir yer hâline getiriyor.
											Başka kültürlerde, insanlar
buralara gönüllü olarak giderler
											çünkü böyle yerleri severler.
											İnsanların buraya gelmesini sağlamak için

											burada bir el sanatları fuarı
yapmak zorunda değiliz. (Kahkahalar)
											Kvanza festivali yapmanıza da gerek yok.
											İnsanlar yalnızca orada olmak
zevkli olduğu için giderler.
											Ama biz Amerika'da böyle yapıyoruz.
									",The ghastly tragedy of the suburbs,James Howard Kunstler,19:44,"alternative energy,architecture,cars,cities,consumerism,culture,design,energy,transportation"
"
","
","
","
","
","
",The ghastly tragedy of the suburbs,James Howard Kunstler,19:44,"alternative energy,architecture,cars,cities,consumerism,culture,design,energy,transportation"
"
											Probablemente el mayor fracaso en espacio público en Estados Unidos,
											diseñado por destacados arquitectos del momento, Harry Cobb e I.M. Pei:
											La Plaza de la Alcaldía de Boston.
											Un espacio público tan deprimente que ni los borrachos perdidos quieren ir allá. (Risas)
											Y no lo podemos arreglar porque I.M. Pei aún está vivo,
											y cada año Harvard y M.I.T. hacen un comité conjunto para arreglarlo.
											Y cada año fracasan, pues no quieren herir las susceptibilidades de I.M. Pei.
									","
											Talvez o fracasso mais significativo 
de espaço público nos EUA,
											concebido pelos melhores arquitetos 
da época, Harry Cobb e I.M. Pei:
											a Hall Plaza, da cidade de Boston.
											Um espaço público tão triste 
que nem os vagabundos querem ir para lá.
											(Risos)
											E não podemos recuperá-lo, 
porque I.M. Pei ainda é vivo.
											Todos os anos Harvard e o MIT fazem
uma comissão mista para o recuperar.
											Todos os anos desistem,
para não ferir os sentimentos de I.M. Pei.
									","
											Probably the most significant public space failure in America,
											designed by the leading architects of the day, Harry Cobb and I.M. Pei:
											Boston City Hall Plaza.
											A public place so dismal that the winos don't even want to go there. (Laughter)
											And we can't fix it because I.M. Pei's still alive,
											and every year Harvard and M.I.T. have a joint committee to repair it.
											And every year they fail to because they don't want to hurt I.M. Pei's feelings.
									","
											Probablement l'échec le plus frappant en matière d'espace public aux Etats-Unis
											conçu par les architectes de pointe du moment, Harry Cobb et I.M. Pei:
											La place de l'Hôtel de Ville de Boston.
											Un espace public si déprimant que même les ivrognes n'y vont pas (Rires)
											Et nous ne pouvons y remédier car I.M. Pei est encore vivant,
											et chaque année Harvard et le M.I.T. organisent un comité pour y remédier.
											Et chaque année, c'est un échec, car ils ne veulent pas vexer I.M. Pei.
									","
											Das ist womöglich die größte Fehlkonstruktion eines öffentlichen Platzes in Amerika,
											entworfen von den damals führenden Architekten Harry Cobb und I. M. Pei –
											Boston City Hall Plaza.
											Ein so elender öffentlicher Raum, dass ihn sogar die Obdachlosen meiden. (Gelächter)
											Wir können nichts daran ändern, weil I. M. Pei noch lebt.
											Jedes Jahr bilden Harvard und das M. I. T. ein Komitee, um den Schaden zu beheben.
											Und jedes Mals scheitern sie, weil sie I. M. Peis Gefühle nicht verletzen wollen.
									","
											O günün önde gelen mimarları Harry Cobb
ve I.M. Pei tarafından tasarlanan
											ve muhtemelen Amerika'daki en önemli
kamusal alan başarısızlığı olan yer:
											Boston Belediye Binası.
											Ayyaşların bile gitmek istemediği
çok kasvetli bir kamusal alan.
											(Kahkahalar)
											Üstelik burayı düzeltemiyoruz
çünkü I. M. Pei hâlâ hayatta
											ve Harvard ile M.I.T.
burayı tamir etmek için
											her yıl ortak komite oluşturuyorlar.
											Yine de her yıl başarısız oluyorlar
çünkü I. M. Pei'yi kırmak istemiyorlar.
									",The ghastly tragedy of the suburbs,James Howard Kunstler,19:44,"alternative energy,architecture,cars,cities,consumerism,culture,design,energy,transportation"
"
","
","
","
","
","
",The ghastly tragedy of the suburbs,James Howard Kunstler,19:44,"alternative energy,architecture,cars,cities,consumerism,culture,design,energy,transportation"
"
											Este es el otro lado del edificio.
											Fue ganador de un premio internacional en diseño en, si mal no recuerdo, 1966, o algo así.
											No fue Pei y Cobb. Otra firma diseñó esto.
											Pero no hay suficiente Prozac en el mundo para que la gente se sienta bien al caminar por esta cuadra.
											Esta es la parte posterior de la Alcaldía de Boston,
											el edificio cívico más importante en Albany — perdón — en Boston.
											¿Cuál es el mensaje que emite?
											¿Cuáles son los vocabularios y gramáticas que provienen de este edificio?
											¿Y cómo nos informa sobre quiénes somos?
									","
											Este é o outro lado do edifício.
											Foi vencedor dum prémio internacional 
de ""design"" em 1966, segundo creio.
											Não foi a empresa Pei and Cobb, 
que concebeu isto,
											mas não há, em todo o mundo, 
Prozac que chegue
											para que as pessoas se sintam bem 
ao descerem este bloco.
											(Risos)
											Isto são as traseiras 
do Hall da cidade de Boston,
											o edifício mais importante, 
mais significativo em Boston.
											Qual é a mensagem que transmite?
											Quais são os vocábulos e as gramáticas 
que brotam deste edifício?
											Como é que ele nos informa 
sobre quem somos?
									","
											This is the other side of the building.
											This was the winner of an international design award in, I think, 1966, something like that.
											It wasn't Pei and Cobb, another firm designed this,
											but there's not enough Prozac in the world to make people feel OK about going down this block.
											This is the back of Boston City Hall,
											the most important, you know, significant civic building in Albany — excuse me — in Boston.
											And what is the message that is coming,
											what are the vocabularies and grammars that are coming, from this building
											and how is it informing us about who we are?
									","
											Voici l'autre façade du bâtiment.
											C'était le gagnant d'un prix international de design il me semble, en 1966, environ.
											Ce n'était ni Pei, ni Cobb, une autre firme l'a conçu.
											Mais il n'y a pas suffisamment de Prozac dans le monde pour que les gens se sentent bien dans cette rue.
											Voici l'arrière de l'Hôtel de Ville de Boston,
											l'édifice public le plus important, vous savez, le plus symbolique à Albany — pardon — à Boston
											Et quel est le message qui nous parvient —
											Quels sont les vocabulaires et les grammaires qui se dégagent de cet édifice
											et que dit l'édifice sur qui nous sommes?
									","
											Das ist die andere Seite des Gebäudes.
											Das war der Gewinner eines internationalen Design-Preises, 1966 oder so.
											Nicht von Pei und Cobb, eine andere Firma hat das entworfen.
											Es gibt auf der ganzen Welt nicht genug Prozac, um es jemandem zu ermöglichen, unbeschadet hier entlang zu gehen.
											Das ist die Rückseite der Boston City Hall,
											des wichtigsten öffentlichen Gebäudes in Albany – Entschuldigung – in Boston.
											Was ist die Botschaft,
											was ist das Vokabular und die Grammatik, die von diesem Gebäude ausgesandt wird,
											und was sagt es uns über uns selbst?
									","
											Burası binanın diğer tarafı.
											Burası bir uluslararası tasarım ödülünün
sahibiydi. 1966 yılı olması lazım.
											Bunu tasarlayan Pei ve Cobb değildi,
başka bir firma tasarlamıştı.
											Fakat insanların bu bloktan
aşağı inerken iyi hissetmeleri için
											dünyada yeterince Prozac yok.
											Burası, Albany'deki pardon Boston'daki
en önemli kentsel yapı olan
											Boston Belediye Binası'nın arkası.
											Peki gelen mesaj ne?
											Bu binadan gelen söz dağarcığı
ve dil bilgisi neler
											ve bize kim olduğumuz hakkında
nasıl bilgi verir?
									",The ghastly tragedy of the suburbs,James Howard Kunstler,19:44,"alternative energy,architecture,cars,cities,consumerism,culture,design,energy,transportation"
"
","
","
","
","
","
",The ghastly tragedy of the suburbs,James Howard Kunstler,19:44,"alternative energy,architecture,cars,cities,consumerism,culture,design,energy,transportation"
"
											Por cierto, este edificio estaría mejor si pusiéramos retratos en mosaico
											de José Stalin, Pol Pot, Saddam Hussein,
											y todos los demás dictadores sanguinarios del siglo 20 en este costado del edificio,
											pues así estaríamos expresando honestamente lo que el edificio realmente nos comunica.
											¿Saben? Ese es un edificio déspota;
											que quiere que nos sintamos como termitas. (Risas)
											Así se ve a menor escala.
											La parte trasera del centro administrativo municipal de mi pueblo, Saratoga Springs, Nueva York.
											A propósito, cuando mostré esta diapositiva a un grupo de Kiwanianos en mi pueblo,
											todos se levantaron indignados dejando su pollo cremoso. (Risas)
											Y me gritaron, diciendo:
											""¡Estaba lloviendo el día en que Usted tomó esa foto!""
											Porque se percibe meramente como un problema climáctico. (Risas)
									","
											Na verdade, seria um edifício melhor
se lhe puséssemos nas paredes
											azulejos com os retratos
de José Estaline, Pol Pot, Saddam Hussein,
											(Risos)
											e de todos os grandes déspotas 
do século XX,
											porque assim estaríamos a dizer realmente 
o que o edifício nos está a comunicar.
											Isto é um edifício déspota,
											quer que nos sintamos como térmitas.
											(Risos)
											Isto é numa escala menor:
											as traseiras do centro cívico 
na minha cidade,
											Saratoga Springs, em Nova Iorque.
											A propósito,
quando mostrei este diapositivo
											a um grupo de kiwanianos na minha cidade,
											levantaram-se indignados, 
abandonando o frango com natas.
											(Risos)
											Viraram-se para mim e gritaram:
											""Estava a chover no dia 
em que tirou esta foto!""
											Porque acharam que isto era 
um problema do tempo.
											(Risos)
									","
											This, in fact, would be a better building if we put mosaic portraits
											of Josef Stalin, Pol Pot, Saddam Hussein,
											and all the other great despots of the 20th century on the side of the building,
											because then we'd honestly be saying what the building is really communicating to us.
											You know, that it's a despotic building;
											it wants us to feel like termites. (Laughter)
											This is it on a smaller scale:
											the back of the civic center in my town, Saratoga Springs, New York.
											By the way, when I showed this slide to a group of Kiwanians in my town,
											they all rose in indignation from their creamed chicken, (Laughter)
											and they shouted at me and said,
											""It was raining that day when you took that picture!""
											Because this was perceived to be a weather problem. (Laughter)
									","
											Ce serait un plus bel édifice si on y peignait des portraits en mosaïque
											de Josef Staline, Pol Pot, Saddam Hussein,
											et de tous les grands despotes du 20ème siècle sur le côté de l'édifice,
											parce que là au moins, on pourrait penser que l'édifice communique vraiment avec nous
											Vous voyez, il s'agit là d'un édifice despotique;
											il veut qu'on se sente comme des termites. (Rires)
											Le voici à plus petite échelle.
											L'arrière du centre civique de ma ville, Saratoga Springs, New York.
											A propos, lorsque j'ai montré cette photo à un groupe de Kiwanians de ma ville,
											ils se sont tous levés avec indignation, abandonnant leur poulet à la crème. (Rires)
											Et se sont exclamés,
											""Il pleuvait ce jour là lorsque vous avez pris la photo!""
											Parce que pour eux c'était un problème météorologique. (Rires)
									","
											Es wäre wahrlich ein besseres Gebäude, wenn wir an seiner Seite Mosaik-Porträts
											von Josef Stalin, Pol Pot, Saddam Hussein
											und all den anderen großen Despoten des 20. Jahrhunderts anbrächten,
											denn dann würden wir ehrlich zugeben, was dieses Gebäude wirklich kommuniziert:
											dass es nämlich ein despotisches Gebäude ist;
											es möchte, dass wir uns wie Termiten fühlen. (Gelächter)
											Das ist eine etwas kleinere Ausprägung.
											Die Rückseite des Gemeindezentrums meiner Stadt, Saratoga Springs, New York.
											Als ich das Dia ein paar Leuten aus dem örtlichen Kiwanis Club [Geschäftsleuten] zeigte,
											standen sie alle empört von ihrem Hähnchen mit Rahmspinat auf. (Gelächter)
											Sie riefen:
											""Es hat ja auch geregnet, als Sie das Foto gemacht haben!""
											Das Ganze wurde also lediglich als ein Wetterproblem angesehen. (Gelächter)
									","
											Aslında eğer binanın yanına Josef Stalin,
Pol Pot, Saddam Hüseyin
											ve 20. yüzyılın diğer büyük tiranlarının
mozaik portrelerini koysaydık
											daha güzel olabilirdi çünkü o zaman
binanın bizimle nasıl iletişim kurduğunu
											açıkça söyleyebiliyor olurduk.
											Burası bizim termit gibi
hissetmemizi isteyen
											despotik bir yapı. (Kahkahalar)
											Burası benim şehrim olan Saratoga Springs,
New York'ta mevcut ve daha ufak çaptaki
											şehir merkezinin arka kısmı.
											Bu arada, bu sunumu şehrimdeki bir grup
Kiwanian gönüllüsüne gösterdiğimde
											kremalı tavuklarından hep birlikte
öfkeyle ayağa kalktılar (Kahkahalar)
											ve bana bağırarak şöyle dediler:
											""Bu fotoğrafı çektiğinde hava yağışlıydı!""
											Çünkü bu bir hava sorunu
olarak algılandı. (Kahkahalar)
									",The ghastly tragedy of the suburbs,James Howard Kunstler,19:44,"alternative energy,architecture,cars,cities,consumerism,culture,design,energy,transportation"
"
","
","
","
","
","
",The ghastly tragedy of the suburbs,James Howard Kunstler,19:44,"alternative energy,architecture,cars,cities,consumerism,culture,design,energy,transportation"
"
											Este es un edificio diseñado como un reproductor de DVD. (Risas)
											Salida de audio, fuente de energía —
											y miren, saben que estas cosas son importantes trabajos arquitectónicas para las firmas. ¿Cierto?
											Contratamos firmas para que diseñen estas cosas.
											Pueden ver exáctamente lo que pasó, a las tres de la mañana en la reunión sobre el diseño.
											¿Saben? Ocho horas antes del vencimiento del plazo,
											cuatro arquitectectos tratando de terminar este edificio a tiempo. ¿No?
											Están sentados aquí en la mesa larga en la sala de juntas
											con todos los dibujos, y las propuestas,
											y todas las cajitas de comida china dispersas sobre la mesa, y —
											Quiero decir, ¿Qué tipo de conversación sucedió allí? (Risas)
											Porque ustedes saben cuál fue la última palabra, la última frase que se pronunció en esa reunión.
											Fue: ""¡A la mierda!"". (Risas) (Aplausos)
									","
											Isto é um edifício
concebido como um leitor de DVD.
											(Risos)
											Entrada do áudio, fonte de alimentação.
											(Risos)
											Vocês sabem que isto 
é um trabalho arquitetural
											importante para as empresas.
											Contratamos empresas 
para conceber estas coisas.
											Podemos imaginar o que passou, 
às três da manhã, na reunião de ""design"",
											ou seja, oito horas antes do fim do prazo.
											Quatro arquitetos a tentar 
finalizar o edifício a tempo.
											Estão sentados em volta 
da comprida mesa do salão
											com todos os desenhos e ilustrações,
											todas as embalagens de comida chinesa 
por cima da mesa...
											— que conversa é que estava ali a haver?
											(Risos)
											Sabem quais foram as últimas palavras, 
a última frase daquela reunião?
											""Que se lixe!""
											(Risos)
											(Aplausos)
									","
											You know, this is a building designed like a DVD player. (Laughter)
											Audio jack, power supply —
											and look, you know these things are important architectural jobs for firms, right?
											You know, we hire firms to design these things.
											You can see exactly what went on, three o'clock in the morning at the design meeting.
											You know, eight hours before deadline,
											four architects trying to get this building in on time, right?
											And they're sitting there at the long boardroom table
											with all the drawings, and the renderings,
											and all the Chinese food caskets are lying on the table, and —
											I mean, what was the conversation that was going on there? (Laughter)
											Because you know what the last word was, what the last sentence was of that meeting.
											It was: ""Fuck it."" (Laughter) (Applause)
									","
											Vouz voyez, cet édifice est conçu comme un lecteur DVD. (Rires)
											Sortie audio, alimentation —
											Et regardez, vous savez que ces commandes sont importantes pour les grands cabinets d'architectes, non?
											Vous voyez, nous employons des grandes boîtes pour concevoir tout ça.
											Vous voyez ici exactement ce qui s'est passé à trois heures du matin en réunion design.
											Huit heures avant la date limite,
											quatre architectes essayent de soumettre une proposition dans les délais.
											Et ils sont assis à la longue table de la salle de conférence
											avec tous leurs dessins, et croquis en situation,
											avec des emballages de plats chinois à emporter sur la table, et —
											Quelle pouvait bien être leur conversation à ce moment là? (Rires)
											Parce qu'il faut savoir quel était leur dernier mot, la dernière phrase de la réunion.
											C'était: ""On s'en fout"" (Rires) (Applaudissements)
									","
											Dieses Gebäude ist wie ein DVD-Player gebaut. (Gelächter)
											Audio-Buchse, Stromzufuhr –
											Man weiß ja, dass dies wichtige Baujobs für Firmen bedeuten.
											Wir beauftragen Firmen damit, diese Gebäude zu entwerfen.
											Sie können genau sehen, was passiert ist, nachts um drei beim Planungs-Meeting.
											Acht Stunden vor der Deadline,
											vier Architekten versuchen, dieses Gebäude rechtzeitig hinzubekommen.
											Sie sitzen da am Konferenztisch
											mit all den Zeichnungen und Entwürfen,
											und die Kartons mit chinesischem Essen liegen auf dem Tisch –
											wie lief wohl das Gespräch zwischen ihnen ab? (Gelächter)
											Man kann sich denken, was das letzte Wort, der letzte Satz dieses Meetings war.
											Er war: ""Scheiß drauf."" (Gelächter) (Applaus)
									","
											Burası DVD çalar gibi tasarlanmış
bir bina. (Kahkahalar)
											Ses girişi, güç kaynağı...
											Bildiğiniz üzere bunlar mimarlıkta
önemli şeyler, öyle değil mi?
											Firmalarla bu tür şeylerden
tasarlasınlar diye anlaşma yaparız.
											Neler olup bittiğini sabah üçteki tasarım
toplantısında tam anlamıyla görebiliriz.
											Teslim tarihinden sekiz saat önce,
											dört mimar binayı tam zamanında
teslim etmeye çalışırlar, değil mi?
											Uzun toplantı masasına
											tüm proje ve taslaklarla
birlikte otururlar
											ve Çin yemeklerinin kutusu
masanın üzerinde durur.
											Cidden orada konuşulan
muhabbet neydi? (Kahkahalar)
											O toplantıdaki son sözün, son cümlenin
ne olduğunu siz biliyorsunuz.
											İşte o cümle: ""Kahretsin.""
(Kahkahalar) (Alkışlar)
									",The ghastly tragedy of the suburbs,James Howard Kunstler,19:44,"alternative energy,architecture,cars,cities,consumerism,culture,design,energy,transportation"
"
","
","
","
","
","
",The ghastly tragedy of the suburbs,James Howard Kunstler,19:44,"alternative energy,architecture,cars,cities,consumerism,culture,design,energy,transportation"
"
											Eso — ese es el mensaje de esta forma arquitectónica.
											El mensaje es: ¡Nos importa un carajo! Nos importa un carajo.
											Entonces, volví en el día más agradable del año, sólo para —
											ya saben, hacer una prueba de realismo.
											De hecho, él ni siquiera entra porque —
											no es lo suficientemente llamativo para sus clientes,
											ya saben, los ladrones, los asaltantes.
											No tiene suficiente riqueza cívica para que les interese pasar por ahí.
											Bueno.
									","
											É essa a mensagem 
deste tipo de arquitetura.
											A mensagem é:
											""Estamo-nos nas tintas!
Estamo-nos nas tintas!"".
											(Risos)
											Voltei lá no dia mais bonito do ano,
											só para fazer um teste de realidade.
											Na verdade, nem este vai lá abaixo,
											(Risos)
											porque não há lá nada que interesse 
aos seus clientes,
											estão a ver, os ladrões, os assaltantes.
											Civicamente, não é suficientemente 
rica para lá ir.
											(Risos)
									","
											That — that is the message of this form of architecture.
											The message is: We don't give a fuck! We don't give a fuck.
											So I went back on the nicest day of the year, just to —
											you know — do some reality testing,
											and in fact, he will not even go down there because (Laughter)
											it's not interesting enough for his clients,
											you know, the burglars, the muggers.
											It's not civically rich enough for them to go down there.
											OK.
									","
											C'est bien ça — le message qui provient de cette forme d'architecture.
											Le message dit: On s'en fout! On s'en fout!
											Alors j'y suis retourné le plus beau jour de l'année, juste pour —
											juste pour vérifier.
											Et en fait, même lui n'ira pas car —
											ce n'est pas assez intéressant pour ses clients,
											vous savez, les voleurs, les agresseurs.
											Ce n'est pas civiquement assez riche pour qu'ils y aillent.
											OK.
									","
											Und genau das ist die Botschaft dieser Form von Architektur.
											Die Botschaft lautet: Wir scheißen drauf! Wir scheißen drauf.
											Ich kehrte am schönsten Tag des Jahres dorthin zurück, nur um –
											wissen Sie, einfach nur für einen Wirklichkeitstest.
											Und tatsächlich will nicht mal er hier da lang gehen,
											weil es hier nicht interessant genug ist für seine Kunden,
											die Einbrecher und Räuber.
											Es sind nicht genug Leute für sie da.
											OK.
									","
											Bu suretteki bir mimarinin mesajı budur.
											Verilen mesaj: ""Umurumuzda değil.""
											Sırf gerçeği değerlendirme
testi yapmak için
											yılın en güzel gününe gidelim.
											Aslına bakarsanız o bile buraya gitmiyor
											çünkü onun müşterileri için yani hırsız,
soyguncular için yeterince ilginç değil.
											Burada onlar için bile
şehirsel olarak bir zenginlik yok.
											Peki.
									",The ghastly tragedy of the suburbs,James Howard Kunstler,19:44,"alternative energy,architecture,cars,cities,consumerism,culture,design,energy,transportation"
"
","
","
","
","
","
",The ghastly tragedy of the suburbs,James Howard Kunstler,19:44,"alternative energy,architecture,cars,cities,consumerism,culture,design,energy,transportation"
"
											El modelo de la ""Calle Principal EEUU"" —
											por cierto, este modelo para la construcción de manzanas en el centro, es bastante universal, está en todo el mundo.
											No es tan complicado —
											edificios de más de un piso, construidos hasta el borde de la banqueta,
											para que la gente — todo tipo de gente — pueda ingresar al edificio.
											Se pueden realizar otras actividades en los pisos superiores,
											ya saben, apartamentos, oficinas, y demás.
											Se facilita esta actividad llamada ""hacer compras"" en el primer piso.
											Eso no lo han aprendido en Monterey (California, EE.UU.; sede de la conferencia).
											Si van a la esquina de la intersección principal justo en frente de este centro de conferencias,
											verán una intersección con cuatro paredes en blanco en cada esquina.
											Es realmente increíble.
									","
											O padrão de uma rua normal nos EUA
											— este padrão de blocos de construção 
é universal por todo o mundo —
											não é complicado:
											edifícios com mais de um piso, 
construídos à beira do passeio
											para permitir a entrada no edifício 
de todo o tipo de pessoas.
											São possíveis outras atividades 
nos andares de cima,
											apartamentos, escritórios, etc.
											Pode prever-se a atividade, 
chamada comércio no piso térreo.
											Em Monterey não aprenderam isto.
											Se forem até ao cruzamento principal, 
mesmo em frente do centro de congressos,
											verão uma intersecção com quatro paredes 
em branco em cada esquina.
											É realmente incrível!
									","
											The pattern of Main Street USA —
											in fact, this pattern of building downtown blocks, all over the world, is fairly universal.
											It's not that complicated:
											buildings more than one story high, built out to the sidewalk edge,
											so that people who are, you know, all kinds of people can get into the building.
											Other activities are allowed to occur upstairs,
											you know, apartments, offices, and so on.
											You make provision for this activity called shopping on the ground floor.
											They haven't learned that in Monterey.
											If you go out to the corner right at the main intersection right in front of this conference center,
											you'll see an intersection with four blank walls on every corner.
											It's really incredible.
									","
											Le motif de la rue principale aux Etats-Unis —
											en fait, ce schéma de centre ville est assez universel, partout dans le monde.
											Ce n'est pas si compliqué —
											les immeubles de plus d'un étage sont construits près du trottoir,
											afin que les gens — vous savez, toutes sortes de gens, puissent accéder à l'immeuble.
											D'autres activités peuvent occuper l'étage supérieur,
											vous savez, des appartements, des bureaux, etc.
											Vous gardez de l'espace pour cette activité dite ""shopping"" au rez-de-chaussée.
											Ils n'ont pas encore appris cela à Monterey.
											Si vous allez au coin à droite de l'intersection principale juste en face du centre de conférence
											vous verrez une intersection avec quatre murs à chaque virage.
											C'est vraiment incroyable.
									","
											Das Muster der US-amerikanischen Hauptstraße,
											dieses Muster von innerstädtischen Häuserblocks ist auf der ganzen Welt ziemlich ähnlich.
											Es ist nicht sehr kompliziert –
											mehrstöckige Gebäude, die bis an den Bürgersteig heranreichen,
											sodass alle möglichen Leute in das Gebäude hineingehen können.
											In den oberen Stockwerken finden andere Aktivitäten statt,
											Wohnungen, Büros und so weiter.
											Im Erdgeschoss gibt es die Möglichkeit, dieser Aktivität, Shopping genannt, nachzugehen.
											Das haben sie in Monterey nicht begriffen.
											Wenn man an die Hauptkreuzung vor diesem Konferenzzentrum tritt,
											sieht man eine Kreuzung mit vier nackten Wänden an jeder Ecke.
											Das ist wirklich unglaublich.
									","
											ABD'deki ana yol modeli.
											Aslında caddenin iki yanına inşa edilmiş
bina modelleri oldukça evrensel bir model.
											Fazla karmaşık değil.
											Bir kattan yüksek yapılar,
kaldırım kenarına inşa edilir
											böylece envaiçeşit insan
binanın içine girebilir.
											Diğer faaliyetlerin üst katlarda
olmasına olanak sağlanır.
											Daireler, ofisler vs.
											Zemin katta ise bu faaliyetler için
adına alışveriş denilen yerler ayrılır.
											Bunu Monterey'de öğrenemediler.
											Eğer ana kavşağın sağ köşesinin hemen
önündeki konferans merkezine giderseniz
											her köşede, geçiş yeri olmayan
dört tane duvar göreceksiniz.
											Gerçekten akıl almaz.
									",The ghastly tragedy of the suburbs,James Howard Kunstler,19:44,"alternative energy,architecture,cars,cities,consumerism,culture,design,energy,transportation"
"
","
","
","
","
","
",The ghastly tragedy of the suburbs,James Howard Kunstler,19:44,"alternative energy,architecture,cars,cities,consumerism,culture,design,energy,transportation"
