es,tr,en,de,title,speaker,duration,tags
"
","
","
","
",How reliable is your memory?,Elizabeth Loftus,17:36,"memory,psychology,science,crime,mind,cognitive science,sight,brain,neuroscience,bioethics,medical research,mental health,morality"
"
											En ese momento empecé a trabajar en este caso,
											tratando de entender
											cómo esa víctima pasó de
											""ese es el más parecido""
											a ""estoy completamente segura
de que ese es el hombre"".
									","
											Ben tam olarak bu olaydan sonra dava üzerinde çalışmaya başladım.
											Nasıl oldu da
											Tecavüz mağduru fikrini
											""Bu fotoğraf tecavüzcüye çok benziyor"" yerine
											""Tecavüzcünün bu adam olduğundan kesinlikle eminim."" olarak değiştirdi.
									","
											And that's when I really started working on this case,
											trying to figure out
											how did that victim go from
											""That one's the closest""
											to ""I'm absolutely positive that's the guy.""
									","
											Genau hier begann ich 
mich näher mit dem Fall zu beschäftigen.
											Ich versuchte herauszufinden,
											wie sich die Aussage 
des Opfers von:
											""Dieser Mann sieht dem Täter 
am ähnlichsten.""
											zu: ""Ich bin mir absolut sicher, 
dass er der Täter ist."" entwickelte.
									",How reliable is your memory?,Elizabeth Loftus,17:36,"memory,psychology,science,crime,mind,cognitive science,sight,brain,neuroscience,bioethics,medical research,mental health,morality"
"
","
","
","
",How reliable is your memory?,Elizabeth Loftus,17:36,"memory,psychology,science,crime,mind,cognitive science,sight,brain,neuroscience,bioethics,medical research,mental health,morality"
"
											Bien, Titus estaba consumido con el proceso civil.
											Invertía cada momento del día pensando en ello,
											y justo unos días antes de su cita en la corte,
											se despertó en la mañana,
											doblegado por el dolor,
											y murió de un ataque cardíaco asociado al stress.
											Tenía 35 años.
									","
											Titus bu davayla uğraşmaktan tükenmişti.
											Davayı düşünmeden geçirdiği tek bir dakikası bile olmuyordu.
											Kendi açtığı davadan sadece birkaç gün önce
											bir sabah
											acı içerisinde uyandı
											ve stres kaynaklı bir kalp krizi sebebiyle hayatını kaybetti.
											Henüz 35 yaşındaydı.
									","
											Well, Titus was consumed with his civil case.
											He spent every waking moment thinking about it,
											and just days before he was to have his day in court,
											he woke up in the morning,
											doubled over in pain,
											and died of a stress-related heart attack.
											He was 35 years old.
									","
											Sein Zivilprozess 
beschäftigte Titus sehr.
											Jeder seiner Gedanken 
drehte sich darum,
											und nur ein paar Tage 
vor Prozessbeginn
											wachte er morgens auf,
											krümmte sich vor Schmerzen
											und starb an einem 
stressbedingten Herzinfarkt.
											Er war erst 35 Jahre alt.
									",How reliable is your memory?,Elizabeth Loftus,17:36,"memory,psychology,science,crime,mind,cognitive science,sight,brain,neuroscience,bioethics,medical research,mental health,morality"
"
","
","
","
",How reliable is your memory?,Elizabeth Loftus,17:36,"memory,psychology,science,crime,mind,cognitive science,sight,brain,neuroscience,bioethics,medical research,mental health,morality"
"
											Así que se me pidió trabajar en el caso de Titus
											porque soy psicóloga investigadora.
											Estudio la memoria. Lo he hecho por décadas.
											Si encuentro a alguien en un avión
											— esto ME pasó en camino hacia Escocia —
											conocí a una persona en el avión,
											y nos preguntamos el uno al otro, ""¿Qué haces? ¿Qué haces?""
											Yo le dije: ""Estudio la memoria"".
											Usualmente empiezan a contarme sus 
problemas para recordar nombres,
											que tienen un pariente con Alzheimer
											o algún tipo de problema con la memoria.
											Entonces tengo que decir que
											mi trabajo no es sobre cómo la gente olvida.
											Estudio lo contrario: cómo recuerdan,
											cuando recuerdan cosas que no ocurrieron
											o si recuerdan cosas diferentes
											de cómo sucedieron en verdad.
											Estudio falsos recuerdos.
									","
											Psikoloji uzmanı olduğum için
											benden Titus'un davası üzerinde çalışmam istendi.
											Ben hatırlama problemleri üzerinde çalışıyorum. Yıllardır bu konuda araştırmalar yapıyorum.
											Uçakta biriyle tanıştığım zaman,
											Bu olay İskoçya'ya giderken yaşanmıştı.
											Uçakta biriyle tanıştığım zaman,
											Birbirimize ""Ne işle uğraşıyorsun?"" diye sorarız.
											Ben ""Hatırlama problemleri üzerinde çalışıyorum."" derim.
											Genellikle insanlar bana isimleri hatırlamakta yaşadıkları zorluklardan,
											Alzheimer'lı olan bir yakınlarından,
											veya benzer hafıza problemlerinden bahsederler.
											Fakat onlara söylemek zorundayım ki;
											Ben insanların unuttukları konular üzerinde değil
											tam tersine, insanların hatırladıkları konular üzerinde çalışıyorum.
											Örneğin hatırladıklarını düşündükleri yaşanmayan olaylar
											veya gerçekte onların hatırladıklarından
											farklı şekilde olan olaylar.
											Ben sahte anılar üzerinde çalışıyorum.
									","
											So I was asked to work on Titus' case
											because I'm a psychological scientist.
											I study memory. I've studied memory for decades.
											And if I meet somebody on an airplane —
											this happened on the way over to Scotland —
											if I meet somebody on an airplane,
											and we ask each other, ""What do you do? What do you do?""
											and I say ""I study memory,""
											they usually want to tell me how they have trouble remembering names,
											or they've got a relative who's got Alzheimer's
											or some kind of memory problem,
											but I have to tell them
											I don't study when people forget.
											I study the opposite: when they remember,
											when they remember things that didn't happen
											or remember things that were different
											from the way they really were.
											I study false memories.
									","
											Ich wurde gebeten, 
Titus' Fall zu untersuchen,
											weil ich Spezialistin auf dem 
Gebiet der Psychologie bin.
											Ich beschäftige mich bereits 
seit Jahrzehnten mit Erinnerungen.
											Wenn ich im Flugzeug
jemandem begegne
											— das war auf einem Flug 
nach Schottland —
											wenn ich im Flugzeug
jemanden kennen lerne
											und man fragt sich gegenseitig 
""Was machst du so?""
											und ich antworte: 
""Ich untersuche Erinnerungen."",
											dann erzählt mir die Person in der Regel, 
wie schlecht sie Namen behalten kann
											oder dass sie Verwandte
mit Alzheimer
											oder irgendeinem
Gedächtnisproblem hat.
											Ich muss der Person dann erklären,
											dass ich nicht an dem interessiert bin, 
was die Menschen vergessen.
											Im Gegenteil, ich untersuche das, 
woran sich die Menschen erinnern,
											z. B. wenn sie sich an Dinge erinnern, 
die nie passiert sind,
											oder an Dinge,
											die von der Realität abweichen.
											Ich erforsche falsche Erinnerungen.
									",How reliable is your memory?,Elizabeth Loftus,17:36,"memory,psychology,science,crime,mind,cognitive science,sight,brain,neuroscience,bioethics,medical research,mental health,morality"
"
","
","
","
",How reliable is your memory?,Elizabeth Loftus,17:36,"memory,psychology,science,crime,mind,cognitive science,sight,brain,neuroscience,bioethics,medical research,mental health,morality"
"
											Tristemente, Steve Titus no es la única persona
											que ha sido condenada basado en
los falsos recuerdos de alguien.
											En un proyecto en los EE.UU.,
											se recopiló información
											acerca de 300 inocentes,
											300 acusados condenados
por crímenes que no cometieron.
											Personas que pasaron 10, 20, 30 años en prisión por estos crímenes,
											y después las pruebas de ADN demostraron
											que en realidad eran inocentes.
											Cuando se analizaron,
											tres cuartas partes
											ocurrieron por fallas de memoria, recuerdos imperfectos de los testigos.
									","
											Ne yazık ki, Steve Titus birinin sahte anısı yüzünden
											hapse giren tek kişi değil.
											Amerika'da bir projede,
											300 masum kişiden
											bilgi toplandı.
											İşlemedikleri bir suç yüzünden hapis yatan 300 kişi
											Bu suçlar yüzünden 10,20,30 yıl boyunca hapiste yattılar
											ve şimdi DNA testi
											onların masum olduğunu kanıtladı.
											Bu davalar incelendiğinde,
											dörtte üçü
											görgü tanıklarının sahte anıları yüzünden kaynaklanıyordu.
									","
											Unhappily, Steve Titus is not the only person
											to be convicted based on somebody's false memory.
											In one project in the United States,
											information has been gathered
											on 300 innocent people,
											300 defendants who were convicted of crimes they didn't do.
											They spent 10, 20, 30 years in prison for these crimes,
											and now DNA testing has proven
											that they are actually innocent.
											And when those cases have been analyzed,
											three quarters of them
											are due to faulty memory, faulty eyewitness memory.
									","
											Leider war Steve Titus 
nicht die erste Person,
											die falschen Erinnerungen 
zum Opfer gefallen ist.
											Im Rahmen eines Projektes 
in den USA
											wurden Informationen
											über 300 unschuldige 
Menschen gesammelt,
											300 Beklagte verurteilt für Verbrechen, 
die sie nicht begangen hatten.
											Dennoch verbrachten sie 10, 20,
30 Jahre im Gefängnis,
											bis DNA-Tests 
nachweisen konnten,
											dass sie eigentlich 
unschuldig waren.
											Untersuchungen 
dieser Fälle zeigten,
											dass drei Viertel
											auf falschen Erinnerungen 
der Zeugen beruhten.
									",How reliable is your memory?,Elizabeth Loftus,17:36,"memory,psychology,science,crime,mind,cognitive science,sight,brain,neuroscience,bioethics,medical research,mental health,morality"
"
","
","
","
",How reliable is your memory?,Elizabeth Loftus,17:36,"memory,psychology,science,crime,mind,cognitive science,sight,brain,neuroscience,bioethics,medical research,mental health,morality"
"
											Entonces, ¿por qué?
											Como los jurados que condenaron a todos esos inocentes
											y los que condenaron a Titus,
											mucha gente cree que la memoria
											funciona como un dispositivo de grabación.
											Sólo necesitas grabar la información,
											luego la buscas y la reproduces, como
											cuando quieres respuestas a preguntas o hay que identificar imágenes.
											Pero décadas de trabajo en psicología
											han mostrado que esto simplemente no es cierto.
											Nuestros recuerdos son constructivos.
											Son reconstrutivos.
											La memoria funciona más como una página de Wikipedia,
											puedes ir y cambiarla, y también pueden hacerlo otros .
											Empecé a estudiar este proceso constructivo de la memoria
											en los años 70.
											Hice experimentos que implicaban mostrar a la gente
											crímenes y accidentes simulados
											y luego les preguntaba acerca de lo que recordaban.
											En un estudio, mostramos a la gente un accidente
											y les preguntamos,
											¿Qué tan rápido iban los autos cuando chocaron?
											Y a otros les preguntamos,
											¿Que tan rápido iban los autos cuando se estrellaron?
											Si en la pregunta decíamos ""estrellaron"",
											los testigos decían que los autos iban más rápido,
											y más aún, si en la pregunta se decía ""estrellaron""
											eso hacía que la gente se inclinara por decir
											que vieron vidrios rotos en la escena del accidente
											cuando no había ninguno en absoluto.
											En otro estudio, mostrábamos un accidente simulado
											donde un auto atravesaba una intersección con una señal de ""pare"",
											y les preguntábamos insinuando que había una señal de ""ceda el paso"",
											muchos testigos nos decían que recordaban haber visto la señal de ""ceda el paso""
											en la intersección, no el ""pare"".
									","
											Peki, neydi bunun sebebi ?
											Bütün o masum insanları ve
											Titus'u suçlu bulan jüri üyeleri gibi
											çoğu insan hafızanın
											bir kayıt cihazı gibi çalıştığına inanıyor.
											Bilgiyi sadece kaydedersin,
											Daha sonra soruları yanıtlamak veya
											görüntüleri teşhis etmek istediğinde tekrar hatırlarsın
											Fakat onlarca yıllık çalışmalar
											gösteriyor ki bu tam olarak doğru değil.
											Hafızalarımız yapıcı.
											Onlar yeniden kurgulayıcı.
											Hafızanın çalışma prensibi bir Wikipedia sayfasınınki gibidir.
											Bilgilere ulaşıp onları değiştirebilirsin fakat diğer insanlar da bunu yapabilir.
											Kurgulayıcı bellek sürecini incelemeye
											1970'lerde başladım.
											Yaptığım deneylerde insanlara kurgulanmış sahte suç
											ve kazalar göstererek
											onlara bu konuda neler hatırladıklarını sordum.
											Bir araştırmada insanlara kurgulanmış bir kaza gösterdik
											arabaların çarpıştığı esnada
											ne kadar hızlı gittiğini sorduk.
											Bazı insanlara da,
											arabaların birbirine girdiği anda ne kadar hızlı gittiğini sorduk.
											Birbirine girdiği anda dediğimiz zaman,
											görgü tanıkları bize arabaların daha hızlı gittiklerini söylediler,
											dahası, soruyu bu şekilde sormak
											kaza mahallinde kırık cam olmamasına rağmen
											insanları bize kırık cam gördüklerini
											söylemeye yöneltti.
											Başka bir araştırmada, insanlara bir arabanın dur işareti olan
											bir kavşaktan geçtiği sahte bir kaza gösterdik
											ve soru sorarken insanlara yol ver işareti olduğunu ima ettiğimiz zaman,
											çoğu görgü tanığı bize kavşakta dur işaretini değil
											yol ver işaretini hatırladıklarını söyledi.
									","
											Well, why?
											Like the jurors who convicted those innocent people
											and the jurors who convicted Titus,
											many people believe that memory
											works like a recording device.
											You just record the information,
											then you call it up and play it back
											when you want to answer questions or identify images.
											But decades of work in psychology
											has shown that this just isn't true.
											Our memories are constructive.
											They're reconstructive.
											Memory works a little bit more like a Wikipedia page:
											You can go in there and change it, but so can other people.
											I first started studying this constructive memory process
											in the 1970s.
											I did my experiments that involved showing people
											simulated crimes and accidents
											and asking them questions about what they remember.
											In one study, we showed people a simulated accident
											and we asked people,
											how fast were the cars going when they hit each other?
											And we asked other people,
											how fast were the cars going when they smashed into each other?
											And if we asked the leading ""smashed"" question,
											the witnesses told us the cars were going faster,
											and moreover, that leading ""smashed"" question
											caused people to be more likely to tell us
											that they saw broken glass in the accident scene
											when there wasn't any broken glass at all.
											In another study, we showed a simulated accident
											where a car went through an intersection with a stop sign,
											and if we asked a question that insinuated it was a yield sign,
											many witnesses told us they remember seeing a yield sign
											at the intersection, not a stop sign.
									","
											Aber warum ist das so?
											So wie die Geschworenen, 
die diese Unschuldigen
											und auch Titus 
für schuldig befanden,
											glauben viele Menschen, 
dass das Gedächtnis
											wie ein Aufnahmegerät 
funktioniert.
											Man speichert 
die Informationen einfach,
											und ruft sie dann ab 
und gibt sie wieder,
											wenn man Fragen beantworten 
oder Bilder identifizieren will.
											Jahrzehnte 
psychologischer Forschung
											haben allerdings gezeigt, 
dass das nicht der Fall ist.
											Unsere Erinnerungen 
sind konstruktiv.
											Sie sind rekonstruktiv.
											Erinnerungen sind ein bisschen 
wie eine Wikipedia-Seite:
											Man kann sie abrufen 
und Änderungen vornehmen,
											andere allerdings auch.
											Ich untersuchte diesen konstruktiven 
Erinnerungsprozess zum ersten Mal
											in den 1970er Jahren.
											Im Rahmen meiner Experimente 
zeigte ich Versuchspersonen
											simulierte Verbrechen und Unfälle
											und fragte sie im Anschluss, 
woran sie sich erinnern konnten.
											In einer Studie zeigten wir 
den Teilnehmern einen simulierten Unfall
											und fragten eine Gruppe,
											wie schnell die Autos fuhren, 
als sie aufeinander trafen.
											Eine andere Gruppe 
fragten wir,
											wie schnell die Autos fuhren, 
als sie ineinander krachten.
											Wenn wir die Frage mit dem 
Wortlaut ""krachten"" stellten,
											wurde uns gesagt, 
die Autos seien schneller gefahren.
											Außerdem führte 
diese Suggestivfrage dazu,
											dass die Versuchspersonen 
uns eher
											von zerbrochenem Glas 
am Unfallort berichteten,
											obwohl es überhaupt kein 
zerbrochenes Glas gab.
											In einer weiteren Studie zeigten wir 
einen simulierten Unfall,
											bei dem ein Auto trotz Stoppschild 
über eine Kreuzung fuhr.
											Als wir andeuteten, dass es sich 
um ein Vorfahrtsschild handelte,
											erzählten uns viele Zeugen, 
dass sie sich an das Vorfahrtsschild
											an der Kreuzung erinnern konnten.
									",How reliable is your memory?,Elizabeth Loftus,17:36,"memory,psychology,science,crime,mind,cognitive science,sight,brain,neuroscience,bioethics,medical research,mental health,morality"
"
","
","
","
",How reliable is your memory?,Elizabeth Loftus,17:36,"memory,psychology,science,crime,mind,cognitive science,sight,brain,neuroscience,bioethics,medical research,mental health,morality"
