en,fr,pt,tr,es,title,speaker,duration,tags
"
","
","
","
","
",A tribute to nurses,Carolyn Jones,10:48,"cancer,empathy,community,compassion,health,family,humanity,health care,medicine,life,personal growth,society,TEDMED,death"
"
											Joanne Staha and my admiration for her
											marked the beginning of my journey
into the world of nurses.
											A few years later,
I was asked to do a project
											that would celebrate
the work that nurses do.
											I started with Joanne,
											and I met over 100 nurses
across the country.
											I spent five years interviewing,
photographing and filming nurses
											for a book and a documentary film.
											With my team,
											we mapped a trip across America
that would take us to places
											dealing with some of the biggest
public health issues facing our nation —
											aging, war, poverty, prisons.
											And then we went places
											where we would find
the largest concentration of patients
											dealing with those issues.
											Then we asked hospitals and facilities
to nominate nurses
											who would best represent them.
									","
											Joanne Staha et mon admiration pour elle
											ont marqué le début de mon voyage
dans le monde des infirmiers.
											Quelques années après,
on m'a demandé de faire un projet
											qui célébrerait le travail
accompli par les infirmiers.
											J'ai commencé avec Joanne,
											j'ai rencontré plus de 100 infirmiers
à travers le pays.
											J'ai passé cinq ans à interviewer,
photographier et filmer des infirmiers
											pour un livre et un film documentaire.
											Avec mon équipe,
											nous avons prévu un voyage en Amérique
nous emmenant dans des lieux faisant face
											à certains des problèmes de santé publique
les plus importants de notre nation —
											le vieillissement, la guerre,
la pauvreté, les prisons.
											Puis nous avons été
											là où nous pouvions trouver
la plus grande concentration de patients
											faisant face à ces problèmes.
											Puis nous avons demandé à des hôpitaux
et structures de nommer des infirmiers
											qui les représenteraient au mieux.
									","
											Joanne Staha e minha admiração por ela
											marcou o início da minha incursão
ao mundo dos enfermeiros.
											Alguns anos depois,
propuseram-me fazer um projeto
											que celebrasse
o trabalho dos enfermeiros.
											Eu comecei pela Joanne,
											E conheci mais de 100 enfermeiros
por todo o país.
											Eu passei cinco anos a entrevistar,
a fotografar e a filmar enfermeiros
											para um livro e um documentário.
											Com a minha equipa,
											traçámos um itinerário no mapa dos EUA
que nos levaria a lugares
											que lidam com alguns dos maiores
problemas de saúde pública da nossa nação
											— envelhecimento, guerra,
pobreza, prisões.
											E depois fomos a lugares
											onde se encontravam
as maiores concentrações de pacientes
											que lidam com esses problemas.
											Pedimos aos hospitais e instituições
para nomear os enfermeiros
											que melhor os representassem.
									","
											Joanne Staha ve ona olan hayranlığım
											benim hemşireler dünyasına
seyahatimi başlatan şeydir.
											Birkaç yıl sonra benden
hemşirelerin yaptığı işi
											takdir edecek bir proje istendiğinde

											işe Joanne ile başladım
											ve bütün ülkede 100'den fazla
hemşire ile buluştum.
											Bir belgesel film ve kitap için
beş yıl boyunca hemşirelerle
											görüşmeler yaptım ve fotoğraflar çektim.
											Takımımla birlikte
											bütün Amerika'da, yaşlanma, savaş
yoksulluk, cezaevleri gibi nedenlerle
											ülkemizin karşılaştığı en ciddi 
halk sağlığı sorunları yaşanan yerlere
											yolculuklar planladık.
											Sonra bu sorunlarla
											mücadele eden hastaların
en çok yoğunlaştığı
											bölgelere gittik.
											Sonra hastanelerden hemşireleri
en iyi temsil edecek kişileri
											bize önermelerini istedik.
									","
											Joanne Staha y mi admiración para ella
											marcaron el comienzo de mi viaje
en el mundo de la enfermería.
											Unos años después, me pidieron
que hiciera un proyecto
											para celebrar el trabajo
realizado por los enfermeros.
											Empecé con Joanne
											y conocí a más de 100 enfermeros
en todo el país.
											Pasé cinco años entrevistando,
fotografiando y filmando enfermeros
											para un libro y un documental.
											Planifiqué con mi equipo
un viaje por EE.UU.
											que nos llevaría a lugares que enfrentan
											algunos de los problemas más grandes
de salud pública de la nación:
											el envejecimiento, la guerra,
la pobreza, el encarcelamiento.
											Y luego nos fuimos a lugares
											donde encontraríamos
la mayor concentración de pacientes
											que enfrentan esos problemas.
											Luego les pedimos a hospitales
y centros nominar a los enfermeros
											que mejor los representarían.
									",A tribute to nurses,Carolyn Jones,10:48,"cancer,empathy,community,compassion,health,family,humanity,health care,medicine,life,personal growth,society,TEDMED,death"
"
","
","
","
","
",A tribute to nurses,Carolyn Jones,10:48,"cancer,empathy,community,compassion,health,family,humanity,health care,medicine,life,personal growth,society,TEDMED,death"
"
											One of the first nurses I met
was Bridget Kumbella.
											Bridget was born in Cameroon,
											the oldest of four children.
											Her father was at work
when he had fallen from the fourth floor
											and really hurt his back.
											And he talked a lot about what it was like
to be flat on your back
											and not get the kind
of care that you need.
											And that propelled Bridget
to go into the profession of nursing.
											Now, as a nurse in the Bronx,
											she has a really diverse group
of patients that she cares for,
											from all walks of life,
											and from all different religions.
											And she's devoted her career
to understanding the impact
											of our cultural differences
when it comes to our health.
											She spoke of a patient —
											a Native American patient that she had —
											that wanted to bring
a bunch of feathers into the ICU.
											That's how he found spiritual comfort.
											And she spoke of advocating for him
											and said that patients come
from all different religions
											and use all different kinds
of objects for comfort;
											whether it's a holy rosary
or a symbolic feather,
											it all needs to be supported.
									","
											Une des infirmières que j'ai rencontrées
était Bridget Kumbella.
											Bridget est née au Cameroun,
											l'aînée de quatre enfants.
											Son père était au travail
quand il est tombé du quatrième étage
											et s'est gravement blessé au dos.
											Il parlait de ce que c'était
d'être allongé sur le dos
											et de ne pas recevoir
les soins nécessaires.
											Cela a poussé Bridget
à devenir infirmière.
											En qu'infirmière dans le Bronx,
											elle s'occupe d'un groupe
de patients très diversifié,
											issus de tous les milieux
											et de toutes les religions.
											Elle a dévoué sa carrière
à comprendre l'impact
											de nos différences culturelles
sur notre santé.
											Elle a parlé d'un patient —
											un patient amérindien qu'elle a eu —
											qui voulait apporter quelques plumes
à l'unité des soins intensifs.
											C'est ainsi qu'il trouvait
le réconfort spirituel.
											Elle a parlé de défendre ses idées,
											a dit que les patients
étaient issus de religions différentes
											et utilisaient toutes sortes
d'objets pour trouver du réconfort ;
											que ce soit un chapelet bénit
ou une plume symbolique,
											tout cela doit être soutenu.
									","
											Uma das primeiras enfermeiras que conheci
foi Bridget Kumbella.
											A Bridget nasceu nos Camarões,
											e era a mais velha de quatro irmãos.
											O seu pai estava a trabalhar
quando caiu do quarto andar
											e magoou gravemente a coluna.
											E ele falava muito sobre
como era ficar acamado
											e não ter o tipo de tratamento
de que se precisa.
											Isso motivou Bridget
a seguir a profissão de enfermagem.
											Agora, como enfermeira no Bronx,
											ela tem um grupo muito diverso
de pacientes de quem cuida,
											de todos os modos de vida,
											e de todas as diferentes religiões.
											Ela devotou a sua carreira
à compreensão do impacto
											das nossas diferenças culturais
quando se trata da nossa saúde.
											Ela falou-me de um paciente
											— um paciente nativo americano
que ela teve —
											que queria trazer
um punhado de penas para a UCI.
											Foi como ele encontrou conforto espiritual
											Ela disse-me como defendeu a causa dele
											e disse que os pacientes vinham
de todas as diferentes religiões
											e usavam todo o tipo de diferentes
objetos de conforto,
											fosse um rosário sagrado
ou uma pena simbólica,
											e todos devem ser apoiados.
									","
											İlk görüştüğüm hemşirelerden
biri Bridget Kumbella idi.
											Bridget, Kamerun'da doğmuş
											dört çocuğun en büyüğü imiş.
											Dördüncü kattan düşüp
beli ciddi bir şekilde yaralandığında
											babası işteymiş.
											Bana sırtüstü dümdüz yatarken,
ihtiyacın olan bakımı almamanın
											nasıl bir şey olduğunu
uzun uzun anlattı.
											Bu Bridget'i ateşlemiş ve böylece
hemşirelik mesleğine girmiş.
											Şimdi Bronx'ta bir hemşire
											ve hayatın bütün katmanlarından,
bütün dinlerden
											çok çeşitli bir
											hasta grubuyla ilgileniyor.
											Bütün kariyerini, sağlık konusunda

											kültürel farklılıkları anlamanın
önemine adamış.
											Bir hastasını anlattı;
											adam Amerikan Kızılderilisi imiş
											ve Yoğun Bakıma birkaç 
tüy getirmek istemiş;
											ruhu bu şekilde ferahlayabilirmiş.
											Bridget onların haklarını savunuyor.
											Hastaların bütün dinlerden geldiğini
											ve birbirinden farklı ferahlama
objeleri olduğunu söylüyor,
											bu bazen mukaddes bir tesbih,
bazen sembolik bir tüy olabilir
											ve hepsi desteklenmelidir.
									","
											Una de las primeras enfermeras
que conocí fue Bridget Kumbella.
											Bridget nació en Camerún,
											es la mayor de cuatro hijos.
											Su padre estaba trabajando
y cayó de un cuarto piso
											y se lesionó gravemente la espalda.
											Y habló mucho de lo que era
											estar acostado boca arriba
y no recibir el tratamiento necesario.
											Eso impulsó a Bridget hacia la enfermería.
											Ahora, como enfermera en el Bronx,
cuida a un grupo muy diverso de pacientes,
											de todos los orígenes y religiones.
											Y ha dedicado su carrera
a entender el impacto
											de las diferencias culturales
en materia de salud.
											Ella habló de un paciente
											- un paciente aborigen -
											que quería ingresar a la UCI
con un puñado de plumas
											porque le daba consuelo espiritual.
											Y habló de cómo lo apoyó
											y dijo que los pacientes
tienen distintas religiones
											y usan todo tipo de objetos
como consuelo espiritual;
											sea un santo rosario
o una pluma simbólica,
											todo debe apoyarse.
									",A tribute to nurses,Carolyn Jones,10:48,"cancer,empathy,community,compassion,health,family,humanity,health care,medicine,life,personal growth,society,TEDMED,death"
"
","
","
","
","
",A tribute to nurses,Carolyn Jones,10:48,"cancer,empathy,community,compassion,health,family,humanity,health care,medicine,life,personal growth,society,TEDMED,death"
"
											This is Jason Short.
											Jason is a home health nurse
in the Appalachian mountains,
											and his dad had a gas station
and a repair shop when he was growing up.
											So he worked on cars in the community
that he now serves as a nurse.
											When he was in college,
											it was just not macho at all
to become a nurse,
											so he avoided it for years.
											He drove trucks for a little while,
											but his life path was always
pulling him back to nursing.
											As a nurse in the Appalachian mountains,
											Jason goes places
that an ambulance can't even get to.
											In this photograph,
he's standing in what used to be a road.
											Top of the mountain mining
flooded that road,
											and now the only way
for Jason to get to the patient
											living in that house
with black lung disease
											is to drive his SUV
against the current up that creek.
											The day I was with him,
we ripped the front fender off the car.
											The next morning he got up,
put the car on the lift,
											fixed the fender,
											and then headed out
to meet his next patient.
											I witnessed Jason
caring for this gentleman
											with such enormous compassion,
											and I was struck again by how intimate
the work of nursing really is.
									","
											Voici Jason Short.
											Jason est infirmier à domicile
dans les Appalaches.
											Son père avait une station-service
et un garage
											quand il était enfant.
											Il travaillait sur les voitures
											de la communauté
qu'il sert en tant qu'infirmier.
											Quand il était à l'Université,
											ce n'était pas macho de devenir infirmier,
											il a donc évité cela durant des années.
											Il a conduit des camions durant un temps
											mais son chemin de vie l'attirait
toujours vers les soins infirmiers.
											En tant qu'infirmer dans les Appalaches,
											Jason va dans des endroits
où une ambulance ne peut pas aller.
											Sur cette photo, il se tient
à côté de ce qui était une route.
											L'exploitation minière en haut
de la montage a inondé la route
											et la seule façon que Jason avait
d'atteindre ce patient
											vivant dans cette maison
et atteint de pneumoconiose
											est de conduire son 4x4 à contre-courant
jusqu'en haut du ruisseau.
											Quand j'étais avec lui,
l'aile avant de la voiture s'est arrachée.
											Le lendemain matin, il s'est levé,
a mis la voiture sur le pont,
											a réparé l'aile avant
											et est sorti pour aller voir son patient.
											J'ai vu Jason prendre soin de cet homme
											avec une énorme compassion
											et l'intimité du travail infirmier
m'a à nouveau frappée.
									","
											Este é Jason Short.
											O Jason é enfermeiro domiciliar
nas montanhas Apalache,
											e na sua infância, o seu pai
tinha um posto de gasolina e uma oficina.
											Então ele consertava carros da comunidade
onde agora serve como enfermeiro.
											Quando ele andava na universidade,
											não era nada viril
tornar-se enfermeiro,
											então ele evitou exercer durante anos.
											Ele dirigiu camiões durante algum tempo,
											mas os seus caminhos
traziam-no sempre de volta à enfermagem.
											Como enfermeiro nas montanhas Apalache,
											o Jason vai a lugares onde uma ambulância
não consegue chegar.
											Nesta fotografia,
ele está parado no que foi uma estrada.
											A mineração no topo da montanha
inundou a estrada,
											e agora a única forma
do Jason chegar até ao paciente
											que vive naquela casa
com pneumoconiose
											é dirigir a sua carrinha
contra a corrente e subir este riacho.
											No dia em que estava com ele,
arrancámos o para-choques do carro.
											Na manhã seguinte, ele levantou-se,
pôs o carro no elevador,
											consertou o para-choques,
											e saiu em direção
ao seu paciente seguinte.
											Eu testemunhei os cuidados
que o Jason prestou a este senhor,
											com tão enorme compaixão,
											e fiquei mais uma vez comovida pelo grau
de intimidade do trabalho de enfermagem.
									","
											Bu Jason Short.
											Jason, Apalaş Dağları'nda çalışan,
evde bakım yapan bir hemşire.
											Çocukluğunda babasının bir benzin
istasyonu ve tamirhanesi varmış.
											Kasabada tamirhanede çalışırmış,
şimdi ise aynı yerde hemşire.
											Jason kolejde okurken
											bir hemşire olmak, pek de
maço bir iş sayılmıyormuş,
											bu nedenle, bundan yıllarca kaçmış .
											Bir süre kamyon şoförlüğü yapmış.
											Ama hayat onu
hep hemşireliğe geri çekmiş.
											Apalaş Dağları'nda hemşirelik yapan Jason
											bir ambulansın bile ulaşamadığı
yerlere gidiyor.
											Bu fotoğrafta gördüğünüz gibi;
eskiden yol olan bir yerde duruyor.
											Dağın tepesindeki madenin
yığıntısı yolu kapatmış.
											Şimdi Jason'un madenci ciğeri
hastalığı olan ve bu evlerde
											yaşayan insanlara tek ulaşma yolu
											jipini o dereye, akıntı yukarı sürmek.
											Onunla gezdiğim gün
arabanın ön çamurluğunu parçaladık.
											Sabah olunca kalktı,
arabayı askıya aldı,
											çamurluğu tamir etti
											ve sıradaki hastasına doğru
yola koyuldu.
											Jason'u bu beyefendiyle
ilgilenirken izledim,
											derin bir şefkat gösteriyordu
											ve hemşirelik işinin bu denli bir
yakınlık işi olması beni yine çarptı.
									","
											Este es Jason Short.
											Jason se desplaza a los hogares
de las montañas de los Apalaches,
											y su padre tenía una gasolinera
y un taller de reparación en su infancia.
											Así que antes de trabajar como enfermero
en la comunidad se ocupaba de automóviles.
											Cuando estaba en la universidad,
											no tuvo el coraje suficiente
para ser enfermero,
											así que evitó esa ocupación durante años.
											Durante un tiempo condujo camiones,
											pero los caminos de la vida
lo llevaron de nuevo a la enfermería.
											Como enfermero en los Apalaches,
											Jason va a lugares a los que ni siquiera
una ambulancia puede llegar.
											En esta foto, está posando en medio
de lo que solía ser un camino.
											La minería de montaña inundó ese camino
											y la única manera que tiene
Jason ahora de llegar al paciente
											que vive en esa casa con neumoconiosis
											es conducir su todoterreno
contracorriente por ese arroyo.
											El día que fui con él, arrancamos
el parachoques delantero del auto.
											A la mañana siguiente se levantó,
											puso el auto en la fosa,
reparó el parachoques
											y luego se fue a ver
a su próximo paciente.
											Fui testigo de cómo Jason
cuidó a este caballero
											con enorme compasión
											y me sorprendió de nuevo lo íntimo
que es en realidad la enfermería.
									",A tribute to nurses,Carolyn Jones,10:48,"cancer,empathy,community,compassion,health,family,humanity,health care,medicine,life,personal growth,society,TEDMED,death"
"
","
","
","
","
",A tribute to nurses,Carolyn Jones,10:48,"cancer,empathy,community,compassion,health,family,humanity,health care,medicine,life,personal growth,society,TEDMED,death"
"
											When I met Brian McMillion, he was raw.
											He had just come back from a deployment
											and he hadn't really settled back in
to life in San Diego yet.
											He talked about his experience
of being a nurse in Germany
											and taking care of the soldiers
coming right off the battlefield.
											Very often, he would be
the first person they would see
											when they opened
their eyes in the hospital.
											And they would look at him
as they were lying there,
											missing limbs,
											and the first thing they would say is,
											""When can I go back?
I left my brothers out there.""
											And Brian would have to say,
											""You're not going anywhere.
											You've already given enough, brother.""
											Brian is both a nurse and a soldier
who's seen combat.
											So that puts him in a unique position
											to be able to relate to and help heal
the veterans in his care.
									","
											Lors de notre rencontre,
Brian McMillion était à vif.
											Il venait de quitter l'armée
											et ne s'était pas vraiment
encore réajusté à sa vie à San Diego.
											Il a parlé de son expérience
en tant qu'infirmier en Allemagne
											et de prendre soin de soldats
venant tout droit du champ de bataille.
											Très souvent, il était
la première personne qu'ils voyaient
											quand ils ouvraient les yeux à l'hôpital.
											Ils le regardaient
alors qu'ils étaient allongés là,
											ayant perdu des membres,
											et la première chose
qu'ils disaient était :
											« Quand puis-je y retourner ?
J'ai laissé mes frères là-bas. »
											Et Briand devait dire :
											« Tu ne vas nulle part.
											Tu as déjà donné assez, mon frère. »
											Brian est à la fois un infirmier
et un soldat ayant combattu.
											Il a donc une position unique
											pour comprendre et aider
les vétérans qu'il soigne, à guérir.
									","
											Quando conheci o Brian McMillion,
ele era seco.
											Tinha acabado de voltar de
um hospital de campanha
											e ainda não se tinha voltado a acostumar
à vida em San Diego.
											Ele falou sobre a sua experiência
como enfermeiro na Alemanha
											e dos cuidados aos soldados
que voltavam do campo de batalha.
											Muitas vezes, ele era
a primeira pessoa que eles viam
											quando abriam os olhos no hospital.
											Eles olhavam para ele, deitados lá,
											com membros amputados,
											e a primeira coisa que diziam era:
											""Quando posso voltar?
Eu deixei os meus irmãos lá.""
											O Brian tinha que lhes dizer:
											""Você não vai a lugar algum.
											""Você já deu o suficiente, irmão.""
											O Brian é um enfermeiro e um soldado
que esteve em combate.
											Encontra-se numa posição única
											para estabelecer empatia e ajudar 
a curar os veteranos a seu cuidado.
									","
											Brian McMillon ile tanıştığımda toydu.
											Bir askeri intikalden yeni dönmüştü
											ve San Diego'daki hayata 
hâlâ adapte olamamıştı.
											Almanya'da edindiği hemşirelik
deneyimlerinden bahsediyordu.
											Doğrudan çatışma alanından gelen 
askerlerle ilgileniyormuş.
											Hastanede gözünü açan askerlerin
gördüğü ilk kişi
											genelde kendisi olurmuş.
											Kolları veya bacakları
kesik hâlde yatarken, askerlerin
											ona bakıp
											sordukları ilk şey şu olurmuş:
											""Ne zaman geri giderim?
Kardeşlerimi orada bıraktım""
											Brian da mecburen şu cevabı verirmiş;
											""Kardeş bir yere gitmiyorsun,
											sen vereceğini verdin zaten ""
											Brian hem bir hemşire,
hem de çatışma görmüş bir asker.
											O nedenle bakımı altındaki gazilerle
											iletişim kurma ve iyileşmelerine
yardım etmede benzersiz biri.
									","
											Cuando conocí a Brian McMillion, 
era un novato.
											Regresaba por baja del ejército
											y todavía no se había acomodado
de nuevo a la vida en San Diego.
											Habló de su experiencia
como enfermero en Alemania
											y de cómo cuidó a los soldados
que regresaban del campo de batalla.
											Muy a menudo, él sería
la primera persona que verían
											al abrir los ojos en el hospital.
											En cama y con miembros amputados,
al verle, lo primero que le decían era:
											""¿Cuándo puedo volver?
Dejé a mis compañeros allí"".
											Y Brian les decía:
											""No vas a ninguna parte.
Ya has dado suficiente, hermano"".
											Brian es a la vez un enfermero
y un soldado que ha estado en combate.
											Tiene una posición privilegiada
											que le permite empatizar y ayudar
a sanar a los veteranos que atiende.
									",A tribute to nurses,Carolyn Jones,10:48,"cancer,empathy,community,compassion,health,family,humanity,health care,medicine,life,personal growth,society,TEDMED,death"
"
","
","
","
","
",A tribute to nurses,Carolyn Jones,10:48,"cancer,empathy,community,compassion,health,family,humanity,health care,medicine,life,personal growth,society,TEDMED,death"
"
											This is Sister Stephen,
											and she runs a nursing home
in Wisconsin called Villa Loretto.
											And the entire circle of life
can be found under her roof.
											She grew up wishing they lived on a farm,
											so given the opportunity
to adopt local farm animals,
											she enthusiastically brings them in.
											And in the springtime,
those animals have babies.
											And Sister Stephen uses
those baby ducks, goats and lambs
											as animal therapy
for the residents at Villa Loretto
											who sometimes can't
remember their own name,
											but they do rejoice
in the holding of a baby lamb.
											The day I was with Sister Stephen,
											I needed to take her away
from Villa Loretto
											to film part of her story.
											And before we left,
											she went into the room of a dying patient.
											And she leaned over and she said,
											""I have to go away for the day,
											but if Jesus calls you,
											you go.
											You go straight home to Jesus.""
											I was standing there and thinking
											it was the first time in my life
											I witnessed that you could show
someone you love them completely
											by letting go.
											We don't have to hold on so tightly.
											I saw more life rolled up at Villa Loretto
											than I have ever seen at any other time
at any other place in my life.
									","
											Voici Sœur Stephen.
											Elle dirige une maison de repos
dans le Wisconsin : Villa Loretto.
											On peut trouver des gens
de tout le cycle de la vie sous son toit.
											Elle a toujours vivre dans une ferme,
											alors quand l'opportunité s'est présentée
d'adopter des animaux de ferme,
											elle les a introduits
dans la maison de repos avec enthousiasme.
											Au printemps, ces animaux ont des bébés
											et Sœur Stephen utilise
ces bébés canards, chèvres et moutons
											comme animaux thérapeutiques
pour les résidents de Villa Loretto
											qui parfois ne se souviennent pas
de leur propre nom
											mais qui se réjouissent à l'idée
de s'occuper d'un bébé mouton.
											Le jour où j'étais avec Sœur Stephen,
											j'ai dû l'éloigner de Villa Loretto
											pour filmer une partie de son histoire.
											Avant notre départ,
											elle est allée dans la chambre
d'un patient mourant.
											Elle s'est penchée sur lui et a dit :
											« Je dois partir pour la journée
											mais si Jésus t'appelle,
											vas-y.
											Pars retrouver Jésus à la maison. »
											Je me tenais là à penser
											que c'était la première fois de ma vie
											que j'observais que l'on pouvait montrer
son amour total envers une personne
											en la laissant s'en aller.
											Nous n'avons pas besoin
de tant nous accrocher.
											J'ai vu plus de vie à Villa Loretto
											que je n'en ai jamais vu ailleurs.
									","
											Esta é a Irmã Stephen.
											Dirige uma casa de repouso
em Winsconsin chamada Villa Loretto.
											Todo o ciclo da vida
pode ser encontrado sob o seu teto.
											Ela cresceu com o desejo de viver
numa quinta,
											e tendo a oportunidade
de adotar animais das quintas locais,
											ela entusiasticamente trá-los para a casa.
											Na primavera,
esse animais têm filhotes.
											E a Irmã Stephen usa
esse patinhos, cabritos e cordeiros
											como terapia animal
para os residentes de Villa Loretto,
											que, por vezes, nem se conseguem
lembrar dos seus próprios nomes,
											mas que ficam felizes
por abraçar um cordeirinho.
											No dia em que estava com Irmã Stephen,
											precisei de levá-la da Villa Loretto
											para filmar parte da sua história.
											Antes de partirmos,
											ela foi ao quarto
de um paciente moribundo.
											Ela curvou-se e disse:
											""Eu tenho que ficar fora o dia todo,
											""mas se Jesus o chamar,
o senhor vá.
											""Vá para os braços de Jesus.""
											Eu estava lá parada a pensar
											que foi a primeira vez na minha vida
											que eu vi que podemos mostrar
o nosso amor por alguém
											deixando-o partir.
											Não precisamos de o reter com tanta força.
											Eu vi mais vida a acontecer
em Villa Loretto
											do que alguma vez vi
em qualquer altura e lugar na minha vida.
									","
											Bu Hemşire Stephen,
											Wisconsin'de, Villa Loretto
adında bir bakımevi işletiyor
											ve onun çatısı altında, yaşamın
bütün döngüsünü görebilirsiniz.
											Çocukluğunda bir çiftlikte 
yaşamayı hayal edermiş,
											bu yüzden kendine çiftlik
hayvanları verildiğinde
											onları hevesle kabul ediyor.
											Baharda bu hayvanlar yavruluyor
											ve Hemşire Stephen bu ördek
yavrularını, oğlakları ve kuzuları
											Villa Loretto'da kalanlar için
hayvan terapisinde kullanıyor.
											Bazıları kendi isimlerini bile unutmuş
											ama bir kuzuyu severken neşeleniyorlar.
											Hemşire Stephen'la geçirdiğim gün
											öyküsünün bir kısmını filme almak için
onu Villa Loretto'dan uzağa
											götürmem gerekiyordu.
											Biz çıkmadan önce
											ölmek üzere olan 
bir hastanın odasına gitti
											ve eğilip şunu söyledi;
											""Bir günlüğüne uzakta olacağım,
											ama eğer Tanrı seni çağırırsa,
											sen git.
											Dosdoğru onun yanına git""
											Kenarda dikilip şunu düşündüm:
											""Bazen birini gerçekten sevdiğini
											göstermenin tek yolu;
onun gitmesine izin vermektir.
											Buna hayatımda ilk kez şahit olmuştum.
											Bu kadar sıkı sarılmak zorunda değiliz.
											Başka yerde, başka zamanda
görmediğim sayıda çok ömrün
											son demlerine
Villa Loretto'da şahit oldum.
									","
											Esta es la hermana Stephen.
											Ella dirige un hogar de ancianos
en Wisconsin llamado Villa Loretto.
											Y bajo su techo se puede
encontrar todo tipo de vida.
											Creció deseando vivir en una granja,
											así que al tener la oportunidad
de adoptar animales de granja,
											los acogió entusiasmada.
											Y en primavera, esos animales
tienen cachorros.
											Y la hermana Stephen usa
esos patitos, cabritas y corderos
											como zooterapia para
los residentes de Villa Loretto
											que a veces no pueden recordar
sus propios nombres,
											pero se alegran de sostener
en sus manos un corderito.
											El día que estuve con la hermana Stephen,
											tenía que sacarla de Villa Loretto
para rodar parte de su historia.
											Y antes de irnos entró en la habitación
de un paciente moribundo.
											Y se inclinó y dijo:
											""Tengo que irme durante el día,
											pero si Jesús te llama,
											tú ve.
											Ve directo a la casa de Jesús"".
											Me quedé allí pensando
											que era la primera vez en mi vida
											que fui testigo de que se podía mostrar
amor incondicional a alguien
											dejándole ir.
											No tenemos que aferrarnos tanto.
											Vi más vida en Villa Loretto
											que en ningún otro momento
y en ningún otro lugar en mi vida.
									",A tribute to nurses,Carolyn Jones,10:48,"cancer,empathy,community,compassion,health,family,humanity,health care,medicine,life,personal growth,society,TEDMED,death"
"
","
","
","
","
",A tribute to nurses,Carolyn Jones,10:48,"cancer,empathy,community,compassion,health,family,humanity,health care,medicine,life,personal growth,society,TEDMED,death"
"
											We live in a complicated time
when it comes to our health care.
											It's easy to lose sight
of the need for quality of life,
											not just quantity of life.
											As new life-saving
technologies are created,
											we're going to have really
complicated decisions to make.
											These technologies often save lives,
											but they can also prolong pain
and the dying process.
											How in the world are we supposed
to navigate these waters?
											We're going to need
all the help we can get.
											Nurses have a really unique
relationship with us
											because of the time spent at bedside.
											During that time,
											a kind of emotional intimacy develops.
									","
											Nous vivons à une époque compliquée
quand il s'agit de nos soins de santé.
											Il est facile de perdre de vue
le besoin de qualité de vie,
											pas seulement de quantité de vie.
											Alors que de nouvelles technologies
qui sauvent des vies sont créées,
											nous allons avoir des décisions
très compliquées à prendre.
											Ces technologies sauvent souvent des vies
											mais elles peuvent aussi prolonger
la douleur et le processus de mort.
											Comment sommes-nous censés gérer cela ?
											Nous aurons besoin
de toute l'aide possible.
											Les infirmiers ont
une relation unique avec nous
											du fait du temps passé à notre chevet.
											Durant ce temps-là,
											une certaine intimité
émotionnelle se développe.
									","
											Nós vivemos tempos complicados
no nosso sistema de saúde.
											É fácil perder de vista
a necessidade de qualidade de vida,
											não apenas a quantidade de vida.
											À medida que novas tecnologias
de salvamento de vidas são criadas,
											vamos ter decisões
muito complicadas de tomar.
											Essas tecnologias geralmente salvam vidas,
											mas também prolongam a dor
e o processo da morte.
											Como é que é suposto
navegarmos nestas águas?
											Vamos precisar de
toda ajuda que conseguirmos.
											Os enfermeiros têm uma verdadeira
relação especial connosco
											pelo tempo que passam à nossa cabeceira.
											Durante esse tempo,
											desenvolve-se um tipo de ligação
emocional.
									","
											Konu kendi sağlık sorunumuz olunca 
karmaşık zamanlar yaşıyoruz.
											Yaşamın sadece nicelikli değil,
nitelikli de olması gerektiğini
											kolay gözden kaçırıyoruz.
											Hayat kurtaran yeni 
teknolojiler geliştikçe
											gerçekten zor kararlar 
vermek zorunda kalacağız.
											Bu teknolojiler genelde hayat kurtarıyor
											ama aynı zamanda ızdırabı 
ve ölüm sürecini uzatıyor.
											Bu dalgalı denizde 
rotamızı nasıl bulacağız?
											Bütün herkesin yardımına ihtiyacımız var.
											Yatağımızın baş ucunda
bekleyen hemşirelerin
											bizimle müstesna bir ilişkisi var.
											Bu bekleme sırasında
											bir tür duygusal yakınlık gelişiyor.
									","
											Vivimos tiempos complicados
en lo que a la salud respecta.
											Es fácil perder de vista la necesidad
											de cuidar cuánto vivimos
sino con qué calidad lo hacemos.
											Conforme se creen 
nuevas tecnologías que salven vidas,
											tendremos que tomar
decisiones complicadas.
											Estas tecnologías a menudo salvan vidas,
											pero también pueden prolongar
el dolor y la agonía de la muerte.
											¿Cómo se supone que lidiaremos con esto?
											Necesitaremos toda la ayuda posible.
											Los enfermeros tienen
una relación única con nosotros
											porque pasan tiempo junto a nuestra cama.
											Durante ese tiempo se crea
una cierta intimidad emocional.
									",A tribute to nurses,Carolyn Jones,10:48,"cancer,empathy,community,compassion,health,family,humanity,health care,medicine,life,personal growth,society,TEDMED,death"
"
","
","
","
","
",A tribute to nurses,Carolyn Jones,10:48,"cancer,empathy,community,compassion,health,family,humanity,health care,medicine,life,personal growth,society,TEDMED,death"
