en,es,pt,title,speaker,duration,tags
"
											From the families who are fighting
to maintain funding for public schools,
											the tens of thousands of people
who joined Occupy Wall Street
											or marched with Black Lives Matter
											to protest police brutality
against African Americans,
											families that join rallies,
											pro-life and pro-choice,
											those of us who are afraid
											that our friends and neighbors
are going to be deported
											or that they'll be added to lists
											because they are Muslim,
											people who advocate for gun rights
and for gun control
											and the millions of people
who joined the women's marches
											all across the country this last January.
									","
											Desde las familias que luchan
para obtener fondos para las escuelas
											las miles de personas
que se sumaron a Ocupar Wall Street
											o marcharon con
""Black Lives Matter""
											para protestar contra la brutalidad
policial contra los afroamericanos,
											las familias que se unen a un rally,
											pro vida y pro elección,
											los que no tenemos miedo
											que nuestros amigos y vecinos
vayan a ser deportados
											o incluidos en listas
											por ser musulmanes.
											Gente que pide derecho y control 
de armas
											y los millones que se sumaron 
a las marchas de mujeres
											por todo el país desde enero.
									","
											Desde as famílias que lutam para manter
o financiamento das escolas públicas,
											as dezenas de milhares de pessoas
que se juntaram ao Occupy Wall Street
											ou marcharam com
Black Lives Matter,
											para protestar contra a brutalidade
da polícia sobre os afro-americanos,
											as famílias que se juntam
em manifestações
											pró-vida e pró-escolha,
											aqueles que receiam
											que os nossos amigos e vizinhos
venham a ser deportados
											ou que sejam adicionados a listas
											só porque são muçulmanos,
											as pessoas que defendem o direito
de usar armas e o controlo das armas
											e os milhões de pessoas
que se juntaram às marchas das mulheres
											por todo o país, em janeiro passado.
									",How the US government spies on people who protest — including you,Jennifer Granick,14:25,"activism,democracy,government,United States,surveillance,law,security,politics,social change,society,TEDx,technology,terrorism,encryption"
"
","
","
",How the US government spies on people who protest — including you,Jennifer Granick,14:25,"activism,democracy,government,United States,surveillance,law,security,politics,social change,society,TEDx,technology,terrorism,encryption"
"
											(Applause)
									","
											(Aplausos)
									","
											(Aplausos)
									",How the US government spies on people who protest — including you,Jennifer Granick,14:25,"activism,democracy,government,United States,surveillance,law,security,politics,social change,society,TEDx,technology,terrorism,encryption"
"
","
","
",How the US government spies on people who protest — including you,Jennifer Granick,14:25,"activism,democracy,government,United States,surveillance,law,security,politics,social change,society,TEDx,technology,terrorism,encryption"
"
											We are all activists now,
											and that means that we all have something
to worry about from surveillance.
											Surveillance means
government collection and use
											of private and sensitive data about us.
											And surveillance is essential
											to law enforcement
and to national security.
											But the history of surveillance
											is one that includes surveillance abuses
											where this sensitive information
has been used against people
											because of their race,
											their national origin,
											their sexual orientation,
											and in particular,
because of their activism,
											their political beliefs.
									","
											Tomos somos activistas,
											y eso significa que tenemos 
que preocuparnos por la vigilancia.
											La vigilancia significa
que el gobierno recoge y guarda
											datos privados y sensibles
sobre nosotros.
											Y la vigilancia es fundamental para

											el cumplimiento de la ley
y la seguridad nacional.
											Pero la historia de la vigilancia
											es una que incluye abusos
											donde la información sensible 
puede usarse contra las personas
											por su raza,
											nacionalidad,
											orientación sexual,
											pero en particular,
por su activismo,
											sus creencias políticas.
									","
											Hoje, somos todos ativistas.
											Isso significa que todos temos
qualquer coisa a recear da vigilância.
											Vigilância significa
que o governo recolhe e usa
											dados privados e sensíveis sobre nós.
											A vigilância é essencial
											para impor a lei
e a segurança nacional.
											Mas a história da vigilância
											inclui o abuso da vigilância
											em que estas informações sensíveis
têm sido usadas contra as pessoas
											por causa da sua etnia,
											da sua origem nacional,
											da sua orientação sexual
											e, em especial,
por causa do seu ativismo,
											das suas crenças políticas.
									",How the US government spies on people who protest — including you,Jennifer Granick,14:25,"activism,democracy,government,United States,surveillance,law,security,politics,social change,society,TEDx,technology,terrorism,encryption"
"
","
","
",How the US government spies on people who protest — including you,Jennifer Granick,14:25,"activism,democracy,government,United States,surveillance,law,security,politics,social change,society,TEDx,technology,terrorism,encryption"
"
											About 53 years ago,
											Dr. Martin Luther King Jr.
gave his ""I have a dream"" speech
											on the Mall in Washington.
											And today the ideas behind this speech
of racial equality and tolerance
											are so noncontroversial
											that my daughters
study the speech in third grade.
											But at the time,
											Dr. King was extremely controversial.
											The legendary and notorious
FBI Director J. Edgar Hoover believed,
											or wanted to believe,
											that the Civil Rights Movement
was a Soviet communist plot
											intended to destabilize
the American government.
											And so Hoover had his agents
put bugs in Dr. King's hotel rooms,
											and those bugs picked up conversations
between civil rights leaders
											talking about the strategies and tactics
of the Civil Rights Movement.
											They also picked up sounds of Dr. King
											having sex with women
who were not his wife,
											and J. Edgar Hoover
saw the opportunity here
											to discredit and undermine
the Civil Rights Movement.
											The FBI sent a package of these recordings
											along with a handwritten note to Dr. King,
											and a draft of this note
was found in FBI archives years later,
											and the letter said,
											""You are no clergyman and you know it.
											King, like all frauds,
your end is approaching.""
											The letter even seemed
to encourage Dr. King to commit suicide,
											saying, ""King, there is
only one thing left for you to do.
											You know what it is.
											You better take it before
your filthy, abnormal, fraudulent self
											is bared to the nation.""
									","
											Hace 53 años,
											el Dr. Martin Luther King Jr.
dio su discurso sobre su sueño
											en Washington.
											Y hoy las ideas que respaldan el discurso
sobre la igualdad racial y la tolerancia
											son tan indiscutibles
											que mis hijas lo estudian en tercer grado.
											Pero en ese entonces,
											el Dr. King causó mucha polémica.
											El legendario y notorio director
del FBI J. Edgar Hoover creía,
											o quería creer,
											que el Movimiento de Derechos Civiles
era un complot comunista soviético
											que iba a desestabilizar
al gobierno de EE. UU.
											Por eso los agentes de Hoover le pusieron 
dispositivos de escucha al Dr. King
											y así pescaron conversaciones
entre lideres de derechos civiles
											sobre estrategias y tácticas 
del Movimiento.
											Así también escucharon al Dr. King
											teniendo sexo con mujeres
que no eran su esposa.
											y J. Edgar Hoover
vio la oportunidad
											de desacreditar y debilitar
al Movimiento de Derechos Civiles.
											El FBI envió al Dr. King un 
paquete con las grabaciones
											junto a una nota escrita a mano
											y el borrador de dicha nota se encontró
en los archivos del FBI años más tarde,
											y la carta decía:
											""Ud.no es un pastor y lo sabe,
											King, como todos los fraudes,
su fin se acerca"".
											La carta quería provocar que 
el Dr. King considerara su suicidio,
											diciendo, ""King, solo le resta 
una cosa por hacer.
											Y Ud. sabe que es.
											Mas vale que Ud. lo haga antes de que
su persona sucia, anormal y fraudulenta
											sea expuesta frente a toda la nación.""
									","
											Há cerca de 53 anos,
											o Dr. Martin Luther King Jr.
fez o seu discurso ""Eu tenho um sonho""
											no Mall, em Washington.
											Hoje, as ideias por detrás desse discurso
de igualdade racial e de tolerância
											são tão incontroversas
											que as minhas filhas
estudam o discurso no terceiro ano.
											Mas, naquela época,
											o Dr. King foi extremamente controverso.
											O lendário e famoso diretor do FBI,
J. Edgar Hoover, acreditava
											— ou queria acreditar —
											que o Movimento dos Direitos Civis
era uma conspiração comunista soviética,
											destinada a desestabilizar
o governo dos EUA.
											Por isso, Hoover mandou pôr escutas
no quarto de hotel do Dr. King.
											Essas escutas apanharam conversas
entre líderes dos direitos civis
											que falavam sobre as estratégias e táticas
do Movimento dos Direitos Civis.
											Também apanharam sons do Dr. King
											a ter relações sexuais com mulheres
que não eram a mulher dele.
											J. Edgar viu aí a oportunidade
											de desacreditar e enfraquecer
o Movimento dos Direitos Civis.
											O FBI enviou um pacote com essas gravações
											juntamente com uma nota manuscrita
para o Dr. King.
											Anos mais tarde, encontrou-se uma minuta
dessa nota, nos arquivos do FBI.
											A carta dizia:
											""Você não é nenhum homem do clero
e sabe-o bem.
											""King, tal como todas as fraudes,
o seu fim aproxima-se"".
											A carta parecia encorajar
o Dr. King a suicidar-se, dizendo:
											""King, só lhe resta fazer uma coisa.
											""Sabe bem o que é.
											""É melhor fazê-lo já,
seu anormal, promíscuo e fraudulento,
											""antes que o denunciemos à nação o saiba"".
									",How the US government spies on people who protest — including you,Jennifer Granick,14:25,"activism,democracy,government,United States,surveillance,law,security,politics,social change,society,TEDx,technology,terrorism,encryption"
"
","
","
",How the US government spies on people who protest — including you,Jennifer Granick,14:25,"activism,democracy,government,United States,surveillance,law,security,politics,social change,society,TEDx,technology,terrorism,encryption"
"
											But the important thing is,
											Dr. King was not abnormal.
											Every one of us has something
that we want to hide from somebody.
											And even more important,
											J. Edgar Hoover wasn't abnormal either.
											The history of surveillance abuses
											is not the history
of one bad, megalomaniacal man.
											Throughout his decades at the FBI,
											J. Edgar Hoover enjoyed the support
of the presidents that he served,
											Democratic and Republican alike.
											After all, it was John F. Kennedy
and his brother Robert Kennedy
											who knew about and approved
the surveillance of Dr. King.
											Hoover ran a program
called COINTELPRO for 15 years
											which was designed
to spy on and undermine civic groups
											that were devoted
to things like civil rights,
											the Women's Rights Movement,
											and peace groups and anti-war movements.
											And the surveillance didn't stop there.
											Lyndon Baines Johnson,
											during the election campaign,
											had the campaign airplane
of his rival Barry Goldwater bugged
											as part of his effort
to win that election.
											And then, of course, there was Watergate.
											Burglars were caught
											breaking into the Democratic
National Committee headquarters
											at the Watergate Hotel,
											the Nixon administration was involved
in covering up the burglary,
											and eventually Nixon
had to step down as president.
											COINTELPRO and Watergate
were a wake-up call for Americans.
											Surveillance was out of control
											and it was being used
to squelch political challengers.
											And so Americans rose to the occasion
											and what we did was
we reformed surveillance law.
											And the primary tool we used
to reform surveillance law
											was to require a search warrant
											for the government to be able to get
access to our phone calls and our letters.
											Now, the reason why
a search warrant is important
											is because it interposes a judge
											in the relationship
between investigators and the citizens,
											and that judge's job is to make sure
											that there's good cause
for the surveillance,
											that the surveillance
is targeted at the right people,
											and that the information that's collected
											is going to be used
for legitimate government purposes
											and not for discriminatory ones.
											This was our system,
											and what this means is
											that President Obama
did not wiretap Trump Tower.
											The system is set up to prevent
something like that from happening
											without a judge being involved.
									","
											Pero lo importante es que
											el Dr. King no era un anormal.
											Todos tenemos algo que esconder.
											Y aún más importante,
											era que j. Edgar Hoover tampoco lo era.
											La historia de los abusos de la vigilancia
											no son la historia de una hombre malo
y megalomano.
											Durante siglos en el FBI
											J. Edgar Hoover fue apoyado
por los presidentes a quienes sirvió,
											tanto democratas como republicanos.
											quienes supieron y aprobaron
la vigilancia del Dr. King.
											Hoover dirigió el programa
COINTELPRO 15 años
											diseñado para espiar y 
debilitar a los grupos
											pro derechos civiles,
											al Movimiento de los Derechos 
de las Mujeres,
											y grupos de paz y 
movimientos antibelicistas
											Pero la vigilancia no se detuvo allí.
											Lyndon Baines Johnson,
											durante la campaña electoral,
											puso dispositivos de escucha en el 
avión de su rival B Goldwater
											en su esfuerzo para ganar las elecciones.
											Y por supuesto también ocurrió Watergate.
											Se descubrieron ladrones
											tratando de entrar a los cuarteles
del Comite Nacional Democrata
											y al Hotel Watergate.
											La administración de Nixon estuvo
involucrada en tapar el robo,
											causando el fin de su presidencia.
											COINTELPRO y Watergate fueron una llamada 
de atención para los estadounidenses.
											La vigilancia estaba descontrolada
											y se usaba para aplastar
a los oponentes políticos.
											Y así los estadounidenses se 
pusieron a la altura
											y así reformamos la ley de vigilancia.
											Y la primera herramienta que
usamos para reformar la ley
											fue la necesidad de una
orden de registro
											para que el gobierno pudiera
acceder a nuestras llamadas y cartas.
											Una orden de registro es importante
											porque pone de por medio a un juez
											en la relación entre los 
investigadores y los ciudadanos.
											Y la tarea del juez es asegurar
											que existan causas justas 
para la vigilancia
											y que esta sea dirigida a las
personas correctas,
											y que la información obtenida
											se use para fines legítimos del gobierno
											y no para fines discriminatorios.
											Este es nuestro sistema,
											y significa
											que el Presidente Obama no
intervino la Trump Tower.
											El sistema esta diseñado para evitar
que esas cosas sucedan
											sin la intervención de un juez.
									","
											O importante é que
o Dr. King não era anormal.
											Todos nós temos qualquer coisa
que queremos esconder de alguém.
											Mas, mais importante ainda,
											J. Edgar Hoover também não era anormal.
											A história dos abusos da vigilância
											não é a história de um homem
mau, megalomaníaco.
											Durante as dezenas de anos
que esteve no FBI,
											J. Edgar Hoover teve o apoio
dos presidentes da nação,
											tanto Democratas como Republicanos.
											Afinal, foi John F. Kennedy
e o seu irmão Robert Kennedy
											que tiveram conhecimento
e aprovaram a vigilância do Dr. King.
											Hoover dirigiu um programa,
chamado Cointelpro, durante 15 anos,
											que se destinava a espiar
e denegrir grupos cívicos
											dedicados a coisas
como os direitos civis,
											o Movimento de Direitos das Mulheres,
											e grupos pela paz e contra a guerra.
											A vigilância não se limitava a isso.
											Lyndon Baines Johnson,
											durante a sua campanha eleitoral,
											tinha escutas no avião de campanha
do seu rival Barry Goldwater,
											na tentativa de ganhar essas eleições.
											Depois, claro, aconteceu o Watergate.
											Foram apanhados assaltantes
											a penetrar na sede da Comissão
Nacional dos Democratas,
											no Hotel Watergate.
											A administração de Nixon
estava implicada na cobertura do assalto
											e Nixon acabou por ter
que se demitir de presidente.
											O Cointelpro e Watergate
foram um alerta para os norte-americanos.
											A vigilância estava fora de controlo
											e estava a ser usada
para suprimir adversários políticos.
											Na ocasião, os norte-americanos protestaram
											e a lei da vigilância
acabou por ser reformada.
											O principal instrumento usado
para reformar a lei da vigilância
											foi exigir um mandado de pesquisa
											para o governo poder ter acesso
											às nossas chamadas telefónicas
e correspondência.
											A razão por que é importante
um mandado de pesquisa
											é porque interpõe um juiz
											na relação entre investigadores
e cidadãos.
											Assim, a função do juiz é garantir
											que há uma boa razão
para a vigilância,
											que a vigilância é dirigida
para a pessoa certa
											e que as informações que são recolhidas
											vão ser usadas para fins legítimos
do governo
											e não para fins discriminativos.
											Era este o nosso sistema.
											Significa que o presidente Obama
não pôs escutas na Torre Trump.
											O sistema está instituído
para impedir que isso aconteça
											sem haver o envolvimento de um juiz.
									",How the US government spies on people who protest — including you,Jennifer Granick,14:25,"activism,democracy,government,United States,surveillance,law,security,politics,social change,society,TEDx,technology,terrorism,encryption"
"
","
","
",How the US government spies on people who protest — including you,Jennifer Granick,14:25,"activism,democracy,government,United States,surveillance,law,security,politics,social change,society,TEDx,technology,terrorism,encryption"
"
											But what happens when we're not talking
about phone calls or letters anymore?
											Today, we have technology
											that makes it cheap and easy
for the government to collect information
											on ordinary everyday people.
											Your phone call records
											can reveal whether you have an addiction,
											what your religion is,
											what charities you donate to,
											what political candidate you support.
											And yet, our government
collected, dragnet-style,
											Americans' calling records for years.
											In 2012, the Republican
National Convention
											highlighted a new technology
it was planning to use,
											facial recognition,
											to identify people
who were going to be in the crowd
											who might be activists or troublemakers
											and to stop them ahead of time.
											Today, over 50 percent of American adults
											have their faceprint
in a government database.
											The Bureau of Alcohol,
Tobacco, Firearms and Explosives
											concocted a plan
											to find out what Americans
were going to gun shows
											by using license plate detectors
											to scan the license plates of cars
											that were in the parking lots
of these events.
											Today, we believe that over 70 percent
of police departments
											have automatic license plate
detection technology
											that they're using to track people's cars
as they drive through town.
											And all of this information,
											the license plates, the faceprints,
											the phone records,
											your address books, your buddy lists,
											the photos that you upload
to Dropbox or Google Photos,
											and sometimes even
your chats and your emails
											are not protected
by a warrant requirement.
											So what that means is we have
all of this information on regular people
											that's newly available
at very low expense.
											It is the golden age for surveillance.
									","
											Pero ¿qué pasa cuando no se trata
de llamadas o cartas?
											Hoy tenemos una tecnología
											que permite con facilidad y poco costo
que el gobierno recoja información
											sobre la gente cotidiana.
											Los registros de sus llamadas
											pueden revelar una adicción,
											su religión,
											a que obras de beneficiencia apoya,
											a que candidato apoya.
											Y aún así nuestro gobierno 
sigue juntando
											datos de las llamadas 
de los estadounidenses.
											En el 2012 la Convención
Nacional Republicana
											mostró una nueva tecnología
que planeaba usar
											reconocimiento facial,
											para identificar a personas
dentro de multitudes
											que pudieran ser activistas
o alborotadores
											para detenerlos antes.
											Hoy más de un 50 % 
de los adultos en EE. UU.
											tienen a su rostro en una base de datos.
											El Departamento de Alcohol,
Tabaco, Armas y Explosivos
											se inventó un plan
											para descubrir que estadounidenses
iban a espectáculos de armas
											usando detectores de 
matrículas de autos
											para escanear las matrículas
											del aparcamiento 
de los espectaculos
											Hoy creemos que mas de un 70 %
de las comisarias
											tienen tecnología para 
la detección automática de matrículas
											que usan para detectar autos
que pasan por la ciudad.
											Y toda esta información
											las matrículas, 
las impresiones de rostros,
											los registros de teléfonos,
											las agendas, las listas de amigos,
											las fotos subidas a Dropbox
o a Google Photos
											y hasta las conversaciones por chat
y los emails
											no están protegidas por el
requisito de una orden.
											Tenemos toda esta
información de gente cotidiana
											asequible a muy poco precio.
											Es la edad dorada para la vigilancia.
									","
											Mas o que acontece,
quando deixamos de ter
											chamadas telefónicas ou correspondência?
											Hoje temos uma tecnologia
											que torna mais barato e mais fácil
para o governo recolher informações
											sobre o comum das pessoas.
											O registo das nossas chamadas telefónicas
											pode revelar se temos uma dependência,
											qual é a nossa religião,
											para que obras de caridade
contribuímos,
											que candidato político apoiamos.
											Contudo, o nosso governo recolheu,
ao estilo de arrastão,
											as chamadas telefónicas
dos norte-americanos, durante anos.
											Em 2012, a Convenção Nacional
dos Republicanos
											revelou que se planeava usar
uma nova tecnologia
											de reconhecimento facial,
											para identificar pessoas
no meio da multidão
											que podiam ser ativistas
ou arruaceiros
											e detê-las antecipadamente.
											Hoje, mais de 50%
dos adultos norte-americanos
											têm a sua fotografia
numa base de dados governamental.
											O Gabinete do Álcool, do Tabaco,
das Armas de Fogo e Explosivos
											traçou um plano
											para descobrir que norte-americanos
vão a exposições de armas
											usando detetores de chapas de matrículas
											para detetar as chapas de matrículas
dos automóveis
											que estavam nos parques
de estacionamento das exposições.
											Pensamos que, hoje, mais de 70%
dos departamentos da polícia
											têm uma tecnologia de deteção automática
de chapas de matrículas
											que usam para detetar os carros
das pessoas, enquanto circulam pela cidade.
											Todas estas informações,
											as chapas de matrícula, as fotografias,
											os registos de telefonemas,
											os nossos livros de endereços,
as listas dos nossos amigos,
											as fotos que carregamos
no Dropbox ou no Google Photos,
											e, por vezes, até as nossas
conversas e os nossos ""emails""
											não estão protegidos 
por exigência de mandado de busca.
											Isso significa que estas informações
sobre pessoas comuns
											estão disponíveis a um custo muito baixo.
											É a idade de ouro para a vigilância.
									",How the US government spies on people who protest — including you,Jennifer Granick,14:25,"activism,democracy,government,United States,surveillance,law,security,politics,social change,society,TEDx,technology,terrorism,encryption"
"
","
","
",How the US government spies on people who protest — including you,Jennifer Granick,14:25,"activism,democracy,government,United States,surveillance,law,security,politics,social change,society,TEDx,technology,terrorism,encryption"
"
											Now, every parent is going
to understand what this means.
											When you have a little baby
											and the baby's young,
											that child is not able
to climb out of its crib.
											But eventually your little girl gets older
											and she's able to climb out of the crib,
											but you tell her,
""Don't climb out of the crib. OK?""
											And every parent knows
what's going to happen.
											Some of those babies
are going to climb out of the crib.
											Right? That's the difference
between ability and permission.
											Well, the same thing is true
with the government today.
											It used to be that our government
didn't have the ability
											to do widespread, massive surveillance
on hundreds of millions of Americans
											and then abuse that information.
											But now our government has grown up,
											and we have that technology today.
											The government has the ability,
											and that means the law
is more important than ever before.
											The law is supposed to say
											when the government
has permission to do it,
											and it's supposed to ensure
that there's some kind of ramification.
											We notice when those laws are broken
											and there's some of kind of
ramification or punishment.
											The law is more important than ever
because we are now living in a world
											where only rules
are stopping the government
											from abusing this information.
									","
											Todos los padres entenderan
lo que significa.
											Cuando uno tiene hijos
											y las criaturas son muy pequeñas
											no pueden escaparse de la cuna.
											Pero cuando crecen,
											podrán trepar y salir de la cuna.
											y dirán: ""no salgas de la cuna"".
											Pero todos los padres sabemos
lo que pasará.
											Algunos bebes saldrán de la cuna.
											Esa es la diferencia entre
destreza y permiso.
											En fin, es lo mismo que pasa
con el gobierno.
											Antes no tenía la destreza
											para aplicar una vigilancia masiva
a millones de estadounidenses
											y luego abusar de dicha información.
											Pero el gobierno ha crecido.
											Y tenemos la tecnología.
											El gobierno tiene la destreza.
											y eso hace que la ley sea
más importante que nunca.
											La ley debe decir
											que el gobierno tiene permiso.
											y debe asegurar, si hay ramificaciones.
											Sabemos que cuando se quiebra la ley,
											hay una penalidad como consecuencia.
											La ley es más importante que
nunca porque vivimos en un mundo
											donde solo reglas detienen al gobierno
											para no abusar de la información.
									","
											Todos os pais devem perceber
o que é que isso significa.
											Quando temos um bebé,
											uma criança pequena,
											essa criança não consegue
sair do seu berço.
											Mas, por fim, a criança cresce
											já consegue sair do berço,
e nós dizemos-lhe:
											""Não saias do berço, ok?""
											Todos os pais sabem
o que vai acontecer.
											Algumas dessas crianças
vão sair do berço, não é?
											É essa a diferença entre
capacidade e autorização.
											O mesmo acontece hoje
com o governo.
											Antigamente, o nosso governo
não tinha capacidade
											para alargar uma vigilância maciça
a centenas de milhões de americanos
											e abusar dessas informações.
											Mas agora o nosso governo cresceu.
											Hoje temos essa tecnologia.
											O governo tem essa capacidade
											e isso significa que a lei
é mais importante do que nunca.
											Supostamente, a lei deve dizer
											quando é que o governo
tem autorização para o fazer
											e, supostamente, garantir
que há uma ramificação.
											Damos por isso,
quando essas leis são violadas
											e há qualquer ramificação ou punição.
											A lei é mais importante do que nunca,
porque agora vivemos num mundo
											em que só as regras
podem deter o governo
											de abusar destas informações.
									",How the US government spies on people who protest — including you,Jennifer Granick,14:25,"activism,democracy,government,United States,surveillance,law,security,politics,social change,society,TEDx,technology,terrorism,encryption"
"
","
","
",How the US government spies on people who protest — including you,Jennifer Granick,14:25,"activism,democracy,government,United States,surveillance,law,security,politics,social change,society,TEDx,technology,terrorism,encryption"
"
											But the law has fallen down on the job.
											Particularly since September 11
the law has fallen down on the job,
											and we do not have
the rules in place that we need.
											And we are seeing
the ramifications of that.
											So fusion centers
are these joint task forces
											between local, state
and federal government
											that are meant to ferret out
domestic terrorism.
											And what we've seen
is fusion center reports
											that say that you might be dangerous
											if you voted for a third-party candidate,
											or you own a ""Don't Tread On Me"" flag,
											or you watched movies that are anti-tax.
											These same fusion centers have spied
on Muslim community groups' reading lists
											and on Quakers who are resisting
military recruiting in high schools.
											The Internal Revenue Service
has disproportionately audited
											groups that have ""Tea Party""
or ""Patriot"" in their name.
											And now customs and border patrol
											is stopping people
as they come into the country
											and demanding our social
networking passwords
											which will allow them
to see who our friends are,
											what we say
											and even to impersonate us online.
									","
											La ley ha fallado en su cometido.
											Especialmente desde el 11 
de septiembre la ley ha fallado
											y no tenemos las reglas que necesitamos.
											Y estamos viendo los efectos.
											Centros de fusión son
los centros de acciones
											entre los gobiernos 
locales y los federales
											que existen para espantar
al terrorismo doméstico.
											Y lo que hemos visto son
informes de dichos centros
											que dicen que Uds. pueden ser peligrosos,
											si votaran por el candidato 
de un tercer partido.
											O si son dueños de una bandera
""no me pisen"".
											O si han mirado películas 
contra los impuestos.
											Los mismos centros han espiado
a grupos de lectores musulmanes
											y a quaqueros que resisten
el reclutamiento en las escuelas.
											La direccion general de Hacienda
ha revisado cuentas desproporcionadamente
											de grupos que tienen la palabra
""Partido del Te"" o ""Patriota"" en su nombre
											y ahora las patrullas de la aduana
											detiene a gente que llega al país
											pidiéndoles las contraseñas 
de sus redes sociales
											que permiten que sepan
quienes son nuestros amigos.
											Lo que decimos es que
											incluso se hacen pasar por nosotros.
									","
											Mas a lei está a falhar na sua função.
											Especialmente a partir de 11 de setembro,
a lei tem falhado na sua função
											e nós não temos as leis
de que precisamos.
											Estamos a ver essas ramificações.
											Os centros de fusão
são essas forças operacionais conjuntas
											entre governos locais,
estatais e federais
											que se destinam a desmascarar
o terrorismo interno.
											Temos visto relatos
de centros de fusão
											que dizem que podemos ser perigosos
											se votamos num candidato
de um terceiro partido,
											ou se possuímos uma bandeira
""Não me pisem"",
											ou se vemos filmes que são
contra os impostos.
											Esses mesmos centros de fusão
											espiam listas de leitura de grupos
da comunidade muçulmana
											e ""quakers"" que se opõem ao recrutamento
militar nas escolas secundárias.
											O Serviço de Receitas Internas
tem auditado desproporcionadamente
											grupos que têm no seu nome
""Tea Party"" ou ""Patriota"".
											E agora as patrulhas alfandegárias
e de fronteiras
											estão a deter pessoas
quando entram no país
											e a exigir as nossas senhas
de acesso às redes sociais
											que lhes permitirá ver
quem são os nossos amigos,
											o que dizemos
											e até a substituir-nos ""online"".
									",How the US government spies on people who protest — including you,Jennifer Granick,14:25,"activism,democracy,government,United States,surveillance,law,security,politics,social change,society,TEDx,technology,terrorism,encryption"
"
","
","
",How the US government spies on people who protest — including you,Jennifer Granick,14:25,"activism,democracy,government,United States,surveillance,law,security,politics,social change,society,TEDx,technology,terrorism,encryption"
