fr,tr,de,es,title,speaker,duration,tags
"
","
","
","
",Play! Experiment! Discover!,Kary Mullis,29:32,"DNA,biology,curiosity,history,microbiology,science,technology"
"
											Mais ce n'est pas mon travail. Ce n'est pas mon truc.
											Moi je ne fais ça que le week-end. Et -
											ce que j'essaie de faire est de déterminer ce qui se passe
											lorsqu'on aspire tout l'air d'un compartiment.
											Et il a fait toutes ces petites expériences rusées.
											Comme il en a fait une avec - il avait une petite roue,
											comme un ventilateur, qui était
											attachée un peu lâche, pour qu'elle puisse tourner par elle-même.
											Il avait un autre ventilateur en face d'elle
											qu'il avait -
											Je veux dire, la façon dont je l'aurais fait ce serait, un élastique
											et, vous savez, autour d'une sorte de ventilateur en meccano.
											Je sais exactement comment il l'a fait, j'ai vu les dessins.
											C'est deux ventilateurs, l'un qu'il pouvait faire tourner de l'extérieur
											après avoir fait le vide,
											et il a découvert que s'il retirait tout l'air,
											le premier ventilateur ne faisait plus tourner l'autre, vous voyez?
											Quelque chose manquait, vous savez. Je veux dire, ce sont -
											c'est un peu bizarre de penser que quelqu'un ait dû faire une expérience pour montrer ça,
											mais c'est ce qui se passait à l'époque.
									","
											bu benim işim değil, bunlar beni ilgilendirmez.
											ben haftasonları dindarım.
											ve yapmayı sevdiğim şey olan biteni anlamaya çalışmak.
											bir bölmeden herşeyi çıkarınca ne olduğunu görmek gibi.
											ve Boyle bunun gibi şirin deneylerini yapmaya devam etti.
											Tıpkı, kendi kendine dönebilmesi için hafifçe sabitlenmiş
											pervane gibi küçük tekerlek
											ile yaptığı deney gibi.
											Başka bir pervaneyi karşına getirdi
											yaptığı şey...
											şey, bana kalsa bunu bir çeşit lastik bant ile yapardım.
											ve yaptığı geçmeli oyuncak setlerindeki bir fan kullanmış.
											Tam olarak ne yaptığını çizimlerinden biliyorum.
											Önceden hazırlanmış vakum ortamında
											karşılıklı duran iki pervaneden oluşan bir sistem kurdu.
											Ve ortamda hava olmadığı için
											biri döndürüldüğünde ikinci pervanenin bundan etkilenmemesini beklersiniz değil mi?
											Fakat birşeyler eksikti. Bilirsiniz
											birilerinin bu etkiyi görmek için bu deneyi yapmış olması gariptir
											ama o zamanlar işler böyle yürüyormuş.
									","
											Aber das ist nicht mein Problem, es interessiert mich nicht.
											Ich mache das am Wochenende. Und
											ich versuche herauszufinden, was passiert,
											wenn man alles aus einem Behälter heraussaugt.
											Und er führte alle diese netten kleinen Experimente durch.
											Zum Beispiel das eine mit – er hatte ein kleines Rad,
											wie ein Windrad, das
											locker befestigt war, damit es sich allein drehen konnte.
											Gegenüber hatte er ein zweites Windrad,
											das er so –
											also, ich hätte dafür ein Gummiband genommen,
											und, um ein Spielzeug-Windrad herum.
											Ich weiß nicht genau, wie er es gemacht hat, aber ich habe die Zeichnungen gesehen.
											Es sind zwei Windräder, von denen er eines von außen drehen konnte,
											nachdem er das Vakuum erzeugt hatte.
											Und er stellte fest, dass nach dem Herauspumpen aller Luft
											das eine Windrad das andere nicht mehr antrieb, richtig?
											Irgendetwas fehlte. Also, das sind –
											es ist schwer vorstellbar, dass jemand ein Experiment durchführen musste,
											um das zu zeigen – aber so war das damals eben.
									","
											Pero eso no es mi tema. No estoy en eso.
											Hago eso los fines de semana. Y como —
											lo que estoy tratando de hacer es imaginar qué ocurre
											cuando Ud. saca todo desde un compartimento.
											Y él hizo todos estos bellos y pequeños experimentos.
											Como el que hizo con — tenía una pequeña rueda,
											como un ventilador, que estaba
											flojamente conectado, de modo que podía girar solo.
											Tenía otro ventilador opuesto a ese
											que tenía como un —
											Quiero decir, la forma que yo lo hubiera hecho sería, como, un elástico,
											y, ustedes saben, como un ventilador de juguete.
											Sé exactamente cómo lo hizo, he visto los dibujos.
											Son dos ventiladores, uno de los cuales podía hacer girar desde afuera
											después de haber hecho el vacío.
											y descubrió que si sacaba todo el aire,
											un ventilador no podría ya mover al otro, ¿correcto?
											Algo faltaba, ustedes saben. Quiero decir, estos son —
											es como extraño pensar que alguien debiera hacer un experimento para demostrar esto
											pero esto es lo que sucedía entonces.
									",Play! Experiment! Discover!,Kary Mullis,29:32,"DNA,biology,curiosity,history,microbiology,science,technology"
"
","
","
","
",Play! Experiment! Discover!,Kary Mullis,29:32,"DNA,biology,curiosity,history,microbiology,science,technology"
"
											Et comme, il y avait de grandes discussions à ce sujet
											dans les égreneuses de coton et dans les cafés et trucs du même genre.
											Et Charles
											a commencé à ne pas aimer cela.
											Charles II disait, vous devriez garder ça —
											faisons un endroit où vous pouvez faire ce genre de choses
											où les gens ne se laissent pas - vous savez,
											Nous ne voulons pas mettre les gens en colère contre moi de nouveau. Et alors -
											parce que quand ils ont commencé à parler de religion
											et de science et de trucs comme ça,
											c'est à ce moment-là que son père s'est attiré des ennuis.
											Et alors,
											Charles a dit, je vais mettre l'argent nécessaire
											vous donner un bâtiment,
											vous venez ici et vous pourrez vous rencontrer dans le bâtiment,
											mais ne parlez pas de religion là-dedans.
											Et Boyle était d'accord.
											Il a dit, bon, nous allons commencer à avoir ces réunions.
											Et quiconque veut faire de la science est -
											c'est à peu près à ce moment là que Isaac Newton commençait à sortir
											beaucoup de choses très intéressantes.
											Et il y avait toutes sortes de gens qui venaient à la Royal Society,
											comme ils l'appelaient. Il fallait être habillé assez bien.
											Ce n'était pas comme une conférence TED.
											C'était le seul critère, c'est que vous -
											vous ayez l'air d'un gentleman, et ils laissaient entrer tout le monde.
											Vous n'aviez pas besoin d'être un membre à l'époque.
									","
											Ve hatta bu konularda, yani...bilirsiniz kahve dükkanlarında ve içkili mekanlarda
											büyük tartışmalar yaşanıyormuş.
											Ve Charles
											bu durumdan rahatsız olmaya başlamış.
											2. Charles bu konuların, insanlar, bilirsiniz
											çok şey olmadan konuşabileceği
											bir yer yapalım dedi.
											İnsanların bana tekrar sinir olmasını istemiyorum ve
											Çünkü ne zaman din ve bilim ve benzeri şeyler
											hakkında konuşmaya başlasalar
											babasıyla başları derde giriyordu.
											ve sonra
											Charles ben parayı koyarım dedi
											beyler siz binayı ayarlayın.
											Böylece bu binada buluşabiliriz
											ama binada din konuşulmayacak.
											Boyle bu fikre onay verdi.
											Tamam, dedi. Toplantılara başlayalım.
											Bilim adına konuşmak isteyen kim varsa...
											o zamanlar Isaac Newton yeni yeni ilginç fikirlerle
											ortaya çıkıyordu.
											Yeterince iyi giyinerek Royal Society üyesi olabiliyordunuz ve
											bu toplulukta her çeşit insan vardı.
											Bir TED konferansı değildi tabii
											Tek kritier bir beyefendi gibi
											görünmeyi başarmaktı. Böylece katılabilirdiniz.
											Üyelik falan da istemiyordu.
									","
											Und dann gab es darüber große Streitereien
											in den Ginhäusern, Cafés und so weiter.
											Und Charles
											gefiel das überhaupt nicht.
											Charles II. sagte, man sollte das erhalten –
											lass uns einen Ort schaffen, wo man solche Sachen machen kann,
											wo die Leute nicht so – naja,
											wir wollen nicht, dass – dass die Leute wieder wütend auf mich sind.
											Denn es war das Reden über Religion und
											Wissenschaft und solche Dinge,
											was seinem Vater Ärger gemacht hatte.
											Und somit,
											sagte Charles, werde ich Geld zur Verfügung stellen,
											euch ein Gebäude geben,
											und ihr könnt euch dort treffen,
											aber redet dort bitte nicht über Religion.
											Und das war in Ordnung für Boyle.
											Er sagte, OK, wir fangen diese Treffen an.
											Jeder, der Wissenschaft betreiben will –
											das war etwa zu der Zeit als Isaac Newton anfing,
											viele wirklich Interessante Sachen rauszuhauen.
											Alle möglichen Leute kamen zur Royal Society,
											wie sie es nannten. Man musste ziemlich gut angezogen sein.
											Es war nicht wie eine TED-Konferenz.
											Das war die einzige Bedingung, dass man
											wie ein Gentleman aussah, und dann konnte jeder kommen.
											Man musste damals kein Mitglied sein.
									","
											Y así, había grandes discusiones sobre eso
											en el — ustedes saben, las casas de ginebra y las cafeterías y otras.
											Y a Carlos
											empezó a no gustarle esto.
											Carlos II quería como decir, ustedes saben, debería mantener eso —
											hagamos un lugar donde se pueda hacer esto
											donde la gente no se ponga tan — ustedes saben,
											No queremos que — no queremos que la gente se enfurezca conmigo nuevamente. Y así —
											porque cuando empezaron a hablar sobre religión
											y ciencia y cosas parecidas,
											fue entonces cuando le causaron problemas a su padre.
											Y así,
											Carlos dijo, voy a disponer el dinero
											voy a darles un edificio,
											vengan aquí y se pueden reunir en el edificio,
											pero solamente no hablen de religión ahí.
											Y eso dejo contento a Boyle.
											Dijo, muy bien, vamos a comenzar estas reuniones
											Y cualquiera que desee hacer ciencia es —
											esta era la época que Isaac Newton comenzaba a lanzar
											un montón de cosas realmente interesantes.
											Y había toda clase de gente que venían a la Royal Society,
											como la llamaban. Se tenía que vestir muy bien.
											No era como una conferencia TED.
											Era el único criterio, que Ud. fuera —
											que Ud. se viera como un caballero, y permitían que cualquiera viniera.
											No necesitaba ser miembro entonces.
									",Play! Experiment! Discover!,Kary Mullis,29:32,"DNA,biology,curiosity,history,microbiology,science,technology"
"
","
","
","
",Play! Experiment! Discover!,Kary Mullis,29:32,"DNA,biology,curiosity,history,microbiology,science,technology"
"
											Et alors, ils arrivaient et vous -
											Toute personne qui allait montrer une expérience,
											ce qui était un mot nouveau à l'époque,
											démontrer un principe,
											elle devait le faire sur scène, où tout le monde pouvait la voir.
											Alors, ils étaient -
											la partie la plus importante était,
											vous n'étiez pas censés parler
											des causes finales, par exemple.
											Et Dieu n'entrait pas en compte.
											La nature même de la réalité n'était pas en cause.
											Vous n'étiez pas censés parler de la nature absolue de toute chose.
											Vous n'étiez pas censés parler de quoi que ce soit
											qu'on ne pouvait démontrer.
											Donc, si quelqu'un pouvait le voir, vous pouviez dire, voici comment la machine fonctionne,
											voici ce que nous faisons, et puis voici ce qui se passe.
											Et en voyant ce qui se passe,on pouvait
											généraliser,
											et dire, je suis sûr que cela se produira chaque fois que
											nous faisons une de ces choses.
											Et alors vous pouvez commencer à établir quelques règles.
											Vous dites, chaque fois qu'on a un état de vide,
											on découvrira qu'une roue n'en fait pas tourner une autre,
											si le seul lien entre elles
											est ce qu'il y avait avant le vide. Ce genre de chose.
											Les bougies ne peuvent pas brûler dans le vide,
											donc, probablement les cierges magiques ne pourraient pas non plus.
											Ce n'est pas clair; en fait, les cierges magiques le peuvent,
											mais ils ne le savaient pas ;
											ils n'avaient pas de cierges magiques. Mais, ils -
											(Rires)
											- Vous pouvez créer des règles, mais elles doivent se rapporter
											seulement aux choses que vous avez été en mesure de démontrer.
									","
											Birisi gelip size birşeyler anlatacak olduğunda
											ya da bir deney yapmak istediğinde
											deney, o zamanlar için yeni bir kelime sayılır
											bir bilimsel prensibi katılamak istese,
											herkesin görebilmesi için sahneye çıkar,
											böylece herkes....
											burası önemli
											orada, örneğin kesin yargılarla
											konuşmamalısınız
											ve tanrı algısı işin içinden çıkmış olur.
											Gerçeğin doğal halinin bir önemi yoktu.
											Kesin yargılarla asla konuşamazsınız.
											Hiçbirşey konuşamazsınız.
											görselleştiremeyeceğiniz hiçbir şeyi konuşamazsınız.
											Eğer herkes gördüyse, işte bu makina da böyle çalışıyor diyebilirdiniz.
											işte burada böyle yapıyoruz, ve bunlar oluyor.
											Ve anlatıklarınız herkesçe görülür ise sorun yok.
											Genelleyecek olursak,
											eminim bunu yaptığınızda
											bunlar oluyor diyebiliyorsak,
											Kurallar koymaya başlıyoruz.
											Eğer vakum oluşturduğunuzda
											bir tekerin diğerini döndürmediğini bulursanız
											ve aradaki bağıntı kesinse,
											etkinin sorumlusu vakumdan önce orada ne varsa odur, gibi birşey.
											Vakumda mum yanmaz.
											belki muhtemelen kıvılcımda oluşmaz.
											Oluşur mu? evet kıvılcım oluşur
											fakat onlar bunu bilmiyordu.
											onlarda kıvılcım yoktu, ama onlar
											(gülüşmeler)
											Kurallar koyabilirsin ama sadece
											gösterebileceğin öğelerle ilgili.
									","
											Sie konnten also alle reinkommen –
											jeder, der ein Experiment vorführen –
											was damals ein ziemlich neues Wort war –
											und irgend ein Prinzip demonstrieren wollte.
											Sie mussten das auf einer Bühne tun, wo es jeder sehen konnte.
											Sie sollten also –
											der wirklich wichtige Teil hierbei war,
											dass man nicht über, beispielsweise,
											Finalursachen sprechen sollte.
											Und Gott war vom Tisch.
											Die tatsächliche Natur der Wirklichkeit war nicht von Interesse.
											Man solte nicht über die absolute Natur von irgendetwas sprechen.
											Man sollte überhaupt über nichts sprechen,
											das man nicht vorführen konnte.
											Wenn es jemand sehen konnte, durfte man sagen, so funktioniert diese Maschine,
											wir tun dieses und dann passiert jenes.
											Und weil man sehen konnte, was passierte, war es in Ordnung
											zu verallgemeinern
											und zu sagen, ""Ich bin mir sicher, das wird jedesmal passieren,
											wenn wir eines dieser Teile bauen.""
											Und so kann man anfangen Regeln aufzustellen.
											Man sagt, immer, wenn man ein Vakuum hat,
											wird man feststellen, dass das eine Windrad das andere nicht antreiben wird,
											wenn die einzige Verbindung zwischen den beiden
											das ist, was vor dem Vakuum dort war. In dieser Art.
											Kerzen können im Vakuum nicht brennen,
											deshalb werden Wunderkerzen es vermutlich auch nicht tun.
											Das ist nicht sicher; tatsächlich würden Wunderkerzen brennen,
											aber das wussten sie damals nicht.
											Sie hatten keine Wunderkerzen. Aber –
											(Lachen)
											– man kann Regeln aufstellen, aber sie dürfen sich nur auf
											Dinge beziehen, die man auch vorführen konnte.
									","
											Y así, venían y Ud. haría —
											Cualquiera que fuera a mostrar un experimento,
											que era algo como nuevo entonces,
											demostrar algún principio,
											debían hacerlo en el escenario, donde todos pudieran verlo.
											Así que eran —
											la parte realmente importante de esto era,
											se suponía que Ud. no hablaría
											sobre causas finales, por ejemplo.
											Y Dios esta totalmente fuera.
											La naturaleza de la realidad no estaba en discusión.
											Se supone que Ud. no debe hablar sobre la naturaleza absoluta de nada.
											Se suponía que Ud. no debe hablar sobre nada
											que Ud. no pudiera demostrar.
											Así es que si alguien lo podía ver, podría decirse, así es como funciona la máquina,
											esto es lo que hacemos, y luego esto sucede.
											Y viendo lo que sucede, estaba bien
											generalizar,
											y decir, estoy seguro que esto ocurrirá en cualquier momento
											en que hagamos una de estas cosas.
											Y así podemos empezar a establecer algunas reglas.
											Ud. dice, cuando quiera que tenga un vacío,
											Ud. descubrirá que una rueda no moverá a otra,
											si la única conexión entre ellas
											es lo que fuera que había allí antes del vacío. Ese tipo de cosa.
											Las velas no pueden arder en un vacío,
											luego, probablemente tampoco lo haría los chisperos.
											No está claro; de hecho, los chisperos lo harán,
											pero eso ellos no lo sabían;
											no tenían chisperos. Pero, ellos —
											(Risas)
											—Ud. puede establecer reglas, pero deben relacionarse
											solo con las cosas que Ud. ha podido demostrar.
									",Play! Experiment! Discover!,Kary Mullis,29:32,"DNA,biology,curiosity,history,microbiology,science,technology"
"
","
","
","
",Play! Experiment! Discover!,Kary Mullis,29:32,"DNA,biology,curiosity,history,microbiology,science,technology"
"
											Et la plupart des démonstrations étaient visuelles
											Comme si vous faisiez une expérience sur scène,
											et personne ne peut la voir, on ne peut que l'entendre, ils auraient probablement pensé que vous étiez bizarre.
											Je veux dire, la réalité est ce que vous pouvez voir.
											Ce n'était pas une règle explicite dans l'assemblée,
											mais je suis sûr que cela en faisait partie. Si les gens entendent des voix,
											et qu'ils ne peuvent pas la voir et l'associer à quelqu'un,
											cette personne n'est probablement pas là.
											Mais l'idée générale que vous ne pouviez -
											vous ne pouviez vraiment parler de choses dans ce lieu
											qui avaient une sorte de base expérimentale.
											Ce que Thomas Hobbes,
											qui était un philosophe local,
											disait à ce sujet n'avait pas d'importance
											parce que vous n'alliez pas parler des causes finales.
									","
											ve gösterim görsel olmalı
											eğer sahnede deney yapıp
											insanların görebileceği değil de duyabileceği şeyler yaparsanız, sizi ucube sanarlar.
											Demek istediğim gerçeklik görseldir.
											Bu çok açık bir kural değildi.
											fakat eminim bu uygulanıyordu. Eğer insanlar sizi görmez de
											sadece sesinizi duyarsa, sizi muhtemelen orada olmayan
											birisi sanacaktır.
											Genel olarak sadece
											deneyini yaptığınız ve orada olan
											şeyler hakkında konuşabilirdiniz.
											Yerel filozof Thomas Hobbes'un ne
											dediğinin hiç önemi yoktu çünkü
											bilirsiniz
											temel sebeplerle ilgili konuşmazdınız.
									","
											Und die meisten Demonstrationen waren visuell gestaltet.
											Wenn man ein Experiment auf der Bühne ausführt,
											das niemand sehen, sondern nur hören kann, würden sie einen vermutlich für verrückt halten.
											Realität ist das, was man sehen kann.
											Das war keine ausgesprochene Regel der Treffen,
											aber ich bin mir sicher, es war ein Teil davon. Wenn Leute Stimmen hören,
											die sie nicht mit etwas oder jemandem verbinden können,
											ist diese Person vermutlich nicht da.
											Aber die Grundidee, dass man nur –
											man konnte dort wirklich nur über Dinge sprechen,
											die eine gewisse experimentelle Basis hatten.
											Es war egal, was Thomas Hobbes,
											ein einheimischer Philosoph,
											darüber gesagt hatte,
											weil man nicht über Finalursachen sprechen würde.
									","
											Y la mayoría de las demostraciones tenían que ver con elementos visuales.
											Tal como si Ud. hace un experimento en el escenario,
											y nadie puede verlo, solo pueden escucharlo, probablemente pensarían que Ud. era extraño.
											Es decir, la realidad es lo que Ud. puede ver.
											Esa no era una regla explícita en la reunión,
											pero estoy seguro que era parte de aquello, ustedes saben. Si la gente escucha voces,
											y no pueden ver y asociarlo con alguien,
											esa persona probablemente no está ahí.
											Pero la idea general que Ud. solamente —
											Ud. solo podía hablar realmente sobre cosas en ese lugar
											que tenían algun tipo de base experimental.
											No importaba lo que Thomas Hobbes,
											quien era un filósofo local,
											dijera al respecto, ustedes saben,
											porque Ud. no iba a hablar sobre causas finales.
									",Play! Experiment! Discover!,Kary Mullis,29:32,"DNA,biology,curiosity,history,microbiology,science,technology"
"
","
","
","
",Play! Experiment! Discover!,Kary Mullis,29:32,"DNA,biology,curiosity,history,microbiology,science,technology"
"
											Ce qui se passe ici,
											au milieu du 17ème siècle,
											est que ce qui est devenu mon domaine -
											la science, la science expérimentale -
											prenait ses distances,
											et d'une manière physique, parce que nous allons en faire dans cette pièce ici,
											mais c'était aussi ce que - c'était une chose incroyable qui se passait.
											La science avait été intimement liée
											à la théologie et à la philosophie,
											et - et - et aux mathématiques,
											ce qui n'a rien à voir avec la science.
											Mais la science expérimentale a été liée à toutes ces choses.
											Et la partie mathématique
											et la partie science expérimentale
											s'éloignaient de la philosophie.
											Et - les choses -
											nous n'avons jamais regardé en arrière.
									","
											17. yy nin ortalarında
											burada olanlar
											bilim ve deney adına yapılanlarla
											ilgilenmeye başladım
											olanlar amacını aşmaya başlamıştı
											çünkü tıpkı şu an burada olduğu gibi
											muhteşem şeyler konuşuluyordu.
											Bilimin güvenlik kilidi
											teoloji, felsefe ve
											aslında tam olarak bilim olmayan
											matematiktir.
											Deneysel bilim hep bu olgularla çevrelenmiştir.
											Matematiksel kısım ve
											deneysel kısım
											bilimi felsefeden ayırıyordu.
											ve...yaşananlar...
											hiç geriye bakmadık.
									","
											Was hier in der Mitte
											des 17. Jahrhunderts passierte,
											wurde mein Gebiet –
											Wissenschaft, Experimental-Wissenschaft –
											löste sich los,
											und zwar in einem physischen Sinn, weil wir das in diesem Raum dort machen,
											aber es war auch – etwas erstaunliches passierte.
											Wissenschaft war die ganze Zeit mit
											Theologie und Philosophie verwoben gewesen
											und – und – und Mathematik,
											was wirklich keine Wissenschaft ist.
											Aber experimentelle Wissenschaft war mit all diesen Dingen verbunden.
											Die Mathematik
											und die experimentelle Wissenschaft
											rissen sich von der Philosophie los.
											Und – die Dinge –
											wir haben nie mehr zurückgeschaut.
									","
											Lo que está sucediendo aquí,
											a mitad del siglo 17,
											era que lo que sería mi campo —
											la ciencia, ciencia experimental —
											se estaba alejando,
											y era de una manera física, porque lo haremos en esta sala aquí,
											pero era también lo que — fue una cosa asombrosa que sucedió.
											La ciencia había sido entrelazada completamente
											con la teología y la filosofía,
											y — y — y las matemáticas,
											la que realmente no es ciencia.
											Pero la ciencia experimental había estado amarrada con esas cosas.
											Y la parte matemática
											y la parte de ciencia experimental
											se estaban alejando de la filosofía.
											y — cosas —
											nunca miramos atrás.
									",Play! Experiment! Discover!,Kary Mullis,29:32,"DNA,biology,curiosity,history,microbiology,science,technology"
"
","
","
","
",Play! Experiment! Discover!,Kary Mullis,29:32,"DNA,biology,curiosity,history,microbiology,science,technology"
"
											On s'est très bien portés depuis.
											Je veux dire, ça a simplement démêlé une chose qui empêchait
											vraiment la technologie de se développer.
											Et, je veux dire, tout le monde dans cette salle -
											maintenant, c'était il y a 350 ans à peine.
											Rappelez-vous, c'est peu de temps.
											C'est il y a 300 000 ans probablement
											que la plupart d'entre nous, les ancêtres de la plupart d'entre nous dans cette salle
											sont sortis d'Afrique et ont tourné à gauche.
											Vous savez, ceux qui ont tourné à droite, il y en a certains
											dans la traduction en japonais.
											Mais c'est arrivé il y a très longtemps
											par rapport à
											350 courtes années.
											Mais, en l'espace de 350 ans,
											l'endroit a subi beaucoup de changements.
									","
											O zamandan bu yana işler yolunda.
											Demek istediğim teknolojinin ilerlemesini engelleyen
											neyse, ortadan kaldırılmış oldu.
											Bence bu odadaki herkes...
											yani bundan sadece 350 yıl önceydi.
											Unutmayın bu kısa bir süredir.
											300 000 yıl öncesine bakarsak
											burdaki herkesin atasının
											Afrika'dan çıkıp sola dönenler olduğunu görürürüz.
											Afrikadan çıkıp sağa dönenler
											şimdi japonca çeviriyi dinliyordur.
											Fakat bunlar 350 yıla
											kıyasla
											çok uzun zaman önceydi.
											Fakat bu son 350 yılda
											işler çok değişti.
									","
											Seitdem ist es so cool gewesen.
											Es hat einen Zustand aufgelöst, der wirklich verhindert hat,
											dass Technik entwickelt wird.
											Und ich meine jeden in diesem Raum –
											also, das war gerade mal vor 350 Jahren.
											Denkt daran, das ist eine kurze Zeit.
											Es war vermutlich vor 300.000 Jahren, dass
											die meisten von uns, die Vorfahren der meisten in diesem Raum
											aus Afrika herauskamen und nach links abgebogen sind.
											Diejenigen, die nach rechts abgebogen sind, davon sind einige
											in der japanischen Übersetzung.
											Aber das geschah – vor langer Zeit,
											verglichen mit
											350 kurzen Jahren.
											Aber in diesen 350 Jahren
											hat sich die Welt stark verändert.
									","
											Ha sido tan tranquilo desde entonces
											Es decir, solamente — solamente — destrabó algo que realmente impedía
											que se desarrollara la tecnología.
											y, quiero decir, todos en esta sala —
											ahora, esto fue hace escasos 350 años.
											Recuerden, es un lapso corto.
											Fue hace 300,000, probablemente, años atrás
											que la mayoría de nosotros, los ancestros de la mayoría de nosotros aqui
											salieron de Africa y giraron a la izquierda.
											ustedes saben, los que giraron a la derecha, hay algunos de esos
											en la traducción japonesa.
											Pero eso sucedió hace mucho — mucho tiempo atrás
											comparado con
											escasos 350 años atrás.
											Pero en esos 350 años,
											el lugar ha sufrido un montón de cambios
									",Play! Experiment! Discover!,Kary Mullis,29:32,"DNA,biology,curiosity,history,microbiology,science,technology"
"
","
","
","
",Play! Experiment! Discover!,Kary Mullis,29:32,"DNA,biology,curiosity,history,microbiology,science,technology"
"
											En fait, tout le monde dans cette salle sans doute,
											surtout si vous avez pris votre sac -
											certains d'entre vous, je le sais, n'ont pas récupéré leur sac —
											mais si vous avez pris votre sac, tout le monde dans cette salle
											a dans sa poche, ou dans sa chambre,
											quelque chose
											qu'il y a 350 ans,
											les rois auraient fait la guerre pour l'avoir.
											Je veux dire, si vous pouvez penser comme c'est important -
											Si vous avez un système GPS et il n'y a pas de satellites,
											ça ne va pas être d'une grande utilité. Mais, comme -
											mais, vous savez, si quelqu'un avait un système GPS
											au 17ème siècle
											un roi aurait levé une armée
											et serait allé le chercher. Si cette personne -
									","
											Muhtemelen buradaki herkes
											özellikle yanında çantası olanlar
											kiminizin çantası yok
											Eğer 350 yıl önce çantanızdakilerin
											varlığı bilinseydi,
											krallar onlara
											sahip olmak için
											savaşlar açarlardı.
											Yani uydular olmadan
											bir GPS aletine sahip olmanın ne önemi var diye düşünebilirsiniz
											ne de olsa pek de işe yaramaz.
											Fakat eğer GPS sistemi
											17.yy'da olsaydı
											krallar ordularını toplayıp
											savaşa girdiklerini görürdünüz. Eğer birinin ......
									","
											Tatsächlich hat vermutlich jeder hier,
											besonders, wenn ihr eure Taschen abgeholt habt –
											ich weiß, einige von euch haben ihre Taschen nicht abgeholt –
											aber wenn ihr sie abgeholt habt, hat jeder in diesem Raum
											in seiner Tasche oder in seinem Hotelzimmer
											etwas,
											wofür vor 350 Jahren
											Könige in den Krieg gezogen wären.
											Wenn ihr euch die Wichtigkeit vorstellen könnt –
											wenn man ein GPS-System hat und es gibt keine Satelliten,
											wird es nicht sonderlich viel nützen. Aber
											wenn jemand im 17. Jahrhundert ein
											GPS-System gehabt hätte,
											hätte irgendein König eine Armee aufgestellt
											und sich das System beschafft. Wenn diese Person –
									","
											De hecho, los presentes en esta sala probablemente,
											especialmente si tomaron su bolso —
											algunos de ustedes, lo sé, no tomaron sus bolsos —
											pero si los tomaron, todos en esta sala
											tienen en su bolsillo, o en su habitación,
											algo
											que 350 años atrás,
											los reyes hubieran ido a la guerra por tenerlo.
											Quiero decir, si ustedes piensan cuan importante —
											Si ustedes tienen un sistema GPS y no hay satélites,
											no va a ser muy útil. Pero si —
											pero, ustedes saben, si alguien tuviera un sistema GPS
											en el siglo 17
											algún rey hubiera reunido un ejército
											y salido a buscarlo, ustedes saben. Si esa persona —
									",Play! Experiment! Discover!,Kary Mullis,29:32,"DNA,biology,curiosity,history,microbiology,science,technology"
"
","
","
","
",Play! Experiment! Discover!,Kary Mullis,29:32,"DNA,biology,curiosity,history,microbiology,science,technology"
"
											Public: Pour l'ours en peluche? L'ours en peluche?
									","
											(dinleyici: oyuncak ayı, oyuncak ayı)
									","
											Publikum: ""Für einen Teddy-Bären? Den Teddy-Bären?""
									","
											Audiencia: ¿Al osito? ¿El osito?
									",Play! Experiment! Discover!,Kary Mullis,29:32,"DNA,biology,curiosity,history,microbiology,science,technology"
"
","
","
","
",Play! Experiment! Discover!,Kary Mullis,29:32,"DNA,biology,curiosity,history,microbiology,science,technology"
"
											Kary Mullis: Ils auraient pu le faire pour l'ours en peluche, ouais.
											Mais - nous possédons tous quelque chose.
											Je veux dire, des choses personnelles
											que les rois auraient certainement fait la guerre pour obtenir.
											Et ce n'est que 350 ans.
											Pas beaucoup de gens qui font ce genre de choses.
											Vous savez, les personnes importantes -
											vous pouvez presque lire les histoires sur leur vie,
											sur tous les gens vraiment importants qui ont fait des découvertes.
									","
											Evet, eğer bir oyuncak ayı için de yaparlardı.
											Fakat...hepimizin sahip olduğu şeyler var.
											Demek istediğim bugün bireylerin sahip oldukları
											için o zaman krallar savaşa gidebilirdi.
											Ve sadece 350 yıl öncesi.
											Herkes değil
											Sadece önemli insanlar
											sizin bugün hayatlarını okuduğunuz kişiler
											bugüne gerçekten etkisi olmuş kişiler.
									","
											Kary Mullis: ""Ja, vielleicht hätten sie es auch für den Teddy-Bären getan.""
											Aber – wir alle besitzen Zeug.
											Ich will sagen, dass Einzelpersonen Dinge besitzen,
											für die Könige definitiv in den Krieg gezogen wären.
											Und das war gerade mal vor 350 Jahren.
											Nicht viele Leute machen dieses Zeug.
											Also, die wichtigen Leute –
											man kann fast all ihre Biografien lesen,
											von allen wirklich wichtigen Leuten, die Fortschritte gemacht haben.
									","
											Kay Mullis: Lo hubieran hecho por el osito, sí.
											Pero — todos poseemos cosas.
											Quiero decir, los individuos poseen cosas
											que los reyes definitivamente hubieran ido a la guerra para conseguirlas.
											Y esto hace solo 350 años.
											No muchas personas hacen esto.
											Ustedes saben, gente importante —
											ustedes casi pueden leer sobre sus vidas,
											acerca de las personas verdaderamente importantes que hicieron adelantos, ustedes saben.
									",Play! Experiment! Discover!,Kary Mullis,29:32,"DNA,biology,curiosity,history,microbiology,science,technology"
"
","
","
","
",Play! Experiment! Discover!,Kary Mullis,29:32,"DNA,biology,curiosity,history,microbiology,science,technology"
