en,es,tr,fr,pt,title,speaker,duration,tags
"
											About to be 77, I realize
that I have nothing left to prove,
											less to lose,
											and I'm more impatient about everything.
											The true, slow pace towards equality,
											the rise in sexism, racism,
											violence against women and girls ...
											And I'm angry, too,
											at the climate deniers
who are stealing the future
											from our children and grandchildren.
											Friends, we are living in dangerous times.
											And such times call for all of us
to be more dangerous.
									","
											A punto de cumplir 77, sé que no tengo
nada que demostrar,
											menos que perder,
											y estoy más impaciente con todo.
											La verdadera lentitud hacia la igualdad,
											el aumento del sexismo, del racismo,
											la violencia contra 
las mujeres y niñas...
											Y estoy enojada, también, 
con quienes niegan el cambio climático
											pues roban el futuro 
de nuestros hijos y nietos.
											Amigos, vivimos en tiempos peligrosos.
											Y tiempos así piden que 
seamos más peligrosos.
									","
											77 olmak üzereyken kanıtlayacak
hiçbir şeyimin kalmadığını,
											kaybedecek daha az şeyim olduğunu
											ve her şeyle ilgili daha sabırsız
olduğumu fark ediyorum.
											Eşitliğe doğru olan gerçek ve yavaş hız;
											cinsiyetçilikte, ırkçılıkta,
genç kız ve kadına karşı şiddette artış...
											Çocuk ve torunlarımızdan
geleceklerini çalan
											iklim değişikliği inkârcılarına
ben de kızgınım.
											Arkadaşlar, tehlikeli
bir zamanda yaşıyoruz
											ve böyle zamanlar, hepimizin
daha tehlikeli olmasını gerektirir.
									","
											Je vais avoir 77 ans et je réalise
que je n'ai plus rien à prouver,
											que j'ai moins à perdre
											et que je suis plus impatiente
sur tous les fronts.
											La marche réelle et lente vers l'égalité,
											la montée du sexisme, du racisme,
											de la violence envers
les femmes et les filles...
											Je suis également en colère
											contre les négationnistes
du changement climatique
											qui volent l'avenir de nos enfants
et de nos petits-enfants.
											Mes amies, nous vivons
des temps dangereux.
											Et de tels temps nous appellent
à être plus dangereuses.
									","
											Prestes a completar 77, percebi
que não tenho mais nada a provar,
											muito menos a perder,
											e estou mais impaciente
em relação a tudo.
											O ritmo lento e verdadeiro
em direção à igualdade,
											o aumento do machismo, do racismo,
											a violência contra mulheres e raparigas...
											E estou zangada também
											com os que negam a mudança climática
que estão a roubar o futuro
											dos nossos filhos e netos.
											Amigos, estamos a viver tempos perigosos.
											E esses tempos forçam-nos
a sermos mais perigosas.
									",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
","
","
","
","
",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
											Now, what do I mean by this?
											I don't mean being feared.
											It's not that kind of dangerous.
											But I do mean being more fearless.
											I mean speaking the truth
											when silence is a lot safer.
											I mean speaking up in rooms
for those who aren't present,
											especially those rooms
where decisions are made
											about our lives and our bodies.
											We need to be in those rooms,
											showing up for one another,
											challenging the cultural construct
											that encourages us,
especially women and girls,
											to compete, compare,
											criticize.
											We have to end this.
											And speaking out
											against the policies and the politics
											that divide us and diminish
our collective power
											as a global community of women,
											and the men and the allies
											who stand with us.
									","
											¿Qué quiero decir con eso?
											No me refiero a que teman de nosotros.
											No es ese tipo de peligro.
											Me refiero a ser más intrépido.
											Me refiero a decir la verdad
											cuando el silencio es mucho más seguro.
											Me refiero a hablar en nombre 
de los que no están presentes,
											sobre todo en esos lugares
donde se toman decisiones
											sobre nuestras vidas y nuestros cuerpos.
											Debemos estar en esos lugares,
											hablando los unos por los otros,
											desafiando el constructo cultural
											que nos anima, sobre todo a las mujeres 
y las niñas,
											a competir, comparar,
											criticar.
											Debemos acabar con esto.
											Y hacernos escuchar
											contra las políticas que nos dividen
											y disminuyen nuestro poder colectivo
											como comunidad global de mujeres,
											y hombres y aliados
											que nos apoyan.
									","
											Ne demek istiyorum?
											Korkmalıyız demiyorum.
											Bu, o tür bir tehlike değil.
											Daha korkusuz olmalıyız diyorum.
											Sessiz olmak çok daha güvenliyken
											gerçeği söylemeliyiz diyorum.
											Odada bulunmayanlar adına,
onların lehine konuşmalıyız diyorum,
											özellikle de hayatımız ve bedenlerimizle
ilgili kararların verildiği odalarda.
											O odalarda bulunmalıyız,
											birbirimizi savunmalıyız.
											Bizi, özellikle kadın ve genç kızları,
yarışmaya, kıyaslamaya
											ve eleştirmeye özendiren
kültürel yapıya karşı çıkmalıyız.
											Bunu sonlandırmalıyız.
											Bizi bölen
											ve küresel kadın toplumunun,
yanımızda duran erkeklerin
											ve müttefiklerimizin toplam gücünü azaltan
ilke ve politikalar aleyhine konuşmalıyız.
									","
											Qu'est-ce que je veux dire par cela ?
											Je ne parle pas d'être crainte.
											Je ne parle pas d'être
dangereuse dans ce sens.
											Mais je parle d'être plus téméraire.
											Je parle de dire la vérité
											quand le silence est bien plus sûr.
											Je parle de prendre la parole
pour celles qui ne sont pas présentes,
											en particulier dans ces lieux
où les décisions sont prises
											sur notre vie et notre corps.
											Nous devons être dans ces lieux,
											être présentes les unes pour les autres,
											remettre en question
la construction culturelle
											qui nous encourage,
en particulier les femmes et les filles,
											à rivaliser, à comparer,
											à critiquer.
											Nous devons y mettre un terme.
											Et nous exprimer
											contre les politiques
											qui nous divisent et affaiblissent
notre force collective
											en tant que communauté mondiale de femmes
											et des hommes et alliés
											qui se tiennent à nos côtés.
									","
											O que eu quero dizer com isso?
											Não é para terem medo de nós.
											Não é esse tipo de perigo.
											Quero dizer sermos mais destemidas.
											Dizermos a verdade
											quando o silêncio é mais seguro.
											Falarmos por aqueles
que não estão presentes,
											principalmente nos locais
onde pessoas tomam decisões
											sobre a nossa vida e o nosso corpo.
											Precisamos de estar nesses lugares,
											sermos solidários,
											desafiarmos o conceito cultural
											que nos encoraja,
principalmente às mulheres e raparigas,
											a competir, a comparar,
											a criticar.
											Temos de parar com isso.
											E também falar contra a política
e as políticas que nos dividem
											e diminuem o nosso poder coletivo
											como uma comunidade global
de mulheres e de homens
											e dos aliados que estão lá connosco.
									",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
","
","
","
","
",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
											Becoming dangerous also means
embracing whatever risks are necessary
											to create a world
where women and girls are safe
											in their homes and at work,
											where all voices are represented
											and respected,
											all votes counted,
											the planet protected.
									","
											Ser peligroso también significa 
abrazar los riesgos necesarios
											para crear un mundo donde mujeres y niñas
estén seguras en sus casas y trabajos,
											donde todas las voces estén representadas
											y sean respetadas,
											todos los votos cuenten,
											y se proteja al planeta.
									","
											Tehlikeli olmak aynı zamanda
											kadın ve genç kızların evlerinde
ve işlerinde güvenli olduğu,
											tüm düşüncelerin ifade edildiği
ve saygı duyulduğu,
											tüm oyların geçerli sayıldığı
ve gezegenin korunduğu
											bir dünya oluşturmak için
gereken riskleri almak demek.
									","
											Devenir dangereuse signifie également
accepter les risques nécessaires
											à la création d'un monde où les femmes
et les filles sont en sécurité
											chez elles et au travail,
											où toutes les voix sont représentées
											et respectées,
											tous les votes sont comptés,
											la planète est protégée.
									","
											Ser perigosa também significa
abraçar os riscos necessários
											para criar um mundo
onde mulheres e raparigas estejam seguras
											em casa e no trabalho,
											onde todas as vozes
estejam representadas e respeitadas,
											todos os votos façam a diferença,
											o planeta seja protegido.
									",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
","
","
","
","
",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
											And this is all possible.
											Because we're ready for this.
											We're better prepared
than any generation ever before us,
											better resourced, better connected.
											In many parts of the world,
we're living longer than ever.
											Women over 65 are among
the fastest-growing populations on earth,
											with the potential for becoming
the most powerful, too.
											Now —
									","
											Todo esto es posible.
											Porque estamos listos para esto.
											Estamos más preparados 
que cualquier generación anterior,
											mejor dotados, mejor conectados.
											En muchas partes del mundo, 
vivimos más tiempo que nunca.
											Las mujeres mayores de 65
											figuran entre las poblaciones 
de mayor crecimiento del planeta,
											con el potencial de volverse 
la más poderosa también.
											Ahora...
									","
											Bunları hepsi mümkün.
											Çünkü bunun için hazırız.
											Bizden önceki tüm nesillerden
daha hazırlıklıyız,
											daha çok kaynağa sahibiz ve daha bağlıyız.
											Dünyanın çoğu bölgesinde
önceki nesillerden daha uzun yaşıyoruz.
											65 yaş üstü kadınlar, dünyanın
en hızlı büyüyen nüfusları arasında
											ve en güçlü nüfus olması da muhtemel.
									","
											Et tout cela est possible.
											Car nous sommes prêtes.
											Nous sommes mieux préparées
que toute génération avant nous,
											dotées de plus de ressources,
mieux connectées.
											Dans de nombreuses parties du monde,
nous vivons plus longtemps que jamais.
											Les femmes de plus de 65 ans
											font partie des populations
à la croissance la plus élevée sur Terre,
											avec également le potentiel de devenir
la population la plus puissante.
											Alors —
									","
											E tudo isso é possível.
											Porque estamos prontas.
											Estamos mais bem preparadas
do que qualquer geração antes de nós,
											temos mais recursos,
estamos mais interligadas.
											Em muitas partes do mundo,
viver mais tempo do que nunca.
											A parte da população
que mais depressa cresce no mundo
											é a de mulheres com mais de 65 anos
											com o potencial também
de se tornar a mais poderosa.
									",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
","
","
","
","
",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
											(Applause)
									","
											(Aplausos)
									","
											(Alkışlar)
									","
											(Applaudissements)
									","
											(Aplausos)
									",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
","
","
","
","
",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
											What a change this represents.
											Postmenopausal women like me,
not that long ago,
											were considered useless
											or crazy.
											We were valued for caregiving
and grandmothering —
											and I really love that part.
											But we were pushed aside
											and expected to retire
to our rocking chairs.
											Women on the dangerous side of 60
											are not retiring.
											We are rewiring —
									","
											¡Esto representa un gran cambio!
											Las mujeres postmenopáusicas como yo,
hace poco,
											se consideraban inútiles o locas.
											Nos valoraban por ser cuidadoras y abuelas
											y realmente amo esa parte.
											Pero nos dejaban de lado
											y se esperaba que nos retiráramos
a nuestras mecedoras.
											Las mujeres peligrosas de 60
											no se están retirando.
											Nos estamos reprogramando...
									","
											Ne büyük bir değişim göstergesi.
											Yakın zamana kadar
benim gibi postmenopoz kadınlar
											gereksiz ve çılgın olarak görülüyordu.
											Bakıcılık ve büyükanneliğimiz için
değer görüyorduk,
											bunu seviyorum.
											Ama kenara itilmiştik,
											emekli olup sallanan sandalyelerimize
gitmemiz bekleniyordu.
											60 yaşındaki tehlikeli kadınlar
emekli olmuyor.
											Biz yeniden yapılanıyoruz.
									","
											Quel changement cela représente-t-il !
											Les femmes ménopausées
comme moi, il y a peu,
											étaient considérées inutiles
											ou folles.
											Nous étions appréciées pour nos soins
et le fait d'être grand-mère —
											et j'adore cela.
											Mais nous étions mises de côté
											et on s'attendait à ce qu'on se retire
sur nos chaises à bascule.
											Les femmes du côté dangereux des 60 ans
											ne s'arrêtent pas.
											Nous nous reconnectons —
									","
											Que mudança isso representa!
											As mulheres após a menopausa, como eu,
											ainda há pouco tempo,
eram consideradas inúteis
											ou malucas.
											Só servíamos para cuidadoras,
ou para sermos avós.
											e eu gosto muito dessa parte.
											Mas éramos postas de lado
											e esperavam que ficássemos
nas nossas cadeiras de baloiço.
											As mulheres, com mais de 60 anos
											não estão a reformar-se.
											Estamos a reprogramar-nos.
									",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
","
","
","
","
",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
											(Applause)
									","
											(Aplausos)
									","
											(Alkışlar)
									","
											(Applaudissements)
									","
											(Aplausos)
									",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
","
","
","
","
",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
											taking all that we know and have done —
and that is a lot —
											to redefine what age looks like,
											can do, can accomplish.
											But becoming dangerous isn't about
becoming a certain age,
											because at each end of the age spectrum,
											brave women and girls are stepping up,
											taking the risk to create change.
									","
											— tomando todo lo que sabemos 
y hemos hecho, y es mucho —
											para redefinir el aspecto de la edad,
											lo que puede hacer y lograr.
											Pero volverse peligroso no tiene que ver
con cumplir una cierta edad
											porque en cada extremo 
del espectro de edad
											están actuando mujeres y niñas valientes,
											asumiendo riesgos para crear el cambio.
									","
											Bildiğimiz ve yaptığımız her şeyi alıp —
ki bunlar oldukça fazla —
											yaşın nasıl göründüğünü,
neler yapabildiğini,
											neler başarabildiğini
yeniden tanımlıyoruz.
											Ama tehlikeli olmak,
belli bir yaşa gelmekle ilgili değil
											çünkü her yaş spektrumunda
cesur kadın ve kızlar güçleniyor,
											farklılık oluşturmak için risk alıyorlar.
									","
											nous parlons de ce que nous savons
et avons fait — beaucoup de choses —
											pour redéfinir à quoi ça ressemble
de prendre de l'âge,
											ce que cela peut faire,
ce que cela peut accomplir.
											Mais devenir dangereuse,
ce n'est pas avoir un certain âge,
											car à chaque extrémité
du spectre de l'âge,
											des femmes et filles
courageuses s'avancent,
											prenant le risque
d'entraîner du changement.
									","
											agarrando em tudo o que sabemos
e fizemos — e é muita coisa —
											para redefinir o que é a idade,
											o que podemos fazer,
o que podemos realizar.
											Mas tornar-se perigosa não tem a ver
com chegar a certa idade
											porque, em qualquer idade,
											as mulheres e as raparigas
estão a manifestar-se,
											a arriscar-se para provocar a mudança.
									",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
","
","
","
","
",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
											I became a risk-taker
early in my life's journey.
											I had to,
											or have my life defined by the limitations
											for a girl growing up in the rural South,
											with no money, no connections,
											no influence.
											But what wasn't limited
											was my curiosity about the world
beyond my small town,
											beyond the small minds
of a still-segregated South,
											a world that I glimpsed in the newsreels
											at the one movie theater in town,
											and a world that got a lot closer to me
											when I met Miss Shirley Rountree,
my eighth-grade English teacher.
									","
											Me volví arriesgada a temprana edad
en el transcurso de mi vida.
											Tuve que hacerlo,
											o mi vida hubiera sido definida
											por los límites típicos 
para una chica en el Sur rural,
											sin dinero, sin conexiones,
											sin influencia.
											Pero lo que no era un límite
											era mi curiosidad por el mundo 
más allá de mi pueblito,
											más allá de las mentes pequeñas 
de un Sur aún segregado,
											un mundo que yo vislumbraba
											entre los noticiarios 
en el único cine del pueblo,
											y un mundo que se me acercó mucho
											al conocer a la Sra. Shirley Rountree, 
mi maestra de inglés en el octavo grado.
									","
											Hayatımın erken döneminde risk aldım,
											almam gerekiyordu.
											Yoksa Güney taşrada yetişen parasız,
bağlantısız, etkisiz bir kızın sınırları
											hayatımı belirleyecekti.
											Ama sınırı olmayan şey, o zaman
hâlâ mekânsal ayrım olan Güney'deki
											küçük kasabamın, dar fikirlerin
ötesindeki dünyaya olan meraklılığımdı.
											Kasabadaki tek sinema salonunda gösterilen
haber filminde gördüğüm dünyaya,
											sekizinci sınıf İngilizce öğretmenim
Shirley Rountree ile tanıştığımda
											bana çok daha yaklaşan bir dünyaya.
									","
											Je suis devenue une preneuse de risques
très tôt sur mon chemin de vie.
											J'y ai été obligée
											ou j'aurais eu une vie
définie par les restrictions
											s'appliquant à une fille
grandissant dans le Sud rural,
											sans argent, sans relations,
											sans influence.
											Mais ce qui n'était pas limité,
											c'était ma curiosité pour le monde
au-delà de mon petit village,
											au-delà des esprits étroits
d'un Sud encore ségrégué,
											un monde que j'apercevais
dans les actualités,
											à l'unique cinéma du village,
											et un monde qui s'est rapproché de moi
											quand j'ai rencontré
mademoiselle Shirley Rountree,
											ma professeure d'anglais de 4e.
									","
											Eu comecei a correr riscos
ainda muito nova.
											Tive de fazer isso,
											ou ter a minha vida
definida pelas limitações
											para uma rapariga da área rural do Sul,
											sem dinheiro, sem conexões,
											sem influência.
											Mas o que não tinha limites
											era a minha curiosidade pelo mundo
para além daquela pequena cidade,
											para além das mentes tacanhas
de um Sul ainda segregacionista,
											um mundo que eu entrevia nos filmes
											no único cinema da cidade,
											e um mundo que começou
a ficar mais perto
											quando conheci Shirley Rountree,
a minha professora de inglês do 8.º ano.
									",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
","
","
","
","
",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
											From the minute she walked
into the classroom,
											her high heels clicking,
											she was a woman in charge,
											with perfect hair, signature red lips,
											colorfully coordinated, head to toe.
											I wanted to be her.
											Gratefully, she became my first mentor
and helped me become me.
									","
											Desde el minuto que entró en el aula,
											el sonido de sus tacones
sobre el pavimento,
											fue una mujer al mando,
											con cabello perfecto, labios rojos,
distintivos,
											combinaba los colores de pies a cabeza.
											Yo quería ser ella.
											Agradezco que haya sido 
mi primera mentora
											y me ayudara convertirme en quien soy.
									","
											Sınıfa adımını attığı andan itibaren
topuklu ayakkabısı ses çıkarırken
											kontrolü elinde tutan bir kadındı.
											Mükemmel saçları,
imzası olan kırmızı dudakları,
											baştan aşağı canlı bir şekilde düzenliydi.
											Onun gibi olmak istedim.
											Minnettarım ki benim ilk mentorum oldu
ve kendim olmamda bana yardım etti.
									","
											De l'instant où elle est
entrée dans la classe,
											ses hauts talons claquant,
											elle était une femme aux commandes,
											avec des cheveux parfaits,
son rouge à lèvres,
											colorée et coordonnée des pieds à la tête.
											Je voulais être elle.
											Je suis reconnaissante
qu'elle soit devenue mon premier mentor
											et qu'elle m'ait aidée à devenir moi-même.
									","
											No instante em que ela entrou na sala,
											com os seus saltos altos,
											ela era uma mulher no comando,
											com um cabelo perfeito,
o batom vermelho,
											as cores combinadas,
da cabeça aos pés.
											Eu quis ser ela.
											Ela foi a minha primeira mentora
e ajudou-me a tornar-me em quem sou.
									",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
","
","
","
","
",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
											With her support, I got
a scholarship to college —
											the first in my family —
											and landed at a big state university,
											right in the middle of two
great social justice movements:
											civil rights for African Americans
											and equal rights for women.
											I joined both with enthusiasm,
											only to discover that my newfound activism
											and my fermenting feminism
											would often be in direct conflict
with my deeply embedded need to please
											and be popular.
									","
											Con su apoyo, recibí una beca 
para la universidad
											— la primera de mi familia —
											y terminé en una enorme
universidad estatal
											justo en mitad de dos grandes 
movimientos de justicia social:
											derechos civiles para los afroamericanos,
											e igualdad de derechos para las mujeres.
											Me sumé a ambos con entusiasmo,
											solo para descubrir que 
mi activismo en ciernes
											y ferviente feminismo,
											a menudo entraban en conflicto directo
											con mi necesidad muy arraigada
de complacer
											y ser popular.
									","
											Onun desteğiyle üniversite bursu kazandım
— ailemde bunu yapan ilk kişiyim —
											ve büyük bir devlet üniversitesine gittim,
											iki büyük sosyal adalet
hareketinin arasına:
											Afrikan Amerikan sivil hakları
ve kadınlar için eşit haklar.
											İkisine de büyük bir coşkuyla katıldım.
											Fakat fark ettim ki yeni oluşan
eylemciliğim ve gelişen feministliğim,
											içimdeki memnun etme ve popüler olma
ihtiyacıyla çoğunlukla direkt çatışıyordu.
									","
											Avec son aide, j'ai obtenu
une bourse pour l'université —
											la première de ma famille —
											et j'ai atterri dans une grande
université régionale,
											en plein milieu de deux grands mouvements
pour la justice sociale :
											les droits civils pour les Afro-Américains
											et l'égalité des droits pour les femmes.
											J'ai adhéré aux deux avec enthousiasme
											pour découvrir que mon activisme
nouvellement acquis
											et mon féminisme en fermentation
											seraient souvent en conflit direct
avec mon besoin profond de plaire
											et d'être populaire.
									","
											Com o apoio dela,
consegui uma bolsa para a faculdade
											— a primeira na família —
											e fui para uma boa universidade estatal,
											bem no meio de dois
grandes movimentos de justiça social:
											os direitos civis para afro-americanos
											e direitos iguais para mulheres.
											Participei dos dois com entusiasmo,
											e descobri que o meu ativismo
recém-descoberto
											e o meu feminismo em fermentação
											iam entrar em conflito direto
											com a minha necessidade
de agradar e ser popular.
									",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
"
","
","
","
","
",Dangerous times call for dangerous women,Pat Mitchell,17:14,"women,women in business,community,activism,culture,feminism,human rights,gender equality,inclusion,inequality,life,leadership"
