es,pt,en,fr,de,title,speaker,duration,tags
"
","
","
","
","
",The strange politics of disgust,David Pizarro,14:02,"TEDx,brain,choice,cognitive science,morality,politics,psychology,science,smell,sociology,history,sex,mind"
"
											Vale, daos la vuelta si no habéis mirado.
									","
											Ok, voltem a olhar, se não tinham olhado.
									","
											Okay, turn back, if you didn't look.
									","
											Très bien. Ceux qui n'ont pas regardé se tournent.
									","
											Okay, jetzt können Sie wieder hinsehen.
									",The strange politics of disgust,David Pizarro,14:02,"TEDx,brain,choice,cognitive science,morality,politics,psychology,science,smell,sociology,history,sex,mind"
"
","
","
","
","
",The strange politics of disgust,David Pizarro,14:02,"TEDx,brain,choice,cognitive science,morality,politics,psychology,science,smell,sociology,history,sex,mind"
"
											Esto seguramente ha hecho que muchos de vosotros en el público
											hayáis sentido mucho, mucho asco, pero si no habéis mirado
											os puedo hablar sobre alguna de las otras cosas, que se han mostrado
											por todo el mundo para dar asco a la gente,
											cosas como las heces, orín, sangre, carne podrida.
											Éstas son las clases de cosas de las que es de sentido común
											que nos mantengamos alejados, porque podrían contaminarnos.
											De hecho sólo tener aspecto de enfermo,
											o extrañas prácticas sexuales, éstas son cosas que
											también nos dan mucho asco.
									","
											Provavelmente, estas imagens enojaram
muitos de vós, na assistência,
											mas se não olharam,
											eu posso falar-vos sobre
outras coisas que têm sido mostradas
											um pouco por todo o mundo
para enojar as pessoas,
											coisas como fezes, urina,
sangue, carne podre.
											Isto é o tipo de coisas de que faz sentido
mantermo-nos afastados,
											porque podem contaminar-nos.
											Na verdade, ter uma aparência adoentada
ou atos sexuais bizarros,
											são também coisas que nos enojam bastante.
									","
											Those probably made a lot of you in the audience
											feel very, very disgusted, but if you didn't look,
											I can tell you about some of the other things that have been shown
											sort of across the world to make people disgusted,
											things like feces, urine, blood, rotten flesh.
											These are the sorts of things that it makes sense
											for us to stay away from, because they might actually contaminate us.
											In fact, just having a diseased appearance
											or odd sexual acts, these things are also
											things that give us a lot of disgust.
									","
											C'est-à-dire, que probablement, beaucoup d'entre vous dans le public
											ont été écœurées, cependant si vous n'avez pas voulu voir,
											je peux vous parler des autres choses qui ont été montrées,
											une sorte de passage en revue mondiale de ce qui dégoûte les gens,
											des choses comme des excréments, de l'urine, du sang, de la chair pourrie.
											Il semble normal de nous tenir éloigné de ce genre de choses
											car elles pourraient nous contaminer.
											Au quotidien, le simple fait de paraître malade,
											ou d'avoir des pratiques sexuelles singulières
											ce genre de choses vous dégoûte.
									","
											Das hat sicherlich bei vielen von Ihnen
											großen Ekel hervorgerufen, 
aber wenn Sie nicht geschaut haben,
											nenne ich Ihnen ein paar 
andere Dinge, die ich
											weltweit gezeigt habe, 
um bei Menschen Ekel hervorzurufen,
											Sachen wie Fäkalien, Urin, 
Blut, verfaultes Fleisch.
											Das sind alles Sachen, 
bei denen es sich empfiehlt,
											Abstand zu halten, denn sie 
könnten uns tatsächlich vergiften.
											Schon eine kränkliche Erscheinung
											oder merkwürdige sexuelle 
Handlungen
											können Ekel hervorrufen.
									",The strange politics of disgust,David Pizarro,14:02,"TEDx,brain,choice,cognitive science,morality,politics,psychology,science,smell,sociology,history,sex,mind"
"
","
","
","
","
",The strange politics of disgust,David Pizarro,14:02,"TEDx,brain,choice,cognitive science,morality,politics,psychology,science,smell,sociology,history,sex,mind"
"
											Darwin probablemente fue uno de los primeros científicos
											en investigar sistemáticamente las emociones humanas,
											y destacó la naturaleza universal y la fuerza
											de la reacción del asco.
											Ésta es una anécdota de sus viajes por Sudamérica.
									","
											Darwin foi provavelmente
um dos primeiros cientistas
											a investigar sistematicamente
as emoções humanas,
											e chamou a atenção para
a natureza universal e a força
											da reação de nojo.
											Esta é uma história das suas viagens 
pela América do Sul.
									","
											Darwin was probably one of the first scientists
											to systematically investigate the human emotions,
											and he pointed to the universal nature and the strength
											of the disgust response.
											This is an anecdote from his travels in South America.
									","
											Darwin a sans doute été l'un des premiers scientifiques
											à étudier méthodiquement les émotions humaines,
											et il mit le doigt sur la force et le caractère universel
											de la réaction de dégoût.
											Voici une anecdote d'un de ses voyages en Amérique du Sud.
									","
											Darwin war wahrscheinlich 
einer der ersten Wissenschaftler,
											der systematisch die menschlichen 
Emotionen erforscht hat,
											und er hob das universelle 
Wesen und die Intensität
											von Ekel hervor.
											Hier ist eine Anekdote 
von seinen Reisen in Südamerika.
									",The strange politics of disgust,David Pizarro,14:02,"TEDx,brain,choice,cognitive science,morality,politics,psychology,science,smell,sociology,history,sex,mind"
"
","
","
","
","
",The strange politics of disgust,David Pizarro,14:02,"TEDx,brain,choice,cognitive science,morality,politics,psychology,science,smell,sociology,history,sex,mind"
"
											""En Tierra del Fuego un nativo tocó con su dedo
											una carne preservada en frío mientras yo estaba comiendo...
											y simplemente mostró asco por estar blanda, mientras que yo sentí
											un asco profundo, ya que un salvaje desnudo tocara mi comida (Risas)
											aunque sus manos no parecían sucias"".
											Más tarde escribió, ""No pasa nada, algunos de mis mejores amigos son salvajes desnudos"". (Risas)
									","
											""Na Tierra del Fuego um nativo 
tocou com o dedo
											""num pedaço de conserva de carne fria, 
enquanto eu estava a comer,
											""e mostrou nojo,
em relação à textura macia,
											""ao passo que eu fiquei enojado porque
um selvagem nu tinha tocado na comida
											""embora as mãos
não parecessem estar sujas.""
											Mais tarde escreveu:
											""Tudo bem, alguns dos meus 
melhores amigos são selvagens nus.""
											(Risos)
									","
											""In Tierro del Fuego a native touched with his finger
											some cold preserved meat while I was eating ...
											and plainly showed disgust at its softness, whilst I felt
											utter disgust at my food being touched by a naked savage — (Laughter) —
											though his hands did not appear dirty.""
											He later wrote, ""It's okay, some of my best friends are naked savages."" (Laughter)
									","
											""À Tierro del Fuego, un autochtone a touché du doigt
											des restes de viande conservée pendant que je mangeais...
											et a clairement manifesté son dégoût à la douceur du toucher, alors que
											je ressentais un vrai dégoût à voir ma viande touchée par un sauvage nu (Rires)
											bien que ses mains n'aient pas l'air sales.""
											Il écrira plus tard, ""Pas de problème, certains de mes amis sont des sauvages nus."" (Rires)
									","
											""In Tierro del Fuego berührte 
ein Einheimischer mit seinen Fingern
											kalten Aufschnitt, während ich aß ...
											und er zeigte offenen Ekel 
aufgrund der Weichheit, während ich
											puren Ekel empfand, weil ein nackter Wilder 
mein Essen berührte – (Lachen) –
											obwohl seine Hände nicht schmutzig schienen.""
											Später schrieb er: ""Es ist okay, einige meiner 
besten Freunde sind nackte Wilde."" (Lachen)
									",The strange politics of disgust,David Pizarro,14:02,"TEDx,brain,choice,cognitive science,morality,politics,psychology,science,smell,sociology,history,sex,mind"
"
","
","
","
","
",The strange politics of disgust,David Pizarro,14:02,"TEDx,brain,choice,cognitive science,morality,politics,psychology,science,smell,sociology,history,sex,mind"
"
											Bueno, pues resulta que no son sólo los viejos científicos británicos
											los delicados. Hace poco tuve la oportunidad
											de hablar con Richard Dawkins para un documental,
											y tuve la ocasión de darle asco unas cuantas veces. Ésta es mi favorita.
									","
											Não são só os cientistas 
britânicos de outros tempos
											que são assim tão nojentos.
											Recentemente falei com Richard Dawkins
para um documentário
											e consegui enojá-lo um monte de vezes.
											Esta é a minha favorita.
									","
											Well it turns out it's not only old-timey British scientists
											who are this squeamish. I recently got a chance
											to talk to Richard Dawkins for a documentary,
											and I was able to disgust him a bunch of times. Here's my favorite.
									","
											Il s'avère qu'il n'y a pas que les scientifiques britanniques vieillots
											qui sont à ce point délicats. Il y a peu, j'ai eu la chance
											de parler à Richard Dawkins pour un documentaire
											et je lui ai provoqué des réactions de dégoût un tas de fois. 
Voici ma préférée.
									","
											Es zeigt sich, dass nicht nur 
altertümliche britische Wissenschaftler
											zimperlich sind. Vor 
Kurzem hatte ich die Möglichkeit,
											im Rahmen einer Dokumentation 
mit Richard Dawkins zu sprechen,
											und ich konnte bei ihm 
ein paar Mal Ekel hervorrufen.
									",The strange politics of disgust,David Pizarro,14:02,"TEDx,brain,choice,cognitive science,morality,politics,psychology,science,smell,sociology,history,sex,mind"
"
","
","
","
","
",The strange politics of disgust,David Pizarro,14:02,"TEDx,brain,choice,cognitive science,morality,politics,psychology,science,smell,sociology,history,sex,mind"
"
											Richard Dawkins: ""Hemos evolucionado alrededor del cortejo y el sexo,
											estamos apegados a emociones y reacciones profundamente arraigadas
											de las que es difícil deshacerse de la noche a la mañana"".
									","
											Richard Dawkins:
""Evoluímos à volta do namoro e do sexo.
											""Estão ligados a emoções
e reações profundas
											""que dificilmente se atiram borda fora 
de um dia para o outro.""
									","
											Richard Dawkins: ""We've evolved around courtship and sex,
											are attached to deep-rooted emotions and reactions
											that are hard to jettison overnight.""
									","
											Richard Dawkins : « Nous avons évolué autour des concepts de cour et de sexualité,
											qui sont attachées à des réactions et à des émotions profondes
											dont il est difficile de se débarrasser du jour au lendemain. »
									","
											Richard Dawkins: ""Wir haben uns 
durch Werben und Sex entwickelt,
											wir hängen an tief 
verwurzelten Gefühlen und Reaktionen,
											die nicht über Nacht 
überwunden werden können.""
									",The strange politics of disgust,David Pizarro,14:02,"TEDx,brain,choice,cognitive science,morality,politics,psychology,science,smell,sociology,history,sex,mind"
"
","
","
","
","
",The strange politics of disgust,David Pizarro,14:02,"TEDx,brain,choice,cognitive science,morality,politics,psychology,science,smell,sociology,history,sex,mind"
"
											David Pizarro: Mi parte favorita de este vídeo, en la que al
											Profesor Dawkins le dan arcadas de verdad.
											Da un salto atrás, y le dan arcadas, y de las tres veces que tuvimos que hacerlo
											las tres veces le dieron arcadas. (Risas)
											Y le daban arcadas de verdad. Pensaba que iba a vomitarme encima, en serio.
									","
											David Pizarro: A minha parte
favorita deste vídeo
											é que o professor Dawkins
engasga-se mesmo.
											Salta para trás e engasga-se, 
e tivemos de fazer aquilo três vezes,
											e das três vezes ele engasgou-se.
											(Risos)
											E ele estava mesmo a engasgar-se.
											Pensei que ainda ia acabar
por vomitar para cima de mim.
									","
											David Pizarro: So my favorite part of this clip is that
											Professor Dawkins actually gagged.
											He jumps back, and he gags, and we had to do it three times,
											and all three times he gagged. (Laughter)
											And he was really gagging. I thought he might throw up on me, actually.
									","
											David Pizarro : Mais la partie de cet interview que je préfère, c'est lorsque le
											Professeur Dawkins s'est mis à avoir des hauts-le-coeur.
											Il reculait et avait un haut-le-coeur, nous avons rejoué la scène trois fois,
											et les trois fois, il a eu un haut-le-coeur. 
(Rires)
											Il était sincèrement écœuré. Je me demandais même s'il n'allait pas vomir sur moi.
									","
											David Pizarro: Das Beste in 
diesem Ausschnitt ist, dass
											Professor Dawkins tatsächlich würgte.
											Er springt zurück und würgt, 
und wir mussten es dreimal wiederholen,
											und jedes Mal würgte er. (Lachen)
											Er würgte wirklich. Ich dachte, 
er würde sich übergeben.
									",The strange politics of disgust,David Pizarro,14:02,"TEDx,brain,choice,cognitive science,morality,politics,psychology,science,smell,sociology,history,sex,mind"
"
","
","
","
","
",The strange politics of disgust,David Pizarro,14:02,"TEDx,brain,choice,cognitive science,morality,politics,psychology,science,smell,sociology,history,sex,mind"
