en,es,pt,de,fr,title,speaker,duration,tags
"
											For instance, will we further reduce
our nuclear arsenals globally,
											or will we spend billions,
											maybe a trillion dollars,
											to modernize them so they last
throughout the 21st century,
											so that by the time Jasmine is my age,
she's talking to her children
											and maybe even her grandchildren
											about the threat of nuclear holocaust?
											And if you're paying any attention
at all to cyberthreats,
											or, for instance, if you've read
about the Stuxnet virus
											or, for God's sake, if you've ever
had an email account or a Yahoo account
											or a phone hacked,
											you can imagine the whole new world
of hurt that could be triggered
											by modernization in a period
of cyberwarfare.
									","
											Por ejemplo, ¿vamos a reducir aún más 
los arsenales nucleares a nivel mundial,
											o vamos a gastar miles de millones,
											tal vez un millón de millones de dólares,
											para modernizarlos y para que 
duren a lo largo del siglo XXI,
											para que Jasmine de mi edad, 
hable con sus hijos
											y tal vez incluso con sus nietos
											de la amenaza de un holocausto nuclear?
											Y si Uds. no están prestando 
atención a las ciberamenazas,
											o, por ejemplo, si han leído 
sobre el virus Stuxnet
											o si alguna vez han tenido una cuenta 
de correo electrónico, una cuenta de Yahoo
											o un teléfono hackeado,
											pueden imaginar todo el nuevo mundo 
de dolor que se podría activar
											por la modernización 
en un período de guerra cibernética.
									","
											Por exemplo, iremos reduzir os nossos
arsenais nucleares globalmente,
											ou iremos gastar milhares de milhões,
											talvez um bilião de dólares,
											para as modernizar,
para que durem todo o século XXI?
											Para que, quando Jasmine tiver a minha idade,
ela possa falar com os filhos,
											talvez com os netos,
											sobre a ameaça do holocausto nuclear?
											Se estiverem a prestar atenção
a todas as ameaças cibernéticas,
											ou, por exemplo, se leram
sobre o vírus Stuxnet
											ou se alguma vez a vossa
conta de email ou conta Yahoo
											ou o vosso telefone foi pirateado,
											podem imaginar
todo um novo mundo de sofrimento
											que pode ser provocado pela modernização
num período de guerra cibernética.
									","
											Werden wir z. B. die Zahl an Atomwaffen
weltweit weiter reduzieren
											oder werden wir Milliarden,
											vielleicht sogar eine
Billion Dollar ausgeben,
											um sie zu modernisieren, damit sie
das 21. Jahrhundert überdauern
											und Jasmine in meinem Alter
mit ihren Kindern
											oder sogar ihren Enkeln
											über die Gefahr eines nuklearen 
Holocaust reden muss?
											Wenn Sie einmal von Cyber-Angriffen
											oder vom Stuxnet-Virus gehört haben,
											falls Ihr E-Mail- oder Yahoo-Account
											oder Ihr Handy je gehackt wurde,
											können Sie sich vorstellen,
welche Zerstörung die Modernisierung
											von Atomwaffen in Zeiten 
von Cyber-Krieg auslösen könnte.
									","
											Par exemple, allons-nous réduire davantage
nos arsenaux nucléaires mondialement
											ou allons-nous dépenser des milliards,
ou peut-être des centaines de milliards,
											pour les moderniser 
afin qu'ils survivent au XXIe siècle,
											et qu'avant que Jasmine
n'atteigne mon âge,
											elle parle à ses enfants
et peut-être même ses petits-enfants,
											de la menace d'un holocauste nucléaire ?
											Et si vous tenez compte des cybermenaces
											ou si vous avez lu, par exemple,
des choses sur le virus Stuxnet,
											ou si votre compte courriel ou Yahoo,
ou votre téléphone ont été piratés,
											vous pouvez imaginer le tout
nouveau monde de dangers
											qui pourrait être concrétisé en temps 
de cyberguerre, par la modernisation.
									",The world doesn't need more nuclear weapons,Erika Gregory,14:59,"collaboration,fear,government,global issues,history,humanity,nuclear energy,nuclear weapons,technology,peace,security,terrorism,violence,war"
"
","
","
","
","
",The world doesn't need more nuclear weapons,Erika Gregory,14:59,"collaboration,fear,government,global issues,history,humanity,nuclear energy,nuclear weapons,technology,peace,security,terrorism,violence,war"
"
											Now, if you're paying
attention to the money,
											a trillion dollars could go a long way
											to feeding and educating
and employing people,
											all of which could reduce the threat
of nuclear war to begin with.
											So —
									","
											Si Uds. piensan en el dinero,
											un billón de dólares 
que podría gastarse
											para alimentar, educar 
y ofrecer empleo a la gente,
											lo cual podría reducir la amenaza 
de una guerra nuclear, para empezar.
											Así que...
									","
											Se estão a prestar atenção ao dinheiro,
											um bilião de dólares pode ir longe
											para alimentar, educar
e empregar pessoas,
											o que, para começar, poderia reduzir
a ameaça duma guerra nuclear,
									","
											Denken Sie mal an das Geld.
											Mit einer Billion Dollar
könnte so viel getan werden:
											Menschen ernähren, 
ihnen Bildung und Arbeit geben —
											was die Gefahr eines Atomkrieges
sicherlich senken könnte.
											Deshalb ...
									","
											D'un autre côté,
si vous considérez l'argent,
											ces milliards de dollars 
pourraient faire beaucoup
											pour nourrir, éduquer
et employer les gens,
											tout ceci pouvant d'ailleurs réduire,
la menace d'une guerre nucléaire.
											Donc...
									",The world doesn't need more nuclear weapons,Erika Gregory,14:59,"collaboration,fear,government,global issues,history,humanity,nuclear energy,nuclear weapons,technology,peace,security,terrorism,violence,war"
"
","
","
","
","
",The world doesn't need more nuclear weapons,Erika Gregory,14:59,"collaboration,fear,government,global issues,history,humanity,nuclear energy,nuclear weapons,technology,peace,security,terrorism,violence,war"
"
											(Applause)
									","
											(Aplausos)
									","
											(Aplausos)
									","
											(Applaus)
									","
											(Applaudissements)
									",The world doesn't need more nuclear weapons,Erika Gregory,14:59,"collaboration,fear,government,global issues,history,humanity,nuclear energy,nuclear weapons,technology,peace,security,terrorism,violence,war"
"
","
","
","
","
",The world doesn't need more nuclear weapons,Erika Gregory,14:59,"collaboration,fear,government,global issues,history,humanity,nuclear energy,nuclear weapons,technology,peace,security,terrorism,violence,war"
"
											This is really crucial right now,
											because nuclear weapons —
they're vulnerable.
											We have solid evidence
											that terrorists are trying
to get ahold of them.
											Just this last spring,
											when four retirees
and two taxi drivers were arrested
											in the Republic of Georgia
											for trying to sell nuclear materials
for 200 million dollars,
											they demonstrated that the black market
for this stuff is alive and well.
											And it's really important,
											because there have been
dozens of accidents
											involving nuclear weapons,
											and I bet most of us have never heard
anything about them.
									","
											Esto es muy importante en este momento,
											porque las armas nucleares 
son vulnerables.
											Tenemos evidencia sólida
											de que los terroristas están tratando 
de ponerme en contacto con ellos.
											Solo esta última primavera,
											cuando se detuvieron a 
cuatro jubilados y a dos taxistas
											en la República de Georgia
											por intentar vender los materiales 
nucleares por USD 200 millones,
											demostró que el mercado negro 
de este material está bien vivo.
											Y es muy importante,
											porque ha habido decenas de accidentes
											con armas nucleares,
											y apuesto que la mayoría de nosotros 
nunca ha oído nada acerca de ellos.
									","
											Isto é mesmo crucial agora,
											porque as armas nucleares são vulneráveis.
											Temos provas sólidas
											que os terroristas estão a tentar
apoderar-se delas.
											Nesta última primavera,
											quando dois reformados
e dois taxistas foram presos
											na República da Geórgia
											por tentarem vender material nuclear
por 200 milhões de dólares,
											demonstraram que o mercado negro
para estas coisas está vivo e saudável.
											É muito importante,
											pois tem havido dezenas de acidentes
											envolvendo armas nucleares,
											e aposto que a maioria
nunca ouviu falar destes acidentes.
									","
											ist dieses Thema gerade jetzt so wichtig.
											Atomwaffen sind angreifbar.
											Wir haben konkrete Beweise,
											dass Terroristen versuchen,
an welche heranzukommen.
											Diesen Frühling wurden
vier Rentner und zwei Taxifahrer
											in Georgien verhaftet,
weil sie versuchten,
											radioaktives Material für
200 Millionen Dollar zu verkaufen.
											Sie haben gezeigt, dass es
einen Schwarzmarkt dafür gibt.
											Das Thema ist so wichtig,
											weil es schon Dutzende von Unfällen
mit Atomwaffen gab,
											und die meisten von uns das 
nicht mitbekommen haben.
									","
											Ceci est vraiment crucial dans l'immédiat
											parce que les armes nucléaires
sont vulnérables.
											Nous avons des preuves sérieuses
											que les terroristes tentent
de se les procurer.
											Au printemps dernier, quand quatre 
retraités et deux chauffeurs de taxi
											ont été arrêtés
dans la République de Géorgie,
											pour avoir tenté de vendre des matières
nucléaires pour 200 millions de dollars,
											ils ont montré que le marché noir
pour ces choses existe et prospère.
											C'est vraiment important,
											car il y a eu des dizaines d'accidents
impliquant des armes nucléaires
											et je parie que la plupart d'entre nous
n'en n'avons jamais rien su.
									",The world doesn't need more nuclear weapons,Erika Gregory,14:59,"collaboration,fear,government,global issues,history,humanity,nuclear energy,nuclear weapons,technology,peace,security,terrorism,violence,war"
"
","
","
","
","
",The world doesn't need more nuclear weapons,Erika Gregory,14:59,"collaboration,fear,government,global issues,history,humanity,nuclear energy,nuclear weapons,technology,peace,security,terrorism,violence,war"
"
											Just here in the United States,
											we've dropped nuclear weapons
on the Carolinas twice.
											In one case, one of the bombs,
											which fell out of an Air Force plane,
											didn't detonate
											because the nuclear core
was stored somewhere else on the plane.
											In another case, the weapon
did arm when it hit the ground,
											and five of the switches designed
to keep it from detonating failed.
											Luckily, the sixth one didn't.
											But if that's not enough
to get your attention,
											there was the 1995 Black Brant incident.
											That's when Russian radar technicians saw
											what they thought was a US nuclear missile
											streaking towards Russian airspace.
											It later turned out to be
a Norwegian rocket
											collecting data about the northern lights.
											But at that time,
											Russian President Boris Yeltsin
came within five minutes
											of launching a full-scale
retaliatory nuclear attack
											against the United States.
									","
											Solo aquí en EE.UU.
											lanzamos armas nucleares 
en las Carolinas dos veces.
											En un caso, una de las bombas,
											que cayó de un avión de la Fuerza Aérea,
											no llegó a detonar
											porque la cabeza nuclear se había 
almacenado en otro lugar del avión.
											En otro caso, el arma detonó 
cuando llegó a tierra,
											y cinco de los interruptores diseñados
para evitar que detonara fallaron.
											Afortunadamente, el sexto no.
											Pero si eso no es suficiente
para llamar su atención,
											hubo un incidente en Black Brant en 1995.
											Es entonces cuando 
los técnicos de radar rusos vieron
											lo que pensaban que era 
un misil nuclear estadounidense
											avanzando hacia el espacio aéreo ruso.
											Más tarde resultó ser
un cohete noruego
											recolectando datos 
sobre las auroras boreales.
											Pero en ese momento,
											el presidente de Rusia, Boris Yeltsin
estaba a cinco minutos
											de lanzar un ataque nuclear 
como represalia
											en contra de EE.UU.
									","
											Só aqui nos EUA,
											deixámos cair armas nucleares
nas Carolinas duas vezes.
											Num dos casos, uma das bombas,
											que caiu de um avião da Força Aérea,
											não detonou
											porque o núcleo nuclear
estava guardado noutro sítio no avião.
											No outro caso, a arma ativou-se
quando atingiu o solo,
											e cinco dos dispositivos concebidos
para impedir a detonação falharam.
											Felizmente, o sexto funcionou.
											Mas, se isto não chega
para chamar a vossa atenção,
											ainda há o incidente Black Brant, de 1995.
											Foi quando dois técnicos russos
de radares viram
											o que pensaram ser um míssil
nuclear americano
											em direção ao espaço aéreo russo.
											Na verdade, era um foguete norueguês
											a recolher dados sobre auroras boreais.
											Mas naquela altura,
											o presidente Boris Yeltsin
esteve a cinco minutos
											de lançar um ataque nuclear 
de retaliação em grande escala
											contra os EUA.
									","
											Allein hier in den USA
											haben wir zweimal Atomwaffen
über Süd- und Nordcarolina abgeworfen.
											Im einen Fall fiel eine Bombe
aus einem Flugzeug der Air Force,
											aber detonierte nicht,
											weil der Nuklearsprengkopf
woanders im Flugzeug war.
											Ein anderes Mal wurde die Waffe
aktiviert, als sie am Boden aufschlug,
											und 5 der Notfallschalter, die die 
Detonation aufhalten sollten, versagten.
											Der sechste zum Glück nicht.
											Falls das nicht genug ist,
											gab es 1995 den Norwegischen
Raketenzwischenfall.
											Damals sahen russische
Radartechniker ein Objekt,
											das sie für eine 
US-Atomrakete hielten,
											in Richtung des 
russischen Luftraums fliegen.
											Später stellte sich heraus,
dass es eine norwegische Rakete war,
											die Daten über Nordlichter sammelte.
											Aber damals war der russische
Präsident Boris Yeltsin
											nur 5 Minuten davor,
											einen großangelegten 
atomaren Rückschlag
											gegen die USA zu eröffnen.
									","
											Rien qu'ici, aux États-Unis,
											nous avons laissé tomber des armes
nucléaires sur les Carolines, deux fois.
											Dans un cas, l'une des bombes
qui est tombée d'un avion de l'Air Force,
											n'a pas détoné parce que le cœur nucléaire
était entreposé ailleurs dans l'avion.
											Dans l'autre cas, l'arme a fait
des dégâts en atteignant le sol
											et cinq des interrupteurs conçus
pour l'empêcher d'exploser.
											n'ont pas fonctionné
											Heureusement, le sixième, non !
											Mais si ce n'est pas assez
pour attirer votre attention,
											il y a eu l'incident 
de Black Brant en 1995,
											quand les opérateurs radars russes
											ont vu ce qu'ils ont cru être
un missile nucléaire américain
											filant vers l'espace aérien russe.
											Il s'est avéré plus tard que
c'était une fusée norvégienne
											collectant des données
sur les aurores boréales.
											Mais à cette époque,
											le président russe Boris Eltsine
fut à deux doigts
											de lancer une attaque nucléaire
de représailles, à grande échelle,
											contre les États-Unis.
									",The world doesn't need more nuclear weapons,Erika Gregory,14:59,"collaboration,fear,government,global issues,history,humanity,nuclear energy,nuclear weapons,technology,peace,security,terrorism,violence,war"
"
","
","
","
","
",The world doesn't need more nuclear weapons,Erika Gregory,14:59,"collaboration,fear,government,global issues,history,humanity,nuclear energy,nuclear weapons,technology,peace,security,terrorism,violence,war"
