en,fr,de,tr,title,speaker,duration,tags
"
","
","
","
",Why we choke under pressure — and how to avoid it,Sian Leah Beilock,15:13,"brain,cognitive science,science,TEDMED,biology,human body,communication"
"
											So why does it happen?
											Why do we sometimes fail
to perform up to what we're capable of
											when the pressure is on?
											It may not be so surprising to hear
that in stressful situations, we worry.
											We worry about the situation,
											the consequences,
											what others will think of us.
											But what is surprising
is that we often get in our own way
											precisely because our worries
prompt us to concentrate too much.
											That's right —
											we pay too much attention
to what we're doing.
											When we're concerned
about performing our best,
											we often try and control
aspects of what we're doing
											that are best left on autopilot,
											outside conscious awareness,
											and as a result,
											we mess up.
									","
											Pourquoi cela arrive-t-il ?
											Pourquoi n'arrivons-nous parfois pas
à fonctionner à notre plein potentiel
											en étant sous pression ?
											Il n'est pas surprenant d'entendre
											que dans des situations stressantes,
nous nous inquiétons.
											Nous nous inquiétons de la situation,
											des conséquences,
											de ce que les autres penseront de nous.
											Il est cependant surprenant
que, souvent, nous nous nuisons
											précisément parce que nos inquiétudes
nous poussent à trop nous concentrer.
											Vous avez bien entendu —
											nous prêtons trop attention
à ce que nous faisons.
											Quand nous nous préoccupons
de faire de notre mieux,
											nous essayons souvent de contrôler
des aspects de ce que nous faisons
											qu'il vaut mieux laisser
en pilote automatique,
											ne pas en avoir conscience,
											et le résultat est
que nous fichons tout en l'air.
									","
											Warum passiert das also?
											Warum bringen wir manchmal,
wenn wir unter Druck stehen,
											nicht die Leistung, zu der wir fähig sind?
											Es ist wohl wenig überraschend,
dass wir uns unter Stress Sorgen machen:
											Sorgen über die Situation, die Folgen,
											darüber, was andere über uns denken.
											Doch überraschenderweise
stehen wir uns oft selbst im Weg,
											weil unsere Sorgen uns dazu veranlassen,
uns zu stark zu konzentrieren.
											Das ist es: Wir achten zu sehr darauf,
was wir gerade tun.
											Wenn wir es ganz besonders
gut machen wollen,
											versuchen wir oft, Vorgänge
unseres Tuns zu steuern,
											die besser automatisch außerhalb 
unseres Bewusstseins ablaufen sollten.
											Aus diesem Grund versagen wir.
									","
											Neden böyle oluyor?
											Baskı altındayken bazılarımız
											neden yapabilecekken yapamıyor?
											Stresli durumlarda endişeleniyor
olmamız sürpriz değil.
											Durum, sonuçlar,
											başkalarının bizim hakkımızda 
ne düşündüğü ile ilgili
											endişeleniyoruz.
											Şaşırtıcı olan, 
endişelerimizin bizi daha
											konsantre olmaya ve 
doğru yola itmesi.
											Doğru.
											Yaptığımız şeye 
daha fazla odaklanırız.
											En iyisini yapmak 
konusunda endişelenirsek,
											otomatiğe bağladığımız, bilinçli 
farkındalığın dışında yer alan
											yaptığımız her şeyi
											kontrol etmeye çalışırsak
											sonucunda
											batırırız.
									",Why we choke under pressure — and how to avoid it,Sian Leah Beilock,15:13,"brain,cognitive science,science,TEDMED,biology,human body,communication"
"
","
","
","
",Why we choke under pressure — and how to avoid it,Sian Leah Beilock,15:13,"brain,cognitive science,science,TEDMED,biology,human body,communication"
"
											Think about a situation
where you're shuffling down the stairs.
											What would happen if I asked you
											to think about what
you're doing with your knee
											while you're doing that?
											There's a good chance
you'd fall on your face.
											We as humans only have the ability
to pay attention to so much at once,
											which is why, by the way,
											it's not a good idea
to drive and talk on the cell phone.
											And under pressure,
											when we're concerned
about performing at our best,
											we can try and control
aspects of what we're doing
											that should be left
outside conscious control.
											The end result is that we mess up.
									","
											Pensez à une situation
où vous dévalez les escaliers.
											Et si je vous demandais
											de penser à ce que vous faites
avec votre genou
											pendant ce temps ?
											Vous tomberiez probablement
tête la première.
											Nous, humains, avons 
une capacité d'attention limitée,
											c'est d'ailleurs pour cela
											que ce n'est pas une bonne idée
de conduire et d'être au téléphone.
											Sous pression,
											quand nous nous préoccupons
de faire de notre mieux,
											nous essayons de contrôler
des aspects de ce que nous faisons
											qui devraient rester en dehors
de notre contrôle conscient.
											Résultat : nous fichons tout en l'air.
									","
											Stellen Sie sich vor,
Sie gehen eine Treppe hinunter.
											Was, wenn ich fragen würde:
											""Was tun Sie eigentlich
gerade mit Ihrem Knie?""
											Vermutlich würden Sie hinfallen.
											Wir Menschen können uns nur
auf wenige Dinge auf einmal konzentrieren.
											Deshalb ist es auch keine gute Idee,
beim Autofahren zu telefonieren.
											Wenn wir unter Druck stehen
und unbedingt unser Bestes geben wollen,
											können wir versuchen,
Aspekte unseres Tuns zu steuern,
											die nicht der bewussten Steuerung
überlassen werden sollten.
											Das Ergebnis ist: Wir patzen.
									","
											Merdivenden aceleyle 
indiğinizi düşünün.
											Size, bunu yaparken
											dizinizle ne yaptığınızı 
düşünün dersem
											ne olur?
											Büyük olasılıkla yüz üstü düşersiniz.
											Biz insanlar aynı anda 
çok fazla şeye odaklanabiliriz.
											Bu arada,
											araba kullanırken telefonla 
konuşmak iyi bir fikir değil.
											Baskı altında,
											en iyisini yapmak için 
endişelendiğimizde
											bilinçli kontrol dışında 
kalmamız gerekirken
											yaptığımız işin detaylarını 
kontrol etmeye çalışırız.
											Sonuç olarak da batırırız.
									",Why we choke under pressure — and how to avoid it,Sian Leah Beilock,15:13,"brain,cognitive science,science,TEDMED,biology,human body,communication"
"
","
","
","
",Why we choke under pressure — and how to avoid it,Sian Leah Beilock,15:13,"brain,cognitive science,science,TEDMED,biology,human body,communication"
"
											My research team and I have studied
this phenomenon of overattention,
											and we call it paralysis by analysis.
											In one study, we asked college
soccer players to dribble a soccer ball
											and to pay attention
to an aspect of their performance
											that they would not otherwise attend to.
											We asked them to pay attention
											to what side of the foot
was contacting the ball.
											We showed that performance
was slower and more error-prone
											when we drew their attention
to the step-by-step details
											of what they were doing.
											When the pressure is on,
											we're often concerned
with performing at our best,
											and as a result we try and control
what we're doing
											to force the best performance.
											The end result
is that we actually screw up.
									","
											Mon équipe et moi avons étudié
ce phénomène d'attention trop importante
											et l'appelons la paralysie par analyse.
											Pour une étude,
											nous avons demandé à des
footballeurs universitaires de dribbler
											et de prêter attention
à un aspect de leur performance
											auquel ils ne prêteraient pas
attention sinon.
											Ils devaient prêter attention
											à quel côté du pied
était en contact avec le ballon.
											Nous avons montré que la performance
était plus lente et sujette aux erreurs
											quand nous attirions leur attention
sur les détails des étapes
											de ce qu'ils faisaient.
											Sous pression,
											nous nous préoccupons souvent
de faire de notre mieux
											et nous essayons de contrôler
ce que nous faisons
											pour être au meilleur de nos capacités.
											Le résultat est que nous foirons.
									","
											Mein Forschungsteam und ich
											haben das Phänomen der
übermäßigen Aufmerksamkeit studiert.
											Wir nennen es Paralyse durch Analyse.
											In einer Studie
baten wir College-Fußballer,
											den Ball zu dribbeln
und dabei auf ein Detail zu achten,
											das sie sonst nicht beachten würden.
											Wir baten sie, darauf zu achten,
welche Seite des Fußes Ballkontakt hatte.
											Wir bewiesen, dass die Darbietung
langsamer und fehleranfälliger war,
											wenn wir die Aufmerksamkeit
auf die Details des Tuns lenkten.
											Unter Druck wollen wir oft
um jeden Preis unser Bestes geben.
											Deshalb versuchen wir,
das zu steuern, was wir tun,
											um eine Bestleistung zu erzwingen.
											Das Ergebnis ist, dass wir Murks bauen.
									","
											Araştırma takımım ve ben, aşırı 
odaklanma olgusu üzerine çalıştık
											ve bunu analizler sonucu felç 
olarak tanımladık.
											Bir çalışmada, 
üniversitedeki futbolcularından
											topu sürerken performanslarında 
normalde dikkat etmeyecekleri
											başka bir şeye odaklanmalarını istedik.
											Onlardan, hangi ayaklarıyla
											topa temas ettiklerine 
dikkat etmelerini istedik.
											Performanslarının,
											ne yaptıklarına dair
her detaya odaklandıklarında
											yavaş ve hata eğilimli 
olduğunu gösterdik.
											Baskı altında,
											genelde en iyisini 
yapma endişesiyle
											yaptığımız şeyi kontrol etmeye çalışırız.
											Sonuç da hüsran olur.
									",Why we choke under pressure — and how to avoid it,Sian Leah Beilock,15:13,"brain,cognitive science,science,TEDMED,biology,human body,communication"
"
","
","
","
",Why we choke under pressure — and how to avoid it,Sian Leah Beilock,15:13,"brain,cognitive science,science,TEDMED,biology,human body,communication"
"
											In basketball,
											the term ""unconscious"" is used
to describe a shooter who can't miss.
											And San Antonio Spurs star
Tim Duncan has said,
											""When you have to stop and think,
that's when you mess up.""
											In dance, the great choreographer,
George Balanchine,
											used to urge his dancers,
											""Don't think, just do.""
											When the pressure's on,
											when we want to put our best foot forward,
											somewhat ironically,
											we often try and control what we're doing
in a way that leads to worse performance.
									","
											Au basket,
											le terme « inconscient » est utilisé
											pour qualifier un tireur
ne pouvant pas louper.
											La star des Spurs de San Antonio
Tim Duncan a dit :
											« Quand vous devez réfléchir,
c'est là que vous foirez. »
											En danse, le grand chorégraphe
George Balanchine
											exhortait ses danseurs :
											« Ne réfléchissez pas,
contentez-vous de faire. »
											Sous pression,
											quand nous voulons
mettre en avant nos atouts,
											ironiquement,
											nous essayons souvent
de contrôler ce que nous faisons
											d'une manière qui mène
à de moins bonnes performances.
									","
											Beim Basketball bezeichnet
der Begriff ""unbewusst"" einen Spieler,
											der hundertprozentig trifft.
											Tim Duncan, der Star
der San Antonio Spurs, sagt:
											""Wenn man darüber nachdenkt,
was man tut, dann geht es schief.""
											Der große Choreograf George Balanchine
											beschwor seine Tänzer:
											""Denkt nicht — tanzt einfach.""
											Wenn wir unter Druck stehen
und glänzen wollen,
											versuchen wir ironischerweise oft,
unser Tun zu steuern.
											Das führt dazu, dass wir
schlechtere Leistungen bringen.
									","
											Basketbolda ""bilinçsiz"" terimi
											sayı kaçırmayan oyuncuyu
tanımlamak için kullanılır.
											San Antonio Spurs 
oyuncusu Tim Duncan,
											""Durup düşünmek zorunda 
kaldığında batırırsın."" demişti.
											Dansta, büyük koreograf 
George Balanchine,
											dansçılarını ""Düşünmeyin, 
sadece yapın.""
											diye yönlendiriyordu.
											Baskı altındayken,
											en iyi işimizi yapmak isterken
yapacağımız işi
											ironik şekilde
											en kötü performansımıza yol açacak 
şekilde kontrol ederiz.
									",Why we choke under pressure — and how to avoid it,Sian Leah Beilock,15:13,"brain,cognitive science,science,TEDMED,biology,human body,communication"
"
","
","
","
",Why we choke under pressure — and how to avoid it,Sian Leah Beilock,15:13,"brain,cognitive science,science,TEDMED,biology,human body,communication"
"
											So what do we do?
											Knowing that we have
this overactive attention,
											how do we ensure
that we perform at our best?
											A lot of it comes down
to the prefrontal cortex,
											that front part of our brain
that sits over our eyes
											and usually helps us
focus in positive ways.
											It often gets hooked on the wrong things.
											So how do we unhook it?
											Something as simple as singing a song,
											or paying attention to one's pinky toe,
											as pro golfer Jack Nicklaus
was rumored to do,
											can help us take our mind
off those pesky details.
									","
											Que faire ?
											En sachant que nous avons
cette attention hyperactive,
											comment nous assurer
que nous faisons de notre mieux ?
											Cela repose beaucoup
sur le cortex préfrontal,
											la partie frontale de notre cerveau
au-dessus de nos yeux
											et en général nous aide
à nous concentrer de façon positive.
											Il s'attarde souvent
sur les mauvaises choses.
											Comment le détourner de cela ?
											Quelque chose d'aussi simple
que chanter une chanson
											ou prêter attention à son petit orteil,
											ce que les rumeurs disent
que le golfeur Jack Nicklaus faisait,
											peut nous aider à détourner
notre attention de ces fichus détails.
									","
											Also was tun?
											Auch wenn wir von unserer
hyperaktiven Aufmerksamkeit wissen:
											Wie schaffen wir es,
volle Leistung zu bringen?
											Das liegt in hohem Maß
am präfrontalen Cortex,
											dem vorderen Teil des Gehirns,
der über den Augen liegt
											und gewöhnlich dabei hilft,
uns positiv zu orientieren.
											Er blockiert oft
aufgrund falscher Gegebenheiten.
											Wie lässt sich die Blockade lösen?
											Manchmal kann man einfach ein Lied singen
											oder den kleinen Zeh anschauen,
											wie Profigolfer Jack Nicklaus
es angeblich tat,
											um von diesen lästigen Details abzulenken.
									","
											Peki, ne yapacağız?
											Bu aşırı odaklanmanın 
olduğunu bilerek
											nasıl en iyisini yapacağız?
											Gözlerimizin üzerinde yer alan
											ve genellikle bizi olumlu 
düşünmeye odaklayan
											prefrontal kortekste çok şey olur.
											Sıkça yanlış şeylere takılır.
											Bu yanlışları nasıl çıkaracağız?
											Şarkı söylemek veya
											profesyonel golfçü Jack 
Nicklaus'un yaptığı da
											söylenen birinin küçük 
parmağına odaklanmak gibi
											basit şeyleri yaparak 
detaylardan kurtulabiliriz.
									",Why we choke under pressure — and how to avoid it,Sian Leah Beilock,15:13,"brain,cognitive science,science,TEDMED,biology,human body,communication"
"
","
","
","
",Why we choke under pressure — and how to avoid it,Sian Leah Beilock,15:13,"brain,cognitive science,science,TEDMED,biology,human body,communication"
"
											It's also true that practicing
under conditions
											that we're going to perform under —
											closing the gap between
training and competition
											can help us get used
to that feeling of all eyes on us.
											This is true off
the playing field as well.
											Whether it's getting ready for an exam
											or preparing for a big talk —
											one that might have
a little pressure associated with it —
									","
											Il est également vrai
que s'entraîner dans des conditions
											dans lesquelles nous allons être —
											réduire l'écart entre l'entraînement
et la compétition
											peut nous aider à nous habituer
											au sentiment d'avoir
tous les yeux sur nous.
											Cela est également vrai
en dehors du terrain.
											Que ce soit se préparer pour un examen
											ou pour une présentation —
											il peut y avoir un peu de pression
associée à cela —
									","
											Auch wenn wir unter Bedingungen
wie im Ernstfall üben —
											so schließt sich die Lücke
zwischen Training und Wettbewerb —,
											kann das helfen, sich an das
Beobachtetwerden zu gewöhnen.
											Das gilt auch außerhalb des Spielfelds.
											Egal, ob man sich auf eine Prüfung
oder einen wichtigen Vortrag vorbereitet,
											der vielleicht mit etwas
Druck verbunden ist:
									","
											Ayrıca, performansımız esnasında 
maruz kalacağımız durumlarla
											ilgili pratik yapmak,
											idman ve yarışma arasındaki 
açığı kapayarak gözler üzerimizdeyken
											hissettiklerimize alışmamız konusunda 
bize yardımcı olur.
											Saha dışında da böyledir.
											Sınava hazırlanırken,
											konuşmaya hazırlanırken
											bununla ilgili birazcık endişe duyan biri
									",Why we choke under pressure — and how to avoid it,Sian Leah Beilock,15:13,"brain,cognitive science,science,TEDMED,biology,human body,communication"
"
","
","
","
",Why we choke under pressure — and how to avoid it,Sian Leah Beilock,15:13,"brain,cognitive science,science,TEDMED,biology,human body,communication"
"
											(Laughter)
									","
											(Rires)
									","
											(Lachen)
									","
											(Gülüşmeler)
									",Why we choke under pressure — and how to avoid it,Sian Leah Beilock,15:13,"brain,cognitive science,science,TEDMED,biology,human body,communication"
"
","
","
","
",Why we choke under pressure — and how to avoid it,Sian Leah Beilock,15:13,"brain,cognitive science,science,TEDMED,biology,human body,communication"
"
											getting used to the types of situations
you're going to perform under
											really matters.
											When you're taking a test, close the book,
											practice retrieving the answer
from memory under timed situations,
											and when you're giving a talk,
											practice in front of others.
											And if you can't find anyone
who will listen,
											practice in front of a video camera
or even a mirror.
											The ability to get used to what it will
feel like can make the difference
											in whether we choke or thrive.
									","
											s'habituer aux genres de situations
dans lesquelles vous serez
											compte vraiment.
											Quand vous passez un test,
fermez le livre,
											entraînez-vous à trouver la réponse
de mémoire en un temps donné
											et pour une présentation,
											entraînez-vous devant du monde.
											Si vous ne pouvez pas trouver
quelqu'un pour écouter,
											entraînez-vous devant une caméra
ou même devant un miroir.
											La capacité à s'habituer à ce que
vous ressentirez fera la différence
											entre le fait de craquer ou de réussir.
									","
											Sich an Situationen 
wie im Ernstfall zu gewöhnen
											ist wirklich wichtig.
											Machen Sie vor einer Prüfung Ihr Buch zu.
											Geben Sie sich die Antworten
unter Zeitdruck aus dem Gedächtnis.
											Üben Sie einen Vortrag vor anderen.
											Wenn Sie keine Zuhörer finden,
											üben Sie vor einer Videokamera
oder sogar vor dem Spiegel.
											Die Fähigkeit, sich an
den Ernstfall zu gewöhnen,
											kann den Ausschlag geben,
ob wir versagen oder glänzen.
									","
											bu tür durumlara alışırsa
											gerçekten yardımı dokunur.
											Sınava çalışırken kitabı kapatın,
											bu tür durumlarda cevabı 
hatırlama pratiği yapın.
											Konuşmaya hazırlanırken
											başkalarının önünde çalışın.
											Dinleyecek kimseyi bulamazsanız
											ayna ya da video kamerayı deneyin.
											Bu tür durumlara 
alışma becerisi kazanmak
											tıkanırken ya da iyiye giderken
fark yaratır.
									",Why we choke under pressure — and how to avoid it,Sian Leah Beilock,15:13,"brain,cognitive science,science,TEDMED,biology,human body,communication"
"
","
","
","
",Why we choke under pressure — and how to avoid it,Sian Leah Beilock,15:13,"brain,cognitive science,science,TEDMED,biology,human body,communication"
