es,en,title,speaker,duration,tags
"
											Esa noche me di cuenta que
compartir tus fracasos en público
											te hace más fuerte, no más débil.
											Y en realidad para mí
fue como un exorcismo.
											Me quité un peso de encima;
											ya no tenía nada que ocultar.
											Esa noche también me di cuenta
											que estar abierta a esta nueva área
de mi vulnerabilidad
											me permitía conectar con los demás
de una forma mucho más profunda,
											más auténtica.
											Y fue a raíz de esta experiencia
											de compartir historias
de negocios que no funcionaron,
											que decidimos crear
una plataforma de eventos
											para que más personas también
pudieran compartir sus historias
											de negocios fracasados,
											y la llamamos ""FuckUp Nights.""
											Y tiempo después,
creamos el Failure Institute -
											un centro - el nombre es genial,
el Failure Institute.
									","
											That night, I realized
that sharing your failures publicly
											makes you stronger, not weaker.
											Actually, for me, it was like an exorcism.
											It was like a weight was lifted off of me;
											I had nothing to hide anymore.
											That night, I also realized
											that being open to this new place
of my vulnerability
											helped me connect with others
in a much deeper and authentic way.
											As a result of that experience,
											of sharing stories of businesses
that didn't work,
											we decided to create an event series
											so that other people
could also share their stories
											of failed businesses.
											We called it ""FuckUp Nights.""
											And some time later, we created
the Failure Institute —
									",Una nueva manera de hablar del fracaso en los negocios,Leticia Gasca,13:10,"business,entrepreneur,failure,communication,personal growth"
"
","
",Una nueva manera de hablar del fracaso en los negocios,Leticia Gasca,13:10,"business,entrepreneur,failure,communication,personal growth"
"
											(Risas)
									","
											(Laughter)
									",Una nueva manera de hablar del fracaso en los negocios,Leticia Gasca,13:10,"business,entrepreneur,failure,communication,personal growth"
"
","
",Una nueva manera de hablar del fracaso en los negocios,Leticia Gasca,13:10,"business,entrepreneur,failure,communication,personal growth"
"
											Es un centro de investigación
dedicado al estudio del fracaso
											y sus implicaciones en las personas,
los negocios y la sociedad.
											Realmente ha sido
sorprendente y gratificante
											descubrir que cuando un emprendedor
se sube al escenario
											a contar la historia
de su negocio fracasado,
											no es motivo de humillación o de vergüenza
											como solía ser en el pasado.
											En realidad, es la oportunidad
de compartir aprendizajes
											y generar empatía.
											Y también hemos encontrado
											que cuando los integrantes
de un mismo equipo se juntan
											para compartirse historias de fracasos,
											sucede algo mágico:
											la colaboración se vuelve más fácil
											y los vínculos se vuelven
mucho más estrechos.
									","
											the name is awesome —
the Failure Institute.
											It's a research center
dedicated to the study of failure
											and its consequences on people,
businesses and society.
											It's been really surprising and gratifying
											to find that when an entrepreneur
gets up on stage
											to tell the story
of their failed business,
											it's not a cause for humiliation or shame,
											as it usually was in the past.
											Actually, it's an opportunity
to share lessons
											and generate empathy.
											We've also found that when members
of the same team get together
											to share their stories of failure,
											something magical happens:
											collaboration becomes easier,
											and the bonds become stronger.
									",Una nueva manera de hablar del fracaso en los negocios,Leticia Gasca,13:10,"business,entrepreneur,failure,communication,personal growth"
"
","
",Una nueva manera de hablar del fracaso en los negocios,Leticia Gasca,13:10,"business,entrepreneur,failure,communication,personal growth"
"
											De hecho, a lo largo de los eventos
y de las investigaciones,
											hemos encontrado cosas sorprendentes.
											Quizá entre mis favoritas está
											las diferencias que hay
entre los hombres y las mujeres
											al momento de enfrentar el fracaso.
											El comportamiento
más común entre los hombres
											es, tras cerrar su negocio,
fundar otro negocio antes de un año
											pero en un sector diferente.
											Mientras que en las mujeres es más común
											buscar un empleo
y postergar hasta el futuro
											la creación de un nuevo negocio.
											Nuestra hipótesis es que esto se debe
											a que las mujeres tendemos a sufrir más
del síndrome del impostor,
											es decir, sentimos que nos hace falta algo
											para ser unas emprendedoras de verdad,
											aunque en muchas ocasiones yo he visto
que tenemos todo lo necesario
											y lo único que hace falta
es atrevernos a dar el paso.
											Y en el caso de los hombres,
											es más común que sientan
que tienen los conocimientos necesarios
											y lo que hace falta
es aplicarlos en otro lugar
											donde haya mejor suerte.
									","
											In fact, over the course of
the events and the research,
											we've found surprising things.
											Perhaps among my favorites
are the differences between men and women
											when they're faced with failure.
											The most common behavior among men
after closing their business
											is to open another business
but in a different sector
											within a year,
											while among women, it's more common
to look for a job
											and postpone creating
a new business for the future.
											Our hypothesis is that
this can be attributed to
											women's tendency to suffer more
from impostor syndrome;
											that is, we feel like
we're lacking in some way
											in order to be true entrepreneurs.
											However, I've seen that many times,
we have everything necessary,
											and all that's missing
is that we risk taking the first step.
											And in the case of men,
											it's more common that they feel
they have the necessary knowledge
											and they just need to apply it
in another place
											where they'd have more luck.
									",Una nueva manera de hablar del fracaso en los negocios,Leticia Gasca,13:10,"business,entrepreneur,failure,communication,personal growth"
"
","
",Una nueva manera de hablar del fracaso en los negocios,Leticia Gasca,13:10,"business,entrepreneur,failure,communication,personal growth"
"
											También hemos encontrado que hay
diferencias regionales interesantes
											acerca de la forma en la que
los emprendedores nos recuperamos
											tras el fracaso de nuestro negocio.
											Por ejemplo, en el continente europeo
											es mucho más común que los emprendedores
decidan buscar un terapeuta
											para recuperarse emocionalmente.
											Mientras que en el continente americano,
											el comportamiento más común
es buscar educación, buscar capacitación.
									","
											We've also found that there are
interesting regional differences
											in terms of the way in which
entrepreneurs recuperate
											after the failure of our business.
											For example, on the European continent,
											it's much more common
that entrepreneurs seek out a therapist
											to recuperate emotionally.
											On the other hand,
on the American continent,
											the most common behavior
is to seek out education and training.
									",Una nueva manera de hablar del fracaso en los negocios,Leticia Gasca,13:10,"business,entrepreneur,failure,communication,personal growth"
"
","
",Una nueva manera de hablar del fracaso en los negocios,Leticia Gasca,13:10,"business,entrepreneur,failure,communication,personal growth"
"
											Otro hallazgo que a mí realmente
me ha cambiado la vida
											es encontrar el profundo impacto
que tiene la política pública
											en la forma en la que los emprendedores
deciden cerrar su negocio
											y recuperarse de esa experiencia.
											Por ejemplo, en mi país, en México,
											el marco normativo que regula
el cierre de negocios es tan duro,
											que cerrar un negocio
conforme marca la ley
											puede tomar demasiado tiempo
y demasiado dinero.
											Empecemos por la parte del dinero.
											Si bien te va, si tu negocio
no está metido en grandes problemas,
											si no tiene temas con los proveedores,
deudas pendientes,
											cerrar un negocio te va
a costar unos USD2000,
											lo que en mi país es una suma
importante de dinero.
											Alguien que gana el salario mínimo
a cifras de 2018
											tendría que trabajar durante 15 meses
para reunir esta cifra.
											Y en lo que respecta al tiempo,
											en promedio, cerrar un negocio
toma dos años.
											Como sabemos, en México
y en muchos otros lugares del mundo,
											la esperanza de vida promedio
de un negocio es de dos años.
											Ahora, ¿qué sucede cuando
la esperanza de vida de un negocio
											es tan parecida al tiempo
que te va a tomar cerrarlo
											si es que este no funciona?
											Desde luego, esto desincentiva
la creación de nuevas empresas
											y promueve la economía informal.
											De hecho, la investigación
econométrica ha demostrado
											que entre menor es el tiempo y el dinero
											que se necesita para [cerrar] un negocio,
											mayor es la creación de nuevas empresas.
									","
											Another finding that's really
changed my life
											is the profound impact that
public policy has
											on the way in which entrepreneurs
decide to close their business
											and recuperate from the experience.
											For example, in my country, Mexico,
											the regulatory framework
for closing a business is so strict
											that closing a business
in compliance with the law
											can take too much time and too much money.
											Let's start with the money part.
											If things go well, if your business
isn't involved in big problems,
											if you don't have any issues
with suppliers like outstanding debts,
											closing a business
will cost you US $2,000.
											which in my country
is a considerable amount of money.
											Someone who earns
the minimum salary as of 2018
											would have to work 15 months
to come up with that money.
											And with respect to time, on average,
closing a business takes two years.
											As we know, in Mexico
and in many other places in the world,
											the average life expectancy of a business
											is two years.
											So what happens when
the life expectancy of a business
											is so similar to the amount of time
it will take you to close it
											if it doesn't work?
											Of course, this disincentivizes
the creation of new businesses
											and promotes the informal economy.
											In fact, econometric research has shown
											that the less time and money needed
to close a business,
											the greater the creation of new business.
									",Una nueva manera de hablar del fracaso en los negocios,Leticia Gasca,13:10,"business,entrepreneur,failure,communication,personal growth"
"
","
",Una nueva manera de hablar del fracaso en los negocios,Leticia Gasca,13:10,"business,entrepreneur,failure,communication,personal growth"
"
											Por eso, en 2017, decidimos presentar
											una serie de recomendaciones
de política pública
											para la ley que regula
el cierre de negocios.
											Durante todo un año, trabajamos
con la Asociación de Emprendedores
											y con el congreso mexicano,
											y la buena noticia es que
logramos cambiar la ley.
									","
											So in 2017, we decided to present
a series of public policy recommendations
											for the law that governs
the closing of businesses.
											For a year, we worked with
the Association of Entrepreneurs
											and with the Mexican congress,
											and the good news is
that we managed to change the law.
									",Una nueva manera de hablar del fracaso en los negocios,Leticia Gasca,13:10,"business,entrepreneur,failure,communication,personal growth"
"
","
",Una nueva manera de hablar del fracaso en los negocios,Leticia Gasca,13:10,"business,entrepreneur,failure,communication,personal growth"
"
											(Aplausos)
									","
											(Applause)
									",Una nueva manera de hablar del fracaso en los negocios,Leticia Gasca,13:10,"business,entrepreneur,failure,communication,personal growth"
"
","
",Una nueva manera de hablar del fracaso en los negocios,Leticia Gasca,13:10,"business,entrepreneur,failure,communication,personal growth"
"
											La idea es que a partir de que
la nueva legislación entre en vigor,
											los emprendedores
van a poder cerrar su negocio
											en un trámite en línea
											que va a ser mucho más accesible
para todos y más breve.
											La verdad es que cuando miro al pasado
y recuerdo aquella noche
											en la que mis amigos y yo
nos confesamos nuestros fracasos
											hace ya seis años,
											me siento sorprendida,
											porque en aquel momento
nuestra intención era muy simple:
											lo único que queríamos era poner
el tema del fracaso sobre la mesa,
											que más amigos vieran que este
es un tema del cual hay que hablar.
											No es motivo de humillación
como era en el pasado
											y tampoco es motivo de celebración
como algunas personas dicen.
									","
											The idea is that once
the new legislation goes into effect,
											entrepreneurs will be able
to close their business
											via an online process, which will be
much more accessible to everyone
											and shorter.
											The truth is, when I look back
and remember that night
											when my friends and I confessed
our failures to each other
											six years ago,
											I'm surprised,
											because at that moment,
our intention was very simple:
											the only thing we wanted to do was put
the subject of failure on the table
											so more friends could see
that this was a topic to be talked about.
											It's not a time for humiliation
as in the past,
											nor is it a cause for celebration,
as some people say.
									",Una nueva manera de hablar del fracaso en los negocios,Leticia Gasca,13:10,"business,entrepreneur,failure,communication,personal growth"
"
","
",Una nueva manera de hablar del fracaso en los negocios,Leticia Gasca,13:10,"business,entrepreneur,failure,communication,personal growth"
"
											De hecho, quiero confesarles
											que cuando escucho a estudiantes
o a gente de Silicon Valley
											jactarse de fracasar rápido y a menudo,
											como si cerrar un negocio
fuera cualquier cosa,
											la verdad es que me preocupo mucho.
											Y me preocupo porque creo que
detrás del mantra de fracasar rápido,
											o ""fail fast"" como dirían
en Silicon Valley,
											hay un lado oscuro.
											Por un lado, cuando insistimos
a los emprendedores
											que tienen que fracasar rápido
como única opción,
											puede que estemos
promoviendo la mediocridad,
											que los emprendedores
no den su máximo esfuerzo
											y que se den por vencidos
ante la menor dificultad.
											Y también creo que cuando
hablamos de fracasar rápido
											estamos minimizando el impacto negativo
que tiene el cierre de un negocio.
											Desde luego, creo que
fracasar rápido es una gran forma
											de acelerar el aprendizaje
y evitar la pérdida de tiempo.
											Pero no podemos negar
las consecuencias negativas
											que hay detrás de la muerte de un negocio.
									","
											In fact, I'll admit that when I hear
students or people from Silicon Valley
											brag about failing fast or frequently,
											as if closing a business were no big deal,
											the truth is, it worries me a lot.
											And it worries me because I think
that behind the mantra of failing fast,
											or ""fail fast"" as they say
in Silicon Valley,
											there's a dark side.
											On one hand, when we insist
to entrepreneurs
											that failing fast is the only option,
											it's possible that
we're promoting mediocrity —
											that entrepreneurs
don't give their maximum effort,
											and that they give up when faced
with the most minor difficulty.
											I also think that when we talk
about failing fast,
											we're minimizing that negative impact
that closing a business has.
											Of course, I believe failing fast
is a great way to accelerate learning
											and avoid wasting time.
											But we can't deny
the negative consequences
											that exist behind the death of a business.
									",Una nueva manera de hablar del fracaso en los negocios,Leticia Gasca,13:10,"business,entrepreneur,failure,communication,personal growth"
"
","
",Una nueva manera de hablar del fracaso en los negocios,Leticia Gasca,13:10,"business,entrepreneur,failure,communication,personal growth"
"
											Por ejemplo, cuando
mi empresa social fracasó,
											la peor parte fue volver
a la comunidad indígena
											y confesarles a las artesanas
que el proyecto había muerto
											y que era mi responsabilidad.
											Para muchos eso pudo haberse visto
											como una oportunidad de aprendizaje.
											La realidad es que la muerte
de ese negocio representaba
											que las artesanas iban a dejar
de percibir un ingreso
											que necesitaban desesperadamente.
									","
											For example, when
my social enterprise failed,
											the worst part was going back
to the indigenous community
											and confessing to the artisans
that the project had died,
											and that I was responsible.
											For many, this could have been viewed
as a learning opportunity.
											The truth is that the death
of this business
											meant that the artisans would lose income
that they desperately needed.
									",Una nueva manera de hablar del fracaso en los negocios,Leticia Gasca,13:10,"business,entrepreneur,failure,communication,personal growth"
"
","
",Una nueva manera de hablar del fracaso en los negocios,Leticia Gasca,13:10,"business,entrepreneur,failure,communication,personal growth"
"
											Por eso, hoy quiero proponerles una idea.
											Quiero proponerles que
así como dejamos de lado
											la idea de humillar públicamente
a los emprendedores que fracasan,
											dejemos de lado la idea de que
fracasar rápido siempre es lo mejor,
											y en su lugar, quiero proponerles
un nuevo mantra:
											fracasar conscientemente
o ""fail mindfully"" -
											vivir con atención plena todo el proceso
que implica cerrar un negocio.
											Recordemos que las empresas no son entes
que aparecen y desaparecen mágicamente.
											Las empresas se integran por personas.
											Y si un proyecto empresarial no funciona,
											seguramente algunas de esas personas
van a perder su empleo,
											o van a perder dinero.
											Y en el caso de las empresas sociales
o empresas verdes,
											cuando estas fracasan,
											seguramente el cierre de ese proyecto
va a tener un impacto negativo
											en las comunidades o en los ecosistemas
que pretendían beneficiar.
									","
											So today, I'd like to propose an idea.
											I'd like to propose
that just as we put aside
											the idea of publicly humiliating
entrepreneurs who fail,
											we should also put aside the idea
that to fail fast is always best.
											Instead, I want to propose a new mantra:
											fail with awareness,
or ""fail mindfully"" —
											experience with full attention
											the entire process that closing
a business involves.
											Remember that businesses are not entities
that magically appear and disappear.
											Businesses are made up of people.
											And if a business project fails,
											surely, some of those people
will lose their jobs
											or lose money.
											And in the case of social enterprises
or green businesses,
											when they fail,
											surely the closing of the project
will have a negative impact
											on the communities or ecosystems
they were intended to benefit.
									",Una nueva manera de hablar del fracaso en los negocios,Leticia Gasca,13:10,"business,entrepreneur,failure,communication,personal growth"
"
","
",Una nueva manera de hablar del fracaso en los negocios,Leticia Gasca,13:10,"business,entrepreneur,failure,communication,personal growth"
"
											Pero, ¿a qué me refiero cuando hablo
acerca de fracasar conscientemente,
											""fail mindfully""?
											Creo que para mí significa ser conscientes
											del impacto que tiene
el cierre de ese negocio,
											ser conscientes
de las lecciones aprendidas
											y sobre todo, ser conscientes
de la gran responsabilidad
											de compartir esos
aprendizajes con el mundo.
									","
											But what do I mean by ""fail mindfully""?
											For me, it means being aware of the impact
that closing a business has,
											being aware of the lessons learned,
											and above all, being aware
of the great responsibility
											to share those lessons with the world.
									",Una nueva manera de hablar del fracaso en los negocios,Leticia Gasca,13:10,"business,entrepreneur,failure,communication,personal growth"
"
","
",Una nueva manera de hablar del fracaso en los negocios,Leticia Gasca,13:10,"business,entrepreneur,failure,communication,personal growth"
"
											Gracias.
									","
											Thank you.
									",Una nueva manera de hablar del fracaso en los negocios,Leticia Gasca,13:10,"business,entrepreneur,failure,communication,personal growth"
"
","
",Una nueva manera de hablar del fracaso en los negocios,Leticia Gasca,13:10,"business,entrepreneur,failure,communication,personal growth"
"
											(Aplausos)
									","
											(Applause)
									",Una nueva manera de hablar del fracaso en los negocios,Leticia Gasca,13:10,"business,entrepreneur,failure,communication,personal growth"
"
","
",Una nueva manera de hablar del fracaso en los negocios,Leticia Gasca,13:10,"business,entrepreneur,failure,communication,personal growth"
