pt,tr,title,speaker,duration,tags
"
											Os meus membros biónicos 
estão ligados ao meu corpo biológico
											por meio de pele sintética
											com variantes de rigidez
											que mimetizam a minha biomecânica 
dos tecidos subjacentes.
											Para conseguirmos essa mimética,
											desenvolvemos em primeiro lugar 
um modelo matemático
											do meu membro biológico.
											Para isso, usamos 
instrumentos de reprodução como a IRM
											para olhar para dentro do meu corpo
											para descobrirmos a geometria
											e as localizações de diversos tecidos.
											Também usamos instrumentos robóticos.
											Isto é um círculo de 14 atuadores
											que se coloca em torno
do membro biológico.
											Os atuadores aproximam-se, 
detetam a superfície do membro,
											medem a sua forma sem pressão,
											e depois pressionam os tecidos
											para medir
a resistência dos diversos tecidos
											em cada ponto anatómico.
											Combinamos estas imagens
e os dados robóticos
											para construirmos
uma descrição matemática
											do meu membro biológico,
que vemos à esquerda.
											Vemos uma série de pontos, ou nódulos.
											Em cada modulo, há uma cor 
que representa a resistência do tecido
											Depois, fazemos
uma transformação matemática
											para a conceção da pele sintética
											que vemos à direita.
											Chegámos à conclusão
de que o ideal
											é onde o corpo é rígido, 
a pele sintética deve ser maleável,
											e onde o corpo é maleável 
a pele sintética deve ser rígida.
											E esta relação de opostos
											ocorre em todas as resistências
dos tecidos.
											Com este enquadramento,
											produzimos membros biónicos
											que são os membros mais confortáveis 
que eu já usei até hoje.
											Obviamente, no futuro,
											o nosso vestuário, os nossos sapatos, 
os nossos cintos,
											as nossas próteses,
deixarão de ser concebidas e fabricadas
											usando estratégias artesanais,
											mas usando molduras quantitativas 
baseadas em dados.
											Nesse futuro, os nossos sapatos
											já não nos farão bolhas nos pés.
									","
											Biyonik uzuvlarım biyolojik bedenime
											alt deri biyomekaniğini yansıtan
											sertlik çeşitliliği olan
											sentetik derilerle bağlı.
											Bu yansımayı gerçekleştirmek için
											önce biyolojik uzvumun matematik bir
											modelini geliştirdik.
											Bu maksatla, vücudumun içine bakmak,
											çeşitli dokuların geometri ve
											konumlarını belirlemek için MR gibi
											görüntüleme araçları kullandık.
											Robotik araçlar da kullandık.
											İşte bu, biyolojik uzuv
											etrafında dönen 14-aktüatörlü daire.
											Aktüatör gelir, uzvun yüzeyini bulur,
											yüksüz şekli ölçer
											ve dokularda ilerleyerek
											her anatomik noktadaki
											doku uyumluluğunu ölçer.
											Biz de bu görüntüleme ve robotik verileri
											solda gösterilen biyolojik uzvumun
											matematiksel tanımlamasını
yapmak için birleştiririz.
											Nokta veya boğum demetleri görüyorsunuz.
											Her boğumda, doku uyumunu
gösteren renkler var.
											Sonra sağda gösterilen sentetik deriyi
											tasarlamak için matematiksel
											dönüşüm yaptık
											ve en uyguna ulaşmak için
											vücudun sert olduğu yerde,
sentetik deri yumuşak,
											vücudun yumuşak olduğu yerde,
sentetik derinin sert olması gerektiğini
											ve bu yansımanın
											tüm doku uyumlarında
meydana geldiğini keşfettik.
											Bu çerçevede,
											giydiğim en rahat biyonik uzuvlar ürettik.
											Gelecekte,
											elbiselerimiz, ayakkabılarımız,
diş tellerimiz,
											protezlerimiz bundan böyle
											sanatkar stratejileri kullanılarak değil,
											veri odaklı sayısal çerçevelerle 
tasarlanıp üretilecek.
											Bu gelecekte, ayakkabılarımız
											su toplanmasına neden olmayacak.
									","The new bionics that let us run, climb and dance",Hugh Herr,19:00,"dance,prosthetics,technology,bionics"
"
","
","The new bionics that let us run, climb and dance",Hugh Herr,19:00,"dance,prosthetics,technology,bionics"
"
											Também estamos a incorporar 
materiais sensíveis e inteligentes
											nas peles sintéticas.
											Este é um material desenvolvido pelo
SRI International, na Califórnia,
											Sob um efeito eletrostático,
muda de rigidez.
											Sob uma voltagem zero,
o material é dócil.
											É maleável como papel.
											Carrega-se no botão,
aplica-se uma voltagem,
											e passa a ser rígido como uma tábua.
											Incorporamos este material
na pele sintética
											que liga o meu membro biónico 
ao meu corpo biológico.
											Quando ando,
											não há voltagem.
											O meu interface é maleável e dócil.
											Carrega-se no botão, aplica-se
uma voltagem, e ele endurece.
											proporcionando uma maior margem
de manobra do membro biónico.
									","
											Bizler ayrıca sentetik
deri içerisine duyarlı ve akıllı
											maddeler yerleştiriyoruz.
											Bu madde
											SRI Uluslarlarası, Kaliforniya
tarafından geliştirildi.
											Elektrostatik altında,
sertliğini değiştiriyor.
											Yani sıfır voltajda, madde uyumlu.
											Kağıt gibi gevşek.
											Sonra düğmeye basılınca,
voltaj uygulanır
											ve tahta gibi sertleşir.
											Bu maddeyi biyonik uzvumu
biyolojik vücuduma bağlayan
											sentetik deriye yerleştirdik.
											Burada yürüdüğümde,
											voltaj yok.
											Arayüz yumuşak ve uyumlu.
											Düğmeye basılarak
voltaj uygulandığında
											sertleşiyor,
											biyonik uzva harika bir
manevra yeteneği sağlıyor.
									","The new bionics that let us run, climb and dance",Hugh Herr,19:00,"dance,prosthetics,technology,bionics"
"
","
","The new bionics that let us run, climb and dance",Hugh Herr,19:00,"dance,prosthetics,technology,bionics"
"
											Também estamos a construir
exosqueletos.
											Este exosqueleto
pode ser rígido ou maleável
											nas áreas certas do ciclo de corrida
											para proteger as articulações biológicas
											dos fortes impactos e da degradação.
											No futuro, todos usaremos exosqueletos
											em atividades vulgares, como a corrida.
									","
											Ayrıca dış iskelet de inşa ediyoruz.
											Dış iskelet koşu döngüsünün
doğru bölgelerinde
											biyolojik bağlantıları
											yüksek darbe ve bozulmalardan
											korumak için sert ve yumuşak oluyor.
											Gelecekte, hepimiz
koşu gibi genel aktivitelerde
											dış iskelet giyiyor olacağız.
									","The new bionics that let us run, climb and dance",Hugh Herr,19:00,"dance,prosthetics,technology,bionics"
"
","
","The new bionics that let us run, climb and dance",Hugh Herr,19:00,"dance,prosthetics,technology,bionics"
"
											A seguir, temos o interface dinâmico.
											Como é que os meus membros biónicos 
se movem como se fossem de carne e osso?
											No laboratório do MIT, estudamos 
o modo como as pessoas
											com fisiologias normais se mantêm de pé, 
andam e correm.
											O que é que os músculos estão a fazer, e
como são controlados pela espinal medula?
											Este conhecimento básico motiva 
o que estamos a construir.
											Estamos a construir tornozelos, 
joelhos e ancas biónicas.
											Estamos a construir partes do corpo
a partir do zero.
											Os membros biónicos que eu estou a usar 
chamam-se BIOMs.
											Foram adaptados a quase 1000 pacientes,
											entre os quais, 400 eram 
soldados norte-americanos feridos.
									","
											Sıradaki, dinamik arayüz.
											Biyonik uzuvlarım nasıl
et ve kemik gibi hareket eder?
											MIT'deki laboratuvarımda
											normal insan fizyolojisinin nasıl dikildiğini,
yürüdüğünü, koştuğunu çalışıyoruz.
											Kaslar ne yapıyor
											ve omurilik tarafından
nasıl kontrol ediliyorlar?
											Bu temel bilim, üretimimizi
harekete geçiriyor.
											Biyonik bilek, diz ve kalça üretiyoruz.
											Tepeden tırnağa vücut parçaları üretiyoruz.
											Giydiğim biyonik uzuvun adı BiOMs.
											Neredeyse 1.000 hastaya uygulandı,
											bunlardan 400'ü yaralı ABD askeri.
									","The new bionics that let us run, climb and dance",Hugh Herr,19:00,"dance,prosthetics,technology,bionics"
"
","
","The new bionics that let us run, climb and dance",Hugh Herr,19:00,"dance,prosthetics,technology,bionics"
"
											Como é que funciona?
											Quando o calcanhar assenta,
sob o controlo do computador,
											o sistema controla a rigidez
											para atenuar o impacto do membro no solo.
											Depois, a meia posição,
o membro biónico produz
											momentos de alavanca 
e forças que elevam a pessoa
											quando ela caminha,
											comparáveis a como os músculos 
trabalham na barriga da perna.
											Esta propulsão biónica é muito importante
											clinicamente para os pacientes.
											Vemos, à esquerda, o aparelho biónico
usado por uma senhora
											— à direita um aparelho passivo 
usado pela mesma senhora,
											que não consegue imitar
a função muscular normal
											— e que lhe permite fazer uma coisa
											que toda a gente devia poder fazer,
											quando sobe e desce as escadas
lá em casa.
											A biónica também permite 
proezas atléticas espantosas.
											Vemos aqui um homem a correr 
por um caminho pedregoso acima.
											É o Steve Martin — não é o ator —
											que perdeu as pernas 
numa explosão no Afeganistão.
									","
											Nasıl çalışır? Topuk çarptığında,
bilgisayar kontrolünde,
											sistem sertliği kontrol ederek
											yere çarpan uzvun darbesini azaltıyor.
											Sonra orta duruşta, biyonik uzuv
											kişiyi yürüyüş adımına kaldırmak için
											yüksek tork ve güç üretir,
											baldır bölgesinde çalışan
kaslara benzer şekilde.
											Bu ileri itiş klinik olarak
											hastalar için çok önemli.
											Evet, solda bir bayanın giydiği biyonik araç
											görüyorsunuz —
											sağda aynı bayanın giydiği, normal kas işlevini
											canlandırmayı başaramayan pasif bir araç —
											bu ona herkesin yapabilmesi
gereken şeyleri yapmayı sağlıyor,
											ev merdivenlerini
aşağı yukarı gidebiliyor.
											Biyonikler ayrıca sıra dışı atletik
becerilere de olanak sağlar.
											Burada bir beyefendi
taşlı bir yolda koşuyor.
											Bu Steve Martin, komedyen olan değil,
											Afganistan'daki patlamada
bacaklarını kaybetti.
									","The new bionics that let us run, climb and dance",Hugh Herr,19:00,"dance,prosthetics,technology,bionics"
"
","
","The new bionics that let us run, climb and dance",Hugh Herr,19:00,"dance,prosthetics,technology,bionics"
"
											Também estamos a construir 
estruturas de exosqueletos
											que utilizam os mesmos princípios
											de um membro biológico.
											Este homem não tem
											nenhum problema nas pernas, 
nenhuma incapacidade.
											Tem uma fisiologia normal,
											portanto, estes exosqueletos
estão a aplicar os movimentos de alavanca
											e as forças, equivalentes aos músculos,
											de modo que os seus próprios músculos 
não precisam de aplicar
											esses movimentos de alavanca e forças.
											Este é o primeiro exosqueleto da História
											que aumenta o caminhar do ser humano.
											Reduz significativamente
o custo metabólico.
											É tão profundo nesse aumento
											que, quando uma pessoa normal, saudável,
											usa o aparelho durante 40 minutos
											e depois o tira,
											as suas pernas biológicas
											sentem-se terrivelmente pesadas
e desajeitadas.
											Estamos no início duma era
											em que as máquinas ligadas
aos nossos corpos
											nos tornarão mais fortes e mais rápidos
											e mais eficazes.
									","
											Ayrıca, biyolojik uzvu saran
											aynı prensipleri kullanarak
											dış iskelet yapılarını üretiyoruz.
											Bu beyefendinin herhangi bir
											bacak durumu, bir engeli yok.
											Normal bir fizyolojiye sahip,
											yani bu dış iskeletler
											kas gibi tork ve güç uyguluyor
											böylece onun kasları bu tork ve güçleri
											uygulaması gerekmiyor.
											Bu insan yürüyüşünü artıran
											tarihteki ilk dış iskelet.
											Metabolik sarfiyatı önemli ölçüde azaltır.
											Artırımı o kadar muazzam ki
											normal, sağlıklı bir insan
											aleti 40 dakika giydiğinde
											ve sonra çıkardığında,
											kendi biyolojik bacakları
											komik bir şekilde ağır
ve garip hissettiriyor.
											Vücutlarımıza eklenen makinelerin
											bizi daha güçlü ve daha hızlı
											ve daha etkili yapacağı bir yaşta başlıyoruz.
									","The new bionics that let us run, climb and dance",Hugh Herr,19:00,"dance,prosthetics,technology,bionics"
"
","
","The new bionics that let us run, climb and dance",Hugh Herr,19:00,"dance,prosthetics,technology,bionics"
"
											Passando agora para o interface elétrico,
											como é que os meus membros biónicos
											comunicam com o meu sistema nervoso?
											No meu membro residual há elétrodos
											que medem o pulsar elétrico
dos meus músculos.
											Isso é comunicado ao membro biónico,
											portanto, quando eu penso em mover 
o meu membro fantasma,
											o robô deteta esse desejo de movimento.
											Este diagrama mostra,
fundamentalmente,
											como é controlado o membro biónico,
											e assim podemos modelar
o membro biológico em falta,
											e descobrimos
quais os reflexos que ocorrem,
											como é que os reflexos da espinal medula
											controlam os músculos,
											e essa capacidade é introduzida
											nos ""chips"" do membro biónico.
											O que fazemos, pois, é modular
											essa sensibilidade do reflexo,
											o reflexo espinal modulado,
											com o sinal neural,
de modo que,
											quando eu relaxo os músculos
no meu membro residual,
											obtenho pouco movimento de alavanca 
e pouca força,
											mas quanto mais retesar os músculos,
											mais movimento de alavanca obtenho,
											e até posso correr.
											E esta foi a primeira demonstração
											de um tipo a correr sob comando neural.
											Sabe bem!
											(Aplausos)
									","
											Elektriksel arayüzde devam edersek,
											biyonik uzuvlarım nasıl
											sinir sistemimle iletişime geçiyor?
											Kalan uzuv boyunca elektrotlar
											kaslarımın elektriksel atımlarını ölçer.
											Bu biyonik uzuvla iletişim halindedir,
											yani hayalet bacağımı
hareket ettirmeyi düşündüğümde,
											robot bu hareket arzusunu takip eder.
											Bu diyagram temel olarak biyonik uzvun
											nasıl kontrol edildiğini gösterir.
											Biz de eksik biyolojik uzvu modelledik
											ve hangi reflekslerin meydana geldiğini,
											omurilik reflekslerinin kasları
											nasıl kontrol ettiğini
											ve bu becerinin biyonik uzvun çiplerine
											nasıl yerleştirileceğini keşfettik.
											Sonrasında yaptığımız şey,
											sinirsel sinyal ile
reflekslerin hassasiyetini
											modellenmiş omurga
refleksini ayarladık.
											Böylece kalan uzvumdaki
kaslarımı gevşettiğimde
											çok az bir tork ve güç elde ediyorum
											ama kaslarımı ne kadar kasarsam
											o kadar fazla tork oluyor
											ve koşabiliyorum bile.
											Ve bu sinirsel komuta
altında ilk koşu gösterimi idi.
											Harika hissettiriyor.
											(Alkış)
									","The new bionics that let us run, climb and dance",Hugh Herr,19:00,"dance,prosthetics,technology,bionics"
"
","
","The new bionics that let us run, climb and dance",Hugh Herr,19:00,"dance,prosthetics,technology,bionics"
"
											Queremos dar mais um passo em frente.
											Queremos fechar o círculo
											entre o membro humano 
e o membro biónico externo.
											Estamos a fazer experiências 
em que estamos a criar nervos,
											nervos cortados transversalmente,
											através de canais, ou microcanais.
											Do outro lado do canal,
											o nervo é ligado a células.
											células da pele e células dos músculos.
											Nos canais motores,
podemos ter a perceção
											de como a pessoa deseja mover-se.
											Isso pode ser transferido, sem fios,
para o membro biónico.
											Depois, os sensores no membro biónico
											podem ser convertidos em estímulos
											em canais adjacentes, canais sensitivos.
											Assim, quando isto estiver
plenamente desenvolvido
											para utilização humana,
											as pessoas como eu 
não só terão membros sintéticos
											que se moverão
como se fossem de carne e osso,
											mas que darão a sensação 
de serem de carne e osso.
									","
											Bir adım ileri gitmek istiyoruz.
											Aslında, insani ve biyonik harici uzuv
											arasındaki boşluğu kapatmak istiyoruz.
											Sinirleri, kesilen sinirleri
											kanallar ya da
mikro-kanal dizileri yoluyla
											geliştirdiğimiz deneyler yapıyoruz.
											Kanalın diğer tarafında
											sinir hücrelere bağlanır,
											deri ve kas hücrelerine.
											Motor kanallarında kişinin
											hareket etme isteğini hissedebiliriz.
											Bu da kablosuz olarak
biyonik uzva gönderilebilir,
											sonra biyonik uzuvdaki sensörler
											komşu kanallarda,
duyusal kanallarda
											dürtüye çevrilebiliyor.
											Yani, bu tam olarak geliştirildiğinde
											ve insanlar için kullanılabildiğinde,
											benim gibi insanlar
sadece et ve kemik gibi
											hareket eden sentetik
uzuvlara sahip olmayacak,
											tam olarak et ve kemik gibi hissedecek.
									","The new bionics that let us run, climb and dance",Hugh Herr,19:00,"dance,prosthetics,technology,bionics"
"
","
","The new bionics that let us run, climb and dance",Hugh Herr,19:00,"dance,prosthetics,technology,bionics"
"
											Este vídeo mostra Lisa Mallette
											pouco depois de lhe terem colocado 
dois membros biónicos.
											Com efeito, a biónica está a provocar
											uma profunda diferença
na vida das pessoas.
									","
											Bu video Lisa Mallette'nin
iki biyonik bacak
											takıldıktan hemen sonraki
durumunu gösteriyor.
											Hakikaten, biyonikler insanların
											yaşamında derin farklılıklar yaratıyor.
									","The new bionics that let us run, climb and dance",Hugh Herr,19:00,"dance,prosthetics,technology,bionics"
"
","
","The new bionics that let us run, climb and dance",Hugh Herr,19:00,"dance,prosthetics,technology,bionics"
"
											(Vídeo) Lisa Mallette: Oh, meu Deus!
											Oh, meu Deus! Não acredito!
											É como se eu tivesse pernas verdadeiras!
											Homem: Agora, não desate a correr.
									","
											(Video) Lisa Mallette: Aman Tanrım.
											Aman Tanrım, inanamıyorum.
											Gerçek bacaklarım varmış gibi.
											Koşmaya başlama.
									","The new bionics that let us run, climb and dance",Hugh Herr,19:00,"dance,prosthetics,technology,bionics"
"
","
","The new bionics that let us run, climb and dance",Hugh Herr,19:00,"dance,prosthetics,technology,bionics"
"
											Agora, dê meia volta,
e comece a subir.
											Suba, passe do calcanhar
para os dedos do pé,
											como faria normalmente
a andar no solo.
											Tente subir até lá acima.
											LM: Oh, meu Deus!
											Homem: Está a ajudá-la a subir?
											LM: Está! Eu nem sequer...
Não consigo descrever...
											Homem: Está a ajudá-la a subir.
									","
											Man: Şimdi dön
											ve aynısını yürüyerek yap.
											Kalk, topuklarından parmak uçlarına yüksel,
											normalde yaptığın gibi yürü.
											Tepeye doğru yürümeye çalış.
											LM: Aman Tanrım.
											Man: Seni yukarı itiyor mu?
											LM:Evet! Ben — Bunu tarif bile edemem.
											Man: Seni direk yukarı itiyor.
									","The new bionics that let us run, climb and dance",Hugh Herr,19:00,"dance,prosthetics,technology,bionics"
"
","
","The new bionics that let us run, climb and dance",Hugh Herr,19:00,"dance,prosthetics,technology,bionics"
"
											Hugh Herr: Na próxima semana, 
vou visitar o Centro...
									","
											Hugh Herr: Haftaya -
									","The new bionics that let us run, climb and dance",Hugh Herr,19:00,"dance,prosthetics,technology,bionics"
"
","
","The new bionics that let us run, climb and dance",Hugh Herr,19:00,"dance,prosthetics,technology,bionics"
