fr,tr,de,en,es,title,speaker,duration,tags
"
","
","
","
","
","Rebuilding a neighborhood with beauty, dignity, hope",Bill Strickland,35:28,"MacArthur grant,activism,children,cities,culture,philanthropy,live music"
"
											Je voudrais maintenant vous montrer quelques plats
											que ces mères célibataires préparent dans cette cuisine à un million de dollars.
											Ceci est notre menu à la cafétéria.
											C'est le jour de la pâtes feuilletée. Pourquoi ?
											Parce que les étudiants avaient préparé de la pâte feuilletée
											et c'est ce que l'école mangeait chaque jour.
											Mais mon concept était de détruire les préjugés sur la nourriture.
											Car la bonne nourriture n'est pas pour les riches,
											la bonne nourriture est pour tout le monde sur cette planète
											et il n'y a aucune excuse pour que tout le monde n'en profite pas.
											Alors, dans mon école, nous subventionnons un programme de déjeuner gastronomique
											pour les mères bénéficiant de l'aide sociale au milieu du centre ville
											car nous avons découvert que c'est bon pour leurs estomacs,
											mais que c'est encore meilleur pour leurs têtes.
											Car je voulais leur faire savoir chaque jour de leur vie
											qu'elles ont de la valeur dans cet endroit que j'appelle mon centre.
									","
											İşte bu devlet ödeneği ile yaşayan annelerin bu bir milyon dolarlık
											mutfakta yapmakta olduğu yemeklerden bazı örnekler vermek istiyorum.
											Bu bizim kafetarya sıramız.
											O gün puf böreği günüydü. Neden?
											Çünkü öğrenciler o gün puf böreği yaptılar ve
											okuldakiler hergün bunları yiyorlar.
											Ama asıl amaç şuydu, yemekler konusundaki lekeyi silmek istemiştim.
											Yani, iyi yemek sadece zenginler için değildir—
											iyi yemek dünyadaki herkes içindir
											ve hepimizin bu şekilde beslenmemesi için bir bahane de olamaz.
											Yani okulumda, şehrin yoksullara ait bölgesinde tam merkezde devlet ödeneğiyle geçinen
											anneler için bir ""gurme öğlen yemeği programı"" finanse ettik,
											çünkü iyi yemeğin sadece midelere iyi gelmediğini,
											kafalara daha da iyi geldiğini hepimiz keşfetmiştik.
											Çünkü merkezim dediğim bu yerde hayatlarının her gününde
											bir değere sahip olduklarını anlamalarını istedim.
									","
											Ich würde euch gerne etwas von dem Essen zeigen,
											das diese Mütter in Sozialhilfe in der Million-Dollar-Küche kochen.
											Das ist so nebenbei unsere Cafeteria.
											Das ist Blätterteig Tag. Warum?
											Weil die Schüler Blätterteig machten
											und das ist was die Schule jeden Tag isst.
											Das Konzept war, dass ich das Stigma vom Essen nehmen wollte.
											Gutes Essen ist nicht nur für reiche Leute -
											gutes Essen ist für alle auf dem Planeten
											und es gibt keine Entschuldigung warum wir es nicht alle essen können.
											Deshalb subventionieren wir ein Gourmet-Essensprogramm
											für Mütter in Sozialhilfe inmitten der Innenstadt
											weil wir heraus fanden dass es gut für ihren Magen ist,
											aber es ist noch besser für Ihre Köpfe
											Ich wollte sie jeden Tag ihres Lebens wissen lassen
											dass sie einen Wert in meinem Gebäude haben.
									","
											I would like to show you now some of the food
											that these welfare mothers do in this million dollar kitchen.
											That happens to be our cafeteria line.
											That's puff pastry day. Why?
											Because the students made puff pastry
											and that's what the school ate every day.
											But the concept was that I wanted to take the stigma out of food.
											That good food's not for rich people —
											good food's for everybody on the planet,
											and there's no excuse why we all can't be eating it.
											So at my school, we subsidize a gourmet lunch program
											for welfare mothers in the middle of the inner city
											because we've discovered that it's good for their stomachs,
											but it's better for their heads.
											Because I wanted to let them know every day of their life
											that they have value at this place I call my center.
									","
											Ahora me gustaría mostrarles algo de la comida
											que estas madres en asistencia social hacen en esta cocina de millón de dólares.
											Esta es nuestra cafetería.
											Ese es día del hojaldre. ¿Por qué?
											Porque los estudiantes hicieron hojaldre
											y eso es lo que la escuela come todos los días.
											Pero el concepto era que quería quitarle el estigma a la comida.
											Que la buena comida no es para jente rica—
											la buena comida es para todos en el planeta
											y no hay excusas para que no podamos comerla todos.
											Asi que en mi escuela, subsidiamos un programa de almuerzo gourmet
											para madres con asistencia social en medio de un barrio marginal
											porque descubrimos que es bueno para sus estómagos,
											pero es mejor para sus cabezas.
											Porque yo quería que supieran todos los días de su vida
											que tienen valor en este lugar que yo llamo mi centro.
									","Rebuilding a neighborhood with beauty, dignity, hope",Bill Strickland,35:28,"MacArthur grant,activism,children,cities,culture,philanthropy,live music"
"
","
","
","
","
","Rebuilding a neighborhood with beauty, dignity, hope",Bill Strickland,35:28,"MacArthur grant,activism,children,cities,culture,philanthropy,live music"
"
											Nos étudiants s'asseyent ensemble, enfants noirs et enfants blancs,
											et nous avons découvert que l'on peut résoudre le problème des races
											en créant un environnement de rang mondial
											parce que les gens ont tendance à faire preuve d'un comportement de rang mondial
											lorsqu'on les traite de cette manière.
											Ce sont des exemples de plats que ces mères font
											après six mois dans le programme d'apprentissage.
											Pas de manières, pas de préjugés de classe, pas de snobisme, pas d'histoire.
											Ce que nous avons découvert est que le seul problème avec les gens pauvres
											est qu'ils n'ont pas d'argent, mais il se trouve que ça se soigne.
											C'est uniquement ce que vous pensez des gens
											qui détermine leur comportement.
											Ceci a été préparé par une étudiante après sept mois dans notre programme,
											fait par une très brillante jeune femme
											formée par notre chef pâtissier
											J'ai mangé sept de ces paniers et ils sont très bons.
											(rires)
											Ils n'ont pas de calories.
											Voici notre salle à manger.
											Elle ressemble à n'importe quelle cafétéria de lycée
											dans une ville américaine moyenne.
											Mais c'est, d'après moi, la manière dont les étudiants doivent être traités
											particulièrement s'ils ont été mis de côté.
									","
											Öğrencilerimiz beraber oturur; Siyah çocuklar ve beyaz çocuklar,
											çünkü dünya klasında bir çevre yaratıp, onlara
											dünya klasında davrandığınızda, onların da size
											bu şekilde davranışlar göstermeye eğilimli olacaklarını,
											ve ırkçılık sorununu da bu şekiilde çözebileceğimizi keşfettik
											Eğitim programında altı ay geçirdikten sonra devlet ödeneği ile geçinen
											annelerin yaptıkları yemeklerden örnekler.
											Entellektüellik, klas, asalet veya hikaye ile ilgisi yok,
											bu fakir insanlarda sorun olan, yani onlarda olmayan tek şeyin
											para olduğunu ve bunun da tedavi edilebilir bir durum olduğunu keşfettik.
											Sizin onlara bakışınız, onlar hakkında düşünme şekliniz sıklıkla
											onların davranışlarını belirliyor.
											Bu programda 7. ayını tamamlayan bir öğrenci tarafından yapıldı,
											bu çok zeki genç bir hanım,
											bizim pasta şefimiz tarafından eğitildi.
											Aslında o sepetlerden yedi tane yedim, gerçekten güzellerdi.
											(kahkahalar)
											Hiç kalorileri yok.
											Bu bizim yemek odamız.
											Amerika'da orta karar bir kasabanın
											orta karar bir lisenin kantinine benziyor.
											Ama benim bakış açıma göre öğrencilere, özellikle bir kenara itilenlere
											bu şekilde davranılması gerekli.
									","
											Wir haben Schüler die zusammen sitzen, weiße und schwarze Kinder,
											und was wir raus fanden ist dass man Rassenprobleme lösen kann
											indem man ein Weltklasse Umfeld schafft
											weil Menschen dazu neigen sich Weltklasse zu verhalten
											wenn man sie so behandelt.
											Das sind Beispiele vom Essen, das Mütter in Sozialhilfe machen
											sechs Monate nach Beginn des Trainingsprogramms.
											Keine Erfahrung, keine Klasse, keine Würde, keine Historie.
											Was wir lernten, ist das einzige was an armen Leuten falsch ist,
											ist dass sie kein Geld haben, was ein lösbarer Zustand ist.
											Es hängt alles vom eigenen Denken über Menschen ab
											das ihr Verhalten bestimmt.
											Das wurde von einem Schüler nach sieben Monaten im Programm gemacht,
											von einer brillanten jungen Dame
											die von unsrem Gebäck-Koch unterrichtet wurde.
											Ich habe sieben von diesen Körben gegessen und sie sind sehr gut.
											( Lachen )
											Sie haben keine Kalorien.
											Das ist unser Esszimmer.
											Es sieht wie eine normale Schulcafeteria
											in einer amerikanischen Durchschnitts-Stadt aus.
											Das ist aber meine Sichtweise wie Schüler behandelt werden sollten,
											im speziellen diejenigen die abgeschrieben wurden.
									","
											We have students who sit together, black kids and white kids,
											and what we've discovered is you can solve the race problem
											by creating a world class environment,
											because people will have a tendency to show you world class behavior
											if you treat them in that way.
											These are examples of the food that welfare mothers are doing
											after six months in the training program.
											No sophistication, no class, no dignity, no history.
											What we've discovered is the only thing wrong with poor people
											is they don't have any money, which happens to be a curable condition.
											It's all in the way that you think about people
											that often determines their behavior.
											That was done by a student after seven months in the program,
											done by a very brilliant young woman
											who was taught by our pastry chef.
											I've actually eaten seven of those baskets and they're very good.
											(Laughter)
											They have no calories.
											That's our dining room.
											It looks like your average high school cafeteria
											in your average town in America.
											But this is my view of how students ought to be treated,
											particularly once they have been pushed aside.
									","
											Tenemos estudiantes que se sientan juntos, negros y blancos,
											y lo que descubrimos es que puedes resolver un problema racial
											creando un entorno de alto nivel.
											Porque la gente tenderá a mostrarte un comportamiento de alto nivel
											si la tratas en esa forma.
											Estos son muestras que las madres en asistencia socias esta haciendo
											después de seis meses en el programa de capacitación.
											Sin sofisticación y sin clase, no hay dignidad ni historia.
											Lo que descubrimos es que lo único malo con la gente pobre
											es que no tienen dinero, lo cual es una condición curable.
											Todo esta en como uno piensa uno de la jente
											lo suele determinar su comportamiento.
											Esto fue hecho por una estudiante después de siete meses en el programa,
											hecho por una muchacha muy brillante
											quien aprendió de nuestro maestro pastelero.
											Yo comí siete de esas canastas y son muy buenas.
											(Risas)
											No tienen calorías.
											Eso es nuestro comedor.
											Parece la cafetería promedio de cualquier secundaria
											en un pueblo promedio en Estados Unidos.
											Pero esta es mi visión de cómo se debe tratar a los estudiantes,
											particularmente cuando han sido hechos a un lado.
									","Rebuilding a neighborhood with beauty, dignity, hope",Bill Strickland,35:28,"MacArthur grant,activism,children,cities,culture,philanthropy,live music"
"
","
","
","
","
","Rebuilding a neighborhood with beauty, dignity, hope",Bill Strickland,35:28,"MacArthur grant,activism,children,cities,culture,philanthropy,live music"
"
											Nous formons des laborantins pour l'industrie pharmaceutique.
											Nous formons des techniciens médicaux pour l'industrie médicale.
											Et nous formons des techniciens en chimie pour des entreprises
											comme Bayer et Calgon Carbon et Fisher Scientific et Exxon.
											Et je vous garantis que si vous venez dans mon centre à Pittsburgh -
											et vous êtes tous invités -
											vous verrez des mères bénéficiant de l'assistance sociale faisant de la chimie analytique
											avec des calculatrices logarithmiques,
											10 mois après s'être inscrites au programme.
											Il n'y a aucune raison pour laquelle les gens pauvres
											ne pourraient apprendre des technologies de rang mondial.
											Ce que nous avons découvert est que vous devez leur donner des fleurs,
											des rayons de soleil, de la nourriture, des attentes et la musique de Herbie
											et vous pourrez soigner un cancer spirituel à chaque fois.
									","
											İlaç sektörü için eczacılık teknisyenleri eğitiyoruz.
											Tıp sanayisi için tıbbi teknisyenler eğitiyoruz.
											Bayer, Calgon Carbon, Fisher Scientific ve Exxon gibi
											kimya sanayi şirketleri için kimya teknisyenleri eğitiyoruz.
											Ve eğer Pittsburgh'daki merkezime gelirseniz— ve hepiniz davetlisiniz—
											devlet ödeneğiyle geçinen annelerin
											10 aylık eğitim sonrasında logaritmik hesap makinalarıyle
											analitik kimya hesapları yaptıklarını
											göreceğinizi garanti ediyorum.
											Fakir insanların dünya klasında teknolojiyi
											öğrenememeleri için hiç bir sebep yok.
											Eğer onlara çiçekler, güneş ışığı,
											yemek ve UMUT verirseniz ve Herbie'nin müziğini,
											ruhsal bir kanseri her zaman tedavi edebileceğinizi keşfettik.
									","
											Wir bilden Pharmazeutisch-technischer Assistenten für die Pharma-Industrie aus.
											Wir bilden Medizin-technische Assistenten für die Medizin-Industrie aus.
											Wir bilden Chemie-technische Assistenten für Firmen
											wie Bayer und Calgon Carbon und Fisher Scientific und Exxon aus.
											Ich garantiere euch, dass wenn ihr in mein Zentrum in Pittsburgh kommt —
											und ihr seid alle eingeladen —
											sehr ihr Mütter in Sozialhilfe beim machen von analytischer Chemie
											mit logarithmischen Taschenrechnern.
											10 Monate nach Beginn des Programms.
											Es gibt absolut keinen Grund warum arme Menschen
											nicht Weltklasse Technologie lernen können.
											Wir haben gemerkt, dass man ihnen Blumen geben muss
											und Sonnenlicht und Essen und Erwartungen und Herbie's Musik
											und so kann man den spirituellen Krebs immer heilen.
									","
											We train pharmaceutical technicians for the pharmacy industry,
											we train medical technicians for the medical industry,
											and we train chemical technicians for companies
											like Bayer and Calgon Carbon and Fisher Scientific and Exxon.
											And I will guarantee you that if you come to my center in Pittsburgh —
											and you're all invited —
											you'll see welfare mothers doing analytical chemistry
											with logarithmic calculators
											10 months from enrolling in the program.
											There is absolutely no reason why poor people
											can't learn world class technology.
											What we've discovered is you have to give them flowers
											and sunlight and food and expectations and Herbie's music,
											and you can cure a spiritual cancer every time.
									","
											Capacitamos técnicos para la industria farmacéutica.
											Capacitamos técnicos para la industria médica.
											Y podemos capacitar técnicos químicos para empresas
											como Bayer y Calgon Carbon y Fisher Scientific y Exxon.
											Y les garantizo que si vienen a mi centro en Pittsburg
											–y están todos invitados–
											verán madres con asistencia social haciendo química analítica
											con calculadoras logarítmicas,
											10 meses después de comenzar el programa.
											No hay absolutamente razón alguna por la cual la gente pobre
											no pueda aprender tecnologia de alto nivel.
											Lo que descubrimos es que hay que darles flores
											y luz de sol y comida y expectativas y música de Herbie
											y se puede siempre curar un cáncer espiritual.
									","Rebuilding a neighborhood with beauty, dignity, hope",Bill Strickland,35:28,"MacArthur grant,activism,children,cities,culture,philanthropy,live music"
"
","
","
","
","
","Rebuilding a neighborhood with beauty, dignity, hope",Bill Strickland,35:28,"MacArthur grant,activism,children,cities,culture,philanthropy,live music"
"
											Nous formons des agents de voyage pour l'industrie du tourisme.
											Nous apprenons même aux gens à lire.
											Le gamin avec la bande rouge était dans le programme il y a 2 ans,
											Il est maintenant instructeur.
											Et je vois des enfants avec des diplômes de lycée qu'ils ne savent pas lire.
											Et vous devez vous poser la question :
											comment est-il possible qu'au 21ème siècle
											nous laissions partir les enfants des écoles
											alors qu'ils ne peuvent pas lire le diplôme qu'ils tiennent dans leurs mains ?
											La raison est que le système est remboursé
											pour les enfants qui sont recrachés à l'autre bout, pas pour ceux qui savent lire.
											Je peux prendre ces enfants et en 20 semaines,
											en testant leurs capacités, je peux leur faire atteindre le niveau du lycée.
											Pas de problème.
											Voici notre bibliothèque avec d'autres meubles faits main.
											Et voici le programme d'arts que j'ai commencé en 1968.
									","
											Seyahat sektörü için toplu seyahat acentaları eğitiyoruz.
											Hatta insanlara okumayı öğretiyoruz.
											Kırmızı çizgili çocuk iki yıl önce programdaydı—
											şu an bir eğitmen.
											Ve yüksek okul diploması olup okuyamayan öğrencilerim var.
											Şimdi kendinize bir soru sormanız lazım—
											21. yüzyılda nasıl oluyorda
											kendi ellerindeki diplomaları okuyamayan
											bu çocukları okullardan mezun ediyoruz.
											Bunun nedeni sistemin okuyan çocuklar olmasa da
											dışarıya tükürüp attığı çocuklarla bir bedel ödüyor olması.
											Ve ben bu çocukları alıp 20 hafta içinde eğilim gösterdikleri yönde
											lise seviyesine taşıyabilirim.
											Zor bir iş değil.
											İşte burası da daha çok el yapımı mobilyayla dolu kütüphanemiz.
											Buda 1968 yılında başlattığım sanat programı.
									","
											Wir bilden Konzern-Reisekaufmänner für die Reise-Industrie aus.
											Wir lehren Leuten zu lesen.
											Das Kind mit dem roten Band war im Programm vor zwei Jahren —
											Er ist jetzt ein Lehrer.
											Wir haben Kinder mit Schulabschlüssen die noch nicht einmal lesen können.
											Man muss sich selbst die Frage stellen —
											wie ist das im 21. Jahrhundert möglich
											Das wir Kinder Schulabschlüsse machen lassen,
											die nicht mal das Diplom in ihren Händen lesen können.
											Der Grund ist, dass das System belohnt wird
											für die Kinder, die es am anderen Ende ausspuckt, nicht für die Kinder die lesen.
											Ich kann diese Kinder nehmen und in 20 Wochen,
											bewiesene Fähigkeit, kann sie auf Abitur-Level bringen.
											Kein Ding.
											Das ist unsere Bibliothek mit mehr handgefertigten Möbeln
											Das ist unser Kunstprogramm das ich 1968 startete.
									","
											We train corporate travel agents for the travel industry.
											We even teach people how to read.
											The kid with the red stripe was in the program two years ago —
											he's now an instructor.
											And I have children with high school diplomas that they can't read.
											And so you must ask yourself the question:
											how is it possible in the 21st century
											that we graduate children from schools
											who can't read the diplomas that they have in their hands?
											The reason is that the system gets reimbursed
											for the kids they spit out the other end, not the children who read.
											I can take these children and in 20 weeks,
											demonstrated aptitude; I can get them high school equivalent.
											No big deal.
											That's our library with more handcrafted furniture.
											And this is the arts program I started in 1968.
									","
											Capacitamos agentes para corporaciones de la industria de viajes.
											Hasta podemos enseñarle a la gente a leer.
											El joven con la raya roja estaba en el programa hace dos años—
											ahora es instructor.
											Y tengo jóvenes de secundaria con diplomas que no pueden leer.
											Así que deben hacerse la pregunta -
											cómo es posible que en el siglo XXI
											graduemos de la escuela a jóvenes
											quienes no pueden leer los diplomas que tienen en sus manos.
											La razon es que el sistema es reembolsado
											por los jóvenes que avientan por el otro lado, no por los que leen.
											Yo puedo tomar a estos jóvenes y en 20 semanas,
											aptitud demostrada, les consigo una equivalencia de secundaria.
											No es gran cosa.
											Esta es nuestra biblioteca con más muebles artesanales.
											Y este es el programa de arte que yo comencé en 1968.
									","Rebuilding a neighborhood with beauty, dignity, hope",Bill Strickland,35:28,"MacArthur grant,activism,children,cities,culture,philanthropy,live music"
"
","
","
","
","
","Rebuilding a neighborhood with beauty, dignity, hope",Bill Strickland,35:28,"MacArthur grant,activism,children,cities,culture,philanthropy,live music"
"
											Souvenez vous que je suis le gamin noir des 60's dont la poterie a sauvé la vie.
											Eh bien, quand j'ai décidé de reproduire mon expérience
											avec d'autres enfants de la banlieue,
											la théorie étant que si vous donnez aux gamins des fleurs, de la nourriture
											des rayons de soleil et de l'enthousiasme,
											vous pouvez les ramener à la vie.
											J'ai 400 enfants du système d'éducation publique de Pittsburgh
											qui viennent vers moi chaque jour de la semaine pour l'éducation artistique.
											Et ce sont des enfants qui se plantent dans le système public.
											Et l'année dernière, j'ai envoyé 88 % de ces enfants à la fac
											et j'ai atteint en moyenne 80 % sur 15 ans.
											Nous avons fait une découverte fascinante
											Il n'y a pas de problème avec ces enfants
											que l'affection, les rayons de soleil, la nourriture, l'enthousiasme
											et la musique d'Herbie ne puisse soigner.
											Pour cela, j'ai gagné une belle grosse plaque, homme de l'année de l'éducation.
											J'ai battu tous les diplômés
											parce que je me suis dit que si vous traitez les enfants comme des êtres humains
											cela augmente les chances qu'ils se comportent comme tels.
											Et pourquoi nous ne pourrions pas instaurer cette règle
											dans chaque école, chaque ville et chaque village,
											cela reste un mystère pour moi.
									","
											Anımsayın, ben 60'larda hayatı seramik sayesinde kurtulan siyah çocuğum.
											Ve mahalledeki diğer çocuklarla deneyimimi çoğaltmaya
											karar verdim; eğer çocuklara çiçekler alır,
											onlara yemek verir, güneş ışığı ve coşku katarsanız,
											onları yeniden yaşama döndürebilirsiniz
											teorimi hayata geçirdim
											Pittsburgh halk okulundan haftanın her günü
											sanat eğitimi almaya gelen 400 öğrencim var.
											Ve bu çocuklar başarısız oldukları için okuldan alınanlar.
											Ve bu çocukların %88'ini geçen sene koleje soktum
											ve son 15 yılda da ortalamam %80 oldu.
											Harika bir keşifte bulundum—
											bu çocuklarda, sevgi ve güneş ışığı ve yemek ve coşku
											ve Herbie'nin müziğinin
											tedavi edemeyeceği bir sorun yok.
											Bunun için kocaman bir plaket kazandım— Eğitimde Yılın Erkeği.
											Bütün o Ph.D'leri ezdim geçtim
											çünkü çocuklara, insanlarmış gibi davrandığınızda, onların da o şekilde
											davranış gösterme eğilimini arttırıyorsunuz.
											Bu hareket tarzını neden
											her şehirde, her kasabada, her okulda
											uygulamama sebebimiz nedir, bilmiyorum.
									","
											Erinnert ihr euch an das schwarze Kind aus den '60ern dessen Leben von Keramik gerettet wurde?
											Ich entschied mich diese Erfahrung zu reproduzieren
											mit anderen Kindern in der Nachbarschaft,
											die Theorie war, dass wenn man Kindern Blumen und Essen gibt,
											wenn man ihnen Sonnenlicht und Enthusiasmus entgegen bringt,
											kann man sie wieder zum Leben erwecken.
											Ich habe 400 Kinder aus dem öffentlichen Schulsystem von Pittsburgh
											die jeden Tag der Woche zu mir kommen für Kunstunterricht.
											Und das sind Kinder die aus öffentlichen Schulen fliegen.
											Letztes Jahr habe ich 88 % dieser Kinder an die Universität gebracht
											und mein Durchschnitt über 15 Jahre ist 80%
											Wir haben eine faszinierende Entdeckung gemacht —
											es ist nichts verkehrt mit den Kindern,
											was Zuneigung, Sonne, Essen und Enthusiasmus
											und Herbie's Musik nicht heilen kann.
											Dafür gewann ich eine große Plakette - Man des Jahres in Bildung.
											Ich schlug all die Doktoren
											weil ich fand, dass wenn man Kinder wie Menschen behandelt
											es die Wahrscheinlichkeit, dass sie sich auch so verhalten erhöht.
											Und warum wir diesen Grundsatz nicht institutionalisieren können
											in jeder Schule, in jeder Stadt, in jedem Dorf
											bleibt ein mir ein Rätsel.
									","
											Remember I'm the black kid from the '60s who got his life saved with ceramics.
											Well, I went out and decided to reproduce my experience
											with other kids in the neighborhood,
											the theory being if you get kids flowers and you give them food
											and you give them sunshine and enthusiasm,
											you can bring them right back to life.
											I have 400 kids from the Pittsburgh public school system
											that come to me every day of the week for arts education.
											And these are children who are flunking out of public school.
											And last year I put 88 percent of those kids in college
											and I've averaged over 80 percent for 15 years.
											We've made a fascinating discovery:
											there's nothing wrong with the kids
											that affection and sunshine and food and enthusiasm
											and Herbie's music can't cure.
											For that I won a big old plaque — Man of the Year in Education.
											I beat out all the Ph.D.'s
											because I figured that if you treat children like human beings,
											it increases the likelihood they're going to behave that way.
											And why we can't institute that policy
											in every school and in every city and every town
											remains a mystery to me.
									","
											Recuerden yo soy joven negro de los 60's quien salvó su vida con cerámica.
											Bueno, cuando decidí reproducir mi experiencia
											con otros jóvenes en el barrio,
											bajo la teoría de que si les das flores y les das comida
											y les das luz de sol y entusiasmo,
											les puedes devolver la vida.
											Tengo 400 jóvenes provenientes de la educación pública de Pittsburg
											que vienen a mi todos los días de la semana para recibir educacion artística.
											Y estos son jóvenes quienes están reprobando en la escuela pública.
											Y que el año pasado puse 88% de esos jóvenes en la universidad
											y he promediado arriba del 80% por los últimos 15 años.
											Hemos hecho un descubrimiento fascinante -
											no hay nada mal con los jovenes
											que el afecto y luz de sol y la comida y el entusiasmo
											y música de Herbie no pueda curar.
											Por eso gané una gran placa—Hombre del Año en Educación.
											Les gané a todos los doctorados
											porque me di cuenta que si tratas a los jóvenes como seres humanos,
											ello aumenta la probablidad de que se comporten en esa manera.
											Y por qué no podemos instituir esta política
											en toda escuela y en toda ciudad y todo pueblo
											es aún un misterio para mí.
									","Rebuilding a neighborhood with beauty, dignity, hope",Bill Strickland,35:28,"MacArthur grant,activism,children,cities,culture,philanthropy,live music"
"
","
","
","
","
","Rebuilding a neighborhood with beauty, dignity, hope",Bill Strickland,35:28,"MacArthur grant,activism,children,cities,culture,philanthropy,live music"
"
											Laissez moi vous montrer ce que ces gens peuvent faire.
											Nous avons de la céramique, de la photographie et du dessin par ordinateur
											et tous ces gamins sans aptitude artistique, sans talent
											sans imagination, et nous faisons venir les plus grands artistes du monde -
											Gordon Parks est venu, Chester Higgins est venu -
											et ce que nous avons appris,
											c'est que ces enfants vont devenir comme les gens qui leur ont enseigné.
											En fait, j'ai fait venir un artiste en mosaique du Vatican,
											Une africaine-américaine
											qui a étudié les anciennes techniques de mosaique du Vatican
											et, laissez moi vous montrer ce qu'ils en ont fait.
											Ce sont des enfants que le monde entier avait abandonnés
											qui se plantaient en école publique,
											et c'est ce qu'ils sont capables de faire
											avec de l'affection, des rayons de soleil, de la nourriture, de la bonne musique et de la confiance.
									","
											Size bu insanların yaptıklarını göstereyim,
											Seramik, fotoğrafçılık ve bilgisayar görüntülememiz var,
											ve bu özel yeteneği olmayan, artistik becerisi
											hayal gücü olmayan çocuklara, dünya çapında sanatçılar getirtiyoruz—
											Gordon Parks buradaydı ve Chester Higgings de buradaydı—
											ve şunu öğrendim,
											çocuklar onlara öğretenler gibi oluyorlar.
											Aslında, Vatikan'dan bir mozaik sanatçısı getirdim,
											bir afro-amerikalı kadın
											eski Vatikan mozaik tekniklerini çalışmış,
											ve bu konuda ne iş çıkardıklarını size göstermeme izin verin.
											Bunlar tüm dünyanın vazgeçtiği çocuklar,
											halk okulundan başarısızlıktan uzaklaştırılan çocuklar;
											ve sevgi ve güneş ışığı ve yemek ve
											iyi müzik ve güvenle neler yapabildiklerine bakın.
									","
											Lasst mich euch zeigen was diese Leute tun.
											Wir haben Töpfern und Photographie und Computer-Bildbearbeitung
											und all diese Kinder ohne artistische Fähigkeiten, ohne Talent
											ohne Fantasie und wir laden die weltweit besten Künstler ein -
											Gordon Parks war dort, Chester Higgins war dort -
											und was wir lernten
											ist das die Kinder so werden wie die Leute die sie unterrichten.
											Ich habe einen Mosaik-Künstler aus dem Vatikan eingeladen
											eine Afroamerikanerin
											die die alten vatikanischen Mosaiktechniken studiert hat,
											lasst mich euch zeigen was sie mit ihrer Arbeit gemacht hat.
											Diese Kinder, die von der ganzen Welt aufgegeben waren,
											die von öffentlichen Schulen fliegen,
											und das ist wozu sie fähig sind;
											mit Zuneigung und Sonnenlicht und essen und guter Musik und Selbstvertrauen.
									","
											Let me show you what these people do.
											We have ceramics and photography and computer imaging.
											And these are all kids with no artistic ability, no talent,
											no imagination. And we bring in the world's greatest artists —
											Gordon Parks has been there, Chester Higgins has been there —
											and what we've learned
											is that the children will become like the people who teach them.
											In fact, I brought in a mosaic artist from the Vatican,
											an African-American woman
											who had studied the old Vatican mosaic techniques,
											and let me show you what they did with the work.
											These were children who the whole world had given up on,
											who were flunking out of public school,
											and that's what they're capable of doing
											with affection and sunlight and food and good music and confidence.
									","
											Déjenme mostrarles lo que esta gente hace.
											Tenemos cerámica y fotografía y computación gráfica
											y estos son todos jóvenes sin habilidad artística, sin talento,
											sin imaginación, y traemos a los mejores artistas del mundo
											–Gordon Parks estuvo aquí, Chester Higgins estuvo aquí–
											y lo que aprendimos
											es que los niños serán como la gente que les enseña.
											De hecho, yo traje a un artista del mosaico del Vaticano,
											y una mujer afro-americana
											quien estudió las antiguas técnicas de mosaico del Vaticano,
											y déjenme mostrarles lo que hicieron con el trabajo.
											Estos son jovenes a quienes el mundo entero habia hecho a un lado
											quienes estaban reprobando en la escuela pública,
											y esto es de lo que son capaces de hacer
											con afecto y luz del sol y comida y buena música y confianza.
									","Rebuilding a neighborhood with beauty, dignity, hope",Bill Strickland,35:28,"MacArthur grant,activism,children,cities,culture,philanthropy,live music"
"
","
","
","
","
","Rebuilding a neighborhood with beauty, dignity, hope",Bill Strickland,35:28,"MacArthur grant,activism,children,cities,culture,philanthropy,live music"
